TeamKey	DefaultTeamId	TeamId1	TeamId2	TeamId3	TeamId4	TeamId5	TeamId6	TeamId7	TeamId8	TeamId9	TeamId10	TeamId11	TeamId12	TeamId13	TeamId14	TeamId15	TeamId16	TeamId17
80	146	OpenLevel39|64	OpenLevel49|196	OpenLevel59|246	OpenLevel69|296	OpenLevel79|346	OpenLevel89|396	OpenLevel99|446	OpenLevel109|496	OpenLevel119|546	OpenLevel129|596	OpenLevel139|646	OpenLevel149|696	OpenLevel159|746	OpenLevel169|796	OpenLevel179|797	OpenLevel189|847	OpenLevel199|901
81	145	OpenLevel39|60	OpenLevel49|195	OpenLevel59|245	OpenLevel69|295	OpenLevel79|345	OpenLevel89|395	OpenLevel99|445	OpenLevel109|495	OpenLevel119|545	OpenLevel129|595	OpenLevel139|645	OpenLevel149|695	OpenLevel159|745	OpenLevel169|795	OpenLevel179|796	OpenLevel189|846	OpenLevel199|900
82	144	OpenLevel39|56	OpenLevel49|194	OpenLevel59|244	OpenLevel69|294	OpenLevel79|344	OpenLevel89|394	OpenLevel99|444	OpenLevel109|494	OpenLevel119|544	OpenLevel129|594	OpenLevel139|644	OpenLevel149|694	OpenLevel159|744	OpenLevel169|794	OpenLevel179|795	OpenLevel189|845	OpenLevel199|899
83	143	OpenLevel39|52	OpenLevel49|193	OpenLevel59|243	OpenLevel69|293	OpenLevel79|343	OpenLevel89|393	OpenLevel99|443	OpenLevel109|493	OpenLevel119|543	OpenLevel129|593	OpenLevel139|643	OpenLevel149|693	OpenLevel159|743	OpenLevel169|793	OpenLevel179|794	OpenLevel189|844	OpenLevel199|898
84	142	OpenLevel39|48	OpenLevel49|192	OpenLevel59|242	OpenLevel69|292	OpenLevel79|342	OpenLevel89|392	OpenLevel99|442	OpenLevel109|492	OpenLevel119|542	OpenLevel129|592	OpenLevel139|642	OpenLevel149|692	OpenLevel159|742	OpenLevel169|792	OpenLevel179|793	OpenLevel189|843	OpenLevel199|897
85	141	OpenLevel39|44	OpenLevel49|191	OpenLevel59|241	OpenLevel69|291	OpenLevel79|341	OpenLevel89|391	OpenLevel99|441	OpenLevel109|491	OpenLevel119|541	OpenLevel129|591	OpenLevel139|641	OpenLevel149|691	OpenLevel159|741	OpenLevel169|791	OpenLevel179|792	OpenLevel189|842	OpenLevel199|896
86	140	OpenLevel39|40	OpenLevel49|190	OpenLevel59|240	OpenLevel69|290	OpenLevel79|340	OpenLevel89|390	OpenLevel99|440	OpenLevel109|490	OpenLevel119|540	OpenLevel129|590	OpenLevel139|640	OpenLevel149|690	OpenLevel159|740	OpenLevel169|790	OpenLevel179|791	OpenLevel189|841	OpenLevel199|895
87	139	OpenLevel39|36	OpenLevel49|189	OpenLevel59|239	OpenLevel69|289	OpenLevel79|339	OpenLevel89|389	OpenLevel99|439	OpenLevel109|489	OpenLevel119|539	OpenLevel129|589	OpenLevel139|639	OpenLevel149|689	OpenLevel159|739	OpenLevel169|789	OpenLevel179|790	OpenLevel189|840	OpenLevel199|894
88	138	OpenLevel39|32	OpenLevel49|188	OpenLevel59|238	OpenLevel69|288	OpenLevel79|338	OpenLevel89|388	OpenLevel99|438	OpenLevel109|488	OpenLevel119|538	OpenLevel129|588	OpenLevel139|638	OpenLevel149|688	OpenLevel159|738	OpenLevel169|788	OpenLevel179|789	OpenLevel189|839	OpenLevel199|893
89	137	OpenLevel39|28	OpenLevel49|187	OpenLevel59|237	OpenLevel69|287	OpenLevel79|337	OpenLevel89|387	OpenLevel99|437	OpenLevel109|487	OpenLevel119|537	OpenLevel129|587	OpenLevel139|637	OpenLevel149|687	OpenLevel159|737	OpenLevel169|787	OpenLevel179|788	OpenLevel189|838	OpenLevel199|892
90	136	OpenLevel39|24	OpenLevel49|186	OpenLevel59|236	OpenLevel69|286	OpenLevel79|336	OpenLevel89|386	OpenLevel99|436	OpenLevel109|486	OpenLevel119|536	OpenLevel129|586	OpenLevel139|636	OpenLevel149|686	OpenLevel159|736	OpenLevel169|786	OpenLevel179|787	OpenLevel189|837	OpenLevel199|891
91	135	OpenLevel39|20	OpenLevel49|185	OpenLevel59|235	OpenLevel69|285	OpenLevel79|335	OpenLevel89|385	OpenLevel99|435	OpenLevel109|485	OpenLevel119|535	OpenLevel129|585	OpenLevel139|635	OpenLevel149|685	OpenLevel159|735	OpenLevel169|785	OpenLevel179|786	OpenLevel189|836	OpenLevel199|890
92	134	OpenLevel39|16	OpenLevel49|184	OpenLevel59|234	OpenLevel69|284	OpenLevel79|334	OpenLevel89|384	OpenLevel99|434	OpenLevel109|484	OpenLevel119|534	OpenLevel129|584	OpenLevel139|634	OpenLevel149|684	OpenLevel159|734	OpenLevel169|784	OpenLevel179|785	OpenLevel189|835	OpenLevel199|889
93	133	OpenLevel39|12	OpenLevel49|183	OpenLevel59|233	OpenLevel69|283	OpenLevel79|333	OpenLevel89|383	OpenLevel99|433	OpenLevel109|483	OpenLevel119|533	OpenLevel129|583	OpenLevel139|633	OpenLevel149|683	OpenLevel159|733	OpenLevel169|783	OpenLevel179|784	OpenLevel189|834	OpenLevel199|888
94	132	OpenLevel39|8	OpenLevel49|182	OpenLevel59|232	OpenLevel69|282	OpenLevel79|332	OpenLevel89|382	OpenLevel99|432	OpenLevel109|482	OpenLevel119|532	OpenLevel129|582	OpenLevel139|632	OpenLevel149|682	OpenLevel159|732	OpenLevel169|782	OpenLevel179|783	OpenLevel189|833	OpenLevel199|887
95	131	OpenLevel39|4	OpenLevel49|181	OpenLevel59|231	OpenLevel69|281	OpenLevel79|331	OpenLevel89|381	OpenLevel99|431	OpenLevel109|481	OpenLevel119|531	OpenLevel129|581	OpenLevel139|631	OpenLevel149|681	OpenLevel159|731	OpenLevel169|781	OpenLevel179|782	OpenLevel189|832	OpenLevel199|886
96	130	OpenLevel39|1	OpenLevel49|180	OpenLevel59|230	OpenLevel69|280	OpenLevel79|330	OpenLevel89|380	OpenLevel99|430	OpenLevel109|480	OpenLevel119|530	OpenLevel129|580	OpenLevel139|630	OpenLevel149|680	OpenLevel159|730	OpenLevel169|780	OpenLevel179|781	OpenLevel189|831	OpenLevel199|885
97	129	OpenLevel39|1	OpenLevel49|179	OpenLevel59|229	OpenLevel69|279	OpenLevel79|329	OpenLevel89|379	OpenLevel99|429	OpenLevel109|479	OpenLevel119|529	OpenLevel129|579	OpenLevel139|629	OpenLevel149|679	OpenLevel159|729	OpenLevel169|779	OpenLevel179|780	OpenLevel189|830	OpenLevel199|884
98	128	OpenLevel39|1	OpenLevel49|178	OpenLevel59|228	OpenLevel69|278	OpenLevel79|328	OpenLevel89|378	OpenLevel99|428	OpenLevel109|478	OpenLevel119|528	OpenLevel129|578	OpenLevel139|628	OpenLevel149|678	OpenLevel159|728	OpenLevel169|778	OpenLevel179|779	OpenLevel189|829	OpenLevel199|883
99	127	OpenLevel39|1	OpenLevel49|177	OpenLevel59|227	OpenLevel69|277	OpenLevel79|327	OpenLevel89|377	OpenLevel99|427	OpenLevel109|477	OpenLevel119|527	OpenLevel129|577	OpenLevel139|627	OpenLevel149|677	OpenLevel159|727	OpenLevel169|777	OpenLevel179|778	OpenLevel189|828	OpenLevel199|882
100	126	OpenLevel39|1	OpenLevel49|176	OpenLevel59|226	OpenLevel69|276	OpenLevel79|326	OpenLevel89|376	OpenLevel99|426	OpenLevel109|476	OpenLevel119|526	OpenLevel129|576	OpenLevel139|626	OpenLevel149|676	OpenLevel159|726	OpenLevel169|776	OpenLevel179|777	OpenLevel189|827	OpenLevel199|881
101	125	OpenLevel39|1	OpenLevel49|175	OpenLevel59|225	OpenLevel69|275	OpenLevel79|325	OpenLevel89|375	OpenLevel99|425	OpenLevel109|475	OpenLevel119|525	OpenLevel129|575	OpenLevel139|625	OpenLevel149|675	OpenLevel159|725	OpenLevel169|775	OpenLevel179|776	OpenLevel189|826	OpenLevel199|880
102	124	OpenLevel39|1	OpenLevel49|174	OpenLevel59|224	OpenLevel69|274	OpenLevel79|324	OpenLevel89|374	OpenLevel99|424	OpenLevel109|474	OpenLevel119|524	OpenLevel129|574	OpenLevel139|624	OpenLevel149|674	OpenLevel159|724	OpenLevel169|774	OpenLevel179|775	OpenLevel189|825	OpenLevel199|879
103	123	OpenLevel39|1	OpenLevel49|173	OpenLevel59|223	OpenLevel69|273	OpenLevel79|323	OpenLevel89|373	OpenLevel99|423	OpenLevel109|473	OpenLevel119|523	OpenLevel129|573	OpenLevel139|623	OpenLevel149|673	OpenLevel159|723	OpenLevel169|773	OpenLevel179|774	OpenLevel189|824	OpenLevel199|878
104	122	OpenLevel39|1	OpenLevel49|172	OpenLevel59|222	OpenLevel69|272	OpenLevel79|322	OpenLevel89|372	OpenLevel99|422	OpenLevel109|472	OpenLevel119|522	OpenLevel129|572	OpenLevel139|622	OpenLevel149|672	OpenLevel159|722	OpenLevel169|772	OpenLevel179|773	OpenLevel189|823	OpenLevel199|877
105	121	OpenLevel39|1	OpenLevel49|171	OpenLevel59|221	OpenLevel69|271	OpenLevel79|321	OpenLevel89|371	OpenLevel99|421	OpenLevel109|471	OpenLevel119|521	OpenLevel129|571	OpenLevel139|621	OpenLevel149|671	OpenLevel159|721	OpenLevel169|771	OpenLevel179|772	OpenLevel189|822	OpenLevel199|876
106	120	OpenLevel39|1	OpenLevel49|170	OpenLevel59|220	OpenLevel69|270	OpenLevel79|320	OpenLevel89|370	OpenLevel99|420	OpenLevel109|470	OpenLevel119|520	OpenLevel129|570	OpenLevel139|620	OpenLevel149|670	OpenLevel159|720	OpenLevel169|770	OpenLevel179|771	OpenLevel189|821	OpenLevel199|875
107	119	OpenLevel39|1	OpenLevel49|169	OpenLevel59|219	OpenLevel69|269	OpenLevel79|319	OpenLevel89|369	OpenLevel99|419	OpenLevel109|469	OpenLevel119|519	OpenLevel129|569	OpenLevel139|619	OpenLevel149|669	OpenLevel159|719	OpenLevel169|769	OpenLevel179|770	OpenLevel189|820	OpenLevel199|874
108	118	OpenLevel39|1	OpenLevel49|168	OpenLevel59|218	OpenLevel69|268	OpenLevel79|318	OpenLevel89|368	OpenLevel99|418	OpenLevel109|468	OpenLevel119|518	OpenLevel129|568	OpenLevel139|618	OpenLevel149|668	OpenLevel159|718	OpenLevel169|768	OpenLevel179|769	OpenLevel189|819	OpenLevel199|873
109	117	OpenLevel39|1	OpenLevel49|167	OpenLevel59|217	OpenLevel69|267	OpenLevel79|317	OpenLevel89|367	OpenLevel99|417	OpenLevel109|467	OpenLevel119|517	OpenLevel129|567	OpenLevel139|617	OpenLevel149|667	OpenLevel159|717	OpenLevel169|767	OpenLevel179|768	OpenLevel189|818	OpenLevel199|872
110	116	OpenLevel39|1	OpenLevel49|166	OpenLevel59|216	OpenLevel69|266	OpenLevel79|316	OpenLevel89|366	OpenLevel99|416	OpenLevel109|466	OpenLevel119|516	OpenLevel129|566	OpenLevel139|616	OpenLevel149|666	OpenLevel159|716	OpenLevel169|766	OpenLevel179|767	OpenLevel189|817	OpenLevel199|871
111	115	OpenLevel39|1	OpenLevel49|165	OpenLevel59|215	OpenLevel69|265	OpenLevel79|315	OpenLevel89|365	OpenLevel99|415	OpenLevel109|465	OpenLevel119|515	OpenLevel129|565	OpenLevel139|615	OpenLevel149|665	OpenLevel159|715	OpenLevel169|765	OpenLevel179|766	OpenLevel189|816	OpenLevel199|870
112	114	OpenLevel39|1	OpenLevel49|164	OpenLevel59|214	OpenLevel69|264	OpenLevel79|314	OpenLevel89|364	OpenLevel99|414	OpenLevel109|464	OpenLevel119|514	OpenLevel129|564	OpenLevel139|614	OpenLevel149|664	OpenLevel159|714	OpenLevel169|764	OpenLevel179|765	OpenLevel189|815	OpenLevel199|869
113	113	OpenLevel39|1	OpenLevel49|163	OpenLevel59|213	OpenLevel69|263	OpenLevel79|313	OpenLevel89|363	OpenLevel99|413	OpenLevel109|463	OpenLevel119|513	OpenLevel129|563	OpenLevel139|613	OpenLevel149|663	OpenLevel159|713	OpenLevel169|763	OpenLevel179|764	OpenLevel189|814	OpenLevel199|868
114	112	OpenLevel39|1	OpenLevel49|162	OpenLevel59|212	OpenLevel69|262	OpenLevel79|312	OpenLevel89|362	OpenLevel99|412	OpenLevel109|462	OpenLevel119|512	OpenLevel129|562	OpenLevel139|612	OpenLevel149|662	OpenLevel159|712	OpenLevel169|762	OpenLevel179|763	OpenLevel189|813	OpenLevel199|867
115	111	OpenLevel39|1	OpenLevel49|161	OpenLevel59|211	OpenLevel69|261	OpenLevel79|311	OpenLevel89|361	OpenLevel99|411	OpenLevel109|461	OpenLevel119|511	OpenLevel129|561	OpenLevel139|611	OpenLevel149|661	OpenLevel159|711	OpenLevel169|761	OpenLevel179|762	OpenLevel189|812	OpenLevel199|866
116	110	OpenLevel39|1	OpenLevel49|160	OpenLevel59|210	OpenLevel69|260	OpenLevel79|310	OpenLevel89|360	OpenLevel99|410	OpenLevel109|460	OpenLevel119|510	OpenLevel129|560	OpenLevel139|610	OpenLevel149|660	OpenLevel159|710	OpenLevel169|760	OpenLevel179|761	OpenLevel189|811	OpenLevel199|865
117	109	OpenLevel39|1	OpenLevel49|159	OpenLevel59|209	OpenLevel69|259	OpenLevel79|309	OpenLevel89|359	OpenLevel99|409	OpenLevel109|459	OpenLevel119|509	OpenLevel129|559	OpenLevel139|609	OpenLevel149|659	OpenLevel159|709	OpenLevel169|759	OpenLevel179|760	OpenLevel189|810	OpenLevel199|864
118	108	OpenLevel39|1	OpenLevel49|158	OpenLevel59|208	OpenLevel69|258	OpenLevel79|308	OpenLevel89|358	OpenLevel99|408	OpenLevel109|458	OpenLevel119|508	OpenLevel129|558	OpenLevel139|608	OpenLevel149|658	OpenLevel159|708	OpenLevel169|758	OpenLevel179|759	OpenLevel189|809	OpenLevel199|863
119	107	OpenLevel39|1	OpenLevel49|157	OpenLevel59|207	OpenLevel69|257	OpenLevel79|307	OpenLevel89|357	OpenLevel99|407	OpenLevel109|457	OpenLevel119|507	OpenLevel129|557	OpenLevel139|607	OpenLevel149|657	OpenLevel159|707	OpenLevel169|757	OpenLevel179|758	OpenLevel189|808	OpenLevel199|862
120	106	OpenLevel39|1	OpenLevel49|156	OpenLevel59|206	OpenLevel69|256	OpenLevel79|306	OpenLevel89|356	OpenLevel99|406	OpenLevel109|456	OpenLevel119|506	OpenLevel129|556	OpenLevel139|606	OpenLevel149|656	OpenLevel159|706	OpenLevel169|756	OpenLevel179|757	OpenLevel189|807	OpenLevel199|861
