TeamID	Name	HeroName	Faction	Level	ExtAttribId	HonorLevel	PartnerId1	PartnerId2	PartnerId3	PartnerId4	PartnerLevel	Strength	Vitality	Dexterity	Energy	SkillLevel	SkillID1	SkillID2	SkillID3	SkillID4	SkillID5
314	武神殿守护者	于墨宣	8	57	7	7	96	95	104	59	52	0	0	0	0	1					
315	武神殿守护者	胡代灵	9	57	7	7	96	76	105	59	52	0	0	0	0	1					
316	武神殿守护者	苗青寒	10	58	7	7	96	77	106	59	53	0	0	0	0	1					
317	武神殿守护者	凌修为	11	58	7	7	96	78	107	59	53	0	0	0	0	1					
318	武神殿守护者	淳于忆枫	12	58	7	7	96	79	108	59	53	0	0	0	0	1					
319	武神殿守护者	迟访烟	13	58	7	7	96	80	109	59	53	0	0	0	0	1					
320	武神殿守护者	房兴腾	14	58	7	7	96	81	102	59	53	0	0	0	0	1					
321	武神殿守护者	邢惜寒	15	59	7	7	96	82	103	59	54	0	0	0	0	1					
322	武神殿守护者	郑夜昱	16	59	7	7	96	83	104	59	54	0	0	0	0	1					
323	武神殿守护者	米和洽	17	59	7	7	96	84	105	59	54	0	0	0	0	1					
324	武神殿守护者	商思御	18	59	7	7	96	85	106	59	54	0	0	0	0	1					
325	武神殿守护者	陶安波	1	59	7	7	96	86	107	59	54	0	0	0	0	1					
326	武神殿守护者	桂达安	2	60	8	7	96	87	108	59	55	0	0	0	0	1					
327	武神殿守护者	俞修文	3	60	8	7	96	88	109	59	55	0	0	0	0	1					
328	武神殿守护者	廖弘深	4	60	8	7	96	89	102	59	55	0	0	0	0	1					
329	武神殿守护者	黎景曜	5	60	8	7	96	90	103	59	55	0	0	0	0	1					
330	武神殿守护者	喻天罡	6	60	8	7	96	91	104	59	55	0	0	0	0	1					
331	武神殿守护者	师思烟	7	61	8	7	96	92	105	59	56	0	0	0	0	1					
332	武神殿守护者	苑烨赫	8	61	8	7	96	93	106	59	56	0	0	0	0	1					
333	武神殿守护者	马风德	9	61	8	7	96	94	107	59	56	0	0	0	0	1					
334	武神殿守护者	荀宇荫	10	61	8	7	96	95	108	59	56	0	0	0	0	1					
335	武神殿守护者	于成礼	11	61	8	7	96	76	109	59	56	0	0	0	0	1					
336	武神殿守护者	狄奇邃	12	62	8	7	96	77	102	59	57	0	0	0	0	1					
337	武神殿守护者	郑代灵	13	62	8	7	96	78	103	59	57	0	0	0	0	1					
338	武神殿守护者	凌阳朔	14	62	8	7	96	79	104	59	57	0	0	0	0	1					
339	武神殿守护者	刘君昊	15	62	8	7	96	80	105	59	57	0	0	0	0	1					
340	武神殿守护者	樊白凡	16	62	8	7	96	81	106	59	57	0	0	0	0	1					
341	武神殿守护者	孙明煦	17	63	8	7	96	82	107	59	58	0	0	0	0	1					
342	武神殿守护者	庞从凝	18	63	8	7	96	83	108	59	58	0	0	0	0	1					
343	武神殿守护者	孔正谊	1	63	8	7	96	84	109	59	58	0	0	0	0	1					
344	武神殿守护者	瞿永康	2	63	8	7	96	85	102	59	58	0	0	0	0	1					
345	武神殿守护者	翁奇略	3	63	8	7	96	86	103	59	58	0	0	0	0	1					
346	武神殿守护者	元怜腾	4	64	8	7	96	87	104	59	59	0	0	0	0	1					
347	武神殿守护者	骆朋兴	5	64	8	7	96	88	105	59	59	0	0	0	0	1					
348	武神殿守护者	徐翰藻	6	64	8	7	96	89	106	59	59	0	0	0	0	1					
349	武神殿守护者	公冶夏秋	7	64	8	7	96	90	107	59	59	0	0	0	0	1					
350	武神殿守护者	孔又连	8	64	8	7	96	91	108	59	59	0	0	0	0	1					
351	武神殿守护者	缪墨瑶	9	65	8	8	96	92	109	59	60	0	0	0	0	1					
352	武神殿守护者	牟易文	10	65	8	8	96	93	102	59	60	0	0	0	0	1					
353	武神殿守护者	郭瀚玥	11	65	8	8	96	94	103	59	60	0	0	0	0	1					
354	武神殿守护者	咎安然	12	65	8	8	96	95	104	59	60	0	0	0	0	1					
355	武神殿守护者	银雨文	13	65	8	8	96	76	105	59	60	0	0	0	0	1					
356	武神殿守护者	闵丹啸	14	66	8	8	96	77	106	59	61	0	0	0	0	1					
357	武神殿守护者	黎英彦	15	66	8	8	96	78	107	59	61	0	0	0	0	1					
358	武神殿守护者	邢念滔	16	66	8	8	96	79	108	59	61	0	0	0	0	1					
359	武神殿守护者	宫星剑	17	66	8	8	96	80	109	59	61	0	0	0	0	1					
360	武神殿守护者	淳于文昌	18	66	8	8	96	81	102	59	61	0	0	0	0	1					
361	武神殿守护者	诸和安	1	67	8	8	96	82	103	59	62	0	0	0	0	1					
362	武神殿守护者	景平端	2	67	8	8	96	83	104	59	62	0	0	0	0	1					
363	武神殿守护者	凌嘉致	3	67	8	8	96	84	105	59	62	0	0	0	0	1					
364	武神殿守护者	翟尔柳	4	67	8	8	96	85	106	59	62	0	0	0	0	1					
365	武神殿守护者	荀半双	5	67	8	8	96	86	107	59	62	0	0	0	0	1					
366	武神殿守护者	李雨正	6	68	8	8	96	87	108	59	63	0	0	0	0	1					
367	武神殿守护者	滕巍昂	7	68	8	8	96	88	109	59	63	0	0	0	0	1					
368	武神殿守护者	闻志明	8	68	8	8	96	89	102	59	63	0	0	0	0	1					
369	武神殿守护者	侯笑南	9	68	8	8	96	90	103	59	63	0	0	0	0	1					
370	武神殿守护者	东郭安翔	10	68	8	8	96	91	104	59	63	0	0	0	0	1					
371	武神殿守护者	史怀连	11	69	8	8	96	92	105	59	64	0	0	0	0	1					
372	武神殿守护者	廉博超	12	69	8	8	96	93	106	59	64	0	0	0	0	1					
373	武神殿守护者	卞风弼	13	69	8	8	96	94	107	59	64	0	0	0	0	1					
374	武神殿守护者	秦代凡	14	69	8	8	96	95	108	59	64	0	0	0	0	1					
375	武神殿守护者	廉灵扇	15	69	8	8	96	76	109	59	64	0	0	0	0	1					
376	武神殿守护者	唐冷正	16	70	9	8	96	77	102	59	65	0	0	0	0	1					
377	武神殿守护者	花浩大	17	70	9	8	96	78	103	59	65	0	0	0	0	1					
378	武神殿守护者	薛沛芹	18	70	9	8	96	79	104	59	65	0	0	0	0	1					
379	武神殿守护者	单访风	1	70	9	8	96	80	105	59	65	0	0	0	0	1					
380	武神殿守护者	费华奥	2	70	9	8	96	81	106	59	65	0	0	0	0	1					
381	武神殿守护者	韩向槐	3	71	9	8	96	82	107	59	66	0	0	0	0	1					
382	武神殿守护者	於明智	4	71	9	8	96	83	108	59	66	0	0	0	0	1					
383	武神殿守护者	费光誉	5	71	9	8	96	84	109	59	66	0	0	0	0	1					
384	武神殿守护者	殷秋啸	6	71	9	8	96	85	102	59	66	0	0	0	0	1					
385	武神殿守护者	慕容易容	7	71	9	8	96	86	103	59	66	0	0	0	0	1					
386	武神殿守护者	邬英资	8	72	9	8	96	87	104	59	67	0	0	0	0	1					
387	武神殿守护者	严端啸	9	72	9	8	96	88	105	59	67	0	0	0	0	1					
388	武神殿守护者	黄天工	10	72	9	8	96	89	106	59	67	0	0	0	0	1					
389	武神殿守护者	简墨竹	11	72	9	8	96	90	107	59	67	0	0	0	0	1					
390	武神殿守护者	裴达寒	12	72	9	8	96	91	108	59	67	0	0	0	0	1					
391	武神殿守护者	司马元青	13	73	9	8	96	92	109	59	68	0	0	0	0	1					
392	武神殿守护者	林水荷	14	73	9	8	96	93	102	59	68	0	0	0	0	1					
393	武神殿守护者	江元基	15	73	9	8	96	94	103	59	68	0	0	0	0	1					
394	武神殿守护者	戴冷雪	16	73	9	8	96	95	104	59	68	0	0	0	0	1					
395	武神殿守护者	于雪秋	17	73	9	8	96	76	105	59	68	0	0	0	0	1					
396	武神殿守护者	岳明喆	18	74	9	8	96	77	106	59	69	0	0	0	0	1					
397	武神殿守护者	邢水儿	1	74	9	8	96	78	107	59	69	0	0	0	0	1					
398	武神殿守护者	赵山赋	2	74	9	8	96	79	108	59	69	0	0	0	0	1					
399	武神殿守护者	喻乐游	3	74	9	8	96	80	109	59	69	0	0	0	0	1					
400	武神殿守护者	吕子濯	4	74	9	8	96	81	102	59	69	0	0	0	0	1					
401	武神殿守护者	官书琴	5	75	9	9	96	81	102	59	70	0	0	0	0	1					
402	武神殿守护者	龚志诚	6	75	9	9	96	81	102	59	70	0	0	0	0	1					
403	武神殿守护者	左丘翰林	7	75	9	9	96	81	102	59	70	0	0	0	0	1					
404	武神殿守护者	仲孙宏远	8	75	9	9	96	81	102	59	70	0	0	0	0	1					
405	武神殿守护者	章忆达	9	75	9	9	96	81	102	59	70	0	0	0	0	1					
406	武神殿守护者	独孤俊誉	10	76	9	9	96	81	102	59	71	0	0	0	0	1					
407	武神殿守护者	严锐精	11	76	9	9	96	81	102	59	71	0	0	0	0	1					
408	武神殿守护者	栾觅云	12	76	9	9	96	81	102	59	71	0	0	0	0	1					
409	武神殿守护者	司马亦旋	13	76	9	9	96	81	102	59	71	0	0	0	0	1					
410	武神殿守护者	段忆雪	14	76	9	9	96	81	102	59	71	0	0	0	0	1					
411	武神殿守护者	穆墨容	15	77	9	9	96	81	102	59	72	0	0	0	0	1					
412	武神殿守护者	沈星火	16	77	9	9	96	81	102	59	72	0	0	0	0	1					
413	武神殿守护者	令狐思枫	17	77	9	9	96	81	102	59	72	0	0	0	0	1					
414	武神殿守护者	慕寒松	18	77	9	9	96	81	102	59	72	0	0	0	0	1					
415	武神殿守护者	贺和光	1	77	9	9	96	81	102	59	72	0	0	0	0	1					
416	武神殿守护者	穆鸿熙	2	78	9	9	96	81	102	59	73	0	0	0	0	1					
417	武神殿守护者	苏弘文	3	78	9	9	96	81	102	59	73	0	0	0	0	1					
418	武神殿守护者	雍嘉赐	4	78	9	9	96	81	102	59	73	0	0	0	0	1					
419	武神殿守护者	伍兴业	5	78	9	9	96	81	102	59	73	0	0	0	0	1					
420	武神殿守护者	邢宜人	6	78	9	9	96	81	102	59	73	0	0	0	0	1					
421	武神殿守护者	姜嘉树	7	79	9	9	96	81	102	59	74	0	0	0	0	1					
422	武神殿守护者	东门思宣	8	79	9	9	96	81	102	59	74	0	0	0	0	1					
423	武神殿守护者	秦雁戮	9	79	9	9	96	81	102	59	74	0	0	0	0	1					
424	武神殿守护者	车映真	10	79	9	9	96	81	102	59	74	0	0	0	0	1					
425	武神殿守护者	罗才良	11	79	9	9	96	81	102	59	74	0	0	0	0	1					
426	武神殿守护者	熊墨云	12	80	10	9	96	81	102	59	75	0	0	0	0	1					
427	武神殿守护者	阎雪容	13	80	10	9	96	81	102	59	75	0	0	0	0	1					
428	武神殿守护者	项奇胜	14	80	10	9	96	81	102	59	75	0	0	0	0	1					
429	武神殿守护者	司鸿秋扇	15	80	10	9	96	81	102	59	75	0	0	0	0	1					
430	武神殿守护者	严以筠	16	80	10	9	96	81	102	59	75	0	0	0	0	1					
431	武神殿守护者	蔡诗丹	17	81	10	9	96	81	102	59	76	0	0	0	0	1					
432	武神殿守护者	龙博瀚	18	81	10	9	96	81	102	59	76	0	0	0	0	1					
433	武神殿守护者	衣访琴	1	81	10	9	96	81	102	59	76	0	0	0	0	1					
434	武神殿守护者	萧和颂	2	81	10	9	96	81	102	59	76	0	0	0	0	1					
435	武神殿守护者	郭和昱	3	81	10	9	96	81	102	59	76	0	0	0	0	1					
436	武神殿守护者	简晓博	4	82	10	9	96	81	102	59	77	0	0	0	0	1					
437	武神殿守护者	宋阳羽	5	82	10	9	96	81	102	59	77	0	0	0	0	1					
438	武神殿守护者	马灵扇	6	82	10	9	96	81	102	59	77	0	0	0	0	1					
439	武神殿守护者	岳敏叡	7	82	10	9	96	81	102	59	77	0	0	0	0	1					
440	武神殿守护者	徐灵松	8	82	10	9	96	81	102	59	77	0	0	0	0	1					
441	武神殿守护者	寇醉柳	9	83	10	9	96	81	102	59	78	0	0	0	0	1					
442	武神殿守护者	司马明轩	10	83	10	9	96	81	102	59	78	0	0	0	0	1					
443	武神殿守护者	叶翰藻	11	83	10	9	96	81	102	59	78	0	0	0	0	1					
444	武神殿守护者	邢俊哲	12	83	10	9	96	81	102	59	78	0	0	0	0	1					
445	武神殿守护者	闾丘坚白	13	83	10	9	96	81	102	59	78	0	0	0	0	1					
446	武神殿守护者	卜祺瑞	14	84	10	9	96	81	102	59	79	0	0	0	0	1					
447	武神殿守护者	林雅健	15	84	10	9	96	81	102	59	79	0	0	0	0	1					
448	武神殿守护者	帅文石	16	84	10	9	96	81	102	59	79	0	0	0	0	1					
449	武神殿守护者	邬笑槐	17	84	10	9	96	81	102	59	79	0	0	0	0	1					
450	武神殿守护者	禹伟祺	18	84	10	9	96	81	102	59	79	0	0	0	0	1					
451	武神殿守护者	贾兴腾	1	85	10	10	96	81	102	59	80	0	0	0	0	1					
452	武神殿守护者	柯烨烁	2	85	10	10	96	81	102	59	80	0	0	0	0	1					
453	武神殿守护者	鲍雅达	3	85	10	10	96	81	102	59	80	0	0	0	0	1					
454	武神殿守护者	梅觅双	4	85	10	10	96	81	102	59	80	0	0	0	0	1					
455	武神殿守护者	瞿睿识	5	85	10	10	96	81	102	59	80	0	0	0	0	1					
456	武神殿守护者	鲁承基	6	86	10	10	96	81	102	59	81	0	0	0	0	1					
457	武神殿守护者	金白安	7	86	10	10	96	81	102	59	81	0	0	0	0	1					
458	武神殿守护者	项怀寒	8	86	10	10	96	81	102	59	81	0	0	0	0	1					
459	武神殿守护者	木志学	9	86	10	10	96	81	102	59	81	0	0	0	0	1					
460	武神殿守护者	慕听风	10	86	10	10	96	81	102	59	81	0	0	0	0	1					
461	武神殿守护者	东门斌蔚	11	87	10	10	96	81	102	59	82	0	0	0	0	1					
462	武神殿守护者	彭雁菡	12	87	10	10	96	81	102	59	82	0	0	0	0	1					
463	武神殿守护者	胡星汉	13	87	10	10	96	81	102	59	82	0	0	0	0	1					
464	武神殿守护者	池盼易	14	87	10	10	96	81	102	59	82	0	0	0	0	1					
465	武神殿守护者	桑白竹	15	87	10	10	96	81	102	59	82	0	0	0	0	1					
466	武神殿守护者	全语儿	16	88	10	10	96	81	102	59	83	0	0	0	0	1					
467	武神殿守护者	党宏博	17	88	10	10	96	81	102	59	83	0	0	0	0	1					
468	武神殿守护者	韦元瑶	18	88	10	10	96	81	102	59	83	0	0	0	0	1					
469	武神殿守护者	华幻枫	1	88	10	10	96	81	102	59	83	0	0	0	0	1					
470	武神殿守护者	成傲易	2	88	10	10	96	81	102	59	83	0	0	0	0	1					
471	武神殿守护者	石英睿	3	89	10	10	96	81	102	59	84	0	0	0	0	1					
472	武神殿守护者	司鸿绍钧	4	89	10	10	96	81	102	59	84	0	0	0	0	1					
473	武神殿守护者	周思淼	5	89	10	10	96	81	102	59	84	0	0	0	0	1					
474	武神殿守护者	宇文忆南	6	89	10	10	96	81	102	59	84	0	0	0	0	1					
475	武神殿守护者	司凝连	7	89	10	10	96	81	102	59	84	0	0	0	0	1					
476	武神殿守护者	孟以腾	8	90	11	10	96	81	102	59	85	0	0	0	0	1					
477	武神殿守护者	雍易槐	9	90	11	10	96	81	102	59	85	0	0	0	0	1					
478	武神殿守护者	戚坚诚	10	90	11	10	96	81	102	59	85	0	0	0	0	1					
479	武神殿守护者	牟慕雁	11	90	11	10	96	81	102	59	85	0	0	0	0	1					
480	武神殿守护者	耿勇男	12	90	11	10	96	81	102	59	85	0	0	0	0	1					
481	武神殿守护者	游修筠	13	91	11	10	96	81	102	59	86	0	0	0	0	1					
482	武神殿守护者	尉迟惜扇	14	91	11	10	96	81	102	59	86	0	0	0	0	1					
483	武神殿守护者	马心远	15	91	11	10	96	81	102	59	86	0	0	0	0	1					
484	武神殿守护者	阎天骄	16	91	11	10	96	81	102	59	86	0	0	0	0	1					
485	武神殿守护者	帅书柳	17	91	11	10	96	81	102	59	86	0	0	0	0	1					
486	武神殿守护者	麦彭彭	18	92	11	10	96	81	102	59	87	0	0	0	0	1					
487	武神殿守护者	连成和	1	92	11	10	96	81	102	59	87	0	0	0	0	1					
488	武神殿守护者	司空宏深	2	92	11	10	96	81	102	59	87	0	0	0	0	1					
489	武神殿守护者	易寄瑶	3	92	11	10	96	81	102	59	87	0	0	0	0	1					
490	武神殿守护者	苗白卉	4	92	11	10	96	81	102	59	87	0	0	0	0	1					
491	武神殿守护者	时俊杰	5	93	11	10	96	81	102	59	88	0	0	0	0	1					
492	武神殿守护者	邝飞书	6	93	11	10	96	81	102	59	88	0	0	0	0	1					
493	武神殿守护者	寇华翰	7	93	11	10	96	81	102	59	88	0	0	0	0	1					
494	武神殿守护者	淳于冷霜	8	93	11	10	96	81	102	59	88	0	0	0	0	1					
495	武神殿守护者	任寄灵	9	93	11	10	96	81	102	59	88	0	0	0	0	1					
496	武神殿守护者	何自怡	10	94	11	10	96	81	102	59	89	0	0	0	0	1					
497	武神殿守护者	家凡之	11	94	11	10	96	81	102	59	89	0	0	0	0	1					
498	武神殿守护者	隋亦游	12	94	11	10	96	81	102	59	89	0	0	0	0	1					
499	武神殿守护者	管初瑶	13	94	11	10	96	81	102	59	89	0	0	0	0	1					
500	武神殿守护者	萧浩博	14	94	11	10	96	81	102	59	89	0	0	0	0	1					
501	武神殿守护者	查以柳	15	95	11	11	96	81	102	59	90	0	0	0	0	1					
502	武神殿守护者	西门灵安	16	95	11	11	96	81	102	59	90	0	0	0	0	1					
503	武神殿守护者	卜海冬	17	95	11	11	96	81	102	59	90	0	0	0	0	1					
504	武神殿守护者	尉迟良翰	18	95	11	11	96	81	102	59	90	0	0	0	0	1					
505	武神殿守护者	荣夏真	1	95	11	11	96	81	102	59	90	0	0	0	0	1					
506	武神殿守护者	单于乐凡	2	96	11	11	96	81	102	59	91	0	0	0	0	1					
507	武神殿守护者	郎半安	3	96	11	11	96	81	102	59	91	0	0	0	0	1					
508	武神殿守护者	潘泽语	4	96	11	11	96	81	102	59	91	0	0	0	0	1					
509	武神殿守护者	单于元思	5	96	11	11	96	81	102	59	91	0	0	0	0	1					
510	武神殿守护者	明啸赋	6	96	11	11	96	81	102	59	91	0	0	0	0	1					
511	武神殿守护者	敖子默	7	97	11	11	96	81	102	59	92	0	0	0	0	1					
512	武神殿守护者	尹孤凌	8	97	11	11	96	81	102	59	92	0	0	0	0	1					
513	武神殿守护者	谷啸滔	9	97	11	11	96	81	102	59	92	0	0	0	0	1					
514	武神殿守护者	于墨宣	10	97	11	11	96	81	102	59	92	0	0	0	0	1					
515	武神殿守护者	胡代灵	11	97	11	11	96	81	102	59	92	0	0	0	0	1					
516	武神殿守护者	苗青寒	12	98	11	11	96	81	102	59	93	0	0	0	0	1					
517	武神殿守护者	凌修为	13	98	11	11	96	81	102	59	93	0	0	0	0	1					
518	武神殿守护者	淳于忆枫	14	98	11	11	96	81	102	59	93	0	0	0	0	1					
519	武神殿守护者	迟访烟	15	98	11	11	96	81	102	59	93	0	0	0	0	1					
520	武神殿守护者	房兴腾	16	98	11	11	96	81	102	59	93	0	0	0	0	1					
521	武神殿守护者	邢惜寒	17	99	11	11	96	81	102	59	94	0	0	0	0	1					
522	武神殿守护者	郑夜昱	18	99	11	11	96	81	102	59	94	0	0	0	0	1					
523	武神殿守护者	米和洽	1	99	11	11	96	81	102	59	94	0	0	0	0	1					
524	武神殿守护者	商思御	2	99	11	11	96	81	102	59	94	0	0	0	0	1					
525	武神殿守护者	陶安波	3	99	11	11	96	81	102	59	94	0	0	0	0	1					
526	武神殿守护者	桂达安	4	100	12	11	96	81	102	59	95	0	0	0	0	1					
527	武神殿守护者	俞修文	5	100	12	11	96	81	102	59	95	0	0	0	0	1					
528	武神殿守护者	廖弘深	6	100	12	11	96	81	102	59	95	0	0	0	0	1					
529	武神殿守护者	黎景曜	7	100	12	11	96	81	102	59	95	0	0	0	0	1					
530	武神殿守护者	喻天罡	8	100	12	11	96	81	102	59	95	0	0	0	0	1					
531	武神殿守护者	师思烟	9	101	12	11	96	81	102	59	96	0	0	0	0	1					
532	武神殿守护者	苑烨赫	10	101	12	11	96	81	102	59	96	0	0	0	0	1					
533	武神殿守护者	马风德	11	101	12	11	96	81	102	59	96	0	0	0	0	1					
534	武神殿守护者	荀宇荫	12	101	12	11	96	81	102	59	96	0	0	0	0	1					
535	武神殿守护者	于成礼	13	101	12	11	96	81	102	59	96	0	0	0	0	1					
536	武神殿守护者	狄奇邃	14	102	12	11	96	81	102	59	97	0	0	0	0	1					
537	武神殿守护者	郑代灵	15	102	12	11	96	81	102	59	97	0	0	0	0	1					
538	武神殿守护者	凌阳朔	16	102	12	11	96	81	102	59	97	0	0	0	0	1					
539	武神殿守护者	刘君昊	17	102	12	11	96	81	102	59	97	0	0	0	0	1					
540	武神殿守护者	樊白凡	18	102	12	11	96	81	102	59	97	0	0	0	0	1					
541	武神殿守护者	孙明煦	1	103	12	11	96	81	102	59	98	0	0	0	0	1					
542	武神殿守护者	庞从凝	2	103	12	11	96	81	102	59	98	0	0	0	0	1					
543	武神殿守护者	孔正谊	3	103	12	11	96	81	102	59	98	0	0	0	0	1					
544	武神殿守护者	瞿永康	4	103	12	11	96	81	102	59	98	0	0	0	0	1					
545	武神殿守护者	翁奇略	5	103	12	11	96	81	102	59	98	0	0	0	0	1					
546	武神殿守护者	元怜腾	6	104	12	11	96	81	102	59	99	0	0	0	0	1					
547	武神殿守护者	骆朋兴	7	104	12	11	96	81	102	59	99	0	0	0	0	1					
548	武神殿守护者	徐翰藻	8	104	12	11	96	81	102	59	99	0	0	0	0	1					
549	武神殿守护者	公冶夏秋	9	104	12	11	96	81	102	59	99	0	0	0	0	1					
550	武神殿守护者	孔又连	10	104	12	11	96	81	102	59	99	0	0	0	0	1					
551	武神殿守护者	缪墨瑶	11	105	12	12	96	81	102	59	100	0	0	0	0	1					
552	武神殿守护者	牟易文	12	105	12	12	96	81	102	59	100	0	0	0	0	1					
553	武神殿守护者	郭瀚玥	13	105	12	12	96	81	102	59	100	0	0	0	0	1					
554	武神殿守护者	咎安然	14	105	12	12	96	81	102	59	100	0	0	0	0	1					
555	武神殿守护者	银雨文	15	105	12	12	96	81	102	59	100	0	0	0	0	1					
556	武神殿守护者	闵丹啸	16	106	12	12	96	81	102	59	101	0	0	0	0	1					
557	武神殿守护者	黎英彦	17	106	12	12	96	81	102	59	101	0	0	0	0	1					
558	武神殿守护者	邢念滔	18	106	12	12	96	81	102	59	101	0	0	0	0	1					
559	武神殿守护者	宫星剑	1	106	12	12	96	81	102	59	101	0	0	0	0	1					
560	武神殿守护者	淳于文昌	2	106	12	12	96	81	102	59	101	0	0	0	0	1					
561	武神殿守护者	诸和安	3	107	12	12	96	81	102	59	102	0	0	0	0	1					
562	武神殿守护者	景平端	4	107	12	12	96	81	102	59	102	0	0	0	0	1					
563	武神殿守护者	凌嘉致	5	107	12	12	96	81	102	59	102	0	0	0	0	1					
564	武神殿守护者	翟尔柳	6	107	12	12	96	81	102	59	102	0	0	0	0	1					
565	武神殿守护者	荀半双	7	107	12	12	96	81	102	59	102	0	0	0	0	1					
566	武神殿守护者	李雨正	8	108	12	12	96	81	102	59	103	0	0	0	0	1					
567	武神殿守护者	滕巍昂	9	108	12	12	96	81	102	59	103	0	0	0	0	1					
568	武神殿守护者	闻志明	10	108	12	12	96	81	102	59	103	0	0	0	0	1					
569	武神殿守护者	侯笑南	11	108	12	12	96	81	102	59	103	0	0	0	0	1					
570	武神殿守护者	东郭安翔	12	108	12	12	96	81	102	59	103	0	0	0	0	1					
571	武神殿守护者	史怀连	13	109	12	12	96	81	102	59	104	0	0	0	0	1					
572	武神殿守护者	廉博超	14	109	12	12	96	81	102	59	104	0	0	0	0	1					
573	武神殿守护者	卞风弼	15	109	12	12	96	81	102	59	104	0	0	0	0	1					
574	武神殿守护者	秦代凡	16	109	12	12	96	81	102	59	104	0	0	0	0	1					
575	武神殿守护者	廉灵扇	17	109	12	12	96	81	102	59	104	0	0	0	0	1					
576	武神殿守护者	唐冷正	18	110	13	12	96	81	102	59	105	0	0	0	0	1					
577	武神殿守护者	花浩大	1	110	13	12	96	81	102	59	105	0	0	0	0	1					
578	武神殿守护者	薛沛芹	2	110	13	12	96	81	102	59	105	0	0	0	0	1					
579	武神殿守护者	单访风	3	110	13	12	96	81	102	59	105	0	0	0	0	1					
580	武神殿守护者	费华奥	4	110	13	12	96	81	102	59	105	0	0	0	0	1					
581	武神殿守护者	韩向槐	5	111	13	12	96	81	102	59	106	0	0	0	0	1					
582	武神殿守护者	於明智	6	111	13	12	96	81	102	59	106	0	0	0	0	1					
583	武神殿守护者	费光誉	7	111	13	12	96	81	102	59	106	0	0	0	0	1					
584	武神殿守护者	殷秋啸	8	111	13	12	96	81	102	59	106	0	0	0	0	1					
585	武神殿守护者	慕容易容	9	111	13	12	96	81	102	59	106	0	0	0	0	1					
586	武神殿守护者	邬英资	10	112	13	12	96	81	102	59	107	0	0	0	0	1					
587	武神殿守护者	严端啸	11	112	13	12	96	81	102	59	107	0	0	0	0	1					
588	武神殿守护者	黄天工	12	112	13	12	96	81	102	59	107	0	0	0	0	1					
589	武神殿守护者	简墨竹	13	112	13	12	96	81	102	59	107	0	0	0	0	1					
590	武神殿守护者	裴达寒	14	112	13	12	96	81	102	59	107	0	0	0	0	1					
591	武神殿守护者	司马元青	15	113	13	12	96	81	102	59	108	0	0	0	0	1					
592	武神殿守护者	林水荷	16	113	13	12	96	81	102	59	108	0	0	0	0	1					
593	武神殿守护者	江元基	17	113	13	12	96	81	102	59	108	0	0	0	0	1					
594	武神殿守护者	戴冷雪	18	113	13	12	96	81	102	59	108	0	0	0	0	1					
595	武神殿守护者	于雪秋	1	113	13	12	96	81	102	59	108	0	0	0	0	1					
596	武神殿守护者	岳明喆	2	114	13	12	96	81	102	59	109	0	0	0	0	1					
597	武神殿守护者	邢水儿	3	114	13	12	96	81	102	59	109	0	0	0	0	1					
598	武神殿守护者	赵山赋	4	114	13	12	96	81	102	59	109	0	0	0	0	1					
599	武神殿守护者	喻乐游	5	114	13	12	96	81	102	59	109	0	0	0	0	1					
600	武神殿守护者	吕子濯	6	114	13	12	96	81	102	59	109	0	0	0	0	1					
601	武神殿守护者	官书琴	7	115	13	13	96	81	102	59	110	0	0	0	0	1					
602	武神殿守护者	龚志诚	8	115	13	13	96	81	102	59	110	0	0	0	0	1					
603	武神殿守护者	左丘翰林	9	115	13	13	96	81	102	59	110	0	0	0	0	1					
604	武神殿守护者	仲孙宏远	10	115	13	13	96	81	102	59	110	0	0	0	0	1					
605	武神殿守护者	章忆达	11	115	13	13	96	81	102	59	110	0	0	0	0	1					
606	武神殿守护者	独孤俊誉	12	116	13	13	96	81	102	59	110	0	0	0	0	1					
607	武神殿守护者	严锐精	13	116	13	13	96	81	102	59	110	0	0	0	0	1					
608	武神殿守护者	栾觅云	14	116	13	13	96	81	102	59	110	0	0	0	0	1					
609	武神殿守护者	司马亦旋	15	116	13	13	96	81	102	59	110	0	0	0	0	1					
610	武神殿守护者	段忆雪	16	116	13	13	96	81	102	59	110	0	0	0	0	1					
611	武神殿守护者	穆墨容	17	117	13	13	96	81	102	59	110	0	0	0	0	1					
612	武神殿守护者	沈星火	18	117	13	13	96	81	102	59	110	0	0	0	0	1					
613	武神殿守护者	令狐思枫	1	117	13	13	96	81	102	59	110	0	0	0	0	1					
614	武神殿守护者	慕寒松	2	117	13	13	96	81	102	59	110	0	0	0	0	1					
615	武神殿守护者	贺和光	3	117	13	13	96	81	102	59	110	0	0	0	0	1					
616	武神殿守护者	穆鸿熙	4	118	13	13	96	81	102	59	110	0	0	0	0	1					
617	武神殿守护者	苏弘文	5	118	13	13	96	81	102	59	110	0	0	0	0	1					
618	武神殿守护者	雍嘉赐	6	118	13	13	96	81	102	59	110	0	0	0	0	1					
619	武神殿守护者	伍兴业	7	118	13	13	96	81	102	59	110	0	0	0	0	1					
620	武神殿守护者	邢宜人	8	118	13	13	96	81	102	59	110	0	0	0	0	1					
621	武神殿守护者	姜嘉树	9	119	13	13	96	81	102	59	110	0	0	0	0	1					
