szMainType	nSubType	nSellLimitType	nSellLimitSubType	nSellLimitLevel	szName	nType	nIndex	nMinPrecent	nMaxPrecent	nShowLimitPrecent	nCantSellAgain	nSubTypeSold	szTimeOutFunc	szOpenTimeFrame	szCloseTimeFrame	nPrice	szTimeFrame1	nPrice1	szTimeFrame2	nPrice2	szTimeFrame3	nPrice3	szTimeFrame4	nPrice4	szTimeFrame5	nPrice5	szTimeFrame6	nPrice6	szTimeFrame7	nPrice7	szTimeFrame8	nPrice8	szTimeFrame9	nPrice9	szTimeFrame10	nPrice10	szTimeFrame11	nPrice11	szTimeFrame12	nPrice12	szTimeFrame13	nPrice13	szTimeFrame14	nPrice14	szTimeFrame15	nPrice15	szLimit1	szLimit2	szLimit3	szLimit4	szLimit5	szLimit6	szLimit7	szLimit8	szLimit9	szLimit10	szLimit11	szLimit12	szLimit13	szLimit14	szLimit15	szLimit16	szLimit17	szPriceLimitTimeFrame1	szLimitPrice1	szPriceLimitTimeFrame2	szLimitPrice2	szPriceLimitTimeFrame3	szLimitPrice3	szPriceLimitTimeFrame4	szLimitPrice4	szPriceLimitTimeFrame5	szLimitPrice5	szPriceLimitTimeFrame6	szLimitPrice6	szPriceLimitTimeFrame7	szLimitPrice7	szPriceLimitTimeFrame8	szLimitPrice8	szPriceLimitTimeFrame9	szLimitPrice9	szPriceLimitTimeFrame10	szLimitPrice10	szPriceLimitTimeFrame11	szLimitPrice11	szPriceLimitTimeFrame12	szLimitPrice12	szPriceLimitTimeFrame13	szLimitPrice13	szPriceLimitTimeFrame14	szLimitPrice14	szPriceLimitTimeFrame15	szLimitPrice15	szPriceLimitTimeFrame16	szLimitPrice16	szPriceLimitTimeFrame17	szLimitPrice17
item	5795	629		1	15阶稀有玉佩碎片	4	278	50	120	110	1			OpenLevel169	OpenLevel199	1726	OpenLevel49	1726	OpenLevel59	1726	OpenLevel69	1726	OpenLevel79	1726	OpenLevel89	1726	OpenLevel99	1726	OpenLevel109	1726	OpenLevel119	1726	OpenLevel129	1726	OpenLevel139	1726											OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0	OpenLevel129|0	OpenLevel139|0	OpenLevel149|0	OpenLevel159|0	OpenLevel169|1				OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129								OpenLevel169	50|120	OpenLevel179	50|80	OpenLevel189	50|80	OpenLevel199	50|60
item	5805	630		1	15阶稀有护身符碎片	4	280	50	120	110	1			OpenLevel169	OpenLevel199	1726	OpenLevel49	1726	OpenLevel59	1726	OpenLevel69	1726	OpenLevel79	1726	OpenLevel89	1726	OpenLevel99	1726	OpenLevel109	1726	OpenLevel119	1726	OpenLevel129	1726	OpenLevel139	1726											OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0	OpenLevel129|0	OpenLevel139|0	OpenLevel149|0	OpenLevel159|0	OpenLevel169|1				OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129								OpenLevel169	50|120	OpenLevel179	50|80	OpenLevel189	50|80	OpenLevel199	50|60
item	5815	631		1	15阶稀有帽子碎片	4	282	50	120	110	1			OpenLevel169	OpenLevel199	863	OpenLevel49	863	OpenLevel59	863	OpenLevel69	863	OpenLevel79	863	OpenLevel89	863	OpenLevel99	863	OpenLevel109	863	OpenLevel119	863	OpenLevel129	863	OpenLevel139	863											OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0	OpenLevel129|0	OpenLevel139|0	OpenLevel149|0	OpenLevel159|0	OpenLevel169|1				OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129								OpenLevel169	50|120	OpenLevel179	50|80	OpenLevel189	50|80	OpenLevel199	50|60
item	5835	632		1	15阶稀有护腕碎片	4	284	50	120	110	1			OpenLevel169	OpenLevel199	863	OpenLevel49	863	OpenLevel59	863	OpenLevel69	863	OpenLevel79	863	OpenLevel89	863	OpenLevel99	863	OpenLevel109	863	OpenLevel119	863	OpenLevel129	863	OpenLevel139	863											OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0	OpenLevel129|0	OpenLevel139|0	OpenLevel149|0	OpenLevel159|0	OpenLevel169|1				OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129								OpenLevel169	50|120	OpenLevel179	50|80	OpenLevel189	50|80	OpenLevel199	50|60
item	5845	633		1	15阶稀有腰带碎片	4	286	50	120	110	1			OpenLevel169	OpenLevel199	863	OpenLevel49	863	OpenLevel59	863	OpenLevel69	863	OpenLevel79	863	OpenLevel89	863	OpenLevel99	863	OpenLevel109	863	OpenLevel119	863	OpenLevel129	863	OpenLevel139	863											OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0	OpenLevel129|0	OpenLevel139|0	OpenLevel149|0	OpenLevel159|0	OpenLevel169|1				OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129								OpenLevel169	50|120	OpenLevel179	50|80	OpenLevel189	50|80	OpenLevel199	50|60
item	5855	634		1	15阶稀有鞋子碎片	4	288	50	120	110	1			OpenLevel169	OpenLevel199	863	OpenLevel49	863	OpenLevel59	863	OpenLevel69	863	OpenLevel79	863	OpenLevel89	863	OpenLevel99	863	OpenLevel109	863	OpenLevel119	863	OpenLevel129	863	OpenLevel139	863											OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0	OpenLevel129|0	OpenLevel139|0	OpenLevel149|0	OpenLevel159|0	OpenLevel169|1				OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129								OpenLevel169	50|120	OpenLevel179	50|80	OpenLevel189	50|80	OpenLevel199	50|60
item	5764	597		1	14阶稀有武器碎片	4	290	50	120	110	1			OpenLevel159	OpenLevel189	3916	OpenLevel49	3916	OpenLevel59	3916	OpenLevel69	3916	OpenLevel79	3916	OpenLevel89	3916	OpenLevel99	3916	OpenLevel109	3916	OpenLevel119	3916	OpenLevel129	3916	OpenLevel139	3916											OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0	OpenLevel129|0	OpenLevel139|0	OpenLevel149|0	OpenLevel159|1					OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129						OpenLevel159	50|120	OpenLevel169	50|80	OpenLevel179	50|80	OpenLevel189	50|60		
item	5824	598		1	14阶稀有衣服碎片	4	292	50	120	110	1			OpenLevel159	OpenLevel189	2350	OpenLevel49	2350	OpenLevel59	2350	OpenLevel69	2350	OpenLevel79	2350	OpenLevel89	2350	OpenLevel99	2350	OpenLevel109	2350	OpenLevel119	2350	OpenLevel129	2350	OpenLevel139	2350											OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0	OpenLevel129|0	OpenLevel139|0	OpenLevel149|0	OpenLevel159|1					OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129						OpenLevel159	50|120	OpenLevel169	50|80	OpenLevel179	50|80	OpenLevel189	50|60		
item	5774	599		1	14阶稀有项链碎片	4	294	50	120	110	1			OpenLevel159	OpenLevel189	1567	OpenLevel49	1567	OpenLevel59	1567	OpenLevel69	1567	OpenLevel79	1567	OpenLevel89	1567	OpenLevel99	1567	OpenLevel109	1567	OpenLevel119	1567	OpenLevel129	1567	OpenLevel139	1567											OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0	OpenLevel129|0	OpenLevel139|0	OpenLevel149|0	OpenLevel159|1					OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129						OpenLevel159	50|120	OpenLevel169	50|80	OpenLevel179	50|80	OpenLevel189	50|60		
item	5784	600		1	14阶稀有戒指碎片	4	296	50	120	110	1			OpenLevel159	OpenLevel189	1567	OpenLevel49	1567	OpenLevel59	1567	OpenLevel69	1567	OpenLevel79	1567	OpenLevel89	1567	OpenLevel99	1567	OpenLevel109	1567	OpenLevel119	1567	OpenLevel129	1567	OpenLevel139	1567											OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0	OpenLevel129|0	OpenLevel139|0	OpenLevel149|0	OpenLevel159|1					OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129						OpenLevel159	50|120	OpenLevel169	50|80	OpenLevel179	50|80	OpenLevel189	50|60		
item	5794	601		1	14阶稀有玉佩碎片	4	298	50	120	110	1			OpenLevel159	OpenLevel189	1567	OpenLevel49	1567	OpenLevel59	1567	OpenLevel69	1567	OpenLevel79	1567	OpenLevel89	1567	OpenLevel99	1567	OpenLevel109	1567	OpenLevel119	1567	OpenLevel129	1567	OpenLevel139	1567											OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0	OpenLevel129|0	OpenLevel139|0	OpenLevel149|0	OpenLevel159|1					OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129						OpenLevel159	50|120	OpenLevel169	50|80	OpenLevel179	50|80	OpenLevel189	50|60		
item	5804	602		1	14阶稀有护身符碎片	4	300	50	120	110	1			OpenLevel159	OpenLevel189	1567	OpenLevel49	1567	OpenLevel59	1567	OpenLevel69	1567	OpenLevel79	1567	OpenLevel89	1567	OpenLevel99	1567	OpenLevel109	1567	OpenLevel119	1567	OpenLevel129	1567	OpenLevel139	1567											OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0	OpenLevel129|0	OpenLevel139|0	OpenLevel149|0	OpenLevel159|1					OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129						OpenLevel159	50|120	OpenLevel169	50|80	OpenLevel179	50|80	OpenLevel189	50|60		
item	5814	603		1	14阶稀有帽子碎片	4	302	50	120	110	1			OpenLevel159	OpenLevel189	784	OpenLevel49	784	OpenLevel59	784	OpenLevel69	784	OpenLevel79	784	OpenLevel89	784	OpenLevel99	784	OpenLevel109	784	OpenLevel119	784	OpenLevel129	784	OpenLevel139	784											OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0	OpenLevel129|0	OpenLevel139|0	OpenLevel149|0	OpenLevel159|1					OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129						OpenLevel159	50|120	OpenLevel169	50|80	OpenLevel179	50|80	OpenLevel189	50|60		
item	5834	604		1	14阶稀有护腕碎片	4	304	50	120	110	1			OpenLevel159	OpenLevel189	784	OpenLevel49	784	OpenLevel59	784	OpenLevel69	784	OpenLevel79	784	OpenLevel89	784	OpenLevel99	784	OpenLevel109	784	OpenLevel119	784	OpenLevel129	784	OpenLevel139	784											OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0	OpenLevel129|0	OpenLevel139|0	OpenLevel149|0	OpenLevel159|1					OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129						OpenLevel159	50|120	OpenLevel169	50|80	OpenLevel179	50|80	OpenLevel189	50|60		
item	5844	605		1	14阶稀有腰带碎片	4	306	50	120	110	1			OpenLevel159	OpenLevel189	784	OpenLevel49	784	OpenLevel59	784	OpenLevel69	784	OpenLevel79	784	OpenLevel89	784	OpenLevel99	784	OpenLevel109	784	OpenLevel119	784	OpenLevel129	784	OpenLevel139	784											OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0	OpenLevel129|0	OpenLevel139|0	OpenLevel149|0	OpenLevel159|1					OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129						OpenLevel159	50|120	OpenLevel169	50|80	OpenLevel179	50|80	OpenLevel189	50|60		
item	5854	606		1	14阶稀有鞋子碎片	4	308	50	120	110	1			OpenLevel159	OpenLevel189	784	OpenLevel49	784	OpenLevel59	784	OpenLevel69	784	OpenLevel79	784	OpenLevel89	784	OpenLevel99	784	OpenLevel109	784	OpenLevel119	784	OpenLevel129	784	OpenLevel139	784											OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0	OpenLevel129|0	OpenLevel139|0	OpenLevel149|0	OpenLevel159|1					OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129						OpenLevel159	50|120	OpenLevel169	50|80	OpenLevel179	50|80	OpenLevel189	50|60		
item	5763	577		1	13阶稀有武器碎片	4	310	50	120	110	1			OpenLevel149	OpenLevel179	3560	OpenLevel49	3560	OpenLevel59	3560	OpenLevel69	3560	OpenLevel79	3560	OpenLevel89	3560	OpenLevel99	3560	OpenLevel109	3560	OpenLevel119	3560															OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0	OpenLevel129|0	OpenLevel139|0	OpenLevel149|1						OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129				OpenLevel149	50|120	OpenLevel159	50|80	OpenLevel169	50|80	OpenLevel179	50|60				
item	5823	578		1	13阶稀有衣服碎片	4	312	50	120	110	1			OpenLevel149	OpenLevel179	2136	OpenLevel49	2136	OpenLevel59	2136	OpenLevel69	2136	OpenLevel79	2136	OpenLevel89	2136	OpenLevel99	2136	OpenLevel109	2136	OpenLevel119	2136															OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0	OpenLevel129|0	OpenLevel139|0	OpenLevel149|1						OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129				OpenLevel149	50|120	OpenLevel159	50|80	OpenLevel169	50|80	OpenLevel179	50|60				
item	5773	579		1	13阶稀有项链碎片	4	314	50	120	110	1			OpenLevel149	OpenLevel179	1424	OpenLevel49	1424	OpenLevel59	1424	OpenLevel69	1424	OpenLevel79	1424	OpenLevel89	1424	OpenLevel99	1424	OpenLevel109	1424	OpenLevel119	1424															OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0	OpenLevel129|0	OpenLevel139|0	OpenLevel149|1						OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129				OpenLevel149	50|120	OpenLevel159	50|80	OpenLevel169	50|80	OpenLevel179	50|60				
item	5783	580		1	13阶稀有戒指碎片	4	316	50	120	110	1			OpenLevel149	OpenLevel179	1424	OpenLevel49	1424	OpenLevel59	1424	OpenLevel69	1424	OpenLevel79	1424	OpenLevel89	1424	OpenLevel99	1424	OpenLevel109	1424	OpenLevel119	1424															OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0	OpenLevel129|0	OpenLevel139|0	OpenLevel149|1						OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129				OpenLevel149	50|120	OpenLevel159	50|80	OpenLevel169	50|80	OpenLevel179	50|60				
item	5793	581		1	13阶稀有玉佩碎片	4	318	50	120	110	1			OpenLevel149	OpenLevel179	1424	OpenLevel49	1424	OpenLevel59	1424	OpenLevel69	1424	OpenLevel79	1424	OpenLevel89	1424	OpenLevel99	1424	OpenLevel109	1424	OpenLevel119	1424															OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0	OpenLevel129|0	OpenLevel139|0	OpenLevel149|1						OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129				OpenLevel149	50|120	OpenLevel159	50|80	OpenLevel169	50|80	OpenLevel179	50|60				
item	5803	582		1	13阶稀有护身符碎片	4	320	50	120	110	1			OpenLevel149	OpenLevel179	1424	OpenLevel49	1424	OpenLevel59	1424	OpenLevel69	1424	OpenLevel79	1424	OpenLevel89	1424	OpenLevel99	1424	OpenLevel109	1424	OpenLevel119	1424															OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0	OpenLevel129|0	OpenLevel139|0	OpenLevel149|1						OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129				OpenLevel149	50|120	OpenLevel159	50|80	OpenLevel169	50|80	OpenLevel179	50|60				
item	5813	583		1	13阶稀有帽子碎片	4	322	50	120	110	1			OpenLevel149	OpenLevel179	712	OpenLevel49	712	OpenLevel59	712	OpenLevel69	712	OpenLevel79	712	OpenLevel89	712	OpenLevel99	712	OpenLevel109	712	OpenLevel119	712															OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0	OpenLevel129|0	OpenLevel139|0	OpenLevel149|1						OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129				OpenLevel149	50|120	OpenLevel159	50|80	OpenLevel169	50|80	OpenLevel179	50|60				
item	5833	584		1	13阶稀有护腕碎片	4	324	50	120	110	1			OpenLevel149	OpenLevel179	712	OpenLevel49	712	OpenLevel59	712	OpenLevel69	712	OpenLevel79	712	OpenLevel89	712	OpenLevel99	712	OpenLevel109	712	OpenLevel119	712															OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0	OpenLevel129|0	OpenLevel139|0	OpenLevel149|1						OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129				OpenLevel149	50|120	OpenLevel159	50|80	OpenLevel169	50|80	OpenLevel179	50|60				
item	5843	585		1	13阶稀有腰带碎片	4	326	50	120	110	1			OpenLevel149	OpenLevel179	712	OpenLevel49	712	OpenLevel59	712	OpenLevel69	712	OpenLevel79	712	OpenLevel89	712	OpenLevel99	712	OpenLevel109	712	OpenLevel119	712															OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0	OpenLevel129|0	OpenLevel139|0	OpenLevel149|1						OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129				OpenLevel149	50|120	OpenLevel159	50|80	OpenLevel169	50|80	OpenLevel179	50|60				
item	5853	586		1	13阶稀有鞋子碎片	4	328	50	120	110	1			OpenLevel149	OpenLevel179	712	OpenLevel49	712	OpenLevel59	712	OpenLevel69	712	OpenLevel79	712	OpenLevel89	712	OpenLevel99	712	OpenLevel109	712	OpenLevel119	712															OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0	OpenLevel129|0	OpenLevel139|0	OpenLevel149|1						OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129				OpenLevel149	50|120	OpenLevel159	50|80	OpenLevel169	50|80	OpenLevel179	50|60				
item	5762	552		1	12阶稀有武器碎片	4	330	50	120	110	1			OpenLevel139	OpenLevel169	3420	OpenLevel49	3420	OpenLevel59	3420	OpenLevel69	3420	OpenLevel79	3420	OpenLevel89	3420	OpenLevel99	3420	OpenLevel109	3420	OpenLevel119	3420															OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0	OpenLevel129|0	OpenLevel139|1							OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129		OpenLevel139	50|120	OpenLevel149	50|80	OpenLevel159	50|80	OpenLevel169	50|60						
item	5822	553		1	12阶稀有衣服碎片	4	332	50	120	110	1			OpenLevel139	OpenLevel169	2052	OpenLevel49	2052	OpenLevel59	2052	OpenLevel69	2052	OpenLevel79	2052	OpenLevel89	2052	OpenLevel99	2052	OpenLevel109	2052	OpenLevel119	2052															OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0	OpenLevel129|0	OpenLevel139|1							OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129		OpenLevel139	50|120	OpenLevel149	50|80	OpenLevel159	50|80	OpenLevel169	50|60						
item	5772	554		1	12阶稀有项链碎片	4	334	50	120	110	1			OpenLevel139	OpenLevel169	1368	OpenLevel49	1368	OpenLevel59	1368	OpenLevel69	1368	OpenLevel79	1368	OpenLevel89	1368	OpenLevel99	1368	OpenLevel109	1368	OpenLevel119	1368															OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0	OpenLevel129|0	OpenLevel139|1							OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129		OpenLevel139	50|120	OpenLevel149	50|80	OpenLevel159	50|80	OpenLevel169	50|60						
item	5782	555		1	12阶稀有戒指碎片	4	336	50	120	110	1			OpenLevel139	OpenLevel169	1368	OpenLevel49	1368	OpenLevel59	1368	OpenLevel69	1368	OpenLevel79	1368	OpenLevel89	1368	OpenLevel99	1368	OpenLevel109	1368	OpenLevel119	1368															OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0	OpenLevel129|0	OpenLevel139|1							OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129		OpenLevel139	50|120	OpenLevel149	50|80	OpenLevel159	50|80	OpenLevel169	50|60						
item	5792	556		1	12阶稀有玉佩碎片	4	338	50	120	110	1			OpenLevel139	OpenLevel169	1368	OpenLevel49	1368	OpenLevel59	1368	OpenLevel69	1368	OpenLevel79	1368	OpenLevel89	1368	OpenLevel99	1368	OpenLevel109	1368	OpenLevel119	1368															OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0	OpenLevel129|0	OpenLevel139|1							OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129		OpenLevel139	50|120	OpenLevel149	50|80	OpenLevel159	50|80	OpenLevel169	50|60						
item	5802	557		1	12阶稀有护身符碎片	4	340	50	120	110	1			OpenLevel139	OpenLevel169	1368	OpenLevel49	1368	OpenLevel59	1368	OpenLevel69	1368	OpenLevel79	1368	OpenLevel89	1368	OpenLevel99	1368	OpenLevel109	1368	OpenLevel119	1368															OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0	OpenLevel129|0	OpenLevel139|1							OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129		OpenLevel139	50|120	OpenLevel149	50|80	OpenLevel159	50|80	OpenLevel169	50|60						
