BookID	Type	MutualType	UpgradeID	UpgradeItem	MaxBookLevel	MaxSkillLevel	LimitRecycle	TuPoID	LimitFaction	LevelFightPowerID	SkillFightPowerID	SkillID	Attrib1Type	Init1Value	Grow1Value	Attrib2Type	Init2Value	Grow2Value	Attrib3Type	Init3Value	Grow3Value	Attrib4Type	Init4Value	Grow4Value
3343	2	703			200	20	1		7	4	1	3457	vitality_v	5000	333	dexterity_v	1000	66	strength_v	2000	133	energy_v	2000	133
3344	2	704			200	20	1		7	4	1	3459	vitality_v	5000	333	dexterity_v	1000	66	strength_v	2000	133	energy_v	2000	133
3345	2	801			200	20	1		8	4	1	872	vitality_v	3000	200	dexterity_v	3000	200	strength_v	1000	66	energy_v	3000	200
3346	2	802			200	20	1		8	4	1	874	vitality_v	3000	200	dexterity_v	3000	200	strength_v	1000	66	energy_v	3000	200
3347	2	803			200	20	1		8	4	1	876	vitality_v	3000	200	dexterity_v	3000	200	strength_v	1000	66	energy_v	3000	200
3348	2	804			200	20	1		8	4	1	878	vitality_v	3000	200	dexterity_v	3000	200	strength_v	1000	66	energy_v	3000	200
3349	2	901			200	20	1		9	4	1	4052	vitality_v	1000	66	dexterity_v	2000	133	strength_v	2000	133	energy_v	5000	333
3350	2	902			200	20	1		9	4	1	4054	vitality_v	1000	66	dexterity_v	2000	133	strength_v	2000	133	energy_v	5000	333
3351	2	903			200	20	1		9	4	1	4056	vitality_v	1000	66	dexterity_v	2000	133	strength_v	2000	133	energy_v	5000	333
3352	2	904			200	20	1		9	4	1	4059	vitality_v	1000	66	dexterity_v	2000	133	strength_v	2000	133	energy_v	5000	333
3353	2	1001			200	20	1		10	4	1	4145	vitality_v	3000	200	dexterity_v	4000	266	strength_v	1000	66	energy_v	2000	133
3354	2	1002			200	20	1		10	4	1	4147	vitality_v	3000	200	dexterity_v	4000	266	strength_v	1000	66	energy_v	2000	133
3355	2	1003			200	20	1		10	4	1	4149	vitality_v	3000	200	dexterity_v	4000	266	strength_v	1000	66	energy_v	2000	133
3356	2	1004			200	20	1		10	4	1	4151	vitality_v	3000	200	dexterity_v	4000	266	strength_v	1000	66	energy_v	2000	133
4037	2	1101			200	20	1		11	4	1	4248	vitality_v	2000	133	dexterity_v	5000	333	strength_v	2000	133	energy_v	1000	66
4038	2	1102			200	20	1		11	4	1	4249	vitality_v	2000	133	dexterity_v	5000	333	strength_v	2000	133	energy_v	1000	66
4039	2	1103			200	20	1		11	4	1	4251	vitality_v	2000	133	dexterity_v	5000	333	strength_v	2000	133	energy_v	1000	66
4040	2	1104			200	20	1		11	4	1	4253	vitality_v	2000	133	dexterity_v	5000	333	strength_v	2000	133	energy_v	1000	66
4041	2	1201			200	20	1		12	4	1	4370	vitality_v	1000	66	dexterity_v	2000	133	strength_v	5000	333	energy_v	2000	133
4042	2	1202			200	20	1		12	4	1	4372	vitality_v	1000	66	dexterity_v	2000	133	strength_v	5000	333	energy_v	2000	133
4043	2	1203			200	20	1		12	4	1	4380	vitality_v	1000	66	dexterity_v	2000	133	strength_v	5000	333	energy_v	2000	133
4044	2	1204			200	20	1		12	4	1	4382	vitality_v	1000	66	dexterity_v	2000	133	strength_v	5000	333	energy_v	2000	133
5217	2	1301			200	20	1		13	4	1	4454	vitality_v	2000	133	dexterity_v	2000	133	strength_v	4000	266	energy_v	2000	133
5218	2	1302			200	20	1		13	4	1	4455	vitality_v	2000	133	dexterity_v	2000	133	strength_v	4000	266	energy_v	2000	133
5219	2	1303			200	20	1		13	4	1	4457	vitality_v	2000	133	dexterity_v	2000	133	strength_v	4000	266	energy_v	2000	133
5220	2	1304			200	20	1		13	4	1	4460	vitality_v	2000	133	dexterity_v	2000	133	strength_v	4000	266	energy_v	2000	133
5221	2	1401			200	20	1		14	4	1	4563	vitality_v	4000	266	dexterity_v	3000	200	strength_v	2000	133	energy_v	1000	66
5222	2	1402			200	20	1		14	4	1	4564	vitality_v	4000	266	dexterity_v	3000	200	strength_v	2000	133	energy_v	1000	66
5223	2	1403			200	20	1		14	4	1	4567	vitality_v	4000	266	dexterity_v	3000	200	strength_v	2000	133	energy_v	1000	66
5224	2	1404			200	20	1		14	4	1	4569	vitality_v	4000	266	dexterity_v	3000	200	strength_v	2000	133	energy_v	1000	66
6682	2	1501			200	20	1		15	4	1	4639	vitality_v	3000	200	dexterity_v	2000	133	strength_v	3000	200	energy_v	2000	133
6683	2	1502			200	20	1		15	4	1	4642	vitality_v	3000	200	dexterity_v	2000	133	strength_v	3000	200	energy_v	2000	133
6684	2	1503			200	20	1		15	4	1	4645	vitality_v	3000	200	dexterity_v	2000	133	strength_v	3000	200	energy_v	2000	133
6685	2	1504			200	20	1		15	4	1	4648	vitality_v	3000	200	dexterity_v	2000	133	strength_v	3000	200	energy_v	2000	133
7528	2	1601			200	20	1		16	4	1	5039	vitality_v	4000	267	dexterity_v	1000	66	strength_v	4000	267	energy_v	1000	66
7529	2	1602			200	20	1		16	4	1	5042	vitality_v	4000	267	dexterity_v	1000	66	strength_v	4000	267	energy_v	1000	66
7530	2	1603			200	20	1		16	4	1	5045	vitality_v	4000	267	dexterity_v	1000	66	strength_v	4000	267	energy_v	1000	66
7531	2	1604			200	20	1		16	4	1	5048	vitality_v	4000	267	dexterity_v	1000	66	strength_v	4000	267	energy_v	1000	66
8453	2	1701			200	20	1		17	4	1	5239	vitality_v	1000	66	dexterity_v	3000	200	strength_v	3000	200	energy_v	3000	200
8454	2	1702			200	20	1		17	4	1	5242	vitality_v	1000	66	dexterity_v	3000	200	strength_v	3000	200	energy_v	3000	200
8455	2	1703			200	20	1		17	4	1	5245	vitality_v	1000	66	dexterity_v	3000	200	strength_v	3000	200	energy_v	3000	200
8456	2	1704			200	20	1		17	4	1	5248	vitality_v	1000	66	dexterity_v	3000	200	strength_v	3000	200	energy_v	3000	200
9887	2	1801			200	20	1		18	4	1	5539	vitality_v	1000	66	dexterity_v	4000	267	strength_v	4000	267	energy_v	1000	66
9888	2	1802			200	20	1		18	4	1	5542	vitality_v	1000	66	dexterity_v	4000	267	strength_v	4000	267	energy_v	1000	66
9889	2	1803			200	20	1		18	4	1	5548	vitality_v	1000	66	dexterity_v	4000	267	strength_v	4000	267	energy_v	1000	66
9890	2	1804			200	20	1		18	4	1	5555	vitality_v	1000	66	dexterity_v	4000	267	strength_v	4000	267	energy_v	1000	66
10545	2	1901			200	20	1		19	4	1	5652	vitality_v	2000	133	dexterity_v	2000	133	strength_v	4000	267	energy_v	2000	133
10546	2	1902			200	20	1		19	4	1	5656	vitality_v	2000	133	dexterity_v	2000	133	strength_v	4000	267	energy_v	2000	133
10547	2	1903			200	20	1		19	4	1	5660	vitality_v	2000	133	dexterity_v	2000	133	strength_v	4000	267	energy_v	2000	133
10548	2	1904			200	20	1		19	4	1	5665	vitality_v	2000	133	dexterity_v	2000	133	strength_v	4000	267	energy_v	2000	133
11281	2	2001			200	20	1		20	4	1	5855	vitality_v	2000	133	dexterity_v	4000	267	strength_v	3000	200	energy_v	1000	66
11282	2	2002			200	20	1		20	4	1	5861	vitality_v	2000	133	dexterity_v	4000	267	strength_v	3000	200	energy_v	1000	66
11283	2	2003			200	20	1		20	4	1	5865	vitality_v	2000	133	dexterity_v	4000	267	strength_v	3000	200	energy_v	1000	66
11284	2	2004			200	20	1		20	4	1	5870	vitality_v	2000	133	dexterity_v	4000	267	strength_v	3000	200	energy_v	1000	66
11960	2	2101			200	20	1		21	4	1	5953	vitality_v	3000	200	dexterity_v	3000	200	strength_v	2000	133	energy_v	2000	133
11961	2	2102			200	20	1		21	4	1	5958	vitality_v	3000	200	dexterity_v	3000	200	strength_v	2000	133	energy_v	2000	133
11962	2	2103			200	20	1		21	4	1	5966	vitality_v	3000	200	dexterity_v	3000	200	strength_v	2000	133	energy_v	2000	133
11963	2	2104			200	20	1		21	4	1	5971	vitality_v	3000	200	dexterity_v	3000	200	strength_v	2000	133	energy_v	2000	133
