Index	TemplateID	Name	Kind	Camp	ClassName	ScriptParam	NpcResID	FaceID	ReviveFrame	NpcAttribID	NormalSkill1	NormalSkillLevel1	NormalSkill2	NormalSkillLevel2	NormalSkill3	NormalSkillLevel3	VisionRadius	ActiveRadius	AiFile	Treasure	DropFile	FightMode	RunSpeed	BloodStyle	ForbitMove	AuraSkillId	AuraSkillLevel	StartActEvent	TitleID	BigFaceID	Tag	DropType	DefaultDialog	WalkSpeed	NameColor	Experience	GouHuoRate	TransBossNpcTID	TransBossRate	IsNotShowShadow	FixExperience	SyncFirst	IsNotBYStealLife	Sex
JZ_G_4_enemy_BOSS	3623	黄暮云	0	1	FubenDeath		624	200		348	3120	1	91	1			1000	1000	Setting/Npc/Ai/random/huangmuyun.ini	4		1	20	2								1			6								1	
JZ_G_4_enemy_gw	3624	阴沉刀客	0	1	FubenDeath		123	200		353	169	1					1000	1000	Setting/Npc/Ai/CommonSkill.ini			1	20	1											1								1	
JZ_G_4_enemy_gw_s1	3625	毒娘子	0	1	FubenDeath		164	200		354	169	1	91	1	2486	1	1000	1000	Setting/Npc/Ai/CommonSkill.ini			1	20	1											3								1	
JZ_G_4_enemy_gw_s2	3626	狂怒冲锋	6	1	FubenDeath		486	200		365	1874	1	91	1			1000	1000	Setting/Npc/Ai/CommonActive.ini			1	15	1											1								1	
JZ_G_4_enemy_jy	3627	罪道人	0	1	FubenDeath		169	200		354	166	1	91	1			1000	1000	Setting/Npc/Ai/CommonSkill.ini			1	20	1											3								1	
JZ_G_5_enemy_1	3628	灵魂球	0	1	FubenDeath		485	200		321	91	1							Setting/Npc/Ai/CommonActive.ini			1	8	1					3007						3								1	
JZ_G_5_enemy_2	3629	灵魂球	0	1	FubenDeath		486	200		321	91	1							Setting/Npc/Ai/CommonActive.ini			1	8	1					3007						3								1	
JZ_G_5_enemy_BOSS	3630	宋秋石	0	1	FubenDeath		620	200		351	3150	1	91	1			2000	2000	Setting/Npc/Ai/random/songqiushi.ini	4		1	20	2								1			6								1	
JZ_G_5_jiguan_1	3631	秒杀陷阱	6	1	FubenDeath		456	200		323	2468	30										1																					1	
JZ_G_6_enemy_gw	3632	流寇	0	1	FubenDeath		170	200		314	2716	1					1000	1000	Setting/Npc/Ai/CommonSkill.ini			1	20	1											1								1	
JZ_G_6_enemy_jy	3633	快刀客	0	1	FubenDeath		171	200		322	2721	1	2447	1	91	1	1000	1000	Setting/Npc/Ai/CommonSkill.ini			1	20	1											3								1	
JZ_G_6_enemy_sl1	3634	中原一点红	0	1	FubenDeath		627	200		331	2712	1	91	1			1000	1000	Setting/Npc/Ai/fuben/Boss11.ini			1	20	2											4								1	
JZ_G_6_enemy_sl2	3635	中原二点红	0	1	FubenDeath		627	200		331	2712	1	91	1			1000	1000	Setting/Npc/Ai/fuben/Boss11.ini			1	20	2											4								1	
JZ_G_6_enemy_sl3	3636	中原三点红	0	1	FubenDeath		627	200		331	2712	1	91	1			1000	1000	Setting/Npc/Ai/fuben/Boss11.ini			1	20	2											4								1	
JZ_G_6_enemy_sl4	3637	中原四点红	0	1	FubenDeath		627	200		331	2712	1	91	1			1000	1000	Setting/Npc/Ai/fuben/Boss11.ini			1	20	2											4								1	
JZ_G_6_enmey_ex	3638	蝎子	0	1	FubenDeath		109	200		314	22	1	91	1	2418	6	3000	3000	Setting/Npc/Ai/CommonActive.ini			1	10	1					3003						1								1	
JZ_G_6_jiguan	3639	机关	2	0	FubenDialog	2,开启中...	377	995		1							560	980				1	0		1				3011		NoTurn												1	
JZ_G_6_npc_xy	3640	玄天道人	0	0	FubenDeath		5016	200		347							1000	1000	Setting/Npc/Ai/Stay.ini			1	20	3											2								1	
JZ_G_6_SkillNpc1	3641	技能	6	1	FubenDeath		469	200		343												1	0	1		2095	4								1					1			1	
JZ_G_6_SkillNpc2	3642	技能	6	0	FubenDeath		469	200		343												1	0	1											1					1			1	
JZ_G_6_zy	3643	指引圈	6	1	FubenDeath		383	200		314							150	150	Setting/Npc/Ai/CommonActive.ini			1	0	1											1								1	
JZ_jiguan2	3644	剑	2	0	FubenDialog	4,开启中…	362	995		1							560	980				1	15		1						NoTurn												1	
JZ_shanzei_1	3645	山贼	0	1	FubenDeath		136	200		314	21	1	91	1			1500	1500	Setting/Npc/Ai/CommonActive.ini			1	20	1											1								1	
JZ_shanzei_2	3646	山贼头目	0	1	FubenDeath		369	200		322	21	1	24	1	91	1	1500	1500	Setting/Npc/Ai/CommonSkill.ini			1	20	2											3								1	
JZ_xinmo1	3647	天王主角	0	1	FubenDeath		421	200		366	2001	1	91	1			3000	3000	Setting/Npc/Ai/random/jx_tianwang.ini			1	25	1																			1	
JZ_xinmo10	3648	昆仑主角	0	1	FubenDeath		562	200		366	3096	1	91	1			3000	3000	Setting/Npc/Ai/random/jx_kunlun.ini			1	25	1																			1	
JZ_xinmo11	3649	丐帮主角	0	1	FubenDeath		588	200		366	3622	1	91	1			3000	3000	Setting/Npc/Ai/random/jx_gaibang.ini			1	25	1																			1	
JZ_xinmo12	3650	五毒主角	0	1	FubenDeath		589	200		366	3628	1	91	1			3000	3000	Setting/Npc/Ai/random/jx_wudu.ini			1	25	1																			1	
JZ_xinmo13	3651	藏剑主角	0	1	FubenDeath		610	200		366	3951	1	91	1			3000	3000	Setting/Npc/Ai/random/jx_cangjian.ini			1	25	1																			1	
JZ_xinmo14	3652	长歌主角	0	1	FubenDeath		611	200		366	3957	1	91	1			3000	3000	Setting/Npc/Ai/random/jx_changge.ini			1	25	1																			1	
JZ_xinmo15	3653	天山主角	0	1	FubenDeath		611	200		366	4869	1	91	1			3000	3000	Setting/Npc/Ai/random/jx_tianshan.ini			1	25	1																			1	
JZ_xinmo16	3654	霸刀主角	0	1	FubenDeath		611	200		366	5088	1	91	1			3000	3000	Setting/Npc/Ai/random/jx_badao.ini			1	25	1																			1	
JZ_xinmo17	3655	华山主角	0	1	FubenDeath		611	200		366	5282	1	91	1			3000	3000	Setting/Npc/Ai/random/jx_huashan.ini			1	25	1																			1	
JZ_xinmo18	3656	明教主角	0	1	FubenDeath		611	200		366	5591	1	91	1			3000	3000	Setting/Npc/Ai/random/jx_mingjiao.ini			1	25	1																			1	
JZ_xinmo19	3657	段氏主角	0	1	FubenDeath		611	200		366	5691	1	91	1			3000	3000	Setting/Npc/Ai/random/jx_duanshi.ini			1	25	1																			1	
JZ_xinmo2	3658	峨眉主角	0	1	FubenDeath		422	200		366	2008	1	91	1			3000	3000	Setting/Npc/Ai/random/jx_emei.ini			1	25	1																			1	
JZ_xinmo3	3659	桃花主角	0	1	FubenDeath		423	200		366	2014	1	91	1			3000	3000	Setting/Npc/Ai/random/jx_taohua.ini			1	25	1																			1	
JZ_xinmo4	3660	逍遥主角	0	1	FubenDeath		424	200		366	2024	1	91	1			3000	3000	Setting/Npc/Ai/random/jx_xiaoyao.ini			1	25	1																			1	
JZ_xinmo5	3661	武当主角	0	1	FubenDeath		434	200		366	2901	1	91	1			3000	3000	Setting/Npc/Ai/random/jx_wudang.ini			1	25	1																			1	
JZ_xinmo6	3662	天忍主角	0	1	FubenDeath		435	200		366	2908	1	91	1			3000	3000	Setting/Npc/Ai/random/jx_tianren.ini			1	25	1																			1	
JZ_xinmo7	3663	少林主角	0	1	FubenDeath		525	200		366	2084	1	91	1			3000	3000	Setting/Npc/Ai/random/jx_shaolin.ini			1	25	1																			1	
JZ_xinmo8	3664	翠烟主角	0	1	FubenDeath		526	200		366	2088	1	91	1			3000	3000	Setting/Npc/Ai/random/jx_cuiyan.ini			1	25	1																			1	
JZ_xinmo9	3665	唐门主角	0	1	FubenDeath		561	200		366	3085	1	91	1			3000	3000	Setting/Npc/Ai/random/jx_tangmen.ini			1	25	1																			1	
JZ_xinmo20	3834	万花主角	0	1	FubenDeath		611	200		366	5891	1	91	1			3000	3000	Setting/Npc/Ai/random/jx_wanhua.ini			1	25	1																				
JZ_xinmo21	3835	杨门主角	0	1	FubenDeath		611	200		366	6091	1	91	1			3000	3000	Setting/Npc/Ai/random/jx_yangmen.ini			1	25	1																				
JZ_zhuofeifan	3666	卓非凡	0	0	FubenDeath		194	200		323	37	1	2363	1			1500	1500	Setting/Npc/Ai/CommonSkill.ini			1	18	2											5								1	
JZ_G_7_BOSS	3820	张承素	0	1	FubenDeath		1266	200		351	6104	1	91	1			1000	400	Setting/Npc/Ai/random/zhangchengsu.ini	4		1	20	2								1			6								1	
