Index	TemplateID	Name	Kind	Camp	ClassName	ScriptParam	NpcResID	FaceID	BigFaceID	ReviveFrame	NpcAttribID	NormalSkill1	NormalSkillLevel1	NormalSkill2	NormalSkillLevel2	NormalSkill3	NormalSkillLevel3	VisionRadius	ActiveRadius	AiFile	Treasure	DropFile	FightMode	RunSpeed	BloodStyle	AuraSkillId	AuraSkillLevel	ForbitMove	StartActEvent	TitleID	DropType	Tag	DefaultDialog	NameColor	Experience	GouHuoRate	TransBossNpcTID	TransBossRate	WalkSpeed	IsNotShowShadow	FixExperience	IsNotBYStealLife	SyncFirst	Sex
Partner_C_18	391	火狐	0	1			5110	803	1000			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_19	392	九幽弟子	0	1			5174	801	999			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_20	393	黑熊	0	1			5116	803	1000			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_21	394	无忧教弟子	0	1			5134	801	999			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_22	395	天工匠者	0	1			5142	801	999			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_23	396	傀儡士兵	0	1			5151	803	1000			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_24	397	机关人	0	1			5154	803	1000			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_25	398	C25	0	1			1	801	999			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_26	399	C26	0	1			1	801	999			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_27	400	C27	0	1			1	801	999			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_28	401	C28	0	1			1	801	999			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_29	402	C29	0	1			1	801	999			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_30	403	C30	0	1			1	801	999			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_Laohu	101	猛虎(废弃)	0	1			5114	803	1000			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_Houzi	102	猴子(废弃)	0	1			5117	803	1000			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_Heixiong	103	黑熊(废弃)	0	1			5116	803	1000			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_TW_1	107	天王大师兄(废弃)	0	1			5207	801	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_XY_1	108	逍遥大师兄(废弃)	0	1			5210	801	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_EM_1	109	峨嵋大师姐(废弃)	0	1			5208	801	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_TH_1	110	桃花大师姐(废弃)	0	1			5209	801	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_TW_2	111	天王十侠(废弃)	0	1			5211	801	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_XY_2	112	逍遥十侠(废弃)	0	1			5214	801	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_EM_2	113	峨嵋十侠(废弃)	0	1			5212	801	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_TH_2	114	桃花十侠(废弃)	0	1			5213	801	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_Header_1_1	131	玩家男头像半身像-1	0	1			5101	202	302			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_Header_1_2	132	玩家男头像半身像-2	0	1			5101	204	304			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_Header_1_3	133	玩家男头像半身像-3	0	1			5101	205	305			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_Header_1_4	134	玩家男头像半身像-4	0	1			5101	207	307			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_Header_2_1	135	玩家男头像半身像-5	0	1			5101	215	315			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_Header_2_2	136	玩家男头像半身像-6	0	1			5101	801	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_Header_2_3	137	玩家男头像半身像-7	0	1			5101	801	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_Header_2_4	138	玩家男头像半身像-8	0	1			5101	801	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_Boss_1_1	139	玩家女头像半身像-1	0	1			5101	1	101			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_Boss_1_2	140	玩家女头像半身像-2	0	1			5101	2	102			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_Boss_1_3	141	玩家女头像半身像-3	0	1			5101	3	103			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_Boss_1_4	142	玩家女头像半身像-4	0	1			5101	4	104			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_Boss_2_1	143	玩家女头像半身像-5	0	1			5101	7	107			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_Boss_2_2	144	玩家女头像半身像-6	0	1			5101	9	109			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_Boss_2_3	145	玩家女头像半身像-7	0	1			5101	12	112			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_Boss_2_4	146	玩家女头像半身像-8	0	1			5101	15	115			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_Jiantong	245	玩家女头像半身像-9	0	1			5125	801	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
