Index	TemplateID	Name	Kind	Camp	ClassName	ScriptParam	NpcResID	FaceID	BigFaceID	DefaultDialog	ReviveFrame	NpcAttribID	NormalSkill1	NormalSkillLevel1	NormalSkill2	NormalSkillLevel2	NormalSkill3	NormalSkillLevel3	VisionRadius	ActiveRadius	AiFile	Treasure	DropFile	FightMode	RunSpeed	BloodStyle	ForbitMove	TitleID	AuraSkillId	AuraSkillLevel	StartActEvent	Tag	DropType	WalkSpeed	NameColor	Experience	GouHuoRate	TransBossNpcTID	TransBossRate	IsNotShowShadow	FixExperience	SyncFirst	IsNotBYStealLife	Sex
YangMen_Leader	3827	杨荩忱	2	1			1279	999	999	「杨门」属性为[FFFE0D]金[-]，克制[FFFE0D]木[-]属性的[FFFE0D]逍遥、唐门、五毒、华山[-]，跃马弯弓踏九州，一杆长枪定乾坤！		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1
xs_shenmiren_bs	1155	神秘人	0	1	FubenDeath		24	200	994			91	194	1	91	1			1500	1500	Setting/Npc/Ai/fuben/newrole.ini			1	20	2									4									
xs_dajiang_bs	2711	完颜华黎	0	1	FubenDeath		180	200	994			91	166	1	91	1			1500	1500	Setting/Npc/Ai/fuben/xinshouboss.ini			1	20	2									4									
xs_shiti1	2712	金兵尸体	0	0	FubenDeath		1127	200	300			91	166	1					800	800	Setting/Npc/Ai/CommonActive.ini			1	20	3	1													1				
xs_shiti2	2713	宋兵尸体	0	0	FubenDeath		1126	200	300			91												1	20	3	1													1				
xs_shiti3	2714	武林人士尸体	0	0	FubenDeath		163	200	300			91												1	20	3	1													1				
xs_shiti4	2715	武林人士尸体	0	0	FubenDeath		120	200	300			91												1	20	3	1													1				
xs_shiti5	2716	武林人士尸体	0	0	FubenDeath		1210	200	300			91												1	20	3	1													1				
xs_shiti6	2717	武林人士尸体	0	0	FubenDeath		142	200	300			91												1	20	3	1													1				
UseImage_1	558	神秘女子						996	997																																			
UseImage_2	559	神秘女子						998	999																																			
UseImage_3	560	天王弟子						1001	1121																																			
UseImage_4	561	峨嵋弟子						1002	1122																																			
UseImage_5	562	桃花弟子						1003	1123																																			
UseImage_6	563	逍遥弟子						1004	1124																																			
UseImage_7	1228	武当弟子						1005	1125																																			
UseImage_8	1229	天忍弟子						1006	1126																																			
Fb_Npc_muziyi	577	沐紫衣	2	0	FubenDeath		176	1	101			305	56	1	91	1			3000	3000	Setting/Npc/Ai/Stay.ini			1	20	1																		
QiYuMiJingNuQi	628	怒气	2	0	AdventureAnger	3|1000|开启中|下一波敌人即将出现，各位侠士请做好准备！	377					201												1		1																		
Wlmz_boss	634	独孤剑	0	1	FubenDeath		32	654				801	1756	1	2304	1			1500	1500	Setting/Npc/Ai/normal/wlmz.ini			1	20	2																		
Wlmz_boss2	1896	南宫飞云	0	1	FubenDeath		27	307				801	1759	1	2304	1			1500	1500	Setting/Npc/Ai/normal/wlmz_ngfy.ini			1	20	2																		
Wlmz_boss3	1897	杨影枫	0	1	FubenDeath		536	225				801	1762	1	2304	1	1765	1	1500	1500	Setting/Npc/Ai/normal/wlmz_yyf.ini			1	20	2																		
Wlmz_boss4	2189	唐简	0	1	FubenDeath		1190	661				801	1785	1	2304	1			1500	1500	Setting/Npc/Ai/normal/wlmz_tj.ini			1	20	2																		
Wlmz_boss5	3329	鬼谷子	0	1	FubenDeath		1171	666				801	1793	1	2304	1			1500	1500	Setting/Npc/Ai/normal/wlmz_ggz.ini			1	20	2																		
WuDang_Dizi1	3455	殷利亨	2	1			1252	999	999			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
WuDang_Dizi2	3456	张松溪	2	1			1253	999	999			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
WuDang_Dizi3	3457	宋远桥	2	1			1254	999	999			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																		
KinNest_gouhuo	654	篝火	4	0	GouHuoNpc	all|3000|5|500|0|12	380																	0																				
KinNest_boss1	655	神秘高手	0	1	FubenDeath		152					815	182	1	91	1	1065	2	650	650	Setting/Npc/Ai/CommonActive.ini			1	20	2																		
KinNest_boss2	656	神秘高手	0	1	FubenDeath		169					815	166	1	91	1	1065	2	650	650	Setting/Npc/Ai/CommonActive.ini			1	20	2																		
KinNest_boss3	657	神秘高手	0	1	FubenDeath		24					815	23	1	91	1	1065	2	650	650	Setting/Npc/Ai/CommonActive.ini			1	20	2																		
DungeonSoldier_1	1307	古代毒蝎	0	1	FubenDeath		109	200	300			401	21	1	105	1			1500	1500	Setting/Npc/Ai/fuben/DungeonSoldier1.ini			1	12	1																		
DungeonSoldier_2	1308	古代毒蛛	0	1	FubenDeath		112	200	300			401	21	1	105	1			1500	1500	Setting/Npc/Ai/fuben/DungeonSoldier2.ini			1	15	1									1									
DungeonSoldier_3	1309	古代毒蜂	0	1	FubenDeath		1182	200	300			401	1689	1	105	1			1500	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1									1									
DungeonLeader_1	664	神秘守护者	0	1	FubenDeath		317	200	300			405	90	1	91	1			1500	1500	Setting/Npc/Ai/fuben/Boss1.ini			1	17	2									4									
KinTask_np1	672	小和尚	2	0	KinTaskNpc	673	163					3	21	1					3000	3000					18			300																
KinTask_np2	673	小和尚	0	1	KinTaskFightNpc		163					62	21	1	91	1			600	600	Setting/Npc/Ai/CommonActive.ini			1	18	1		300																
yewai_10_1	1748	泼皮	0	1	FieldMapNpc		170	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_10.tab	1	18	1							1			16		1754	800					
yewai_10_2	1749	大刀马贼	0	1	FieldMapNpc		106	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_10.tab	1	18	1							1			16		1755	800					
yewai_10_3	1750	鬼面刺客	0	1	FieldMapNpc		436	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_10.tab	1	18	1							1			16		1756	800					
yewai_10_4	1751	恶霸	0	1	FieldMapNpc		173	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_10.tab	1	18	1							1			16		1757	800					
yewai_10_5	1752	云游道士	0	1	FieldMapNpc		169	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_10.tab	1	18	1							1			16		1758	800					
yewai_10_6	1753	东瀛女侍	0	1	FieldMapNpc		102	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_10.tab	1	18	1							1			16		1759	800					
yewai_jy_10_1	1754	泼皮·精英	0	1	FieldMapNpc		170	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_10.tab	1	18	1			197	1			1		3	5000	50000							
yewai_jy_10_2	1755	大刀马贼·精英	0	1	FieldMapNpc		106	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_10.tab	1	18	1			197	1			1		3	5000	50000							
yewai_jy_10_3	1756	鬼面刺客·精英	0	1	FieldMapNpc		436	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_10.tab	1	18	1			197	1			1		3	5000	50000							
yewai_jy_10_4	1757	恶霸·精英	0	1	FieldMapNpc		173	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_10.tab	1	18	1			197	1			1		3	5000	50000							
yewai_jy_10_5	1758	云游道士·精英	0	1	FieldMapNpc		169	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_10.tab	1	18	1			197	1			1		3	5000	50000							
yewai_jy_10_6	1759	东瀛女侍·精英	0	1	FieldMapNpc		102	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_10.tab	1	18	1			197	1			1		3	5000	50000							
yewai_20_1	1010	飞龙堡弟子	0	1	FieldMapNpc		151	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_20.tab	1	18	1							1			16		1016	800					
yewai_20_2	1011	药王谷弟子	0	1	FieldMapNpc		139	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_20.tab	1	18	1							1			16		1017	800					
yewai_20_3	1012	五色教弟子	0	1	FieldMapNpc		124	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_20.tab	1	18	1							1			16		1018	800					
yewai_20_4	1013	流氓	0	1	FieldMapNpc		170	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_20.tab	1	18	1							1			16		1019	800					
yewai_20_5	1014	南宫家守卫	0	1	FieldMapNpc		174	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_20.tab	1	18	1							1			16		1020	800					
yewai_20_6	1015	武林败类	0	1	FieldMapNpc		134	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_20.tab	1	18	1							1			16		1021	800					
yewai_jy_20_1	1016	飞龙堡弟子·精英	0	1	FieldMapNpc		151	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_20.tab	1	18	1			197	1			1		3	5000	50000							
yewai_jy_20_2	1017	药王谷弟子·精英	0	1	FieldMapNpc		139	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_20.tab	1	18	1			197	1			1		3	5000	50000							
yewai_jy_20_3	1018	五色教弟子·精英	0	1	FieldMapNpc		124	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_20.tab	1	18	1			197	1			1		3	5000	50000							
yewai_jy_20_4	1019	流氓·精英	0	1	FieldMapNpc		170	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_20.tab	1	18	1			197	1			1		3	5000	50000							
yewai_jy_20_5	1020	南宫家守卫·精英	0	1	FieldMapNpc		174	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_20.tab	1	18	1			197	1			1		3	5000	50000							
yewai_jy_20_6	1021	武林败类·精英	0	1	FieldMapNpc		134	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_20.tab	1	18	1			197	1			1		3	5000	50000							
yewai_40_1	1022	女舞侍	0	1	FieldMapNpc		102	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_40.tab	1	18	1							1			16		1028	800					
yewai_40_2	1023	大刀侍卫	0	1	FieldMapNpc		106	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_40.tab	1	18	1							1			16		1029	800					
yewai_40_3	1024	恶人谷狂徒	0	1	FieldMapNpc		436	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_40.tab	1	18	1							1			16		1030	800					
yewai_40_4	1025	江湖宵小	0	1	FieldMapNpc		170	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_40.tab	1	18	1							1			16		1031	800					
yewai_40_5	1026	茅山道士	0	1	FieldMapNpc		169	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_40.tab	1	18	1							1			16		1032	800					
yewai_40_6	1027	绿林豪客	0	1	FieldMapNpc		173	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_40.tab	1	18	1							1			16		1033	800					
yewai_jy_40_1	1028	女舞侍·精英	0	1	FieldMapNpc		102	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_40.tab	1	18	1			197	1			1		3	5000	50000							
yewai_jy_40_2	1029	大刀侍卫·精英	0	1	FieldMapNpc		106	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_40.tab	1	18	1			197	1			1		3	5000	50000							
yewai_jy_40_3	1030	恶人谷狂徒·精英	0	1	FieldMapNpc		436	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_40.tab	1	18	1			197	1			1		3	5000	50000							
yewai_jy_40_4	1031	江湖宵小·精英	0	1	FieldMapNpc		170	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_40.tab	1	18	1			197	1			1		3	5000	50000							
yewai_jy_40_5	1032	茅山道士·精英	0	1	FieldMapNpc		169	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_40.tab	1	18	1			197	1			1		3	5000	50000							
yewai_jy_40_6	1033	绿林豪客·精英	0	1	FieldMapNpc		173	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_40.tab	1	18	1			197	1			1		3	5000	50000							
yewai_40_pk_1	1222	恶人谷屠夫	0	1	FieldMapNpc		171	200	300		600	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_30_pk.tab	1	18	1							1			16		1224	8000					
yewai_40_pk_2	1223	朝廷精锐	0	1	FieldMapNpc		150	200	300		600	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_30_pk.tab	1	18	1							1			16		1230	8000					
yewai_jy_40_pk_1	1224	恶人谷屠夫·精英	0	1	FieldMapNpc		171	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_30_pk.tab	1	18	1			197	1			1		3	5000	30000							
yewai_jy_40_pk_2	1230	朝廷精锐·精英	0	1	FieldMapNpc		150	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_30_pk.tab	1	18	1			197	1			1		3	5000	30000							
yewai_50_pk_1	1760	武林恶徒	0	1	FieldMapNpc		171	200	300		600	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_50_pk.tab	1	18	1							1			16		1762	8000					
yewai_50_pk_2	1761	禁军士兵	0	1	FieldMapNpc		150	200	300		600	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_50_pk.tab	1	18	1							1			16		1763	8000					
yewai_jy_50_pk_1	1762	武林恶徒·精英	0	1	FieldMapNpc		171	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_50_pk.tab	1	18	1			197	1			1		3	5000	30000							
yewai_jy_50_pk_2	1763	禁军士兵·精英	0	1	FieldMapNpc		150	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_50_pk.tab	1	18	1			197	1			1		3	5000	30000							
yewai_60_1	1034	宋军士兵	0	1	FieldMapNpc		151	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_60.tab	1	18	1							1			16		1040	500					
yewai_60_2	1035	采药人	0	1	FieldMapNpc		139	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_60.tab	1	18	1							1			16		1041	500					
yewai_60_3	1036	神秘刺客	0	1	FieldMapNpc		124	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_60.tab	1	18	1							1			16		1042	500					
yewai_60_4	1037	流窜匪类	0	1	FieldMapNpc		170	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_60.tab	1	18	1							1			16		1043	500					
yewai_60_5	1038	蒙面刺客	0	1	FieldMapNpc		174	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_60.tab	1	18	1							1			16		1044	500					
yewai_60_6	1039	无忧教弟子	0	1	FieldMapNpc		134	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_60.tab	1	18	1							1			16		1045	500					
yewai_jy_60_1	1040	宋军士兵·精英	0	1	FieldMapNpc		151	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_60.tab	1	18	1			197	1			1		3	5000	50000							
yewai_jy_60_2	1041	采药人·精英	0	1	FieldMapNpc		139	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_60.tab	1	18	1			197	1			1		3	5000	50000							
yewai_jy_60_3	1042	神秘刺客·精英	0	1	FieldMapNpc		124	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_60.tab	1	18	1			197	1			1		3	5000	50000							
yewai_jy_60_4	1043	流窜匪类·精英	0	1	FieldMapNpc		170	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_60.tab	1	18	1			197	1			1		3	5000	50000							
yewai_jy_60_5	1044	蒙面刺客·精英	0	1	FieldMapNpc		174	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_60.tab	1	18	1			197	1			1		3	5000	50000							
yewai_jy_60_6	1045	无忧教弟子·精英	0	1	FieldMapNpc		134	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_60.tab	1	18	1			197	1			1		3	5000	50000							
yewai_70_pk_1	1851	强盗	0	1	FieldMapNpc		171	200	300		600	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_70_pk.tab	1	18	1							1			16		1853	8000					
yewai_70_pk_2	1852	朝廷叛军	0	1	FieldMapNpc		150	200	300		600	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_70_pk.tab	1	18	1							1			16		1854	8000					
yewai_jy_70_pk_1	1853	强盗·精英	0	1	FieldMapNpc		171	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_70_pk.tab	1	18	1			197	1			1		3	5000	30000							
yewai_jy_70_pk_2	1854	朝廷叛军·精英	0	1	FieldMapNpc		150	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_70_pk.tab	1	18	1			197	1			1		3	5000	30000							
yewai_80_1	1855	地痞	0	1	FieldMapNpc		170	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_80.tab	1	18	1							1			16		1861	500					
yewai_80_2	1856	枫林卫	0	1	FieldMapNpc		106	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_80.tab	1	18	1							1			16		1862	500					
yewai_80_3	1857	鬼面侍卫	0	1	FieldMapNpc		436	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_80.tab	1	18	1							1			16		1863	500					
yewai_80_4	1858	市井之徒	0	1	FieldMapNpc		173	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_80.tab	1	18	1							1			16		1864	500					
yewai_80_5	1859	市井神棍	0	1	FieldMapNpc		169	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_80.tab	1	18	1							1			16		1865	500					
yewai_80_6	1860	东瀛歌姬	0	1	FieldMapNpc		102	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_80.tab	1	18	1							1			16		1866	500					
yewai_jy_80_1	1861	地痞·精英	0	1	FieldMapNpc		170	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_80.tab	1	18	1			197	1			1		3	5000	30000							
yewai_jy_80_2	1862	枫林卫·精英	0	1	FieldMapNpc		106	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_80.tab	1	18	1			197	1			1		3	5000	30000							
yewai_jy_80_3	1863	鬼面侍卫·精英	0	1	FieldMapNpc		436	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_80.tab	1	18	1			197	1			1		3	5000	30000							
yewai_jy_80_4	1864	市井之徒·精英	0	1	FieldMapNpc		173	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_80.tab	1	18	1			197	1			1		3	5000	30000							
yewai_jy_80_5	1865	市井神棍·精英	0	1	FieldMapNpc		169	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_80.tab	1	18	1			197	1			1		3	5000	30000							
yewai_jy_80_6	1866	东瀛歌姬·精英	0	1	FieldMapNpc		102	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_80.tab	1	18	1			197	1			1		3	5000	30000							
yewai_90_pk_1	2047	蛮熊	0	1	FieldMapNpc		116	200	300		600	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_90_pk.tab	1	18	1							1			16		2049	8000					
yewai_90_pk_2	2048	狩猎者	0	1	FieldMapNpc		159	200	300		600	611	182	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_90_pk.tab	1	18	1							1			16		2050	8000					
yewai_jy_90_pk_1	2049	蛮熊·精英	0	1	FieldMapNpc		116	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_90_pk.tab	1	18	1			197	1			1		3	5000	30000							
yewai_jy_90_pk_2	2050	狩猎者·精英	0	1	FieldMapNpc		159	200	300			612	182	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_90_pk.tab	1	18	1			197	1			1		3	5000	30000							
yewai_100_1	2067	灵猴	0	1	FieldMapNpc		117	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_100.tab	1	18	1							1			16		2073	500					
yewai_100_2	2068	采药人	0	1	FieldMapNpc		139	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_100.tab	1	18	1							1			16		2074	500					
yewai_100_3	2069	江洋大盗	0	1	FieldMapNpc		174	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_100.tab	1	18	1							1			16		2075	500					
yewai_100_4	2070	灰狼	0	1	FieldMapNpc		115	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_100.tab	1	18	1							1			16		2076	500					
yewai_100_5	2071	金兵	0	1	FieldMapNpc		1127	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_100.tab	1	18	1							1			16		2077	500					
yewai_100_6	2072	采花贼	0	1	FieldMapNpc		173	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_100.tab	1	18	1							1			16		2078	500					
yewai_jy_100_1	2073	灵猴·精英	0	1	FieldMapNpc		117	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_100.tab	1	18	1			197	1			1		3	5000	30000							
yewai_jy_100_2	2074	采药人·精英	0	1	FieldMapNpc		139	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_100.tab	1	18	1			197	1			1		3	5000	30000							
yewai_jy_100_3	2075	江洋大盗·精英	0	1	FieldMapNpc		174	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_100.tab	1	18	1			197	1			1		3	5000	30000							
yewai_jy_100_4	2076	灰狼·精英	0	1	FieldMapNpc		115	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_100.tab	1	18	1			197	1			1		3	5000	30000							
yewai_jy_100_5	2077	金兵·精英	0	1	FieldMapNpc		1127	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_100.tab	1	18	1			197	1			1		3	5000	30000							
yewai_jy_100_6	2078	采花贼·精英	0	1	FieldMapNpc		173	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_100.tab	1	18	1			197	1			1		3	5000	30000							
yewai_110_pk_1	2414	宋军精锐	0	1	FieldMapNpc		151	200	300		600	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_110_pk.tab	1	18	1							1			16		2416	8000					
