Index	TemplateID	Name	Kind	Camp	ClassName	ScriptParam	NpcResID	FaceID	BigFaceID	DefaultDialog	ReviveFrame	NpcAttribID	NormalSkill1	NormalSkillLevel1	NormalSkill2	NormalSkillLevel2	NormalSkill3	NormalSkillLevel3	VisionRadius	ActiveRadius	AiFile	Treasure	DropFile	FightMode	RunSpeed	BloodStyle	ForbitMove	TitleID	AuraSkillId	AuraSkillLevel	StartActEvent	Tag	DropType	WalkSpeed	NameColor	Experience	GouHuoRate	TransBossNpcTID	TransBossRate	IsNotShowShadow	FixExperience	SyncFirst	IsNotBYStealLife	Sex
DumplingAct_niurou	3419	牛肉	2	0	IngredientBox	2,采集中…	966	992	300																																			
DumplingAct_qincai	3420	芹菜	2	0	IngredientBox	2,采集中…	967	992	300																																			
DumplingAct_dongsun	3421	冬笋	2	0	IngredientBox	2,采集中…	968	992	300																																			
DumplingAct_xianggu	3422	香菇	2	0	IngredientBox	2,采集中…	969	992	300																																			
DumplingAct_jiaozi	3423	各式饺子	2	0	IngredientBox	10192	970	992	300																																			
YuanXiaoJie_denglong	3430	元宵花灯	2	0	YuanXiaoJie		972	995	300																							NoTurn												
YuanXiaoJie_jiaozi	3431	元宵	2	0	YuanXiaoJie	10302	973	992	300																							NoTurn												
Yurenjie_XuanXiangJia	3463	选项甲	5	0			719	992	300																							NoTurn												
Yurenjie_XuanXiangYi	3464	选项乙	5	0			720	992	300																							NoTurn												
Yurenjie_XuanXiangBing	3465	选项丙	5	0			721	992	300																							NoTurn												
Yurenjie_Guangquan	3466	光圈	5	0			722	992	300																							NoTurn												
Anniversary_KongMingDeng1	3701	孔明灯	5	0			723	992	300																																			
Anniversary_KongMingDeng2	3702	孔明灯	5	0			724	992	300																																			
Anniversary_KongMingDeng3	3703	孔明灯	5	0			725	992	300																																			
Anniversary_JiuTan	3704	周年庆典酒坛	2	0	AnniversaryJiYuActAltar		3221	995	300																							NoTurn												
Changbaizd_lingzhi	3749	灵芝	0	1	ChangBaiNpc		3749	995	300			1121			91	1	105	1	1500	1500	Setting/Npc/Ai/Stay.ini			1	20	2	1					NoTurn										1	1	
Changbaizd_renshen	3750	人参	0	1	ChangBaiNpc		3750	995	300			1121			91	1	105	1	1500	1500	Setting/Npc/Ai/Stay.ini			1	20	2	1					NoTurn										1	1	
Changbaizd_xuelianhua	3751	雪莲	0	1	ChangBaiNpc		3751	995	300			1121			91	1	105	1	1500	1500	Setting/Npc/Ai/Stay.ini			1	20	2	1					NoTurn										1	1	
Changbaizd_boss	3753	冰鳞蜥皇	0	1	ChangBaiNpc		42	9026	10			753	3681	1	82	1	195	1			Setting/Npc/Ai/fieldboss/100leader_xihuang.ini			1	25	2																		
