Index	TemplateID	Name	Kind	Camp	ClassName	ScriptParam	NpcResID	FaceID	BigFaceID	DefaultDialog	ReviveFrame	NpcAttribID	NormalSkill1	NormalSkillLevel1	NormalSkill2	NormalSkillLevel2	NormalSkill3	NormalSkillLevel3	VisionRadius	ActiveRadius	AiFile	Treasure	DropFile	FightMode	RunSpeed	BloodStyle	ForbitMove	TitleID	AuraSkillId	AuraSkillLevel	StartActEvent	Tag	DropType	WalkSpeed	NameColor	Experience	GouHuoRate	TransBossNpcTID	TransBossRate	IsNotShowShadow	FixExperience	IsNotBYStealLife	SyncFirst	Sex
Task_Syy_yyf2	731	杨影枫	2	1			1101	225	325	若有朝一日我能成为独孤大侠和南宫大侠那样的剑客，此生便无憾了。		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Syy_yyf3	732	杨影枫	0	1			1101	225	325	若有朝一日我能成为独孤大侠和南宫大侠那样的剑客，此生便无憾了。		1	21	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	30	3																		
Task_Syy_yyf4	733	杨影枫	2	1			1101	225	325	若有朝一日我能成为独孤大侠和南宫大侠那样的剑客，此生便无憾了。		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Syy_npc1	719		2	1					993			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Syy_npc2	720	纳兰真	2	1	ClientTaskNpc		177	13	113	杨大哥定可以成为名动江湖的大人物！我…我只要跟在你身旁便足够了…		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Syy_npc3	721	纳兰真	2	1			177	13	113	杨大哥定可以成为名动江湖的大人物！我…我只要跟在你身旁便足够了…		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Syy_npc6	724	纳兰真	0	1			177	13	113	杨大哥定可以成为名动江湖的大人物！我…我只要跟在你身旁便足够了…		1	21	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	30	3																		
Task_Syy_npc7	725	纳兰真	0	1			177	13	113	杨大哥定可以成为名动江湖的大人物！我…我只要跟在你身旁便足够了…		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	25	3																		
Task_Syy_npc5	723	马贼	0	1	FixExpNpc		173		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_Syy_npc8	726	地痞	0	1	FixExpNpc		170				150	611	21	1					500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_Wys_yyf1	1003	杨影枫	2	1	ClientTaskNpc		1101	225	325	这红衣少女的武功看不出深浅，罢了，路见不平，拔刀相助，便帮她一帮吧。		1	56	1							Setting/Npc/Ai/CommonActive.ini			1	15	3																		
Task_Wys_yyf2	1004	杨影枫	2	1			1101	225	325	这红衣少女的武功看不出深浅，罢了，路见不平，拔刀相助，便帮她一帮吧。		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Wys_yyf3	1082	杨影枫	0	1			1101	225	325	这红衣少女的武功看不出深浅，罢了，路见不平，拔刀相助，便帮她一帮吧。		1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	30	3																		
Task_Wys_zx1	1156	紫轩	0	1			131	20	120	唉，我该如何是好呢……		1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	30	3																		
Task_Wys_yme1	1005	月眉儿	2	1	ClientTaskNpc		1102	22	122	哼，不过是几个不知天高地厚的小贼，岂能奈何得了我？真正的麻烦还在后头呢…		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Wys_yme2	1006	月眉儿	2	1			1102	22	122	哼，不过是几个不知天高地厚的小贼，岂能奈何得了我？真正的麻烦还在后头呢…		1	56	1										0	15	3																		
Task_Wys_yme3	1083	月眉儿	0	1			1102	22	122	哼，不过是几个不知天高地厚的小贼，岂能奈何得了我？真正的麻烦还在后头呢…		1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	30	3																		
Task_Wys_npc2	1046	喽啰	0	1	FixExpNpc		170		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_Wys_npc3	1047	恶霸	0	1	FixExpNpc		170		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_Wys_npc1	1009	贾少	0	1	FixExpNpc		170		993		36	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_Wys_npc4	1048	杀手	0	1	FixExpNpc		170		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_Wys_npc5	1058	小火堆	4	1			380																			3																		
Task_Wys_npc6	1059	女村民	2	1			105		993	你看看人家杨影枫！年纪轻轻就有这么大的成就！再看看你！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Wys_npc7	1060	男村民	2	1			173		993	哼！有什么了不起的！还不是一个小白脸！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Wys_npc8	1068	男村民	2	1	ClientTaskNpc		173		993	哼！有什么了不起的！还不是一个小白脸！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Wys_npc11	1090	男村民	0	1			173		993	哼！有什么了不起的！还不是一个小白脸！		1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	40	3																		
Task_Wys_npc9	1077	绿林头领	2	1	ClientTaskNpc		173		993			1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Wys_npc10	1078	绿林头领	2	1			173		993			1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Yds_yyf1	1049	杨影枫	2	1	ClientTaskNpc		1101	225	325	这红衣少女的武功看不出深浅，罢了，路见不平，拔刀相助，便帮她一帮吧。		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	30	3																		
Task_Yds_yyf2	1050	杨影枫	2	1			1101	225	325	这红衣少女的武功看不出深浅，罢了，路见不平，拔刀相助，便帮她一帮吧。		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Yds_yyf3	1079	杨影枫	0	1			1101	225	325	这红衣少女的武功看不出深浅，罢了，路见不平，拔刀相助，便帮她一帮吧。		1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	30	3																		
Task_Yds_npc1	1067	卓非凡	2	1	ClientTaskNpc		194	218	318	「武道德经」出世，只怕武林又要掀起一场腥风血雨了……只望莫要波及到无辜百姓。		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Yds_npc2	1069	卓非凡	2	1			194	218	318	「武道德经」出世，只怕武林又要掀起一场腥风血雨了……只望莫要波及到无辜百姓。		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Yds_npc3	1070	紫轩	2	1	ClientTaskNpc		131	20	120	恩义两难全……即便不愿，又能如何呢……		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Yds_npc4	1071	紫轩	2	1			131	20	120	恩义两难全……即便不愿，又能如何呢……		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Yds_npc5	1074	李大牛	2	1			173	20	120	哼哼，我的力气不是天生的，都是老爹教我的医术练出来的！		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Yds_npc6	1075	贼匪	0	1	FixExpNpc		170		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_Yds_npc7	1076	藏剑家丁	0	1	FixExpNpc		170		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_Dth_yyf1	1093	杨影枫	2	1	ClientTaskNpc		1101	225	325	这红衣少女的武功看不出深浅，罢了，路见不平，拔刀相助，便帮她一帮吧。		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Dth_yyf2	1095	杨影枫	2	1			1101	225	325	这红衣少女的武功看不出深浅，罢了，路见不平，拔刀相助，便帮她一帮吧。		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Dth_yyf3	1094	杨影枫	0	1			1101	225	325	这红衣少女的武功看不出深浅，罢了，路见不平，拔刀相助，便帮她一帮吧。		1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	30	3																		
Task_Dth_npc1	1091	紫轩	2	1	ClientTaskNpc		131	20	120	恩义两难全……即便不愿，又能如何呢……		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Dth_npc2	1092	紫轩	2	1			131	20	120	恩义两难全……即便不愿，又能如何呢……		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Dth_npc3	1096	月眉儿	2	1	ClientTaskNpc		1102	22	122	哼，不过是几个不知天高地厚的小贼，岂能奈何得了我？真正的麻烦还在后头呢…		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Dth_npc4	1097	月眉儿	2	1			1102	22	122	哼，不过是几个不知天高地厚的小贼，岂能奈何得了我？真正的麻烦还在后头呢…		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Dth_npc5	1098	蔷薇	2	1	ClientTaskNpc		103	18	118	爹爹真是老糊涂了！卓非凡那家伙有什么好的？哼！		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Dth_npc6	1099	蔷薇	2	1			103	18	118	爹爹真是老糊涂了！卓非凡那家伙有什么好的？哼！		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Dth_npc7	1100	纳兰真	2	1	ClientTaskNpc		177	13	113	杨大哥定可以成为名动江湖的大人物！我…我只要跟在你身旁便足够了…		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Dth_npc8	1101	纳兰真	2	1			177	13	113	杨大哥定可以成为名动江湖的大人物！我…我只要跟在你身旁便足够了…		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Dth_npc9	1102	孟知秋	2	1	ClientTaskNpc		156	203	303	手中无剑，心中有剑，人即是剑，无坚不摧！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Dth_npc10	1103	孟知秋	2	1			156	203	303	手中无剑，心中有剑，人即是剑，无坚不摧！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Dth_npc11	1106	紫轩	0	1			131	20	120	恩义两难全……即便不愿，又能如何呢……		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																		
Task_Dth_npc12	1107	月眉儿	0	1			1102	22	122	哼，不过是几个不知天高地厚的小贼，岂能奈何得了我？真正的麻烦还在后头呢…		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																		
Task_Dth_npc20	1281	蔷薇	0	1			103	18	118	哼，不过是几个不知天高地厚的小贼，岂能奈何得了我？真正的麻烦还在后头呢…		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																		
Task_Dth_npc13	1108	蔷薇	0	1			103	18	118	爹爹真是老糊涂了！卓非凡那家伙有什么好的？哼！		1	21	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	30	3																		
Task_Dth_npc14	1109	苍鹰	0	1			147					1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Dth_npc15	1110	李总管	2	1			106		993			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Dth_npc16	1111	严家军亲卫	2	1			150	215	315			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Dth_npc17	1112	可含	2	1			191		993			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Dth_npc18	1113	卢肇颢	2	1			101		993			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Dth_npc19	1130	纳兰真	0	1			177	13	113	杨大哥定可以成为名动江湖的大人物！我…我只要跟在你身旁便足够了…		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Dth_enemy1	1146	无忧教徒	0	1	FixExpNpc		170		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_Flb_enemy1	1245	飞龙堡弟子	0	1	FixExpNpc		151		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_Flb_friend1	1247	飞龙堡精锐	0	0	FixExpNpc		150		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonActive.ini			1	18	1										1								
Task_Flb_enemy2	1246	无忧教弟子	0	1	FixExpNpc		170		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonActive.ini			1	18	1										1								
Task_Flb_enemy3	1248	无忧教精锐	0	1	FixExpNpc		170		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_Ml_enemy1	1187	贼匪	0	1	FixExpNpc		170		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_Ml_enemy2	1188	贼匪头目	0	1	FixExpNpc		170		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_Ml_enemy3	1216	五色教长老	0	1	FixExpNpc		170		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_Hsmd_enemy1	1251	黑熊	0	1	FixExpNpc		116				150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_Xsd_enemy1	1237	猛虎	0	1	FixExpNpc		170		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_Xsd_enemy2	1238	神秘杀手	0	1	FixExpNpc		170		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_Dth_enemy2	1147	无忧教护法	0	1	FixExpNpc		170		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_Dth_enemy3	1148	无忧教死士	0	1	FixExpNpc		170		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_Dth_enemy4	1149	无忧教死士	0	1	FixExpNpc		170		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_Jhd_enemy	1424	猴子	0	1	FixExpNpc		117		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_Jhd_enemy2	1427	五色教密探	0	1	FixExpNpc		174		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_Wyp_enemy1	1429	红衣杀手	0	1	FixExpNpc		101		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_Wyjd_enemy1	1428	红衣杀手	0	1	FixExpNpc		101		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_HuaShan_enemy1	1425	五色教探子	0	1	FixExpNpc		174		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_HuaShan_enemy2	1426	顽猴	0	1	FixExpNpc		117		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_LinAnYiDao_enemy1	1431	黑衣女刺客	0	1	FixExpNpc		164		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_LinAnXiaoDao_enemy1	2751	精锐士兵	0	1	FixExpNpc		150		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_Gzc_enemy1	1451	金国死士	0	1	FixExpNpc		164		993		150	611	21	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_Lgf_Gold	1374	天机制式傀儡-金	0	1	FixExpNpc		190		993		15	111	166	1	200	1			500	500				1	18	1										1								
Task_Lgf_Wood	1375	天机制式傀儡-木	0	1	FixExpNpc		190		993		15	112	166	1	200	1			500	500				1	18	1										1								
Task_Lgf_Water	1376	天机制式傀儡-水	0	1	FixExpNpc		190		993		15	113	166	1	200	1			500	500				1	18	1										1								
Task_Lgf_Fire	1377	天机制式傀儡-火	0	1	FixExpNpc		190		993		15	114	166	1	200	1			500	500				1	18	1										1								
Task_Lgf_Earth	1378	天机制式傀儡-土	0	1	FixExpNpc		190		993		15	115	166	1	200	1			500	500				1	18	1										1								
Task_Fxsz_enemy1	1948	家丁	0	1	FixExpNpc		101		993		30	115	166	1	200	1			500	500				1	18	1										1								
Jiu_maicang	3705	被埋藏的酒	5	1			3705					1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3						NoTurn												
