FaceId	Atlas	Sprite	Desc
992	UI/Atlas/Home/HomeScreenAtlas.prefab 	Collection	采集头像
993	UI/Atlas/NPC/Female_01/Female_01.prefab	TransparentRole	旁白专用
994	UI/Atlas/NPC/Male_04/Male_04.prefab	MaleBust99	神秘人
995	UI/Atlas/Home/HomeScreenAtlas.prefab	OpenIcon	机关开启
996	UI/Atlas/Head/HeadAtlas.prefab	FemaleHead	女剪影头像
997	UI/Atlas/NPC/Female_01/Female_01.prefab	Female	女性角色剪影
998	UI/Atlas/Head/HeadAtlas_02.prefab	MaleHead	男剪影头像
999	UI/Atlas/NPC/Male_01/Male_01.prefab	Male	男剪影
1000	UI/Atlas/Head/HeadAtlas_03.prefab	CompanionHead	小兽头像
1001	UI/Atlas/Head/Partner/Partner_Male_03.prefab	TianWangHead	天王头像
1002	UI/Atlas/Head/Partner/Partner_Female_01.prefab	EmeiHead	峨眉头像
1003	UI/Atlas/Head/Partner/Partner_Female_01.prefab	TaoHuaHead	桃花头像
1004	UI/Atlas/Head/Partner/Partner_Male_03.prefab	XiaoYaoHead	逍遥头像
1005	UI/Atlas/Head/Partner/Partner_Male_03.prefab	WuDangHead	武当头像（男）
1006	UI/Atlas/Head/Partner/Partner_Female_01.prefab	TianRenHead	天忍头像
1007	UI/Atlas/Head/Partner/Partner_Male_03.prefab	ShaoLinHead	少林头像
1008	UI/Atlas/Head/Partner/Partner_Female_02.prefab	CuiYanHead	翠烟头像
1009	UI/Atlas/Head/Partner/Partner_Male_03.prefab	TangMenHead	唐门头像
1010	UI/Atlas/Head/Partner/Partner_Female_02.prefab	KunLunHead	昆仑头像
1011	UI/Atlas/Head/Partner/Partner_Male_03.prefab	GaiBangHead	丐帮头像
1012	UI/Atlas/Head/Partner/Partner_Female_02.prefab	WuDuHead	五毒头像
1013	UI/Atlas/Head/Partner/Partner_Male_04.prefab	CangJianHead	藏剑头像
1014	UI/Atlas/Head/Partner/Partner_Female_02.prefab	ChangGeHead	长歌头像
1015	UI/Atlas/Head/Partner/Partner_Male_04.prefab	TianShanHead1	天山头像（男）
1016	UI/Atlas/Head/Partner/Partner_Female_02.prefab	TianShanHead2	天山头像（女）
1017	UI/Atlas/Head/Partner/Partner_Male_04.prefab	BaDaoHead1	霸刀头像（男）
1018	UI/Atlas/Head/Partner/Partner_Female_02.prefab	BaDao2Head	霸刀头像（女）
1019	UI/Atlas/Head/Partner/Partner_Female_02.prefab	WuDang2Head	武当头像（女）
1020	UI/Atlas/Head/Partner/Partner_Male_04.prefab	HuaShan1Head	华山头像（男）
1021	UI/Atlas/Head/Partner/Partner_Female_03.prefab	HuaShan2Head	华山头像（女）
1022	UI/Atlas/Head/Partner/Partner_Male_04.prefab	KunLun1Head	昆仑头像（男）
1023	UI/Atlas/Head/Partner/Partner_Male_04.prefab	MingJiaoHead1	明教头像（男）
1024	UI/Atlas/Head/Partner/Partner_Female_03.prefab	MingJiaoHead2	明教头像（女）
1025	UI/Atlas/Head/Partner/Partner_Female_03.prefab	TianWangHead2	天王头像（女）
1026	UI/Atlas/Head/Partner/Partner_Male_05.prefab	DuanShiHead1	段氏头像（男）
1027	UI/Atlas/Head/Partner/Partner_Female_03.prefab	DuanShiHead2	段氏头像（女）
1028	UI/Atlas/Head/Partner/Partner_Female_03.prefab	XiaoYaoHead2	逍遥头像（女）
1029	UI/Atlas/Head/Partner/Partner_Male_05.prefab	WanHuaHead1	万花头像（男）
1030	UI/Atlas/Head/Partner/Partner_Female_03.prefab	WanHuaHead2	万花头像（女）
1031	UI/Atlas/Head/Partner/Partner_Female_03.prefab	GaiBangHead2	丐帮头像（女）
1032	UI/Atlas/Head/Partner/Partner_Male_05.prefab	YangMenHead1	杨门头像（男）
1033	UI/Atlas/Head/Partner/Partner_Female_03.prefab	YangMenHead2	杨门头像（女）
1034	UI/Atlas/Head/Partner/Partner_Male_05.prefab	TianRenHead2	天忍头像（男）
1121	UI/Atlas/NPC/Male_03/Male_03.prefab	TianWangBust	天王半身像
1122	UI/Atlas/NPC/Female_01/Female_01.prefab	EmeiBust	峨眉半身像
1123	UI/Atlas/NPC/Female_02/Female_02.prefab	TaoHuaBust	桃花半身像
1124	UI/Atlas/NPC/Male_03/Male_03.prefab	XiaoYaoBust	逍遥半身像
1125	UI/Atlas/NPC/Male_04/Male_04.prefab	WuDangBust	武当半身像（男）
1126	UI/Atlas/NPC/Female_03/Female_03.prefab	TianRenBust	天忍半身像
1127	UI/Atlas/NPC/Male_04/Male_04.prefab	ShaoLinBust	少林半身像
1128	UI/Atlas/NPC/Female_03/Female_03.prefab	CuiYanBust	翠烟半身像
1129	UI/Atlas/NPC/Male_04/Male_04.prefab	TangMenBust	唐门半身像
1130	UI/Atlas/NPC/Female_04/Female_04.prefab	KunLunBust	昆仑半身像
1131	UI/Atlas/NPC/Male_05/Male_05.prefab	GaiBangBust	丐帮半身像
1132	UI/Atlas/NPC/Female_04/Female_04.prefab	WuDuBust	五毒半身像
1133	UI/Atlas/NPC/Male_05/Male_05.prefab	CangJianBust	藏剑半身像
1134	UI/Atlas/NPC/Female_04/Female_04.prefab	ChangGeBust	长歌半身像
1135	UI/Atlas/NPC/Male_05/Male_05.prefab	TianShanBust1	天山半身像（男）
1136	UI/Atlas/NPC/Female_05/Female_05.prefab	TianShanBust2	天山半身像（女）
1137	UI/Atlas/NPC/Male_07/Male_07.prefab	BaDaoBust1	霸刀半身像（男）
1138	UI/Atlas/NPC/Female_05/Female_05.prefab	BaDaoBust2	霸刀半身像（女）
1139	UI/Atlas/NPC/Female_05/Female_05.prefab	WuDangBust2	武当半身像（女）
1140	UI/Atlas/NPC/Male_07/Male_07.prefab	HuaShanBust1	华山半身像（男）
1141	UI/Atlas/NPC/Female_06/Female_06.prefab	HuaShanBust2	华山半身像（女）
1142	UI/Atlas/NPC/Male_07/Male_07.prefab	KunLunBust1	昆仑半身像（男）
1143	UI/Atlas/NPC/Male_07/Male_07.prefab	MingJiaoBust1	明教半身像（男）
1144	UI/Atlas/NPC/Female_06/Female_06.prefab	MingJiaoBust2	明教半身像（女）
1145	UI/Atlas/NPC/Female_06/Female_06.prefab	TianWangBust2	天王半身像（女）
1146	UI/Atlas/NPC/Male_08/Male_08.prefab	DuanShiBust1	段氏半身像（男）
1147	UI/Atlas/NPC/Female_07/Female_07.prefab	DuanShiBust2	段氏半身像（女）
1148	UI/Atlas/NPC/Female_07/Female_07.prefab	XiaoYaoBust1	逍遥半身像（女）
1149	UI/Atlas/NPC/Male_08/Male_08.prefab	WanHuaBust1	万花半身像（男）
1150	UI/Atlas/NPC/Female_07/Female_07.prefab	WanHuaBust2	万花半身像（女）
1151	UI/Atlas/NPC/Female_07/Female_07.prefab	GaiBangBust2	丐帮半身像（女）
1152	UI/Atlas/NPC/Male_08/Male_08.prefab	YangMenBust1	杨门半身像（男）
1153	UI/Atlas/NPC/Female_07/Female_07.prefab	YangMenBust2	杨门半身像（女）
1154	UI/Atlas/NPC/Male_08/Male_08.prefab	TianRenBust2	天忍半身像（男）
8000	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	MaleHead37	秦始皇
8001	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	MaleHead38	玄天武机
8002	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	MaleHead36	白起
8003	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	MaleHead39	李斯
9001	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	MaleHead19	（朝右）高长恭
9002	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	MaleHead20	（朝右）哲别
9003	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	MaleHead21	（朝右）袁承志
9004	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	MaleHead22	（朝右）鳌拜
9005	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	CompanionHead	（朝右）首领
9006	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	MaleHead30	（朝右）韩世忠
9007	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	FemaleHead14	（朝右）秦良玉
9008	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	Animal01	（朝右）狐王
9009	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	Animal02	（朝右）鹿王
9010	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	Animal03	（朝右）狼王
9011	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	Animal04	（朝右）豹王
9012	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	Animal08	（朝右）猴王
9013	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	Animal07	（朝右）双首异兽
9014	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	MaleHead31	荆轲
9015	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	FemaleHead24	虞姬
9016	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	MaleHead33	岳飞
9017	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	MaleHead35	李广
9018	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	MaleHead34	赵云
9019	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	MaleHead32	李元霸
9020	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	Animal11	定海金刚
9021	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	Animal09	金翅鹏皇
9022	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	Animal10	银角犀皇
9023	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	Animal12	（朝右）熊王
9024	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	Animal13	（朝右）虎皇
9025	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	Animal14	（朝右）鳄皇
9026	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab	Animals15	（朝右）蜥王
9027	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab	Animals16	（朝右）蝎王
9028	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab	Animals17	（朝右）獒王
9029	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab	MaleHead45	项羽
9030	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab	MaleHead47	无字碑
9031	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab	MaleHead48	狄仁杰
9032	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab	MaleHead49	李元芳
9033	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab	FemaleHead31	武则天
9034	UI/Atlas/Home/HomeScreenAtlas2.prefab	Head_jh_zhuozi01	结婚1-满桌
9035	UI/Atlas/Home/HomeScreenAtlas2.prefab	Head_jh_zhuozi02	结婚2-满桌
9036	UI/Atlas/Home/HomeScreenAtlas2.prefab	Head_jh_zhuozi03	结婚3-满桌
9037	UI/Atlas/Home/HomeScreenAtlas2.prefab	Head_jh_tongxinguo01	结婚-同心果
9038	UI/Atlas/Home/HomeScreenAtlas2.prefab	Head_jh_lihe01	结婚-喜糖礼盒
9039	UI/Atlas/Head/Partner/Partner_Female_02.prefab	Head_npc_206	结婚-红娘
9040	UI/Atlas/Head/Partner/Partner_Female_02.prefab	Head_npc_181	结婚-凤囍
9041	UI/Atlas/Head/Partner/Partner_Male_04.prefab	Head_npc_207	结婚-月老
9042	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab	Animals18	（朝右）狮王
9043	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab	Animals19	（朝右）蜂后
9045	UI/Atlas/Home/HomeScreenAtlas2.prefab	Throne	王座
9046	UI/Atlas/Home/HomeScreenAtlas2.prefab 	Flower	桃花瓣
10001	UI/Atlas/Head/Pet/Pet.prefab	Full_npc_a001	全身像-小狗
10002	UI/Atlas/Head/Pet/Pet.prefab	Full_npc_a002	全身像-小猫
10003	UI/Atlas/Head/Pet/Pet.prefab	Full_npc_a003	全身像-小波斯
10004	UI/Atlas/Head/Pet/Pet.prefab	Full_npc_a004	全身像-小猪
10005	UI/Atlas/Head/Pet/Pet.prefab	Full_npc_a005	全身像-小白兔
10006	UI/Atlas/Head/Pet/Pet.prefab	Full_npc_a006	全身像-小松鼠
9047	UI/Atlas/Home/HomeScreenAtlas2.prefab 	Meal	宴席吃菜
9048	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab	Animals21	（朝右）棘皇
9049	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab	Animals20	（朝右）貂皇
9050	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab	Animals23	（朝右）牛王
9051	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab	Animals22	（朝右）牛后
