Id	FaceID	BigFaceID	Faction	Sex	FactionDefault	Name	Level	OpenUi	Icon	IconAtlas	Basic	SaveIdx	Desc
221	241	340		1		好声音复赛前三			MaleHead54	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		36	参加「剑侠好声音」活动成为复赛各赛区前三后所绘的画像
222	246	345		1		好声音全服十强			MaleHead59	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		45	参加「剑侠好声音」活动成为全区全服十强后所绘的画像
223	247	346		1		好声音全服冠军			MaleHead60	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		46	参加「剑侠好声音」活动成为全区全服冠军后所绘的画像
224	28	128		2		颖宝宝签名海报			FemaleHead30	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		47	线下奖励-颖宝宝的签名海报
225	235	335		1		林更新签名海报			MaleHead46	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		48	线下奖励-林更新的签名海报
226	39	138		2		越土之魂萝莉			FemaleHead41	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		49	「越土之魂」特有的画像萝莉
227	40	139		2		越土之魂标女			FemaleHead42	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		50	「越土之魂」特有的画像标女
228	248	347		1		越土之魂壮男			MaleHead61	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		51	「越土之魂」特有的画像壮男
229	249	348		1		越土之魂标男			MaleHead62	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		52	「越土之魂」特有的画像标男
230	252			1		水龙吟绘像			MaleHead65	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		57	开启「游龙福禄宝箱」最后一层后所绘的画像
231	253			2		水龙吟绘像			FemaleHead45	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		58	开启「游龙福禄宝箱」最后一层后所绘的画像
232	257	351		1		越南宠物活动头像			UtcungHead	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		65	「宠物活动」特有的画像
233	257	351		2		越南宠物活动头像			UtcungHead	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		66	「宠物活动」特有的画像
234	258			1		故梦绘像			TeXiaoHead1	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		67	参与「武勋密令」获得的画像
235	259			2		故梦绘像			TeXiaoHead2	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		68	参与「武勋密令」获得的画像
