Type	TitleID	Name	Achievement	ColorDesc	ColorID	GTopColorID	GBottomColorID	OutlineColorID	Timeout	ImgAltlas	ImgPrefix	EffectResID	EffecUitResID	Rank	WorldNotify	Desc	Quality	Icon
KinTrain_Boss	551	金军大将		橙色称号	200	213	214	215						1		新家族试炼称号	6	
KinTrain_shibing	552	有话要说		紫色称号	200	207	208	209						1		新家族试炼称号	4	
XMJD_title	600	超凡		紫色称号		207	208	209		UI/Atlas/Title/Title.prefab	T1_			1		心魔绝地战力获得称号	4	
XMJD_title	601	出尘		紫色称号		207	208	209		UI/Atlas/Title/Title.prefab	T2_			2		心魔绝地战力获得称号	4	
XMJD_title	602	惊鸿		紫色称号		207	208	209		UI/Atlas/Title/Title.prefab	T3_			3		心魔绝地战力获得称号	4	
XMJD_title	603	凌云		紫色称号		207	208	209		UI/Atlas/Title/Title.prefab	T4_			4		心魔绝地战力获得称号	4	
XMJD_title	604	御空		紫色称号		207	208	209		UI/Atlas/Title/Title.prefab	T5_			5		心魔绝地战力获得称号	4	
XMJD_title	605	潜龙		紫色称号		207	208	209		UI/Atlas/Title/Title.prefab	T6_			6		心魔绝地战力获得称号	4	
XMJD_title	606	傲世		紫色称号		207	208	209		UI/Atlas/Title/Title.prefab	T7_			7		心魔绝地战力获得称号	4	
XMJD_title	607	倚天		紫色称号		207	208	209		UI/Atlas/Title/Title.prefab	T8_			8		心魔绝地战力获得称号	4	
XMJD_title	608	至尊		紫色称号		207	208	209		UI/Atlas/Title/Title.prefab	T9_			9		心魔绝地战力获得称号	4	
XMJD_title	609	武圣		紫色称号		207	208	209		UI/Atlas/Title/Title.prefab	T12_			10		心魔绝地战力获得称号	4	
XMJD_title	610	无双		紫色称号		207	208	209		UI/Atlas/Title/Title.prefab	T15_			11		心魔绝地战力获得称号	4	
Achievement1	1000	共览众山小	Title_Normal;Title_Purple	紫色称号	200	207	208	209						1		出战满4个甲级及以上的同伴	4	
Achievement3	1002	情同生死	Title_Normal;Title_Pink	粉色称号	200	210	211	212						1		与3个好友的亲密度达到40级	5	
Achievement6	1005	百炼成钢	Title_Normal;Title_Purple	紫色称号	200	207	208	209						1		参与20次家族试炼	4	
Achievement7	1006	助人为乐	Title_Normal;	蓝色称号	200	204	205	206						1		给其他玩家传功或被传功30次	3	
Achievement8	1007	助人者人助之	Title_Normal;Title_Purple	紫色称号	200	207	208	209						1		给其他玩家传功或被传功100次	4	
Achievement9	1008	千金散尽还复来	Title_Normal;Title_Purple	紫色称号	200	207	208	209						1		完成1000次家族捐献	4	
Achievement10	1009	强化大师	Title_Normal;	蓝色称号	200	204	205	206						1		全身装备强化+60以上	3	
Achievement11	1010	强化宗师	Title_Normal;Title_Purple	紫色称号	200	207	208	209						1		全身装备强化+80以上	4	
Achievement12	1011	镶嵌大师	Title_Normal;	蓝色称号	200	204	205	206						1		全身镶嵌满4级以上魂石	3	
Achievement120	1119	顶级厨师	Title_Normal;Title_Pink	粉色称号	200	210	211	212						1		做出品质为珍馐的菜品200次	5
Achievement121	1120	金牌厨神	Title_Normal;Title_Pink	粉色称号	200	210	211	212						1		解锁食谱中所有的菜品	5
Achievement13	1012	镶嵌宗师	Title_Normal;Title_Purple	紫色称号	200	207	208	209						1		全身镶嵌满5级以上魂石	4	
Achievement18	1017	老江湖	Title_Normal;Title_Purple	紫色称号	200	207	208	209						1		累计签到100天	4	
Achievement21	1020	财源广进	Title_Normal;	蓝色称号	200	204	205	206						1		使用摇钱树200次	3	
Achievement22	1021	财神降临	Title_Normal;Title_Purple	紫色称号	200	207	208	209						1		使用摇钱树1000次	4	
Achievement25	1024	商行天下	Title_Normal;Title_Purple	紫色称号	200	207	208	209						1		完成100轮商会任务	4	
Achievement26	1025	寻宝者	Title_Normal;	蓝色称号	200	204	205	206						1		成功挖宝200次	3	
Achievement27	1026	夺宝奇兵	Title_Normal;Title_Purple	紫色称号	200	207	208	209						1		成功挖宝1000次	4	
Achievement28	1027	侠名满江湖	Title_Normal;Title_Purple	紫色称号	200	207	208	209						1		完成1000次惩恶任务	4	
Achievement29	1028	风云乍起	Title_Normal;	蓝色称号	200	204	205	206						1		风云山庄秘境「卓越」评价达成	3	
Achievement30	1029	武夷惊魂	Title_Normal;	蓝色称号	200	204	205	206						1		武夷禁地秘境「卓越」评价达成	3	
Achievement31	1030	熔火之心	Title_Normal;	蓝色称号	200	204	205	206						1		熔火霹雳秘境「卓越」评价达成	3	
Achievement32	1031	勇闯翠竹幽谷	Title_Normal;	蓝色称号	200	204	205	206						1		翠竹幽谷秘境「卓越」评价达成	3	
Achievement33	1032	绝处逢生	Title_Normal;	蓝色称号	200	204	205	206						1		通关凌绝峰5级房间	3	
Achievement34	1033	勇攀高峰	Title_Normal;Title_Purple	紫色称号	200	207	208	209						1		武神殿排名进入前10名	4	
Achievement35	1034	会当凌绝顶	Title_Normal;Title_Pink	粉色称号	200	210	211	212						1		武神殿排名达到第1名	5	
Achievement36	1035	常胜之师	Title_Normal;	蓝色称号	200	204	205	206						1		参加战场获胜10场	3	
Achievement37	1036	醉卧沙场	Title_Normal;Title_Purple	紫色称号	200	207	208	209						1		参加100次战场	4	
Achievement38	1037	一将功成万骨枯	Title_Normal;Title_Pink	粉色称号	200	210	211	212						1		参加战场获胜100场	5	
Achievement39	1038	军功盖世	Title_Normal;Title_Purple	紫色称号	200	207	208	209						1		战场个人排名第1累计达到10次	4	
Achievement40	1039	军神	Title_Normal;Title_Pink	粉色称号	200	210	211	212						1		战场个人排名第1累计达到100次	5	
Achievement41	1040	攻无不克	Title_Normal;Title_Purple	紫色称号	200	207	208	209						1		成功通过10轮英雄挑战10次	4	
Achievement42	1041	百战成魔	Title_Normal;Title_Pink	粉色称号	200	210	211	212						1		成功通过10轮英雄挑战100次	5	
Achievement44	1043	盟主的青睐	Title_Normal;	蓝色称号	200	204	205	206						1		挑战武林盟主个人最终排名进入前10	3	
Achievement45	1044	盟主的赞赏	Title_Normal;Title_Purple	紫色称号	200	207	208	209						1		挑战武林盟主个人最终排名第1	4	
Achievement46	1045	盟主的惊叹	Title_Normal;Title_Pink	粉色称号	200	210	211	212						1		获得100次挑战武林盟主个人最终排名第1	5	
Achievement47	1046	首领猎人	Title_Normal;Title_Purple	紫色称号	200	207	208	209						1		击杀100只野外首领	4	
Achievement48	1047	野地之王	Title_Normal;Title_Pink	粉色称号	200	210	211	212						1		击杀500只野外首领	5	
Achievement49	1048	宝箱爱好者	Title_Normal;Title_Purple	紫色称号	200	207	208	209						1		打开300个黄金宝箱	4	
Achievement50	1049	宝箱的信仰	Title_Normal;Title_Pink	粉色称号	200	210	211	212						1		打开1000个黄金宝箱	5	
Achievement51	1050	练级狂魔	Title_Normal;Title_Purple	紫色称号	200	207	208	209						1		开启200次修炼状态	4	
Achievement52	1051	天涯浪客	Title_Normal;Title_Purple	紫色称号	200	207	208	209						1		完成1000次宝藏探索	4	
Achievement53	1052	遥遥通天路	Title_Normal;Title_Purple	紫色称号	200	207	208	209						1		成功踏入通天塔第七层10次	4	
Achievement54	1053	一步踏天	Title_Normal;Title_Pink	粉色称号	200	210	211	212						1		成功踏入通天塔第七层50次	5	
Achievement56	1055	白虎堂狩猎者	Title_Normal;Title_Pink	粉色称号	200	210	211	212						1		在白虎堂中击杀500个其他玩家	5	
Achievement57	1056	名将的青睐	Title_Normal;	蓝色称号	200	204	205	206						1		家族成功击杀10次历代名将	3	
Achievement58	1057	名将的赞赏	Title_Normal;Title_Purple	紫色称号	200	207	208	209						1		家族成功击杀100次历代名将	4	
Achievement59	1058	名将的惊叹	Title_Normal;Title_Pink	粉色称号	200	210	211	212						1		家族成功击杀500次历代名将	5	
Achievement60	1059	镖行天下	Title_Normal;Title_Purple	紫色称号	200	207	208	209						1		成功将100辆镖车护送到目的地	4	
Achievement61	1060	无情	Title_Normal;	蓝色称号	200	204	205	206						1		在攻城战中击败200名敌对玩家	3	
Achievement62	1061	罗刹	Title_Normal;Title_Purple	紫色称号	200	207	208	209						1		在攻城战中击败500名敌对玩家	4	
Achievement63	1062	战神	Title_Normal;Title_Pink	粉色称号	200	210	211	212						1		在攻城战中击败1000名敌对玩家	5	
Achievement64	1063	为人师表	Title_Normal;	蓝色称号	200	204	205	206						1		有10个弟子出师	3	
Achievement65	1064	桃李满天下	Title_Normal;Title_Purple	紫色称号	200	207	208	209						1		有20个弟子出师	4	
Achievement66	1065	一代宗师	Title_Normal;Title_Orange	橙色称号	200	213	214	215						1		有30个弟子出师	6	
Achievement67	1066	神工天巧	Title_Normal;Title_Pink	粉色称号	200	210	211	212						1		家园等级达到6级	5	
Achievement68	1067	名门望庭	Title_Normal;Title_Pink	粉色称号	200	210	211	212						1		家园舒适度达到25级	5	
Achievement69	1068	人见人爱	Title_Normal;Title_Pink	粉色称号	200	210	211	212						1		魅力值达到100000	5	
Achievement70	1069	商会密友	Title_Normal;Title_Purple	紫色称号	200	207	208	209						1		累计完成400个卷轴任务	4	
Achievement71	1070	锋芒毕露	Title_Normal;	蓝色称号	200	204	205	206						1		在当天群英会中取得六场连胜	3	
Achievement72	1071	大显身手	Title_Normal;Title_Purple	紫色称号	200	207	208	209						1		在群英会中取得六场连胜累计达到5次	4	
Achievement73	1072	傲视群英	Title_Normal;Title_Pink	粉色称号	200	210	211	212						1		在群英会中取得六场连胜累计达到50次	5	
Achievement74	1073	生存高手	Title_Normal;	蓝色称号	200	204	205	206						1		在心魔幻境中获得一次优胜	3	
Achievement75	1074	生存大师	Title_Normal;Title_Purple	紫色称号	200	207	208	209						1		在心魔幻境中获得优胜累计达到10次	4	
Achievement76	1075	帝皇随从	Title_Normal;Title_Purple	紫色称号	200	207	208	209						1		家族成功击杀20次秦始皇/武则天	4	
Achievement77	1076	帝皇亲卫	Title_Normal;Title_Pink	粉色称号	200	210	211	212						1		家族成功击杀100次秦始皇/武则天	5	
Achievement78	1077	真正的剑侠	Title_Normal;Title_Pink	粉色称号	200	210	211	212						1		累计签到200天	5	
Achievement79	1078	永远的剑侠	Title_Normal;Title_Orange	橙色称号	200	213	214	215						1		累计签到500天	6	
Achievement80	1079	剑心不老	Title_Normal;Title_Gold	金色称号	200	216	217	218						1		累计签到1000天	7	
Achievement81	1080	勤耕不辍	Title_Normal;Title_Purple	紫色称号	200	207	208	209						1		连续30天活跃值达到100	4	
Achievement82	1081	五鼎万钟	Title_Normal;Title_Pink	粉色称号	200	210	211	212						1		累计5次一个月内完成所有签到领奖	5	
Achievement83	1082	成就大师	Title_Normal;	蓝色称号	200	204	205	206						1		成就点数突破5000	3	
Achievement84	1083	成就宗师	Title_Normal;Title_Purple	紫色称号	200	207	208	209						1		成就点数突破7500	4	
Achievement85	1084	大功告成	Title_Normal;Title_Pink	粉色称号	200	210	211	212						1		成就点数突破10000	5	
Achievement86	1085	功成名就	Title_Normal;Title_Orange	橙色称号	200	213	214	215						1		成就点数突破12000	6	
Achievement87	1086	洗练大师	Title_Normal;	蓝色称号	200	204	205	206						1		将身上一件装备洗满6条紫色及以上属性	3	
Achievement88	1087	洗练宗师	Title_Normal;Title_Purple	紫色称号	200	207	208	209						1		身上所有装备洗满6条紫色及以上属性	4	
Achievement89	1088	大梦谁先觉	Title_Normal;Title_Pink	粉色称号	200	210	211	212						1		觉醒任意4个同伴	5	
Achievement90	1089	冠绝江湖	Title_Normal;Title_Orange	橙色称号	200	213	214	215						1		夺得华山论剑冠军10次	6	
Achievement91	1090	卫冕大师兄	Title_Normal;Title_Pink	粉色称号	200	210	211	212						1		连续当选两届门派竞技大师兄	5	
Achievement92	1091	陷之死地而后生	Title_Normal;Title_Pink	粉色称号	200	210	211	212						1		在心魔幻境/绝地中获得优胜累计达到50次	5	
Achievement93	1092	单挑强者	Title_Normal;Title_Purple	紫色称号	200	207	208	209						1		在比武场累计胜利50场	4	
Achievement94	1093	单挑之王	Title_Normal;Title_Pink	粉色称号	200	210	211	212						1		在比武场累计胜利100场	5	
Achievement95	1094	无人能挡	Title_Normal;Title_Purple	紫色称号	200	207	208	209						1		遗迹寻宝中第三层成功打开巨大宝箱	4	
Achievement96	1095	上苍眷顾	Title_Normal;Title_Purple	紫色称号	200	207	208	209						1		挖宝掉入地宫50次	4	
Achievement97	1096	圣人无不知	Title_Normal;Title_Orange	橙色称号	200	213	214	215						1		凌绝峰卡片收集排名中获得第1名	6	
Achievement98	1097	呼啸烈风	Title_Normal;	蓝色称号	200	204	205	206						1		呼啸栈道秘境「卓越」评价达成	3	
Achievement99	1098	雪峰紫日	Title_Normal;	蓝色称号	200	204	205	206						1		雪峰硝烟秘境「卓越」评价达成	3	
AnniversaryJiYuAct_Title1	6729	江湖共盛筵	Title_Normal;Title_Orange	橙色称号	200	213	214	215	7776000					1		周年寄语活动中愿力值排行第1名获得此称号	6
AnniversaryJiYuAct_Title2	6730	三生有幸	Title_Normal;Title_Pink	粉色称号	200	210	211	212	7776000					1		周年寄语活动中愿力值排行第2~5名获得此称号	5
Achievement100	1099	始皇之赐	Title_Normal;Title_Purple	紫色称号	200	207	208	209						1		在秦始皇陵获得100个和氏璧	4	
Achievement101	1100	洞里乾坤	Title_Normal;Title_Pink	粉色称号	200	210	211	212						1		在秦始皇陵中一天之内进入密室20次	5	
Achievement102	1101	赠人玫瑰	Title_Normal;Title_Pink	粉色称号	200	210	211	212						1		累计送出1000次玫瑰花/幸运草	5	
Achievement103	1102	手留余香	Title_Normal;Title_Orange	橙色称号	200	213	214	215						1		累计赠送50次99朵玫瑰花/99棵幸运草	6	
Achievement104	1103	日积月累	Title_Normal;Title_Pink	粉色称号	200	210	211	212						1		成功获取1000个家族礼盒	5	
Achievement105	1104	财大气粗	Title_Normal;Title_Pink	粉色称号	200	210	211	212						1		累计在家族烤火中请大家喝100次酒	5	
Achievement106	1105	协助达人	Title_Normal;Title_Pink	粉色称号	200	210	211	212						1		协助500次家族成员完成商会任务	5	
Achievement107	1106	谨遵师命	Title_Normal;Title_Pink	粉色称号	200	210	211	212						1		完美完成师父布置的任务50次	5	
Achievement108	1107	厮守终老	Title_Normal;Title_Pink	粉色称号	200	210	211	212						1		与伴侣度过成婚1周年纪念日	5	
Achievement109	1108	虽远必诛	Title_Normal;Title_Pink	粉色称号	200	210	211	212						1		完成追影令100次	5	
Achievement110	1109	丰收的喜悦	Title_Normal;Title_Pink	粉色称号	200	210	211	212						1		家园树木成熟收成100次	5	
Achievement111	1110	终极劳模	Title_Normal;Title_Pink	粉色称号	200	210	211	212						1		累计为好友协助养护1000次	5	
Achievement112	1111	定国柱石	Title_Normal;Title_Orange	橙色称号	200	213	214	215						1		在攻城战中获得100连斩	6	
Achievement113	1112	十项全能	Title_Normal;Title_Orange	橙色称号	200	213	214	215						1		夺得过10个不同门派的新人王	6	
Achievement114	1113	保家卫族	Title_Normal;Title_Purple	紫色称号	200	207	208	209						1		参与20次家族保卫战	4
Achievement115	1114	百战军神	Title_Normal;Title_Orange	橙色称号	200	213	214	215						1		在领土战中获得100连斩	6
Achievement116	1115	傲视群雄	Title_Normal;Title_Orange	橙色称号	200	213	214	215						1		跨服武林盟主中所在家族最终排名第1名	6
Achievement117	1116	首领之宝	Title_Normal;Title_Orange	橙色称号	200	213	214	215						1		击杀野外首领时小队获得100次5级魂石	6
Achievement118	1117	一掷千金	Title_Normal;Title_Orange	橙色称号	200	213	214	215						1		单次西域行商活动中花费20000黎饰	6
Achievement119	1118	食材收集者	Title_Normal;Title_Pink	粉色称号	200	210	211	212						1		获得绝品食材200次	5
TestActivity1	2000	中原大侠	Title_Normal;Title_Orange	橙色称号	200	213	214	215						1		武林中身份地位的象征，战力榜排名第1名获得此称号	6	
TestActivity2	2001	江南名侠	Title_Normal;Title_Pink	粉色称号	200	210	211	212						1		武林中身份地位的象征，战力榜排名第2~10名获得此称号	5	
TestActivity3	2002	武林翘楚	Title_Normal;Title_Purple	紫色称号	200	207	208	209						1		武林中身份地位的象征，战力榜排名第11~50名获得此称号	4	
TestActivity4	2003	江湖新秀	Title_Normal;	蓝色称号	200	204	205	206						1		武林中身份地位的象征，战力榜排名第51~200名获得此称号	3	
TestActivity5	2004	再续情缘	Title_Normal;	蓝色称号	200	204	205	206						1		剑心未老，情缘未了！公测前参加官网英雄招募活动获得的特殊称号	3	
Title1	2005	纵横江湖	Title_Normal;	特殊称号（绿色）	200	219	220	221						1		微信游戏中心启动游戏获得此称号	2	
Title2	2006	红霸天下	Title_Normal;	特殊称号（红色）	200	222	223	224						1		QQ会员登录游戏获得此称号		
Title3	2007	玉堂人物	Title_Normal;	特殊称号（红色）	200	222	223	224						1		策马江湖，笑看乾坤！		
Title4	2008	十大家族宝贝	Title_Normal;	特殊称号（红色）	200	222	223	224	5184000					1		家族宝贝评选前十名		
Title5	2009	王者归来	Title_Normal;Title_Purple	紫色称号	200	207	208	209						1		老玩家回归特殊称号	4	
Title6	2010	开拓者	Title_Normal;Title_Purple	紫色称号	200	207	208	209						1		老玩家回归特殊称号	4	
Title7	2011	不可一世	Title_Normal;Title_Orange	橙色称号	200	213	214	215						1	恭喜「$M」全区服战力排名前500，获得了称号【不可一世】	全区服战力排名前500	6	
Title8	2012	天王豪杰	Title_Normal;Title_Orange	橙色称号	200	213	214	215						1	恭喜「$M」全区服天王战力排名前500，获得了称号【天王豪杰】	全区服天王战力排名前500	6	
Title9	2013	逍遥豪杰	Title_Normal;Title_Orange	橙色称号	200	213	214	215						1	恭喜「$M」全区服逍遥战力排名前500，获得了称号【逍遥豪杰】	全区服逍遥战力排名前500	6	
Title10	2014	桃花豪杰	Title_Normal;Title_Orange	橙色称号	200	213	214	215						1	恭喜「$M」全区服桃花战力排名前500，获得了称号【桃花豪杰】	全区服桃花战力排名前500	6	
Title11	2015	峨嵋豪杰	Title_Normal;Title_Orange	橙色称号	200	213	214	215						1	恭喜「$M」全区服峨嵋战力排名前500，获得了称号【峨嵋豪杰】	全区服峨嵋战力排名前500	6	
Title12	2016	武当豪杰	Title_Normal;Title_Orange	橙色称号	200	213	214	215						1	恭喜「$M」全区服武当战力排名前500，获得了称号【武当豪杰】	全区服武当战力排名前500	6	
Title13	2017	天忍豪杰	Title_Normal;Title_Orange	橙色称号	200	213	214	215						1	恭喜「$M」全区服天忍战力排名前500，获得了称号【天忍豪杰】	全区服天忍战力排名前500	6	
Title14	2018	少林豪杰	Title_Normal;Title_Orange	橙色称号	200	213	214	215						1	恭喜「$M」全区服少林战力排名前500，获得了称号【少林豪杰】	全区服少林战力排名前500	6	
Title15	2019	翠烟豪杰	Title_Normal;Title_Orange	橙色称号	200	213	214	215						1	恭喜「$M」全区服翠烟战力排名前500，获得了称号【翠烟豪杰】	全区服翠烟战力排名前500	6	
Title16	2020	唐门豪杰	Title_Normal;Title_Orange	橙色称号	200	213	214	215						1	恭喜「$M」全区服唐门战力排名前500，获得了称号【唐门豪杰】	全区服唐门战力排名前500	6	
Title17	2021	昆仑豪杰	Title_Normal;Title_Orange	橙色称号	200	213	214	215						1	恭喜「$M」全区服昆仑战力排名前500，获得了称号【昆仑豪杰】	全区服昆仑战力排名前500	6	
Title18	2022	第一人气家族	Title_Normal;Title_Orange	橙色称号	200	213	214	215						1		第一人气家族评选	6	
Title19	2023	盛典上宾	Title_Normal;Title_Orange	橙色称号	200	213	214	215						1		年度盛典发布会门票礼包附赠	6	
Title20	2024	五毒豪杰	Title_Normal;Title_Orange	橙色称号	200	213	214	215						1	恭喜「$M」全区服五毒战力排名前500，获得了称号【五毒豪杰】	全区服五毒战力排名前500	6	
Title21	2025	丐帮豪杰	Title_Normal;Title_Orange	橙色称号	200	213	214	215						1	恭喜「$M」全区服丐帮战力排名前500，获得了称号【丐帮豪杰】	全区服丐帮战力排名前500	6	
Title22	2026	长白魔女	Title_Normal;Title_Pink	粉色称号	200	210	211	212						1			5	
Title23	2027	毒步天下	Title_Normal;	特殊称号（红色）	200	222	223	224						1		趣味测试活动专属称号		
Title24	2028	丐世无双	Title_Normal;	特殊称号（红色）	200	222	223	224						1		趣味测试活动专属称号		
Title25	2029	侠士的名义	Title_Normal;	特殊称号（红色）	200	222	223	224	7776000					1				
Title26	2030	武林新秀	Title_Normal;Title_Pink	粉色称号	200	210	211	212	2592000					1		侠士初入江湖但已可见天赋异禀，新手福利活动获取	5	
Title27	2031	洪荒之力	Title_Normal;Title_Pink	粉色称号	200	210	211	212	2592000					1		整个江湖都知道侠士你有多努力，新服中表现突出达成成就获取	5	
Title28	2032	武林传说	Title_Normal;Title_Pink	粉色称号	200	210	211	212	2592000					1		不是每个人都配称“传说”二字的，资深老玩家重回江湖专属	5	
Title29	2033	名动江湖	Title_Normal;Title_Pink	粉色称号	200	210	211	212	2592000					1		一瞧便知是高手，资深老玩家重回江湖达成成就获取	5	
Title30	2034	如颖随行	Title_Normal;Title_Orange	橙色称号	200	213	214	215	7776000					1		钟爱颖宝宝，如影随形	6	
Title31	2035	铭记于新	Title_Normal;Title_Orange	橙色称号	200	213	214	215	7776000					1		男神我要把你放在心上，顶在头上，林更新代言剑侠情缘手游	6	
Title32	2036	颖宝宝	Title_Normal;Title_Orange	橙色称号	200	213	214	215	7776000					1		在下还是个宝宝	6	
Title33	2037	小萌新	Title_Normal;Title_Orange	橙色称号	200	213	214	215	7776000					1		我就是这么萌，比林更新还萌，双代言周年庆活动专属	6	
Title34	2038	仗剑携手庆周年	Title_Normal;Title_Pink	粉色称号	200	210	211	212	15552000					1		剑侠情缘一周年庆活动专属	5	
Title35	2039	江湖相逢 感谢有你	Title_Normal;Title_Pink	粉色称号	200	210	211	212	15552000					1		剑侠情缘一周年庆活动专属	5	
Title36	2040	一呼百应	Title_Normal;	特殊称号（红色）	200	222	223	224	7776000					1		大喊一声，有100个人回我你信吗？指定活动邀请好友达到要求后获取		
Title37	2041	藏剑豪杰	Title_Normal;Title_Orange	橙色称号	200	213	214	215						1	恭喜「$M」全区服藏剑战力排名前500，获得了称号【藏剑豪杰】	全区服藏剑战力排名前500	6	
Title38	2042	长歌豪杰	Title_Normal;Title_Orange	橙色称号	200	213	214	215						1	恭喜「$M」全区服长歌战力排名前500，获得了称号【长歌豪杰】	全区服长歌战力排名前500	6	
Title39	2043	第一潜龙	Title_Normal;Title_Pink	粉色称号	200	210	211	212						1		在潜龙头衔冲榜活动中位列[FFFE0D]第1名[-]	5	
Title40	2044	第一倚天	Title_Normal;Title_Pink	粉色称号	200	210	211	212						1		在倚天头衔冲榜活动中位列[FFFE0D]第1名[-]	5	
Title41	2045	十大潜龙	Title_Normal;Title_Purple	紫色称号	200	207	208	209						1		在潜龙头衔冲榜活动中位列[FFFE0D]第2-10名[-]	4	
Title42	2046	十大倚天	Title_Normal;Title_Purple	紫色称号	200	207	208	209						1		在倚天头衔冲榜活动中位列[FFFE0D]第2-10名[-]	4	
Title43	2047	棒打鸳鸯	Title_Normal;Title_Pink	粉色称号	200	210	211	212						1		在跨服历代名将活动中完成对项羽真身的最后一击	5	
Title44	2048	唯我独尊	Title_Normal;Title_Orange	橙色称号	200	213	214	215	604800					1	恭喜「$M」在跨服武林盟主活动中个人伤害排名第一，获得了称号【唯我独尊】	跨服武林盟主活动中个人伤害排行榜第1名，荣获此称号	6	
Title45	2049	不分伯仲	Title_Normal;Title_Pink	粉色称号	200	210	211	212	604800					1		跨服武林盟主活动中个人伤害排行榜第2-3名，荣获此称号	5	
Title46	2050	出类拔萃	Title_Normal;Title_Purple	紫色称号	200	207	208	209	604800					1		跨服武林盟主活动中个人伤害排行榜第4-10名，荣获此称号	4	
Title47	2051	良师益友	Title_Normal;Title_Purple	紫色称号	200	207	208	209	2592000					1		作为师父，在师徒节活动中成功挑战[FFFE0D]6次[-]师徒试炼	4	
Title48	2052	百世之师	Title_Normal;Title_Pink	粉色称号	200	210	211	212	2592000					1		作为师父，在师徒节活动中成功挑战[FFFE0D]12次[-]师徒试炼	5	
Title49	2053	得意门生	Title_Normal;Title_Purple	紫色称号	200	207	208	209	2592000					1		作为徒弟，在师徒节活动中成功挑战[FFFE0D]6次[-]师徒试炼	4	
Title50	2054	天山豪杰	Title_Normal;Title_Orange	橙色称号	200	213	214	215						1	恭喜「$M」全区服天山战力排名前500，获得了称号【天山豪杰】	全区服天山战力排名前500	6	
Title51	2055	剑启星途	Title_Normal;Title_Orange	橙色称号	200	213	214	215						1	恭喜侠士成为企鹅电竞专属人气主播，荣获此称号	恭喜侠士成为企鹅电竞专属人气主播，荣获此称号	6	
Title52	2056	黄金单身贵族	Title_Normal;Title_Gold	金色称号	200	216	217	218	2592000					1			7	
Title53	2057	姻缘一线牵	Title_Normal;Title_Pink	粉色称号	200	210	211	212						1		“剑侠奔现情缘故事”十佳人气，遇见情缘，奔向幸福！	5	
Title54	2058	霸刀豪杰	Title_Normal;Title_Orange	橙色称号	200	213	214	215						1	恭喜「$M」全区服霸刀战力排名前500，获得了称号【霸刀豪杰】	全区服霸刀战力排名前500	6	
Title55	2059	华山豪杰	Title_Normal;Title_Orange	橙色称号	200	213	214	215						1	恭喜「$M」全区服华山战力排名前500，获得了称号【华山豪杰】	全区服华山战力排名前500	6	
Title56	2060	明教豪杰	Title_Normal;Title_Orange	橙色称号	200	213	214	215						1	恭喜「$M」全区服明教战力排名前500，获得了称号【明教豪杰】	全区服明教战力排名前500	6	
Title57	2061	段氏豪杰	Title_Normal;Title_Orange	橙色称号	200	213	214	215						1	恭喜「$M」全区服段氏战力排名前500，获得了称号【段氏豪杰】	全区服段氏战力排名前500	6
Title58	2062	万花豪杰	Title_Normal;Title_Orange	橙色称号	200	213	214	215						1	恭喜「$M」全区服万花战力排名前500，获得了称号【万花豪杰】	全区服万花战力排名前500	6
Title59	2063	杨门豪杰	Title_Normal;Title_Orange	橙色称号	200	213	214	215						1	恭喜「$M」全区服杨门战力排名前500，获得了称号【杨门豪杰】	全区服杨门战力排名前500	6
Prison1	2100	擅越雷池	Title_Normal;	特殊称号（红色）	200	222	223	224						1		行不义之举，取不义之财。		
HK_Title1	2500	纵贯线第一帮	Title_Normal;	特殊称号（红色）	200	222	223	224	2592000					1				
HK_Title2	2501	南北二路大帮	Title_Normal;	特殊称号（红色）	200	222	223	224	2592000					1				
HK_Title3	2502	海线第一	Title_Normal;	特殊称号（红色）	200	222	223	224	2592000					1				
HK_Title4	2503	揸Fit人	Title_Normal;	特殊称号（红色）	200	222	223	224	2592000					1				
HK_Title5	2504	金牌打手	Title_Normal;	特殊称号（红色）	200	222	223	224	2592000					1				
HK_Title6	2505	古惑仔	Title_Normal;	特殊称号（红色）	200	222	223	224	2592000					1				
HK_Title7	2506	浊水溪霸主	Title_Normal;	特殊称号（红色）	200	222	223	224	2592000					1				
HK_Title8	2507	天下第一帮	Title_Normal;	特殊称号（红色）	200	222	223	224	2592000					1				
HK_Title9	2508	山线无敌	Title_Normal;	特殊称号（红色）	200	222	223	224	2592000					1				
HK_Title10	2509	纵贯江湖	Title_Normal;	特殊称号（红色）	200	222	223	224	2592000					1				
HK_Title11	2510	傲视群雄	Title_Normal;	蓝色称号	200	204	205	206	2592000					1			3	
HK_Title12	2511	超脱众人	Title_Normal;	蓝色称号	200	204	205	206	2592000					1			3	
HK_Title13	2512	独孤求败	Title_Normal;	蓝色称号	200	204	205	206	2592000					1			3	
HK_Title14	2513	盖世无双	Title_Normal;	蓝色称号	200	204	205	206	2592000					1			3	
HK_Title15	2514	绝顶高手	Title_Normal;	蓝色称号	200	204	205	206	2592000					1			3	
HK_Title16	2515	难逢敌手	Title_Normal;	蓝色称号	200	204	205	206	2592000					1			3	
HK_Title17	2516	惊鸿侠影	Title_Normal;Title_Orange	橙色称号	200	213	214	215						1			6	
HK_Title18	2517	名镇中原 	Title_Normal;Title_Orange	橙色称号	200	213	214	215						1			6	
HK_Title19	2518	震古铄今 	Title_Normal;Title_Orange	橙色称号	200	213	214	215						1			6	
