TemplateId	Name	Kind	ShowType	ItemType	DetailType	Level	RequireLevel	RealLevel	Icon	BigIcon	ObjID	Intro	Price	Quality	ItemValue	Sellable	ClassName	ResEffect	FightPower	Attrib1Type	Attrib1Value1	Attrib1Value2	Attrib1Value3	Attrib2Type	Attrib2Value1	Attrib2Value2	Attrib2Value3	Attrib3Type	Attrib3Value1	Attrib3Value2	Attrib3Value3	Attrib4Type	Attrib4Value1	Attrib4Value2	Attrib4Value3	Attrib5Type	Attrib5Value1	Attrib5Value2	Attrib5Value3	Attrib6Type	Attrib6Value1	Attrib6Value2	Attrib6Value3	Attrib7Type	Attrib7Value1	Attrib7Value2	Attrib7Value3	Attrib8Type	Attrib8Value1	Attrib8Value2	Attrib8Value3	Attrib9Type	Attrib9Value1	Attrib9Value2	Attrib9Value3	Attrib10Type	Attrib10Value1	Attrib10Value2	Attrib10Value3	HoleCount	InsetLevel	FactionLimit
4400	天忍武器外装T1·颜色4	T1_TRWeaponWaiyi_Q4	12124	14	1	1	1					[FFFE0D]仅天忍可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													6
6194	天忍武器外装T1·颜色5	T1_TRWeaponWaiyi_Q5	12162	14	1	1	1					[FFFE0D]仅天忍可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													6
4401	少林武器外装T1·颜色1	T1_SLWeaponWaiyi_Q1	12125	14	1	1	1					[FFFE0D]仅少林可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													7
4402	少林武器外装T1·颜色2	T1_SLWeaponWaiyi_Q2	12126	14	1	1	1					[FFFE0D]仅少林可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													7
4403	少林武器外装T1·颜色3	T1_SLWeaponWaiyi_Q3	12127	14	1	1	1					[FFFE0D]仅少林可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													7
4404	少林武器外装T1·颜色4	T1_SLWeaponWaiyi_Q4	12128	14	1	1	1					[FFFE0D]仅少林可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													7
6195	少林武器外装T1·颜色5	T1_SLWeaponWaiyi_Q5	12163	14	1	1	1					[FFFE0D]仅少林可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													7
4405	翠烟武器外装T1·颜色1	T1_CYWeaponWaiyi_Q1	12129	14	1	1	1					[FFFE0D]仅翠烟可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													8
4406	翠烟武器外装T1·颜色2	T1_CYWeaponWaiyi_Q2	12130	14	1	1	1					[FFFE0D]仅翠烟可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													8
4407	翠烟武器外装T1·颜色3	T1_CYWeaponWaiyi_Q3	12131	14	1	1	1					[FFFE0D]仅翠烟可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													8
4408	翠烟武器外装T1·颜色4	T1_CYWeaponWaiyi_Q4	12132	14	1	1	1					[FFFE0D]仅翠烟可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													8
6196	翠烟武器外装T1·颜色5	T1_CYWeaponWaiyi_Q5	12164	14	1	1	1					[FFFE0D]仅翠烟可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													8
4409	唐门武器外装T1·颜色1	T1_TMWeaponWaiyi_Q1	12133	14	1	1	1					[FFFE0D]仅唐门可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													9
4410	唐门武器外装T1·颜色2	T1_TMWeaponWaiyi_Q2	12134	14	1	1	1					[FFFE0D]仅唐门可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													9
4411	唐门武器外装T1·颜色3	T1_TMWeaponWaiyi_Q3	12135	14	1	1	1					[FFFE0D]仅唐门可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													9
4412	唐门武器外装T1·颜色4	T1_TMWeaponWaiyi_Q4	12136	14	1	1	1					[FFFE0D]仅唐门可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													9
6197	唐门武器外装T1·颜色5	T1_TMWeaponWaiyi_Q5	12165	14	1	1	1					[FFFE0D]仅唐门可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													9
4413	昆仑武器外装T1·颜色1	T1_KLWeaponWaiyi_Q1	12137	14	1	1	1					[FFFE0D]仅昆仑可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													10
4414	昆仑武器外装T1·颜色2	T1_KLWeaponWaiyi_Q2	12138	14	1	1	1					[FFFE0D]仅昆仑可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													10
4415	昆仑武器外装T1·颜色3	T1_KLWeaponWaiyi_Q3	12139	14	1	1	1					[FFFE0D]仅昆仑可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													10
4416	昆仑武器外装T1·颜色4	T1_KLWeaponWaiyi_Q4	12140	14	1	1	1					[FFFE0D]仅昆仑可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													10
6198	昆仑武器外装T1·颜色5	T1_KLWeaponWaiyi_Q5	12166	14	1	1	1					[FFFE0D]仅昆仑可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													10
4417	丐帮武器外装T1·颜色1	T1_GBWeaponWaiyi_Q1	12141	14	1	1	1					[FFFE0D]仅丐帮可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													11
4418	丐帮武器外装T1·颜色2	T1_GBWeaponWaiyi_Q2	12142	14	1	1	1					[FFFE0D]仅丐帮可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													11
4419	丐帮武器外装T1·颜色3	T1_GBWeaponWaiyi_Q3	12143	14	1	1	1					[FFFE0D]仅丐帮可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													11
4420	丐帮武器外装T1·颜色4	T1_GBWeaponWaiyi_Q4	12144	14	1	1	1					[FFFE0D]仅丐帮可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													11
6199	丐帮武器外装T1·颜色5	T1_GBWeaponWaiyi_Q5	12167	14	1	1	1					[FFFE0D]仅丐帮可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													11
4421	五毒武器外装T1·颜色1	T1_WUDUWeaponWaiyi_Q1	12145	14	1	1	1					[FFFE0D]仅五毒可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													12
4422	五毒武器外装T1·颜色2	T1_WUDUWeaponWaiyi_Q2	12146	14	1	1	1					[FFFE0D]仅五毒可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													12
4423	五毒武器外装T1·颜色3	T1_WUDUWeaponWaiyi_Q3	12147	14	1	1	1					[FFFE0D]仅五毒可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													12
4424	五毒武器外装T1·颜色4	T1_WUDUWeaponWaiyi_Q4	12148	14	1	1	1					[FFFE0D]仅五毒可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													12
6200	五毒武器外装T1·颜色5	T1_WUDUWeaponWaiyi_Q5	12168	14	1	1	1					[FFFE0D]仅五毒可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													12
5351	藏剑武器外装T1·颜色1	T1_CJWeaponWaiyi_Q1	12149	14	1	1	1					[FFFE0D]仅藏剑可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													13
5352	藏剑武器外装T1·颜色2	T1_CJWeaponWaiyi_Q2	12150	14	1	1	1					[FFFE0D]仅藏剑可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													13
5353	藏剑武器外装T1·颜色3	T1_CJWeaponWaiyi_Q3	12151	14	1	1	1					[FFFE0D]仅藏剑可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													13
5354	藏剑武器外装T1·颜色4	T1_CJWeaponWaiyi_Q4	12152	14	1	1	1					[FFFE0D]仅藏剑可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													13
6201	藏剑武器外装T1·颜色5	T1_CJWeaponWaiyi_Q5	12169	14	1	1	1					[FFFE0D]仅藏剑可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													13
5355	长歌武器外装T1·颜色1	T1_CGWeaponWaiyi_Q1	12153	14	1	1	1					[FFFE0D]仅长歌可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													14
5356	长歌武器外装T1·颜色2	T1_CGWeaponWaiyi_Q2	12154	14	1	1	1					[FFFE0D]仅长歌可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													14
5357	长歌武器外装T1·颜色3	T1_CGWeaponWaiyi_Q3	12155	14	1	1	1					[FFFE0D]仅长歌可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													14
5358	长歌武器外装T1·颜色4	T1_CGWeaponWaiyi_Q4	12156	14	1	1	1					[FFFE0D]仅长歌可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													14
6202	长歌武器外装T1·颜色5	T1_CGWeaponWaiyi_Q5	12170	14	1	1	1					[FFFE0D]仅长歌可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													14
6701	天山武器外装T1·颜色1	T1_TSWeaponWaiyi_Q1	12201	14	1	1	1					[FFFE0D]仅天山可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													15
6702	天山武器外装T1·颜色2	T1_TSWeaponWaiyi_Q2	12202	14	1	1	1					[FFFE0D]仅天山可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													15
6703	天山武器外装T1·颜色3	T1_TSWeaponWaiyi_Q3	12203	14	1	1	1					[FFFE0D]仅天山可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													15
6704	天山武器外装T1·颜色4	T1_TSWeaponWaiyi_Q4	12204	14	1	1	1					[FFFE0D]仅天山可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													15
6705	天山武器外装T1·颜色5	T1_TSWeaponWaiyi_Q5	12171	14	1	1	1					[FFFE0D]仅天山可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													15
7515	霸刀武器外装T1·颜色1	T1_BDWeaponWaiyi_Q1	12209	14	1	1	1					[FFFE0D]仅霸刀可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													16
7516	霸刀武器外装T1·颜色2	T1_BDWeaponWaiyi_Q2	12210	14	1	1	1					[FFFE0D]仅霸刀可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													16
7517	霸刀武器外装T1·颜色3	T1_BDWeaponWaiyi_Q3	12211	14	1	1	1					[FFFE0D]仅霸刀可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													16
7518	霸刀武器外装T1·颜色4	T1_BDWeaponWaiyi_Q4	12212	14	1	1	1					[FFFE0D]仅霸刀可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													16
7519	霸刀武器外装T1·颜色5	T1_BDWeaponWaiyi_Q5	12172	14	1	1	1					[FFFE0D]仅霸刀可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													16
8440	华山武器外装T1·颜色1	T1_HSWeaponWaiyi_Q1	12213	14	1	1	1					[FFFE0D]仅华山可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													17
8441	华山武器外装T1·颜色2	T1_HSWeaponWaiyi_Q2	12214	14	1	1	1					[FFFE0D]仅华山可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													17
8442	华山武器外装T1·颜色3	T1_HSWeaponWaiyi_Q3	12215	14	1	1	1					[FFFE0D]仅华山可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													17
8443	华山武器外装T1·颜色4	T1_HSWeaponWaiyi_Q4	12216	14	1	1	1					[FFFE0D]仅华山可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													17
8444	华山武器外装T1·颜色5	T1_HSWeaponWaiyi_Q5	12173	14	1	1	1					[FFFE0D]仅华山可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													17
9719	明教武器外装T1·颜色1	T1_MJWeaponWaiyi_Q1	12217	14	1	1	1					[FFFE0D]仅明教可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													18
9720	明教武器外装T1·颜色2	T1_MJWeaponWaiyi_Q2	12218	14	1	1	1					[FFFE0D]仅明教可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													18
9721	明教武器外装T1·颜色3	T1_MJWeaponWaiyi_Q3	12219	14	1	1	1					[FFFE0D]仅明教可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													18
9722	明教武器外装T1·颜色4	T1_MJWeaponWaiyi_Q4	12220	14	1	1	1					[FFFE0D]仅明教可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													18
9723	明教武器外装T1·颜色5	T1_MJWeaponWaiyi_Q5	12174	14	1	1	1					[FFFE0D]仅明教可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													18
10495	段氏武器外装T1·颜色1	T1_DSWeaponWaiyi_Q1	12229	14	1	1	1					[FFFE0D]仅段氏可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													19
10496	段氏武器外装T1·颜色2	T1_DSWeaponWaiyi_Q2	12230	14	1	1	1					[FFFE0D]仅段氏可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													19
10497	段氏武器外装T1·颜色3	T1_DSWeaponWaiyi_Q3	12231	14	1	1	1					[FFFE0D]仅段氏可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													19
10498	段氏武器外装T1·颜色4	T1_DSWeaponWaiyi_Q4	12232	14	1	1	1					[FFFE0D]仅段氏可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													19
10499	段氏武器外装T1·颜色5	T1_DSWeaponWaiyi_Q5	12175	14	1	1	1					[FFFE0D]仅段氏可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													19
11051	万花武器外装T1·颜色1	T1_WHWeaponWaiyi_Q1	12233	14	1	1	1					[FFFE0D]仅万花可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													20
11052	万花武器外装T1·颜色2	T1_WHWeaponWaiyi_Q2	12234	14	1	1	1					[FFFE0D]仅万花可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													20
11053	万花武器外装T1·颜色3	T1_WHWeaponWaiyi_Q3	12235	14	1	1	1					[FFFE0D]仅万花可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													20
11054	万花武器外装T1·颜色4	T1_WHWeaponWaiyi_Q4	12236	14	1	1	1					[FFFE0D]仅万花可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													20
11055	万花武器外装T1·颜色5	T1_WHWeaponWaiyi_Q5	12176	14	1	1	1					[FFFE0D]仅万花可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													20
11838	杨门武器外装T1·颜色1	T1_YMWeaponWaiyi_Q1	12253	14	1	1	1					[FFFE0D]仅杨门可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													21
11839	杨门武器外装T1·颜色2	T1_YMWeaponWaiyi_Q2	12254	14	1	1	1					[FFFE0D]仅杨门可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													21
11840	杨门武器外装T1·颜色3	T1_YMWeaponWaiyi_Q3	12255	14	1	1	1					[FFFE0D]仅杨门可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													21
11841	杨门武器外装T1·颜色4	T1_YMWeaponWaiyi_Q4	12256	14	1	1	1					[FFFE0D]仅杨门可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													21
11842	杨门武器外装T1·颜色5	T1_YMWeaponWaiyi_Q5	12177	14	1	1	1					[FFFE0D]仅杨门可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													21
6706	武器外装T2·颜色1（枫韵）	T2_TWWeaponWaiyi_Q1	12205	14	1	1	1					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	81	25000	1	waiyi																																													
6707	武器外装T2·颜色2（枫韵）	T2_TWWeaponWaiyi_Q2	12206	14	1	1	1					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	81	25000	1	waiyi																																													
6708	武器外装T2·颜色3（枫韵）	T2_TWWeaponWaiyi_Q3	12207	14	1	1	1					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	81	25000	1	waiyi																																													
6709	武器外装T2·颜色4（枫韵）	T2_TWWeaponWaiyi_Q4	12208	14	1	1	1					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	81	25000	1	waiyi																																													
11931	武器外装T2·颜色1（枫韵）（3天）	T2_TWWeaponWaiyi_Q1_D3	12205	14	1	1	1					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	81	25000	1	waiyi																																													
9725	武器外装T3·颜色1（仙羽）	T3_WeaponWaiyi_Q1	12221	14	1	1	1					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	81	25000	1	waiyi																																													
9726	武器外装T3·颜色2（仙羽）	T3_WeaponWaiyi_Q2	12222	14	1	1	1					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	81	25000	1	waiyi																																													
9727	武器外装T3·颜色3（仙羽）	T3_WeaponWaiyi_Q3	12223	14	1	1	1					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	81	25000	1	waiyi																																													
9728	武器外装T3·颜色4（仙羽）	T3_WeaponWaiyi_Q4	12224	14	1	1	1					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	81	25000	1	waiyi																																													
10250	武器外装T3·颜色1（仙羽）（20天）	T3_WeaponWaiyi_Q1_D20	12221	14	1	1	1					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]	25000	81	25000	1	waiyi																																													
10441	武器外装T3B·颜色1（高级仙羽）	T3B_WeaponWaiyi_Q1	12225	14	1	1	1					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	81	25000	1	waiyi																																													
10442	武器外装T3B·颜色2（高级仙羽）	T3B_WeaponWaiyi_Q2	12226	14	1	1	1					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	81	25000	1	waiyi																																													
10443	武器外装T3B·颜色3（高级仙羽）	T3B_WeaponWaiyi_Q3	12227	14	1	1	1					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	81	25000	1	waiyi																																													
10444	武器外装T3B·颜色4（高级仙羽）	T3B_WeaponWaiyi_Q4	12228	14	1	1	1					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	81	25000	1	waiyi																																													
11056	武器外装T4·颜色1（芳华）	T4_WeaponWaiyi_Q1	12237	14	1	1	1					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	81	25000	1	waiyi																																													
11057	武器外装T4·颜色2（芳华）	T4_WeaponWaiyi_Q2	12238	14	1	1	1					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	81	25000	1	waiyi																																													
11058	武器外装T4·颜色3（芳华）	T4_WeaponWaiyi_Q3	12239	14	1	1	1					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	81	25000	1	waiyi																																													
