TemplateId	Name	Kind	ShowType	ItemType	DetailType	Level	RequireLevel	RealLevel	Icon	BigIcon	ObjID	Intro	Price	Quality	ItemValue	Sellable	ClassName	ResEffect	FightPower	Attrib1Type	Attrib1Value1	Attrib1Value2	Attrib1Value3	Attrib2Type	Attrib2Value1	Attrib2Value2	Attrib2Value3	Attrib3Type	Attrib3Value1	Attrib3Value2	Attrib3Value3	Attrib4Type	Attrib4Value1	Attrib4Value2	Attrib4Value3	Attrib5Type	Attrib5Value1	Attrib5Value2	Attrib5Value3	Attrib6Type	Attrib6Value1	Attrib6Value2	Attrib6Value3	Attrib7Type	Attrib7Value1	Attrib7Value2	Attrib7Value3	Attrib8Type	Attrib8Value1	Attrib8Value2	Attrib8Value3	Attrib9Type	Attrib9Value1	Attrib9Value2	Attrib9Value3	Attrib10Type	Attrib10Value1	Attrib10Value2	Attrib10Value3	Active10Type	Active1Type	Active2Type	Active3Type	Active4Type	Active5Type	Active6Type	Active7Type	Active8Type	Active9Type
999037	真•梦魇Lv7	horse004_999037	999037	11	1	6	1	6	4051	4051		真•梦魇Lv7		7	59000000		horse		59000	runspeed_v	540			defense_v	5000			lifemax_v	8000			all_series_resist_v	550			basic_damage_v	800		800	resist_allspecialstate_rate_v	580			resist_allspecialstate_time_v	580			lifemax_p	28			physics_potentialdamage_p	28			enhance_final_damage_p	7				1	1	0	0	0	0	0	0	0
999038	真•梦魇Lv8	horse004_999038	999038	11	1	6	1	6	4051	4051		真•梦魇Lv8		7	61000000		horse		61000	runspeed_v	560			defense_v	5500			lifemax_v	8500			all_series_resist_v	600			basic_damage_v	850		850	resist_allspecialstate_rate_v	620			resist_allspecialstate_time_v	620			lifemax_p	30			physics_potentialdamage_p	30			enhance_final_damage_p	8				1	1	0	0	0	0	0	0	0
999039	真•梦魇Lv9	horse004_999039	999039	11	1	6	1	6	4051	4051		真•梦魇Lv9		7	63000000		horse		63000	runspeed_v	580			defense_v	6000			lifemax_v	9000			all_series_resist_v	650			basic_damage_v	900		900	resist_allspecialstate_rate_v	660			resist_allspecialstate_time_v	660			lifemax_p	32			physics_potentialdamage_p	32			enhance_final_damage_p	9				1	1	0	0	0	0	0	0	0
999040	真•梦魇Lv10	horse004_999040	999040	11	1	6	1	6	4051	4051		真•梦魇Lv10		7	65000000		horse		65000	runspeed_v	600			defense_v	6500			lifemax_v	9500			all_series_resist_v	700			basic_damage_v	950		950	resist_allspecialstate_rate_v	700			resist_allspecialstate_time_v	700			lifemax_p	34			physics_potentialdamage_p	34			enhance_final_damage_p	10				1	1	0	0	0	0	0	0	0
999041	真•龙鳞凤羽Lv1	horse004_999041	999041	11	1	6	1	6	4859	4859		真•龙鳞凤羽Lv1		7	47000000		horse		47000	runspeed_v	420			defense_v	2000			lifemax_v	5000			all_series_resist_v	250			basic_damage_v	500		500	resist_allspecialstate_rate_v	340			resist_allspecialstate_time_v	340			lifemax_p	16			physics_potentialdamage_p	16			enhance_final_damage_p	1				1	1	0	0	0	0	0	0	0
999042	真•龙鳞凤羽Lv2	horse004_999042	999042	11	1	6	1	6	4859	4859		真•龙鳞凤羽Lv2		7	49000000		horse		49000	runspeed_v	440			defense_v	2500			lifemax_v	5500			all_series_resist_v	300			basic_damage_v	550		550	resist_allspecialstate_rate_v	380			resist_allspecialstate_time_v	380			lifemax_p	18			physics_potentialdamage_p	18			enhance_final_damage_p	2				1	1	0	0	0	0	0	0	0
999043	真•龙鳞凤羽Lv3	horse004_999043	999043	11	1	6	1	6	4859	4859		真•龙鳞凤羽Lv3		7	51000000		horse		51000	runspeed_v	460			defense_v	3000			lifemax_v	6000			all_series_resist_v	350			basic_damage_v	600		600	resist_allspecialstate_rate_v	420			resist_allspecialstate_time_v	420			lifemax_p	20			physics_potentialdamage_p	20			enhance_final_damage_p	3				1	1	0	0	0	0	0	0	0
999044	真•龙鳞凤羽Lv4	horse004_999044	999044	11	1	6	1	6	4859	4859		真•龙鳞凤羽Lv4		7	53000000		horse		53000	runspeed_v	480			defense_v	3500			lifemax_v	6500			all_series_resist_v	400			basic_damage_v	650		650	resist_allspecialstate_rate_v	460			resist_allspecialstate_time_v	460			lifemax_p	22			physics_potentialdamage_p	22			enhance_final_damage_p	4				1	1	0	0	0	0	0	0	0
999045	真•龙鳞凤羽Lv5	horse004_999045	999045	11	1	6	1	6	4859	4859		真•龙鳞凤羽Lv5		7	55000000		horse		55000	runspeed_v	500			defense_v	4000			lifemax_v	7000			all_series_resist_v	450			basic_damage_v	700		700	resist_allspecialstate_rate_v	500			resist_allspecialstate_time_v	500			lifemax_p	24			physics_potentialdamage_p	24			enhance_final_damage_p	5				1	1	0	0	0	0	0	0	0
999046	真•龙鳞凤羽Lv6	horse004_999046	999046	11	1	6	1	6	4859	4859		真•龙鳞凤羽Lv6		7	57000000		horse		57000	runspeed_v	520			defense_v	4500			lifemax_v	7500			all_series_resist_v	500			basic_damage_v	750		750	resist_allspecialstate_rate_v	540			resist_allspecialstate_time_v	540			lifemax_p	26			physics_potentialdamage_p	26			enhance_final_damage_p	6				1	1	0	0	0	0	0	0	0
999047	真•龙鳞凤羽Lv7	horse004_999047	999047	11	1	6	1	6	4859	4859		真•龙鳞凤羽Lv7		7	59000000		horse		59000	runspeed_v	540			defense_v	5000			lifemax_v	8000			all_series_resist_v	550			basic_damage_v	800		800	resist_allspecialstate_rate_v	580			resist_allspecialstate_time_v	580			lifemax_p	28			physics_potentialdamage_p	28			enhance_final_damage_p	7				1	1	0	0	0	0	0	0	0
999048	真•龙鳞凤羽Lv8	horse004_999048	999048	11	1	6	1	6	4859	4859		真•龙鳞凤羽Lv8		7	61000000		horse		61000	runspeed_v	560			defense_v	5500			lifemax_v	8500			all_series_resist_v	600			basic_damage_v	850		850	resist_allspecialstate_rate_v	620			resist_allspecialstate_time_v	620			lifemax_p	30			physics_potentialdamage_p	30			enhance_final_damage_p	8				1	1	0	0	0	0	0	0	0
999049	真•龙鳞凤羽Lv9	horse004_999049	999049	11	1	6	1	6	4859	4859		真•龙鳞凤羽Lv9		7	63000000		horse		63000	runspeed_v	580			defense_v	6000			lifemax_v	9000			all_series_resist_v	650			basic_damage_v	900		900	resist_allspecialstate_rate_v	660			resist_allspecialstate_time_v	660			lifemax_p	32			physics_potentialdamage_p	32			enhance_final_damage_p	9				1	1	0	0	0	0	0	0	0
999050	真•龙鳞凤羽Lv10	horse004_999050	999050	11	1	6	1	6	4859	4859		真•龙鳞凤羽Lv10		7	65000000		horse		65000	runspeed_v	600			defense_v	6500			lifemax_v	9500			all_series_resist_v	700			basic_damage_v	950		950	resist_allspecialstate_rate_v	700			resist_allspecialstate_time_v	700			lifemax_p	34			physics_potentialdamage_p	34			enhance_final_damage_p	10				1	1	0	0	0	0	0	0	0
999051	真•大天使之驹Lv1	horse004_999051	999051	11	1	6	1	6	5359	5359		真•大天使之驹Lv1		7	47000000		horse		47000	runspeed_v	420			defense_v	2000			lifemax_v	5000			all_series_resist_v	250			basic_damage_v	500		500	resist_allspecialstate_rate_v	340			resist_allspecialstate_time_v	340			lifemax_p	16			physics_potentialdamage_p	16			enhance_final_damage_p	1				1	1	0	0	0	0	0	0	0
999052	真•大天使之驹Lv2	horse004_999052	999052	11	1	6	1	6	5359	5359		真•大天使之驹Lv2		7	49000000		horse		49000	runspeed_v	440			defense_v	2500			lifemax_v	5500			all_series_resist_v	300			basic_damage_v	550		550	resist_allspecialstate_rate_v	380			resist_allspecialstate_time_v	380			lifemax_p	18			physics_potentialdamage_p	18			enhance_final_damage_p	2				1	1	0	0	0	0	0	0	0
999053	真•大天使之驹Lv3	horse004_999053	999053	11	1	6	1	6	5359	5359		真•大天使之驹Lv3		7	51000000		horse		51000	runspeed_v	460			defense_v	3000			lifemax_v	6000			all_series_resist_v	350			basic_damage_v	600		600	resist_allspecialstate_rate_v	420			resist_allspecialstate_time_v	420			lifemax_p	20			physics_potentialdamage_p	20			enhance_final_damage_p	3				1	1	0	0	0	0	0	0	0
999054	真•大天使之驹Lv4	horse004_999054	999054	11	1	6	1	6	5359	5359		真•大天使之驹Lv4		7	53000000		horse		53000	runspeed_v	480			defense_v	3500			lifemax_v	6500			all_series_resist_v	400			basic_damage_v	650		650	resist_allspecialstate_rate_v	460			resist_allspecialstate_time_v	460			lifemax_p	22			physics_potentialdamage_p	22			enhance_final_damage_p	4				1	1	0	0	0	0	0	0	0
999055	真•大天使之驹Lv5	horse004_999055	999055	11	1	6	1	6	5359	5359		真•大天使之驹Lv5		7	55000000		horse		55000	runspeed_v	500			defense_v	4000			lifemax_v	7000			all_series_resist_v	450			basic_damage_v	700		700	resist_allspecialstate_rate_v	500			resist_allspecialstate_time_v	500			lifemax_p	24			physics_potentialdamage_p	24			enhance_final_damage_p	5				1	1	0	0	0	0	0	0	0
999056	真•大天使之驹Lv6	horse004_999056	999056	11	1	6	1	6	5359	5359		真•大天使之驹Lv6		7	57000000		horse		57000	runspeed_v	520			defense_v	4500			lifemax_v	7500			all_series_resist_v	500			basic_damage_v	750		750	resist_allspecialstate_rate_v	540			resist_allspecialstate_time_v	540			lifemax_p	26			physics_potentialdamage_p	26			enhance_final_damage_p	6				1	1	0	0	0	0	0	0	0
999057	真•大天使之驹Lv7	horse004_999057	999057	11	1	6	1	6	5359	5359		真•大天使之驹Lv7		7	59000000		horse		59000	runspeed_v	540			defense_v	5000			lifemax_v	8000			all_series_resist_v	550			basic_damage_v	800		800	resist_allspecialstate_rate_v	580			resist_allspecialstate_time_v	580			lifemax_p	28			physics_potentialdamage_p	28			enhance_final_damage_p	7				1	1	0	0	0	0	0	0	0
999058	真•大天使之驹Lv8	horse004_999058	999058	11	1	6	1	6	5359	5359		真•大天使之驹Lv8		7	61000000		horse		61000	runspeed_v	560			defense_v	5500			lifemax_v	8500			all_series_resist_v	600			basic_damage_v	850		850	resist_allspecialstate_rate_v	620			resist_allspecialstate_time_v	620			lifemax_p	30			physics_potentialdamage_p	30			enhance_final_damage_p	8				1	1	0	0	0	0	0	0	0
999059	真•大天使之驹Lv9	horse004_999059	999059	11	1	6	1	6	5359	5359		真•大天使之驹Lv9		7	63000000		horse		63000	runspeed_v	580			defense_v	6000			lifemax_v	9000			all_series_resist_v	650			basic_damage_v	900		900	resist_allspecialstate_rate_v	660			resist_allspecialstate_time_v	660			lifemax_p	32			physics_potentialdamage_p	32			enhance_final_damage_p	9				1	1	0	0	0	0	0	0	0
999060	真•大天使之驹Lv10	horse004_999060	999060	11	1	6	1	6	5359	5359		真•大天使之驹Lv10		7	65000000		horse		65000	runspeed_v	600			defense_v	6500			lifemax_v	9500			all_series_resist_v	700			basic_damage_v	950		950	resist_allspecialstate_rate_v	700			resist_allspecialstate_time_v	700			lifemax_p	34			physics_potentialdamage_p	34			enhance_final_damage_p	10				1	1	0	0	0	0	0	0	0
999061	真•宝蓝Lv1	horse004_999061	999061	11	1	6	1	6	7152	7152		真•宝蓝Lv1		7	47000000		horse		47000	runspeed_v	420			defense_v	2000			lifemax_v	5000			all_series_resist_v	250			basic_damage_v	500		500	resist_allspecialstate_rate_v	340			resist_allspecialstate_time_v	340			lifemax_p	16			physics_potentialdamage_p	16			enhance_final_damage_p	1				1	1	0	0	0	0	0	0	0
999062	真•宝蓝Lv2	horse004_999062	999062	11	1	6	1	6	7152	7152		真•宝蓝Lv2		7	49000000		horse		49000	runspeed_v	440			defense_v	2500			lifemax_v	5500			all_series_resist_v	300			basic_damage_v	550		550	resist_allspecialstate_rate_v	380			resist_allspecialstate_time_v	380			lifemax_p	18			physics_potentialdamage_p	18			enhance_final_damage_p	2				1	1	0	0	0	0	0	0	0
999063	真•宝蓝Lv3	horse004_999063	999063	11	1	6	1	6	7152	7152		真•宝蓝Lv3		7	51000000		horse		51000	runspeed_v	460			defense_v	3000			lifemax_v	6000			all_series_resist_v	350			basic_damage_v	600		600	resist_allspecialstate_rate_v	420			resist_allspecialstate_time_v	420			lifemax_p	20			physics_potentialdamage_p	20			enhance_final_damage_p	3				1	1	0	0	0	0	0	0	0
999064	真•宝蓝Lv4	horse004_999064	999064	11	1	6	1	6	7152	7152		真•宝蓝Lv4		7	53000000		horse		53000	runspeed_v	480			defense_v	3500			lifemax_v	6500			all_series_resist_v	400			basic_damage_v	650		650	resist_allspecialstate_rate_v	460			resist_allspecialstate_time_v	460			lifemax_p	22			physics_potentialdamage_p	22			enhance_final_damage_p	4				1	1	0	0	0	0	0	0	0
999065	真•宝蓝Lv5	horse004_999065	999065	11	1	6	1	6	7152	7152		真•宝蓝Lv5		7	55000000		horse		55000	runspeed_v	500			defense_v	4000			lifemax_v	7000			all_series_resist_v	450			basic_damage_v	700		700	resist_allspecialstate_rate_v	500			resist_allspecialstate_time_v	500			lifemax_p	24			physics_potentialdamage_p	24			enhance_final_damage_p	5				1	1	0	0	0	0	0	0	0
999066	真•宝蓝Lv6	horse004_999066	999066	11	1	6	1	6	7152	7152		真•宝蓝Lv6		7	57000000		horse		57000	runspeed_v	520			defense_v	4500			lifemax_v	7500			all_series_resist_v	500			basic_damage_v	750		750	resist_allspecialstate_rate_v	540			resist_allspecialstate_time_v	540			lifemax_p	26			physics_potentialdamage_p	26			enhance_final_damage_p	6				1	1	0	0	0	0	0	0	0
999067	真•宝蓝Lv7	horse004_999067	999067	11	1	6	1	6	7152	7152		真•宝蓝Lv7		7	59000000		horse		59000	runspeed_v	540			defense_v	5000			lifemax_v	8000			all_series_resist_v	550			basic_damage_v	800		800	resist_allspecialstate_rate_v	580			resist_allspecialstate_time_v	580			lifemax_p	28			physics_potentialdamage_p	28			enhance_final_damage_p	7				1	1	0	0	0	0	0	0	0
999068	真•宝蓝Lv8	horse004_999068	999068	11	1	6	1	6	7152	7152		真•宝蓝Lv8		7	61000000		horse		61000	runspeed_v	560			defense_v	5500			lifemax_v	8500			all_series_resist_v	600			basic_damage_v	850		850	resist_allspecialstate_rate_v	620			resist_allspecialstate_time_v	620			lifemax_p	30			physics_potentialdamage_p	30			enhance_final_damage_p	8				1	1	0	0	0	0	0	0	0
999069	真•宝蓝Lv9	horse004_999069	999069	11	1	6	1	6	7152	7152		真•宝蓝Lv9		7	63000000		horse		63000	runspeed_v	580			defense_v	6000			lifemax_v	9000			all_series_resist_v	650			basic_damage_v	900		900	resist_allspecialstate_rate_v	660			resist_allspecialstate_time_v	660			lifemax_p	32			physics_potentialdamage_p	32			enhance_final_damage_p	9				1	1	0	0	0	0	0	0	0
999070	真•宝蓝Lv10	horse004_999070	999070	11	1	6	1	6	7152	7152		真•宝蓝Lv10		7	65000000		horse		65000	runspeed_v	600			defense_v	6500			lifemax_v	9500			all_series_resist_v	700			basic_damage_v	950		950	resist_allspecialstate_rate_v	700			resist_allspecialstate_time_v	700			lifemax_p	34			physics_potentialdamage_p	34			enhance_final_damage_p	10				1	1	0	0	0	0	0	0	0
999071	炽天梦魔Lv1	horse004_999071	999071	11	1	6	1	6	4051	4051		炽天梦魔Lv1		7	47000000		horse		150000	runspeed_v	500			defense_v	1500			lifemax_v	5000			all_series_resist_v	230			basic_damage_v	480		480	resist_allspecialstate_rate_v	310			resist_allspecialstate_time_v	310			lifemax_p	19			physics_potentialdamage_p	19								1	1	0	0	0	0	0	0	0
999072	炽天梦魔Lv2	horse004_999072	999072	11	1	6	1	6	4051	4051		炽天梦魔Lv2		7	49000000		horse		185000	runspeed_v	500			defense_v	1500			lifemax_v	5500			all_series_resist_v	260			basic_damage_v	530		530	resist_allspecialstate_rate_v	330			resist_allspecialstate_time_v	330			lifemax_p	21			physics_potentialdamage_p	21								1	1	0	0	0	0	0	0	0
999073	炽天梦魔Lv3	horse004_999073	999073	11	1	6	1	6	4051	4051		炽天梦魔Lv3		7	51000000		horse		230000	runspeed_v	500			defense_v	1500			lifemax_v	6000			all_series_resist_v	290			basic_damage_v	580		580	resist_allspecialstate_rate_v	350			resist_allspecialstate_time_v	350			lifemax_p	23			physics_potentialdamage_p	23								1	1	0	0	0	0	0	0	0
999074	炽天梦魔Lv4	horse004_999074	999074	11	1	6	1	6	4051	4051		炽天梦魔Lv4		7	53000000		horse		255000	runspeed_v	500			defense_v	1500			lifemax_v	6500			all_series_resist_v	320			basic_damage_v	630		630	resist_allspecialstate_rate_v	370			resist_allspecialstate_time_v	370			lifemax_p	25			physics_potentialdamage_p	25								1	1	0	0	0	0	0	0	0
999075	炽天梦魔Lv5	horse004_999075	999075	11	1	6	1	6	4051	4051		炽天梦魔Lv5		7	55000000		horse		280000	runspeed_v	500			defense_v	1500			lifemax_v	7000			all_series_resist_v	350			basic_damage_v	680		680	resist_allspecialstate_rate_v	390			resist_allspecialstate_time_v	390			lifemax_p	27			physics_potentialdamage_p	27								1	1	0	0	0	0	0	0	0
999076	炽天梦魔Lv6	horse004_999076	999076	11	1	6	1	6	4051	4051		炽天梦魔Lv6		7	57000000		horse		305000	runspeed_v	500			defense_v	1500			lifemax_v	7500			all_series_resist_v	380			basic_damage_v	730		730	resist_allspecialstate_rate_v	410			resist_allspecialstate_time_v	410			lifemax_p	29			physics_potentialdamage_p	29								1	1	0	0	0	0	0	0	0
999077	炽天梦魔Lv7	horse004_999077	999077	11	1	6	1	6	4051	4051		炽天梦魔Lv7		7	59000000		horse		330000	runspeed_v	500			defense_v	1500			lifemax_v	8000			all_series_resist_v	410			basic_damage_v	780		780	resist_allspecialstate_rate_v	430			resist_allspecialstate_time_v	430			lifemax_p	31			physics_potentialdamage_p	31								1	1	0	0	0	0	0	0	0
999078	炽天梦魔Lv8	horse004_999078	999078	11	1	6	1	6	4051	4051		炽天梦魔Lv8		7	61000000		horse		355000	runspeed_v	500			defense_v	1500			lifemax_v	8500			all_series_resist_v	440			basic_damage_v	830		830	resist_allspecialstate_rate_v	450			resist_allspecialstate_time_v	450			lifemax_p	33			physics_potentialdamage_p	33								1	1	0	0	0	0	0	0	0
999079	炽天梦魔Lv9	horse004_999079	999079	11	1	6	1	6	4051	4051		炽天梦魔Lv9		7	63000000		horse		380000	runspeed_v	500			defense_v	1500			lifemax_v	9000			all_series_resist_v	470			basic_damage_v	880		880	resist_allspecialstate_rate_v	470			resist_allspecialstate_time_v	470			lifemax_p	35			physics_potentialdamage_p	35								1	1	0	0	0	0	0	0	0
999080	炽天梦魔Lv10	horse004_999080	999080	11	1	6	1	6	4051	4051		炽天梦魔Lv10		7	65000000		horse		405000	runspeed_v	500			defense_v	1500			lifemax_v	9500			all_series_resist_v	500			basic_damage_v	930		930	resist_allspecialstate_rate_v	490			resist_allspecialstate_time_v	490			lifemax_p	37			physics_potentialdamage_p	37								1	1	0	0	0	0	0	0	0
999081	大象Lv1	horse004_999081	999081	11	1	6	1	6	9598	9598		大象Lv1		7	24500000		horse		245000	runspeed_v	650			defense_v	2800			lifemax_v	11000			all_series_resist_v	340			basic_damage_v	1100		1100	resist_allspecialstate_rate_v	380			resist_allspecialstate_time_v	380			lifemax_p	26			physics_potentialdamage_p	26			enhance_final_damage_p	14				1	1	0	0	0	0	0	0	0
999082	大象Lv2	horse004_999082	999082	11	1	6	1	6	9598	9598		大象Lv2		7	40000000		horse		300000	runspeed_v	700			defense_v	3000			lifemax_v	12000			all_series_resist_v	360			basic_damage_v	1200		1200	resist_allspecialstate_rate_v	400			resist_allspecialstate_time_v	400			lifemax_p	28			physics_potentialdamage_p	28			enhance_final_damage_p	16				1	1	0	0	0	0	0	0	0
999083	大象Lv3	horse004_999083	999083	11	1	6	1	6	9598	9598		大象Lv3		7	55500000		horse		400000	runspeed_v	750			defense_v	3300			lifemax_v	13000			all_series_resist_v	380			basic_damage_v	1300		1300	resist_allspecialstate_rate_v	420			resist_allspecialstate_time_v	420			lifemax_p	30			physics_potentialdamage_p	30			enhance_final_damage_p	18				1	1	0	0	0	0	0	0	0
999084	大象Lv4	horse004_999084	999084	11	1	6	1	6	9598	9598		大象Lv4		7	55500000		horse		400000	runspeed_v	750			defense_v	3300			lifemax_v	13000			all_series_resist_v	380			basic_damage_v	1300		1300	resist_allspecialstate_rate_v	420			resist_allspecialstate_time_v	420			lifemax_p	30			physics_potentialdamage_p	30			enhance_final_damage_p	18				1	1	0	0	0	0	0	0	0
999085	大象Lv5	horse004_999085	999085	11	1	6	1	6	9598	9598		大象Lv5		7	55500000		horse		400000	runspeed_v	750			defense_v	3300			lifemax_v	13000			all_series_resist_v	380			basic_damage_v	1300		1300	resist_allspecialstate_rate_v	420			resist_allspecialstate_time_v	420			lifemax_p	30			physics_potentialdamage_p	30			enhance_final_damage_p	18				1	1	0	0	0	0	0	0	0
999086	大象Lv6	horse004_999086	999086	11	1	6	1	6	9598	9598		大象Lv6		7	55500000		horse		400000	runspeed_v	750			defense_v	3300			lifemax_v	13000			all_series_resist_v	380			basic_damage_v	1300		1300	resist_allspecialstate_rate_v	420			resist_allspecialstate_time_v	420			lifemax_p	30			physics_potentialdamage_p	30			enhance_final_damage_p	18				1	1	0	0	0	0	0	0	0
999087	大象Lv7	horse004_999087	999087	11	1	6	1	6	9598	9598		大象Lv7		7	55500000		horse		400000	runspeed_v	750			defense_v	3300			lifemax_v	13000			all_series_resist_v	380			basic_damage_v	1300		1300	resist_allspecialstate_rate_v	420			resist_allspecialstate_time_v	420			lifemax_p	30			physics_potentialdamage_p	30			enhance_final_damage_p	18				1	1	0	0	0	0	0	0	0
999088	大象Lv8	horse004_999088	999088	11	1	6	1	6	9598	9598		大象Lv8		7	55500000		horse		400000	runspeed_v	750			defense_v	3300			lifemax_v	13000			all_series_resist_v	380			basic_damage_v	1300		1300	resist_allspecialstate_rate_v	420			resist_allspecialstate_time_v	420			lifemax_p	30			physics_potentialdamage_p	30			enhance_final_damage_p	18				1	1	0	0	0	0	0	0	0
999089	大象Lv9	horse004_999089	999089	11	1	6	1	6	9598	9598		大象Lv9		7	55500000		horse		400000	runspeed_v	750			defense_v	3300			lifemax_v	13000			all_series_resist_v	380			basic_damage_v	1300		1300	resist_allspecialstate_rate_v	420			resist_allspecialstate_time_v	420			lifemax_p	30			physics_potentialdamage_p	30			enhance_final_damage_p	18				1	1	0	0	0	0	0	0	0
999090	大象Lv10	horse004_999090	999090	11	1	6	1	6	9598	9598		大象Lv10		7	55500000		horse		400000	runspeed_v	750			defense_v	3300			lifemax_v	13000			all_series_resist_v	380			basic_damage_v	1300		1300	resist_allspecialstate_rate_v	420			resist_allspecialstate_time_v	420			lifemax_p	30			physics_potentialdamage_p	30			enhance_final_damage_p	18				1	1	0	0	0	0	0	0	0
