IconId	Atlas	Sprite	ExtAtlas	ExtSprite	Desc1	Desc2
15760	UI/Atlas/NewAtlas/Equipment04/F1Equipment07.prefab	F1_Cuff_T20_Q1			桃花护腕T20	
15761	UI/Atlas/NewAtlas/Equipment04/F1Equipment04.prefab	F1_Belt_T11_Q1			桃花腰带T11	
15762	UI/Atlas/NewAtlas/Equipment04/F1Equipment04.prefab	F1_Belt_T12_Q1			桃花腰带T12	
15763	UI/Atlas/NewAtlas/Equipment04/F1Equipment04.prefab	F1_Belt_T13_Q1			桃花腰带T13	
15764	UI/Atlas/NewAtlas/Equipment04/F1Equipment07.prefab	F1_Belt_T14_Q1			桃花腰带T14	
15765	UI/Atlas/NewAtlas/Equipment04/F1Equipment07.prefab	F1_Belt_T15_Q1			桃花腰带T15	
15766	UI/Atlas/NewAtlas/Equipment04/F1Equipment07.prefab	F1_Belt_T16_Q1			桃花腰带T16	
15767	UI/Atlas/NewAtlas/Equipment04/F1Equipment09.prefab	F1_Belt_T17_Q1			桃花腰带T17	
15768	UI/Atlas/NewAtlas/Equipment04/F1Equipment10.prefab	F1_Belt_T18_Q1			桃花腰带T18	
15769	UI/Atlas/NewAtlas/Equipment04/F1Equipment10.prefab	F1_Belt_T19_Q1			桃花腰带T19	
15770	UI/Atlas/NewAtlas/Equipment04/F1Equipment07.prefab	F1_Belt_T20_Q1			桃花腰带T20	
15771	UI/Atlas/NewAtlas/Equipment04/F1Equipment04.prefab	F1_Boots_T11_Q1			桃花鞋子T11	
15772	UI/Atlas/NewAtlas/Equipment04/F1Equipment04.prefab	F1_Boots_T12_Q1			桃花鞋子T12	
15773	UI/Atlas/NewAtlas/Equipment04/F1Equipment04.prefab	F1_Boots_T13_Q1			桃花鞋子T13	
15774	UI/Atlas/NewAtlas/Equipment04/F1Equipment07.prefab	F1_Boots_T14_Q1			桃花鞋子T14	
15775	UI/Atlas/NewAtlas/Equipment04/F1Equipment07.prefab	F1_Boots_T15_Q1			桃花鞋子T15	
15776	UI/Atlas/NewAtlas/Equipment04/F1Equipment07.prefab	F1_Boots_T16_Q1			桃花鞋子T16	
15777	UI/Atlas/NewAtlas/Equipment04/F1Equipment09.prefab	F1_Boots_T17_Q1			桃花鞋子T17	
15778	UI/Atlas/NewAtlas/Equipment04/F1Equipment10.prefab	F1_Boots_T18_Q1			桃花鞋子T18	
15779	UI/Atlas/NewAtlas/Equipment04/F1Equipment10.prefab	F1_Boots_T19_Q1			桃花鞋子T19	
15780	UI/Atlas/NewAtlas/Equipment04/F1Equipment07.prefab	F1_Boots_T20_Q1			桃花鞋子T20	
15781	UI/Atlas/NewAtlas/Equipment/XiaoYaoWeapon02.prefab	XY_Weapon_T12_Q1			逍遥武器T11	
15782	UI/Atlas/NewAtlas/Equipment/XiaoYaoWeapon02.prefab	XY_Weapon_T13_Q1			逍遥武器T12	
15783	UI/Atlas/NewAtlas/Equipment/XiaoYaoWeapon02.prefab	XY_Weapon_T14_Q1			逍遥武器T13	
15784	UI/Atlas/NewAtlas/Equipment/XiaoYaoWeapon02.prefab	XY_Weapon_T15_Q1			逍遥武器T14	
15785	UI/Atlas/NewAtlas/Equipment/XiaoYaoWeapon02.prefab	XY_Weapon_T16_Q1			逍遥武器T15	
15786	UI/Atlas/NewAtlas/Equipment/XiaoYaoWeapon03.prefab	XY_Weapon_T17_Q1			逍遥武器T16	
15787	UI/Atlas/NewAtlas/Equipment/XiaoYaoWeapon03.prefab	XY_Weapon_T18_Q1			逍遥武器T17	
15788	UI/Atlas/NewAtlas/Equipment/XiaoYaoWeapon03.prefab	XY_Weapon_T19_Q1			逍遥武器T18	
15789	UI/Atlas/NewAtlas/Equipment/XiaoYaoWeapon03.prefab	XY_Weapon_T20_Q1			逍遥武器T19	
15790	UI/Atlas/NewAtlas/Equipment/XiaoYaoWeapon02.prefab	XY_Weapon_T21_Q1			逍遥武器T20	
15791	UI/Atlas/NewAtlas/Equipment04/M1Equipment04.prefab	M1_Armor_T11_Q1			逍遥衣服T11	
15792	UI/Atlas/NewAtlas/Equipment04/M1Equipment04.prefab	M1_Armor_T12_Q1			逍遥衣服T12	
15793	UI/Atlas/NewAtlas/Equipment04/M1Equipment04.prefab	M1_Armor_T13_Q1			逍遥衣服T13	
15794	UI/Atlas/NewAtlas/Equipment04/M1Equipment06.prefab	M1_Armor_T14_Q1			逍遥衣服T14	
15795	UI/Atlas/NewAtlas/Equipment04/M1Equipment06.prefab	M1_Armor_T15_Q1			逍遥衣服T15	
15796	UI/Atlas/NewAtlas/Equipment04/M1Equipment07.prefab	M1_Armor_T16_Q1			逍遥衣服T16	
15797	UI/Atlas/NewAtlas/Equipment04/M1Equipment09.prefab	M1_Armor_T17_Q1			逍遥衣服T17	
15798	UI/Atlas/NewAtlas/Equipment04/M1Equipment09.prefab	M1_Armor_T18_Q1			逍遥衣服T18	
15799	UI/Atlas/NewAtlas/Equipment04/M1Equipment10.prefab	M1_Armor_T19_Q1			逍遥衣服T19	
15800	UI/Atlas/NewAtlas/Equipment04/M1Equipment11.prefab	M1_Armor_T20_Q1			逍遥衣服T20	
15801	UI/Atlas/NewAtlas/Equipment04/M1Equipment04.prefab	M1_Helm_T11_Q1			逍遥头盔T11	
15802	UI/Atlas/NewAtlas/Equipment04/M1Equipment04.prefab	M1_Helm_T12_Q1			逍遥头盔T12	
15803	UI/Atlas/NewAtlas/Equipment04/M1Equipment04.prefab	M1_Helm_T13_Q1			逍遥头盔T13	
15804	UI/Atlas/NewAtlas/Equipment04/M1Equipment07.prefab	M1_Helm_T14_Q3			逍遥头盔T14	
15805	UI/Atlas/NewAtlas/Equipment04/M1Equipment07.prefab	M1_Helm_T15_Q1			逍遥头盔T15	
15806	UI/Atlas/NewAtlas/Equipment04/M1Equipment07.prefab	M1_Helm_T16_Q1			逍遥头盔T16	
15807	UI/Atlas/NewAtlas/Equipment04/M1Equipment09.prefab	M1_Helm_T17_Q1			逍遥头盔T17	
15808	UI/Atlas/NewAtlas/Equipment04/M1Equipment10.prefab	M1_Helm_T18_Q1			逍遥头盔T18	
15809	UI/Atlas/NewAtlas/Equipment04/M1Equipment10.prefab	M1_Helm_T19_Q1			逍遥头盔T19	
15810	UI/Atlas/NewAtlas/Equipment04/M1Equipment11.prefab	M1_Helm_T20_Q1			逍遥头盔T20	
15811	UI/Atlas/NewAtlas/Equipment04/M1Equipment04.prefab	M1_Cuff_T11_Q1			逍遥护腕T11	
15812	UI/Atlas/NewAtlas/Equipment04/M1Equipment04.prefab	M1_Cuff_T12_Q1			逍遥护腕T12	
15813	UI/Atlas/NewAtlas/Equipment04/M1Equipment04.prefab	M1_Cuff_T13_Q1			逍遥护腕T13	
15814	UI/Atlas/NewAtlas/Equipment04/M1Equipment07.prefab	M1_Cuff_T14_Q1			逍遥护腕T14	
15815	UI/Atlas/NewAtlas/Equipment04/M1Equipment07.prefab	M1_Cuff_T15_Q1			逍遥护腕T15	
15816	UI/Atlas/NewAtlas/Equipment04/M1Equipment07.prefab	M1_Cuff_T16_Q1			逍遥护腕T16	
15817	UI/Atlas/NewAtlas/Equipment04/M1Equipment09.prefab	M1_Cuff_T17_Q1			逍遥护腕T17	
15818	UI/Atlas/NewAtlas/Equipment04/M1Equipment10.prefab	M1_Cuff_T18_Q1			逍遥护腕T18	
15819	UI/Atlas/NewAtlas/Equipment04/M1Equipment10.prefab	M1_Cuff_T19_Q1			逍遥护腕T19	
15820	UI/Atlas/NewAtlas/Equipment04/M1Equipment11.prefab	M1_Cuff_T20_Q1			逍遥护腕T20	
15821	UI/Atlas/NewAtlas/Equipment04/M1Equipment04.prefab	M1_Belt_T11_Q1			逍遥腰带T11	
15822	UI/Atlas/NewAtlas/Equipment04/M1Equipment04.prefab	M1_Belt_T12_Q1			逍遥腰带T12	
15823	UI/Atlas/NewAtlas/Equipment04/M1Equipment04.prefab	M1_Belt_T13_Q1			逍遥腰带T13	
15824	UI/Atlas/NewAtlas/Equipment04/M1Equipment07.prefab	M1_Belt_T14_Q1			逍遥腰带T14	
15825	UI/Atlas/NewAtlas/Equipment04/M1Equipment07.prefab	M1_Belt_T15_Q1			逍遥腰带T15	
15826	UI/Atlas/NewAtlas/Equipment04/M1Equipment07.prefab	M1_Belt_T16_Q1			逍遥腰带T16	
15827	UI/Atlas/NewAtlas/Equipment04/M1Equipment09.prefab	M1_Belt_T17_Q1			逍遥腰带T17	
15828	UI/Atlas/NewAtlas/Equipment04/M1Equipment10.prefab	M1_Belt_T18_Q1			逍遥腰带T18	
15829	UI/Atlas/NewAtlas/Equipment04/M1Equipment10.prefab	M1_Belt_T19_Q1			逍遥腰带T19	
15830	UI/Atlas/NewAtlas/Equipment04/M1Equipment11.prefab	M1_Belt_T20_Q1			逍遥腰带T20	
15831	UI/Atlas/NewAtlas/Equipment04/M1Equipment04.prefab	M1_Boots_T11_Q1			逍遥鞋子T11	
15832	UI/Atlas/NewAtlas/Equipment04/M1Equipment04.prefab	M1_Boots_T12_Q1			逍遥鞋子T12	
15833	UI/Atlas/NewAtlas/Equipment04/M1Equipment04.prefab	M1_Boots_T13_Q1			逍遥鞋子T13	
15834	UI/Atlas/NewAtlas/Equipment04/M1Equipment07.prefab	M1_Boots_T14_Q1			逍遥鞋子T14	
15835	UI/Atlas/NewAtlas/Equipment04/M1Equipment07.prefab	M1_Boots_T15_Q1			逍遥鞋子T15	
15836	UI/Atlas/NewAtlas/Equipment04/M1Equipment07.prefab	M1_Boots_T16_Q1			逍遥鞋子T16	
15837	UI/Atlas/NewAtlas/Equipment04/M1Equipment09.prefab	M1_Boots_T17_Q1			逍遥鞋子T17	
15838	UI/Atlas/NewAtlas/Equipment04/M1Equipment10.prefab	M1_Boots_T18_Q1			逍遥鞋子T18	
15839	UI/Atlas/NewAtlas/Equipment04/M1Equipment10.prefab	M1_Boots_T19_Q1			逍遥鞋子T19	
15840	UI/Atlas/NewAtlas/Equipment04/M1Equipment11.prefab	M1_Boots_T20_Q1			逍遥鞋子T20	
15841	UI/Atlas/NewAtlas/Equipment/WuDangWeapon02.prefab	WD_Weapon_T12_Q1			武当武器T11	
15842	UI/Atlas/NewAtlas/Equipment/WuDangWeapon02.prefab	WD_Weapon_T13_Q1			武当武器T12	
15843	UI/Atlas/NewAtlas/Equipment/WuDangWeapon02.prefab	WD_Weapon_T14_Q1			武当武器T13	
15844	UI/Atlas/NewAtlas/Equipment/WuDangWeapon02.prefab	WD_Weapon_T15_Q1			武当武器T14	
15845	UI/Atlas/NewAtlas/Equipment/WuDangWeapon02.prefab	WD_Weapon_T16_Q1			武当武器T15	
15846	UI/Atlas/NewAtlas/Equipment/WuDangWeapon03.prefab	WD_Weapon_T17_Q1			武当武器T16	
15847	UI/Atlas/NewAtlas/Equipment/WuDangWeapon03.prefab	WD_Weapon_T18_Q1			武当武器T17	
15848	UI/Atlas/NewAtlas/Equipment/WuDangWeapon03.prefab	WD_Weapon_T19_Q1			武当武器T18	
15849	UI/Atlas/NewAtlas/Equipment/WuDangWeapon03.prefab	WD_Weapon_T20_Q1			武当武器T19	
15850	UI/Atlas/NewAtlas/Equipment/WuDangWeapon02.prefab	WD_Weapon_T13_Q1			武当武器T20	
15901	UI/Atlas/NewAtlas/Equipment/TianRenWeapon02.prefab	TR_Weapon_T12_Q1			天忍武器T11	
15902	UI/Atlas/NewAtlas/Equipment/TianRenWeapon02.prefab	TR_Weapon_T13_Q1			天忍武器T12	
15903	UI/Atlas/NewAtlas/Equipment/TianRenWeapon02.prefab	TR_Weapon_T14_Q1			天忍武器T13	
15904	UI/Atlas/NewAtlas/Equipment/TianRenWeapon02.prefab	TR_Weapon_T15_Q1			天忍武器T14	
15905	UI/Atlas/NewAtlas/Equipment/TianRenWeapon02.prefab	TR_Weapon_T16_Q1			天忍武器T15	
15906	UI/Atlas/NewAtlas/Equipment/TianRenWeapon03.prefab	TR_Weapon_T17_Q1			天忍武器T16	
15907	UI/Atlas/NewAtlas/Equipment/TianRenWeapon03.prefab	TR_Weapon_T18_Q1			天忍武器T17	
15908	UI/Atlas/NewAtlas/Equipment/TianRenWeapon03.prefab	TR_Weapon_T19_Q1			天忍武器T18	
15909	UI/Atlas/NewAtlas/Equipment/TianRenWeapon03.prefab	TR_Weapon_T20_Q1			天忍武器T19	
15910	UI/Atlas/NewAtlas/Equipment/TianRenWeapon02.prefab	TR_Weapon_T13_Q1			天忍武器T20	
15961	UI/Atlas/NewAtlas/Equipment/ShaoLinWeapon02.prefab	SL_Weapon_T12_Q1			少林武器T11	
15962	UI/Atlas/NewAtlas/Equipment/ShaoLinWeapon02.prefab	SL_Weapon_T13_Q1			少林武器T12	
15963	UI/Atlas/NewAtlas/Equipment/ShaoLinWeapon02.prefab	SL_Weapon_T14_Q1			少林武器T13	
15964	UI/Atlas/NewAtlas/Equipment/ShaoLinWeapon02.prefab	SL_Weapon_T15_Q1			少林武器T14	
15965	UI/Atlas/NewAtlas/Equipment/ShaoLinWeapon02.prefab	SL_Weapon_T16_Q1			少林武器T15	
15966	UI/Atlas/NewAtlas/Equipment/ShaoLinWeapon03.prefab	SL_Weapon_T17_Q1			少林武器T16	
15967	UI/Atlas/NewAtlas/Equipment/ShaoLinWeapon03.prefab	SL_Weapon_T18_Q1			少林武器T17	
15968	UI/Atlas/NewAtlas/Equipment/ShaoLinWeapon03.prefab	SL_Weapon_T19_Q1			少林武器T18	
15969	UI/Atlas/NewAtlas/Equipment/ShaoLinWeapon03.prefab	SL_Weapon_T20_Q1			少林武器T19	
15970	UI/Atlas/NewAtlas/Equipment/ShaoLinWeapon02.prefab	SL_Weapon_T13_Q1			少林武器T20	
16021	UI/Atlas/NewAtlas/Equipment/CuiYanWeapon02.prefab	CY_Weapon_T12_Q1			翠烟武器T11	
16022	UI/Atlas/NewAtlas/Equipment/CuiYanWeapon02.prefab	CY_Weapon_T13_Q1			翠烟武器T12	
16023	UI/Atlas/NewAtlas/Equipment/CuiYanWeapon02.prefab	CY_Weapon_T14_Q1			翠烟武器T13	
16024	UI/Atlas/NewAtlas/Equipment/CuiYanWeapon02.prefab	CY_Weapon_T15_Q1			翠烟武器T14	
16025	UI/Atlas/NewAtlas/Equipment/CuiYanWeapon02.prefab	CY_Weapon_T16_Q1			翠烟武器T15	
16026	UI/Atlas/NewAtlas/Equipment/CuiYanWeapon03.prefab	CY_Weapon_T17_Q1			翠烟武器T16	
16027	UI/Atlas/NewAtlas/Equipment/CuiYanWeapon03.prefab	CY_Weapon_T18_Q1			翠烟武器T17	
16028	UI/Atlas/NewAtlas/Equipment/CuiYanWeapon03.prefab	CY_Weapon_T19_Q1			翠烟武器T18	
16029	UI/Atlas/NewAtlas/Equipment/CuiYanWeapon03.prefab	CY_Weapon_T20_Q1			翠烟武器T19	
16030	UI/Atlas/NewAtlas/Equipment/CuiYanWeapon02.prefab	CY_Weapon_T13_Q1			翠烟武器T20	
16081	UI/Atlas/NewAtlas/Equipment/TangMenWeapon02.prefab	TM_Weapon_T12_Q1			唐门武器T11	
16082	UI/Atlas/NewAtlas/Equipment/TangMenWeapon02.prefab	TM_Weapon_T13_Q1			唐门武器T12	
16083	UI/Atlas/NewAtlas/Equipment/TangMenWeapon02.prefab	TM_Weapon_T14_Q1			唐门武器T13	
16084	UI/Atlas/NewAtlas/Equipment/TangMenWeapon02.prefab	TM_Weapon_T15_Q1			唐门武器T14	
16085	UI/Atlas/NewAtlas/Equipment/TangMenWeapon02.prefab	TM_Weapon_T16_Q1			唐门武器T15	
16086	UI/Atlas/NewAtlas/Equipment/TangMenWeapon03.prefab	TM_Weapon_T17_Q1			唐门武器T16	
16087	UI/Atlas/NewAtlas/Equipment/TangMenWeapon03.prefab	TM_Weapon_T18_Q1			唐门武器T17	
16088	UI/Atlas/NewAtlas/Equipment/TangMenWeapon03.prefab	TM_Weapon_T19_Q1			唐门武器T18	
16089	UI/Atlas/NewAtlas/Equipment/TangMenWeapon03.prefab	TM_Weapon_T20_Q1			唐门武器T19	
16090	UI/Atlas/NewAtlas/Equipment/TangMenWeapon02.prefab	TM_Weapon_T13_Q1			唐门武器T20	
16141	UI/Atlas/NewAtlas/Equipment/KunLunWeapon02.prefab	KL_Weapon_T12_Q1			昆仑武器T11	
16142	UI/Atlas/NewAtlas/Equipment/KunLunWeapon02.prefab	KL_Weapon_T13_Q1			昆仑武器T12	
16143	UI/Atlas/NewAtlas/Equipment/KunLunWeapon02.prefab	KL_Weapon_T14_Q1			昆仑武器T13	
16144	UI/Atlas/NewAtlas/Equipment/KunLunWeapon02.prefab	KL_Weapon_T15_Q1			昆仑武器T14	
16145	UI/Atlas/NewAtlas/Equipment/KunLunWeapon02.prefab	KL_Weapon_T16_Q1			昆仑武器T15	
16146	UI/Atlas/NewAtlas/Equipment/KunLunWeapon03.prefab	KL_Weapon_T17_Q1			昆仑武器T16	
16147	UI/Atlas/NewAtlas/Equipment/KunLunWeapon03.prefab	KL_Weapon_T18_Q1			昆仑武器T17	
16148	UI/Atlas/NewAtlas/Equipment/KunLunWeapon03.prefab	KL_Weapon_T19_Q1			昆仑武器T18	
16149	UI/Atlas/NewAtlas/Equipment/KunLunWeapon03.prefab	KL_Weapon_T20_Q1			昆仑武器T19	
16150	UI/Atlas/NewAtlas/Equipment/KunLunWeapon02.prefab	KL_Weapon_T13_Q1			昆仑武器T20	
16201	UI/Atlas/NewAtlas/Equipment/GaiBangWeapon02.prefab	GB_Weapon_T12_Q1			丐帮武器T11	
16202	UI/Atlas/NewAtlas/Equipment/GaiBangWeapon02.prefab	GB_Weapon_T13_Q1			丐帮武器T12	
16203	UI/Atlas/NewAtlas/Equipment/GaiBangWeapon02.prefab	GB_Weapon_T14_Q1			丐帮武器T13	
16204	UI/Atlas/NewAtlas/Equipment/GaiBangWeapon02.prefab	GB_Weapon_T15_Q1			丐帮武器T14	
16205	UI/Atlas/NewAtlas/Equipment/GaiBangWeapon02.prefab	GB_Weapon_T16_Q1			丐帮武器T15	
16206	UI/Atlas/NewAtlas/Equipment/GaiBangWeapon03.prefab	GB_Weapon_T17_Q1			丐帮武器T16	
16207	UI/Atlas/NewAtlas/Equipment/GaiBangWeapon03.prefab	GB_Weapon_T18_Q1			丐帮武器T17	
16208	UI/Atlas/NewAtlas/Equipment/GaiBangWeapon03.prefab	GB_Weapon_T19_Q1			丐帮武器T18	
16209	UI/Atlas/NewAtlas/Equipment/GaiBangWeapon03.prefab	GB_Weapon_T20_Q1			丐帮武器T19	
16210	UI/Atlas/NewAtlas/Equipment/GaiBangWeapon02.prefab	GB_Weapon_T13_Q1			丐帮武器T20	
16261	UI/Atlas/NewAtlas/Equipment/WuDuWeapon02.prefab	WDu_Weapon_T12_Q1			五毒武器T11	
16262	UI/Atlas/NewAtlas/Equipment/WuDuWeapon02.prefab	WDu_Weapon_T13_Q1			五毒武器T12	
16263	UI/Atlas/NewAtlas/Equipment/WuDuWeapon02.prefab	WDu_Weapon_T14_Q1			五毒武器T13	
16264	UI/Atlas/NewAtlas/Equipment/WuDuWeapon02.prefab	WDu_Weapon_T15_Q1			五毒武器T14	
16265	UI/Atlas/NewAtlas/Equipment/WuDuWeapon02.prefab	WDu_Weapon_T16_Q1			五毒武器T15	
16266	UI/Atlas/NewAtlas/Equipment/WuDuWeapon03.prefab	WDu_Weapon_T17_Q1			五毒武器T16	
16267	UI/Atlas/NewAtlas/Equipment/WuDuWeapon03.prefab	WDu_Weapon_T18_Q1			五毒武器T17	
16268	UI/Atlas/NewAtlas/Equipment/WuDuWeapon03.prefab	WDu_Weapon_T19_Q1			五毒武器T18	
16269	UI/Atlas/NewAtlas/Equipment/WuDuWeapon03.prefab	WDu_Weapon_T20_Q1			五毒武器T19	
16270	UI/Atlas/NewAtlas/Equipment/WuDuWeapon02.prefab	WDu_Weapon_T13_Q1			五毒武器T20	
16321	UI/Atlas/NewAtlas/Equipment/CangJianWeapon02.prefab	CJ_Weapon_T12_Q1			藏剑武器T11	
16322	UI/Atlas/NewAtlas/Equipment/CangJianWeapon02.prefab	CJ_Weapon_T13_Q1			藏剑武器T12	
16323	UI/Atlas/NewAtlas/Equipment/CangJianWeapon02.prefab	CJ_Weapon_T14_Q1			藏剑武器T13	
16324	UI/Atlas/NewAtlas/Equipment/CangJianWeapon02.prefab	CJ_Weapon_T15_Q1			藏剑武器T14	
16325	UI/Atlas/NewAtlas/Equipment/CangJianWeapon02.prefab	CJ_Weapon_T16_Q1			藏剑武器T15	
16326	UI/Atlas/NewAtlas/Equipment/CangJianWeapon03.prefab	CJ_Weapon_T17_Q1			藏剑武器T16	
16327	UI/Atlas/NewAtlas/Equipment/CangJianWeapon03.prefab	CJ_Weapon_T18_Q1			藏剑武器T17	
16328	UI/Atlas/NewAtlas/Equipment/CangJianWeapon03.prefab	CJ_Weapon_T19_Q1			藏剑武器T18	
16329	UI/Atlas/NewAtlas/Equipment/CangJianWeapon03.prefab	CJ_Weapon_T20_Q1			藏剑武器T19	
16330	UI/Atlas/NewAtlas/Equipment/CangJianWeapon02.prefab	CJ_Weapon_T13_Q1			藏剑武器T20	
16381	UI/Atlas/NewAtlas/Equipment/ChangGeWeapon02.prefab	CG_Weapon_T12_Q1			长歌武器T11	
16382	UI/Atlas/NewAtlas/Equipment/ChangGeWeapon02.prefab	CG_Weapon_T13_Q1			长歌武器T12	
16383	UI/Atlas/NewAtlas/Equipment/ChangGeWeapon02.prefab	CG_Weapon_T14_Q1			长歌武器T13	
16384	UI/Atlas/NewAtlas/Equipment/ChangGeWeapon02.prefab	CG_Weapon_T15_Q1			长歌武器T14	
16385	UI/Atlas/NewAtlas/Equipment/ChangGeWeapon02.prefab	CG_Weapon_T16_Q1			长歌武器T15	
16386	UI/Atlas/NewAtlas/Equipment/ChangGeWeapon03.prefab	CG_Weapon_T17_Q1			长歌武器T16	
16387	UI/Atlas/NewAtlas/Equipment/ChangGeWeapon03.prefab	CG_Weapon_T18_Q1			长歌武器T17	
16388	UI/Atlas/NewAtlas/Equipment/ChangGeWeapon03.prefab	CG_Weapon_T19_Q1			长歌武器T18	
16389	UI/Atlas/NewAtlas/Equipment/ChangGeWeapon03.prefab	CG_Weapon_T20_Q1			长歌武器T19	
16390	UI/Atlas/NewAtlas/Equipment/ChangGeWeapon02.prefab	CG_Weapon_T13_Q1			长歌武器T20	
16441	UI/Atlas/NewAtlas/Equipment/TianShanWeapon02.prefab	TS_Weapon_T12_Q1			天山武器T11	
16442	UI/Atlas/NewAtlas/Equipment/TianShanWeapon02.prefab	TS_Weapon_T13_Q1			天山武器T12	
16443	UI/Atlas/NewAtlas/Equipment/TianShanWeapon02.prefab	TS_Weapon_T14_Q1			天山武器T13	
16444	UI/Atlas/NewAtlas/Equipment/TianShanWeapon02.prefab	TS_Weapon_T15_Q1			天山武器T14	
16445	UI/Atlas/NewAtlas/Equipment/TianShanWeapon02.prefab	TS_Weapon_T16_Q1			天山武器T15	
16446	UI/Atlas/NewAtlas/Equipment/TianShanWeapon03.prefab	TS_Weapon_T17_Q1			天山武器T16	
16447	UI/Atlas/NewAtlas/Equipment/TianShanWeapon03.prefab	TS_Weapon_T18_Q1			天山武器T17	
16448	UI/Atlas/NewAtlas/Equipment/TianShanWeapon03.prefab	TS_Weapon_T19_Q1			天山武器T18	
16449	UI/Atlas/NewAtlas/Equipment/TianShanWeapon03.prefab	TS_Weapon_T20_Q1			天山武器T19	
16450	UI/Atlas/NewAtlas/Equipment/TianShanWeapon02.prefab	TS_Weapon_T13_Q1			天山武器T20	
16501	UI/Atlas/NewAtlas/Equipment/BaDaoWeapon02.prefab	BD_Weapon_T12_Q1			霸刀武器T11	
16502	UI/Atlas/NewAtlas/Equipment/BaDaoWeapon02.prefab	BD_Weapon_T13_Q1			霸刀武器T12	
16503	UI/Atlas/NewAtlas/Equipment/BaDaoWeapon02.prefab	BD_Weapon_T14_Q1			霸刀武器T13	
16504	UI/Atlas/NewAtlas/Equipment/BaDaoWeapon02.prefab	BD_Weapon_T15_Q1			霸刀武器T14	
16505	UI/Atlas/NewAtlas/Equipment/BaDaoWeapon02.prefab	BD_Weapon_T16_Q1			霸刀武器T15	
16506	UI/Atlas/NewAtlas/Equipment/BaDaoWeapon03.prefab	BD_Weapon_T17_Q1			霸刀武器T16	
16507	UI/Atlas/NewAtlas/Equipment/BaDaoWeapon03.prefab	BD_Weapon_T18_Q1			霸刀武器T17	
16508	UI/Atlas/NewAtlas/Equipment/BaDaoWeapon03.prefab	BD_Weapon_T19_Q1			霸刀武器T18	
16509	UI/Atlas/NewAtlas/Equipment/BaDaoWeapon03.prefab	BD_Weapon_T20_Q1			霸刀武器T19	
16510	UI/Atlas/NewAtlas/Equipment/BaDaoWeapon02.prefab	BD_Weapon_T15_Q1			霸刀武器T20	
16561	UI/Atlas/NewAtlas/Equipment/HuaShanWeapon02.prefab	HS_Weapon_T12_Q1			华山武器T11	
16562	UI/Atlas/NewAtlas/Equipment/HuaShanWeapon02.prefab	HS_Weapon_T13_Q1			华山武器T12	
16563	UI/Atlas/NewAtlas/Equipment/HuaShanWeapon02.prefab	HS_Weapon_T14_Q1			华山武器T13	
16564	UI/Atlas/NewAtlas/Equipment/HuaShanWeapon02.prefab	HS_Weapon_T15_Q1			华山武器T14	
16565	UI/Atlas/NewAtlas/Equipment/HuaShanWeapon02.prefab	HS_Weapon_T16_Q1			华山武器T15	
16566	UI/Atlas/NewAtlas/Equipment/HuaShanWeapon03.prefab	HS_Weapon_T17_Q1			华山武器T16	
16567	UI/Atlas/NewAtlas/Equipment/HuaShanWeapon03.prefab	HS_Weapon_T18_Q1			华山武器T17	
16568	UI/Atlas/NewAtlas/Equipment/HuaShanWeapon03.prefab	HS_Weapon_T19_Q1			华山武器T18	
16569	UI/Atlas/NewAtlas/Equipment/HuaShanWeapon03.prefab	HS_Weapon_T20_Q1			华山武器T19	
16570	UI/Atlas/NewAtlas/Equipment/HuaShanWeapon02.prefab	HS_Weapon_T21_Q1			华山武器T20	
16621	UI/Atlas/NewAtlas/Equipment/MingJiaoWeapon02.prefab	MJ_Weapon_T12_Q1			明教武器T11	
16622	UI/Atlas/NewAtlas/Equipment/MingJiaoWeapon02.prefab	MJ_Weapon_T13_Q1			明教武器T12	
16623	UI/Atlas/NewAtlas/Equipment/MingJiaoWeapon02.prefab	MJ_Weapon_T14_Q1			明教武器T13	
16624	UI/Atlas/NewAtlas/Equipment/MingJiaoWeapon02.prefab	MJ_Weapon_T15_Q1			明教武器T14	
16625	UI/Atlas/NewAtlas/Equipment/MingJiaoWeapon02.prefab	MJ_Weapon_T16_Q1			明教武器T15	
16626	UI/Atlas/NewAtlas/Equipment/MingJiaoWeapon03.prefab	MJ_Weapon_T17_Q1			明教武器T16	
16627	UI/Atlas/NewAtlas/Equipment/MingJiaoWeapon03.prefab	MJ_Weapon_T18_Q1			明教武器T17	
16628	UI/Atlas/NewAtlas/Equipment/MingJiaoWeapon03.prefab	MJ_Weapon_T19_Q1			明教武器T18	
16629	UI/Atlas/NewAtlas/Equipment/MingJiaoWeapon03.prefab	MJ_Weapon_T20_Q1			明教武器T19	
16630	UI/Atlas/NewAtlas/Equipment/MingJiaoWeapon03.prefab	MJ_Weapon_T21_Q1			明教武器T20	
16681	UI/Atlas/NewAtlas/Equipment/DuanShiWeapon02.prefab	DS_Weapon_T12_Q1			段氏武器T11	
16682	UI/Atlas/NewAtlas/Equipment/DuanShiWeapon02.prefab	DS_Weapon_T13_Q1			段氏武器T12	
16683	UI/Atlas/NewAtlas/Equipment/DuanShiWeapon02.prefab	DS_Weapon_T14_Q1			段氏武器T13	
16684	UI/Atlas/NewAtlas/Equipment/DuanShiWeapon02.prefab	DS_Weapon_T15_Q1			段氏武器T14	
16685	UI/Atlas/NewAtlas/Equipment/DuanShiWeapon02.prefab	DS_Weapon_T16_Q1			段氏武器T15	
