ClassParamID	Desc	Probability	Name	Item	DebtReplaceItem	OtherType	SubType	Amount	ForbidStall	Add2Auction	TimeLimit	WorldMsg	FriendMsg	KinMsg	TeamMsg	CloseWorldMsg	CloseFriendMsg	CloseKinMsg	CloseTeamMsg	DateLimit
2366	凌绝峰黄金宝箱1~59	14000	初级魂石·邵骑风	1724				1												
2366	凌绝峰黄金宝箱1~59	4680	初级魂石·卓非凡	1709				1												
2366	凌绝峰黄金宝箱1~59	3200	初级魂石·何暮雪	1725				1												
2366	凌绝峰黄金宝箱1~59	5320	初级魂石·赵升权	1726				1												
2366	凌绝峰黄金宝箱1~59	5320	初级魂石·纳兰真	1727				1												
2366	凌绝峰黄金宝箱1~59	5320	初级魂石·柴嵩	1728				1												
2366	凌绝峰黄金宝箱1~59	1200	初级魂石·无想	1732				1												
2366	凌绝峰黄金宝箱1~59	4000	初级魂石·月眉儿	1761				1												
2366	凌绝峰黄金宝箱1~59	4000	初级魂石·张风	1760				1												
2366	凌绝峰黄金宝箱1~59	1200	初级魂石·燕若雪	1763				1												
2366	凌绝峰黄金宝箱1~59	1200	初级魂石·天星道长	1762				1												
2366	凌绝峰黄金宝箱1~59	1760	初级魂石·杨熙烈	1764				1												
2366	凌绝峰黄金宝箱1~59	1760	初级魂石·南宫灭	1768				1												
2366	凌绝峰黄金宝箱1~59	1760	初级魂石·上官飞龙	1765				1												
2366	凌绝峰黄金宝箱1~59	1760	初级魂石·方勉	1767				1												
2366	凌绝峰黄金宝箱1~59	1760	初级魂石·纳兰潜凛	1766				1												
2366	凌绝峰黄金宝箱1~59	456250	黄金宝箱	786				1												
2366	凌绝峰黄金宝箱1~59	225000	黄金钥匙	785				1												
2367	凌绝峰黄金宝箱60~89	2000	胡神医			Partner	102	1												
2367	凌绝峰黄金宝箱60~89	2000	秦沐白			Partner	103	1												
2367	凌绝峰黄金宝箱60~89	2000	苏墨芸			Partner	97	1												
2367	凌绝峰黄金宝箱60~89	2000	萧动尘			Partner	98	1												
2367	凌绝峰黄金宝箱60~89	2000	张仲天			Partner	104	1												
2367	凌绝峰黄金宝箱60~89	2000	路达			Partner	105	1												
2367	凌绝峰黄金宝箱60~89	1480	殷方			Partner	96	1												
2367	凌绝峰黄金宝箱60~89	1000	南宫彩虹			Partner	81	1												
2367	凌绝峰黄金宝箱60~89	1000	紫轩			Partner	77	1												
2367	凌绝峰黄金宝箱60~89	1000	无相			Partner	90	1												
2367	凌绝峰黄金宝箱60~89	1000	林海			Partner	87	1												
2367	凌绝峰黄金宝箱60~89	1000	陆文龙			Partner	88	1												
2367	凌绝峰黄金宝箱60~89	1000	赵无双			Partner	89	1												
2367	凌绝峰黄金宝箱60~89	750	唐潇			Partner	76	1												
2367	凌绝峰黄金宝箱60~89	1200	蔷薇			Partner	78	1												
2367	凌绝峰黄金宝箱60~89	1200	张琳心			Partner	83	1												
2367	凌绝峰黄金宝箱60~89	1200	张如梦			Partner	82	1												
2367	凌绝峰黄金宝箱60~89	1200	赵节			Partner	91	1												
2367	凌绝峰黄金宝箱60~89	1200	邵骑风			Partner	92	1												
2367	凌绝峰黄金宝箱60~89	1200	卓非凡			Partner	79	1												
2367	凌绝峰黄金宝箱60~89	840	何暮雪			Partner	93	1												
2367	凌绝峰黄金宝箱60~89	1440	赵升权			Partner	94	1												
2367	凌绝峰黄金宝箱60~89	1440	纳兰真			Partner	59	1												
2367	凌绝峰黄金宝箱60~89	1440	柴嵩			Partner	95	1												
2367	凌绝峰黄金宝箱60~89	960	无想			Partner	63	1												
2367	凌绝峰黄金宝箱60~89	1500	月明瑶			Partner	80	1												
2367	凌绝峰黄金宝箱60~89	1500	封玉书			Partner	84	1												
2367	凌绝峰黄金宝箱60~89	1500	曲霞			Partner	85	1												
2367	凌绝峰黄金宝箱60~89	480	月眉儿			Partner	23	1												
2367	凌绝峰黄金宝箱60~89	480	张风			Partner	49	1												
2367	凌绝峰黄金宝箱60~89	400	燕若雪			Partner	55	1												
2367	凌绝峰黄金宝箱60~89	400	天星道长			Partner	54	1												
2367	凌绝峰黄金宝箱60~89	480	杨熙烈			Partner	56	1												
2367	凌绝峰黄金宝箱60~89	480	南宫灭			Partner	50	1												
2367	凌绝峰黄金宝箱60~89	480	上官飞龙			Partner	57	1												
2367	凌绝峰黄金宝箱60~89	480	方勉			Partner	51	1												
2367	凌绝峰黄金宝箱60~89	480	纳兰潜凛			Partner	58	1												
2367	凌绝峰黄金宝箱60~89	480	唐影			Partner	52	1												
2367	凌绝峰黄金宝箱60~89	480	秋依水			Partner	53	1												
2367	凌绝峰黄金宝箱60~89	480	孟知秋			Partner	36	1												
2367	凌绝峰黄金宝箱60~89	480	清晓师太			Partner	26	1												
2367	凌绝峰黄金宝箱60~89	10000	初级魂石·胡神医	1700				1												
2367	凌绝峰黄金宝箱60~89	10000	初级魂石·秦沐白	1701				1												
2367	凌绝峰黄金宝箱60~89	10000	初级魂石·苏墨芸	1698				1												
2367	凌绝峰黄金宝箱60~89	10000	初级魂石·萧动尘	1699				1												
2367	凌绝峰黄金宝箱60~89	10000	初级魂石·张仲天	1702				1												
2367	凌绝峰黄金宝箱60~89	10000	初级魂石·路达	1703				1												
2367	凌绝峰黄金宝箱60~89	2220	初级魂石·殷方	1697				1												
2367	凌绝峰黄金宝箱60~89	12000	初级魂石·南宫彩虹	1714				1												
2367	凌绝峰黄金宝箱60~89	12000	初级魂石·紫轩	1708				1												
2367	凌绝峰黄金宝箱60~89	12000	初级魂石·无相	1718				1												
2367	凌绝峰黄金宝箱60~89	12000	初级魂石·林海	1715				1												
2367	凌绝峰黄金宝箱60~89	12000	初级魂石·陆文龙	1716				1												
2367	凌绝峰黄金宝箱60~89	12000	初级魂石·赵无双	1717				1												
2367	凌绝峰黄金宝箱60~89	2700	初级魂石·唐潇	1719				1												
2367	凌绝峰黄金宝箱60~89	14000	初级魂石·蔷薇	1707				1												
2367	凌绝峰黄金宝箱60~89	4680	初级魂石·张琳心	1721				1												
2367	凌绝峰黄金宝箱60~89	14000	初级魂石·张如梦	1720				1												
2367	凌绝峰黄金宝箱60~89	14000	初级魂石·赵节	1723				1												
2367	凌绝峰黄金宝箱60~89	14000	初级魂石·邵骑风	1724				1												
2367	凌绝峰黄金宝箱60~89	4680	初级魂石·卓非凡	1709				1												
2367	凌绝峰黄金宝箱60~89	3200	初级魂石·何暮雪	1725				1												
2367	凌绝峰黄金宝箱60~89	5320	初级魂石·赵升权	1726				1												
2367	凌绝峰黄金宝箱60~89	5320	初级魂石·纳兰真	1727				1												
2367	凌绝峰黄金宝箱60~89	5320	初级魂石·柴嵩	1728				1												
2367	凌绝峰黄金宝箱60~89	1200	初级魂石·无想	1732				1												
2367	凌绝峰黄金宝箱60~89	4000	初级魂石·月眉儿	1761				1												
2367	凌绝峰黄金宝箱60~89	4000	初级魂石·张风	1760				1												
2367	凌绝峰黄金宝箱60~89	1200	初级魂石·燕若雪	1763				1												
2367	凌绝峰黄金宝箱60~89	1200	初级魂石·天星道长	1762				1												
2367	凌绝峰黄金宝箱60~89	1760	初级魂石·杨熙烈	1764				1												
2367	凌绝峰黄金宝箱60~89	1760	初级魂石·南宫灭	1768				1												
2367	凌绝峰黄金宝箱60~89	1760	初级魂石·上官飞龙	1765				1												
2367	凌绝峰黄金宝箱60~89	1760	初级魂石·方勉	1767				1												
2367	凌绝峰黄金宝箱60~89	1760	初级魂石·纳兰潜凛	1766				1												
2367	凌绝峰黄金宝箱60~89	5000	初级魂石·月明瑶	1710				1												
2367	凌绝峰黄金宝箱60~89	5000	初级魂石·封玉书	1722				1												
2367	凌绝峰黄金宝箱60~89	1800	初级魂石·曲霞	1729				1												
2367	凌绝峰黄金宝箱60~89	1800	初级魂石·唐影	1769				1												
2367	凌绝峰黄金宝箱60~89	1800	初级魂石·秋依水	1770				1												
2367	凌绝峰黄金宝箱60~89	600	初级魂石·孟知秋	2534				1												
2367	凌绝峰黄金宝箱60~89	500	初级魂石·清晓师太	2529				1												
2367	凌绝峰黄金宝箱60~89	464000	黄金宝箱	786				1												
2367	凌绝峰黄金宝箱60~89	233530	黄金钥匙	785				1												
2368	凌绝峰黄金宝箱90~99	2000	胡神医			Partner	102	1												
2368	凌绝峰黄金宝箱90~99	2000	秦沐白			Partner	103	1												
2368	凌绝峰黄金宝箱90~99	2000	苏墨芸			Partner	97	1												
2368	凌绝峰黄金宝箱90~99	2000	萧动尘			Partner	98	1												
2368	凌绝峰黄金宝箱90~99	2000	张仲天			Partner	104	1												
2368	凌绝峰黄金宝箱90~99	2000	路达			Partner	105	1												
2368	凌绝峰黄金宝箱90~99	1480	殷方			Partner	96	1												
2368	凌绝峰黄金宝箱90~99	1000	南宫彩虹			Partner	81	1												
2368	凌绝峰黄金宝箱90~99	1000	紫轩			Partner	77	1												
2368	凌绝峰黄金宝箱90~99	1000	无相			Partner	90	1												
2368	凌绝峰黄金宝箱90~99	1000	林海			Partner	87	1												
2368	凌绝峰黄金宝箱90~99	1000	陆文龙			Partner	88	1												
2368	凌绝峰黄金宝箱90~99	1000	赵无双			Partner	89	1												
2368	凌绝峰黄金宝箱90~99	750	唐潇			Partner	76	1												
2368	凌绝峰黄金宝箱90~99	1200	蔷薇			Partner	78	1												
2368	凌绝峰黄金宝箱90~99	1200	张琳心			Partner	83	1												
2368	凌绝峰黄金宝箱90~99	1200	张如梦			Partner	82	1												
2368	凌绝峰黄金宝箱90~99	1200	赵节			Partner	91	1												
2368	凌绝峰黄金宝箱90~99	1200	邵骑风			Partner	92	1												
2368	凌绝峰黄金宝箱90~99	1200	卓非凡			Partner	79	1												
2368	凌绝峰黄金宝箱90~99	840	何暮雪			Partner	93	1												
2368	凌绝峰黄金宝箱90~99	1440	赵升权			Partner	94	1												
2368	凌绝峰黄金宝箱90~99	1440	纳兰真			Partner	59	1												
2368	凌绝峰黄金宝箱90~99	1440	柴嵩			Partner	95	1												
2368	凌绝峰黄金宝箱90~99	960	无想			Partner	63	1												
2368	凌绝峰黄金宝箱90~99	1500	月明瑶			Partner	80	1												
2368	凌绝峰黄金宝箱90~99	1500	封玉书			Partner	84	1												
2368	凌绝峰黄金宝箱90~99	1500	曲霞			Partner	85	1												
2368	凌绝峰黄金宝箱90~99	480	月眉儿			Partner	23	1												
2368	凌绝峰黄金宝箱90~99	480	张风			Partner	49	1												
2368	凌绝峰黄金宝箱90~99	400	燕若雪			Partner	55	1												
2368	凌绝峰黄金宝箱90~99	400	天星道长			Partner	54	1												
2368	凌绝峰黄金宝箱90~99	480	杨熙烈			Partner	56	1												
2368	凌绝峰黄金宝箱90~99	480	南宫灭			Partner	50	1												
2368	凌绝峰黄金宝箱90~99	480	上官飞龙			Partner	57	1												
2368	凌绝峰黄金宝箱90~99	480	方勉			Partner	51	1												
2368	凌绝峰黄金宝箱90~99	480	纳兰潜凛			Partner	58	1												
2368	凌绝峰黄金宝箱90~99	480	唐影			Partner	52	1												
2368	凌绝峰黄金宝箱90~99	480	秋依水			Partner	53	1												
2368	凌绝峰黄金宝箱90~99	480	孟知秋			Partner	36	1												
2368	凌绝峰黄金宝箱90~99	480	清晓师太			Partner	26	1												
2368	凌绝峰黄金宝箱90~99	10000	初级魂石·胡神医	1700				1												
2368	凌绝峰黄金宝箱90~99	10000	初级魂石·秦沐白	1701				1												
2368	凌绝峰黄金宝箱90~99	10000	初级魂石·苏墨芸	1698				1												
2368	凌绝峰黄金宝箱90~99	10000	初级魂石·萧动尘	1699				1												
2368	凌绝峰黄金宝箱90~99	10000	初级魂石·张仲天	1702				1												
2368	凌绝峰黄金宝箱90~99	10000	初级魂石·路达	1703				1												
2368	凌绝峰黄金宝箱90~99	2220	初级魂石·殷方	1697				1												
2368	凌绝峰黄金宝箱90~99	12000	初级魂石·南宫彩虹	1714				1												
2368	凌绝峰黄金宝箱90~99	12000	初级魂石·紫轩	1708				1												
2368	凌绝峰黄金宝箱90~99	12000	初级魂石·无相	1718				1												
2368	凌绝峰黄金宝箱90~99	12000	初级魂石·林海	1715				1												
2368	凌绝峰黄金宝箱90~99	12000	初级魂石·陆文龙	1716				1												
2368	凌绝峰黄金宝箱90~99	12000	初级魂石·赵无双	1717				1												
2368	凌绝峰黄金宝箱90~99	2700	初级魂石·唐潇	1719				1												
2368	凌绝峰黄金宝箱90~99	14000	初级魂石·蔷薇	1707				1												
2368	凌绝峰黄金宝箱90~99	4680	初级魂石·张琳心	1721				1												
2368	凌绝峰黄金宝箱90~99	14000	初级魂石·张如梦	1720				1												
2368	凌绝峰黄金宝箱90~99	14000	初级魂石·赵节	1723				1												
2368	凌绝峰黄金宝箱90~99	14000	初级魂石·邵骑风	1724				1												
2368	凌绝峰黄金宝箱90~99	4680	初级魂石·卓非凡	1709				1												
2368	凌绝峰黄金宝箱90~99	3200	初级魂石·何暮雪	1725				1												
2368	凌绝峰黄金宝箱90~99	5320	初级魂石·赵升权	1726				1												
2368	凌绝峰黄金宝箱90~99	5320	初级魂石·纳兰真	1727				1												
2368	凌绝峰黄金宝箱90~99	5320	初级魂石·柴嵩	1728				1												
2368	凌绝峰黄金宝箱90~99	1200	初级魂石·无想	1732				1												
2368	凌绝峰黄金宝箱90~99	4000	初级魂石·月眉儿	1761				1												
2368	凌绝峰黄金宝箱90~99	4000	初级魂石·张风	1760				1												
2368	凌绝峰黄金宝箱90~99	1200	初级魂石·燕若雪	1763				1												
2368	凌绝峰黄金宝箱90~99	1200	初级魂石·天星道长	1762				1												
2368	凌绝峰黄金宝箱90~99	1760	初级魂石·杨熙烈	1764				1												
2368	凌绝峰黄金宝箱90~99	1760	初级魂石·南宫灭	1768				1												
2368	凌绝峰黄金宝箱90~99	1760	初级魂石·上官飞龙	1765				1												
2368	凌绝峰黄金宝箱90~99	1760	初级魂石·方勉	1767				1												
2368	凌绝峰黄金宝箱90~99	1760	初级魂石·纳兰潜凛	1766				1												
2368	凌绝峰黄金宝箱90~99	5000	初级魂石·月明瑶	1710				1												
2368	凌绝峰黄金宝箱90~99	5000	初级魂石·封玉书	1722				1												
2368	凌绝峰黄金宝箱90~99	1800	初级魂石·曲霞	1729				1												
2368	凌绝峰黄金宝箱90~99	1800	初级魂石·唐影	1769				1												
2368	凌绝峰黄金宝箱90~99	1800	初级魂石·秋依水	1770				1												
2368	凌绝峰黄金宝箱90~99	600	初级魂石·孟知秋	2534				1												
2368	凌绝峰黄金宝箱90~99	500	初级魂石·清晓师太	2529				1												
2368	凌绝峰黄金宝箱90~99	600	初级魂石·尹含烟	3371				1												
2368	凌绝峰黄金宝箱90~99	600	初级魂石·璇玑子	3372				1												
2368	凌绝峰黄金宝箱90~99	500	初级魂石·玄天道人	3373				1												
2368	凌绝峰黄金宝箱90~99	464000	黄金宝箱	786				1												
2368	凌绝峰黄金宝箱90~99	231830	黄金钥匙	785				1												
2374	1~39级英雄挑战黄金宝箱	66500	T2稀有腰带	1203				1												
2374	1~39级英雄挑战黄金宝箱	332500	T2传承腰带	1677				1												
2374	1~39级英雄挑战黄金宝箱	11200	初级魂石·柳潇庭	1733				1												
2374	1~39级英雄挑战黄金宝箱	589800	绿水晶	222				1												
2375	40~49级英雄挑战黄金宝箱	26600	T3稀有腰带	1204				1												
2375	40~49级英雄挑战黄金宝箱	166300	T3传承腰带	1678				1												
2375	40~49级英雄挑战黄金宝箱	11200	初级魂石·柳潇庭	1733				1												
2375	40~49级英雄挑战黄金宝箱	795900	绿水晶	222				1												
2376	50~59级英雄挑战黄金宝箱	133000	T4稀有腰带碎片	2136				1												
2376	50~59级英雄挑战黄金宝箱	399000	T4传承腰带碎片	2139				1												
2376	50~59级英雄挑战黄金宝箱	11200	初级魂石·柳潇庭	1733				1												
2376	50~59级英雄挑战黄金宝箱	456800	绿水晶	222				1												
2377	60~69级英雄挑战黄金宝箱	63500	T5稀有腰带碎片	2137				1												
2377	60~69级英雄挑战黄金宝箱	205300	T5传承腰带碎片	2140				1												
2377	60~69级英雄挑战黄金宝箱	1400	初级魂石·祝子虚	2530				1												
2377	60~69级英雄挑战黄金宝箱	8400	初级魂石·柳潇庭	1733				1												
2377	60~69级英雄挑战黄金宝箱	721400	绿水晶	222				1												
2378	70~79级英雄挑战黄金宝箱	56000	T6稀有腰带碎片	2138				1												
2378	70~79级英雄挑战黄金宝箱	168000	T6传承腰带碎片	2141				1												
2378	70~79级英雄挑战黄金宝箱	1400	初级魂石·祝子虚	2530				1												
2378	70~79级英雄挑战黄金宝箱	9800	初级魂石·柳潇庭	1733				1												
2378	70~79级英雄挑战黄金宝箱	764800	绿水晶	222				1												
2379	80~89级英雄挑战黄金宝箱	52500	T7稀有腰带碎片	2991				1												
2379	80~89级英雄挑战黄金宝箱	126000	T7传承腰带碎片	2994				1												
2379	80~89级英雄挑战黄金宝箱	2100	初级魂石·祝子虚	2530				1												
2379	80~89级英雄挑战黄金宝箱	10000	初级魂石·柳潇庭	1733				1												
2379	80~89级英雄挑战黄金宝箱	809400	绿水晶	222				1												
2380	90~99级英雄挑战黄金宝箱	40000	T8稀有腰带碎片	2992				1												
2380	90~99级英雄挑战黄金宝箱	90000	T8传承腰带碎片	2995				1												
2380	90~99级英雄挑战黄金宝箱	2100	初级魂石·祝子虚	2530				1												
2380	90~99级英雄挑战黄金宝箱	10000	初级魂石·柳潇庭	1733				1												
2380	90~99级英雄挑战黄金宝箱	857900	绿水晶	222				1												
2381	100~109级英雄挑战黄金宝箱	35000	T9稀有腰带碎片	2993				1												
2381	100~109级英雄挑战黄金宝箱	70000	T9传承腰带碎片	2996				1												
2381	100~109级英雄挑战黄金宝箱	2000	初级魂石·祝子虚	2530				1												
2381	100~109级英雄挑战黄金宝箱	6000	初级魂石·柳潇庭	1733				1												
2381	100~109级英雄挑战黄金宝箱	887000	绿水晶	222				1												
23810	110~119级英雄挑战黄金宝箱	27000	T10稀有腰带碎片	3683				1												
23810	110~119级英雄挑战黄金宝箱	54000	T10传承腰带碎片	3684				1												
23810	110~119级英雄挑战黄金宝箱	2000	初级魂石·祝子虚	2530				1												
23810	110~119级英雄挑战黄金宝箱	5000	初级魂石·柳潇庭	1733				1												
23810	110~119级英雄挑战黄金宝箱	912000	绿水晶	222				1												
23811	120~129级英雄挑战黄金宝箱	27000	T11稀有腰带碎片	5841				1												
23811	120~129级英雄挑战黄金宝箱	54000	T11传承腰带碎片	5846				1												
23811	120~129级英雄挑战黄金宝箱	2000	初级魂石·祝子虚	2530				1												
23811	120~129级英雄挑战黄金宝箱	5000	初级魂石·柳潇庭	1733				1												
23811	120~129级英雄挑战黄金宝箱	912000	绿水晶	222				1												
23812	130~139级英雄挑战黄金宝箱	27000	T12稀有腰带碎片	5842				1												
23812	130~139级英雄挑战黄金宝箱	54000	T12传承腰带碎片	5847				1												
23812	130~139级英雄挑战黄金宝箱	2000	初级魂石·祝子虚	2530				1												
23812	130~139级英雄挑战黄金宝箱	5000	初级魂石·柳潇庭	1733				1												
23812	130~139级英雄挑战黄金宝箱	912000	绿水晶	222				1												
23813	140~149级英雄挑战黄金宝箱	27000	T13稀有腰带碎片	5843				1												
23813	140~149级英雄挑战黄金宝箱	54000	T13传承腰带碎片	5848				1												
23813	140~149级英雄挑战黄金宝箱	2000	初级魂石·祝子虚	2530				1												
23813	140~149级英雄挑战黄金宝箱	5000	初级魂石·柳潇庭	1733				1												
23813	140~149级英雄挑战黄金宝箱	912000	绿水晶	222				1												
23814	150~159级英雄挑战黄金宝箱	27000	T14稀有腰带碎片	5844				1												
23814	150~159级英雄挑战黄金宝箱	54000	T14传承腰带碎片	5849				1												
23814	150~159级英雄挑战黄金宝箱	2000	初级魂石·祝子虚	2530				1												
23814	150~159级英雄挑战黄金宝箱	5000	初级魂石·柳潇庭	1733				1												
23814	150~159级英雄挑战黄金宝箱	912000	绿水晶	222				1												
23815	160~169级英雄挑战黄金宝箱	27000	T15稀有腰带碎片	5845				1												
23815	160~169级英雄挑战黄金宝箱	54000	T15传承腰带碎片	5850				1												
23815	160~169级英雄挑战黄金宝箱	2000	初级魂石·祝子虚	2530				1												
23815	160~169级英雄挑战黄金宝箱	5000	初级魂石·柳潇庭	1733				1												
23815	160~169级英雄挑战黄金宝箱	912000	绿水晶	222				1												
23816	170~179级英雄挑战黄金宝箱	27000	T16稀有腰带碎片	10396				1												
23816	170~179级英雄挑战黄金宝箱	54000	T16传承腰带碎片	10401				1												
23816	170~179级英雄挑战黄金宝箱	2000	初级魂石·祝子虚	2530				1												
23816	170~179级英雄挑战黄金宝箱	5000	初级魂石·柳潇庭	1733				1												
23816	170~179级英雄挑战黄金宝箱	912000	绿水晶	222				1												
23817	180~189级英雄挑战黄金宝箱	27000	T17稀有腰带碎片	10397				1												
23817	180~189级英雄挑战黄金宝箱	54000	T17传承腰带碎片	10402				1												
23817	180~189级英雄挑战黄金宝箱	2000	初级魂石·祝子虚	2530				1												
23817	180~189级英雄挑战黄金宝箱	5000	初级魂石·柳潇庭	1733				1												
23817	180~189级英雄挑战黄金宝箱	912000	绿水晶	222				1												
2382	1~39级通天塔黄金宝箱	300000	T2稀有鞋子	1213				1												
2382	1~39级通天塔黄金宝箱	620000	T2传承鞋子	1685				1												
2382	1~39级通天塔黄金宝箱	40000	初级魂石·完颜襄	1736				1												
2382	1~39级通天塔黄金宝箱	40000	黎饰宝箱	4687				1												
2383	40~49级通天塔黄金宝箱	70000	T3稀有鞋子	1214				1												
2383	40~49级通天塔黄金宝箱	660000	T3传承鞋子	1686				1												
2383	40~49级通天塔黄金宝箱	40000	初级魂石·完颜襄	1736				1												
2383	40~49级通天塔黄金宝箱	190000	1000贡献			Contrib		1000												
2383	40~49级通天塔黄金宝箱	40000	黎饰宝箱	4687				1												
2384	50~59级通天塔黄金宝箱	600000	T4稀有鞋子碎片	2142				1												
2384	50~59级通天塔黄金宝箱	160000	T4传承鞋子	1687				1												
2384	50~59级通天塔黄金宝箱	40000	初级魂石·完颜襄	1736				1												
2384	50~59级通天塔黄金宝箱	160000	900贡献			Contrib		900												
2384	50~59级通天塔黄金宝箱	40000	黎饰宝箱	4687				1												
2385	60~69级通天塔黄金宝箱	300000	T5稀有鞋子碎片	2143				1												
2385	60~69级通天塔黄金宝箱	624100	T5传承鞋子碎片	2146				1												
2385	60~69级通天塔黄金宝箱	4800	初级魂石·端木睿	2533				1												
2385	60~69级通天塔黄金宝箱	31100	初级魂石·完颜襄	1736				1												
2385	60~69级通天塔黄金宝箱	40000	黎饰宝箱	4687				1												
2386	70~79级通天塔黄金宝箱	288000	T6稀有鞋子碎片	2144				1												
2386	70~79级通天塔黄金宝箱	500000	T6传承鞋子碎片	2147				1												
2386	70~79级通天塔黄金宝箱	6800	初级魂石·端木睿	2533				1												
2386	70~79级通天塔黄金宝箱	30000	初级魂石·完颜襄	1736				1												
2386	70~79级通天塔黄金宝箱	135200	1000贡献			Contrib		1000												
2386	70~79级通天塔黄金宝箱	40000	黎饰宝箱	4687				1												
2387	89~89级通天塔黄金宝箱	210000	T7稀有鞋子碎片	2997				1												
2387	89~89级通天塔黄金宝箱	380000	T7传承鞋子碎片	3000				1												
2387	89~89级通天塔黄金宝箱	6000	初级魂石·端木睿	2533				1												
2387	89~89级通天塔黄金宝箱	30000	初级魂石·完颜襄	1736				1												
2387	89~89级通天塔黄金宝箱	334000	1000贡献			Contrib		1000												
2387	89~89级通天塔黄金宝箱	40000	黎饰宝箱	4687				1												
2388	90~99级通天塔黄金宝箱	110000	T8稀有鞋子碎片	2998				1												
2388	90~99级通天塔黄金宝箱	300000	T8传承鞋子碎片	3001				1												
2388	90~99级通天塔黄金宝箱	6000	初级魂石·端木睿	2533				1												
2388	90~99级通天塔黄金宝箱	30000	初级魂石·完颜襄	1736				1												
2388	90~99级通天塔黄金宝箱	514000	1000贡献			Contrib		1000												
2388	90~99级通天塔黄金宝箱	40000	黎饰宝箱	4687				1												
23880	100~109级通天塔黄金宝箱	120000	T9稀有鞋子碎片	2999				1												
23880	100~109级通天塔黄金宝箱	200000	T9传承鞋子碎片	3002				1												
23880	100~109级通天塔黄金宝箱	5000	初级魂石·端木睿	2533				1												
23880	100~109级通天塔黄金宝箱	15000	初级魂石·完颜襄	1736				1												
23880	100~109级通天塔黄金宝箱	620000	1000贡献			Contrib		1000												
23880	100~109级通天塔黄金宝箱	40000	黎饰宝箱	4687				1												
23881	110~119级通天塔黄金宝箱	90000	T10稀有鞋子碎片	3685				1												
23881	110~119级通天塔黄金宝箱	140000	T10传承鞋子碎片	3686				1												
23881	110~119级通天塔黄金宝箱	4000	初级魂石·端木睿	2533				1												
23881	110~119级通天塔黄金宝箱	12000	初级魂石·完颜襄	1736				1												
23881	110~119级通天塔黄金宝箱	714000	1000贡献			Contrib		1000												
23881	110~119级通天塔黄金宝箱	40000	黎饰宝箱	4687				1												
23882	120~129级通天塔黄金宝箱	90000	T11稀有鞋子碎片	5851				1												
23882	120~129级通天塔黄金宝箱	140000	T11传承鞋子碎片	5856				1												
23882	120~129级通天塔黄金宝箱	4000	初级魂石·端木睿	2533				1												
23882	120~129级通天塔黄金宝箱	12000	初级魂石·完颜襄	1736				1												
23882	120~129级通天塔黄金宝箱	714000	1000贡献			Contrib		1000												
23882	120~129级通天塔黄金宝箱	40000	黎饰宝箱	4687				1												
23883	130~139级通天塔黄金宝箱	90000	T12稀有鞋子碎片	5852				1												
23883	130~139级通天塔黄金宝箱	140000	T12传承鞋子碎片	5857				1												
23883	130~139级通天塔黄金宝箱	4000	初级魂石·端木睿	2533				1												
23883	130~139级通天塔黄金宝箱	12000	初级魂石·完颜襄	1736				1												
23883	130~139级通天塔黄金宝箱	714000	1000贡献			Contrib		1000												
23883	130~139级通天塔黄金宝箱	40000	黎饰宝箱	4687				1												
23884	140~149级通天塔黄金宝箱	90000	T13稀有鞋子碎片	5853				1												
23884	140~149级通天塔黄金宝箱	180000	T13传承鞋子碎片	5858				1												
23884	140~149级通天塔黄金宝箱	4000	初级魂石·端木睿	2533				1												
23884	140~149级通天塔黄金宝箱	12000	初级魂石·完颜襄	1736				1												
23884	140~149级通天塔黄金宝箱	714000	1000贡献			Contrib		1000												
23885	150~159级通天塔黄金宝箱	90000	T14稀有鞋子碎片	5854				1												
23885	150~159级通天塔黄金宝箱	180000	T14传承鞋子碎片	5859				1												
23885	150~159级通天塔黄金宝箱	4000	初级魂石·端木睿	2533				1												
23885	150~159级通天塔黄金宝箱	12000	初级魂石·完颜襄	1736				1												
23885	150~159级通天塔黄金宝箱	714000	1000贡献			Contrib		1000												
23886	160~169级通天塔黄金宝箱	90000	T15稀有鞋子碎片	5855				1												
23886	160~169级通天塔黄金宝箱	180000	T15传承鞋子碎片	5860				1												
23886	160~169级通天塔黄金宝箱	4000	初级魂石·端木睿	2533				1												
23886	160~169级通天塔黄金宝箱	12000	初级魂石·完颜襄	1736				1												
23886	160~169级通天塔黄金宝箱	714000	1000贡献			Contrib		1000												
23887	170~179级通天塔黄金宝箱	90000	T16稀有鞋子碎片	10406				1												
23887	170~179级通天塔黄金宝箱	180000	T16传承鞋子碎片	10411				1												
23887	170~179级通天塔黄金宝箱	4000	初级魂石·端木睿	2533				1												
23887	170~179级通天塔黄金宝箱	12000	初级魂石·完颜襄	1736				1												
23887	170~179级通天塔黄金宝箱	714000	1000贡献			Contrib		1000												
23888	180~189级通天塔黄金宝箱	90000	T17稀有鞋子碎片	10407				1												
23888	180~189级通天塔黄金宝箱	180000	T17传承鞋子碎片	10412				1												
23888	180~189级通天塔黄金宝箱	4000	初级魂石·端木睿	2533				1												
23888	180~189级通天塔黄金宝箱	12000	初级魂石·完颜襄	1736				1												
23888	180~189级通天塔黄金宝箱	714000	1000贡献			Contrib		1000												
2423	随机门派秘籍	13157	秘籍·天罡战气	2398				1				15		15		OpenLevel89		OpenLevel99		
