ShowType	Name	GroupName	Faction	Sex	ResId	EffectResId	IconId	BigIconId	Desc	Desc2
1414	【黄金】雷穹之玉清玄冥	kl	10		894		18354	18354	昆仑黄金武器T14	T14
1415	【黄金】雷穹之紫陌红尘	kl	10		895		18355	18355	昆仑黄金武器T15	T15
1411	【黄金】同仇之黑魔杖	gb_m	11	1	901		18381	18381	丐帮黄金武器T11	T11
1412	【黄金】同仇之青龙碎玉	gb_m	11	1	902		18382	18382	丐帮黄金武器T12	T12
1413	【黄金】同仇之应龙焚天	gb_m	11	1	903		18383	18383	丐帮黄金武器T13	T13
1414	【黄金】同仇之熔星噬日	gb_m	11	1	904		18384	18384	丐帮黄金武器T14	T14
1415	【黄金】同仇之魁龙杖	gb_m	11	1	905		18385	18385	丐帮黄金武器T15	T15
1411	【黄金】冥幻之饮月枝	wdu_f	12	2	911		18411	18411	五毒黄金武器T11	T11
1412	【黄金】冥幻之雪玲珑	wdu_f	12	2	912		18412	18412	五毒黄金武器T12	T12
1413	【黄金】冥幻之黄泉引	wdu_f	12	2	913		18413	18413	五毒黄金武器T13	T13
1414	【黄金】冥幻之百鸟朝凤	wdu_f	12	2	914		18414	18414	五毒黄金武器T14	T14
1415	【黄金】冥幻之风声鹤唳	wdu_f	12	2	915		18415	18415	五毒黄金武器T15	T15
1411	【黄金】炼天之御神剑	cj_m	13	1	921		18441	18441	藏剑黄金武器T11	T11
1412	【黄金】炼天之青云剑	cj_m	13	1	922		18442	18442	藏剑黄金武器T12	T12
1413	【黄金】炼天之神霄剑	cj_m	13	1	923		18443	18443	藏剑黄金武器T13	T13
1414	【黄金】炼天之羲皇剑	cj_m	13	1	924		18444	18444	藏剑黄金武器T14	T14
1415	【黄金】炼天之猩红剑	cj_m	13	1	925		18445	18445	藏剑黄金武器T15	T15
1411	【黄金】子期之如梦令	cg_f	14	2	931		18471	18471	长歌黄金武器T11	T11
1412	【黄金】子期之白苹香	cg_f	14	2	932		18472	18472	长歌黄金武器T12	T12
1413	【黄金】子期之苏幕遮	cg_f	14	2	933		18473	18473	长歌黄金武器T13	T13
1414	【黄金】子期之东湖月	cg_f	14	2	934		18474	18474	长歌黄金武器T14	T14
1415	【黄金】子期之凤楼春	cg_f	14	2	935		18475	18475	长歌黄金武器T15	T15
1411	【黄金】缥缈之雪夜冰	ts	15		941		18501	18501	天山男黄金武器T11	T11
1412	【黄金】缥缈之海月清辉	ts	15		942		18502	18502	天山男黄金武器T12	T12
1413	【黄金】缥缈之飞瀑连珠	ts	15		943		18503	18503	天山男黄金武器T13	T13
1414	【黄金】缥缈之九霄环佩	ts	15		944		18504	18504	天山男黄金武器T14	T14
1415	【黄金】缥缈之竹聆风	ts	15		945		18505	18505	天山男黄金武器T15	T15
1411	【黄金】破军之润德刀	bd_m	16	1	951		18531	18531	霸刀男黄金武器T11	T11
1412	【黄金】破军之怨月刀	bd_m	16	1	952		18532	18532	霸刀男黄金武器T12	T12
1413	【黄金】破军之浮龙刀	bd_m	16	1	953		18533	18533	霸刀男黄金武器T13	T13
1414	【黄金】破军之九骨刀	bd_m	16	1	954		18534	18534	霸刀男黄金武器T14	T14
1415	【黄金】破军之皓峰刀	bd_m	16	1	955		18535	18535	霸刀男黄金武器T15	T15
1411	【黄金】破军之润德刀	bd_f	16	2	10681		18531	18531	霸刀女黄金武器T11	T11
1412	【黄金】破军之怨月刀	bd_f	16	2	10682		18532	18532	霸刀女黄金武器T12	T12
1413	【黄金】破军之浮龙刀	bd_f	16	2	10683		18533	18533	霸刀女黄金武器T13	T13
1414	【黄金】破军之九骨刀	bd_f	16	2	10684		18534	18534	霸刀女黄金武器T14	T14
1415	【黄金】破军之皓峰刀	bd_f	16	2	10685		18535	18535	霸刀女黄金武器T15	T15
1411	【黄金】六合之墨影剑	hs	17		961		18561	18561	华山黄金武器T11	T11
1412	【黄金】六合之幽语剑	hs	17		962		18562	18562	华山黄金武器T12	T12
1413	【黄金】六合之澜悔剑	hs	17		963		18563	18563	华山黄金武器T13	T13
1414	【黄金】六合之抚夜剑	hs	17		964		18564	18564	华山黄金武器T14	T14
1415	【黄金】六合之青釭剑	hs	17		965		18565	18565	华山黄金武器T15	T15
1411	【黄金】圣火之沐晖玉鳞	mj	18		971		18591	18591	明教黄金武器T11	T11
1412	【黄金】圣火之苍穹鹤血	mj	18		972		18592	18592	明教黄金武器T12	T12
1413	【黄金】圣火之戮魔饮血	mj	18		973		18593	18593	明教黄金武器T13	T13
1414	【黄金】圣火之夔兽双绞	mj	18		974		18594	18594	明教黄金武器T14	T14
1415	【黄金】圣火之冥月惊生	mj	18		975		18595	18595	明教黄金武器T15	T15
1411	【黄金】诗情之悲声笔	wh	20		991		18651	18651	万花黄金武器T11	T11
1412	【黄金】诗情之忘诗笔	wh	20		992		18652	18652	万花黄金武器T12	T12
1413	【黄金】诗情之寂辞笔	wh	20		993		18653	18653	万花黄金武器T13	T13
1414	【黄金】诗情之兰鲤笔	wh	20		994		18654	18654	万花黄金武器T14	T14
1415	【黄金】诗情之此夜曲	wh	20		995		18655	18655	万花黄金武器T15	T15
1416	【黄金】撼天之铠钰锤	tw_m	1	1	806		19021	19021	天王黄金武器T16	T16
1417	【黄金】撼天之狼啸锤	tw_m	1	1	807		19022	19022	天王黄金武器T17	T17
1418	【黄金】撼天之天工锤	tw_m	1	1	808		19023	19023	天王黄金武器T18	T18
1419	【黄金】撼天之混元锤	tw_m	1	1	809		19024	19024	天王黄金武器T19	T19
1420	【黄金】撼天之混元锤	tw_m	1	1	810		19025	19025	天王黄金武器T20	T20
6616	【黄金】Name1之龙鳞衫	m2	1|7|10|11|16	1	2111		19036	19036	m2黄金衣服T16	T16
6617	【黄金】Name1之魔陨衫	m2	1|7|10|11|16	1	2112		19037	19037	m2黄金衣服T17	T17
6618	【黄金】Name1之赤绫衫	m2	1|7|10|11|16	1	2113		19038	19038	m2黄金衣服T18	T18
6619	【黄金】Name1之浩气衫	m2	1|7|10|11|16	1	2114		19039	19039	m2黄金衣服T19	T19
6620	【黄金】Name1之降龙衫	m2	1|7|10|11|16	1	2115		19040	19040	m2黄金衣服T20	T20
5316	【黄金】Name1之龙鳞冠	m2	1|7|10|11|16	1	2111		19026	19026	m2黄金帽子T16	T16
5317	【黄金】Name1之魔陨冠	m2	1|7|10|11|16	1	2112		19027	19027	m2黄金帽子T17	T17
5318	【黄金】Name1之赤绫冠	m2	1|7|10|11|16	1	2113		19028	19028	m2黄金帽子T18	T18
5319	【黄金】Name1之浩气冠	m2	1|7|10|11|16	1	2114		19029	19029	m2黄金帽子T19	T19
5320	【黄金】Name1之降龙冠	m2	1|7|10|11|16	1	2115		19030	19030	m2黄金帽子T20	T20
7316	【黄金】Name2之龙鳞护腕	m2	1|7|10|11|16	1			19031	19031	m2黄金护腕T16	T16
7317	【黄金】Name2之魔陨护腕	m2	1|7|10|11|16	1			19032	19032	m2黄金护腕T17	T17
7318	【黄金】Name2之赤绫护腕	m2	1|7|10|11|16	1			19033	19033	m2黄金护腕T18	T18
7319	【黄金】Name2之浩气护腕	m2	1|7|10|11|16	1			19034	19034	m2黄金护腕T19	T19
7320	【黄金】Name2之降龙护腕	m2	1|7|10|11|16	1			19035	19035	m2黄金护腕T20	T20
8316	【黄金】Name1之龙鳞腰带	m2	1|7|10|11|16	1			19041	19041	m2黄金腰带T16	T16
8317	【黄金】Name1之魔陨腰带	m2	1|7|10|11|16	1			19042	19042	m2黄金腰带T17	T17
8318	【黄金】Name1之赤绫腰带	m2	1|7|10|11|16	1			19043	19043	m2黄金腰带T18	T18
8319	【黄金】Name1之浩气腰带	m2	1|7|10|11|16	1			19044	19044	m2黄金腰带T19	T19
8320	【黄金】Name1之降龙腰带	m2	1|7|10|11|16	1			19045	19045	m2黄金腰带T20	T20
9316	【黄金】Name2之龙鳞靴	m2	1|7|10|11|16	1			19046	19046	m2黄金鞋子T16	T16
9317	【黄金】Name2之魔陨靴	m2	1|7|10|11|16	1			19047	19047	m2黄金鞋子T17	T17
9318	【黄金】Name2之赤绫靴	m2	1|7|10|11|16	1			19048	19048	m2黄金鞋子T18	T18
9319	【黄金】Name2之浩气靴	m2	1|7|10|11|16	1			19049	19049	m2黄金鞋子T19	T19
9320	【黄金】Name2之降龙靴	m2	1|7|10|11|16	1			19050	19050	m2黄金鞋子T20	T20
1041	【黄金】Name1之姹紫之链	All	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21				19221	19221	All黄金项链T16	T16
1042	【黄金】Name1之月峰之链	All	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21				19222	19222	All黄金项链T17	T17
1043	【黄金】Name1之曜日之链	All	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21				19223	19223	All黄金项链T18	T18
1044	【黄金】Name1之百花之链	All	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21				19224	19224	All黄金项链T19	T19
1045	【黄金】Name1之百花之链	All	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21				19225	19225	All黄金项链T20	T20
1051	【黄金】Name2之衍花之戒	All	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21				19226	19226	All黄金戒指T16	T16
1052	【黄金】Name2之跃龙之戒	All	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21				19227	19227	All黄金戒指T17	T17
1053	【黄金】Name2之灿羽之戒	All	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21				19228	19228	All黄金戒指T18	T18
1054	【黄金】Name2之纤羽之戒	All	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21				19229	19229	All黄金戒指T19	T19
1055	【黄金】Name2之纤羽之戒	All	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21				19230	19230	All黄金戒指T20	T20
1061	【黄金】Name1之郁金佩	All	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21				19231	19231	All黄金玉佩T16	T16
1062	【黄金】Name1之皓彩佩	All	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21				19232	19232	All黄金玉佩T17	T17
1063	【黄金】Name1之玉魁佩	All	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21				19233	19233	All黄金玉佩T18	T18
1064	【黄金】Name1之幽荧佩	All	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21				19234	19234	All黄金玉佩T19	T19
1065	【黄金】Name1之幽荧佩	All	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21				19235	19235	All黄金玉佩T20	T20
1071	【黄金】Name2之比翼符	All	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21				19236	19236	All黄金护身符T16	T16
1072	【黄金】Name2之燕归符	All	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21				19237	19237	All黄金护身符T17	T17
1073	【黄金】Name2之初蕊符	All	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21				19238	19238	All黄金护身符T18	T18
1074	【黄金】Name2之旖霞符	All	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21				19239	19239	All黄金护身符T19	T19
1075	【黄金】Name2之旖霞符	All	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21				19240	19240	All黄金护身符T20	T20
1416	【黄金】无间之寒樱剑	em_f	2	2	816		19051	19051	峨眉黄金武器T16	T16
1417	【黄金】无间之金兰剑	em_f	2	2	817		19052	19052	峨眉黄金武器T17	T17
1418	【黄金】无间之长恨剑	em_f	2	2	818		19053	19053	峨眉黄金武器T18	T18
1419	【黄金】无间之流萤剑	em_f	2	2	819		19054	19054	峨眉黄金武器T19	T19
1420	【黄金】无间之破月剑	em_f	2	2	820		19055	19055	峨眉黄金武器T20	T20
6616	【黄金】Name1之璃秀裳	f2	2|4|5|6|8|10|14|15|17|18|20|21	2	4111		19066	19066	f2黄金衣服T16	T16
6617	【黄金】Name1之恋花裳	f2	2|4|5|6|8|10|14|15|17|18|20|21	2	4112		19067	19067	f2黄金衣服T17	T17
6618	【黄金】Name1之芳盛裳	f2	2|4|5|6|8|10|14|15|17|18|20|21	2	4113		19068	19068	f2黄金衣服T18	T18
6619	【黄金】Name1之冰心裳	f2	2|4|5|6|8|10|14|15|17|18|20|21	2	4114		19069	19069	f2黄金衣服T19	T19
6620	【黄金】Name1之青丝裳	f2	2|4|5|6|8|10|14|15|17|18|20|21	2	4115		19070	19070	f2黄金衣服T20	T20
5316	【黄金】Name1之璃秀钗	f2	2|4|5|6|8|10|14|15|17|18|20|21	2	4111		19056	19056	f2黄金帽子T16	T16
5317	【黄金】Name1之恋花钗	f2	2|4|5|6|8|10|14|15|17|18|20|21	2	4112		19057	19057	f2黄金帽子T17	T17
5318	【黄金】Name1之芳盛钗	f2	2|4|5|6|8|10|14|15|17|18|20|21	2	4113		19058	19058	f2黄金帽子T18	T18
5319	【黄金】Name1之冰心钗	f2	2|4|5|6|8|10|14|15|17|18|20|21	2	4114		19059	19059	f2黄金帽子T19	T19
5320	【黄金】Name1之青丝钗	f2	2|4|5|6|8|10|14|15|17|18|20|21	2	4115		19060	19060	f2黄金帽子T20	T20
7316	【黄金】Name2之璃秀护腕	f2	2|4|5|6|8|10|14|15|17|18|20|21	2			19061	19061	f2黄金护腕T16	T16
7317	【黄金】Name2之恋花护腕	f2	2|4|5|6|8|10|14|15|17|18|20|21	2			19062	19062	f2黄金护腕T17	T17
7318	【黄金】Name2之芳盛护腕	f2	2|4|5|6|8|10|14|15|17|18|20|21	2			19063	19063	f2黄金护腕T18	T18
7319	【黄金】Name2之冰心护腕	f2	2|4|5|6|8|10|14|15|17|18|20|21	2			19064	19064	f2黄金护腕T19	T19
7320	【黄金】Name2之青丝护腕	f2	2|4|5|6|8|10|14|15|17|18|20|21	2			19065	19065	f2黄金护腕T20	T20
8316	【黄金】Name1之璃秀腰带	f2	2|4|5|6|8|10|14|15|17|18|20|21	2			19071	19071	f2黄金腰带T16	T16
8317	【黄金】Name1之恋花腰带	f2	2|4|5|6|8|10|14|15|17|18|20|21	2			19072	19072	f2黄金腰带T17	T17
8318	【黄金】Name1之芳盛腰带	f2	2|4|5|6|8|10|14|15|17|18|20|21	2			19073	19073	f2黄金腰带T18	T18
8319	【黄金】Name1之冰心腰带	f2	2|4|5|6|8|10|14|15|17|18|20|21	2			19074	19074	f2黄金腰带T19	T19
8320	【黄金】Name1之青丝腰带	f2	2|4|5|6|8|10|14|15|17|18|20|21	2			19075	19075	f2黄金腰带T20	T20
9316	【黄金】Name2之璃秀靴	f2	2|4|5|6|8|10|14|15|17|18|20|21	2			19076	19076	f2黄金鞋子T16	T16
9317	【黄金】Name2之恋花靴	f2	2|4|5|6|8|10|14|15|17|18|20|21	2			19077	19077	f2黄金鞋子T17	T17
9318	【黄金】Name2之芳盛靴	f2	2|4|5|6|8|10|14|15|17|18|20|21	2			19078	19078	f2黄金鞋子T18	T18
9319	【黄金】Name2之冰心靴	f2	2|4|5|6|8|10|14|15|17|18|20|21	2			19079	19079	f2黄金鞋子T19	T19
9320	【黄金】Name2之青丝靴	f2	2|4|5|6|8|10|14|15|17|18|20|21	2			19080	19080	f2黄金鞋子T20	T20
1416	【黄金】天光之寒钰弓	th_f	3	2	826		19081	19081	桃花黄金武器T16	T16
1417	【黄金】天光之白泽弓	th_f	3	2	827		19082	19082	桃花黄金武器T17	T17
1418	【黄金】天光之紫绮弓	th_f	3	2	828		19083	19083	桃花黄金武器T18	T18
1419	【黄金】天光之碧鸾弓	th_f	3	2	829		19084	19084	桃花黄金武器T19	T19
1420	【黄金】天光之龙舌弓	th_f	3	2	830		19085	19085	桃花黄金武器T20	T20
6616	【黄金】Name1之紫鸢裳	f1	1|3|11|12|16|19	2	3111		19096	19096	f1黄金衣服T16	T16
6617	【黄金】Name1之玉兰裳	f1	1|3|11|12|16|19	2	3112		19097	19097	f1黄金衣服T17	T17
6618	【黄金】Name1之云淡裳	f1	1|3|11|12|16|19	2	3113		19098	19098	f1黄金衣服T18	T18
6619	【黄金】Name1之红尘裳	f1	1|3|11|12|16|19	2	3114		19099	19099	f1黄金衣服T19	T19
6620	【黄金】Name1之缠玉裳	f1	1|3|11|12|16|19	2	3115		19100	19100	f1黄金衣服T20	T20
5316	【黄金】Name1之紫鸢钗	f1	1|3|11|12|16|19	2	3111		19086	19086	f1黄金帽子T16	T16
5317	【黄金】Name1之玉兰钗	f1	1|3|11|12|16|19	2	3112		19087	19087	f1黄金帽子T17	T17
5318	【黄金】Name1之云淡钗	f1	1|3|11|12|16|19	2	3113		19088	19088	f1黄金帽子T18	T18
5319	【黄金】Name1之红尘钗	f1	1|3|11|12|16|19	2	3114		19089	19089	f1黄金帽子T19	T19
5320	【黄金】Name1之缠玉钗	f1	1|3|11|12|16|19	2	3115		19090	19090	f1黄金帽子T20	T20
7316	【黄金】Name2之紫鸢护腕	f1	1|3|11|12|16|19	2			19091	19091	f1黄金护腕T16	T16
7317	【黄金】Name2之玉兰护腕	f1	1|3|11|12|16|19	2			19092	19092	f1黄金护腕T17	T17
7318	【黄金】Name2之云淡护腕	f1	1|3|11|12|16|19	2			19093	19093	f1黄金护腕T18	T18
7319	【黄金】Name2之红尘护腕	f1	1|3|11|12|16|19	2			19094	19094	f1黄金护腕T19	T19
7320	【黄金】Name2之缠玉护腕	f1	1|3|11|12|16|19	2			19095	19095	f1黄金护腕T20	T20
8316	【黄金】Name1之紫鸢腰带	f1	1|3|11|12|16|19	2			19101	19101	f1黄金腰带T16	T16
8317	【黄金】Name1之玉兰腰带	f1	1|3|11|12|16|19	2			19102	19102	f1黄金腰带T17	T17
8318	【黄金】Name1之云淡腰带	f1	1|3|11|12|16|19	2			19103	19103	f1黄金腰带T18	T18
8319	【黄金】Name1之红尘腰带	f1	1|3|11|12|16|19	2			19104	19104	f1黄金腰带T19	T19
8320	【黄金】Name1之缠玉腰带	f1	1|3|11|12|16|19	2			19105	19105	f1黄金腰带T20	T20
9316	【黄金】Name2之紫鸢靴	f1	1|3|11|12|16|19	2			19106	19106	f1黄金鞋子T16	T16
9317	【黄金】Name2之玉兰靴	f1	1|3|11|12|16|19	2			19107	19107	f1黄金鞋子T17	T17
9318	【黄金】Name2之云淡靴	f1	1|3|11|12|16|19	2			19108	19108	f1黄金鞋子T18	T18
9319	【黄金】Name2之红尘靴	f1	1|3|11|12|16|19	2			19109	19109	f1黄金鞋子T19	T19
9320	【黄金】Name2之缠玉靴	f1	1|3|11|12|16|19	2			19110	19110	f1黄金鞋子T20	T20
1416	【黄金】御龙之狱火枪	xy	4		836		19111	19111	逍遥黄金武器T16	T16
1417	【黄金】御龙之赤月枪	xy	4		837		19112	19112	逍遥黄金武器T17	T17
1418	【黄金】御龙之霜凝枪	xy	4		838		19113	19113	逍遥黄金武器T18	T18
1419	【黄金】御龙之錾金枪	xy	4		839		19114	19114	逍遥黄金武器T19	T19
1420	【黄金】御龙之天龙戟	xy	4		840		19115	19115	逍遥黄金武器T20	T20
6616	【黄金】Name1之银叶衫	m1	4|5|6|9|13|15|17|18|19|20|21	1	1111		19126	19126	m1黄金衣服T16	T16
6617	【黄金】Name1之侠义衫	m1	4|5|6|9|13|15|17|18|19|20|21	1	1112		19127	19127	m1黄金衣服T17	T17
6618	【黄金】Name1之风轻衫	m1	4|5|6|9|13|15|17|18|19|20|21	1	1113		19128	19128	m1黄金衣服T18	T18
6619	【黄金】Name1之寰宇衫	m1	4|5|6|9|13|15|17|18|19|20|21	1	1114		19129	19129	m1黄金衣服T19	T19
6620	【黄金】Name1之苍崖衫	m1	4|5|6|9|13|15|17|18|19|20|21	1	1115		19130	19130	m1黄金衣服T20	T20
5316	【黄金】Name1之银叶冠	m1	4|5|6|9|13|15|17|18|19|20|21	1	1111		19116	19116	m1黄金帽子T16	T16
5317	【黄金】Name1之侠义冠	m1	4|5|6|9|13|15|17|18|19|20|21	1	1112		19117	19117	m1黄金帽子T17	T17
5318	【黄金】Name1之风轻冠	m1	4|5|6|9|13|15|17|18|19|20|21	1	1113		19118	19118	m1黄金帽子T18	T18
5319	【黄金】Name1之寰宇冠	m1	4|5|6|9|13|15|17|18|19|20|21	1	1114		19119	19119	m1黄金帽子T19	T19
5320	【黄金】Name1之苍崖冠	m1	4|5|6|9|13|15|17|18|19|20|21	1	1115		19120	19120	m1黄金帽子T20	T20
7316	【黄金】Name2之银叶护腕	m1	4|5|6|9|13|15|17|18|19|20|21	1			19121	19121	m1黄金护腕T16	T16
7317	【黄金】Name2之侠义护腕	m1	4|5|6|9|13|15|17|18|19|20|21	1			19122	19122	m1黄金护腕T17	T17
7318	【黄金】Name2之风轻护腕	m1	4|5|6|9|13|15|17|18|19|20|21	1			19123	19123	m1黄金护腕T18	T18
7319	【黄金】Name2之寰宇护腕	m1	4|5|6|9|13|15|17|18|19|20|21	1			19124	19124	m1黄金护腕T19	T19
7320	【黄金】Name2之苍崖护腕	m1	4|5|6|9|13|15|17|18|19|20|21	1			19125	19125	m1黄金护腕T20	T20
8316	【黄金】Name1之银叶腰带	m1	4|5|6|9|13|15|17|18|19|20|21	1			19131	19131	m1黄金腰带T16	T16
8317	【黄金】Name1之侠义腰带	m1	4|5|6|9|13|15|17|18|19|20|21	1			19132	19132	m1黄金腰带T17	T17
8318	【黄金】Name1之风轻腰带	m1	4|5|6|9|13|15|17|18|19|20|21	1			19133	19133	m1黄金腰带T18	T18
8319	【黄金】Name1之寰宇腰带	m1	4|5|6|9|13|15|17|18|19|20|21	1			19134	19134	m1黄金腰带T19	T19
8320	【黄金】Name1之苍崖腰带	m1	4|5|6|9|13|15|17|18|19|20|21	1			19135	19135	m1黄金腰带T20	T20
9316	【黄金】Name2之银叶靴	m1	4|5|6|9|13|15|17|18|19|20|21	1			19136	19136	m1黄金鞋子T16	T16
9317	【黄金】Name2之侠义靴	m1	4|5|6|9|13|15|17|18|19|20|21	1			19137	19137	m1黄金鞋子T17	T17
9318	【黄金】Name2之风轻靴	m1	4|5|6|9|13|15|17|18|19|20|21	1			19138	19138	m1黄金鞋子T18	T18
9319	【黄金】Name2之寰宇靴	m1	4|5|6|9|13|15|17|18|19|20|21	1			19139	19139	m1黄金鞋子T19	T19
9320	【黄金】Name2之苍崖靴	m1	4|5|6|9|13|15|17|18|19|20|21	1			19140	19140	m1黄金鞋子T20	T20
1416	【黄金】凌岳之夙鹰剑	wd	5		846		19141	19141	武当男黄金武器T16	T16
1417	【黄金】凌岳之纯钧剑	wd	5		847		19142	19142	武当男黄金武器T17	T17
1418	【黄金】凌岳之承影剑	wd	5		848		19143	19143	武当男黄金武器T18	T18
1419	【黄金】凌岳之仙羽剑	wd	5		849		19144	19144	武当男黄金武器T19	T19
1420	【黄金】凌岳之天枢剑	wd	5		850		19145	19145	武当男黄金武器T20	T20
1416	【黄金】魔煞之弑风断雨	tr	6		856		19146	19146	天忍黄金武器T16	T16
1417	【黄金】魔煞之虚冥匕	tr	6		857		19147	19147	天忍黄金武器T17	T17
1418	【黄金】魔煞之赤电匕	tr	6		858		19148	19148	天忍黄金武器T18	T18
1419	【黄金】魔煞之幽明匕	tr	6		859		19149	19149	天忍黄金武器T19	T19
1420	【黄金】魔煞之血魄刃	tr	6		860		19150	19150	天忍黄金武器T20	T20
1416	【黄金】伏魔之空明杖	sl_m	7	1	866		19151	19151	少林黄金武器T16	T16
1417	【黄金】伏魔之月轮杖	sl_m	7	1	867		19152	19152	少林黄金武器T17	T17
1418	【黄金】伏魔之慧觉杖	sl_m	7	1	868		19153	19153	少林黄金武器T18	T18
1419	【黄金】伏魔之舍利棍	sl_m	7	1	869		19154	19154	少林黄金武器T19	T19
1420	【黄金】伏魔之降魔棍	sl_m	7	1	870		19155	19155	少林黄金武器T20	T20
1416	【黄金】碧海之海棠春睡	cy_f	8	2	876		19156	19156	翠烟黄金武器T16	T16
1417	【黄金】碧海之莺与花语	cy_f	8	2	877		19157	19157	翠烟黄金武器T17	T17
1418	【黄金】碧海之夜静生棠	cy_f	8	2	878		19158	19158	翠烟黄金武器T18	T18
1419	【黄金】碧海之瑶台步月	cy_f	8	2	879		19159	19159	翠烟黄金武器T19	T19
1420	【黄金】碧海之红粉露凝	cy_f	8	2	880		19160	19160	翠烟黄金武器T20	T20
1416	【黄金】森荒之月照花林	tm_m	9	1	886		19161	19161	唐门黄金武器T16	T16
1417	【黄金】森荒之天女散花	tm_m	9	1	887		19162	19162	唐门黄金武器T17	T17
1418	【黄金】森荒之七星透骨	tm_m	9	1	888		19163	19163	唐门黄金武器T18	T18
1419	【黄金】森荒之飞星夺魂	tm_m	9	1	889		19164	19164	唐门黄金武器T19	T19
1420	【黄金】森荒之追星弩	tm_m	9	1	890		19165	19165	唐门黄金武器T20	T20
1416	【黄金】雷穹之云渊双蛟	kl	10		896		19166	19166	昆仑黄金武器T16	T16
1417	【黄金】雷穹之青枝嵌霜	kl	10		897		19167	19167	昆仑黄金武器T17	T17
1418	【黄金】雷穹之秋雨梧桐	kl	10		898		19168	19168	昆仑黄金武器T18	T18
1419	【黄金】雷穹之玉清玄冥	kl	10		899		19169	19169	昆仑黄金武器T19	T19
1420	【黄金】雷穹之碎玉断金	kl	10		900		19170	19170	昆仑黄金武器T20	T20
1416	【黄金】同仇之蟠蛇杖	gb_m	11	1	906		19171	19171	丐帮黄金武器T16	T16
1417	【黄金】同仇之风吹新竹	gb_m	11	1	907		19172	19172	丐帮黄金武器T17	T17
1418	【黄金】同仇之豪气千石	gb_m	11	1	908		19173	19173	丐帮黄金武器T18	T18
1419	【黄金】同仇之熔星噬日	gb_m	11	1	909		19174	19174	丐帮黄金武器T19	T19
1420	【黄金】同仇之亢龙有悔	gb_m	11	1	910		19175	19175	丐帮黄金武器T20	T20
1416	【黄金】冥幻之暗香疏影	wdu_f	12	2	916		19176	19176	五毒黄金武器T16	T16
1417	【黄金】冥幻之吟风弄月	wdu_f	12	2	917		19177	19177	五毒黄金武器T17	T17
1418	【黄金】冥幻之秋霞挽香	wdu_f	12	2	918		19178	19178	五毒黄金武器T18	T18
1419	【黄金】冥幻之百鸟朝凤	wdu_f	12	2	919		19179	19179	五毒黄金武器T19	T19
1420	【黄金】冥幻之相思引	wdu_f	12	2	920		19180	19180	五毒黄金武器T20	T20
1416	【黄金】炼天之玉莲剑	cj_m	13	1	926		19181	19181	藏剑黄金武器T16	T16
1417	【黄金】炼天之金戈剑	cj_m	13	1	927		19182	19182	藏剑黄金武器T17	T17
1418	【黄金】炼天之末风剑	cj_m	13	1	928		19183	19183	藏剑黄金武器T18	T18
1419	【黄金】炼天之羲皇剑	cj_m	13	1	929		19184	19184	藏剑黄金武器T19	T19
1420	【黄金】炼天之弑月弓	cj_m	13	1	930		19185	19185	藏剑黄金武器T20	T20
1416	【黄金】子期之子夜歌	cg_f	14	2	936		19186	19186	长歌黄金武器T16	T16
1417	【黄金】子期之阳春怨	cg_f	14	2	937		19187	19187	长歌黄金武器T17	T17
1418	【黄金】子期之佳人醉	cg_f	14	2	938		19188	19188	长歌黄金武器T18	T18
1419	【黄金】子期之东湖月	cg_f	14	2	939		19189	19189	长歌黄金武器T19	T19
1420	【黄金】子期之惊雷枪	cg_f	14	2	940		19190	19190	长歌黄金武器T20	T20
1416	【黄金】缥缈之凤凰和鸣	ts	15		946		19191	19191	天山黄金武器T16	T16
1417	【黄金】缥缈之金鹄清音	ts	15		947		19192	19192	天山黄金武器T17	T17
1418	【黄金】缥缈之聆断水	ts	15		948		19193	19193	天山黄金武器T18	T18
