ChangeId	Desc	Part	Genre	CharmExtern	ColorItem1	ConsumeItem1	ConsumeCount1	ColorItem2	ConsumeItem2	ConsumeCount2	ColorItem3	ConsumeItem3	ConsumeCount3	ColorItem4	ConsumeItem4	ConsumeCount4	ColorItem5	ConsumeItem5	ConsumeCount5	ColorItem6	ConsumeItem6	ConsumeCount6	ColorItem7	ConsumeItem7	ConsumeCount7	ColorItem8	ConsumeItem8	ConsumeCount8	NameFacionMale1	NameFacionFemale1	NameFacionFemale2	NameFacionFemale3	NameFacionMale4	NameFacionFemale4	NameFacionMale5	NameFacionFemale5	NameFacionMale6	NameFacionFemale6	NameFacionMale7	NameFacionFemale8	NameFacionMale9	NameFacionMale10	NameFacionFemale10	NameFacionMale11	NameFacionFemale11	NameFacionFemale12	NameFacionMale13	NameFacionFemale14	NameFacionMale15	NameFacionFemale15	NameFacionMale16	NameFacionFemale16	NameFacionMale17	NameFacionFemale17	NameFacionMale18	NameFacionFemale18	NameFacionMale19	NameFacionFemale19	NameFacionMale20	NameFacionFemale20	NameFacionMale21	NameFacionFemale21
2003	正常装T1	0		5	2570	2569	1	2641	2569	2	2642	2569	2	2643	2569	2	6834	2569	2										1阶：<黑云衫>系列	1阶：<云锦裳>系列	1阶：<丁香裳>系列	1阶：<云锦裳>系列	1阶：<乘风衫>系列	1阶：<丁香裳>系列	1阶：<乘风衫>系列	1阶：<丁香裳>系列	1阶：<乘风衫>系列	1阶：<丁香裳>系列	1阶：<黑云衫>系列	1阶：<丁香裳>系列	1阶：<乘风衫>系列	1阶：<黑云衫>系列	1阶：<丁香裳>系列	1阶：<黑云衫>系列	1阶：<云锦裳>系列	1阶：<云锦裳>系列	1阶：<乘风衫>系列	1阶：<丁香裳>系列	1阶：<乘风衫>系列	1阶：<丁香裳>系列	1阶：<黑云衫>系列	1阶：<云锦裳>系列	1阶：<乘风衫>系列	1阶：<丁香裳>系列	1阶：<乘风衫>系列	1阶：<丁香裳>系列	1阶：<乘风衫>系列	1阶：<云锦裳>系列	1阶：<乘风衫>系列	1阶：<丁香裳>系列	1阶：<乘风衫>系列	1阶：<丁香裳>系列
2004	正常装T2	0		5	2571	2569	1	2644	2569	2	2645	2569	2	2646	2569	2	6835	2569	2										2阶：<飞鱼衫>系列	2阶：<梦蝶裳>系列	2阶：<赤练衣>系列	2阶：<梦蝶裳>系列	2阶：<霜叶衫>系列	2阶：<赤练衣>系列	2阶：<霜叶衫>系列	2阶：<赤练衣>系列	2阶：<霜叶衫>系列	2阶：<赤练衣>系列	2阶：<飞鱼衫>系列	2阶：<赤练衣>系列	2阶：<霜叶衫>系列	2阶：<飞鱼衫>系列	2阶：<赤练衣>系列	2阶：<飞鱼衫>系列	2阶：<梦蝶裳>系列	2阶：<梦蝶裳>系列	2阶：<霜叶衫>系列	2阶：<赤练衣>系列	2阶：<霜叶衫>系列	2阶：<赤练衣>系列	2阶：<飞鱼衫>系列	2阶：<梦蝶裳>系列	2阶：<霜叶衫>系列	2阶：<赤练衣>系列	2阶：<霜叶衫>系列	2阶：<赤练衣>系列	2阶：<霜叶衫>系列	2阶：<梦蝶裳>系列	2阶：<霜叶衫>系列	2阶：<赤练衣>系列	2阶：<霜叶衫>系列	2阶：<赤练衣>系列
2005	正常装T3	0		5	2572	2569	1	2647	2569	2	2648	2569	2	2649	2569	2	6836	2569	2										3阶：<破虏衫>系列	3阶：<碧落裳>系列	3阶：<繁花裳>系列	3阶：<碧落裳>系列	3阶：<金纹衫>系列	3阶：<繁花裳>系列	3阶：<金纹衫>系列	3阶：<繁花裳>系列	3阶：<金纹衫>系列	3阶：<繁花裳>系列	3阶：<破虏衫>系列	3阶：<繁花裳>系列	3阶：<金纹衫>系列	3阶：<破虏衫>系列	3阶：<繁花裳>系列	3阶：<破虏衫>系列	3阶：<碧落裳>系列	3阶：<碧落裳>系列	3阶：<金纹衫>系列	3阶：<繁花裳>系列	3阶：<金纹衫>系列	3阶：<繁花裳>系列	3阶：<破虏衫>系列	3阶：<碧落裳>系列	3阶：<金纹衫>系列	3阶：<繁花裳>系列	3阶：<金纹衫>系列	3阶：<繁花裳>系列	3阶：<金纹衫>系列	3阶：<碧落裳>系列	3阶：<金纹衫>系列	3阶：<繁花裳>系列	3阶：<金纹衫>系列	3阶：<繁花裳>系列
2006	正常装T4	0		5	2573	2569	1	2650	2569	2	2651	2569	2	2652	2569	2	6837	2569	2										4阶：<狼烟衫>系列	4阶：<琉璃裳>系列	4阶：<离殇衣>系列	4阶：<琉璃裳>系列	4阶：<蓝褶衫>系列	4阶：<离殇衣>系列	4阶：<蓝褶衫>系列	4阶：<离殇衣>系列	4阶：<蓝褶衫>系列	4阶：<离殇衣>系列	4阶：<狼烟衫>系列	4阶：<离殇衣>系列	4阶：<蓝褶衫>系列	4阶：<狼烟衫>系列	4阶：<离殇衣>系列	4阶：<狼烟衫>系列	4阶：<琉璃裳>系列	4阶：<琉璃裳>系列	4阶：<蓝褶衫>系列	4阶：<离殇衣>系列	4阶：<蓝褶衫>系列	4阶：<离殇衣>系列	4阶：<狼烟衫>系列	4阶：<琉璃裳>系列	4阶：<蓝褶衫>系列	4阶：<离殇衣>系列	4阶：<蓝褶衫>系列	4阶：<离殇衣>系列	4阶：<蓝褶衫>系列	4阶：<琉璃裳>系列	4阶：<蓝褶衫>系列	4阶：<离殇衣>系列	4阶：<蓝褶衫>系列	4阶：<离殇衣>系列
2007	正常装T5	0		5	2574	2569	1	2653	2569	2	2654	2569	2	2655	2569	2	6838	2569	2										5阶：<诛邪衫>系列	5阶：<青鸾裳>系列	5阶：<寒梅裳>系列	5阶：<青鸾裳>系列	5阶：<苍穹衫>系列	5阶：<寒梅裳>系列	5阶：<苍穹衫>系列	5阶：<寒梅裳>系列	5阶：<苍穹衫>系列	5阶：<寒梅裳>系列	5阶：<诛邪衫>系列	5阶：<寒梅裳>系列	5阶：<苍穹衫>系列	5阶：<诛邪衫>系列	5阶：<寒梅裳>系列	5阶：<诛邪衫>系列	5阶：<青鸾裳>系列	5阶：<青鸾裳>系列	5阶：<苍穹衫>系列	5阶：<寒梅裳>系列	5阶：<苍穹衫>系列	5阶：<寒梅裳>系列	5阶：<诛邪衫>系列	5阶：<青鸾裳>系列	5阶：<苍穹衫>系列	5阶：<寒梅裳>系列	5阶：<苍穹衫>系列	5阶：<寒梅裳>系列	5阶：<苍穹衫>系列	5阶：<青鸾裳>系列	5阶：<苍穹衫>系列	5阶：<寒梅裳>系列	5阶：<苍穹衫>系列	5阶：<寒梅裳>系列
1901	正常装T6·限时	0		2	9524	2569	1																						6阶：<鬼面衫>	6阶：<瑶池裳>	6阶：<闭月裳>	6阶：<瑶池裳>	6阶：<玄甲衫>	6阶：<闭月裳>	6阶：<玄甲衫>	6阶：<闭月裳>	6阶：<玄甲衫>	6阶：<闭月裳>	6阶：<鬼面衫>	6阶：<闭月裳>	6阶：<玄甲衫>	6阶：<鬼面衫>	6阶：<闭月裳>	6阶：<鬼面衫>	6阶：<瑶池裳>	6阶：<瑶池裳>	6阶：<玄甲衫>	6阶：<闭月裳>	6阶：<玄甲衫>	6阶：<闭月裳>	6阶：<鬼面衫>	6阶：<瑶池裳>	6阶：<玄甲衫>	6阶：<闭月裳>	6阶：<玄甲衫>	6阶：<闭月裳>	6阶：<玄甲衫>	6阶：<瑶池裳>	6阶：<玄甲衫>	6阶：<闭月裳>	6阶：<玄甲衫>	6阶：<闭月裳>
2008	正常装T6	0		5	2575	2569	1	2656	2569	2	2657	2569	2	2658	2569	2	6839	2569	2	10666	2569	2							6阶：<鬼面衫>系列	6阶：<瑶池裳>系列	6阶：<闭月裳>系列	6阶：<瑶池裳>系列	6阶：<玄甲衫>系列	6阶：<闭月裳>系列	6阶：<玄甲衫>系列	6阶：<闭月裳>系列	6阶：<玄甲衫>系列	6阶：<闭月裳>系列	6阶：<鬼面衫>系列	6阶：<闭月裳>系列	6阶：<玄甲衫>系列	6阶：<鬼面衫>系列	6阶：<闭月裳>系列	6阶：<鬼面衫>系列	6阶：<瑶池裳>系列	6阶：<瑶池裳>系列	6阶：<玄甲衫>系列	6阶：<闭月裳>系列	6阶：<玄甲衫>系列	6阶：<闭月裳>系列	6阶：<鬼面衫>系列	6阶：<瑶池裳>系列	6阶：<玄甲衫>系列	6阶：<闭月裳>系列	6阶：<玄甲衫>系列	6阶：<闭月裳>系列	6阶：<玄甲衫>系列	6阶：<瑶池裳>系列	6阶：<玄甲衫>系列	6阶：<闭月裳>系列	6阶：<玄甲衫>系列	6阶：<闭月裳>系列
1902	正常装T7·限时	0		2	9525	2569	1																						7阶：<菩提衫>	7阶：<青幕裳>	7阶：<紫霞裳>	7阶：<青幕裳>	7阶：<银麟衫>	7阶：<紫霞裳>	7阶：<银麟衫>	7阶：<紫霞裳>	7阶：<银麟衫>	7阶：<紫霞裳>	7阶：<菩提衫>	7阶：<紫霞裳>	7阶：<银麟衫>	7阶：<菩提衫>	7阶：<紫霞裳>	7阶：<菩提衫>	7阶：<青幕裳>	7阶：<青幕裳>	7阶：<银麟衫>	7阶：<紫霞裳>	7阶：<银麟衫>	7阶：<紫霞裳>	7阶：<菩提衫>	7阶：<青幕裳>	7阶：<银麟衫>	7阶：<紫霞裳>	7阶：<银麟衫>	7阶：<紫霞裳>	7阶：<银麟衫>	7阶：<青幕裳>	7阶：<银麟衫>	7阶：<紫霞裳>	7阶：<银麟衫>	7阶：<紫霞裳>
2009	正常装T7	0		5	2576	2569	1	2659	2569	2	2660	2569	2	2661	2569	2	6840	2569	2	10668	2569	2							7阶：<菩提衫>系列	7阶：<青幕裳>系列	7阶：<紫霞裳>系列	7阶：<青幕裳>系列	7阶：<银麟衫>系列	7阶：<紫霞裳>系列	7阶：<银麟衫>系列	7阶：<紫霞裳>系列	7阶：<银麟衫>系列	7阶：<紫霞裳>系列	7阶：<菩提衫>系列	7阶：<紫霞裳>系列	7阶：<银麟衫>系列	7阶：<菩提衫>系列	7阶：<紫霞裳>系列	7阶：<菩提衫>系列	7阶：<青幕裳>系列	7阶：<青幕裳>系列	7阶：<银麟衫>系列	7阶：<紫霞裳>系列	7阶：<银麟衫>系列	7阶：<紫霞裳>系列	7阶：<菩提衫>系列	7阶：<青幕裳>系列	7阶：<银麟衫>系列	7阶：<紫霞裳>系列	7阶：<银麟衫>系列	7阶：<紫霞裳>系列	7阶：<银麟衫>系列	7阶：<青幕裳>系列	7阶：<银麟衫>系列	7阶：<紫霞裳>系列	7阶：<银麟衫>系列	7阶：<紫霞裳>系列
1903	正常装T8·限时	0		2	9526	2569	1																						8阶：<惊羽衫>	8阶：<紫萤裳>	8阶：<韵霓裳>	8阶：<紫萤裳>	8阶：<靖世衫>	8阶：<韵霓裳>	8阶：<靖世衫>	8阶：<韵霓裳>	8阶：<靖世衫>	8阶：<韵霓裳>	8阶：<惊羽衫>	8阶：<韵霓裳>	8阶：<靖世衫>	8阶：<惊羽衫>	8阶：<韵霓裳>	8阶：<惊羽衫>	8阶：<紫萤裳>	8阶：<紫萤裳>	8阶：<靖世衫>	8阶：<韵霓裳>	8阶：<靖世衫>	8阶：<韵霓裳>	8阶：<惊羽衫>	8阶：<紫萤裳>	8阶：<靖世衫>	8阶：<韵霓裳>	8阶：<靖世衫>	8阶：<韵霓裳>	8阶：<靖世衫>	8阶：<紫萤裳>	8阶：<靖世衫>	8阶：<韵霓裳>	8阶：<靖世衫>	8阶：<韵霓裳>
2010	正常装T8	0		5	2577	2569	1	2710	2569	2	2711	2569	2	2712	2569	2	6841	2569	2	10670	2569	2							8阶：<惊羽衫>系列	8阶：<紫萤裳>系列	8阶：<韵霓裳>系列	8阶：<紫萤裳>系列	8阶：<靖世衫>系列	8阶：<韵霓裳>系列	8阶：<靖世衫>系列	8阶：<韵霓裳>系列	8阶：<靖世衫>系列	8阶：<韵霓裳>系列	8阶：<惊羽衫>系列	8阶：<韵霓裳>系列	8阶：<靖世衫>系列	8阶：<惊羽衫>系列	8阶：<韵霓裳>系列	8阶：<惊羽衫>系列	8阶：<紫萤裳>系列	8阶：<紫萤裳>系列	8阶：<靖世衫>系列	8阶：<韵霓裳>系列	8阶：<靖世衫>系列	8阶：<韵霓裳>系列	8阶：<惊羽衫>系列	8阶：<紫萤裳>系列	8阶：<靖世衫>系列	8阶：<韵霓裳>系列	8阶：<靖世衫>系列	8阶：<韵霓裳>系列	8阶：<靖世衫>系列	8阶：<紫萤裳>系列	8阶：<靖世衫>系列	8阶：<韵霓裳>系列	8阶：<靖世衫>系列	8阶：<韵霓裳>系列
2011	正常装T9	0		5	2578	2569	1	3937	2569	2	3938	2569	2	3939	2569	2	6842	2569	2	10672	2569	2							9阶：<须弥衫>系列	9阶：<花雨裳>系列	9阶：<绮绣裳>系列	9阶：<花雨裳>系列	9阶：<南皇衫>系列	9阶：<绮绣裳>系列	9阶：<南皇衫>系列	9阶：<绮绣裳>系列	9阶：<南皇衫>系列	9阶：<绮绣裳>系列	9阶：<须弥衫>系列	9阶：<绮绣裳>系列	9阶：<南皇衫>系列	9阶：<须弥衫>系列	9阶：<绮绣裳>系列	9阶：<须弥衫>系列	9阶：<花雨裳>系列	9阶：<花雨裳>系列	9阶：<南皇衫>系列	9阶：<绮绣裳>系列	9阶：<南皇衫>系列	9阶：<绮绣裳>系列	9阶：<须弥衫>系列	9阶：<花雨裳>系列	9阶：<南皇衫>系列	9阶：<绮绣裳>系列	9阶：<南皇衫>系列	9阶：<绮绣裳>系列	9阶：<南皇衫>系列	9阶：<花雨裳>系列	9阶：<南皇衫>系列	9阶：<绮绣裳>系列	9阶：<南皇衫>系列	9阶：<绮绣裳>系列
2012	正常装T10	0		5	2579	2569	1	3940	2569	2	3941	2569	2	3942	2569	2	6843	2569	2	10674	2569	2	10675	2569	2				10阶：<贪狼衫>系列	10阶：<玲珑裳>系列	10阶：<天香裳>系列	10阶：<玲珑裳>系列	10阶：<墨狮衫>系列	10阶：<天香裳>系列	10阶：<墨狮衫>系列	10阶：<天香裳>系列	10阶：<墨狮衫>系列	10阶：<天香裳>系列	10阶：<贪狼衫>系列	10阶：<天香裳>系列	10阶：<墨狮衫>系列	10阶：<贪狼衫>系列	10阶：<天香裳>系列	10阶：<贪狼衫>系列	10阶：<玲珑裳>系列	10阶：<玲珑裳>系列	10阶：<墨狮衫>系列	10阶：<天香裳>系列	10阶：<墨狮衫>系列	10阶：<天香裳>系列	10阶：<贪狼衫>系列	10阶：<玲珑裳>系列	10阶：<墨狮衫>系列	10阶：<天香裳>系列	10阶：<墨狮衫>系列	10阶：<天香裳>系列	10阶：<墨狮衫>系列	10阶：<玲珑裳>系列	10阶：<墨狮衫>系列	10阶：<天香裳>系列	10阶：<墨狮衫>系列	10阶：<天香裳>系列
2013	正常装T11	0		5	5269	2569	1	5270	2569	2	5271	2569	2	5272	2569	2	6844	2569	2	10676	2569	2	10677	2569	2				11阶：<麒麟衫>系列	11阶：<蝶翼裳>系列	11阶：<秋水裳>系列	11阶：<蝶翼裳>系列	11阶：<霜天衫>系列	11阶：<秋水裳>系列	11阶：<霜天衫>系列	11阶：<秋水裳>系列	11阶：<霜天衫>系列	11阶：<秋水裳>系列	11阶：<麒麟衫>系列	11阶：<秋水裳>系列	11阶：<霜天衫>系列	11阶：<麒麟衫>系列	11阶：<秋水裳>系列	11阶：<麒麟衫>系列	11阶：<蝶翼裳>系列	11阶：<蝶翼裳>系列	11阶：<霜天衫>系列	11阶：<秋水裳>系列	11阶：<霜天衫>系列	11阶：<秋水裳>系列	11阶：<麒麟衫>系列	11阶：<蝶翼裳>系列	11阶：<霜天衫>系列	11阶：<秋水裳>系列	11阶：<霜天衫>系列	11阶：<秋水裳>系列	11阶：<霜天衫>系列	11阶：<蝶翼裳>系列	11阶：<霜天衫>系列	11阶：<秋水裳>系列	11阶：<霜天衫>系列	11阶：<秋水裳>系列
2014	正常装T12	0		5	5273	2569	1	5274	2569	2	5275	2569	2	5276	2569	2	6845	2569	2	10678	2569	2	10679	2569	2				12阶：<卿狂衫>系列	12阶：<幽碧裳>系列	12阶：<倾城裳>系列	12阶：<幽碧裳>系列	12阶：<混魔衫>系列	12阶：<倾城裳>系列	12阶：<混魔衫>系列	12阶：<倾城裳>系列	12阶：<混魔衫>系列	12阶：<倾城裳>系列	12阶：<卿狂衫>系列	12阶：<倾城裳>系列	12阶：<混魔衫>系列	12阶：<卿狂衫>系列	12阶：<倾城裳>系列	12阶：<卿狂衫>系列	12阶：<幽碧裳>系列	12阶：<幽碧裳>系列	12阶：<混魔衫>系列	12阶：<倾城裳>系列	12阶：<混魔衫>系列	12阶：<倾城裳>系列	12阶：<卿狂衫>系列	12阶：<幽碧裳>系列	12阶：<混魔衫>系列	12阶：<倾城裳>系列	12阶：<混魔衫>系列	12阶：<倾城裳>系列	12阶：<混魔衫>系列	12阶：<幽碧裳>系列	12阶：<混魔衫>系列	12阶：<倾城裳>系列	12阶：<混魔衫>系列	12阶：<倾城裳>系列
2015	正常装T13	0		5	5277	2569	1	5278	2569	2	5279	2569	2	5280	2569	2	6846	2569	2	10680	2569	2	10681	2569	2				13阶：<龙武衫>系列	13阶：<暮雨裳>系列	13阶：<织云裳>系列	13阶：<暮雨裳>系列	13阶：<天机衫>系列	13阶：<织云裳>系列	13阶：<天机衫>系列	13阶：<织云裳>系列	13阶：<天机衫>系列	13阶：<织云裳>系列	13阶：<龙武衫>系列	13阶：<织云裳>系列	13阶：<天机衫>系列	13阶：<龙武衫>系列	13阶：<织云裳>系列	13阶：<龙武衫>系列	13阶：<暮雨裳>系列	13阶：<暮雨裳>系列	13阶：<天机衫>系列	13阶：<织云裳>系列	13阶：<天机衫>系列	13阶：<织云裳>系列	13阶：<龙武衫>系列	13阶：<暮雨裳>系列	13阶：<天机衫>系列	13阶：<织云裳>系列	13阶：<天机衫>系列	13阶：<织云裳>系列	13阶：<天机衫>系列	13阶：<暮雨裳>系列	13阶：<天机衫>系列	13阶：<织云裳>系列	13阶：<天机衫>系列	13阶：<织云裳>系列
2016	正常装T14	0		5	5281	2569	1	5282	2569	2	5283	2569	2	5284	2569	2	10682	2569	2	10683	2569	2							14阶：<浩气衫>系列	14阶：<红尘裳>系列	14阶：<冰心裳>系列	14阶：<红尘裳>系列	14阶：<寰宇衫>系列	14阶：<冰心裳>系列	14阶：<寰宇衫>系列	14阶：<冰心裳>系列	14阶：<寰宇衫>系列	14阶：<冰心裳>系列	14阶：<浩气衫>系列	14阶：<冰心裳>系列	14阶：<寰宇衫>系列	14阶：<浩气衫>系列	14阶：<冰心裳>系列	14阶：<浩气衫>系列	14阶：<红尘裳>系列	14阶：<红尘裳>系列	14阶：<寰宇衫>系列	14阶：<冰心裳>系列	14阶：<寰宇衫>系列	14阶：<冰心裳>系列	14阶：<浩气衫>系列	14阶：<红尘裳>系列	14阶：<寰宇衫>系列	14阶：<冰心裳>系列	14阶：<寰宇衫>系列	14阶：<冰心裳>系列	14阶：<寰宇衫>系列	14阶：<红尘裳>系列	14阶：<寰宇衫>系列	14阶：<冰心裳>系列	14阶：<寰宇衫>系列	14阶：<冰心裳>系列
2017	正常装T15	0		5	5285	2569	1	5286	2569	2	5287	2569	2	5288	2569	2	10684	2569	2	10685	2569	2							15阶：<降龙衫>系列	15阶：<缠玉裳>系列	15阶：<青丝裳>系列	15阶：<缠玉裳>系列	15阶：<苍崖衫>系列	15阶：<青丝裳>系列	15阶：<苍崖衫>系列	15阶：<青丝裳>系列	15阶：<苍崖衫>系列	15阶：<青丝裳>系列	15阶：<降龙衫>系列	15阶：<青丝裳>系列	15阶：<苍崖衫>系列	15阶：<降龙衫>系列	15阶：<青丝裳>系列	15阶：<降龙衫>系列	15阶：<缠玉裳>系列	15阶：<缠玉裳>系列	15阶：<苍崖衫>系列	15阶：<青丝裳>系列	15阶：<苍崖衫>系列	15阶：<青丝裳>系列	15阶：<降龙衫>系列	15阶：<缠玉裳>系列	15阶：<苍崖衫>系列	15阶：<青丝裳>系列	15阶：<苍崖衫>系列	15阶：<青丝裳>系列	15阶：<苍崖衫>系列	15阶：<缠玉裳>系列	15阶：<苍崖衫>系列	15阶：<青丝裳>系列	15阶：<苍崖衫>系列	15阶：<青丝裳>系列
2018	正常装T16	0		5	5289	2569	1	5290	2569	2	5291	2569	2	5292	2569	2	10686	2569	2	10687	2569	2							16阶：<龙鳞衫>系列	16阶：<紫鸢裳>系列	16阶：<璃秀裳>系列	16阶：<紫鸢裳>系列	16阶：<银叶衫>系列	16阶：<璃秀裳>系列	16阶：<银叶衫>系列	16阶：<璃秀裳>系列	16阶：<银叶衫>系列	16阶：<璃秀裳>系列	16阶：<龙鳞衫>系列	16阶：<璃秀裳>系列	16阶：<银叶衫>系列	16阶：<龙鳞衫>系列	16阶：<璃秀裳>系列	16阶：<龙鳞衫>系列	16阶：<紫鸢裳>系列	16阶：<紫鸢裳>系列	16阶：<银叶衫>系列	16阶：<璃秀裳>系列	16阶：<银叶衫>系列	16阶：<璃秀裳>系列	16阶：<龙鳞衫>系列	16阶：<紫鸢裳>系列	16阶：<银叶衫>系列	16阶：<璃秀裳>系列	16阶：<银叶衫>系列	16阶：<璃秀裳>系列	16阶：<银叶衫>系列	16阶：<紫鸢裳>系列	16阶：<银叶衫>系列	16阶：<璃秀裳>系列	16阶：<银叶衫>系列	16阶：<璃秀裳>系列
2019	正常装T17	0		5	5293	2569	1	5294	2569	2	5295	2569	2	5296	2569	2	6850	2569	2	10688	2569	2	10689	2569	2				17阶：<魔陨衫>系列	17阶：<玉兰裳>系列	17阶：<恋花裳>系列	17阶：<玉兰裳>系列	17阶：<侠义衫>系列	17阶：<恋花裳>系列	17阶：<侠义衫>系列	17阶：<恋花裳>系列	17阶：<侠义衫>系列	17阶：<恋花裳>系列	17阶：<魔陨衫>系列	17阶：<恋花裳>系列	17阶：<侠义衫>系列	17阶：<魔陨衫>系列	17阶：<恋花裳>系列	17阶：<魔陨衫>系列	17阶：<玉兰裳>系列	17阶：<玉兰裳>系列	17阶：<侠义衫>系列	17阶：<恋花裳>系列	17阶：<侠义衫>系列	17阶：<恋花裳>系列	17阶：<魔陨衫>系列	17阶：<玉兰裳>系列	17阶：<侠义衫>系列	17阶：<恋花裳>系列	17阶：<侠义衫>系列	17阶：<恋花裳>系列	17阶：<侠义衫>系列	17阶：<玉兰裳>系列	17阶：<侠义衫>系列	17阶：<恋花裳>系列	17阶：<侠义衫>系列	17阶：<恋花裳>系列
2020	正常装T18	0		5	5297	2569	1	5298	2569	2	5299	2569	2	5300	2569	2	6851	2569	2	10690	2569	2	10691	2569	2				18阶：<赤绫衫>系列	18阶：<云淡裳>系列	18阶：<芳盛裳>系列	18阶：<云淡裳>系列	18阶：<风轻衫>系列	18阶：<芳盛裳>系列	18阶：<风轻衫>系列	18阶：<芳盛裳>系列	18阶：<风轻衫>系列	18阶：<芳盛裳>系列	18阶：<赤绫衫>系列	18阶：<芳盛裳>系列	18阶：<风轻衫>系列	18阶：<赤绫衫>系列	18阶：<芳盛裳>系列	18阶：<赤绫衫>系列	18阶：<云淡裳>系列	18阶：<云淡裳>系列	18阶：<风轻衫>系列	18阶：<芳盛裳>系列	18阶：<风轻衫>系列	18阶：<芳盛裳>系列	18阶：<赤绫衫>系列	18阶：<云淡裳>系列	18阶：<风轻衫>系列	18阶：<芳盛裳>系列	18阶：<风轻衫>系列	18阶：<芳盛裳>系列	18阶：<风轻衫>系列	18阶：<云淡裳>系列	18阶：<风轻衫>系列	18阶：<芳盛裳>系列	18阶：<风轻衫>系列	18阶：<芳盛裳>系列
2021	正常装T19	0		5	5301	2569	1	5302	2569	2	5303	2569	2	5304	2569	2	6852	2569	2	10692	2569	2	10693	2569	2				19阶：<赤绫衫>系列	19阶：<云淡裳>系列	19阶：<芳盛裳>系列	19阶：<云淡裳>系列	19阶：<风轻衫>系列	19阶：<芳盛裳>系列	19阶：<风轻衫>系列	19阶：<芳盛裳>系列	19阶：<风轻衫>系列	19阶：<芳盛裳>系列	19阶：<赤绫衫>系列	19阶：<芳盛裳>系列	19阶：<风轻衫>系列	19阶：<赤绫衫>系列	19阶：<芳盛裳>系列	19阶：<赤绫衫>系列	19阶：<云淡裳>系列	19阶：<云淡裳>系列	19阶：<风轻衫>系列	19阶：<芳盛裳>系列	19阶：<风轻衫>系列	19阶：<芳盛裳>系列	19阶：<赤绫衫>系列	19阶：<云淡裳>系列	19阶：<风轻衫>系列	19阶：<芳盛裳>系列	19阶：<风轻衫>系列	19阶：<芳盛裳>系列	19阶：<风轻衫>系列	19阶：<云淡裳>系列	19阶：<风轻衫>系列	19阶：<芳盛裳>系列	19阶：<风轻衫>系列	19阶：<芳盛裳>系列
3001	天王武器外装T1	1	3	57	3933	2569	1	3934	2569	10	3935	2569	10	3936	2569	10	6189	2569	10										外装：<流星水果锤>系列	外装：<流星水果锤>系列	外装：<蔷薇风霜剑>系列	外装：<晴天落花弓>系列	外装：<飞天流彗枪>系列	外装：<飞天流彗枪>系列	外装：<太岳金桔剑>系列	外装：<太岳金桔剑>系列	外装：<破月春花刺>系列	外装：<破月春花刺>系列	外装：<扶风破梦杖>系列	外装：<梦幻芙蕖枝>系列	外装：<神弩木生花>系列	外装：<桃花笑春风>系列	外装：<桃花笑春风>系列	外装：<翠玉青竹杖>系列	外装：<苗疆朝颜笛>系列	外装：<苗疆朝颜笛>系列	外装：<冷杉翠芽枝>系列	外装：<摇曳百合束>系列	外装：<玉音海棠枝>系列	外装：<玉音海棠枝>系列	外装：<思秋黄柳束>系列	外装：<思秋黄柳束>系列	外装：<离愁光明草>系列	外装：<离愁光明草>系列	外装：<梅盛繁星环>系列	外装：<梅盛繁星环>系列	外装：<羞玉芙蓉莲>系列	外装：<羞玉芙蓉莲>系列	外装：<风骨黄槿玉>系列	外装：<风骨黄槿玉>系列	外装：<傲阳葡萄藤>系列	外装：<傲阳葡萄藤>系列
3002	峨眉武器外装T1	1	3	57	4381	2569	1	4382	2569	10	4383	2569	10	4384	2569	10	6190	2569	10										外装：<流星水果锤>系列	外装：<流星水果锤>系列	外装：<蔷薇风霜剑>系列	外装：<晴天落花弓>系列	外装：<飞天流彗枪>系列	外装：<飞天流彗枪>系列	外装：<太岳金桔剑>系列	外装：<太岳金桔剑>系列	外装：<破月春花刺>系列	外装：<破月春花刺>系列	外装：<扶风破梦杖>系列	外装：<梦幻芙蕖枝>系列	外装：<神弩木生花>系列	外装：<桃花笑春风>系列	外装：<桃花笑春风>系列	外装：<翠玉青竹杖>系列	外装：<苗疆朝颜笛>系列	外装：<苗疆朝颜笛>系列	外装：<冷杉翠芽枝>系列	外装：<摇曳百合束>系列	外装：<玉音海棠枝>系列	外装：<玉音海棠枝>系列	外装：<思秋黄柳束>系列	外装：<思秋黄柳束>系列	外装：<离愁光明草>系列	外装：<离愁光明草>系列	外装：<梅盛繁星环>系列	外装：<梅盛繁星环>系列	外装：<羞玉芙蓉莲>系列	外装：<羞玉芙蓉莲>系列	外装：<风骨黄槿玉>系列	外装：<风骨黄槿玉>系列	外装：<傲阳葡萄藤>系列	外装：<傲阳葡萄藤>系列
