TemplateId	Desc	AttribType1	AttribLevel1	AttribType2	AttribLevel2	AttribType3	AttribLevel3	AttribType4	AttribLevel4	AttribType5	AttribLevel5	AttribType6	AttribLevel6
492	T2项链（中）	strength_v	5	dexterity_v	5	ignore_defense_v	5	deadlystrike_damage_p	5	meleedamagereturn_p	5	deadlystrike_v	5
493	T3项链（中）	strength_v	7	dexterity_v	7	ignore_defense_v	7	deadlystrike_damage_p	7	meleedamagereturn_p	7	deadlystrike_v	7
494	T4项链（中）	strength_v	9	dexterity_v	9	ignore_defense_v	9	deadlystrike_damage_p	9	meleedamagereturn_p	9	deadlystrike_v	9
495	T5项链（中）	strength_v	11	dexterity_v	11	ignore_defense_v	11	deadlystrike_damage_p	11	meleedamagereturn_p	11	deadlystrike_v	11
496	T6项链（中）	strength_v	14	dexterity_v	12	ignore_defense_v	12	deadlystrike_damage_p	12	meleedamagereturn_p	12	deadlystrike_v	12
497	T7项链（中）	strength_v	15	dexterity_v	15	ignore_defense_v	15	deadlystrike_damage_p	15	meleedamagereturn_p	15	deadlystrike_v	15
498	T8项链（中）	strength_v	17	dexterity_v	17	ignore_defense_v	17	deadlystrike_damage_p	17	meleedamagereturn_p	17	deadlystrike_v	17
3802	T9项链（中）	strength_v	19	dexterity_v	19	ignore_defense_v	19	deadlystrike_damage_p	19	meleedamagereturn_p	19	deadlystrike_v	19
3803	T10项链（中）	strength_v	21	dexterity_v	21	ignore_defense_v	21	deadlystrike_damage_p	21	meleedamagereturn_p	21	deadlystrike_v	21
499	T1项链（高）	strength_v	6	dexterity_v	6	ignore_defense_v	6	deadlystrike_damage_p	6	meleedamagereturn_p	6	deadlystrike_v	6
500	T2项链（高）	strength_v	8	dexterity_v	8	ignore_defense_v	8	deadlystrike_damage_p	8	meleedamagereturn_p	8	deadlystrike_v	8
501	T3项链（高）	strength_v	10	dexterity_v	10	ignore_defense_v	10	deadlystrike_damage_p	10	meleedamagereturn_p	10	deadlystrike_v	10
502	T4项链（高）	strength_v	12	dexterity_v	12	ignore_defense_v	12	deadlystrike_damage_p	12	meleedamagereturn_p	12	deadlystrike_v	12
503	T5项链（高）	strength_v	14	dexterity_v	14	ignore_defense_v	14	deadlystrike_damage_p	14	meleedamagereturn_p	14	deadlystrike_v	14
504	T6项链（高）	strength_v	16	dexterity_v	16	ignore_defense_v	16	deadlystrike_damage_p	16	meleedamagereturn_p	16	deadlystrike_v	16
505	T7项链（高）	strength_v	18	dexterity_v	18	ignore_defense_v	18	deadlystrike_damage_p	18	meleedamagereturn_p	18	deadlystrike_v	18
506	T8项链（高）	strength_v	20	dexterity_v	20	ignore_defense_v	20	deadlystrike_damage_p	20	meleedamagereturn_p	20	deadlystrike_v	20
3804	T9项链（高）	strength_v	22	dexterity_v	22	ignore_defense_v	22	deadlystrike_damage_p	22	meleedamagereturn_p	22	deadlystrike_v	22
3805	T10项链（高）	strength_v	24	dexterity_v	24	ignore_defense_v	24	deadlystrike_damage_p	24	meleedamagereturn_p	24	deadlystrike_v	24
531	T1戒指（低）	strength_v	2	energy_v	2	ignore_defense_v	2	defense_v	2	meleedamagereturn_p	2	deadlystrike_v	2
532	T2戒指（低）	strength_v	4	energy_v	4	ignore_defense_v	4	defense_v	4	meleedamagereturn_p	4	deadlystrike_v	4
533	T3戒指（低）	strength_v	6	energy_v	6	ignore_defense_v	6	defense_v	6	meleedamagereturn_p	6	deadlystrike_v	6
534	T4戒指（低）	strength_v	8	energy_v	8	ignore_defense_v	8	defense_v	8	meleedamagereturn_p	8	deadlystrike_v	8
535	T5戒指（低）	strength_v	10	energy_v	10	ignore_defense_v	10	defense_v	10	meleedamagereturn_p	10	deadlystrike_v	10
536	T6戒指（低）	strength_v	12	energy_v	12	ignore_defense_v	12	defense_v	12	meleedamagereturn_p	12	deadlystrike_v	12
537	T7戒指（低）	strength_v	14	energy_v	14	ignore_defense_v	14	defense_v	14	meleedamagereturn_p	14	deadlystrike_v	14
538	T8戒指（低）	strength_v	16	energy_v	16	ignore_defense_v	16	defense_v	16	meleedamagereturn_p	16	deadlystrike_v	16
3806	T9戒指（低）	strength_v	18	energy_v	18	ignore_defense_v	18	defense_v	18	meleedamagereturn_p	18	deadlystrike_v	18
3807	T10戒指（低）	strength_v	20	energy_v	20	ignore_defense_v	20	defense_v	20	meleedamagereturn_p	20	deadlystrike_v	20
539	T1戒指（中）	strength_v	3	energy_v	3	ignore_defense_v	3	defense_v	3	meleedamagereturn_p	3	deadlystrike_v	3
540	T2戒指（中）	strength_v	5	energy_v	5	ignore_defense_v	5	defense_v	5	meleedamagereturn_p	5	deadlystrike_v	5
541	T3戒指（中）	strength_v	7	energy_v	7	ignore_defense_v	7	defense_v	7	meleedamagereturn_p	7	deadlystrike_v	7
542	T4戒指（中）	strength_v	9	energy_v	9	ignore_defense_v	9	defense_v	9	meleedamagereturn_p	9	deadlystrike_v	9
543	T5戒指（中）	strength_v	11	energy_v	11	ignore_defense_v	11	defense_v	11	meleedamagereturn_p	11	deadlystrike_v	11
544	T6戒指（中）	strength_v	14	energy_v	12	ignore_defense_v	12	defense_v	12	meleedamagereturn_p	12	deadlystrike_v	12
545	T7戒指（中）	strength_v	15	energy_v	15	ignore_defense_v	15	defense_v	15	meleedamagereturn_p	15	deadlystrike_v	15
546	T8戒指（中）	strength_v	17	energy_v	17	ignore_defense_v	17	defense_v	17	meleedamagereturn_p	17	deadlystrike_v	17
3808	T9戒指（中）	strength_v	19	energy_v	19	ignore_defense_v	19	defense_v	19	meleedamagereturn_p	19	deadlystrike_v	19
3809	T10戒指（中）	strength_v	21	energy_v	21	ignore_defense_v	21	defense_v	21	meleedamagereturn_p	21	deadlystrike_v	21
547	T1戒指（高）	strength_v	6	energy_v	6	ignore_defense_v	6	defense_v	6	meleedamagereturn_p	6	deadlystrike_v	6
548	T2戒指（高）	strength_v	8	energy_v	8	ignore_defense_v	8	defense_v	8	meleedamagereturn_p	8	deadlystrike_v	8
549	T3戒指（高）	strength_v	10	energy_v	10	ignore_defense_v	10	defense_v	10	meleedamagereturn_p	10	deadlystrike_v	10
550	T4戒指（高）	strength_v	12	energy_v	12	ignore_defense_v	12	defense_v	12	meleedamagereturn_p	12	deadlystrike_v	12
551	T5戒指（高）	strength_v	14	energy_v	14	ignore_defense_v	14	defense_v	14	meleedamagereturn_p	14	deadlystrike_v	14
552	T6戒指（高）	strength_v	16	energy_v	16	ignore_defense_v	16	defense_v	16	meleedamagereturn_p	16	deadlystrike_v	16
553	T7戒指（高）	strength_v	18	energy_v	18	ignore_defense_v	18	defense_v	18	meleedamagereturn_p	18	deadlystrike_v	18
554	T8戒指（高）	strength_v	20	energy_v	20	ignore_defense_v	20	defense_v	20	meleedamagereturn_p	20	deadlystrike_v	20
3810	T9戒指（高）	strength_v	22	energy_v	22	ignore_defense_v	22	defense_v	22	meleedamagereturn_p	22	deadlystrike_v	22
3811	T10戒指（高）	strength_v	24	energy_v	24	ignore_defense_v	24	defense_v	24	meleedamagereturn_p	24	deadlystrike_v	24
507	T1玉佩（低）	vitality_v	2	energy_v	2	deadlystrike_damage_p	2	rangedamagereturn_p	2	ignore_defense_v	2	weaken_deadlystrike_v	2
508	T2玉佩（低）	vitality_v	4	energy_v	4	deadlystrike_damage_p	4	rangedamagereturn_p	4	ignore_defense_v	4	weaken_deadlystrike_v	4
509	T3玉佩（低）	vitality_v	6	energy_v	6	deadlystrike_damage_p	6	rangedamagereturn_p	6	ignore_defense_v	6	weaken_deadlystrike_v	6
510	T4玉佩（低）	vitality_v	8	energy_v	8	deadlystrike_damage_p	8	rangedamagereturn_p	8	ignore_defense_v	8	weaken_deadlystrike_v	8
511	T5玉佩（低）	vitality_v	10	energy_v	10	deadlystrike_damage_p	10	rangedamagereturn_p	10	ignore_defense_v	10	weaken_deadlystrike_v	10
512	T6玉佩（低）	vitality_v	12	energy_v	12	deadlystrike_damage_p	12	rangedamagereturn_p	12	ignore_defense_v	12	weaken_deadlystrike_v	12
513	T7玉佩（低）	vitality_v	14	energy_v	14	deadlystrike_damage_p	14	rangedamagereturn_p	14	ignore_defense_v	14	weaken_deadlystrike_v	14
514	T8玉佩（低）	vitality_v	16	energy_v	16	deadlystrike_damage_p	16	rangedamagereturn_p	16	ignore_defense_v	16	weaken_deadlystrike_v	16
3812	T9玉佩（低）	vitality_v	18	energy_v	18	deadlystrike_damage_p	18	rangedamagereturn_p	18	ignore_defense_v	18	weaken_deadlystrike_v	18
3813	T10玉佩（低）	vitality_v	20	energy_v	20	deadlystrike_damage_p	20	rangedamagereturn_p	20	ignore_defense_v	20	weaken_deadlystrike_v	20
515	T1玉佩（中）	vitality_v	3	energy_v	3	deadlystrike_damage_p	3	rangedamagereturn_p	3	ignore_defense_v	3	weaken_deadlystrike_v	3
516	T2玉佩（中）	vitality_v	5	energy_v	5	deadlystrike_damage_p	5	rangedamagereturn_p	5	ignore_defense_v	5	weaken_deadlystrike_v	5
517	T3玉佩（中）	vitality_v	7	energy_v	7	deadlystrike_damage_p	7	rangedamagereturn_p	7	ignore_defense_v	7	weaken_deadlystrike_v	7
518	T4玉佩（中）	vitality_v	9	energy_v	9	deadlystrike_damage_p	9	rangedamagereturn_p	9	ignore_defense_v	9	weaken_deadlystrike_v	9
519	T5玉佩（中）	vitality_v	11	energy_v	11	deadlystrike_damage_p	11	rangedamagereturn_p	11	ignore_defense_v	11	weaken_deadlystrike_v	11
520	T6玉佩（中）	vitality_v	14	energy_v	12	deadlystrike_damage_p	12	rangedamagereturn_p	12	ignore_defense_v	12	weaken_deadlystrike_v	12
521	T7玉佩（中）	vitality_v	15	energy_v	15	deadlystrike_damage_p	15	rangedamagereturn_p	15	ignore_defense_v	15	weaken_deadlystrike_v	15
522	T8玉佩（中）	vitality_v	17	energy_v	17	deadlystrike_damage_p	17	rangedamagereturn_p	17	ignore_defense_v	17	weaken_deadlystrike_v	17
3814	T9玉佩（中）	vitality_v	19	energy_v	19	deadlystrike_damage_p	19	rangedamagereturn_p	19	ignore_defense_v	19	weaken_deadlystrike_v	19
3815	T10玉佩（中）	vitality_v	21	energy_v	21	deadlystrike_damage_p	21	rangedamagereturn_p	21	ignore_defense_v	21	weaken_deadlystrike_v	21
523	T1玉佩（高）	vitality_v	6	energy_v	6	deadlystrike_damage_p	6	rangedamagereturn_p	6	ignore_defense_v	6	weaken_deadlystrike_v	6
524	T2玉佩（高）	vitality_v	8	energy_v	8	deadlystrike_damage_p	8	rangedamagereturn_p	8	ignore_defense_v	8	weaken_deadlystrike_v	8
525	T3玉佩（高）	vitality_v	10	energy_v	10	deadlystrike_damage_p	10	rangedamagereturn_p	10	ignore_defense_v	10	weaken_deadlystrike_v	10
526	T4玉佩（高）	vitality_v	12	energy_v	12	deadlystrike_damage_p	12	rangedamagereturn_p	12	ignore_defense_v	12	weaken_deadlystrike_v	12
527	T5玉佩（高）	vitality_v	14	energy_v	14	deadlystrike_damage_p	14	rangedamagereturn_p	14	ignore_defense_v	14	weaken_deadlystrike_v	14
528	T6玉佩（高）	vitality_v	16	energy_v	16	deadlystrike_damage_p	16	rangedamagereturn_p	16	ignore_defense_v	16	weaken_deadlystrike_v	16
529	T7玉佩（高）	vitality_v	18	energy_v	18	deadlystrike_damage_p	18	rangedamagereturn_p	18	ignore_defense_v	18	weaken_deadlystrike_v	18
530	T8玉佩（高）	vitality_v	20	energy_v	20	deadlystrike_damage_p	20	rangedamagereturn_p	20	ignore_defense_v	20	weaken_deadlystrike_v	20
3816	T9玉佩（高）	vitality_v	22	energy_v	22	deadlystrike_damage_p	22	rangedamagereturn_p	22	ignore_defense_v	22	weaken_deadlystrike_v	22
3817	T10玉佩（高）	vitality_v	24	energy_v	24	deadlystrike_damage_p	24	rangedamagereturn_p	24	ignore_defense_v	24	weaken_deadlystrike_v	24
340	T1护身符（低）	vitality_v	2	dexterity_v	2	deadlystrike_damage_p	2	rangedamagereturn_p	2	lifereplenish_p	2	ignore_defense_v	2
341	T2护身符（低）	vitality_v	4	dexterity_v	4	deadlystrike_damage_p	4	rangedamagereturn_p	4	lifereplenish_p	4	ignore_defense_v	4
342	T3护身符（低）	vitality_v	6	dexterity_v	6	deadlystrike_damage_p	6	rangedamagereturn_p	6	lifereplenish_p	6	ignore_defense_v	6
343	T4护身符（低）	vitality_v	8	dexterity_v	8	deadlystrike_damage_p	8	rangedamagereturn_p	8	lifereplenish_p	8	ignore_defense_v	8
344	T5护身符（低）	vitality_v	10	dexterity_v	10	deadlystrike_damage_p	10	rangedamagereturn_p	10	lifereplenish_p	10	ignore_defense_v	10
345	T6护身符（低）	vitality_v	12	dexterity_v	12	deadlystrike_damage_p	12	rangedamagereturn_p	12	lifereplenish_p	12	ignore_defense_v	12
346	T7护身符（低）	vitality_v	14	dexterity_v	14	deadlystrike_damage_p	14	rangedamagereturn_p	14	lifereplenish_p	14	ignore_defense_v	14
347	T8护身符（低）	vitality_v	16	dexterity_v	16	deadlystrike_damage_p	16	rangedamagereturn_p	16	lifereplenish_p	16	ignore_defense_v	16
3818	T9护身符（低）	vitality_v	18	dexterity_v	18	deadlystrike_damage_p	18	rangedamagereturn_p	18	lifereplenish_p	18	ignore_defense_v	18
3819	T10护身符（低）	vitality_v	20	dexterity_v	20	deadlystrike_damage_p	20	rangedamagereturn_p	20	lifereplenish_p	20	ignore_defense_v	20
348	T1护身符（中）	vitality_v	3	dexterity_v	3	deadlystrike_damage_p	3	rangedamagereturn_p	3	lifereplenish_p	3	ignore_defense_v	3
349	T2护身符（中）	vitality_v	5	dexterity_v	5	deadlystrike_damage_p	5	rangedamagereturn_p	5	lifereplenish_p	5	ignore_defense_v	5
350	T3护身符（中）	vitality_v	7	dexterity_v	7	deadlystrike_damage_p	7	rangedamagereturn_p	7	lifereplenish_p	7	ignore_defense_v	7
351	T4护身符（中）	vitality_v	9	dexterity_v	9	deadlystrike_damage_p	9	rangedamagereturn_p	9	lifereplenish_p	9	ignore_defense_v	9
352	T5护身符（中）	vitality_v	11	dexterity_v	11	deadlystrike_damage_p	11	rangedamagereturn_p	11	lifereplenish_p	11	ignore_defense_v	11
353	T6护身符（中）	vitality_v	14	dexterity_v	12	deadlystrike_damage_p	12	rangedamagereturn_p	12	lifereplenish_p	12	ignore_defense_v	12
354	T7护身符（中）	vitality_v	15	dexterity_v	15	deadlystrike_damage_p	15	rangedamagereturn_p	15	lifereplenish_p	15	ignore_defense_v	15
355	T8护身符（中）	vitality_v	17	dexterity_v	17	deadlystrike_damage_p	17	rangedamagereturn_p	17	lifereplenish_p	17	ignore_defense_v	17
3820	T9护身符（中）	vitality_v	19	dexterity_v	19	deadlystrike_damage_p	19	rangedamagereturn_p	19	lifereplenish_p	19	ignore_defense_v	19
3821	T10护身符（中）	vitality_v	21	dexterity_v	21	deadlystrike_damage_p	21	rangedamagereturn_p	21	lifereplenish_p	21	ignore_defense_v	21
356	T1护身符（高）	vitality_v	6	dexterity_v	6	deadlystrike_damage_p	6	rangedamagereturn_p	6	lifereplenish_p	6	ignore_defense_v	6
357	T2护身符（高）	vitality_v	8	dexterity_v	8	deadlystrike_damage_p	8	rangedamagereturn_p	8	lifereplenish_p	8	ignore_defense_v	8
358	T3护身符（高）	vitality_v	10	dexterity_v	10	deadlystrike_damage_p	10	rangedamagereturn_p	10	lifereplenish_p	10	ignore_defense_v	10
359	T4护身符（高）	vitality_v	12	dexterity_v	12	deadlystrike_damage_p	12	rangedamagereturn_p	12	lifereplenish_p	12	ignore_defense_v	12
360	T5护身符（高）	vitality_v	14	dexterity_v	14	deadlystrike_damage_p	14	rangedamagereturn_p	14	lifereplenish_p	14	ignore_defense_v	14
361	T6护身符（高）	vitality_v	16	dexterity_v	16	deadlystrike_damage_p	16	rangedamagereturn_p	16	lifereplenish_p	16	ignore_defense_v	16
362	T7护身符（高）	vitality_v	18	dexterity_v	18	deadlystrike_damage_p	18	rangedamagereturn_p	18	lifereplenish_p	18	ignore_defense_v	18
363	T8护身符（高）	vitality_v	20	dexterity_v	20	deadlystrike_damage_p	20	rangedamagereturn_p	20	lifereplenish_p	20	ignore_defense_v	20
3822	T9护身符（高）	vitality_v	22	dexterity_v	22	deadlystrike_damage_p	22	rangedamagereturn_p	22	lifereplenish_p	22	ignore_defense_v	22
3823	T10护身符（高）	vitality_v	24	dexterity_v	24	deadlystrike_damage_p	24	rangedamagereturn_p	24	lifereplenish_p	24	ignore_defense_v	24
1246	T1武器	basic_damage_v	2	attackrate_v	1								
1247	T1项链	strength_v	2	defense_v	1								
1248	T1戒指	energy_v	2	defense_v	1								
1249	T1玉佩	vitality_v	2	ignore_defense_v	1								
1250	T1护身符	dexterity_v	2	ignore_defense_v	1								
1251	T1帽子	energy_v	2	water_resist_v	1								
1252	T1衣服	lifemax_v	2	metal_resist_v	1								
1253	T1护腕	strength_v	2	wood_resist_v	1								
1254	T1腰带	dexterity_v	2	fire_resist_v	1								
1255	T1鞋子	vitality_v	2	earth_resist_v	1								
1529	T1衣服	lifemax_v	3	metal_resist_v	2								
6080	【定制稀有】代言人之戒	deadlystrike_v	10	strength_v	8	defense_v	7	ignore_defense_v	6				
