EquipItem	WaiYiItem	Cost	TimeOut	Desc
6882	3881			【浮光若梦】系列外装配色3
6884	6452			T1校服·颜色1过度道具
6885	6456			T2校服·颜色1过度道具
6886	6460			T3校服·颜色1过度道具
7507	7502			T4校服·颜色1过度道具
6995	6783			T1校服头·颜色1过度道具
6996	6787			T2校服头·颜色1过度道具
6997	6791			T3校服头·颜色1过度道具
7508	7509			T4校服头·颜色1过度道具
6998	6615			T1时装（斗笠）过度道具
6999	6616			T1时装（斗笠）·颜色2过度道具
7000	6617			T1时装（斗笠）·颜色3过度道具
7001	6618			T1时装（斗笠）·颜色4过度道具
7002	6858			T1时装（斗笠）·颜色5过度道具
7003	6619			T2时装（花）过度道具
7004	6620			T2时装（花）·颜色2过度道具
7005	6621			T2时装（花）·颜色3过度道具
7006	6622			T2时装（花）·颜色4过度道具
7007	6667			T2时装（花）·颜色5过度道具
7008	6668			T2时装（花）·颜色6过度道具
7009	6669			T2时装（花）·颜色7过度道具
7010	6670			T2时装（花）·颜色8过度道具
7011	6623			T3时装（新年大衣）过度道具
7012	6624			T3时装（新年大衣）·颜色2过度道具
7013	6625			T3时装（新年大衣）·颜色3过度道具
7014	6626			T3时装（新年大衣）·颜色4过度道具
7015	6859			T3时装（新年大衣）·颜色5过度道具
7016	6627			T4时装（八家将）过度道具
7017	6628			T4时装（八家将）·颜色2过度道具
7018	6629			T4时装（八家将）·颜色3过度道具
7019	6630			T4时装（八家将）·颜色4过度道具
7020	6671			T4时装（八家将）·颜色5过度道具
7021	6631			T5时装（黑帮）过度道具
7022	6632			T5时装（黑帮）·颜色2过度道具
7023	6633			T5时装（黑帮）·颜色3过度道具
7024	6634			T5时装（黑帮）·颜色4过度道具
7025	6672			T5时装（黑帮）·颜色5过度道具
7026	6635			T6时装（自然）过度道具
7027	6636			T6时装（自然）·颜色2过度道具
7028	6637			T6时装（自然）·颜色3过度道具
7029	6638			T6时装（自然）·颜色4过度道具
7030	6673			T6时装（自然）·颜色5过度道具
7031	6639			T7时装（浮光）过度道具
7032	6640			T7时装（浮光）·颜色2过度道具
7033	6641			T7时装（浮光）·颜色3过度道具
7034	6642			T7时装（浮光）·颜色4过度道具
7035	6861			T7时装（浮光）·颜色5过度道具
7036	6643			T8时装（轻纱）过度道具
7037	6644			T8时装（轻纱）·颜色2过度道具
7038	6645			T8时装（轻纱）·颜色3过度道具
7039	6646			T8时装（轻纱）·颜色4过度道具
7044	6862			T9时装（轻纱）·颜色5过度道具
7040	6647			T9时装过度道具
7041	6648			T9时装·颜色2过度道具
7042	6649			T9时装·颜色3过度道具
7043	6650			T9时装·颜色4过度道具
51	6887	50000		T1头盔
52	6892	50000		T2头盔
53	6897	50000		T3头盔
54	6902	50000		T4头盔
55	6907	50000		T5头盔
56	6912	50000		T6头盔
57	6917	50000		T7头盔
58	6922	50000		T8头盔
59	6927	50000		T9头盔
60	6932	50000		T10头盔
4951	6937	50000		T11头盔
4952	6942	50000		T12头盔
4953	6947	50000		T13头盔
4954	6952	50000		T14头盔
4955	6957	50000		T15头盔
4956	6962	50000		T16头盔
4957	6967	50000		T17头盔
4958	6972	50000		T18头盔
151	6887	50000		【稀有】1阶头盔
152	6892	50000		【稀有】2阶头盔
153	6897	50000		【稀有】3阶头盔
154	6902	50000		【稀有】4阶头盔
155	6907	50000		【稀有】5阶头盔
156	6912	50000		【稀有】6阶头盔
157	6917	50000		【稀有】7阶头盔
158	6922	50000		【稀有】8阶头盔
159	6927	50000		【稀有】9阶头盔
160	6932	50000		【稀有】10阶头盔
5051	6937	50000		【稀有】11阶头盔
5052	6942	50000		【稀有】12阶头盔
5053	6947	50000		【稀有】13阶头盔
5054	6952	50000		【稀有】14阶头盔
5055	6957	50000		【稀有】15阶头盔
5056	6962	50000		【稀有】16阶头盔
5057	6967	50000		【稀有】17阶头盔
5058	6972	50000		【稀有】18阶头盔
1562	6887	50000		【传承】1阶头盔
1563	6892	50000		【传承】2阶头盔
1564	6897	50000		【传承】3阶头盔
1565	6902	50000		【传承】4阶头盔
1566	6907	50000		【传承】5阶头盔
1567	6912	50000		【传承】6阶头盔
1568	6917	50000		【传承】7阶头盔
1569	6922	50000		【传承】8阶头盔
3609	6927	50000		【传承】9阶头盔
3610	6932	50000		【传承】10阶头盔
5151	6937	50000		【传承】11阶头盔
5152	6942	50000		【传承】12阶头盔
5153	6947	50000		【传承】13阶头盔
5154	6952	50000		【传承】14阶头盔
5155	6957	50000		【传承】15阶头盔
5156	6962	50000		【传承】16阶头盔
5157	6967	50000		【传承】17阶头盔
5158	6972	50000		【传承】18阶头盔
1251	6887	50000		T1头盔（定制）
7124	7123		2592000	T9时装全门派（轻纱）
7125	7123		604800	T9时装全门派（轻纱）
7278	6706			T2武器外装
11929	11931		259200	T2武器外装·3天
7294	7131			绒雪华冠
7295	7135			云梦之犄
7310	7298			新年头
7311	7304			狗头（福运兴旺）
7954	7955			兔子头（玉丝千缕）
7318	7312			新年装
9779	9774			万圣节头饰（敛邪断魂）
11005	10521			云霞芳冠
7675	7542			T12外装高级套衣服
7676	7554			T12外装高级套头饰
7677	7548			T12外装普通套衣服
7678	7560			T12外装普通套头饰
8523	8384			T13夏威夷衣服
8524	8388			T13夏威夷帽子
7730	7712		31536000	魑魅雪狐
7740	7713		31536000	幽炎·魑魅雪狐
9983	7712		2592000	魑魅雪狐·30天
8161	8203		259200	T1时装（斗笠）头部·3天
8162	8203		604800	T1时装（斗笠）头部·7天
8163	8203		2592000	T1时装（斗笠）头部·30天
8164	8204		259200	T2时装（花）头部·3天
8165	8204		604800	T2时装（花）头部·7天
8166	8204		2592000	T2时装（花）头部·30天
8167	8205		259200	T3时装（新年）头部·3天
8168	8205		604800	T3时装（新年）头部·7天
8169	8205		2592000	T3时装（新年）头部·30天
8170	8206		259200	T4时装（八家将）头部·3天
8171	8206		604800	T4时装（八家将）头部·7天
8172	8206		2592000	T4时装（八家将）头部·30天
8173	8215		259200	T5时装（黑帮）头部·3天
8174	8215		604800	T5时装（黑帮）头部·7天
8175	8215		2592000	T5时装（黑帮）头部·30天
8176	8207		259200	T6时装（自然）头部·3天
8177	8207		604800	T6时装（自然）头部·7天
8178	8207		2592000	T6时装（自然）头部·30天
8179	8208		259200	T7时装（浮光）头部·3天
8180	8208		604800	T7时装（浮光）头部·7天
8181	8208		2592000	T7时装（浮光）头部·30天
8182	7128		259200	<丝路流纱>头部·3天
7127	7128		604800	<丝路流纱>头部·7天
7126	7128		2592000	<丝路流纱>头部·30天
8183	8209		259200	T10时装（绒雪华冠）头部·3天
8184	8209		604800	T10时装（绒雪华冠）头部·7天
8185	8209		2592000	T10时装（绒雪华冠）头部·30天
8186	7437		259200	<云梦之犄>头部·3天
8187	7437		604800	<云梦之犄>头部·7天
7436	7437		2592000	<云梦之犄>头部·30天
8188	8210		259200	T11时装（2018新年）头部·3天
8189	8210		604800	T11时装（2018新年）头部·7天
8190	8210		2592000	T11时装（2018新年）头部·30天
8191	8211		259200	T11s时装（狗头）头部·3天
8192	8211		604800	T11s时装（狗头）头部·7天
8193	8211		2592000	T11s时装（狗头）头部·30天
8194	8212		259200	T12时装（夏莲）头部·3天
8195	8212		604800	T12时装（夏莲）头部·7天
8196	8212		2592000	T12时装（夏莲）头部·30天
8197	8213		259200	T12A时装（夏莲普通）头部·3天
8198	8213		604800	T12A时装（夏莲普通）头部·7天
8199	8213		2592000	T12A时装（夏莲普通）头部·30天
8200	8214		259200	T13时装（兔子）头部·3天
8201	8214		604800	T13时装（兔子）头部·7天
8202	8214		2592000	T13时装（兔子）头部·30天
9714	8214		31536000	T13时装（兔子）头部·1年
8283	8282			血瞳·月绝
8254	8252		31536000	血瞳·啸霜
8255	8253		31536000	血瞳·荒尘
8272	8273		31536000	血瞳·清穹·1年
10780	8273			血瞳·清穹
9492	7933			灵犬行箧
9717	9718		31536000	灵犬行箧·1年
9493	9488			玉兔行箧
9715	9716		31536000	玉兔行箧·1年
10185	9825			绒雪礼袜
10239	10241			新年金猪
10240	10245		31536000	新年金猪·1年
9512	9539		86400	T1校服·1天
9513	9540		86400	T2校服·1天
9514	9541		86400	T3校服·1天
9515	2516		86400	T1时装·1天
9516	4481		86400	T2时装·1天
9517	4484		86400	T3时装·1天
9518	4772		86400	T6时装（自然）·1天
9519	4490		86400	T5时装（黑帮）·1天
9520	6741		86400	T7浮光若梦·1天
9521	7123		86400	T9丝路流纱·1天
9522	8284		86400	T11·2018新年·1天
9523	8285		86400	T12<夏莲高级>时装·1天
9527	9524		86400	T6衣服·1天
9528	9525		86400	T7衣服·1天
9529	9526		86400	T8衣服·1天
9564	9569			青风·可穿戴
9701	9699			越南外装
9702	9700			越南头饰
9920	9798			秋叶流歌衣服
9921	9984		259200	秋叶流歌衣服·3天
11095	9984		604800	秋叶流歌衣服·7天
11096	9984		2592000	秋叶流歌衣服·30天
9922	9810			秋叶流歌头饰
9923	9986		259200	秋叶流歌头饰·3天
11097	9986		604800	秋叶流歌头饰·7天
11098	9986		2592000	秋叶流歌头饰·30天
10199	10197			汉月碎银
10200	10198		31536000	汉月碎银·1年
11342	11344		2592000	汉月碎银·30天
11751	10250			T3武器外装
10252	10250		1728000	T3武器外装·20天
11930	10250		259200	T3武器外装·3天
10448	10441			T3B仙羽特效武器外装
11729	11056			T4芳华武器外装
11730	11056		1728000	T4芳华武器外装·20天
11731	11295			T4B芳华特效武器外装
11732	11295		1728000	T4B芳华特效武器外装·20天
10260	10258			炽羽灼心
10261	10259		31536000	炽羽灼心·1年
11341	11343		2592000	炽羽灼心·30天
10274	9804			缀芳沐雪衣服
10275	9816			缀芳沐雪头饰
10533	10529			凛冬咆哮
10534	10530		31536000	凛冬咆哮
11928	10530		259200	凛冬咆哮（3天）
10535	10531			踢金毛犀
10536	10532		31536000	踢金毛犀
11233	11234		7776000	踢金毛犀
10583	10516			愚人节头饰（玉面灵狐）
10603	10502			翩燕流云衣服
10604	10509			翩燕流云头饰
10609	10610			凛冬咆哮
10639	10645			粉黛掠影
10640	10646		15768000	粉黛掠影
10641	10647			粉黛掠影
10642	10648		15768000	粉黛掠影
10643	10649			粉黛掠影
10644	10650		15768000	粉黛掠影
10840	10455			赤麟纸鸢
10950	10954			雷霆怒吼
10951	10955		31536000	雷霆怒吼
10952	10956			冰魂雪魄
10953	10957		31536000	冰魂雪魄
11797	11801			追风
11798	11802			追风
11799	11803			昆仑玄影
11800	11804			昆仑玄影
11909	11910			幽魂·踏霜
10964	10967		604800	寒霜（外装7天）
10965	10968		604800	福瑞灵鹿（外装7天）
10966	10969		604800	汉月碎银（外装7天）
11043	11021		31536000	家族评选-浮光衣服偏色
11044	11025		31536000	家族评选-浮光头饰偏色
11045	11022		31536000	家族评选-苍澜衣服偏色
11046	11026		31536000	家族评选-苍澜头饰偏色
11047	11023		31536000	家族评选-秋叶流歌衣服偏色
11048	11027		31536000	家族评选-秋叶流歌头饰偏色
11049	11024		31536000	家族评选-翩燕流云衣服偏色
11050	11028		31536000	家族评选-翩燕流云头饰偏色
11080	8384		259200	T13夏威夷衣服·3天
11081	8384		604800	T13夏威夷衣服·7天
11082	8384		2592000	T13夏威夷衣服·30天
11111	10502		259200	翩燕流云衣服·3天
11112	10502		604800	翩燕流云衣服·7天
11113	10502		2592000	翩燕流云衣服·30天
11102	9804		259200	缀芳沐雪衣服外观·3天
11103	9804		604800	缀芳沐雪衣服外观·7天
11104	9804		2592000	缀芳沐雪衣服外观·30天
11114	10509		259200	翩燕流云头饰外观·3天
11115	10509		604800	翩燕流云头饰外观·7天
11116	10509		2592000	翩燕流云头饰外观·30天
11105	9816		259200	缀芳沐雪头饰外观·3天
11106	9816		604800	缀芳沐雪头饰外观·7天
11107	9816		2592000	缀芳沐雪头饰外观·30天
11083	8388		259200	T13夏威夷帽子·3天
11084	8388		604800	T13夏威夷帽子·7天
11085	8388		2592000	T13夏威夷帽子·30天
11077	9774		259200	万圣节头饰·3天
11946	9774		432000	万圣节头饰·5天
11078	9774		604800	万圣节头饰·7天
11079	9774		2592000	万圣节头饰·30天
11108	10516		259200	愚人节头饰·3天
11109	10516		604800	愚人节头饰·7天
11110	10516		2592000	愚人节头饰·30天
11092	9569		259200	青风·3天
11093	9569		604800	青风·7天
11094	9569		2592000	青风·30天
11086	9488		259200	玉兔行箧·3天
11949	9488		432000	玉兔行箧·5天
11087	9488		604800	玉兔行箧·7天
11088	9488		2592000	玉兔行箧·30天
11099	9825		259200	绒雪礼袜·3天
11947	9825		432000	绒雪礼袜·5天
11100	9825		604800	绒雪礼袜·7天
11101	9825		2592000	绒雪礼袜·30天
11089	10241		259200	新年金猪·3天
11948	10241		432000	新年金猪·5天
11090	10241		604800	新年金猪·7天
11091	10241		2592000	新年金猪·30天
11117	11764		259200	赤麟纸鸢·3天
11118	11764		604800	赤麟纸鸢·7天
11119	11764		2592000	赤麟纸鸢·30天
11353	11178			风华绝代衣服外观
11354	11363		259200	风华绝代衣服外观·3天
11355	11363		604800	风华绝代衣服外观·7天
11356	11363		2592000	风华绝代衣服外观·30天
11357	11184			风华绝代头饰外观
11358	11364		259200	风华绝代头饰外观·3天
11359	11364		604800	风华绝代头饰外观·7天
11360	11364		2592000	风华绝代头饰外观·30天
11724	11247			燕鸣枝头
11725	11765		259200	燕鸣枝头·3天
11726	11765		604800	燕鸣枝头·7天
11727	11765		2592000	燕鸣枝头·30天
11728	11765		31536000	燕鸣枝头·1年
11759	11648			翩跹汝梦
11760	11766		259200	翩跹汝梦·3天
11761	11766		604800	翩跹汝梦·7天
11762	11766		2592000	翩跹汝梦·30天
11763	11766		31536000	翩跹汝梦·1年
11994	11851			故梦星辰衣服外观
11995	11851		259200	故梦星辰衣服外观·3天
11996	11851		604800	故梦星辰衣服外观·7天
11997	11851		2592000	故梦星辰衣服外观·30天
11998	11867			故梦星辰头饰外观
11999	11867		259200	故梦星辰头饰外观·3天
12000	11867		604800	故梦星辰头饰外观·7天
12001	11867		2592000	故梦星辰头饰外观·30天
