szHelpKey	szBigTitle	nHead	nIndex	szTitle	Function	FunParam	szContent
SkillHelp	门派技能须知		1	技能点			提升技能等级时，需要消耗技能点。每提升1级，消耗1个技能点。\n主角每升1级，会自动获得1个技能点，同时通过使用道具，额外增加一定数量的技能点
CardCollection_1Help	凌绝峰收集活动		1	活动简介			开放59级等级上限后，参加凌绝峰能获得各种挑战卡片，将其收集起来进行为期一月的排行，最终获得高额排行奖励。
CardCollection_1Help	凌绝峰收集活动		2	规则简介			卡片使用会加入收集册激活收集条目，每张卡片具有珍稀度，收集册根据已经获得卡片种类数累计总珍稀度，最后根据收集册总的珍稀度和完成度进行排行。
CardCollection_1Help	凌绝峰收集活动		3	活动时间			开放当天日期若已超过20号，活动将在下月开始第一次活动。活动每月一次，月底发放奖励，每月一日开始新一轮活动。
ControlHelp	精准操作须知		1	使用说明			开启“精准操作”模式后，在技能释放前，自由的选择技能释放的位置和方向，实现精准操作
ControlHelp	精准操作须知		2	适用范围			该模式，适用于指向型技能，以及定点范围类技能。其他处于对自身适用，在自身周围释放的技能，不适用于该类操作模式
ControlHelp	精准操作须知		3	操作要点			按住技能按钮后，会出现技能方式指示框。此时，保持手指的挪动状态，并且拖动手指，可以改变技能释放的朝向和位置。选定后，松开手指，即可释放技能
ArenaHelp	比武场须知		1	规则简介			首个登上擂台的一方默认成为擂主并且等待挑战者，挑战者发起挑战后需要等待擂主确认，擂主必须在 [FFFE0D]60秒[-] 内选择接受某个挑战者的挑战。
ArenaHelp	比武场须知		2	胜负			比武场PK胜负均不会有奖励和惩罚，获胜的一方成为新的擂主，败的一方将会传下擂台。
HuaShanLunJianHelp	华山论剑须知		1	活动介绍			华山论剑是江湖的盛事，每月一个赛季，武林中人可以结成战队互相比试。通过[FFFE0D]预选赛[-]阶段的积分、胜场数及比赛时间排行，[FFFE0D]前八[-]进入[FFFE0D]决赛[-]进行残酷的争夺，最终登临华山之巅，成为武林至尊。
HuaShanLunJianHelp	华山论剑须知		2	活动开放			华山论剑在服务器开放[FFFE0D]69级[-]等级上限后开放，[FFFE0D]60级[-]以上的大侠可以参加。每月[FFFE0D]7号[-]开始赛季比赛。开放当日若未超过[FFFE0D]15号[-]，则开启第一届比赛，否则将于下月7号开启。
HuaShanLunJianHelp	华山论剑须知		3	活动时间			预选赛于每月[FFFE0D]7~27[-]号，每周[FFFE0D]一、三、五、七[-]进行比赛，比赛场地开放时间为[FFFE0D]21：30[-]，每[FFFE0D]3[-]分钟开启1场，共开[FFFE0D]8[-]场。决赛于[FFFE0D]28号[-]开始，时间与预选赛一致，分别举行[FFFE0D]八强赛[-]、[FFFE0D]半决赛[-]及[FFFE0D]冠军赛[-]（3局2胜）。
HuaShanLunJianHelp	华山论剑须知		4	赛制说明			华山论剑未来会有多种赛制，每种赛制比赛要求的战队人数不同，比赛形式也会有多种变化。第一届开放双人赛，允许两人组队并各自携带一个同伴助战，助战同伴可以在准备场中更换。
HuaShanLunJianHelp	华山论剑须知		5	胜负规则			比赛时根据战队伤敌数、剩余同伴数量及伤害量判定胜负。
HuaShanLunJianHelp	华山论剑须知		6	战队相关			参加华山论剑必须进入一个[FFFE0D]战队[-]。预选赛开始后，可以通过[FFFE0D]比赛界面[-]（活动日历处打开）提供的功能按钮进行组建、退出及组人等战队操作。战队相关操作必须与目标单独组队才可进行。
HuaShanLunJianHelp	华山论剑须知		7	预选赛			赛季开始后，每周能获得[FFFE0D]16次[-]预选赛参与次数，最多获得[FFFE0D]32次[-]。预选赛排行榜根据战队[FFFE0D]积分[-]、[FFFE0D]胜场数[-]及[FFFE0D]比赛时间[-]综合排行。预选赛胜、平、负分别获得3、1、0积分，每场比赛耗时计入比赛时间作为晋级参考。
HuaShanLunJianHelp	华山论剑须知		8	决赛			[FFFE0D]28号0点[-]预选赛[FFFE0D]前八[-]名进入决赛。决赛在专属场地进行，可以进入[FFFE0D]观战[-]，依次举行[FFFE0D]八强赛[-]（比赛1场）、[FFFE0D]半决赛[-]（比赛1场）及[FFFE0D]冠军赛[-]（3局2胜制）。决赛阶段平局时根据预选赛排行决定胜负。
HuaShanLunJianHelp	华山论剑须知		9	竞猜			决赛名单出炉后，通过“[FFFE0D]决赛战报[-]”可以查询晋级战队信息并竞猜冠军。决赛战报在决赛当日可通过[FFFE0D]最新消息[-]、[FFFE0D]活动日历[-]及决赛场中的[FFFE0D]战报[-]按钮打开。
HuaShanLunJianHelp	华山论剑须知		10	三人决斗赛			三人组成战队后，队员会被指定编号，比赛时会分别与其他战队对应编号的对手战斗，结束时根据每个队员比赛的输赢决定获胜战队。队员编号可以在比赛界面的“战队相关”功能按钮中改变。战斗时已上阵同伴均会出场助阵。
ChampionGuessHelp	冠军竞猜		1	活动介绍			在“[FFFE0D]决赛战报[-]”可以进行竞猜来预测本届的最终冠军战队，比赛结束时[FFFE0D]竞猜正确[-]的玩家能获得元宝奖励。
ChampionGuessHelp	冠军竞猜		2	竞猜规则			决赛开始前，可以任意更换预测的冠军队伍。竞猜正确的玩家能获得[FFFE0D]200元宝[-]奖励。
TeacherStudentHelp1	师徒须知		1	拜师条件	AddTeacherHelp		可以对比自身 [FFFE0D]等级≥%d级[-] 的侠士发送拜师请求（[00FF00]满足[-]/[FF0000]不满足[-]）\n[FFFE0D]条件：[-]%s
TeacherStudentHelp1	师徒须知		2	收徒条件	AddStudentHelp		可以对比自身 [FFFE0D]等级≤%d级[-] 的侠士发送收徒请求（[00FF00]满足[-]/[FF0000]不满足[-]）\n[FFFE0D]条件：[-]%s
TeacherStudentHelp1	师徒须知		3	收徒间隔			每次收徒成功后需要间隔 [FFFE0D]7天[-] 才能进行下一次收徒。\n[FFFE0D]（前2个徒弟名额没有收徒间隔限制）[-]
TeacherStudentHelp1	师徒须知		4	拜师仪式			结成师徒关系后，师徒二人可组队前往[FFFE0D]上官飞龙[-]处举行拜师仪式，队伍中的其他人自动作为见证人一起参加拜师仪式。
TeacherStudentHelp1	师徒须知		5	师徒传功			师父每天可以给每个 [FFFE0D]未出师的徒弟[-] 传功1次，师父等级必须比徒弟等级高才可进行师徒传功。\n[FFFE0D]（师徒传功不会消耗家族传功次数）[-]
TeacherStudentHelp1	师徒须知		6	师徒目标			徒弟达成师徒目标后，可以向 [FFFE0D]在线[-] 的师父进行汇报，汇报成功后徒弟获得 [FFFE0D]经验[-]，师父获得 [FFFE0D]名望[-]（可在名望商店购买物品）\n[FFFE0D]（结成师徒关系之前达成的师徒目标不可再获得奖励）[-]
TeacherStudentHelp1	师徒须知		7	解除关系·未出师师徒			可前往忘忧岛找上官飞龙申请解除 [FFFE0D]未出师的师徒关系[-]，需要 [FFFE0D]至少24小时[-] 的确认时间，期间随时可以取消申请。\n[FFFE0D]（解除师徒关系后，发起方24小时内不能再拜师/收徒）[-]
TeacherStudentHelp1	师徒须知		8	解除关系·已出师师徒			可前往忘忧岛找上官飞龙申请解除 [FFFE0D]已出师的师徒关系[-]，需要 [FFFE0D]14天[-] 的确认时间，并且提出申请的一方需要花费[FFFE0D]1000元宝[-]，期间随时可以取消申请。\n[FFFE0D]（取消申请后花费的元宝自动退还）[-]
TeacherStudentHelp1	师徒须知		9	师徒出师			[FFFE0D]出师条件：拜师时间超过14天、师徒目标达成50条以上、举行过拜师仪式[-]\n师徒组队由师父带队前往忘忧岛找上官飞龙进行出师仪式，出师后师徒双方均可获得出师奖励，且师父拥有 [FFFE0D]1次[-] 给徒弟赠送出师礼物的机会。
TeacherStudentHelp1	师徒须知		10	出师评价			[FFFE0D]普通：[-]徒弟达成 [FFFE0D]50条[-] 以上师徒目标；出师后师徒获得 [FFFE0D]普通出师奖励[-]\n[FFFE0D]杰出：[-]徒弟达成 [FFFE0D]60条[-] 以上师徒目标；出师后师徒获得 [FFFE0D]顶级出师奖励[-]
TeacherStudentHelp1	师徒须知		11	师徒任务·简介			徒弟出师后，师父每周可以从所有的师徒任务中挑选[FFFE0D]8个[-]布置给徒弟。\n徒弟完成并上交任务后师徒双方均可获得奖励。\n[FFFE0D]提示：徒弟上交任务是没有时间限定的，可在完成所有任务后再上交[-]
TeacherStudentHelp1	师徒须知		12	师徒任务·限制			·当徒弟的等级≥师父的等级后，师父不可再给徒弟布置任务。\n·师父每周只能给同一个徒弟布置[FFFE0D]1次[-]任务。
TeacherStudentHelp1	师徒须知		13	师徒任务·奖励			徒弟上交任务后，师父可获得[FFFE0D]名望奖励[-]，徒弟可获得[FFFE0D]经验奖励[-]。\n徒弟完成任务数量越多，双方获得的奖励越高。师父的奖励每周以[FFFE0D]完成任务数最多的2个徒弟[-]计算
TeacherStudentHelp2	师徒赠送		1	赠送规则			徒弟出师后，师父拥有 [FFFE0D]1次[-] 给徒弟赠送出师礼物的机会。\n[FFFE0D]（小提示：所赠送的礼物为师父背包中物品）[-]
TeacherStudentHelp2	师徒赠送		2	可赠送物品			[FFFE0D]外装、逐鹿令、名将令、盟主令、乌云踏雪、4阶及以上稀有装备、2级初级魂石、3级中级魂石、4级高级魂石、3级初级魂石、4级中级魂石、5级高级魂石、4级初级魂石、5级中级魂石、5级初级魂石[-]
BtnInvitationHelp	好友邀请		1	邀请规则			每邀请一位好友即可累计一次奖励次数，奖励次数达5次，及可领取白水晶*5
ImperialTombHelp	秦始皇陵须知		1	参与规则			等级≥60的玩家即可前往秦始皇陵，由于皇陵中毒雾弥漫，玩家每天只能在其中停留[FFFE0D]30分钟[-]，时间可累加，每天凌晨4点获得，[FFFE0D]最多累计至210分钟[-]。
ImperialTombHelp	秦始皇陵须知		2	地图规则			秦始皇陵中默认为家族模式，不可手动切换模式，[FFFE0D]不可开启修炼珠[-]，[FFFE0D]修炼珠的经验/掉率加成[-]均对秦始皇陵中的怪物[FFFE0D]无效[-]。
ImperialTombHelp	秦始皇陵须知		3	密室进入			击败秦始皇陵中的怪物后，较低概率会出现百将，将之击败有机会发现秦始皇陵的密室入口。秦始皇陵每层的百将均对应不同的密室。
ImperialTombHelp	秦始皇陵须知		4	密室规则			密室默认家族模式，不可切换，进入后有[FFFE0D]3分钟[-]保护时间，在密室中被重伤将被送离且无法返回。密室中每[FFFE0D]3分钟[-]随机刷新盗墓贼、宝箱和首领！密室中毒雾更浓，最多停留[FFFE0D]10分钟[-]，[FFFE0D]不会消耗[-]秦始皇陵的每日停留时间。
ImperialTombEmperorHelp	始皇降世须知		1	参与规则			开放79级等级上限后，始皇将在每[FFFE0D]周四、周日的22：00[-]现身秦始皇陵，等级≥60且[FFFE0D]有家族[-]的玩家方可参与；始皇降世期间进入皇陵，[FFFE0D]不消耗秦始皇陵每日停留时间[-]。
ImperialTombEmperorHelp	始皇降世须知		2	皇陵巨变			当始皇降世时，所有身处秦始皇陵中的侠士将会被秦皇的力量移出其领地，玩家需[FFFE0D]消耗一颗夜明珠[-]方可重新进入秦始皇陵；始皇降世期间，皇陵士卒为避君王之威，也将暂时重埋于土。
ImperialTombEmperorHelp	始皇降世须知		3	皇陵首领			始皇降世期间，每层皇陵均刷新三位首领的密室房间，秦朝机关术最高成就玄天武机、秦军杀神白起、丞相李斯将出现在密室中等待诸位侠士到来！
ImperialTombEmperorHelp	始皇降世须知		4	千古一帝			首领全被击杀或一定时间后，三层出现三个房间入口，[FFFE0D]每场活动只允许进入一个房间[-]，击败秦始皇按照对三个始皇的总输出排名，由前二十名家族瓜分宝藏，最先对始皇造成伤害的侠士和击杀者所在家族获得额外的输出。
ImperialTombEmperorHelp	始皇降世须知		5	九天疑冢			秦始皇血量降低到一定程度时，会将所有玩家随机传送到九天疑冢挑战疑冢伪帝，对疑冢伪帝造成伤害等同对秦始皇造成伤害，秦始皇血量下降一定比例或超过一定时间，所有玩家重回永生台，继续挑战秦始皇。
ImperialTombFemaleHelp	女帝疑冢须知		1	参与规则			开放129级等级上限后，女帝复苏将在每个[FFFE0D]周日的22：00[-]取代始皇降临，等级≥80且[FFFE0D]有家族[-]的玩家方可参与；女帝复苏开启期间，不影响秦始皇陵的进入。
ImperialTombFemaleHelp	女帝疑冢须知		2	大周复苏			21点55分，侠士可通过消耗[FFFE0D]2颗夜明珠[-]进入女帝疑冢，疑冢将于10点整刷新2个狄仁杰、2个无字碑、2个元芳共6个首领，首领入口将随机均分在地图的四个区域，同一个区域不会出现两个相同的首领入口。
ImperialTombFemaleHelp	女帝疑冢须知		3	疑冢诡事			通过[FFFE0D]主界面喇叭[-]进入的侠士将统一到达[FFFE0D]「白虎区」[-]，疑冢中迷云密布，且道路方向不明，各个首领及武则天的入口，需侠士手动寻找，进入首领房间后，传出将抵达最近的一个安全区。
ImperialTombFemaleHelp	女帝疑冢须知		4	天后女帝			首领全被击杀或一定时间后，地图将刷新三个女帝入口，[FFFE0D]每场活动只能进入一个女帝房间[-]，按照对三个女帝的总输出排名，由前二十名家族瓜分宝藏，最先对女帝造成伤害的侠士和击杀者所在家族获得额外的输出。
ImperialTombFemaleHelp	女帝疑冢须知		5	伪帝鸾宫			武则天血量降低到一定程度时，会将所有玩家随机传送到伪帝鸾宫挑战女帝鸾姬，对女帝鸾姬造成伤害等同对武则天造成伤害，武则天血量下降一定比例或超过一定时间，所有玩家重回大殿，继续挑战武则天。
InDifferBattleHelp	心魔幻境须知		1	无差别竞技			所有进入了心魔幻境的侠士，[FFFE0D]固定80级、不携带同伴、初始拥有相同的战力水平[-]，头衔将根据侠士在幻境中的战力[FFFE0D]自动晋升[-]，门派将在幻境开始后从[FFFE0D]随机6个[-]中选择。
InDifferBattleHelp	心魔幻境须知		2	活动流程			幻境中共有[FFFE0D]25个区域[-]，分[FFFE0D]4个阶段[-]进行，每个阶段结束后会有[FFFE0D]90秒休整时间[-]并且关闭若干个区域，第4阶段将在最后一个区域进行决战！\n[FFFE0D]（若区域关闭时未及时离开，将会受到当前血量10%的伤害）[-]
InDifferBattleHelp	心魔幻境须知		3	资源获取			通过[FFFE0D]开启宝箱、击杀小怪、击败其他侠士[-]等途径获取资源，提升在幻境中的战力水平。幻境中每位侠士仅有[FFFE0D]1条命[-]，队友之间的配合尤为重要！\n[FFFE0D]（队伍内获得资源时都将在队伍成员之间分配）[-]
InDifferBattleHelp	心魔幻境须知		4	特殊事件			幻境中某些特定的时间点将会刷出：[FFFE0D]神秘商人、心魔幻兽、心魔幻象[-]\n神秘商人专卖一些幻境中特有之物（消耗幻境中的特殊货币[FFFE0D]“幻玉”[-]），而[FFFE0D]击杀心魔幻兽[-]和[FFFE0D]开启心魔幻象[-]的侠士都将获得丰厚的幻境资源。
InDifferBattleHelp	心魔幻境须知		5	幻境限制			[FFFE0D]禁止：[-]幻境中禁止打坐、第四阶段（决战阶段）禁止骑马。\n[FFFE0D]匿名：[-]幻境中除队友以外，其他侠士都将以匿名的形式显示为“神秘人”。\n[FFFE0D]物品：[-]幻境中获得的所有物品，都将在离开幻境后消失。
InDifferBattleHelp	心魔幻境须知		6	积分获得			击败其他侠士[FFFE0D]（未阵亡的队员均可获得积分）[-]、阶段结束时存活、优胜的队伍获得额外积分\n[FFFE0D]小提示：个人积分越高活动奖励越丰厚哦！[-]
InDifferBattleHelp	心魔幻境须知		7	优胜规则			最终将以[FFFE0D]队伍存活人数、队伍总积分、存活队员总战力[-]判定优胜队伍。
InDifferBattleHelp	心魔幻境须知		8	积分/评价			[92D2FF]积分：[-]0~5        [92D2FF]评价：[-][FFFFFF]普通[-]        [92D2FF]积分：[-]6~15      [92D2FF]评价：[-][64db00]一般[-]\n[92D2FF]积分：[-]16~31    [92D2FF]评价：[-][11adf6]良好[-]        [92D2FF]积分：[-]32~47    [92D2FF]评价：[-][aa62fc]优秀[-]\n[92D2FF]积分：[-]48~95    [92D2FF]评价：[-][ff578c]卓越[-]        [92D2FF]积分：[-]96+        [92D2FF]评价：[-][ff8f06]最佳[-]
InDifferBattleHelp	心魔幻境须知		9	系列赛开放时间			开放[FFFE0D]109级[-]等级上限后，开启心魔幻境系列赛。
InDifferBattleHelp	心魔幻境须知		10	系列赛资格			月度赛资格：开赛前获得过[FFFE0D]心魔幻境良好[-]以上评价\n季度赛资格：开赛前获得过[FFFE0D]月度心魔幻境良好[-]以上评价
InDifferBattleContestHelp	心魔幻境系列赛须知		1	开放时间			开放[FFFE0D]109级[-]等级上限后，开启心魔幻境系列赛。
InDifferBattleContestHelp	心魔幻境系列赛须知		2	系列赛资格			月度赛资格：开赛前获得过[FFFE0D]心魔幻境良好[-]以上评价\n季度赛资格：开赛前获得过[FFFE0D]月度心魔幻境良好[-]以上评价
InDifferBattleScoreHelp	积分/胜负		1	积分获得			击败其他侠士[FFFE0D]（未阵亡的队员均可获得积分）[-]、阶段结束时存活、优胜的队伍获得额外积分\n[FFFE0D]小提示：个人积分越高活动奖励越丰厚哦！[-]
InDifferBattleScoreHelp	积分/胜负		2	优胜规则			最终将以[FFFE0D]队伍存活人数、队伍总积分、存活队员总战力[-]判定优胜队伍。
InDifferBattleScoreHelp	积分/胜负		3	积分/评价			[92D2FF]积分：[-]0~5        [92D2FF]评价：[-][FFFFFF]普通[-]        [92D2FF]积分：[-]6~15      [92D2FF]评价：[-][64db00]一般[-]\n[92D2FF]积分：[-]16~31    [92D2FF]评价：[-][11adf6]良好[-]        [92D2FF]积分：[-]32~47    [92D2FF]评价：[-][aa62fc]优秀[-]\n[92D2FF]积分：[-]48~95    [92D2FF]评价：[-][ff578c]卓越[-]        [92D2FF]积分：[-]96+        [92D2FF]评价：[-][ff8f06]最佳[-]
DaXueZhang	打雪仗须知		1	活动介绍			庆元旦迎新年，大家一起打雪仗。
DaXueZhang	打雪仗须知		2	活动参与			活动每日开放时间为：[FFFE0D]13：30[-]、[FFFE0D]16：00[-]及[FFFE0D]20：00[-]，每次开启3场，每场准备时间[FFFE0D]5分钟[-]。等级达到20级，通过“[FFFE0D]活动[-]”日历，单人参加比赛。
DaXueZhang	打雪仗须知		3	活动次数			每天可以获得[FFFE0D]1次[-]打雪仗参与次数，可累计[FFFE0D]3次[-]。使用道具“[FFFE0D]烈焰飞雪[-]”可增加打雪仗次数，每日最多使用[FFFE0D]1个[-]。
DaXueZhang	打雪仗须知		4	玩法介绍			进入专属地图，变身为顽皮的小孩进行一场激烈的雪球大战。采集雪堆和神奇雪人提供的各种技能，给对手造成无情打击，但要小心躲避忽然出现的年兽释放的强力技能。
DaXueZhang	打雪仗须知		5	比赛规则			比赛进行[FFFE0D]3轮[-]，击倒对手能增加个人的积分，最后分多的玩家获胜。
GiftSystemHelp	赠送须知		1	直升丹礼盒赠送规则①			赠送礼盒需双方[FFFE0D]密度需达到15级[-]以上且[FFFE0D]两人均需在线[-]，赠送的礼盒本人无法使用，所以不要吝啬，快送给需要的好友吧！
GiftSystemHelp	赠送须知		2	直升丹礼盒赠送规则②			接受的侠士只能接受来自一人的馈赠，一旦接受，将再无法接受其他人的馈赠；送出方亦只可赠送给一名侠士，赠送后将无法再送给其他的侠士。\n    还请诸位侠士谨慎行事，再三思量。
BuyLevelUpHelp	直升须知		1	直升丹礼盒购买规则			直升丹可花费6000元宝购买，提升至剑侠V6可免费获得；亦可寻求其他玩家帮助赠送，需注意，无论通过哪种途径，[FFFE0D]直升丹只能购买一枚[-]，免费与花费元宝购买共用次数；
BuyLevelUpHelp	直升须知		2	直升丹礼盒使用规则			直升丹可让一名角色直接提升到指定等级，随着[FFFE0D]服务器开放时间[-]推移或[FFFE0D]剑侠尊享等级[-]提升还将获得额外的等级提升，但不同直升丹有最高提升等级上限，详情请查看道具描述。
BuyLevelUpHelp	直升须知		3	直升丹礼盒赠送规则			赠送礼盒需[FFFE0D]亲密度需达到15级[-]以上且[FFFE0D]两人均需在线[-]；[FFFE0D]无论是赠送还是接受，均只有一次机会[-]；即侠士只能接受一人的馈赠，送出方亦只可赠送给一名侠士，礼盒本人无法使用，快去找回并送给以前的老朋友吧！
DanGiveHelp	赠送接受须知		1	直升丹使用规则			直升丹可让一名角色直接提升到指定等级，随着[FFFE0D]服务器开放时间[-]推移或[FFFE0D]剑侠尊享等级[-]提升还将获得额外的等级提升，但不同直升丹有最高提升等级上限，详情请查看道具描述。
DanGiveHelp	赠送接受须知		2	直升丹赠送规则			赠送礼盒需[FFFE0D]亲密度需达到15级[-]以上且[FFFE0D]两人均需在线[-]；[FFFE0D]无论是赠送还是接受，均只有一次机会[-]；即侠士只能接受一人的馈赠，送出方亦只可赠送给一名侠士，快去找回并送给以前的老朋友吧！
ExpUpHelp	后起之秀须知		1	后起之秀规则①			一定等级以下的侠士可享受后起之秀的经验加成及商城额外提供的打折水晶，根据当前服务器的等级开放上限，可以参与的等级也有所不同。
ExpUpHelp	后起之秀须知		2	后起之秀规则②			符合条件的侠士所有获得的经验都将得到加成！帮助你快速提升等级，早日驰骋江湖！
PartnersBack	重聚江湖须知		1	召回规则			召回次数仅有5次，一旦发送即消耗次数，请谨慎选择
PartnersBack	重聚江湖须知		2	增益状态			与召回玩家组队时将获得「重聚江湖」的增益状态，获得额外属性加成，且提升亲密度时将获得100%加成，有效期30天
PartnerAwarenessHelp	同伴觉醒须知		1	觉醒消耗			[e6d012]天级[-][FFFE0D]同伴觉醒：[-]5个“指定[ff8f06]地级[-]同伴及对应的本命武器”、300资质丹\n[FFFE0D][ff8f06]地级[-]同伴觉醒：[-]5个“指定[ff578c]甲级[-]同伴及对应的本命武器”、75资质丹\n[FFFE0D][ff578c]甲级[-]同伴觉醒：[-]5个“指定[aa62fc]乙级[-]同伴”、25资质丹
PartnerAwarenessHelp	同伴觉醒须知		2	潜能觉醒			同伴觉醒后永久提升各项潜能。\n相同品质[FFFE0D]（例如都是[ff8f06]地级[-]的「独孤剑」和「杨影枫」）[-]的同伴觉醒后增加的潜能是相同的，同伴品质越高觉醒后所增加的潜能越高。
PartnerAwarenessHelp	同伴觉醒须知		3	永久觉醒			·已觉醒的同伴，洗髓后不会影响觉醒所提升的潜能。\n·已觉醒的同伴为永久觉醒，之后所获得的该同伴都为已觉醒。
PartnerAwarenessHelp	同伴觉醒须知		4	返还规则			[FFFE0D]觉醒时被消耗的同伴返还规则：[-]\n·被消耗的同伴历史使用的资质丹全部返还\n·被消耗的同伴历史使用的技能书折算成洗髓丹返还
FriendImpressionHelp	印象须知		1	获取途径			男性侠士活跃度达到40、60、80、100均可获得一个量产印象签，只能给[FFFE0D]女性侠士[-]添加固定印象；所有侠士均可通过元宝对其他[FFFE0D]任意性别的侠士[-]添加[FFFE0D]自定义印象[-]；
FriendImpressionHelp	印象须知		2	印象需求			双方必须在线，且亲密度等级≥5级；对方必须拥有印象栏位数，每人最多收到15条印象；
FriendImpressionHelp	印象须知		3	印象限制			对同一角色只能添加一条同样的固定印象及自定义印象；自定义印象最多不超过7个字；自定义印象只显示前5个留下印象的侠士名；
FriendImpressionHelp	印象须知		4	印象奖励			添加固定印象或自定义印象后，双方亲密度提升100点，且均获得一个印象礼盒，每天每人最多获得[FFFE0D]5个[-]，凌晨[FFFE0D]4点[-]重置；女侠得到的自定义印象数量达到[FFFE0D]10个[-]时，还将额外获得一个女神礼盒。
HouseHelp	家园须知		1	家园升级			花费一定数额的元宝可以升级家园，升级家园可以[FFFE0D]解锁更大面积、更漂亮的家园，增加家园舒适度，提升增加舒适度的有效家具数量，提升厢房的可居住数量[-]
HouseHelp	家园须知		2	舒适度			[FFFE0D]摆放家具可以提升家园的舒适度[-]\n·家具的等级越高提升的舒适度越高，不同类型的家具增加的舒适度不同\n·家园增加角色战力 = 当前家园舒适度 × 10
HouseHelp	家园须知		3	家园冥想			60级后，在家园冥想可以获得元气#945，元气可用于凝聚真元。\n每天拥有1次冥想的次数，每天4:00重置次数。
HouseHelp	家园须知		4	冥想结果			冥想获得元气数量与冥想的结果有关。\n冥想结果按加成由高至低依次为：[e6d012]皆空[-]、[ff8f06]无我[-]、[ff578c]开悟[-]、[aa62fc]意动[-]、[11adf6]入定[-]
HouseHelp	家园须知		5	家园房客			·可邀请[FFFE0D]等级≥50级[-]且双方[FFFE0D]亲密度等级≥20级[-]的好友入住家园\n·每位侠士最多只能入住1位好友的家园\n[FFFE0D]房客搬离：进入寄居家园 -> 点击“家园”图标 -> 点击“搬离家园”按钮[-]
HouseHelp	家园须知		6	房客特权			·当房客家园舒适等级高于所寄居家园的舒适等级-5时，不再享有加成\n·享有加成的房客，其家园舒适等级必然不高于寄居家园舒适等级-5级\n[FFFE0D]提示：入住家园后，房客特权凌晨4:00以后生效[-]
HouseHelp	家园须知		7	家园伴侣			·成婚后自动入住对方的家园\n·享有的房客特权与寄居家园规则相同，最终享有的舒适等级加成为[FFFE0D]寄居家园和伴侣家园高的一方生效（伴侣家园的房客特权立即生效）[-]
HouseHelp	家园须知		8	房客权限			家园主人可以给房客赋予装修家园的权限，拥有权限的房客可以挪动当前家园内已摆放的家具
HouseHelp	家园须知		9	家园种树			可在家园的“苗圃”上种树，[FFFE0D]收成后可以获得家具制造材料“木材”[-]。树的成熟时间为7天，每天会随机进入异常状态，去除异常状态可以加速树的成熟时间。
HouseHelp	家园须知		10	种植养护			每天拥有[FFFE0D]1次[-]给自己树养护的次数和[FFFE0D]10次[-]协助好友养护的次数，[FFFE0D]每天只能协助同一个好友养护1次[-]，每天4:00重置次数。
RoomeHelp	家园厢房		1	家园房客			·可邀请[FFFE0D]等级≥50级[-]且双方[FFFE0D]亲密度等级≥20级[-]的好友入住家园\n·每位侠士最多只能入住1位好友的家园\n[FFFE0D]房客搬离：进入寄居家园 -> 点击“家园”图标 -> 点击“搬离家园”按钮[-]
RoomeHelp	家园厢房		2	房客特权			·当房客家园舒适等级高于所寄居家园的舒适等级-5时，不再享有加成\n·享有加成的房客，其家园舒适等级必然不高于寄居家园舒适等级-5级\n[FFFE0D]提示：入住家园后，房客特权凌晨4:00以后生效[-]
RoomeHelp	家园厢房		3	家园伴侣			·成婚后自动入住对方的家园\n·享有的房客特权与寄居家园规则相同，最终享有的舒适等级加成为[FFFE0D]寄居家园和伴侣家园高的一方生效（伴侣家园的房客特权立即生效）[-]
RoomeHelp	家园厢房		4	房客权限			家园主人可以给房客赋予装修家园的权限，拥有权限的房客可以挪动当前家园内已摆放的家具
PlantHelp	协助养护须知		1	规则说明			每天拥有[FFFE0D]1次[-]给自己树丛养护的次数和[FFFE0D]10次[-]协助好友养护的次数，[FFFE0D]每天只能协助同一个好友养护1次[-]，每天4:00重置次数。
MuseHelp	打坐冥想		1	家园冥想			冥想可以获得元气#945，元气可用于凝聚真元。\n每天拥有1次冥想的次数，每天4:00重置次数。
MuseHelp	打坐冥想		2	冥想结果			冥想获得元气数量与冥想的结果有关。\n冥想结果按加成由高至低依次为：[e6d012]皆空[-]、[ff8f06]无我[-]、[ff578c]开悟[-]、[aa62fc]意动[-]、[11adf6]入定[-]
QYHHelp	群英会须知		1	群英会简介			群英会是一个双人跨服无差别实时匹配竞技玩法，所有侠士[FFFE0D]等级相同、不携带同伴、初始拥有相同的战力水平[-]，门派在成功报名后从[FFFE0D]随机的8个门派[-]中进行选择
QYHHelp	群英会须知		2	参与规则			侠士可单人报名参加，对战时将自动为单人侠士匹配队友。也可2人直接组队报名参加\n等级达到 [FFFE0D]70级[-] 的侠士可以参加
QYHHelp	群英会须知		3	活动流程			活动开启后将自动为所有侠士开启匹配（也可随时手动选择是否匹配），待匹配到同为寻找对手的其他侠士后，将传入场地开始竞技对战。战斗结束进行结算，结算完成会 [FFFE0D]自动将侠士传回准备场 [-]，同时自动开启下一场匹配
QYHHelp	群英会须知		4	胜负判定			过程中，如果一方所有侠士阵亡，则判定失败，另一方判胜。如果结束时，双方均有侠士存活，则根据存活人数，多的一方判胜。如果存活人数相同，则伤害总输出量多的一方判胜
QYHHelp	群英会须知		5	阶段奖励			侠士在取得第一场胜利后，将获得 [FFFE0D]首胜奖励 [-]。在完成十场胜利后，将获得 [FFFE0D]十战奖励 [-]。领取后将通过邮件形式发放给各位侠士
