nId	nLevelMin	nLevelMax	szTimeBegin	szTimeEnd	tbAwardInfo	Desc
35	1	999	OpenLevel89		Item|3476	华山论剑：高级脚蹬碎片
35	1	999			Item|2424	华山论剑：门派信物
35	1	999	OpenLevel129		Item|225	华山论剑：橙水晶
35	1	999			Item|224	华山论剑：紫水晶
35	1	999			Contrib|0	华山论剑：贡献
36	1	999	OpenLevel109		Item|6068	华山论剑：魂石·冰仪
36	1	999			Item|2532	华山论剑：魂石·道一真人
36	1	999		OpenLevel109	Item|1735	华山论剑：魂石·李天目
36	1	999		OpenLevel109	Item|1431	华山论剑：武林秘籍·中卷
36	1	999	OpenLevel109		Item|1432	华山论剑：武林秘籍·下卷
36	1	999	OpenLevel89		Item|3476	华山论剑：高级脚蹬碎片
36	1	999			Item|2424	华山论剑：门派信物
36	1	999			Item|224	华山论剑：紫水晶
36	1	999			Contrib|0	华山论剑：贡献
37	1	999			Item|2804	秦始皇陵-和氏璧
37	1	999			Item|2840	秦始皇陵-夜明珠
37	1	999			Item|223	秦始皇陵-蓝水晶
37	1	999			Item|2824	秦始皇陵-初级魂石·玄天武机
37	1	999			Item|2825	秦始皇陵-初级魂石·白起
37	1	999			Item|2826	秦始皇陵-初级魂石·李斯
38	1	999	OpenDay234		Item|3544	始皇降世：秦始皇本命武器
38	1	999	OpenDay204		Item|3554	始皇降世：同伴·秦始皇
38	1	999		OpenLevel119	Item|1396	始皇降世：帝皇令
38	1	999	OpenLevel139		Item|10005	始皇降世：白金图谱（衣服）
38	1	999	OpenLevel139		Item|10006	始皇降世：白金图谱（帽子）
38	1	999	OpenLevel119		Item|10007	始皇降世：白金图谱（腰带）
38	1	999	OpenLevel119		Item|10010	始皇降世：白金图谱（项链）
38	1	999	OpenLevel119		Item|10014	始皇降世：随侯珠
38	1	999	OpenLevel129		Item|10141	始皇降世：秦始皇·封印之剑
38	1	999	OpenLevel169		Item|11897	始皇降世：初级魂石·武安君
38	1	999	OpenLevel179		Item|11898	始皇降世：初级魂石·丞相李斯
38	1	999	OpenDay153		Item|2794	始皇降世：黄金图谱（武器）
38	1	999	OpenDay153		Item|2802	始皇降世：黄金图谱（玉佩）
38	1	999			Item|2795	始皇降世：黄金图谱（衣服）
38	1	999		OpenLevel119	Item|2800	始皇降世：黄金图谱（项链）
38	1	999			Item|2796	始皇降世：黄金图谱（帽子）
38	1	999		OpenLevel119	Item|2797	始皇降世：黄金图谱（腰带）
38	1	999		OpenDay204	Item|2827	始皇降世：魂石·秦始皇（阴）
38	1	999		OpenDay204	Item|2828	始皇降世：魂石·秦始皇（阳）
38	1	999		OpenDay153	Item|2824	始皇降世：初级魂石·玄天武机
38	1	999		OpenDay153	Item|2825	始皇降世：初级魂石·白起
38	1	999		OpenDay153	Item|2826	始皇降世：初级魂石·李斯
38	1	999	OpenDay153		Item|2804	始皇降世：和氏璧
39	1	999			Item|1346	经验
39	1	999		OpenDay33	Contrib|0	周末活动
39	1	999	OpenDay33		Energy|0	周末活动
40	1	999			Contrib|0	周末活动
41	1	999		OpenDay33	Contrib|0	周末活动
41	1	999	OpenDay33		Energy|0	周末活动
42	1	69			Item|2101	心魔幻境：T5稀有戒指碎片
42	70	79			Item|2102	心魔幻境：T6稀有戒指碎片
42	80	89			Item|2955	心魔幻境：T7稀有戒指碎片
42	90	99			Item|2956	心魔幻境：T8稀有戒指碎片
42	100	109			Item|2957	心魔幻境：T9稀有戒指碎片
42	110	119			Item|3671	心魔幻境：T10稀有戒指碎片
42	120	129			Item|5781	心魔幻境：T11稀有戒指碎片
42	130	139			Item|5782	心魔幻境：T12稀有戒指碎片
42	140	149			Item|5783	心魔幻境：T13稀有戒指碎片
42	150	159			Item|5784	心魔幻境：T14稀有戒指碎片
42	160	169			Item|5785	心魔幻境：T15稀有戒指碎片
42	170	179			Item|10336	心魔幻境：T16稀有戒指碎片
42	180	189			Item|10337	心魔幻境：T17稀有戒指碎片
42	190	199			Item|10338	心魔幻境：T18稀有戒指碎片
42	80	999			Item|3469	心魔幻境：高级马鞍碎片
42	80	999			Item|3468	心魔幻境：中级马鞍碎片
42	80	999			Item|3467	心魔幻境：低级马鞍碎片
42	1	999			Item|3494	心魔幻境：心魔宝珠
42	1	999			Contrib|0	心魔幻境：贡献
42	120	999			Item|10449	心魔幻境：初级魂石·天音
42	90	999			Item|3854	心魔幻境：初级魂石·黑面郎君
43	20	999			Item|10171	打雪仗：暖冬天工盒
43	20	999			Item|2569	打雪仗：外装染色剂
43	20	999			Item|2301	打雪仗：修炼丹
43	20	999			Item|2759	打雪仗：传功丹
43	20	999			Contrib|0	打雪仗：贡献
43	20	999			Item|2804	打雪仗：和氏璧
44	1	999			Energy|0	打坐冥想：元气
45	1	999	OpenLevel139Add30		Item|3545	女帝复苏：武则天·明空栖凤指
45	1	999	OpenLevel129		Item|3555	女帝复苏：同伴·武则天
45	1	999	OpenLevel139		Item|10005	女帝复苏：白金图谱（衣服）
45	1	999	OpenLevel139		Item|10006	女帝复苏：白金图谱（帽子）
45	1	999	OpenLevel129		Item|10007	女帝复苏：白金图谱（腰带）
45	1	999	OpenLevel129		Item|10010	女帝复苏：白金图谱（项链）
45	1	999	OpenLevel129		Item|10014	女帝复苏：随侯珠
45	1	999	OpenLevel159		Item|10143	女帝复苏：武则天·封印之羽
45	1	999	OpenLevel189		Item|11899	女帝复苏：初级魂石·狄梁公
45	1	999	OpenLevel129Add30		Item|2801	女帝复苏：黄金图谱（戒指）
45	1	999	OpenLevel139Add30		Item|2803	女帝复苏：黄金图谱（护身符）
45	1	999	OpenLevel129Add30		Item|2798	女帝复苏：黄金图谱（护腕）
45	1	999	OpenLevel139Add30		Item|2799	女帝复苏：黄金图谱（鞋子）
45	1	999	OpenLevel129		Item|2804	女帝复苏：和氏璧
45	1	999	OpenLevel129		Item|1396	女帝复苏：帝皇令
45	1	999	OpenLevel129		Item|6127	女帝复苏：魂石·武则天（阴）
45	1	999	OpenLevel129		Item|6126	女帝复苏：魂石·武则天（阳）
45	1	999	OpenLevel129	OpenLevel129Add30	Item|2794	女帝复苏：黄金图谱（武器）
45	1	999	OpenLevel129	OpenLevel129Add30	Item|2795	女帝复苏：黄金图谱（衣服）
45	1	999	OpenLevel129	OpenLevel139Add30	Item|2800	女帝复苏：黄金图谱（项链）
45	1	999	OpenLevel129	OpenLevel129Add30	Item|2802	女帝复苏：黄金图谱（玉佩）
45	1	999	OpenLevel129	OpenLevel139Add30	Item|2796	女帝复苏：黄金图谱（帽子）
45	1	999	OpenLevel129	OpenLevel139Add30	Item|2797	女帝复苏：黄金图谱（腰带）
45	1	999	OpenLevel129	OpenLevel139Add30	Item|6130	女帝复苏：初级魂石·无字碑
45	1	999	OpenLevel129	OpenLevel139Add30	Item|6129	女帝复苏：初级魂石·元芳
45	1	999	OpenLevel129	OpenLevel139Add30	Item|6128	女帝复苏：初级魂石·狄仁杰
46	1	999			Item|3476	跨服、百人战场：高级脚蹬碎片
46	1	999			Item|3475	跨服、百人战场：中级脚蹬碎片
46	90	99			Item|2956	跨服、百人战场：T8稀有戒指碎片
46	100	109			Item|2957	跨服、百人战场：T9稀有戒指碎片
46	110	119			Item|3671	跨服、百人战场：T10稀有戒指碎片
46	120	129			Item|5781	跨服、百人战场：T11稀有戒指碎片
46	130	139			Item|5782	跨服、百人战场：T12稀有戒指碎片
46	140	149			Item|5783	跨服、百人战场：T13稀有戒指碎片
46	150	159			Item|5784	跨服、百人战场：T14稀有戒指碎片
46	160	169			Item|5785	跨服、百人战场：T15稀有戒指碎片
46	170	179			Item|10336	跨服、百人战场：T16稀有戒指碎片
46	180	189			Item|10337	跨服、百人战场：T17稀有戒指碎片
46	190	199			Item|10338	跨服、百人战场：T18稀有戒指碎片
46	90	999			Item|6069	跨服、百人战场：魂石·杨再兴
46	90	999			Item|6070	跨服、百人战场：魂石·完颜娄室
46	60	89			Item|2535	跨服、百人战场：魂石·李显忠
46	60	89			Item|2536	跨服、百人战场：魂石·徒单克宁
46	1	999			Item|1737	跨服、百人战场：魂石·邵宏渊
46	1	999			Item|1738	跨服、百人战场：魂石·白彦敬
46	1	999			Item|1970	跨服、百人战场：宋金诏书
46	1	999			Contrib|0	跨服、百人战场：贡献
47	1	999		OpenLevel119	Item|1394	历代名将：名将令
47	1	999	OpenDay52	OpenLevel119	Item|1395	历代名将：逐鹿令
47	1	999	OpenDay353	OpenLevel159	Item|1396	历代名将：帝皇令
47	1	999	OpenLevel149		Item|1397	历代名将：传说令
47	1	999		OpenLevel179	Item|1455	历代名将：S级同伴
47	1	999	OpenDay52	OpenLevel179	Item|4604	历代名将：SS级同伴
47	1	999	OpenDay353		Item|4605	历代名将：SSS级同伴
47	1	999	OpenLevel159		Item|11121	历代名将：白金图谱（武器）残页
47	1	999	OpenDay353		Item|6112	历代名将：魂石·绝世虞姬
47	1	999	OpenDay353		Item|3543	历代名将：项羽·霸王戟
47	1	999		OpenLevel69	Item|1124	历代名将：T3武器
47	1	999		OpenLevel69	Item|1125	历代名将：T4武器
47	1	999	OpenLevel69	OpenLevel79	Item|1126	历代名将：T5武器
47	1	999	OpenLevel79	OpenLevel89	Item|1127	历代名将：T6武器
47	1	999	OpenLevel89	OpenLevel99	Item|1128	历代名将：T7武器
47	1	999	OpenLevel99	OpenLevel109	Item|1129	历代名将：T8武器
47	1	999	OpenLevel109	OpenLevel119	Item|1130	历代名将：T9武器
47	1	999	OpenLevel119	OpenLevel129	Item|1131	历代名将：T10武器
47	1	999	OpenLevel129	OpenLevel139	Item|5561	历代名将：T11武器
47	1	999	OpenLevel139	OpenLevel149	Item|5562	历代名将：T12武器
47	1	999	OpenLevel149	OpenLevel159	Item|5563	历代名将：T13武器
47	1	999	OpenLevel159	OpenLevel169	Item|5564	历代名将：T14武器
47	1	999	OpenLevel169	OpenLevel179	Item|5565	历代名将：T15武器
47	1	999	OpenLevel179	OpenLevel189	Item|5566	历代名将：T16武器
47	1	999	OpenLevel189	OpenLevel199	Item|5567	历代名将：T17武器
47	1	999	OpenLevel199		Item|5568	历代名将：T18武器
47	1	999	OpenLevel69	OpenDay224	Item|4317	历代名将：2级毛皮
47	1	999	OpenDay99	OpenDay399	Item|4318	历代名将：3级毛皮
47	1	999	OpenDay224	OpenLevel159	Item|4319	历代名将：4级毛皮
47	1	999	OpenDay399		Item|4320	历代名将：5级毛皮
47	1	999	OpenLevel159		Item|10983	历代名将：6级毛皮
48	1	999			Item|7281	阵法试炼：古旧阵法残卷
48	1	999			Item|7282	阵法试炼：精致阵法古籍
48	1	999			Item|7283	阵法试炼：传世阵法古籍
48	1	999			Item|7286	阵法试炼：阵法试炼黄金宝箱
48	1	999			Item|7287	阵法试炼：阵法试炼援助宝箱
49	1	999			Item|4056	跨服攻城战：同伴·完颜洪烈
49	1	999			Item|4057	跨服攻城战：完颜洪烈本命武器
49	1	999	OpenLevel129		Item|1397	跨服攻城战：传说令
49	1	999			Item|1396	跨服攻城战：帝皇令
49	1	999			Item|7394	跨服攻城战：元气精华（5000）
49	1	999		OpenLevel139	Item|4053	跨服攻城战：初级魂石·完颜洪烈（真）
49	1	999			Item|7377	跨服攻城战：初级魂石·虞允文
49	1	999			Item|7648	跨服攻城战：初级魂石·王腾
49	1	999			Item|7741	跨服攻城战：初级魂石·空相
49	1	999			Item|7649	跨服攻城战：初级魂石·王云潇
49	1	999		OpenLevel129	Item|7650	跨服攻城战：初级魂石·惊雪
49	1	999	OpenLevel139		Item|9974	跨服攻城战：初级魂石·方公望
50	1	999			Item|3693	家族秘境：地级同伴本命武器任选
50	1	999			Item|6149	家族秘境：任脉·曲骨通穴秘卷
50	1	999	OpenLevel89		Item|6150	家族秘境：督脉·长强通穴秘卷
50	1	999	OpenLevel99		Item|6276	家族秘境：冲脉·幽门通穴秘卷
50	1	999	OpenLevel89		Item|7648	家族秘境：初级魂石·王腾
50	1	999			Item|7649	家族秘境：初级魂石·王云潇
50	1	999			Item|7650	家族秘境：初级魂石·天音
50	1	999			Item|2804	家族秘境：和氏璧
50	1	999		OpenLevel109	Item|3714	家族秘境：洗髓经·上卷
50	1	999	OpenLevel109		Item|3715	家族秘境：洗髓经·中卷
50	1	999	OpenLevel109		Item|3716	家族秘境：洗髓经·下卷
51	1	69			Item|2101	心魔绝地：T5稀有戒指碎片
51	70	79			Item|2102	心魔绝地：T6稀有戒指碎片
51	80	89			Item|2955	心魔绝地：T7稀有戒指碎片
51	90	99			Item|2956	心魔绝地：T8稀有戒指碎片
51	100	109			Item|2957	心魔绝地：T9稀有戒指碎片
51	110	119			Item|3671	心魔绝地：T10稀有戒指碎片
51	120	129			Item|5781	心魔绝地：T11稀有戒指碎片
51	130	139			Item|5782	心魔绝地：T12稀有戒指碎片
51	140	149			Item|5783	心魔绝地：T13稀有戒指碎片
51	150	159			Item|5784	心魔绝地：T14稀有戒指碎片
51	160	169			Item|5785	心魔绝地：T15稀有戒指碎片
51	170	179			Item|10336	心魔幻境：T16稀有戒指碎片
51	180	189			Item|10337	心魔幻境：T17稀有戒指碎片
51	190	199			Item|10338	心魔幻境：T18稀有戒指碎片
51	80	999			Item|3469	心魔绝地：高级马鞍碎片
51	80	999			Item|3468	心魔绝地：中级马鞍碎片
51	80	999			Item|3467	心魔绝地：低级马鞍碎片
51	1	999			Item|3494	心魔绝地：心魔宝珠
51	1	999			Contrib|0	心魔绝地：贡献
51	120	999			Item|10449	心魔绝地：初级魂石·天音
51	90	999			Item|3854	心魔绝地：初级魂石·黑面郎君
52	1	999			Item|9398	遗迹寻宝：初级魂石·林青羽
52	1	999			SkillExp|0	遗迹寻宝：修为
52	1	999			Item|7459	遗迹寻宝：防具强化护符
52	1	999			Item|7463	遗迹寻宝：首饰强化护符
52	1	999	OpenLevel109		Item|9401	遗迹寻宝：初级魂石·孟苍岚
52	1	999	OpenLevel99	OpenLevel109	Item|8855	遗迹寻宝：【卓越】8阶帽子洗练符
52	1	999	OpenLevel99	OpenLevel109	Item|8881	遗迹寻宝：【卓越】8阶护腕洗练符
52	1	999	OpenLevel99	OpenLevel109	Item|8894	遗迹寻宝：【卓越】8阶腰带洗练符
52	1	999	OpenLevel99	OpenLevel109	Item|8907	遗迹寻宝：【卓越】8阶鞋子洗练符
52	1	999	OpenLevel99	OpenLevel109	ZhenQi|0	遗迹寻宝：真气
52	1	999	OpenLevel109	OpenLevel149	Item|9320	遗迹寻宝：【传承】绝学断篇
52	1	999	OpenLevel109	OpenLevel149	Item|9313	遗迹寻宝：【传承】绝学秘本
52	1	999	OpenLevel149		Item|9321	遗迹寻宝：【卓越】绝学断篇
52	1	999	OpenLevel149		Item|9314	遗迹寻宝：【卓越】绝学秘本
52	1	999	OpenLevel109	OpenLevel119	Item|8856	遗迹寻宝：【卓越】9阶帽子洗练符
52	1	999	OpenLevel109	OpenLevel119	Item|8882	遗迹寻宝：【卓越】9阶护腕洗练符
52	1	999	OpenLevel109	OpenLevel119	Item|8895	遗迹寻宝：【卓越】9阶腰带洗练符
52	1	999	OpenLevel109	OpenLevel119	Item|8908	遗迹寻宝：【卓越】9阶鞋子洗练符
52	1	999	OpenLevel119	OpenLevel129	Item|8857	遗迹寻宝：【卓越】10阶帽子洗练符
52	1	999	OpenLevel119	OpenLevel129	Item|8883	遗迹寻宝：【卓越】10阶护腕洗练符
52	1	999	OpenLevel119	OpenLevel129	Item|8896	遗迹寻宝：【卓越】10阶腰带洗练符
52	1	999	OpenLevel119	OpenLevel129	Item|8909	遗迹寻宝：【卓越】10阶鞋子洗练符
52	1	999	OpenLevel129	OpenLevel139	Item|8858	遗迹寻宝：【卓越】11阶帽子洗练符
52	1	999	OpenLevel129	OpenLevel139	Item|8884	遗迹寻宝：【卓越】11阶护腕洗练符
52	1	999	OpenLevel129	OpenLevel139	Item|8897	遗迹寻宝：【卓越】11阶腰带洗练符
52	1	999	OpenLevel129	OpenLevel139	Item|8910	遗迹寻宝：【卓越】11阶鞋子洗练符
52	1	999	OpenLevel139	OpenLevel149	Item|8859	遗迹寻宝：【卓越】12阶帽子洗练符
52	1	999	OpenLevel139	OpenLevel149	Item|8885	遗迹寻宝：【卓越】12阶护腕洗练符
52	1	999	OpenLevel139	OpenLevel149	Item|8898	遗迹寻宝：【卓越】12阶腰带洗练符
52	1	999	OpenLevel139	OpenLevel149	Item|8911	遗迹寻宝：【卓越】12阶鞋子洗练符
52	1	999	OpenLevel149	OpenLevel159	Item|8860	遗迹寻宝：【卓越】13阶帽子洗练符
52	1	999	OpenLevel149	OpenLevel159	Item|8886	遗迹寻宝：【卓越】13阶护腕洗练符
52	1	999	OpenLevel149	OpenLevel159	Item|8899	遗迹寻宝：【卓越】13阶腰带洗练符
52	1	999	OpenLevel149	OpenLevel159	Item|8912	遗迹寻宝：【卓越】13阶鞋子洗练符
52	1	999	OpenLevel159	OpenLevel169	Item|8861	遗迹寻宝：【卓越】14阶帽子洗练符
52	1	999	OpenLevel159	OpenLevel169	Item|8887	遗迹寻宝：【卓越】14阶护腕洗练符
52	1	999	OpenLevel159	OpenLevel169	Item|8900	遗迹寻宝：【卓越】14阶腰带洗练符
52	1	999	OpenLevel159	OpenLevel169	Item|8913	遗迹寻宝：【卓越】14阶鞋子洗练符
52	1	999	OpenLevel169	OpenLevel179	Item|8862	遗迹寻宝：【卓越】15阶帽子洗练符
52	1	999	OpenLevel169	OpenLevel179	Item|8888	遗迹寻宝：【卓越】15阶护腕洗练符
52	1	999	OpenLevel169	OpenLevel179	Item|8901	遗迹寻宝：【卓越】15阶腰带洗练符
52	1	999	OpenLevel169	OpenLevel179	Item|8914	遗迹寻宝：【卓越】15阶鞋子洗练符
52	1	999	OpenLevel179	OpenLevel189	Item|8863	遗迹寻宝：【卓越】16阶帽子洗练符
52	1	999	OpenLevel179	OpenLevel189	Item|8889	遗迹寻宝：【卓越】16阶护腕洗练符
52	1	999	OpenLevel179	OpenLevel189	Item|8902	遗迹寻宝：【卓越】16阶腰带洗练符
52	1	999	OpenLevel179	OpenLevel189	Item|8915	遗迹寻宝：【卓越】16阶鞋子洗练符
52	1	999	OpenLevel189	OpenLevel199	Item|8864	遗迹寻宝：【卓越】17阶帽子洗练符
52	1	999	OpenLevel189	OpenLevel199	Item|8890	遗迹寻宝：【卓越】17阶护腕洗练符
52	1	999	OpenLevel189	OpenLevel199	Item|8903	遗迹寻宝：【卓越】17阶腰带洗练符
52	1	999	OpenLevel189	OpenLevel199	Item|8916	遗迹寻宝：【卓越】17阶鞋子洗练符
52	1	999	OpenLevel199		Item|8865	遗迹寻宝：【卓越】18阶帽子洗练符
52	1	999	OpenLevel199		Item|8891	遗迹寻宝：【卓越】18阶护腕洗练符
52	1	999	OpenLevel199		Item|8904	遗迹寻宝：【卓越】18阶腰带洗练符
52	1	999	OpenLevel199		Item|8917	遗迹寻宝：【卓越】18阶鞋子洗练符
53	60	999	OpenLevel89		Energy|0	家族遭遇战：元气
53	60	999	OpenLevel89		ZhenQi|0	家族遭遇战：真气
53	60	999	OpenLevel89		Item|1346	家族遭遇战；经验
54	1	999			Item|9477	门客任务：友好度
55	35	79			Item|1234	情缘任务：玫瑰花
55	35	79			Item|1235	情缘任务：幸运草
55	35	79			Item|1969	情缘任务：资质丹（封）
55	35	79	OpenLevel59		Item|9509	情缘任务：情缘猫（3天）
56	1	999			Item|3693	家族保卫战：地级同伴本命武器任选
56	1	999		OpenLevel119	Item|6149	家族保卫战：任脉·曲骨通穴秘卷
56	1	999			Item|6150	家族保卫战：督脉·长强通穴秘卷
56	1	999	OpenLevel99		Item|6276	家族保卫战：冲脉·幽门通穴秘卷
56	1	999	OpenLevel129		Item|6277	家族保卫战：阳翘脉·睛明通穴秘卷
56	1	999			Item|7648	家族保卫战：初级魂石·王腾
56	1	999			Item|10128	家族保卫战：初级魂石·完颜宗翰
56	1	999			Item|7650	家族保卫战：初级魂石·惊雪
56	1	999			Item|2804	家族保卫战：和氏璧
56	1	999		OpenLevel99	Item|3714	家族保卫战：洗髓经·上卷
56	1	999	OpenLevel109		Item|3715	家族保卫战：洗髓经·中卷
56	1	999	OpenLevel119		Item|3716	家族保卫战：洗髓经·下卷
57	1	999			Item|1346	决战凌绝峰：经验
57	1	999			Item|224	决战凌绝峰：紫水晶
57	1	999			Energy|0	决战凌绝峰：元气
57	1	999			Item|2804	决战凌绝峰：和氏璧
58	1	999			Item|10626	跨服领土战：初级魂石·本尘(唯一)
58	1	999			Item|10627	跨服领土战：初级魂石·段智兴(唯一)
58	1	999			Energy|0	跨服领土战：元气
58	1	999			Item|1397	跨服领土战：传说令
58	1	999			Item|10142	跨服领土战：完颜洪烈·封印之鹰
58	1	999	OpenLevel159		Item|3557	跨服领土战：同伴·张三丰
58	1	999			Item|4056	跨服领土战：同伴·完颜洪烈
58	1	999			Item|10635	跨服领土战：天级本命武器任选箱
59	1	999			ZhenQi|0	舞动江湖：真气
59	1	999			Item|1346	舞动江湖：经验
59	1	999			Coin|0	舞动江湖；银两
60	1	999			Item|2804	灭火大作战：和氏璧
60	1	999			Contrib|0	灭火大作战：贡献
60	1	999			Item|1346	灭火大作战：经验
61	1	999			Item|2804	长白之巅：和氏璧
61	1	999			Contrib|0	长白之巅：贡献
61	1	999			Item|1346	长白之巅：经验
62	1	999	OpenLevel79		Item|2804	龙门之争：和氏璧
62	1	999	OpenLevel119		Item|10014	龙门之争：随侯珠
62	1	999	OpenLevel79	OpenLevel119	Item|7649	龙门之争：初级魂石·王云潇
62	1	999	OpenLevel79	OpenLevel119	Item|7650	龙门之争：初级魂石·惊雪
62	1	999	OpenLevel89		Item|7648	龙门之争：初级魂石·王腾
62	1	999	OpenLevel89		Item|10128	龙门之争：初级魂石·完颜宗翰
62	1	999	OpenLevel129		Item|10490	龙门之争：江湖绝学·风虎云龙·原本
62	1	999	OpenLevel139		Item|10491	龙门之争：江湖绝学·挥袂生风·原本
62	1	999	OpenLevel79	OpenLevel89	Item|6149	龙门之争：任脉·曲骨通穴秘卷
62	1	999	OpenLevel89	OpenLevel99	Item|6150	龙门之争：督脉·长强通穴秘卷
62	1	999	OpenLevel99	OpenLevel109	Item|6276	龙门之争：冲脉·幽门通穴秘卷
62	1	999	OpenLevel109	OpenLevel119	Item|6277	龙门之争：阳跷脉·睛明通穴秘卷
62	1	999	OpenLevel119		Item|6278	龙门之争：阴跷脉·公孙通穴秘卷
62	1	999			Contrib|0	龙门之争：贡献
62	1	999			Item|1346	龙门之争：经验
62	1	999			Energy|0	龙门之争：元气
62	1	999	OpenLevel79		ZhenQi|0	龙门之争：真气
63	1	999	OpenLevel179		Item|3549	达摩洞：同伴·达摩
63	1	999	OpenLevel169		Item|11974	达摩洞：神谕令
63	1	999	OpenLevel169		Item|11976	达摩洞：白金戒指图谱碎片
63	1	999	OpenLevel169		Item|11977	达摩洞：白金护腕图谱碎片
63	1	999			Item|11121	达摩洞：白金武器图谱碎片
63	1	999			Item|11748	达摩洞：白金玉佩图谱碎片
63	1	999			Item|1397	达摩洞：传说令
63	1	999			Item|11978	达摩洞：初级魂石·达摩
63	1	999			Item|11979	达摩洞：初级魂石·达摩侍卫（阴）
63	1	999			Item|11980	达摩洞：初级魂石·达摩侍卫（阳）
63	1	999			Item|4595	达摩洞：初级魂石·项羽
63	1	999			Item|6112	达摩洞：初级魂石·绝世虞姬
63	1	999			Item|3543	达摩洞：项羽本命武器
63	1	999			Item|10140	达摩洞：项羽·封印之戟
64	1	999			Item|1346	天机迷阵：经验
64	1	999			Item|224	天机迷阵：紫水晶
64	1	999			Energy|0	天机迷阵：元气
64	1	999			Item|2804	天机迷阵：和氏璧
