ItemId	MaxItemCount	Desc	TypeName	Silver2GoldRate	OrgPrice	Price1	Price2	Price3	Price4	Price5	Price6	Price7	Price8	Price9	Price10	Price11	Price12	Price13	Price14	Price15	Price16	OrgSilverPrice	SilverPrice1	SilverPrice2	SilverPrice3	SilverPrice4	SilverPrice5	SilverPrice6	SilverPrice7	SilverPrice8	SilverPrice9	SilverPrice10	SilverPrice11	SilverPrice12	SilverPrice13	SilverPrice14	SilverPrice15	SilverPrice16	MaxPriceRate1	MaxPriceRate2	MaxPriceRate3	MaxPriceRate4	MaxPriceRate5	MaxPriceRate6	MaxPriceRate7	MaxPriceRate8	MaxPriceRate9	MaxPriceRate10	MaxPriceRate11	MaxPriceRate12	MaxPriceRate13	MaxPriceRate14	MaxPriceRate15	MaxPriceRate16
10377	1	17阶稀有衣服碎片	装备	1	3135	3135	3135	3135	3135	3135	3135	3135	3135	3135	3135	3135	3135	3135	3135	3135	3135	3135	3135	3135	3135	3135	3135	3135	3135	3135	3135	3135	3135	3135	3135	3135	3135	3135	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
10316	1	16阶稀有武器碎片	装备	1	4750	4750	4750	4750	4750	4750	4750	4750	4750	4750	4750	4750	4750	4750	4750	4750	4750	4750	4750	4750	4750	4750	4750	4750	4750	4750	4750	4750	4750	4750	4750	4750	4750	4750	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
10376	1	16阶稀有衣服碎片	装备	1	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5765	1	15阶稀有武器碎片	装备	1	4315	4315	4315	4315	4315	4315	4315	4315	4315	4315	4315	4315	4315	4315	4315	4315	4315	4315	4315	4315	4315	4315	4315	4315	4315	4315	4315	4315	4315	4315	4315	4315	4315	4315	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5825	1	15阶稀有衣服碎片	装备	1	2589	2589	2589	2589	2589	2589	2589	2589	2589	2589	2589	2589	2589	2589	2589	2589	2589	2589	2589	2589	2589	2589	2589	2589	2589	2589	2589	2589	2589	2589	2589	2589	2589	2589	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5764	1	14阶稀有武器碎片	装备	1	3916	3916	3916	3916	3916	3916	3916	3916	3916	3916	3916	3916	3916	3916	3916	3916	3916	3916	3916	3916	3916	3916	3916	3916	3916	3916	3916	3916	3916	3916	3916	3916	3916	3916	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5824	1	14阶稀有衣服碎片	装备	1	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5763	1	13阶稀有武器碎片	装备	1	3560	3560	3560	3560	3560	3560	3560	3560	3560	3560	3560	3560	3560	3560	3560	3560	3560	3560	3560	3560	3560	3560	3560	3560	3560	3560	3560	3560	3560	3560	3560	3560	3560	3560	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	1.2	1.2	1.2	1.2	1.2
5823	1	13阶稀有衣服碎片	装备	1	2136	2136	2136	2136	2136	2136	2136	2136	2136	2136	2136	2136	2136	2136	2136	2136	2136	2136	2136	2136	2136	2136	2136	2136	2136	2136	2136	2136	2136	2136	2136	2136	2136	2136	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	1.2	1.2	1.2	1.2	1.2
5762	1	12阶稀有武器碎片	装备	1	3420	3420	3420	3420	3420	3420	3420	3420	3420	3420	3420	3420	3420	3420	3420	3420	3420	3420	3420	3420	3420	3420	3420	3420	3420	3420	3420	3420	3420	3420	3420	3420	3420	3420	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	1.2	1	1	1	1	1
5822	1	12阶稀有衣服碎片	装备	1	2052	2052	2052	2052	2052	2052	2052	2052	2052	2052	2052	2052	2052	2052	2052	2052	2052	2052	2052	2052	2052	2052	2052	2052	2052	2052	2052	2052	2052	2052	2052	2052	2052	2052	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	1.2	1	1	1	1	1
5761	1	11阶稀有武器碎片	装备	1	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	1.2	1	1	1	1	1	1
5821	1	11阶稀有衣服碎片	装备	1	1710	1710	1710	1710	1710	1710	1710	1710	1710	1710	1710	1710	1710	1710	1710	1710	1710	1710	1710	1710	1710	1710	1710	1710	1710	1710	1710	1710	1710	1710	1710	1710	1710	1710	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	1.2	1	1	1	1	1	1
3667	1	10阶稀有武器碎片	装备	1	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	1.2	1	1	1	1	1	1	1
3679	1	10阶稀有衣服碎片	装备	1	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	1.2	1	1	1	1	1	1	1
2945	1	9阶稀有武器碎片	装备	1	1800	1800	1800	1800	1800	1800	1800	1800	1800	1800	1800	1800	1800	1800	1800	1800	1800	1800	1800	1800	1800	1800	1800	1800	1800	1800	1800	1800	1800	1800	1800	1800	1800	1800	2.5	2.5	2.5	2.5	2.5	2.5	2.5	1.2	1	1	1	1	1	1	1	1
2981	1	9阶稀有衣服碎片	装备	1	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	2.5	2.5	2.5	2.5	2.5	2.5	2.5	1.2	1	1	1	1	1	1	1	1
2944	1	8阶稀有武器碎片	装备	1	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	2.5	2.5	2.5	2.5	2.5	2.5	1.2	1	1	1	1	1	1	1	1	1
2980	1	8阶稀有衣服碎片	装备	1	810	810	810	810	810	810	810	810	810	810	810	810	810	810	810	810	810	810	810	810	810	810	810	810	810	810	810	810	810	810	810	810	810	810	2.5	2.5	2.5	2.5	2.5	2.5	1.2	1	1	1	1	1	1	1	1	1
2943	1	7阶稀有武器碎片	装备	1	1000	1000	1000	1000	1000	1000	900	900	900	900	900	900	900	900	900	900	900	1000	1000	1000	1000	1000	1000	900	900	900	900	900	900	900	900	900	900	900	2.5	2.5	2.5	2.5	2.5	1.2	1	1	1	1	1	1	1	1	1	1
2979	1	7阶稀有衣服碎片	装备	1	600	600	600	600	600	600	540	540	540	540	540	540	540	540	540	540	540	600	600	600	600	600	600	540	540	540	540	540	540	540	540	540	540	540	2.5	2.5	2.5	2.5	2.5	1.2	1	1	1	1	1	1	1	1	1	1
2090	1	6阶稀有武器碎片	装备	1	750	750	750	750	750	675	600	600	600	600	600	600	600	600	600	600	600	750	750	750	750	750	675	600	600	600	600	600	600	600	600	600	600	600	2.5	2.5	2.5	2.5	1.2	1	1	1	1	1	1	1	1	1	1	1
2126	1	6阶稀有衣服碎片	装备	1	450	450	450	450	450	405	360	360	360	360	360	360	360	360	360	360	360	450	450	450	450	450	405	360	360	360	360	360	360	360	360	360	360	360	2.5	2.5	2.5	2.5	1.2	1	1	1	1	1	1	1	1	1	1	1
2089	1	5阶稀有武器碎片	装备	1	625	625	625	625	563	500	438	438	438	438	438	438	438	438	438	438	438	625	625	625	625	563	500	438	438	438	438	438	438	438	438	438	438	438	2.5	2.5	2.5	1.2	1	1	1	1	1	1	1	1	1	1	1	1
2125	1	5阶稀有衣服碎片	装备	1	375	375	375	375	338	300	263	263	263	263	263	263	263	263	263	263	263	375	375	375	375	338	300	263	263	263	263	263	263	263	263	263	263	263	2.5	2.5	2.5	1.2	1	1	1	1	1	1	1	1	1	1	1	1
2088	1	4阶稀有武器碎片	装备	1	300	300	300	270	240	210	180	180	180	180	180	180	180	180	180	180	180	300	300	300	270	240	210	180	180	180	180	180	180	180	180	180	180	180	2.5	2.5	1.2	1	1	1	1	1	1	1	1	1	1	1	1	1
2124	1	4阶稀有衣服碎片	装备	1	180	180	180	162	144	126	108	108	108	108	108	108	108	108	108	108	108	180	180	180	162	144	126	108	108	108	108	108	108	108	108	108	108	108	2.5	2.5	1.2	1	1	1	1	1	1	1	1	1	1	1	1	1
1617	1	T6传承武器	装备	1	3000	3000	3000	3000	3000	2700	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	3000	3000	3000	3000	3000	2700	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
1665	1	T6传承衣服	装备	1	1800	1800	1800	1800	1800	1620	1440	1440	1440	1440	1440	1440	1440	1440	1440	1440	1440	1800	1800	1800	1800	1800	1620	1440	1440	1440	1440	1440	1440	1440	1440	1440	1440	1440	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
1625	1	T6传承项链	装备	1	1200	1200	1200	1200	1200	1080	960	960	960	960	960	960	960	960	960	960	960	1200	1200	1200	1200	1200	1080	960	960	960	960	960	960	960	960	960	960	960	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
1633	1	T6传承戒指	装备	1	1200	1200	1200	1200	1200	1080	960	960	960	960	960	960	960	960	960	960	960	1200	1200	1200	1200	1200	1080	960	960	960	960	960	960	960	960	960	960	960	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
1641	1	T6传承玉佩	装备	1	1200	1200	1200	1200	1200	1080	960	960	960	960	960	960	960	960	960	960	960	1200	1200	1200	1200	1200	1080	960	960	960	960	960	960	960	960	960	960	960	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
1649	1	T6传承护身符	装备	1	1200	1200	1200	1200	1200	1080	960	960	960	960	960	960	960	960	960	960	960	1200	1200	1200	1200	1200	1080	960	960	960	960	960	960	960	960	960	960	960	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
1657	1	T6传承帽子	装备	1	600	600	600	600	600	540	480	480	480	480	480	480	480	480	480	480	480	600	600	600	600	600	540	480	480	480	480	480	480	480	480	480	480	480	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
1673	1	T6传承护腕	装备	1	600	600	600	600	600	540	480	480	480	480	480	480	480	480	480	480	480	600	600	600	600	600	540	480	480	480	480	480	480	480	480	480	480	480	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
1681	1	T6传承腰带	装备	1	600	600	600	600	600	540	480	480	480	480	480	480	480	480	480	480	480	600	600	600	600	600	540	480	480	480	480	480	480	480	480	480	480	480	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
1689	1	T6传承鞋子	装备	1	600	600	600	600	600	540	480	480	480	480	480	480	480	480	480	480	480	600	600	600	600	600	540	480	480	480	480	480	480	480	480	480	480	480	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
1616	1	T5传承武器	装备	1	2250	2250	2250	2250	2025	1800	1575	1575	1575	1575	1575	1575	1575	1575	1575	1575	1575	2250	2250	2250	2250	2025	1800	1575	1575	1575	1575	1575	1575	1575	1575	1575	1575	1575	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
1664	1	T5传承衣服	装备	1	1350	1350	1350	1350	1215	1080	945	945	945	945	945	945	945	945	945	945	945	1350	1350	1350	1350	1215	1080	945	945	945	945	945	945	945	945	945	945	945	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
1615	1	T4传承武器	装备	1	1000	1000	1000	900	800	700	600	600	600	600	600	600	600	600	600	600	600	1000	1000	1000	900	800	700	600	600	600	600	600	600	600	600	600	600	600	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
4282	1	1阶稀有真元（未鉴定）	装备	1	8850	8850	8850	8850	8850	8850	8850	8850	8850	8850	8850	8850	8850	8850	8850	8850	8850	8850	8850	8850	8850	8850	8850	8850	8850	8850	8850	8850	8850	8850	8850	8850	8850	8850	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
4283	1	2阶稀有真元（未鉴定）	装备	1	13000	13000	13000	13000	13000	13000	13000	13000	13000	13000	13000	13000	13000	13000	13000	13000	13000	13000	13000	13000	13000	13000	13000	13000	13000	13000	13000	13000	13000	13000	13000	13000	13000	13000	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
4284	1	3阶稀有真元（未鉴定）	装备	1	18850	18850	18850	18850	18850	18850	18850	18850	18850	18850	18850	18850	18850	18850	18850	18850	18850	18850	18850	18850	18850	18850	18850	18850	18850	18850	18850	18850	18850	18850	18850	18850	18850	18850	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
4285	1	4阶稀有真元（未鉴定）	装备	1	24500	24500	24500	24500	24500	24500	24500	24500	24500	24500	24500	24500	24500	24500	24500	24500	24500	24500	24500	24500	24500	24500	24500	24500	24500	24500	24500	24500	24500	24500	24500	24500	24500	24500	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
4286	1	5阶稀有真元（未鉴定）	装备	1	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
4287	1	6阶稀有真元（未鉴定）	装备	1	35500	35500	35500	35500	35500	35500	35500	35500	35500	35500	35500	35500	35500	35500	35500	35500	35500	35500	35500	35500	35500	35500	35500	35500	35500	35500	35500	35500	35500	35500	35500	35500	35500	35500	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
4288	1	7阶稀有真元（未鉴定）	装备	1	41000	41000	41000	41000	41000	41000	41000	41000	41000	41000	41000	41000	41000	41000	41000	41000	41000	41000	41000	41000	41000	41000	41000	41000	41000	41000	41000	41000	41000	41000	41000	41000	41000	41000	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
7108	1	8阶稀有真元（未鉴定）	装备	1	46500	46500	46500	46500	46500	46500	46500	46500	46500	46500	46500	46500	46500	46500	46500	46500	46500	46500	46500	46500	46500	46500	46500	46500	46500	46500	46500	46500	46500	46500	46500	46500	46500	46500	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
7573	1	9阶稀有真元（未鉴定）	装备	1	52800	52800	52800	52800	52800	52800	52800	52800	52800	52800	52800	52800	52800	52800	52800	52800	52800	52800	52800	52800	52800	52800	52800	52800	52800	52800	52800	52800	52800	52800	52800	52800	52800	52800	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
7574	1	10阶稀有真元（未鉴定）	装备	1	58000	58000	58000	58000	58000	58000	58000	58000	58000	58000	58000	58000	58000	58000	58000	58000	58000	58000	58000	58000	58000	58000	58000	58000	58000	58000	58000	58000	58000	58000	58000	58000	58000	58000	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
7575	1	11阶稀有真元（未鉴定）	装备	1	64000	64000	64000	64000	64000	64000	64000	64000	64000	64000	64000	64000	64000	64000	64000	64000	64000	64000	64000	64000	64000	64000	64000	64000	64000	64000	64000	64000	64000	64000	64000	64000	64000	64000	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
7576	1	12阶稀有真元（未鉴定）	装备	1	70000	70000	70000	70000	70000	70000	70000	70000	70000	70000	70000	70000	70000	70000	70000	70000	70000	70000	70000	70000	70000	70000	70000	70000	70000	70000	70000	70000	70000	70000	70000	70000	70000	70000	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
7577	1	13阶稀有真元（未鉴定）	装备	1	78000	78000	78000	78000	78000	78000	78000	78000	78000	78000	78000	78000	78000	78000	78000	78000	78000	78000	78000	78000	78000	78000	78000	78000	78000	78000	78000	78000	78000	78000	78000	78000	78000	78000	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
2400	1	乌云踏雪	装备	1	6000	6000	6000	6000	6000	5400	5400	4800	4800	4800	4800	4800	4800	4800	4800	4800	4800	6000	6000	6000	6000	6000	5400	5400	4800	4800	4800	4800	4800	4800	4800	4800	4800	4800	2.5	2.5	2.5	2.5	2.5	2.5	2	1.8	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5
3445	1	赤金驭天绳	装备	1	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
3455	1	赤金驭天蹬	装备	1	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
3450	1	赤金驭天鞍	装备	1	24000	24000	24000	24000	24000	24000	24000	24000	24000	24000	24000	24000	24000	24000	24000	24000	24000	24000	24000	24000	24000	24000	24000	24000	24000	24000	24000	24000	24000	24000	24000	24000	24000	24000	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
3462	3	赤金驭天绳碎片	装备	1	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	2.5	2.5	2.5	2.5	2.5	2.5	1.5	1.2	1	1	1	1	1	1	1	1
3476	3	赤金驭天蹬碎片	装备	1	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	2.5	2.5	2.5	2.5	2.5	2.5	1.5	1.2	1	1	1	1	1	1	1	1
3469	3	赤金驭天鞍碎片	装备	1	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	2.5	2.5	2.5	2.5	2.5	2.5	1.5	1.2	1	1	1	1	1	1	1	1
3461	3	苍虹降龙绳碎片	装备	1	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	2.5	2.5	2.5	2.5	2.5	1.5	1.2	1	1	1	1	1	1	1	1	1
3577	1	战场铭刻石	铭刻石	1	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	2.5	2.5	2.5	2.5	2.5	1.8	1.5	1.2	1.2	1	1	1	1	1	1	1
3578	1	攻城战铭刻石	铭刻石	1	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	2.5	2.5	2.5	2.5	2.5	1.8	1.5	1.2	1.2	1	1	1	1	1	1	1
3579	1	白虎堂铭刻石	铭刻石	1	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	2.5	2.5	2.5	2.5	2.5	1.8	1.5	1.2	1.2	1	1	1	1	1	1	1
3580	1	门派竞技铭刻石	铭刻石	1	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	2.5	2.5	2.5	2.5	2.5	1.8	1.5	1.2	1.2	1	1	1	1	1	1	1
3581	1	武林盟主铭刻石	铭刻石	1	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	2.5	2.5	2.5	2.5	2.5	1.8	1.5	1.2	1.2	1	1	1	1	1	1	1
3582	1	历代名将铭刻石	铭刻石	1	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	2.5	2.5	2.5	2.5	2.5	1.8	1.5	1.2	1.2	1	1	1	1	1	1	1
3583	1	华山论剑铭刻石	铭刻石	1	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	2.5	2.5	2.5	2.5	2.5	1.8	1.5	1.2	1.2	1	1	1	1	1	1	1
3584	1	通天塔铭刻石	铭刻石	1	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	2.5	2.5	2.5	2.5	2.5	1.8	1.5	1.2	1.2	1	1	1	1	1	1	1
2794	1	黄金图谱·武器	黄金图谱	1	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	18000	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
2796	1	黄金图谱·帽子	黄金图谱	1	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
2800	1	黄金图谱·项链	黄金图谱	1	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
2795	1	黄金图谱·衣服	黄金图谱	1	10800	10800	10800	10800	10800	10800	10800	10800	10800	10800	10800	10800	10800	10800	10800	10800	10800	10800	10800	10800	10800	10800	10800	10800	10800	10800	10800	10800	10800	10800	10800	10800	10800	10800	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
2802	1	黄金图谱·玉佩	黄金图谱	1	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
2797	1	黄金图谱·腰带	黄金图谱	1	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
2801	1	黄金图谱·戒指	黄金图谱	1	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
2798	1	黄金图谱·护腕	黄金图谱	1	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
2799	1	黄金图谱（鞋子）	黄金图谱	1	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
