ResId	ResFile	ResAttribID	ResSlot	Desc	Desc2	Desc3	Scale	IsOrgColorValue	MinCastValue	SlotName1	SlotGray1	SlotMinCast1	Slot1Color1	Slot1Light1	Slot1Color2	Slot1Light2	Slot1Color3	Slot1Light3	SlotName2	SlotGray2	SlotMinCast2	Slot2Color1	Slot2Light1	Slot2Color2	Slot2Light2	Slot2Color3	Slot2Light3	SlotName3	SlotGray3	SlotMinCast3	Slot3Color1	Slot3Light1	Slot3Color2	Slot3Light2	Slot3Color3	Slot3Light3	DynamicBoneIndex
4153	Player/Characters/F2/Prefab/F2_D006_Body.prefab		B_Hs	F2标女等级装T12·白金装						F2_D006_body	1		255|220|144|75	1	255|233|195|35	1.39	255|255|255|6	1.1																			2
4154	Player/Characters/F2/Prefab/F2_D001_Body.prefab		B_Hs	F2标女等级装T13·白金装						F2_D001_Body	1		255|209|140|177	1.28	255|255|255|29	1.08	255|228|189|123	1.42																			2
4155	Player/Characters/F2/Prefab/F2_D014_Body.prefab		B_Hs	F2标女等级装T14·白金装						F2_D014_body	1		255|255|255|78	1	255|209|157|82	1	243|251|253|74	2.8																			2
4156	Player/Characters/F2/Prefab/F2_D015_Body.prefab		B_Hs	F2标女等级装T15·白金装						F2_D015_body	1		255|213|140|193	1.61	255|255|255|37	1.25	255|220|174|113	1																			2
4157	Player/Characters/F2/Prefab/F2_D016_Body.prefab		B_Hs	F2标女等级装T16·白金装						F2_D016_Body	1		255|218|151|45	1.16	255|255|255|32	1	255|227|195|34	1.16																			2
4158	Player/Characters/F2/Prefab/F2_D017_Body.prefab		B_Hs	F2标女等级装T17·白金装						F2_D017_Body	1		255|221|150|56	1.11	255|255|255|7	1.15	232|205|177|20	1																			2
4159	Player/Characters/F2/Prefab/F2_D018_Body.prefab		B_Hs	F2标女等级装T18·白金装						F2_D018_Body	1		255|236|161|34	1	255|230|198|20	1	255|246|226|48	1																			2
4160	Player/Characters/F2/Prefab/F2_D019_Body.prefab		B_Hs	F2标女等级装T19·白金装						F2_D019_Body	1		241|201|151|19	1.08	255|255|255|0	1.43	249|225|199|34	1.16																			2
4161	Player/Characters/F2/Prefab/F2_D020_Body.prefab		B_Hs	F2标女等级装T20·白金装																																	2
4201	Player/Characters/F2/Prefab/F2_D013_Body.prefab	54201	B_Hs	F2标女等级装T1·偏色1																																	2
4202	Player/Characters/F2/Prefab/F2_D013_Body.prefab	54202	B_Hs	F2标女等级装T1·偏色2																																	2
4203	Player/Characters/F2/Prefab/F2_D013_Body.prefab	54203	B_Hs	F2标女等级装T1·偏色3																																	2
4204	Player/Characters/F2/Prefab/F2_D008_Body.prefab	54204	B_Hs	F2标女等级装T2·偏色1																																	2
4205	Player/Characters/F2/Prefab/F2_D008_Body.prefab	54205	B_Hs	F2标女等级装T2·偏色2																																	2
4206	Player/Characters/F2/Prefab/F2_D008_Body.prefab	54206	B_Hs	F2标女等级装T2·偏色3																																	2
4207	Player/Characters/F2/Prefab/F2_D011_Body.prefab	54207	B_Hs	F2标女等级装T3·偏色1																																	2
4208	Player/Characters/F2/Prefab/F2_D011_Body.prefab	54208	B_Hs	F2标女等级装T3·偏色2																																	2
4209	Player/Characters/F2/Prefab/F2_D011_Body.prefab	54209	B_Hs	F2标女等级装T3·偏色3																																	2
4210	Player/Characters/F2/Prefab/F2_D012_Body.prefab	54210	B_Hs	F2标女等级装T4·偏色1																																	2
4211	Player/Characters/F2/Prefab/F2_D012_Body.prefab	54211	B_Hs	F2标女等级装T4·偏色2																																	2
4212	Player/Characters/F2/Prefab/F2_D012_Body.prefab	54212	B_Hs	F2标女等级装T4·偏色3																																	2
4213	Player/Characters/F2/Prefab/F2_D004_Body.prefab	54213	B_Hs	F2标女等级装T5·偏色1																																	2
4214	Player/Characters/F2/Prefab/F2_D004_Body.prefab	54214	B_Hs	F2标女等级装T5·偏色2																																	2
4215	Player/Characters/F2/Prefab/F2_D004_Body.prefab	54215	B_Hs	F2标女等级装T5·偏色3																																	2
4216	Player/Characters/F2/Prefab/F2_D003_Body.prefab	54216	B_Hs	F2标女等级装T6·偏色1																																	2
4217	Player/Characters/F2/Prefab/F2_D003_Body.prefab	54217	B_Hs	F2标女等级装T6·偏色2																																	2
4218	Player/Characters/F2/Prefab/F2_D003_Body.prefab	54218	B_Hs	F2标女等级装T6·偏色3																																	2
4219	Player/Characters/F2/Prefab/F2_D009_Body.prefab	54219	B_Hs	F2标女等级装T7·偏色1																																	2
4220	Player/Characters/F2/Prefab/F2_D009_Body.prefab	54220	B_Hs	F2标女等级装T7·偏色2																																	2
4221	Player/Characters/F2/Prefab/F2_D009_Body.prefab	54221	B_Hs	F2标女等级装T7·偏色3																																	2
4222	Player/Characters/F2/Prefab/F2_D002_Body.prefab	54222	B_Hs	F2标女等级装T8·偏色1																																	2
4223	Player/Characters/F2/Prefab/F2_D002_Body.prefab	54223	B_Hs	F2标女等级装T8·偏色2																																	2
4224	Player/Characters/F2/Prefab/F2_D002_Body.prefab	54224	B_Hs	F2标女等级装T8·偏色3																																	2
4225	Player/Characters/F2/Prefab/F2_D005_Body.prefab	54225	B_Hs	F2标女等级装T9·偏色1																																	2
4226	Player/Characters/F2/Prefab/F2_D005_Body.prefab	54226	B_Hs	F2标女等级装T9·偏色2																																	2
4227	Player/Characters/F2/Prefab/F2_D005_Body.prefab	54227	B_Hs	F2标女等级装T9·偏色3																																	2
4228	Player/Characters/F2/Prefab/F2_D007_Body.prefab	54228	B_Hs	F2标女等级装T10·偏色1																																	2
4229	Player/Characters/F2/Prefab/F2_D007_Body.prefab	54229	B_Hs	F2标女等级装T10·偏色2																																	2
4230	Player/Characters/F2/Prefab/F2_D007_Body.prefab	54230	B_Hs	F2标女等级装T10·偏色3																																	2
4231	Player/Characters/F2/Prefab/F2_D010_Body.prefab	54231	B_Hs	F2标女等级装T11·偏色1																																	2
4232	Player/Characters/F2/Prefab/F2_D010_Body.prefab	54232	B_Hs	F2标女等级装T11·偏色2																																	2
4233	Player/Characters/F2/Prefab/F2_D010_Body.prefab	54233	B_Hs	F2标女等级装T11·偏色3																																	2
4234	Player/Characters/F2/Prefab/F2_D006_Body.prefab	54234	B_Hs	F2标女等级装T12·偏色1																																	2
4235	Player/Characters/F2/Prefab/F2_D006_Body.prefab	54235	B_Hs	F2标女等级装T12·偏色2																																	2
4236	Player/Characters/F2/Prefab/F2_D006_Body.prefab	54236	B_Hs	F2标女等级装T12·偏色3																																	2
4237	Player/Characters/F2/Prefab/F2_D001_Body.prefab	54237	B_Hs	F2标女等级装T13·偏色1																																	2
4238	Player/Characters/F2/Prefab/F2_D001_Body.prefab	54238	B_Hs	F2标女等级装T13·偏色2																																	2
4239	Player/Characters/F2/Prefab/F2_D001_Body.prefab	54239	B_Hs	F2标女等级装T13·偏色3																																	2
4241	Player/Characters/F2/Prefab/F2_D013_Body.prefab	54241	B_Hs	F2标女等级装T1·偏色4																																	2
4242	Player/Characters/F2/Prefab/F2_D008_Body.prefab	54242	B_Hs	F2标女等级装T2·偏色4																																	2
4243	Player/Characters/F2/Prefab/F2_D011_Body.prefab	54243	B_Hs	F2标女等级装T3·偏色4																																	2
4244	Player/Characters/F2/Prefab/F2_D012_Body.prefab	54244	B_Hs	F2标女等级装T4·偏色4																																	2
4245	Player/Characters/F2/Prefab/F2_D004_Body.prefab	54245	B_Hs	F2标女等级装T5·偏色4																																	2
4246	Player/Characters/F2/Prefab/F2_D003_Body.prefab	54246	B_Hs	F2标女等级装T6·偏色4																																	2
4247	Player/Characters/F2/Prefab/F2_D009_Body.prefab	54247	B_Hs	F2标女等级装T7·偏色4																																	2
4248	Player/Characters/F2/Prefab/F2_D002_Body.prefab	54248	B_Hs	F2标女等级装T8·偏色4																																	2
4249	Player/Characters/F2/Prefab/F2_D005_Body.prefab	54249	B_Hs	F2标女等级装T9·偏色4																																	2
4250	Player/Characters/F2/Prefab/F2_D007_Body.prefab	54250	B_Hs	F2标女等级装T10·偏色4																																	2
4251	Player/Characters/F2/Prefab/F2_D010_Body.prefab	54251	B_Hs	F2标女等级装T11·偏色4																																	2
4252	Player/Characters/F2/Prefab/F2_D006_Body.prefab	54252	B_Hs	F2标女等级装T12·偏色4																																	2
4253	Player/Characters/F2/Prefab/F2_D001_Body.prefab	54253	B_Hs	F2标女等级装T13·偏色4																																	2
4257	Player/Characters/F2/Prefab/F2_D017_Body.prefab		B_Hs	F2标女等级装T17·偏色4						F2_D017_Body	1		255|239|153|78	1	64|197|251|45	1	245|245|223|16	1																			2
4258	Player/Characters/F2/Prefab/F2_D018_Body.prefab		B_Hs	F2标女等级装T18·偏色4						F2_D018_Body	1		255|221|133|134	1	100|193|124|37	1	251|248|223|48	1																			2
4259	Player/Characters/F2/Prefab/F2_D019_Body.prefab		B_Hs	F2标女等级装T19·偏色4						F2_D019_Body	1		219|129|234|32	1.08	75|35|178|42	1.2	240|238|215|16	1.16																			2
4261	Player/Characters/F2/Prefab/F2_D014_Body.prefab		B_Hs	F2标女等级装T14·偏色1						F2_D014_body	1		255|255|255|58	1	255|195|0|69	1.12	255|205|0|50	2.89																			2
4262	Player/Characters/F2/Prefab/F2_D014_Body.prefab		B_Hs	F2标女等级装T14·偏色2						F2_D014_body	1		255|255|255|58	1.14	193|191|255|69	1.12	127|154|255|50	2.89																			2
4263	Player/Characters/F2/Prefab/F2_D014_Body.prefab		B_Hs	F2标女等级装T14·偏色3						F2_D014_body	1		255|255|255|58	1.14	138|206|255|69	1.12	99|209|255|69	2.89																			2
4264	Player/Characters/F2/Prefab/F2_D015_Body.prefab		B_Hs	F2标女等级装T15·偏色1				1		F2_D015_body	0		255|255|255|193	1.05	118|130|255|121	1.65	217|210|255|50	1.18																			2
4265	Player/Characters/F2/Prefab/F2_D015_Body.prefab		B_Hs	F2标女等级装T15·偏色2						F2_D015_body	1		255|255|255|193	1.05	255|251|114|109	1.14	255|254|225|50	1.1																			2
4266	Player/Characters/F2/Prefab/F2_D015_Body.prefab		B_Hs	F2标女等级装T15·偏色3						F2_D015_body	1		255|255|255|193	1.05	255|123|153|125	1.33	255|234|239|62	1.1																			2
4267	Player/Characters/F2/Prefab/F2_D016_Body.prefab		B_Hs	F2标女等级装T16·偏色1						F2_D016_Body	1		176|212|249|0	1.1	249|251|243|15	1.06	255|144|112|31	1.72																			2
4268	Player/Characters/F2/Prefab/F2_D016_Body.prefab		B_Hs	F2标女等级装T16·偏色2						F2_D016_Body	1		247|193|134|69	1.08	112|201|255|35	1.13	167|191|223|19	1.3																			2
4269	Player/Characters/F2/Prefab/F2_D016_Body.prefab		B_Hs	F2标女等级装T16·偏色3						F2_D016_Body	1		253|206|137|48	1.24	255|136|153|29	1.29	196|196|196|23	1.44																			2
4270	Player/Characters/F2/Prefab/F2_D017_Body.prefab		B_Hs	F2标女等级装T17·偏色1						F2_D017_Body	1		255|227|155|77	1	238|234|237|21	1.29	238|106|253|37	1																			2
4271	Player/Characters/F2/Prefab/F2_D017_Body.prefab		B_Hs	F2标女等级装T17·偏色2						F2_D017_Body	1		249|205|111|77	1	193|18|18|39	1.19	52|47|42|72	1																			2
4272	Player/Characters/F2/Prefab/F2_D017_Body.prefab		B_Hs	F2标女等级装T17·偏色3						F2_D017_Body	1		211|218|243|56	1.11	245|230|189|26	1.22	44|196|189|38	1																			2
4273	Player/Characters/F2/Prefab/F2_D018_Body.prefab		B_Hs	F2标女等级装T18·偏色1						F2_D018_Body	1		254|255|189|40	1	210|127|240|28	1	250|234|255|15	1																			2
4274	Player/Characters/F2/Prefab/F2_D018_Body.prefab		B_Hs	F2标女等级装T18·偏色2						F2_D018_Body	1		225|246|255|34	1	255|131|179|40	1	252|245|255|8	1																			2
4275	Player/Characters/F2/Prefab/F2_D018_Body.prefab		B_Hs	F2标女等级装T18·偏色3						F2_D018_Body	1		255|253|198|34	1	23|118|174|40	1	255|251|228|8	1																			2
4276	Player/Characters/F2/Prefab/F2_D019_Body.prefab		B_Hs	F2标女等级装T19·偏色1						F2_D019_Body	1		255|255|255|32	1	255|229|121|23	1.25	255|211|248|42	1																			2
4277	Player/Characters/F2/Prefab/F2_D019_Body.prefab		B_Hs	F2标女等级装T19·偏色2						F2_D019_Body	1		255|249|249|32	1	187|20|20|47	1.14	255|251|198|29	1.1																			2
4278	Player/Characters/F2/Prefab/F2_D019_Body.prefab		B_Hs	F2标女等级装T19·偏色3						F2_D019_Body	1		55|86|234|32	1	238|238|238|23	1.38	72|236|229|16	1.16																			2
6001	Player/Characters/M1/Prefab/M1_W001_Body.prefab	56001	B_Hs	M1标男外装T1·颜色1		斗笠																															3
6002	Player/Characters/M1/Prefab/M1_W001_Body.prefab	56002	B_Hs	M1标男外装T1·颜色2		斗笠																															3
6003	Player/Characters/M1/Prefab/M1_W001_Body.prefab	56003	B_Hs	M1标男外装T1·颜色3		斗笠																															3
6004	Player/Characters/M1/Prefab/M1_W001_Body.prefab	56004	B_Hs	M1标男外装T1·颜色4		斗笠																															3
6005	Player/Characters/M1/Prefab/M1_W002_Body.prefab	56005	B_Hs	M1标男外装T2·颜色1		学院																															3
6006	Player/Characters/M1/Prefab/M1_W002_Body.prefab	56006	B_Hs	M1标男外装T2·颜色2		学院																															3
6007	Player/Characters/M1/Prefab/M1_W002_Body.prefab	56007	B_Hs	M1标男外装T2·颜色3		学院																															3
6008	Player/Characters/M1/Prefab/M1_W002_Body.prefab	56008	B_Hs	M1标男外装T2·颜色4		学院																															3
6009	Player/Characters/M1/Prefab/M1_W002_Body.prefab	56009	B_Hs	M1标男外装T2·颜色5		学院																															3
6010	Player/Characters/M1/Prefab/M1_W002_Body.prefab	56010	B_Hs	M1标男外装T2·颜色6		学院																															3
6011	Player/Characters/M1/Prefab/M1_W002_Body.prefab	56011	B_Hs	M1标男外装T2·颜色7		学院																															3
6012	Player/Characters/M1/Prefab/M1_W002_Body.prefab	56012	B_Hs	M1标男外装T2·颜色8		学院																															3
6013	Player/Characters/M1/Prefab/M1_W003_Body.prefab	56013	B_Hs	M1标男外装T3·颜色1		新年大衣																															3
6014	Player/Characters/M1/Prefab/M1_W003_Body.prefab	56014	B_Hs	M1标男外装T3·颜色2		新年大衣																															3
6015	Player/Characters/M1/Prefab/M1_W003_Body.prefab	56015	B_Hs	M1标男外装T3·颜色3		新年大衣																															3
6016	Player/Characters/M1/Prefab/M1_W003_Body.prefab	56016	B_Hs	M1标男外装T3·颜色4		新年大衣																															3
6017	Player/Characters/M1/Prefab/M1_W004_Body.prefab	56017	B_Hs	M1标男外装T4·颜色1		八家将																															3
6018	Player/Characters/M1/Prefab/M1_W004_Body.prefab	56018	B_Hs	M1标男外装T4·颜色2		八家将																															3
6019	Player/Characters/M1/Prefab/M1_W004_Body.prefab	56019	B_Hs	M1标男外装T4·颜色3		八家将																															3
6020	Player/Characters/M1/Prefab/M1_W004_Body.prefab	56020	B_Hs	M1标男外装T4·颜色4		八家将																															3
6021	Player/Characters/M1/Prefab/M1_W004_Body.prefab	56021	B_Hs	M1标男外装T4·颜色5		八家将																															3
6022	Player/Characters/M1/Prefab/M1_W005_Body.prefab	56022	B_Hs	M1标男外装T5·颜色1		黑帮																															3
6023	Player/Characters/M1/Prefab/M1_W005_Body.prefab	56023	B_Hs	M1标男外装T5·颜色2		黑帮																															3
6024	Player/Characters/M1/Prefab/M1_W005_Body.prefab	56024	B_Hs	M1标男外装T5·颜色3		黑帮																															3
6025	Player/Characters/M1/Prefab/M1_W005_Body.prefab	56025	B_Hs	M1标男外装T5·颜色4		黑帮																															3
6026	Player/Characters/M1/Prefab/M1_W005_Body.prefab	56026	B_Hs	M1标男外装T5·颜色5		黑帮																															3
6027	Player/Characters/M1/Prefab/M1_W006_Body.prefab	56027	B_Hs	M1标男外装T6·颜色1		佳期																															3
6028	Player/Characters/M1/Prefab/M1_W006_Body.prefab	56028	B_Hs	M1标男外装T6·颜色2		佳期																															3
6029	Player/Characters/M1/Prefab/M1_W006_Body.prefab	56029	B_Hs	M1标男外装T6·颜色3		佳期																															3
6030	Player/Characters/M1/Prefab/M1_W006_Body.prefab	56030	B_Hs	M1标男外装T6·颜色4		佳期																															3
6031	Player/Characters/M1/Prefab/M1_W006_Body.prefab	56031	B_Hs	M1标男外装T6·颜色5		佳期																															3
6032	Player/Characters/M1/Prefab/M1_W007_Body.prefab	56032	B_Hs	M1标男外装T7·颜色1		流光																															3
6033	Player/Characters/M1/Prefab/M1_W007_Body.prefab	56033	B_Hs	M1标男外装T7·颜色2		流光																															3
6034	Player/Characters/M1/Prefab/M1_W007_Body.prefab	56034	B_Hs	M1标男外装T7·颜色3		流光																															3
6035	Player/Characters/M1/Prefab/M1_W007_Body.prefab	56035	B_Hs	M1标男外装T7·颜色4		流光																															3
6036	Player/Characters/M1/Prefab/M1_W008_Body.prefab	56036	B_Hs	M1标男外装T8·颜色1		轻纱																															3
6037	Player/Characters/M1/Prefab/M1_W008_Body.prefab	56037	B_Hs	M1标男外装T8·颜色2		轻纱																															3
6038	Player/Characters/M1/Prefab/M1_W008_Body.prefab	56038	B_Hs	M1标男外装T8·颜色3		轻纱																															3
6039	Player/Characters/M1/Prefab/M1_W008_Body.prefab	56039	B_Hs	M1标男外装T8·颜色4		轻纱																															3
6040	Player/Characters/M1/Prefab/M1_W009_Body.prefab	56040	B_Hs	M1标男外装T9·颜色1		婚礼																															3
6041	Player/Characters/M1/Prefab/M1_W009A_Body.prefab	56041	B_Hs	M1标男外装T9·颜色2		婚礼																															3
6042	Player/Characters/M1/Prefab/M1_W009B_Body.prefab	56042	B_Hs	M1标男外装T9·颜色3		婚礼																															3
6043	Player/Characters/M1/Prefab/M1_W009_Body.prefab	56043	B_Hs	M1标男外装T9·颜色4		婚礼																															3
6044	Player/Characters/M1/Prefab/M1_W001_Body.prefab	56044	B_Hs	M1标男外装T1·颜色5		斗笠																															3
6045	Player/Characters/M1/Prefab/M1_W003_Body.prefab	56045	B_Hs	M1标男外装T3·颜色5		新年大衣																															3
6046	Player/Characters/M1/Prefab/M1_W007_Body.prefab	56046	B_Hs	M1标男外装T7·颜色5		流光																															3
6047	Player/Characters/M1/Prefab/M1_W008_Body.prefab	56047	B_Hs	M1标男外装T8·颜色5		轻纱																															3
6048	Player/Characters/M1/Prefab/M1_W010_Body.prefab	56048	B_Hs	M1标男外装T11·颜色1		新年装																															3
6049	Player/Characters/M1/Prefab/M1_W010_Body.prefab	56049	B_Hs	M1标男外装T11·颜色2		新年装																															3
6050	Player/Characters/M1/Prefab/M1_W010_Body.prefab	56050	B_Hs	M1标男外装T11·颜色3		新年装																															3
6051	Player/Characters/M1/Prefab/M1_W010_Body.prefab	56051	B_Hs	M1标男外装T11·颜色4		新年装																															3
6052	Player/Characters/M1/Prefab/M1_W010_Body.prefab	56052	B_Hs	M1标男外装T11·颜色5		新年装																															3
6053	Player/Characters/M1/Prefab/M1_W010_Body.prefab	56053	B_Hs	M1标男外装T11·颜色6		新年装																															3
6069	Player/Characters/M1/Prefab/M1_W008_Body.prefab	56069	B_Hs	M1标男外装T8·颜色6		轻纱																															3
6070	Player/Characters/M1/Prefab/M1_W011_Body.prefab		B_Hs	M1标男外装T12·颜色1		夏莲（豪华）				M1_W011_Body	1		251|228|133|43	1	66|79|213|53	1.45	68|56|118|39	1																			3
6071	Player/Characters/M1/Prefab/M1_W011_Body.prefab		B_Hs	M1标男外装T12·颜色2		夏莲（豪华）				M1_W011_Body	1		245|215|149|43	1.29	170|166|148|53	1.45	198|198|198|39	1.14																			3
6072	Player/Characters/M1/Prefab/M1_W011_Body.prefab		B_Hs	M1标男外装T12·颜色3		夏莲（豪华）				M1_W011_Body	1		255|255|255|43	1.29	255|184|184|53	1.45	255|111|143|39	1.14																			3
6073	Player/Characters/M1/Prefab/M1_W011_Body.prefab		B_Hs	M1标男外装T12·颜色4		夏莲（豪华）				M1_W011_Body	1		255|178|80|43	1.29	119|0|0|53	1.45	189|0|42|39	1.14																			3
6074	Player/Characters/M1/Prefab/M1_W011_Body.prefab		B_Hs	M1标男外装T12·颜色5		夏莲（豪华）				M1_W011_Body	1		221|208|223|43	1.29	166|179|183|53	1.45	63|165|143|39	1.14																			3
6075	Player/Characters/M1/Prefab/M1_W011_Body.prefab		B_Hs	M1标男外装T12·颜色6		夏莲（豪华）				M1_W011_Body	1		146|123|64|67	1.24	46|46|37|83	1	20|24|18|48	1																			3
6076	Player/Characters/M1/Prefab/M1_W011A_Body.prefab		B_Hs	M1标男外装T12A·颜色1		夏莲（普通）				M1_W011A_Body 	1		243|212|109|70	1.07	75|87|202|35	1.59	83|72|129|39	1																			3
6077	Player/Characters/M1/Prefab/M1_W011A_Body.prefab		B_Hs	M1标男外装T12A·颜色2		夏莲（普通）				M1_W011A_Body 	1		234|193|106|50	1.41	243|233|198|35	1.43	247|241|222|39	1.34																			3
6078	Player/Characters/M1/Prefab/M1_W011A_Body.prefab		B_Hs	M1标男外装T12A·颜色3		夏莲（普通）				M1_W011A_Body 	1		222|213|226|26	1.41	206|218|226|29	1.76	255|146|220|39	1.64																			3
6079	Player/Characters/M1/Prefab/M1_W011A_Body.prefab		B_Hs	M1标男外装T12A·颜色4		夏莲（普通）				M1_W011A_Body 	1		223|189|78|26	1.41	69|69|69|29	1.76	221|19|19|39	1.17																			3
6080	Player/Characters/M1/Prefab/M1_W011A_Body.prefab		B_Hs	M1标男外装T12A·颜色5		夏莲（普通）				M1_W011A_Body 	1		223|189|78|26	1.41	255|255|255|21	1.76	116|255|203|39	1.17																			3
6081	Player/Characters/M1/Prefab/M1_W011A_Body.prefab		B_Hs	M1标男外装T12A·颜色6		夏莲（普通）																															3
6082	Player/Characters/M1/Prefab/M1_W011_Body.prefab		B_Hs	M1标男外装T12·颜色7		夏莲（豪华）				M1_W011_Body	1		255|255|255|15	1.29	238|244|255|0	1.56	240|242|255|8	1.13																			3
6083	Player/Characters/M1/Prefab/M1_W011_Body.prefab		B_Hs	M1标男外装T12·颜色8		夏莲（豪华）				M1_W011_Body	1		146|123|64|67	1.24	185|16|16|83	1	13|11|11|48	1																			3
6088	Player/Characters/M1/Prefab/M1_W012_Body.prefab		B_Hs	M1标男外装T13·颜色1		夏威夷		1		M1_W012_Body	0		255|255|255|23	1.15	255|255|255|113	1.11	255|255|255|51	0.82																			3
6089	Player/Characters/M1/Prefab/M1_W012_Body.prefab		B_Hs	M1标男外装T13·颜色2		夏威夷				M1_W012_Body	1		51|211|185|66	1.15	232|250|255|85	1.43	59|148|253|133	0.82																			3
6090	Player/Characters/M1/Prefab/M1_W012_Body.prefab		B_Hs	M1标男外装T13·颜色3		夏威夷				M1_W012_Body	1		159|31|50|177	1.15	255|191|95|46	1.51	185|92|92|129	1.7																			3
6091	Player/Characters/M1/Prefab/M1_W012_Body.prefab		B_Hs	M1标男外装T13·颜色4		夏威夷				M1_W012_Body	1		38|146|115|171	1.15	255|212|119|255	1.58	40|144|109|255	0.82																			3
6096	Player/Characters/M1/Prefab/M1_W014_Body.prefab		B_Hs	M1标男外装T14·颜色1		2018秋装		1		M1_W014_Body	0		61|58|55|56	1	33|30|24|117	1	255|242|74|48	1.1																			3
6097	Player/Characters/M1/Prefab/M1_W014_Body.prefab		B_Hs	M1标男外装T14·颜色2		2018秋装		1		M1_W014_Body	0		247|251|250|16	0.95	188|196|196|42	1.01	251|243|181|37	1.09																			3
6098	Player/Characters/M1/Prefab/M1_W014_Body.prefab		B_Hs	M1标男外装T14·颜色3		2018秋装				M1_W014_Body	1		247|255|252|21	0.92	77|155|159|26	1.28	255|194|103|58	1.19																			3
6099	Player/Characters/M1/Prefab/M1_W014_Body.prefab		B_Hs	M1标男外装T14·颜色4		2018秋装				M1_W014_Body	1		69|69|69|112	1.15	14|14|14|137	1.28	172|19|34|37	1.19																			3
6100	Player/Characters/M1/Prefab/M1_W014_Body.prefab		B_Hs	M1标男外装T14·颜色5		2018秋装				M1_W014_Body	1		52|61|63|102	0.92	41|17|65|126	1.28	61|159|255|53	1.44																			3
6101	Player/Characters/M1/Prefab/M1_W014_Body.prefab		B_Hs	M1标男外装T14·颜色6		2018秋装																															3
6102	Player/Characters/M1/Prefab/M1_W013_Body.prefab		B_Hs	M1标男外装T15·颜色1		2018冬装		1		M1_W013_Body	0		255|255|255|34	1	255|255|255|58	1	255|216|215|99	1																			3
6103	Player/Characters/M1/Prefab/M1_W013_Body.prefab		B_Hs	M1标男外装T15·颜色2		2018冬装				M1_W013_Body	1		129|220|243|94	1.31	245|195|88|125	1.75	112|112|112|142	1.71																			3
6104	Player/Characters/M1/Prefab/M1_W013_Body.prefab		B_Hs	M1标男外装T15·颜色3		2018冬装				M1_W013_Body	1		255|224|144|23	1.47	89|88|86|160	1.78	175|186|196|141	1.98																			3
6105	Player/Characters/M1/Prefab/M1_W013_Body.prefab		B_Hs	M1标男外装T15·颜色4		2018冬装				M1_W013_Body	1		254|255|221|23	1.16	50|145|255|99	1.58	116|122|243|142	2.39																			3
6106	Player/Characters/M1/Prefab/M1_W013_Body.prefab		B_Hs	M1标男外装T15·颜色5		2018冬装																															3
6107	Player/Characters/M1/Prefab/M1_W013_Body.prefab		B_Hs	M1标男外装T15·颜色6		2018冬装																															3
6108	Player/Characters/M1/Prefab/M1_W015_Body.prefab		B_Hs	M1标男外装T16·颜色1		2019春装燕子		1		M1_W015_Body	0		215|215|215|32	1	114|140|170|37	1	219|217|217|50	1																			3
6109	Player/Characters/M1/Prefab/M1_W015_Body.prefab		B_Hs	M1标男外装T16·颜色2		2019春装燕子				M1_W015_Body	1		236|215|192|58	1	241|239|227|35	1.57	204|139|42|74	1.22																			3
6110	Player/Characters/M1/Prefab/M1_W015_Body.prefab		B_Hs	M1标男外装T16·颜色3		2019春装燕子				M1_W015_Body	1		78|78|78|123	1	89|89|89|161	1.11	215|52|82|61	1																			3
6111	Player/Characters/M1/Prefab/M1_W015_Body.prefab		B_Hs	M1标男外装T16·颜色4		2019春装燕子				M1_W015_Body	1		178|24|129|82	0.76	187|81|140|136	1.27	249|249|249|26	1.32																			3
6112	Player/Characters/M1/Prefab/M1_W015_Body.prefab		B_Hs	M1标男外装T16·颜色5		2019春装燕子				M1_W015_Body	1		24|159|178|82	0.76	232|230|220|40	1.7	251|216|155|53	1.32																			3
6113	Player/Characters/M1/Prefab/M1_W015_Body.prefab		B_Hs	M1标男外装T16·颜色6		2019春装燕子																															3
6124	Player/Characters/M1/Prefab/M1_W007_Body.prefab		B_Hs	M1标男外装T7·颜色6		流光				M1_W007_Body	1		234|234|234|48	1.2	74|74|74|51	1.05	196|148|20|78	1.15																			3
6125	Player/Characters/M1/Prefab/M1_W011A_Body1.prefab		B_Hs	M1标男外装T12A·颜色7		夏莲（普通）																															3
6126	Player/Characters/M1/Prefab/M1_W014_Body.prefab		B_Hs	M1标男外装T14·颜色7		2018秋装				M1_W014_Body	1		241|241|241|21	0.92	14|14|14|180	1.28	165|165|165|154	1.44																			3
6127	Player/Characters/M1/Prefab/M1_W015_Body1.prefab		B_Hs	M1标男外装T16·颜色7		2019春装燕子																															3
6128	Player/Characters/M1/Prefab/M1_W016_Body.prefab		B_Hs	M1标男外装T17·颜色1		2019夏季		1		M1_W016_Body	0		255|242|221|55	1.12	249|249|249|13	1	225|192|107|56	1																			3
6129	Player/Characters/M1/Prefab/M1_W016_Body.prefab		B_Hs	M1标男外装T17·颜色2		2019夏季				M1_W016_Body	1		240|206|130|85	1.23	125|116|104|59	1	48|48|47|91	1.02																			3
6130	Player/Characters/M1/Prefab/M1_W016_Body.prefab		B_Hs	M1标男外装T17·颜色3		2019夏季		1		M1_W016_Body	0		249|249|249|43	1.23	255|254|245|28	1	19|125|135|51	1.02																			3
