OldBodyResID	NewBodyResID	NewHeadResID
1908	4205	4205
2012	2209	2209
1655	1655	1655
3814	6025	6025
31	1001	1001
21	3001	3001
3908	9018	9018
1827	1224	1224
60	4010	4010
70	2010	2010
40	1010	1010
50	1010	1010
2334	4231	4231
1949	1949	1949
80	4010	4010
1462	1462	1462
3601	7011	7011
2132	3229	3229
1120	4217	4217
2447	2447	2447
3120	9021	9021
1712	4209	4209
3212	8023	8023
3712	9023	9023
4309	9019	9019
2126	3223	3223
2309	4206	4206
3309	6019	6019
356	9006	9006
605	1005	1005
1132	4226	4226
405	7005	7005
1809	1206	1206
1555	1555	1555
3809	6019	6019
805	805	805
20	4010	4010
30	3010	3010
1126	4102	4102
10	2010	2010
633	3003	3003
1923	4220	4220
433	9003	9003
333	6003	6003
1012	2209	2209
1252	1252	1252
1973	4106	4106
1919	4216	4216
3305	6015	6015
1050	1050	1050
1918	4215	4215
366	7006	7006
1915	4212	4212
933	4013	4013
833	1013	1013
1909	4206	4206
3202	8012	8012
1907	4204	4204
1906	4203	4203
3515	9027	9027
3412	6023	6023
1905	4202	4202
2078	2108	2108
3903	9013	9013
4112	8023	8023
4121	8032	8032
2112	3209	3209
3112	9023	9023
3418	6030	6030
1129	4223	4223
1418	1215	1215
2418	4215	4215
643	1003	1003
1819	1216	1216
843	1013	1013
943	4013	4013
1216	3213	3213
1112	4209	4209
659	4009	4009
1873	1106	1106
2041	2238	2238
1726	4223	4223
3013	7024	7024
4013	7024	7024
1013	2210	2210
343	6003	6003
443	9003	9003
1138	4232	4232
321	8001	8001
421	6001	6001
407	7007	7007
621	2001	2001
1329	1223	1223
1717	4214	4214
1714	4211	4211
3519	9031	9031
2052	2052	2052
1230	3224	3224
1708	4205	4205
3914	9025	9025
1229	3223	3223
1118	4215	4215
4118	8030	8030
3118	9030	9030
413	8003	8003
313	9003	9003
613	4003	4003
75	4005	4005
65	2005	2005
55	4005	4005
417	8007	8007
35	1005	1005
1874	1107	1107
45	1005	1005
817	817	817
917	917	917
813	4013	4013
3622	7033	7033
1238	3232	3232
913	3013	3013
431	9001	9001
331	6001	6001
631	3001	3001
615	4005	4005
4018	7030	7030
1853	1853	1853
1608	2205	2205
1606	2203	2203
25	3005	3005
15	4005	4005
1536	4230	4230
2152	2152	2152
1312	1209	1209
2312	4209	4209
3312	6023	6023
4312	9022	9022
327	8007	8007
623	2003	2003
323	8003	8003
423	6003	6003
3906	9016	9016
64	2004	2004
34	1004	1004
427	6007	6007
2456	2456	2456
1241	3235	3235
927	927	927
827	827	827
923	1013	1013
1338	1232	1232
4012	7023	7023
823	3013	3013
1416	1213	1213
601	1001	1001
301	7001	7001
3208	8018	8018
4208	6018	6018
201	11001	11001
1409	1206	1206
4023	7034	7034
14	4004	4004
24	3004	3004
3012	7023	7023
1307	1204	1204
4005	7015	7015
3005	7015	7015
4307	9017	9017
1318	1215	1215
1334	1228	1228
3620	7021	7021
877	877	877
1620	2217	2217
1718	4215	4215
1324	1221	1221
3218	8030	8030
1309	1206	1206
1308	1205	1205
1875	1108	1108
11	4001	4001
1224	3221	3221
1438	1232	1232
377	9007	9007
2072	2102	2102
1072	2105	2105
611	4001	4001
4406	9016	9016
3308	6018	6018
311	9001	9001
211	21001	21001
4308	9018	9018
1966	1966	1966
3718	9030	9030
1130	4224	4224
3919	9031	9031
1207	3204	3204
3818	6030	6030
3207	8017	8017
2207	1204	1204
811	4011	4011
4207	6017	6017
3720	9021	9021
403	7003	7003
1720	4217	4217
603	1003	1003
1158	1158	1158
1818	1215	1215
606	1006	1006
203	13501	13501
3114	9025	9025
1974	4107	4107
4318	9029	9029
1934	4228	4228
387	6007	6007
803	2013	2013
1172	4105	4105
2172	3102	3102
2008	2205	2205
3008	7018	7018
861	2011	2011
1008	2205	2205
1538	4232	4232
439	9009	9009
4008	7018	7018
1866	1866	1866
3518	9030	9030
1107	4204	4204
1009	2206	2206
1629	2223	2223
4107	8017	8017
361	7001	7001
2107	3204	3204
3107	9017	9017
1005	2202	2202
1820	1217	1217
306	7006	7006
3820	6021	6021
3709	9019	9019
652	4002	4002
4209	6019	6019
3610	7020	7020
59	4009	4009
49	1009	1009
39	1009	1009
29	3009	3009
2272	1102	1102
1272	3105	3105
79	4009	4009
69	2009	2009
3108	9018	9018
2108	3205	3205
1108	4205	4205
871	4011	4011
19	4009	4009
1027	2103	2103
1644	2238	2238
4108	8018	8018
1007	2204	2204
325	8005	8005
3311	6022	6022
3117	9029	9029
371	9001	9001
4007	7017	7017
3007	7017	7017
4218	6029	6029
1920	4217	4217
3506	9016	9016
3920	9021	9021
305	7005	7005
3511	9022	9022
1740	4234	4234
368	7008	7008
401	7001	7001
48	1008	1008
58	4008	4008
28	3008	3008
38	1008	1008
1372	1105	1105
2372	4102	4102
68	2008	2008
78	4008	4008
3608	7018	7018
941	4011	4011
641	1001	1001
349	6009	6009
449	9009	9009
18	4008	4008
649	1009	1009
303	7003	7003
1707	4204	4204
949	949	949
3707	9017	9017
4120	8021	8021
441	9001	9001
1753	1753	1753
1429	1223	1223
341	6001	6001
