ResId	ResFile	ResAttribID	ResSlot	Desc	Scale	IsOrgColorValue	MinCastValue	SlotName1	SlotGray1	SlotMinCast1	Slot1Color1	Slot1Light1	Slot1Color2	Slot1Light2	Slot1Color3	Slot1Light3	SlotName2	SlotGray2	SlotMinCast2	Slot2Color1	Slot2Light1	Slot2Color2	Slot2Light2	Slot2Color3	Slot2Light3	SlotName3	SlotGray3	SlotMinCast3	Slot3Color1	Slot3Light1	Slot3Color2	Slot3Light2	Slot3Color3	Slot3Light3	DynamicBoneIndex
3237	Player/Characters/F1/Prefab/F1_D001_Head.prefab	153237	head	F1萝莉等级装T13·偏色1																															101
3238	Player/Characters/F1/Prefab/F1_D001_Head.prefab	153238	head	F1萝莉等级装T13·偏色2																															101
3239	Player/Characters/F1/Prefab/F1_D001_Head.prefab	153239	head	F1萝莉等级装T13·偏色3																															101
3241	Player/Characters/F1/Prefab/F1_D005_Head.prefab	153241	head	F1萝莉等级装T1·偏色4																															101
3242	Player/Characters/F1/Prefab/F1_D009_Head.prefab	153242	head	F1萝莉等级装T2·偏色4																															101
3243	Player/Characters/F1/Prefab/F1_D008_Head.prefab	153243	head	F1萝莉等级装T3·偏色4																															101
3244	Player/Characters/F1/Prefab/F1_D012_Head.prefab	153244	head	F1萝莉等级装T4·偏色4																															101
3245	Player/Characters/F1/Prefab/F1_D006_Head.prefab	153245	head	F1萝莉等级装T5·偏色4																															101
3246	Player/Characters/F1/Prefab/F1_D011_Head.prefab	153246	head	F1萝莉等级装T6·偏色4																															101
3247	Player/Characters/F1/Prefab/F1_D003_Head.prefab	153247	head	F1萝莉等级装T7·偏色4																															101
3248	Player/Characters/F1/Prefab/F1_D007_Head.prefab	153248	head	F1萝莉等级装T8·偏色4																															101
3249	Player/Characters/F1/Prefab/F1_D010_Head.prefab	153249	head	F1萝莉等级装T9·偏色4																															101
3250	Player/Characters/F1/Prefab/F1_D004_Head.prefab	153250	head	F1萝莉等级装T10·偏色4																															101
3251	Player/Characters/F1/Prefab/F1_D002_Head.prefab	153251	head	F1萝莉等级装T11·偏色4																															101
3252	Player/Characters/F1/Prefab/F1_D013_Head.prefab	153252	head	F1萝莉等级装T12·偏色4																															101
3253	Player/Characters/F1/Prefab/F1_D001_Head.prefab	153253	head	F1萝莉等级装T13·偏色4																															101
3257	Player/Characters/F1/Prefab/F1_D017_Head.prefab		head	F1萝莉等级装T17·偏色4				F1_D017_Head	1		102|236|230|94	1.19	33|29|26|163	1	245|186|214|35	1.1																			101
3258	Player/Characters/F1/Prefab/F1_D018_Head.prefab		head	F1萝莉等级装T18·偏色4				F1_D018_Head	1		255|212|121|188	1	110|255|159|190	1	48|35|35|96	1																			101
3259	Player/Characters/F1/Prefab/F1_D019_Head.prefab		head	F1萝莉等级装T19·偏色4				F1_D019_Head	1		255|255|255|13	1	243|212|14|13	1.15	69|55|55|37	1																			101
3261	Player/Characters/F1/Prefab/F1_D014_Head.prefab		head	F1萝莉等级装T14·偏色1		1		F1_D014_Head	0		240|231|116|152	1	48|48|48|86	1	136|255|215|83	1.06																			101
3262	Player/Characters/F1/Prefab/F1_D014_Head.prefab		head	F1萝莉等级装T14·偏色2		1		F1_D014_Head	0		240|231|116|152	1	54|34|18|86	1	121|210|255|83	1.06																			101
3263	Player/Characters/F1/Prefab/F1_D014_Head.prefab		head	F1萝莉等级装T14·偏色3				F1_D014_Head	1		206|236|255|152	1.25	33|20|9|86	1	255|226|183|83	1.06																			101
3264	Player/Characters/F1/Prefab/F1_D015_Head.prefab		head	F1萝莉等级装T15·偏色1				F1_D015_Head	1		226|251|255|102	1.25	39|21|11|184	1	255|78|78|126	1.33																			101
3265	Player/Characters/F1/Prefab/F1_D015_Head.prefab		head	F1萝莉等级装T15·偏色2				F1_D015_Head	1		226|251|255|102	1.25	39|21|11|184	1	95|208|255|150	1.41																			101
3266	Player/Characters/F1/Prefab/F1_D015_Head.prefab		head	F1萝莉等级装T15·偏色3				F1_D015_Head	1		226|251|255|102	1.25	39|21|11|184	1	255|219|104|125	1.39																			101
3267	Player/Characters/F1/Prefab/F1_D016_Head.prefab		head	F1萝莉等级装T16·偏色1				F1_D016_Head	1		255|190|98|40	1	1|181|255|158	1.44	50|44|40|45	1																			101
3268	Player/Characters/F1/Prefab/F1_D016_Head.prefab		head	F1萝莉等级装T16·偏色2				F1_D016_Head	1		255|244|219|32	1	230|33|70|158	1.24	50|44|40|45	1																			101
3269	Player/Characters/F1/Prefab/F1_D016_Head.prefab		head	F1萝莉等级装T16·偏色3				F1_D016_Head	1		255|244|219|32	1	255|76|154|158	2.19	50|44|40|45	1																			101
3270	Player/Characters/F1/Prefab/F1_D017_Head.prefab		head	F1萝莉等级装T17·偏色1		1		F1_D017_Head	0		53|196|161|94	1	33|29|26|163	1	171|238|140|35	1																			101
3271	Player/Characters/F1/Prefab/F1_D017_Head.prefab		head	F1萝莉等级装T17·偏色2				F1_D017_Head	1		255|206|239|94	1.21	33|29|26|163	1	220|31|113|79	1.12																			101
3272	Player/Characters/F1/Prefab/F1_D017_Head.prefab		head	F1萝莉等级装T17·偏色3				F1_D017_Head	1		102|236|230|94	1.19	33|29|26|163	1	245|186|214|35	1.1																			101
3273	Player/Characters/F1/Prefab/F1_D018_Head.prefab		head	F1萝莉等级装T18·偏色1		1		F1_D018_Head	0		255|255|255|217	1	255|80|80|190	1	48|35|35|96	1																			101
3274	Player/Characters/F1/Prefab/F1_D018_Head.prefab		head	F1萝莉等级装T18·偏色2		1		F1_D018_Head	0		255|255|255|188	1	255|29|29|190	1	48|35|35|96	1																			101
3275	Player/Characters/F1/Prefab/F1_D018_Head.prefab		head	F1萝莉等级装T18·偏色3				F1_D018_Head	1		255|235|170|188	1	52|120|255|190	1	48|35|35|96	1																			101
3276	Player/Characters/F1/Prefab/F1_D019_Head.prefab		head	F1萝莉等级装T19·偏色1				F1_D019_Head	1		255|255|255|13	1	255|104|198|19	1.19	69|55|55|37	1																			101
3277	Player/Characters/F1/Prefab/F1_D019_Head.prefab		head	F1萝莉等级装T19·偏色2				F1_D019_Head	1		255|255|255|13	1	86|157|255|16	1.15	69|55|55|37	1																			101
3278	Player/Characters/F1/Prefab/F1_D019_Head.prefab		head	F1萝莉等级装T19·偏色3				F1_D019_Head	1		218|196|106|13	1	219|0|61|16	1.15	69|55|55|37	1																			101
4001	Player/Characters/F2/Prefab/F2_D013_Head.prefab	154001	head	F2标女等级装T1																															102
4002	Player/Characters/F2/Prefab/F2_D008_Head.prefab	154002	head	F2标女等级装T2																															102
4003	Player/Characters/F2/Prefab/F2_D011_Head.prefab	154003	head	F2标女等级装T3																															102
4004	Player/Characters/F2/Prefab/F2_D012_Head.prefab	154004	head	F2标女等级装T4																															102
4005	Player/Characters/F2/Prefab/F2_D004_Head.prefab	154005	head	F2标女等级装T5																															102
4006	Player/Characters/F2/Prefab/F2_D003_Head.prefab	154006	head	F2标女等级装T6																															102
4007	Player/Characters/F2/Prefab/F2_D009_Head.prefab	154007	head	F2标女等级装T7																															102
4008	Player/Characters/F2/Prefab/F2_D002_Head.prefab	154008	head	F2标女等级装T8																															102
4009	Player/Characters/F2/Prefab/F2_D005_Head.prefab	154009	head	F2标女等级装T9																															102
4010	Player/Characters/F2/Prefab/F2_D007_Head.prefab	154010	head	F2标女等级装T10																															102
4011	Player/Characters/F2/Prefab/F2_D010_Head.prefab	154011	head	F2标女等级装T11																															102
4012	Player/Characters/F2/Prefab/F2_D006_Head.prefab	154012	head	F2标女等级装T12																															102
4013	Player/Characters/F2/Prefab/F2_D001_Head.prefab	154013	head	F2标女等级装T13																															102
4014	Player/Characters/F2/Prefab/F2_D014_Head.prefab		head	F2标女等级装T14		1		F2_D014_Head	0		255|255|255|64	1	86|78|78|77	1	255|255|255|144	1																			102
4015	Player/Characters/F2/Prefab/F2_D015_Head.prefab		head	F2标女等级装T15		1		F2_D015_head	0		255|255|255|133	1	255|255|255|17	1	255|255|255|142	1																			102
4016	Player/Characters/F2/Prefab/F2_D016_Head.prefab		head	F2标女等级装T16		1		F2_D016_Head	0		255|255|255|62	1	41|36|36|66	1	255|255|255|34	1																			102
4017	Player/Characters/F2/Prefab/F2_D017_Head.prefab		head	F2标女等级装T17		1		F2_D017_Head	0		255|255|255|35	1	255|255|255|21	1	50|40|40|32	1																			102
4018	Player/Characters/F2/Prefab/F2_D018_Head.prefab		head	F2标女等级装T18		1		F2_D018_Head	0		255|255|255|69	1	255|255|255|28	1	44|38|38|56	1																			102
4019	Player/Characters/F2/Prefab/F2_D019_Head.prefab		head	F2标女等级装T19		1		F2_D019_Head	0		255|255|255|126	1	54|50|44|15	1	255|255|255|16	1																			102
4020	Player/Characters/F2/Prefab/F2_D020_Head.prefab		head	F2标女等级装T20																															102
4101	Player/Characters/F2/Prefab/F2_D003_Head.prefab	154101	head	F2标女等级装T6·黄金装																															102
4102	Player/Characters/F2/Prefab/F2_D009_Head.prefab	154102	head	F2标女等级装T7·黄金装																															102
4103	Player/Characters/F2/Prefab/F2_D002_Head.prefab	154103	head	F2标女等级装T8·黄金装																															102
4104	Player/Characters/F2/Prefab/F2_D005_Head.prefab	154104	head	F2标女等级装T9·黄金装																															102
4105	Player/Characters/F2/Prefab/F2_D007_Head.prefab	154105	head	F2标女等级装T10·黄金装																															102
4106	Player/Characters/F2/Prefab/F2_D010_Head.prefab	154106	head	F2标女等级装T11·黄金装																															102
4107	Player/Characters/F2/Prefab/F2_D006_Head.prefab	154107	head	F2标女等级装T12·黄金装																															102
4108	Player/Characters/F2/Prefab/F2_D001_Head.prefab	154108	head	F2标女等级装T13·黄金装																															102
4109	Player/Characters/F2/Prefab/F2_D014_Head.prefab		head	F2标女等级装T14·黄金装		1		F2_D014_Head	0		241|255|118|66	1	41|41|41|13	1	0|138|255|144	1																			102
4110	Player/Characters/F2/Prefab/F2_D015_Head.prefab		head	F2标女等级装T15·黄金装				F2_D015_head	1		255|205|0|133	1.61	255|255|255|17	1	255|255|255|142	1																			102
4111	Player/Characters/F2/Prefab/F2_D016_Head.prefab		head	F2标女等级装T16·黄金装				F2_D016_Head	1		164|182|191|61	1.53	43|33|33|56	1	245|182|46|50	1																			102
4112	Player/Characters/F2/Prefab/F2_D017_Head.prefab		head	F2标女等级装T17·黄金装				F2_D017_Head	1		255|240|119|52	1	255|211|97|67	1	50|40|40|32	1																			102
4113	Player/Characters/F2/Prefab/F2_D018_Head.prefab		head	F2标女等级装T18·黄金装				F2_D018_Head	1		240|255|255|69	1	251|219|116|28	1	44|38|38|56	1																			102
4114	Player/Characters/F2/Prefab/F2_D019_Head.prefab		head	F2标女等级装T19·黄金装				F2_D019_Head	1		253|253|249|126	1	54|50|44|15	1	247|180|36|55	1																			102
4115	Player/Characters/F2/Prefab/F2_D020_Head.prefab		head	F2标女等级装T20·黄金装																															102
4151	Player/Characters/F2/Prefab/F2_D007_Head.prefab		head	F2标女等级装T10·黄金装				F2_D007_Head	1		255|215|131|255	1.14	255|255|255|34	1	255|255|255|0	1.16																			102
4152	Player/Characters/F2/Prefab/F2_D010_Head.prefab		head	F2标女等级装T11·白金装				F2_D010_Head	1		255|213|138|115	1	255|255|255|0	1.16	255|255|255|0	1																			102
4153	Player/Characters/F2/Prefab/F2_D006_Head.prefab		head	F2标女等级装T12·白金装				F2_D006_head	1		255|214|142|55	1.2	255|255|255|41	1.2	255|255|255|0	1																			102
4154	Player/Characters/F2/Prefab/F2_D001_Head.prefab		head	F2标女等级装T13·白金装				F2_D001_Head	1		255|220|146|82	1.16	255|255|255|115	1.25	255|255|255|0	1																			102
4155	Player/Characters/F2/Prefab/F2_D014_Head.prefab		head	F2标女等级装T14·白金装		1		F2_D014_Head	0		255|255|255|66	1	255|255|255|13	1	255|255|255|144	1																			102
4156	Player/Characters/F2/Prefab/F2_D015_Head.prefab		head	F2标女等级装T15·白金装				F2_D015_head	1		255|215|140|136	1.25	255|255|255|17	1	255|227|178|142	1																			102
4157	Player/Characters/F2/Prefab/F2_D016_Head.prefab		head	F2标女等级装T16·白金装				F2_D016_Head	1		255|206|135|31	1.33	255|255|255|0	1	255|217|149|93	1																			102
4158	Player/Characters/F2/Prefab/F2_D017_Head.prefab		head	F2标女等级装T17·白金装				F2_D017_Head	1		255|207|84|20	1	255|203|110|67	1	255|255|255|0	1																			102
4159	Player/Characters/F2/Prefab/F2_D018_Head.prefab		head	F2标女等级装T18·白金装				F2_D018_Head	1		249|249|249|26	1	251|219|116|28	1	245|245|245|8	1																			102
4160	Player/Characters/F2/Prefab/F2_D019_Head.prefab		head	F2标女等级装T19·白金装				F2_D019_Head	1		253|201|124|46	1	255|255|255|7	1	255|216|174|55	1																			102
4161	Player/Characters/F2/Prefab/F2_D020_Head.prefab		head	F2标女等级装T20·白金装																															102
4201	Player/Characters/F2/Prefab/F2_D013_Head.prefab	154201	head	F2标女等级装T1·偏色1																															102
4202	Player/Characters/F2/Prefab/F2_D013_Head.prefab	154202	head	F2标女等级装T1·偏色2																															102
4203	Player/Characters/F2/Prefab/F2_D013_Head.prefab	154203	head	F2标女等级装T1·偏色3																															102
4204	Player/Characters/F2/Prefab/F2_D008_Head.prefab	154204	head	F2标女等级装T2·偏色1																															102
4205	Player/Characters/F2/Prefab/F2_D008_Head.prefab	154205	head	F2标女等级装T2·偏色2																															102
4206	Player/Characters/F2/Prefab/F2_D008_Head.prefab	154206	head	F2标女等级装T2·偏色3																															102
4207	Player/Characters/F2/Prefab/F2_D011_Head.prefab	154207	head	F2标女等级装T3·偏色1																															102
4208	Player/Characters/F2/Prefab/F2_D011_Head.prefab	154208	head	F2标女等级装T3·偏色2																															102
4209	Player/Characters/F2/Prefab/F2_D011_Head.prefab	154209	head	F2标女等级装T3·偏色3																															102
4210	Player/Characters/F2/Prefab/F2_D012_Head.prefab	154210	head	F2标女等级装T4·偏色1																															102
4211	Player/Characters/F2/Prefab/F2_D012_Head.prefab	154211	head	F2标女等级装T4·偏色2																															102
4212	Player/Characters/F2/Prefab/F2_D012_Head.prefab	154212	head	F2标女等级装T4·偏色3																															102
4213	Player/Characters/F2/Prefab/F2_D004_Head.prefab	154213	head	F2标女等级装T5·偏色1																															102
4214	Player/Characters/F2/Prefab/F2_D004_Head.prefab	154214	head	F2标女等级装T5·偏色2																															102
4215	Player/Characters/F2/Prefab/F2_D004_Head.prefab	154215	head	F2标女等级装T5·偏色3																															102
4216	Player/Characters/F2/Prefab/F2_D003_Head.prefab	154216	head	F2标女等级装T6·偏色1																															102
4217	Player/Characters/F2/Prefab/F2_D003_Head.prefab	154217	head	F2标女等级装T6·偏色2																															102
4218	Player/Characters/F2/Prefab/F2_D003_Head.prefab	154218	head	F2标女等级装T6·偏色3																															102
4219	Player/Characters/F2/Prefab/F2_D009_Head.prefab	154219	head	F2标女等级装T7·偏色1																															102
4220	Player/Characters/F2/Prefab/F2_D009_Head.prefab	154220	head	F2标女等级装T7·偏色2																															102
4221	Player/Characters/F2/Prefab/F2_D009_Head.prefab	154221	head	F2标女等级装T7·偏色3																															102
4222	Player/Characters/F2/Prefab/F2_D002_Head.prefab	154222	head	F2标女等级装T8·偏色1																															102
4223	Player/Characters/F2/Prefab/F2_D002_Head.prefab	154223	head	F2标女等级装T8·偏色2																															102
4224	Player/Characters/F2/Prefab/F2_D002_Head.prefab	154224	head	F2标女等级装T8·偏色3																															102
4225	Player/Characters/F2/Prefab/F2_D005_Head.prefab	154225	head	F2标女等级装T9·偏色1																															102
4226	Player/Characters/F2/Prefab/F2_D005_Head.prefab	154226	head	F2标女等级装T9·偏色2																															102
4227	Player/Characters/F2/Prefab/F2_D005_Head.prefab	154227	head	F2标女等级装T9·偏色3																															102
4228	Player/Characters/F2/Prefab/F2_D007_Head.prefab	154228	head	F2标女等级装T10·偏色1																															102
4229	Player/Characters/F2/Prefab/F2_D007_Head.prefab	154229	head	F2标女等级装T10·偏色2																															102
4230	Player/Characters/F2/Prefab/F2_D007_Head.prefab	154230	head	F2标女等级装T10·偏色3																															102
4231	Player/Characters/F2/Prefab/F2_D010_Head.prefab	154231	head	F2标女等级装T11·偏色1																															102
4232	Player/Characters/F2/Prefab/F2_D010_Head.prefab	154232	head	F2标女等级装T11·偏色2																															102
4233	Player/Characters/F2/Prefab/F2_D010_Head.prefab	154233	head	F2标女等级装T11·偏色3																															102
4234	Player/Characters/F2/Prefab/F2_D006_Head.prefab	154234	head	F2标女等级装T12·偏色1																															102
4235	Player/Characters/F2/Prefab/F2_D006_Head.prefab	154235	head	F2标女等级装T12·偏色2																															102
4236	Player/Characters/F2/Prefab/F2_D006_Head.prefab	154236	head	F2标女等级装T12·偏色3																															102
4237	Player/Characters/F2/Prefab/F2_D001_Head.prefab	154237	head	F2标女等级装T13·偏色1																															102
4238	Player/Characters/F2/Prefab/F2_D001_Head.prefab	154238	head	F2标女等级装T13·偏色2																															102
4239	Player/Characters/F2/Prefab/F2_D001_Head.prefab	154239	head	F2标女等级装T13·偏色3																															102
4241	Player/Characters/F2/Prefab/F2_D013_Head.prefab	154241	head	F2标女等级装T1·偏色4																															102
4242	Player/Characters/F2/Prefab/F2_D008_Head.prefab	154242	head	F2标女等级装T2·偏色4																															102
4243	Player/Characters/F2/Prefab/F2_D011_Head.prefab	154243	head	F2标女等级装T3·偏色4																															102
4244	Player/Characters/F2/Prefab/F2_D012_Head.prefab	154244	head	F2标女等级装T4·偏色4																															102
4245	Player/Characters/F2/Prefab/F2_D004_Head.prefab	154245	head	F2标女等级装T5·偏色4																															102
4246	Player/Characters/F2/Prefab/F2_D003_Head.prefab	154246	head	F2标女等级装T6·偏色4																															102
4247	Player/Characters/F2/Prefab/F2_D009_Head.prefab	154247	head	F2标女等级装T7·偏色4																															102
4248	Player/Characters/F2/Prefab/F2_D002_Head.prefab	154248	head	F2标女等级装T8·偏色4																															102
4249	Player/Characters/F2/Prefab/F2_D005_Head.prefab	154249	head	F2标女等级装T9·偏色4																															102
4250	Player/Characters/F2/Prefab/F2_D007_Head.prefab	154250	head	F2标女等级装T10·偏色4																															102
4251	Player/Characters/F2/Prefab/F2_D010_Head.prefab	154251	head	F2标女等级装T11·偏色4																															102
4252	Player/Characters/F2/Prefab/F2_D006_Head.prefab	154252	head	F2标女等级装T12·偏色4																															102
4253	Player/Characters/F2/Prefab/F2_D001_Head.prefab	154253	head	F2标女等级装T13·偏色4																															102
4257	Player/Characters/F2/Prefab/F2_D017_Head.prefab		head	F2标女等级装T17·偏色4				F2_D017_Head	1		228|206|255|52	1	251|255|191|67	1	50|40|40|32	1																			102
4258	Player/Characters/F2/Prefab/F2_D018_Head.prefab		head	F2标女等级装T18·偏色4				F2_D018_Head	1		255|242|210|69	1	107|230|91|28	1	44|38|38|56	1																			102
4259	Player/Characters/F2/Prefab/F2_D019_Head.prefab		head	F2标女等级装T19·偏色4				F2_D019_Head	1		253|253|249|126	1	54|50|44|15	1	91|44|210|55	1																			102
4261	Player/Characters/F2/Prefab/F2_D014_Head.prefab		head	F2标女等级装T14·偏色1		1		F2_D014_Head	0		255|255|255|66	1	255|255|255|13	1	255|255|255|144	1																			102
4262	Player/Characters/F2/Prefab/F2_D014_Head.prefab		head	F2标女等级装T14·偏色2		1		F2_D014_Head	0		99|132|255|64	1.67	86|78|78|77	1	255|255|255|144	1																			102
4263	Player/Characters/F2/Prefab/F2_D014_Head.prefab		head	F2标女等级装T14·偏色3				F2_D014_Head	1		104|205|255|64	1.53	86|78|78|77	1	255|255|255|144	1																			102
4264	Player/Characters/F2/Prefab/F2_D015_Head.prefab		head	F2标女等级装T15·偏色1				F2_D015_head	1		255|255|151|133	1	63|60|59|91	1	127|196|255|142	1.33																			102
4265	Player/Characters/F2/Prefab/F2_D015_Head.prefab		head	F2标女等级装T15·偏色2				F2_D015_head	1		255|255|157|133	1	63|60|59|91	1	255|231|135|142	1.33																			102
4266	Player/Characters/F2/Prefab/F2_D015_Head.prefab		head	F2标女等级装T15·偏色3				F2_D015_head	1		255|255|255|133	1	63|60|59|91	1	255|116|139|137	1.47																			102
4267	Player/Characters/F2/Prefab/F2_D016_Head.prefab		head	F2标女等级装T16·偏色1		1		F2_D016_Head	0		153|191|228|128	1.3	43|33|33|56	1	255|150|93|50	1																			102
4268	Player/Characters/F2/Prefab/F2_D016_Head.prefab		head	F2标女等级装T16·偏色2				F2_D016_Head	1		255|169|114|61	1.3	43|33|33|56	1	140|212|255|64	1																			102
4269	Player/Characters/F2/Prefab/F2_D016_Head.prefab		head	F2标女等级装T16·偏色3				F2_D016_Head	1		206|215|174|61	1.3	43|33|33|56	1	241|135|150|50	1																			102
4270	Player/Characters/F2/Prefab/F2_D017_Head.prefab		head	F2标女等级装T17·偏色1				F2_D017_Head	1		255|214|127|67	1	255|133|255|42	1	50|40|40|32	1																			102
4271	Player/Characters/F2/Prefab/F2_D017_Head.prefab		head	F2标女等级装T17·偏色2				F2_D017_Head	1		255|245|123|26	1	225|28|28|42	1	50|40|40|32	1																			102
4272	Player/Characters/F2/Prefab/F2_D017_Head.prefab		head	F2标女等级装T17·偏色3				F2_D017_Head	1		228|206|255|52	1	251|255|191|67	1	50|40|40|32	1																			102
4273	Player/Characters/F2/Prefab/F2_D018_Head.prefab		head	F2标女等级装T18·偏色1				F2_D018_Head	1		255|242|189|69	1	255|121|207|28	1	44|38|38|56	1																			102
4274	Player/Characters/F2/Prefab/F2_D018_Head.prefab		head	F2标女等级装T18·偏色2				F2_D018_Head	1		230|248|255|69	1	255|247|223|28	1	44|38|38|56	1																			102
4275	Player/Characters/F2/Prefab/F2_D018_Head.prefab		head	F2标女等级装T18·偏色3				F2_D018_Head	1		189|238|255|69	1	255|247|223|28	1	44|38|38|56	1																			102
4276	Player/Characters/F2/Prefab/F2_D019_Head.prefab		head	F2标女等级装T19·偏色1				F2_D019_Head	1		246|208|255|126	1	54|50|44|15	1	238|229|115|16	1																			102
4277	Player/Characters/F2/Prefab/F2_D019_Head.prefab		head	F2标女等级装T19·偏色2				F2_D019_Head	1		255|248|155|126	1	54|50|44|15	1	163|1|1|16	1																			102
4278	Player/Characters/F2/Prefab/F2_D019_Head.prefab		head	F2标女等级装T19·偏色3				F2_D019_Head	1		203|188|210|126	1	54|50|44|15	1	226|230|255|16	1																			102
6001	Player/Characters/M1/Prefab/M1_W001_Head.prefab	156001	head	M1标男头盔外装T1·颜色1																															103
6002	Player/Characters/M1/Prefab/M1_W001_Head.prefab	156002	head	M1标男头盔外装T1·颜色2																															103
6003	Player/Characters/M1/Prefab/M1_W001_Head.prefab	156003	head	M1标男头盔外装T1·颜色3																															103
6004	Player/Characters/M1/Prefab/M1_W001_Head.prefab	156004	head	M1标男头盔外装T1·颜色4																															103
6005	Player/Characters/M1/Prefab/M1_W002_Head.prefab	156005	head	M1标男头盔外装T2·颜色1																															103
6006	Player/Characters/M1/Prefab/M1_W002_Head.prefab	156006	head	M1标男头盔外装T2·颜色2																															103
6007	Player/Characters/M1/Prefab/M1_W002_Head.prefab	156007	head	M1标男头盔外装T2·颜色3																															103
6008	Player/Characters/M1/Prefab/M1_W002_Head.prefab	156008	head	M1标男头盔外装T2·颜色4																															103
6009	Player/Characters/M1/Prefab/M1_W002_Head.prefab	156009	head	M1标男头盔外装T2·颜色5																															103
6010	Player/Characters/M1/Prefab/M1_W002_Head.prefab	156010	head	M1标男头盔外装T2·颜色6																															103
6011	Player/Characters/M1/Prefab/M1_W002_Head.prefab	156011	head	M1标男头盔外装T2·颜色7																															103
6012	Player/Characters/M1/Prefab/M1_W002_Head.prefab	156012	head	M1标男头盔外装T2·颜色8																															103
6013	Player/Characters/M1/Prefab/M1_W003_Head.prefab	156013	head	M1标男头盔外装T3·颜色1																															103
6014	Player/Characters/M1/Prefab/M1_W003_Head.prefab	156014	head	M1标男头盔外装T3·颜色2																															103
6015	Player/Characters/M1/Prefab/M1_W003_Head.prefab	156015	head	M1标男头盔外装T3·颜色3																															103
6016	Player/Characters/M1/Prefab/M1_W003_Head.prefab	156016	head	M1标男头盔外装T3·颜色4																															103
6017	Player/Characters/M1/Prefab/M1_W004_Head.prefab	156017	head	M1标男头盔外装T4·颜色1																															103
6018	Player/Characters/M1/Prefab/M1_W004_Head.prefab	156018	head	M1标男头盔外装T4·颜色2																															103
6019	Player/Characters/M1/Prefab/M1_W004_Head.prefab	156019	head	M1标男头盔外装T4·颜色3																															103
6020	Player/Characters/M1/Prefab/M1_W004_Head.prefab	156020	head	M1标男头盔外装T4·颜色4																															103
6021	Player/Characters/M1/Prefab/M1_W004_Head.prefab	156021	head	M1标男头盔外装T4·颜色5																															103
6022	Player/Characters/M1/Prefab/M1_W005_Head.prefab	156022	head	M1标男头盔外装T5·颜色1																															103
6023	Player/Characters/M1/Prefab/M1_W005_Head.prefab	156023	head	M1标男头盔外装T5·颜色2																															103
6024	Player/Characters/M1/Prefab/M1_W005_Head.prefab	156024	head	M1标男头盔外装T5·颜色3																															103
6025	Player/Characters/M1/Prefab/M1_W005_Head.prefab	156025	head	M1标男头盔外装T5·颜色4																															103
6026	Player/Characters/M1/Prefab/M1_W005_Head.prefab	156026	head	M1标男头盔外装T5·颜色5																															103
6027	Player/Characters/M1/Prefab/M1_W006_Head.prefab	156027	head	M1标男头盔外装T6·颜色1																															103
6028	Player/Characters/M1/Prefab/M1_W006_Head.prefab	156028	head	M1标男头盔外装T6·颜色2																															103
6029	Player/Characters/M1/Prefab/M1_W006_Head.prefab	156029	head	M1标男头盔外装T6·颜色3																															103
6030	Player/Characters/M1/Prefab/M1_W006_Head.prefab	156030	head	M1标男头盔外装T6·颜色4																															103
6031	Player/Characters/M1/Prefab/M1_W006_Head.prefab	156031	head	M1标男头盔外装T6·颜色5																															103
6032	Player/Characters/M1/Prefab/M1_W007_Head.prefab	156032	head	M1标男头盔外装T7·颜色1																															103
6033	Player/Characters/M1/Prefab/M1_W007_Head.prefab	156033	head	M1标男头盔外装T7·颜色2																															103
6034	Player/Characters/M1/Prefab/M1_W007_Head.prefab	156034	head	M1标男头盔外装T7·颜色3																															103
6035	Player/Characters/M1/Prefab/M1_W007_Head.prefab	156035	head	M1标男头盔外装T7·颜色4																															103
6036	Player/Characters/M1/Prefab/M1_W008_Head.prefab	156036	head	M1标男头盔外装T8·颜色1																															103
6037	Player/Characters/M1/Prefab/M1_W008_Head.prefab	156037	head	M1标男头盔外装T8·颜色2																															103
6038	Player/Characters/M1/Prefab/M1_W008_Head.prefab	156038	head	M1标男头盔外装T8·颜色3																															103
6039	Player/Characters/M1/Prefab/M1_W008_Head.prefab	156039	head	M1标男头盔外装T8·颜色4																															103
6040	Player/Characters/M1/Prefab/M1_W009_Head.prefab	156040	head	M1标男头盔外装T9·颜色1																															103
6041	Player/Characters/M1/Prefab/M1_W009A_Head.prefab	156041	head	M1标男头盔外装T9·颜色2																															103
6042	Player/Characters/M1/Prefab/M1_W009B_Head.prefab	156042	head	M1标男头盔外装T9·颜色3																															103
6043	Player/Characters/M1/Prefab/M1_W009_Head.prefab	156043	head	M1标男头盔外装T9·颜色4																															103
6044	Player/Characters/M1/Prefab/M1_W001_Head.prefab	156044	head	M1标男头盔外装T1·颜色5																															103
6045	Player/Characters/M1/Prefab/M1_W003_Head.prefab	156045	head	M1标男头盔外装T3·颜色5																															103
6046	Player/Characters/M1/Prefab/M1_W007_Head.prefab	156046	head	M1标男头盔外装T7·颜色5																															103
6047	Player/Characters/M1/Prefab/M1_W008_Head.prefab	156047	head	M1标男头盔外装T8·颜色5																															103
6048	Player/Characters/M1/Prefab/M1_W010B_Head.prefab	156048	head	M1标男头盔外装T10·颜色1																															103
6049	Player/Characters/M1/Prefab/M1_W010B_Head.prefab	156049	head	M1标男头盔外装T10·颜色2																															103
6050	Player/Characters/M1/Prefab/M1_W010B_Head.prefab	156050	head	M1标男头盔外装T10·颜色3																															103
