ResId	ResFile	ResFile2	ResAttribID	ResAttribID2	ResSlot	ResSlot2	Desc	Scale	IsOrgColorValue	MinCastValue	SlotName1	SlotGray1	SlotMinCast1	Slot1Color1	Slot1Light1	Slot1Color2	Slot1Light2	Slot1Color3	Slot1Light3	SlotName2	SlotGray2	SlotMinCast2	Slot2Color1	Slot2Light1	Slot2Color2	Slot2Light2	Slot2Color3	Slot2Light3	SlotName3	SlotGray3	SlotMinCast3	Slot3Color1	Slot3Light1	Slot3Color2	Slot3Light2	Slot3Color3	Slot3Light3	DynamicBoneIndex
1842		Player/Doodads/weapons/Prefabs/m5_a014_r.prefab	11842	11842	B_LH	B_RH	唐门武器13·偏色3																															
1843		Player/Doodads/weapons/Prefabs/m5_a015_r.prefab			B_LH	B_RH	唐门武器14·偏色1				m5_a015_r	1		255|71|71|139		236|236|236|233		165|138|99|121																				
1844		Player/Doodads/weapons/Prefabs/m5_a015_r.prefab			B_LH	B_RH	唐门武器14·偏色2				m5_a015_r	1		236|169|109|4		211|190|102|169		255|255|255|163																				
1845		Player/Doodads/weapons/Prefabs/m5_a015_r.prefab			B_LH	B_RH	唐门武器14·偏色3				m5_a015_r	1		228|227|234|255		223|223|223|195		58|128|241|182																				
1846		Player/Doodads/weapons/Prefabs/m5_a016_r.prefab			B_LH	B_RH	唐门武器15·偏色1				m5_a016_r	1		78|129|249|88		219|235|255|204		188|150|243|163																				
1847		Player/Doodads/weapons/Prefabs/m5_a016_r.prefab			B_LH	B_RH	唐门武器15·偏色2				m5_a016_r	1		236|255|248|86		236|33|79|255		238|231|235|255																				
1848		Player/Doodads/weapons/Prefabs/m5_a016_r.prefab			B_LH	B_RH	唐门武器15·偏色3				m5_a016_r	1		21|168|150|193		255|225|172|204		119|101|116|125																				
1849		Player/Doodads/weapons/Prefabs/m5_a017_r.prefab			B_LH	B_RH	唐门武器16·偏色1				m5_a017_r	1		255|72|41|59		255|248|223|185		25|88|213|134																				
1850		Player/Doodads/weapons/Prefabs/m5_a017_r.prefab			B_LH	B_RH	唐门武器16·偏色2				m5_a017_r	1		99|255|119|52		206|28|69|118		243|247|229|136																				
1851		Player/Doodads/weapons/Prefabs/m5_a017_r.prefab			B_LH	B_RH	唐门武器16·偏色3				m5_a017_r	1		236|96|20|32		148|150|150|152		255|183|91|102																				
1852		Player/Doodads/weapons/Prefabs/m5_a018_r.prefab			B_LH	B_RH	唐门武器17·偏色1				m5_a018_r	1		255|143|58|2		78|255|189|203		226|255|252|161																				
1853		Player/Doodads/weapons/Prefabs/m5_a018_r.prefab			B_LH	B_RH	唐门武器17·偏色2				m5_a018_r	1		73|163|251|161		251|171|27|153		255|245|234|198																				
1854		Player/Doodads/weapons/Prefabs/m5_a018_r.prefab			B_LH	B_RH	唐门武器17·偏色3				m5_a018_r	1		80|80|80|11		195|5|5|115		255|223|176|142																				
1855		Player/Doodads/weapons/Prefabs/m5_a019_r.prefab			B_LH	B_RH	唐门武器18·偏色1				m5_a019_r	1		241|184|81|147		109|86|123|195		206|255|252|144																				
1856		Player/Doodads/weapons/Prefabs/m5_a019_r.prefab			B_LH	B_RH	唐门武器18·偏色2				m5_a019_r	1		46|48|58|180		255|29|29|97		255|191|97|128																				
1857		Player/Doodads/weapons/Prefabs/m5_a019_r.prefab			B_LH	B_RH	唐门武器18·偏色3				m5_a019_r	1		56|56|56|217		14|174|196|97		230|245|255|128																				
1858		Player/Doodads/weapons/Prefabs/m5_a020_r.prefab			B_LH	B_RH	唐门武器19·偏色1				m5_a020_r	1		245|206|148|164		174|126|97|214		255|255|255|185																				
1859		Player/Doodads/weapons/Prefabs/m5_a020_r.prefab			B_LH	B_RH	唐门武器19·偏色2				m5_a020_r	1		255|237|193|99		101|95|90|214		55|140|123|225																				
1860		Player/Doodads/weapons/Prefabs/m5_a020_r.prefab			B_LH	B_RH	唐门武器19·偏色3				m5_a020_r	1		255|253|245|133		149|149|149|214		178|37|37|225																				
1901	Player/Doodads/weapons/Prefabs/f5_s001_l.prefab	Player/Doodads/weapons/Prefabs/f5_s001_r.prefab	11901	11901	B_LH	B_RH	昆仑出生武器·偏色1																															
1902	Player/Doodads/weapons/Prefabs/f5_s001_l.prefab	Player/Doodads/weapons/Prefabs/f5_s001_r.prefab	11902	11902	B_LH	B_RH	昆仑出生武器·偏色2																															
1903	Player/Doodads/weapons/Prefabs/f5_s001_l.prefab	Player/Doodads/weapons/Prefabs/f5_s001_r.prefab	11903	11903	B_LH	B_RH	昆仑出生武器·偏色3																															
1904	Player/Doodads/weapons/Prefabs/f5_s002_l.prefab	Player/Doodads/weapons/Prefabs/f5_s002_r.prefab	11904	11904	B_LH	B_RH	昆仑武器1·偏色1																															
1905	Player/Doodads/weapons/Prefabs/f5_s002_l.prefab	Player/Doodads/weapons/Prefabs/f5_s002_r.prefab	11905	11905	B_LH	B_RH	昆仑武器1·偏色2																															
1906	Player/Doodads/weapons/Prefabs/f5_s002_l.prefab	Player/Doodads/weapons/Prefabs/f5_s002_r.prefab	11906	11906	B_LH	B_RH	昆仑武器1·偏色3																															
1907	Player/Doodads/weapons/Prefabs/f5_s003_l.prefab	Player/Doodads/weapons/Prefabs/f5_s003_r.prefab	11907	11907	B_LH	B_RH	昆仑武器2·偏色1																															
1908	Player/Doodads/weapons/Prefabs/f5_s003_l.prefab	Player/Doodads/weapons/Prefabs/f5_s003_r.prefab	11908	11908	B_LH	B_RH	昆仑武器2·偏色2																															
1909	Player/Doodads/weapons/Prefabs/f5_s003_l.prefab	Player/Doodads/weapons/Prefabs/f5_s003_r.prefab	11909	11909	B_LH	B_RH	昆仑武器2·偏色3																															
1910	Player/Doodads/weapons/Prefabs/f5_s004_l.prefab	Player/Doodads/weapons/Prefabs/f5_s004_r.prefab	11910	11910	B_LH	B_RH	昆仑武器3·偏色1																															
1911	Player/Doodads/weapons/Prefabs/f5_s004_l.prefab	Player/Doodads/weapons/Prefabs/f5_s004_r.prefab	11911	11911	B_LH	B_RH	昆仑武器3·偏色2																															
1912	Player/Doodads/weapons/Prefabs/f5_s004_l.prefab	Player/Doodads/weapons/Prefabs/f5_s004_r.prefab	11912	11912	B_LH	B_RH	昆仑武器3·偏色3																															
1913	Player/Doodads/weapons/Prefabs/f5_s005_l.prefab	Player/Doodads/weapons/Prefabs/f5_s005_r.prefab	11913	11913	B_LH	B_RH	昆仑武器4·偏色1																															
1914	Player/Doodads/weapons/Prefabs/f5_s005_l.prefab	Player/Doodads/weapons/Prefabs/f5_s005_r.prefab	11914	11914	B_LH	B_RH	昆仑武器4·偏色2																															
1915	Player/Doodads/weapons/Prefabs/f5_s005_l.prefab	Player/Doodads/weapons/Prefabs/f5_s005_r.prefab	11915	11915	B_LH	B_RH	昆仑武器4·偏色3																															
1916	Player/Doodads/weapons/Prefabs/f5_s006_l.prefab	Player/Doodads/weapons/Prefabs/f5_s006_r.prefab	11916	11916	B_LH	B_RH	昆仑武器5·偏色1																															
1917	Player/Doodads/weapons/Prefabs/f5_s006_l.prefab	Player/Doodads/weapons/Prefabs/f5_s006_r.prefab	11917	11917	B_LH	B_RH	昆仑武器5·偏色2																															
1918	Player/Doodads/weapons/Prefabs/f5_s006_l.prefab	Player/Doodads/weapons/Prefabs/f5_s006_r.prefab	11918	11918	B_LH	B_RH	昆仑武器5·偏色3																															
1919	Player/Doodads/weapons/Prefabs/f5_s007_l.prefab	Player/Doodads/weapons/Prefabs/f5_s007_r.prefab	11919	11919	B_LH	B_RH	昆仑武器6·偏色1																															
1920	Player/Doodads/weapons/Prefabs/f5_s007_l.prefab	Player/Doodads/weapons/Prefabs/f5_s007_r.prefab	11920	11920	B_LH	B_RH	昆仑武器6·偏色2																															
1921	Player/Doodads/weapons/Prefabs/f5_s007_l.prefab	Player/Doodads/weapons/Prefabs/f5_s007_r.prefab	11921	11921	B_LH	B_RH	昆仑武器6·偏色3																															
1922	Player/Doodads/weapons/Prefabs/f5_s008_l.prefab	Player/Doodads/weapons/Prefabs/f5_s008_r.prefab	11922	11922	B_LH	B_RH	昆仑武器7·偏色1																															
1923	Player/Doodads/weapons/Prefabs/f5_s008_l.prefab	Player/Doodads/weapons/Prefabs/f5_s008_r.prefab	11923	11923	B_LH	B_RH	昆仑武器7·偏色2																															
1924	Player/Doodads/weapons/Prefabs/f5_s008_l.prefab	Player/Doodads/weapons/Prefabs/f5_s008_r.prefab	11924	11924	B_LH	B_RH	昆仑武器7·偏色3																															
1925	Player/Doodads/weapons/Prefabs/f5_s009_l.prefab	Player/Doodads/weapons/Prefabs/f5_s009_r.prefab	11925	11925	B_LH	B_RH	昆仑武器8·偏色1																															
1926	Player/Doodads/weapons/Prefabs/f5_s009_l.prefab	Player/Doodads/weapons/Prefabs/f5_s009_r.prefab	11926	11926	B_LH	B_RH	昆仑武器8·偏色2																															
1927	Player/Doodads/weapons/Prefabs/f5_s009_l.prefab	Player/Doodads/weapons/Prefabs/f5_s009_r.prefab	11927	11927	B_LH	B_RH	昆仑武器8·偏色3																															
1928	Player/Doodads/weapons/Prefabs/f5_s010_l.prefab	Player/Doodads/weapons/Prefabs/f5_s010_r.prefab	11928	11928	B_LH	B_RH	昆仑武器9·偏色1																															
1929	Player/Doodads/weapons/Prefabs/f5_s010_l.prefab	Player/Doodads/weapons/Prefabs/f5_s010_r.prefab	11929	11929	B_LH	B_RH	昆仑武器9·偏色2																															
1930	Player/Doodads/weapons/Prefabs/f5_s010_l.prefab	Player/Doodads/weapons/Prefabs/f5_s010_r.prefab	11930	11930	B_LH	B_RH	昆仑武器9·偏色3																															
1931	Player/Doodads/weapons/Prefabs/f5_s011_l.prefab	Player/Doodads/weapons/Prefabs/f5_s011_r.prefab	11931	11931	B_LH	B_RH	昆仑武器10·偏色1																															
1932	Player/Doodads/weapons/Prefabs/f5_s011_l.prefab	Player/Doodads/weapons/Prefabs/f5_s011_r.prefab	11932	11932	B_LH	B_RH	昆仑武器10·偏色2																															
1933	Player/Doodads/weapons/Prefabs/f5_s011_l.prefab	Player/Doodads/weapons/Prefabs/f5_s011_r.prefab	11933	11933	B_LH	B_RH	昆仑武器10·偏色3																															
1934	Player/Doodads/weapons/Prefabs/f5_s012_l.prefab	Player/Doodads/weapons/Prefabs/f5_s012_r.prefab	11934	11934	B_LH	B_RH	昆仑武器11·偏色1																															
1935	Player/Doodads/weapons/Prefabs/f5_s012_l.prefab	Player/Doodads/weapons/Prefabs/f5_s012_r.prefab	11935	11935	B_LH	B_RH	昆仑武器11·偏色2																															
1936	Player/Doodads/weapons/Prefabs/f5_s012_l.prefab	Player/Doodads/weapons/Prefabs/f5_s012_r.prefab	11936	11936	B_LH	B_RH	昆仑武器11·偏色3																															
1937	Player/Doodads/weapons/Prefabs/f5_s013_l.prefab	Player/Doodads/weapons/Prefabs/f5_s013_r.prefab	11937	11937	B_LH	B_RH	昆仑武器12·偏色1																															
1938	Player/Doodads/weapons/Prefabs/f5_s013_l.prefab	Player/Doodads/weapons/Prefabs/f5_s013_r.prefab	11938	11938	B_LH	B_RH	昆仑武器12·偏色2																															
1939	Player/Doodads/weapons/Prefabs/f5_s013_l.prefab	Player/Doodads/weapons/Prefabs/f5_s013_r.prefab	11939	11939	B_LH	B_RH	昆仑武器12·偏色3																															
1940	Player/Doodads/weapons/Prefabs/f5_s014_l.prefab	Player/Doodads/weapons/Prefabs/f5_s014_r.prefab	11940	11940	B_LH	B_RH	昆仑武器13·偏色1																															
1941	Player/Doodads/weapons/Prefabs/f5_s014_l.prefab	Player/Doodads/weapons/Prefabs/f5_s014_r.prefab	11941	11941	B_LH	B_RH	昆仑武器13·偏色2																															
1942	Player/Doodads/weapons/Prefabs/f5_s014_l.prefab	Player/Doodads/weapons/Prefabs/f5_s014_r.prefab	11942	11942	B_LH	B_RH	昆仑武器13·偏色3																															
1943	Player/Doodads/weapons/Prefabs/f5_s015_l.prefab	Player/Doodads/weapons/Prefabs/f5_s015_r.prefab			B_LH	B_RH	昆仑武器14·偏色1				f5_s015_l	1		225|197|155|164		146|246|255|163		202|218|255|255		f5_s015_r	1		225|197|155|164		146|246|255|163		202|218|255|255											
1944	Player/Doodads/weapons/Prefabs/f5_s015_l.prefab	Player/Doodads/weapons/Prefabs/f5_s015_r.prefab			B_LH	B_RH	昆仑武器14·偏色2				f5_s015_l	1		190|226|251|209		255|178|82|121		184|253|238|235		f5_s015_r	1		190|226|251|209		255|178|82|121		184|253|238|235											
1945	Player/Doodads/weapons/Prefabs/f5_s015_l.prefab	Player/Doodads/weapons/Prefabs/f5_s015_r.prefab			B_LH	B_RH	昆仑武器14·偏色3				f5_s015_l	1		255|86|131|187		138|163|255|160		255|249|233|255		f5_s015_r	1		255|86|131|187		138|163|255|160		255|249|233|255											
1946	Player/Doodads/weapons/Prefabs/f5_s016_l.prefab	Player/Doodads/weapons/Prefabs/f5_s016_r.prefab			B_LH	B_RH	昆仑武器15·偏色1				f5_s016_l	1		255|200|151|157		253|96|132|255		255|248|234|255		f5_s016_r	1		255|200|151|157		253|96|132|255		255|248|234|255											
1947	Player/Doodads/weapons/Prefabs/f5_s016_l.prefab	Player/Doodads/weapons/Prefabs/f5_s016_r.prefab			B_LH	B_RH	昆仑武器15·偏色2				f5_s016_l	1		255|255|255|169		73|142|255|166		240|212|171|227		f5_s016_r	1		255|255|255|169		73|142|255|166		240|212|171|227											
1948	Player/Doodads/weapons/Prefabs/f5_s016_l.prefab	Player/Doodads/weapons/Prefabs/f5_s016_r.prefab			B_LH	B_RH	昆仑武器15·偏色3				f5_s016_l	1		250|255|243|188		57|253|253|255		239|247|169|255		f5_s016_r	1		250|255|243|188		57|253|253|255		239|247|169|255											
1949	Player/Doodads/weapons/Prefabs/f5_s017_l.prefab	Player/Doodads/weapons/Prefabs/f5_s017_r.prefab			B_LH	B_RH	昆仑武器16·偏色1				f5_s017_l	1		247|229|198|148		255|26|26|139		249|241|198|199		f5_s017_r	1		247|229|198|148		255|26|26|139		249|241|198|199											
1950	Player/Doodads/weapons/Prefabs/f5_s017_l.prefab	Player/Doodads/weapons/Prefabs/f5_s017_r.prefab			B_LH	B_RH	昆仑武器16·偏色2				f5_s017_l	1		247|238|225|144		89|173|255|43		238|179|117|187		f5_s017_r	1		247|238|225|144		89|173|255|43		238|179|117|187											
1951	Player/Doodads/weapons/Prefabs/f5_s017_l.prefab	Player/Doodads/weapons/Prefabs/f5_s017_r.prefab			B_LH	B_RH	昆仑武器16·偏色3				f5_s017_l	1		249|215|126|144		93|255|0|70		255|242|215|228		f5_s017_r	1		249|215|126|144		93|255|0|70		255|242|215|228											
1952	Player/Doodads/weapons/Prefabs/f5_s018_l.prefab	Player/Doodads/weapons/Prefabs/f5_s018_r.prefab			B_LH	B_RH	昆仑武器17·偏色1				f5_s018_l	1		255|233|165|163		255|112|20|72		84|225|166|255		f5_s018_r	1		255|233|165|163		255|112|20|72		84|225|166|255											
1953	Player/Doodads/weapons/Prefabs/f5_s018_l.prefab	Player/Doodads/weapons/Prefabs/f5_s018_r.prefab			B_LH	B_RH	昆仑武器17·偏色2				f5_s018_l	1		39|215|208|163		255|172|48|58		206|205|201|255		f5_s018_r	1		39|215|208|163		255|172|48|58		206|205|201|255											
1954	Player/Doodads/weapons/Prefabs/f5_s018_l.prefab	Player/Doodads/weapons/Prefabs/f5_s018_r.prefab			B_LH	B_RH	昆仑武器17·偏色3				f5_s018_l	1		234|243|242|125		234|76|58|0		172|153|104|174		f5_s018_r	1		234|243|242|125		234|76|58|0		172|153|104|174											
1955	Player/Doodads/weapons/Prefabs/f5_s019_l.prefab	Player/Doodads/weapons/Prefabs/f5_s019_r.prefab			B_LH	B_RH	昆仑武器18·偏色1				f5_s019_l	1		95|191|187|133		255|255|255|255		255|201|104|64		f5_s019_r	1		95|191|187|133		255|255|255|255		255|201|104|64											
1956	Player/Doodads/weapons/Prefabs/f5_s019_l.prefab	Player/Doodads/weapons/Prefabs/f5_s019_r.prefab			B_LH	B_RH	昆仑武器18·偏色2				f5_s019_l	1		77|91|91|118		255|255|255|255		56|169|255|64		f5_s019_r	1		77|91|91|118		255|255|255|255		56|169|255|64											
1957	Player/Doodads/weapons/Prefabs/f5_s019_l.prefab	Player/Doodads/weapons/Prefabs/f5_s019_r.prefab			B_LH	B_RH	昆仑武器18·偏色3				f5_s019_l	1		91|77|77|133		151|5|5|211		255|242|221|153		f5_s019_r	1		91|77|77|133		151|5|5|211		255|242|221|153											
1958	Player/Doodads/weapons/Prefabs/f5_s020_l.prefab	Player/Doodads/weapons/Prefabs/f5_s020_r.prefab			B_LH	B_RH	昆仑武器19·偏色1				f5_s020_l	1		187|11|11|214		255|245|215|187		223|249|255|255		f5_s020_r	1		187|11|11|214		255|245|215|187		223|249|255|255											
1959	Player/Doodads/weapons/Prefabs/f5_s020_l.prefab	Player/Doodads/weapons/Prefabs/f5_s020_r.prefab			B_LH	B_RH	昆仑武器19·偏色2				f5_s020_l	1		52|211|159|214		255|254|243|187		255|213|223|255		f5_s020_r	1		52|211|159|214		255|254|243|187		255|213|223|255											
1960	Player/Doodads/weapons/Prefabs/f5_s020_l.prefab	Player/Doodads/weapons/Prefabs/f5_s020_r.prefab			B_LH	B_RH	昆仑武器19·偏色3				f5_s020_l	1		82|79|97|214		241|206|131|187		225|249|251|255		f5_s020_r	1		82|79|97|214		241|206|131|187		225|249|251|255											
2001		Player/Doodads/weapons/Prefabs/m6_h001.prefab		12001	B_LH	B_RH	丐帮出生武器·偏色1																															
2002		Player/Doodads/weapons/Prefabs/m6_h001.prefab		12002	B_LH	B_RH	丐帮出生武器·偏色2																															
2003		Player/Doodads/weapons/Prefabs/m6_h001.prefab		12003	B_LH	B_RH	丐帮出生武器·偏色3																															
2004		Player/Doodads/weapons/Prefabs/m6_h002.prefab		12004	B_LH	B_RH	丐帮武器1·偏色1																															
2005		Player/Doodads/weapons/Prefabs/m6_h002.prefab		12005	B_LH	B_RH	丐帮武器1·偏色2																															
2006		Player/Doodads/weapons/Prefabs/m6_h002.prefab		12006	B_LH	B_RH	丐帮武器1·偏色3																															
2007		Player/Doodads/weapons/Prefabs/m6_h003.prefab		12007	B_LH	B_RH	丐帮武器2·偏色1																															
2008		Player/Doodads/weapons/Prefabs/m6_h003.prefab		12008	B_LH	B_RH	丐帮武器2·偏色2																															
2009		Player/Doodads/weapons/Prefabs/m6_h003.prefab		12009	B_LH	B_RH	丐帮武器2·偏色3																															
2010		Player/Doodads/weapons/Prefabs/m6_h004.prefab		12010	B_LH	B_RH	丐帮武器3·偏色1																															
2011		Player/Doodads/weapons/Prefabs/m6_h004.prefab		12011	B_LH	B_RH	丐帮武器3·偏色2																															
2012		Player/Doodads/weapons/Prefabs/m6_h004.prefab		12012	B_LH	B_RH	丐帮武器3·偏色3																															
2013		Player/Doodads/weapons/Prefabs/m6_h005.prefab		12013	B_LH	B_RH	丐帮武器4·偏色1																															
2014		Player/Doodads/weapons/Prefabs/m6_h005.prefab		12014	B_LH	B_RH	丐帮武器4·偏色2																															
2015		Player/Doodads/weapons/Prefabs/m6_h005.prefab		12015	B_LH	B_RH	丐帮武器4·偏色3																															
2016		Player/Doodads/weapons/Prefabs/m6_h006.prefab		12016	B_LH	B_RH	丐帮武器5·偏色1																															
2017		Player/Doodads/weapons/Prefabs/m6_h006.prefab		12017	B_LH	B_RH	丐帮武器5·偏色2																															
2018		Player/Doodads/weapons/Prefabs/m6_h006.prefab		12018	B_LH	B_RH	丐帮武器5·偏色3																															
2019		Player/Doodads/weapons/Prefabs/m6_h007.prefab		12019	B_LH	B_RH	丐帮武器6·偏色1																															
2020		Player/Doodads/weapons/Prefabs/m6_h007.prefab		12020	B_LH	B_RH	丐帮武器6·偏色2																															
2021		Player/Doodads/weapons/Prefabs/m6_h007.prefab		12021	B_LH	B_RH	丐帮武器6·偏色3																															
2022		Player/Doodads/weapons/Prefabs/m6_h008.prefab		12022	B_LH	B_RH	丐帮武器7·偏色1																															
2023		Player/Doodads/weapons/Prefabs/m6_h008.prefab		12023	B_LH	B_RH	丐帮武器7·偏色2																															
2024		Player/Doodads/weapons/Prefabs/m6_h008.prefab		12024	B_LH	B_RH	丐帮武器7·偏色3																															
2025		Player/Doodads/weapons/Prefabs/m6_h009.prefab		12025	B_LH	B_RH	丐帮武器8·偏色1																															
2026		Player/Doodads/weapons/Prefabs/m6_h009.prefab		12026	B_LH	B_RH	丐帮武器8·偏色2																															
2027		Player/Doodads/weapons/Prefabs/m6_h009.prefab		12027	B_LH	B_RH	丐帮武器8·偏色3																															
2028		Player/Doodads/weapons/Prefabs/m6_h010.prefab		12028	B_LH	B_RH	丐帮武器9·偏色1																															
2029		Player/Doodads/weapons/Prefabs/m6_h010.prefab		12029	B_LH	B_RH	丐帮武器9·偏色2																															
2030		Player/Doodads/weapons/Prefabs/m6_h010.prefab		12030	B_LH	B_RH	丐帮武器9·偏色3																															
2031		Player/Doodads/weapons/Prefabs/m6_h011.prefab		12031	B_LH	B_RH	丐帮武器10·偏色1																															
2032		Player/Doodads/weapons/Prefabs/m6_h011.prefab		12032	B_LH	B_RH	丐帮武器10·偏色2																															
2033		Player/Doodads/weapons/Prefabs/m6_h011.prefab		12033	B_LH	B_RH	丐帮武器10·偏色3																															
2034		Player/Doodads/weapons/Prefabs/m6_h012.prefab		12034	B_LH	B_RH	丐帮武器11·偏色1																															
2035		Player/Doodads/weapons/Prefabs/m6_h012.prefab		12035	B_LH	B_RH	丐帮武器11·偏色2																															
2036		Player/Doodads/weapons/Prefabs/m6_h012.prefab		12036	B_LH	B_RH	丐帮武器11·偏色3																															
2037		Player/Doodads/weapons/Prefabs/m6_h013.prefab		12037	B_LH	B_RH	丐帮武器12·偏色1																															
2038		Player/Doodads/weapons/Prefabs/m6_h013.prefab		12038	B_LH	B_RH	丐帮武器12·偏色2																															
2039		Player/Doodads/weapons/Prefabs/m6_h013.prefab		12039	B_LH	B_RH	丐帮武器12·偏色3																															
2040		Player/Doodads/weapons/Prefabs/m6_h014.prefab		12040	B_LH	B_RH	丐帮武器13·偏色1																															
2041		Player/Doodads/weapons/Prefabs/m6_h014.prefab		12041	B_LH	B_RH	丐帮武器13·偏色2																															
2042		Player/Doodads/weapons/Prefabs/m6_h014.prefab		12042	B_LH	B_RH	丐帮武器13·偏色3																															
2043		Player/Doodads/weapons/Prefabs/m6_h015.prefab			B_LH	B_RH	丐帮武器14·偏色1				m6_h015	1		130|255|141|236		255|213|125|179		33|181|255|8																				
2044		Player/Doodads/weapons/Prefabs/m6_h015.prefab			B_LH	B_RH	丐帮武器14·偏色2				m6_h015	1		204|249|253|206		126|232|232|171		252|90|255|13																				
2045		Player/Doodads/weapons/Prefabs/m6_h015.prefab			B_LH	B_RH	丐帮武器14·偏色3				m6_h015	1		247|70|70|190		255|253|241|107		247|34|34|0																				
2046		Player/Doodads/weapons/Prefabs/m6_h016.prefab			B_LH	B_RH	丐帮武器15·偏色1				m6_h016	1		228|52|52|177		255|254|238|34		185|255|251|233																				
2047		Player/Doodads/weapons/Prefabs/m6_h016.prefab			B_LH	B_RH	丐帮武器15·偏色2				m6_h016	1		240|250|251|177		8|126|241|139		255|188|69|217																				
2048		Player/Doodads/weapons/Prefabs/m6_h016.prefab			B_LH	B_RH	丐帮武器15·偏色3				m6_h016	1		255|233|176|158		247|113|27|18		58|189|208|180																				
2049		Player/Doodads/weapons/Prefabs/m6_h017.prefab			B_LH	B_RH	丐帮武器16·偏色1				m6_h017	1		255|188|116|129		53|99|118|206		200|228|255|0																				
2050		Player/Doodads/weapons/Prefabs/m6_h017.prefab			B_LH	B_RH	丐帮武器16·偏色2				m6_h017	1		253|218|174|145		146|30|30|107		255|219|227|51																				
2051		Player/Doodads/weapons/Prefabs/m6_h017.prefab			B_LH	B_RH	丐帮武器16·偏色3				m6_h017	1		255|235|213|80		66|162|230|155		255|255|255|0																				
2052		Player/Doodads/weapons/Prefabs/m6_h018.prefab			B_LH	B_RH	丐帮武器17·偏色1				m6_h018	1		253|176|80|181		238|238|238|168		136|123|116|72																				
2053		Player/Doodads/weapons/Prefabs/m6_h018.prefab			B_LH	B_RH	丐帮武器17·偏色2				m6_h018	1		241|197|142|171		53|173|213|121		255|97|26|16																				
2054		Player/Doodads/weapons/Prefabs/m6_h018.prefab			B_LH	B_RH	丐帮武器17·偏色3				m6_h018	1		219|235|251|176		230|157|47|166		75|223|155|161																				
2055		Player/Doodads/weapons/Prefabs/m6_h019.prefab			B_LH	B_RH	丐帮武器18·偏色1				m6_h019	1		255|244|238|139		65|65|65|99		255|16|16|15																				
2056		Player/Doodads/weapons/Prefabs/m6_h019.prefab			B_LH	B_RH	丐帮武器18·偏色2				m6_h019	1		213|231|255|118		9|101|166|255		255|163|0|61																				
2057		Player/Doodads/weapons/Prefabs/m6_h019.prefab			B_LH	B_RH	丐帮武器18·偏色3				m6_h019	1		48|48|48|29		241|155|24|0		33|209|255|0																				
2058		Player/Doodads/weapons/Prefabs/m6_h020.prefab			B_LH	B_RH	丐帮武器19·偏色1				m6_h020	1		249|222|205|223		255|244|106|195		49|166|123|192																				
2059		Player/Doodads/weapons/Prefabs/m6_h020.prefab			B_LH	B_RH	丐帮武器19·偏色2				m6_h020	1		232|254|255|245		83|84|247|155		170|17|17|211																				
2060		Player/Doodads/weapons/Prefabs/m6_h020.prefab			B_LH	B_RH	丐帮武器19·偏色3				m6_h020	1		251|251|251|220		249|255|251|113		185|96|15|184																				
2101		Player/Doodads/weapons/Prefabs/f6_h001.prefab		12101	B_LH	B_RH	五毒出生武器·偏色1																															
2102		Player/Doodads/weapons/Prefabs/f6_h001.prefab		12102	B_LH	B_RH	五毒出生武器·偏色2																															
2103		Player/Doodads/weapons/Prefabs/f6_h001.prefab		12103	B_LH	B_RH	五毒出生武器·偏色3																															
2104		Player/Doodads/weapons/Prefabs/f6_h002.prefab		12104	B_LH	B_RH	五毒武器1·偏色1																															
2105		Player/Doodads/weapons/Prefabs/f6_h002.prefab		12105	B_LH	B_RH	五毒武器1·偏色2																															
2106		Player/Doodads/weapons/Prefabs/f6_h002.prefab		12106	B_LH	B_RH	五毒武器1·偏色3																															
2107		Player/Doodads/weapons/Prefabs/f6_h003.prefab		12107	B_LH	B_RH	五毒武器2·偏色1																															
2108		Player/Doodads/weapons/Prefabs/f6_h003.prefab		12108	B_LH	B_RH	五毒武器2·偏色2																															
2109		Player/Doodads/weapons/Prefabs/f6_h003.prefab		12109	B_LH	B_RH	五毒武器2·偏色3																															
2110		Player/Doodads/weapons/Prefabs/f6_h004.prefab		12110	B_LH	B_RH	五毒武器3·偏色1																															
2111		Player/Doodads/weapons/Prefabs/f6_h004.prefab		12111	B_LH	B_RH	五毒武器3·偏色2																															
2112		Player/Doodads/weapons/Prefabs/f6_h004.prefab		12112	B_LH	B_RH	五毒武器3·偏色3																															
2113		Player/Doodads/weapons/Prefabs/f6_h005.prefab		12113	B_LH	B_RH	五毒武器4·偏色1																															
2114		Player/Doodads/weapons/Prefabs/f6_h005.prefab		12114	B_LH	B_RH	五毒武器4·偏色2																															
2115		Player/Doodads/weapons/Prefabs/f6_h005.prefab		12115	B_LH	B_RH	五毒武器4·偏色3																															
2116		Player/Doodads/weapons/Prefabs/f6_h006.prefab		12116	B_LH	B_RH	五毒武器5·偏色1																															
2117		Player/Doodads/weapons/Prefabs/f6_h006.prefab		12117	B_LH	B_RH	五毒武器5·偏色2																															
2118		Player/Doodads/weapons/Prefabs/f6_h006.prefab		12118	B_LH	B_RH	五毒武器5·偏色3																															
2119		Player/Doodads/weapons/Prefabs/f6_h007.prefab		12119	B_LH	B_RH	五毒武器6·偏色1																															
2120		Player/Doodads/weapons/Prefabs/f6_h007.prefab		12120	B_LH	B_RH	五毒武器6·偏色2																															
