SrcItem	TarItem	DESC	Cosume2Item	Consume2Count	CosumeItem	TimeFrame1	ConsumeCount1	TimeFrame2	ConsumeCount2	TimeFrame3	ConsumeCount3	TimeFrame4	ConsumeCount4	TimeFrame5	ConsumeCount5	TimeFrame6	ConsumeCount6	TimeFrame7	ConsumeCount7	TimeFrame8	ConsumeCount8	TimeFrame9	ConsumeCount9	TimeFrame10	ConsumeCount10
10088	10089	T16升T17白金鞋子	10014	6	2804	OpenLevel189	24	OpenLevel199	19	OpenLevel209	16	OpenLevel219	14	OpenLevel229	12										
10055	10056	T16升T17白金项链	10014	12	2804	OpenLevel189	48	OpenLevel199	38	OpenLevel209	33	OpenLevel219	28	OpenLevel229	24										
10033	10034	T16升T17白金戒指	10014	12	2804	OpenLevel189	48	OpenLevel199	38	OpenLevel209	33	OpenLevel219	28	OpenLevel229	24										
10044	10045	T16升T17白金玉佩	10014	12	2804	OpenLevel189	48	OpenLevel199	38	OpenLevel209	33	OpenLevel219	28	OpenLevel229	24										
10121	10122	T16升T17白金护身符	10014	12	2804	OpenLevel189	48	OpenLevel199	38	OpenLevel209	33	OpenLevel219	28	OpenLevel229	24										
10023	10024	T17升T18白金武器	10014	30	2804	OpenLevel199	120	OpenLevel209	96	OpenLevel219	84	OpenLevel229	72	OpenLevel239	60										
10111	10112	T17升T18白金衣服	10014	18	2804	OpenLevel199	72	OpenLevel209	57	OpenLevel219	50	OpenLevel229	43	OpenLevel239	36										
10067	10068	T17升T18白金帽子	10014	6	2804	OpenLevel199	24	OpenLevel209	19	OpenLevel219	16	OpenLevel229	14	OpenLevel239	12										
10100	10101	T17升T18白金腰带	10014	6	2804	OpenLevel199	24	OpenLevel209	19	OpenLevel219	16	OpenLevel229	14	OpenLevel239	12										
10078	10079	T17升T18白金护腕	10014	6	2804	OpenLevel199	24	OpenLevel209	19	OpenLevel219	16	OpenLevel229	14	OpenLevel239	12										
10089	10090	T17升T18白金鞋子	10014	6	2804	OpenLevel199	24	OpenLevel209	19	OpenLevel219	16	OpenLevel229	14	OpenLevel239	12										
10056	10057	T17升T18白金项链	10014	12	2804	OpenLevel199	48	OpenLevel209	38	OpenLevel219	33	OpenLevel229	28	OpenLevel239	24										
10034	10035	T17升T18白金戒指	10014	12	2804	OpenLevel199	48	OpenLevel209	38	OpenLevel219	33	OpenLevel229	28	OpenLevel239	24										
10045	10046	T17升T18白金玉佩	10014	12	2804	OpenLevel199	48	OpenLevel209	38	OpenLevel219	33	OpenLevel229	28	OpenLevel239	24										
10122	10123	T17升T18白金护身符	10014	12	2804	OpenLevel199	48	OpenLevel209	38	OpenLevel219	33	OpenLevel229	28	OpenLevel239	24										
