SoundID	Desc	Bank	Sound
10110	恶人谷-副本04(暗)	Bgm	Play_Bgm_Battle_Team
10120	恶人谷-副本05(暗)	Bgm	Play_Bgm_Battle_Team
10130	恶人谷-副本06(暗)	Bgm	Play_Bgm_Battle_Team
10140	恶人谷-副本07(暗)	Bgm	Play_Bgm_Battle_Team
10150	恶人谷-副本08(暗)	Bgm	Play_Bgm_Battle_Team
10160	恶人谷-副本09(暗)	Bgm	Play_Bgm_Battle_Team
10170	恶人谷-副本10(暗)	Bgm	Play_Bgm_Battle_Team
10180	落叶谷-副本01(秋)	Bgm	Play_Bgm_Battle_Autumn
10190	落叶谷-副本02(秋)	Bgm	Play_Bgm_Battle_Autumn
10200	落叶谷-副本03(秋)	Bgm	Play_Bgm_Battle_Autumn
10210	落叶谷-副本04(秋)	Bgm	Play_Bgm_Battle_Autumn
10220	落叶谷-副本05(秋)	Bgm	Play_Bgm_Battle_Autumn
10230	落叶谷-副本06(秋)	Bgm	Play_Bgm_Battle_Autumn
10240	落叶谷-副本07(秋)	Bgm	Play_Bgm_Battle_Autumn
10250	落叶谷-副本08(秋)	Bgm	Play_Bgm_Battle_Autumn
10260	落叶谷-副本09(秋)	Bgm	Play_Bgm_Battle_Autumn
10270	落叶谷-副本10(秋)	Bgm	Play_Bgm_Battle_Autumn
10280	沧海-副本01(春)	Bgm	Play_Bgm_Battle_Spring
10290	沧海-副本02(春)	Bgm	Play_Bgm_Battle_Spring
10300	沧海-副本03(春)	Bgm	Play_Bgm_Battle_Spring
10310	沧海-副本04(春)	Bgm	Play_Bgm_Battle_Spring
10320	沧海-副本05(春)	Bgm	Play_Bgm_Battle_Spring
10330	沧海-副本06(春)	Bgm	Play_Bgm_Battle_Spring
10340	沧海-副本07(春)	Bgm	Play_Bgm_Battle_Spring
10350	沧海-副本08(春)	Bgm	Play_Bgm_Battle_Spring
10360	沧海-副本09(春)	Bgm	Play_Bgm_Battle_Spring
10370	沧海-副本10(春)	Bgm	Play_Bgm_Battle_Spring
10380	竹林-副本01(雷雨)	Bgm	Play_Bgm_Battle_Winter
10382	竹林环境雷雨声	Amb	Play_Amb_Thunderstorm
10390	竹林-副本02(雷雨)	Bgm	Play_Bgm_Battle_Winter
10392	竹林环境雷雨声	Amb	Play_Amb_Thunderstorm
10400	竹林-副本03(雷雨)	Bgm	Play_Bgm_Battle_Winter
10402	竹林环境雷雨声	Amb	Play_Amb_Thunderstorm
10410	竹林-副本04(雷雨)	Bgm	Play_Bgm_Battle_Winter
10412	竹林环境雷雨声	Amb	Play_Amb_Thunderstorm
10420	竹林-副本05(雷雨)	Bgm	Play_Bgm_Battle_Winter
10422	竹林环境雷雨声	Amb	Play_Amb_Thunderstorm
10430	竹林-副本06(雷雨)	Bgm	Play_Bgm_Battle_Winter
10432	竹林环境雷雨声	Amb	Play_Amb_Thunderstorm
10440	竹林-副本07(雷雨)	Bgm	Play_Bgm_Battle_Winter
10442	竹林环境雷雨声	Amb	Play_Amb_Thunderstorm
10450	竹林-副本08(雷雨)	Bgm	Play_Bgm_Battle_Winter
10452	竹林环境雷雨声	Amb	Play_Amb_Thunderstorm
10460	竹林-副本09(雷雨)	Bgm	Play_Bgm_Battle_Winter
10462	竹林环境雷雨声	Amb	Play_Amb_Thunderstorm
10470	竹林-副本10(雷雨)	Bgm	Play_Bgm_Battle_Winter
10712	竹林环境雷雨声	Amb	Play_Amb_Thunderstorm
10480	熔岩-副本01	Bgm	Play_Bgm_Battle_Summer
10490	熔岩-副本02	Bgm	Play_Bgm_Battle_Summer
10500	熔岩-副本03	Bgm	Play_Bgm_Battle_Summer
10510	熔岩-副本04	Bgm	Play_Bgm_Battle_Summer
10520	熔岩-副本05	Bgm	Play_Bgm_Battle_Summer
10530	熔岩-副本06	Bgm	Play_Bgm_Battle_Summer
10540	熔岩-副本07	Bgm	Play_Bgm_Battle_Summer
10550	熔岩-副本08	Bgm	Play_Bgm_Battle_Summer
10560	熔岩-副本09	Bgm	Play_Bgm_Battle_Summer
10570	熔岩-副本10	Bgm	Play_Bgm_Battle_Summer
12000	沧海-随机秘境a1	Bgm	Play_Bgm_Battle_Spring
12010	沧海-随机秘境b1	Bgm	Play_Bgm_Battle_Spring
12020	沧海-随机秘境b3	Bgm	Play_Bgm_Battle_Spring
12030	沧海-随机秘境b4	Bgm	Play_Bgm_Battle_Spring
12040	沧海-随机秘境b7	Bgm	Play_Bgm_Battle_Spring
12050	沧海-随机秘境b8	Bgm	Play_Bgm_Battle_Spring
12060	沧海-随机秘境b9	Bgm	Play_Bgm_Battle_Spring
12070	沧海-随机秘境c3	Bgm	Play_Bgm_Battle_Spring
12080	熔岩-随机秘境c1	Bgm	Play_Bgm_Battle_Summer
12090	竹林-随机秘境a2	Bgm	Play_Bgm_Battle_Summer
12100	竹林-随机秘境a4	Bgm	Play_Bgm_Battle_Summer
12110	竹林-随机秘境a6	Bgm	Play_Bgm_Battle_Summer
12120	沧海-随机秘境a7	Bgm	Play_Bgm_Battle_Summer
12130	竹林-随机秘境a9	Bgm	Play_Bgm_Battle_Summer
12140	竹林-随机秘境a10	Bgm	Play_Bgm_Battle_Summer
12150	恶人谷-随机秘境c2	Bgm	Play_Bgm_Battle_Team
12160	恶人谷-随机秘境c7	Bgm	Play_Bgm_Battle_Team
12170	恶人谷-随机秘境c8	Bgm	Play_Bgm_Battle_Team
12180	恶人谷-随机秘境d8	Bgm	Play_Bgm_Battle_Team
12190	恶人谷-随机秘境e5	Bgm	Play_Bgm_Battle_Team
12200	雪景-随机秘境d1	Bgm	Play_Bgm_Battle_Winter
12210	雪景-随机秘境d2	Bgm	Play_Bgm_Battle_Winter
12220	雪景-随机秘境d3	Bgm	Play_Bgm_Battle_Winter
12230	雪景-随机秘境d5	Bgm	Play_Bgm_Battle_Winter
12240	雪景-随机秘境d9	Bgm	Play_Bgm_Battle_Winter
12250	雪景-随机秘境e2	Bgm	Play_Bgm_Battle_Winter
12260	雪景-随机秘境e3	Bgm	Play_Bgm_Battle_Winter
12270	雪景-随机秘境e9	Bgm	Play_Bgm_Battle_Winter
12280	天机坊-随机秘境e10	Bgm	Play_Bgm_Battle_Team
13000	剑冢-组队秘境	Bgm	Play_Bgm_Battle_Summer
13010	天机坊-组队秘境	Bgm	Play_Bgm_Battle_Team
14000	沧海木坊-野外	Bgm	Play_Bgm_Spring
14010	枫华谷地-野外	Bgm	Play_Bgm_Autumn
14020	翠岭竹居-野外	Bgm	Play_Bgm_Spring
14030	赤焰红林-野外	Bgm	Play_Bgm_Autumn
14040	蜀南竹海-野外	Bgm	Play_Bgm_Spring
14050	云顶寒峰-野外	Bgm	Play_Bgm_Autumn
14060	苍松雪岭-野外	Bgm	Play_Bgm_Autumn
8001	UI点击音效	Ui	Play_Click
8002	弹出菜单	Ui	Play_Open
8003	关闭菜单	Ui	Play_Close
8004	金钱掉落	Ui	Play_Drop_Gold
8005	特殊掉落	Ui	Play_Drop_Special
8006	其他掉落	Ui	Play_Drop_Other
8007	错误操作	Ui	Play_Error
8008	角色升级	Ui	Play_LevelUp
8009	聊天收到消息	Ui	Play_SMS_Receive
8010	聊天发送消息	Ui	Play_SMS_Send
8011	聊天特殊消息(重要或私聊等)	Ui	Play_SMS_Special
8012	任务完成	Ui	Play_Misson
8013	星级奖励	Ui	Play_Ui_Star
8014	强化音效	Ui	Play_Ui_QiangHua
8015	Ui登录幕布	Ui	Play_Ui_Show
8016	天王登录	Ui	Play_Show_Tw
8017	峨嵋登录	Ui	Play_Show_Em
8018	桃花登录	Ui	Play_Show_Th
8019	逍遥登录	Ui	Play_Show_Xy
8020	武当登录	Ui	Play_Show_Wd
8021	天忍登录	Ui	Play_Show_Tr
8022	少林登录	Ui	Play_Show_Sl
8023	翠烟登录	Ui	Play_Show_Cy
8024	战斗力提升数字滚动	Ui	Play_Ui_ZhanDouLi
8025	任务完成特效	Ui	Play_Ui_RenWuWanCheng
8026	背包打开弹出	Ui	Play_Ui_BeiBao
8027	剑侠情缘logo	Ui	Play_Ui_JxqyLogo
8028	强化成功特效	Ui	Play_Ui_QiangHuaChengGong
8029	家族界面弹出	Ui	Play_Ui_JiaZu
8030	战斗倒计时	Ui	Play_Ui_DaoJiShi
8031	成就达成	Ui	Play_Ui_ChengJiu
8032	武道德经合成特效	Ui	Play_Ui_WuDaoDeJing
8033	摇钱树一次	Ui	Play_Ui_YaoQianShu
8034	摇钱树诗词	Ui	Play_Ui_YaoQianShu10
8035	剧情大章节特效	Ui	Play_Ui_ZhangJie
8036	招募翻牌子	Ui	Play_ZhaoMu_FanPai
8037	招募获得普通物品	Ui	Play_ZhaoMu_PuTong
8038	招募获得新同伴特效	Ui	Play_ZhaoMu_XinTongBan
8039	招募获得洗髓丹	Ui	Play_ZhaoMu_XiSuiDan
8040	唐门登录	Ui	Play_Show_Tm
8041	昆仑登录	Ui	Play_Show_Kl
8042	峨眉登录	New_Dc	Play_NewEm_Dc
8043	昆仑登录	New_Dc	Play_NewKl_Dc
8044	天山女登录	New_Dc	Play_FemaleTs_Dc
8045	天山男登录	New_Dc	Play_MaleTs_Dc
8046	昆仑男登录	New_Dc1807	Play_KunLun_DC_Male
8047	天王女登录	New_Dc1810	Play_TianWang_Dc_Female
8048	天忍男登录	New_Dc1911	Play_TianRen_Dc_Male
8049	杨门（男）-登录	New_Dc1911	Play_YangMen_Dc_Male
8050	杨门（女）-登录	New_Dc1911	Play_YangMen_Dc_Female
2001	轻功女峨嵋	Public	Play_Jump_Fm
2002	轻功女桃花	Public	Play_Jump_Fm
2003	轻功男天王	Public	Play_Jump_M
2004	轻功男逍遥	Public	Play_Jump_M
30101	纳兰真	Vioce	Play_NaLanZhen_V01
30102	纳兰真	Vioce	Play_NaLanZhen_V02
30103	纳兰真	Vioce	Play_NaLanZhen_V03
30104	纳兰真	Vioce	Play_NaLanZhen_V04
30105	纳兰真	Vioce	Play_NaLanZhen_V05
30201	小李子	Vioce	Play_XiaoLiZi_V01
30202	小李子	Vioce	Play_XiaoLiZi_V02
30203	小李子	Vioce	Play_XiaoLiZi_V03
30301	杨影枫	Vioce	Play_YangYingFeng_V01
30302	杨影枫	Vioce	Play_YangYingFeng_V02
30303	杨影枫	Vioce	Play_YangYingFeng_V03
30304	杨影枫	Vioce	Play_YangYingFeng_V04
30401	纳兰潜凛	Vioce	Play_NaLanQianBin_V01
30402	纳兰潜凛	Vioce	Play_NaLanQianBin_V02
30403	纳兰潜凛	Vioce	Play_NaLanQianBin_V03
30501	胡神医	Vioce	Play_HuShenYi_V01
30601	月眉儿	Vioce	Play_YueMeiEr_V01
30602	月眉儿	Vioce	Play_YueMeiEr_V02
30603	月眉儿	Vioce	Play_YueMeiEr_V03
30701	卓非凡	Vioce	Play_ZhuoFeiFan_V01
30702	卓非凡	Vioce	Play_ZhuoFeiFan_V02
30703	卓非凡	Vioce	Play_ZhuoFeiFan_V03
30704	卓非凡	Vioce	Play_ZhuoFeiFan_V04
30705	卓非凡	Vioce	Play_ZhuoFeiFan_V05
30706	卓非凡	Vioce	Play_ZhuoFeiFan_V06
30801	紫轩	Vioce	Play_ZiXuan_V01
30802	紫轩	Vioce	Play_ZiXuan_V02
30901	蔷薇	Vioce	Play_QiangWei_V01
30902	蔷薇	Vioce	Play_QiangWei_V02
31001	孟知秋	Vioce	Play_MengZhiQiu_V01
31002	孟知秋	Vioce	Play_MengZhiQiu_V02
31003	孟知秋	Vioce	Play_MengZhiQiu_V03
31101	天星道长	Vioce	Play_TianXingDaoZhang_V01
31102	天星道长	Vioce	Play_TianXingDaoZhang_V02
31201	萧动尘	Vioce	Play_XiaoDongChen_V01
31301	苏墨芸	Vioce	Play_SuMoYun_V01
31401	秦慕白	Vioce	Play_QinMuBai_V01
31501	独孤剑	Vioce	Play_DuGuJian_V01
31502	独孤剑	Vioce	Play_DuGuJian_V02
31503	独孤剑	Vioce	Play_DuGuJian_V03
31504	独孤剑	Vioce	Play_DuGuJian_V04
31601	重伤的宋兵	Vioce	Play_ZhongShangDeSongBin_V01
31701	金兵	Vioce	Play_JinBin_V01
31702	金兵	Vioce	Play_JinBin_V02
31801	神秘死士	Vioce	Play_ShenMiSiShi_V01
31901	宋方将军	Vioce	Play_SongFangJiangJun_V01
31902	宋方将军	Vioce	Play_SongFangJiangJun_V02
31903	宋方将军	Vioce	Play_SongFangJiangJun_V03
32001	神秘人头领	Vioce	Play_ShenMiRenTouLing_V01
32002	神秘人头领	Vioce	Play_ShenMiRenTouLing_V02
32101	张琳心	Vioce	Play_ZhangLinXin_V01
32102	张琳心	Vioce	Play_ZhangLinXin_V02
32103	张琳心	Vioce	Play_ZhangLinXin_V03
33001	燕若雪	Vioce	Play_YanRuoXue_V01
	通用被击-毒魔法特效	Public	Play_Hit_An
	通用被击-飞行物理子弹	Public	Play_Hit_Gun
	通用被击-重击锤子等	Public	Play_Hit_Hammer
	通用被击-金属刀剑等	Public	Play_Hit_Knife
	通用被击-拳脚等	Public	Play_Hit_Quan
6811	刺客头目普攻	Npc	Play_Npc_Ciketoumu01
6815	刺客头目持续火墙	Npc	Play_Npc_Ciketoumu02
6812	刺客头目二连击	Npc	Play_Npc_Ciketoumu03
6814	刺客头目扇形火球	Npc	Play_Npc_Ciketoumu04
5041	富家公子 普攻	Npc	Play_Npc_Fujiagongzi01
6394	富家公子 扇形的飞镖	Npc	Play_Npc_Fujiagongzi02
6392	富家公子 扇子的回旋	Npc	Play_Npc_Fujiagongzi03
6396	富家公子 圆形毒液	Npc	Play_Npc_Fujiagongzi04
5090	骷髅 普攻	Npc	Play_Npc_Kulou01
15090	骷髅 普攻被击	Npc	Play_Npc_Kulou01_Hit
5092	骷髅 击退	Npc	Play_Npc_Kulou02
5093	骷髅 大招	Npc	Play_Npc_Kulou03
	骷髅 死亡	Npc	Play_Npc_Kulou04
6340	龙战天 普攻	Npc	Play_Npc_Longzhantian01
16340	龙战天 普攻被击	Npc	Play_Npc_Longzhantian01_Hit
6323	龙战天 五子弹	Npc	Play_Npc_Longzhantian02
6325	龙战天 弹开	Npc	Play_Npc_Longzhantian03
	龙战天 弹开后退晕眩	Npc	Play_Npc_Longzhantian03_Hit
6327	龙战天 陨石落	Npc	Play_Npc_Longzhantian04
	龙战天 死亡	Npc	Play_Npc_Longzhantian05
5166	强盗头目 普攻	Npc	Play_Npc_Qiangdaotoumu01
6804	强盗头目 扇形刀光子弹	Npc	Play_Npc_Qiangdaotoumu02
6802	强盗头目 旋风斩	Npc	Play_Npc_Qiangdaotoumu03
6801	强盗头目 重击	Npc	Play_Npc_Qiangdaotoumu04
6317	青翼蝠王 普攻	Npc	Play_Npc_Qingyifuwang01
6308	青翼蝠王 狮子吼	Npc	Play_Npc_Qingyifuwang02
6310	青翼蝠王 龙卷	Npc	Play_Npc_Qingyifuwang03
6312	青翼蝠王 落雷	Npc	Play_Npc_Qingyifuwang04
	青翼蝠王 死亡	Npc	Play_Npc_Qingyifuwang05
6386	神秘刺客 普攻	Npc	Play_Npc_Shenmicike01
6389	神秘刺客 回旋斩	Npc	Play_Npc_Shenmicike02
6387	神秘刺客 砸地击飞	Npc	Play_Npc_Shenmicike03
6359	苏家总管 普攻	Npc	Play_Npc_Sujiazongguan01
6357	苏家总管 三连击	Npc	Play_Npc_Sujiazongguan02
6361	苏家总管 砸地蓄力	Npc	Play_Npc_Sujiazongguan03
6355	苏家总管 砸地地裂	Npc	Play_Npc_Sujiazongguan03a
6816	苏墨云 半月斩	Npc	Play_Npc_Sumoyun01
6821	苏墨云 半月斩双子弹	Npc	Play_Npc_Sumoyun02
6822	苏墨云 无敌斩蓄力	Npc	Play_Npc_Sumoyun03
6818	苏墨云 无敌斩1	Npc	Play_Play_Npc_Sumoyun03a
	苏墨云 无敌斩2	Npc	Play_Play_Npc_Sumoyun03b
	苏墨云 无敌斩3	Npc	Play_Play_Npc_Sumoyun03c
5021	无名壮汉 普攻	Npc	Play_Npc_Wumingzhuanghan01
6806	无名壮汉 暴击	Npc	Play_Npc_Wumingzhuanghan02
6808	无名壮汉 地裂	Npc	Play_Npc_Wumingzhuanghan03
6335	肖动尘 普攻	Npc	Play_Npc_Xiaodongchen01
6341	肖动尘 蓄力冲刺的蓄力	Npc	Play_Npc_Xiaodongchen02
6343	肖动尘 蓄力冲刺的冲刺	Npc	Play_Npc_Xiaodongchen02a
6336	肖动尘 击退半月斩	Npc	Play_Npc_Xiaodongchen03
6337	肖动尘 范围雷击	Npc	Play_Npc_Xiaodongchen04
6338	独孤剑普攻	Npc	Play_DuGuJian_Skill01
6339	独孤剑冲	Npc	Play_DuGuJian_Skill03
6340	独孤剑剑雨单特效	Npc	Play_DuGuJian_Skill02
6341	独孤剑剑雨全特效	Npc	Play_DuGuJian_BiSha
