MagicName	Value1	Value2	Value3	非buff属性	szMagicDesc	paramDesc	CodeName
add_att_speed4	0	1			增加指定技能的攻击速度	技能id;攻速加成值	magic_skilladdition_skill_att_speed4
add_att_speed5	0	1			增加指定技能的攻击速度	技能id;攻速加成值	magic_skilladdition_skill_att_speed5
add_attackrating_p1	0	1			增加指定技能的基础命中百分比	技能id;命中加成百分比	magic_skilladdition_attackrating_p1
add_attackrating_p2	0	1			增加指定技能的基础命中百分比	技能id;命中加成百分比	magic_skilladdition_attackrating_p2
add_attackrating_p3	0	1			增加指定技能的基础命中百分比	技能id;命中加成百分比	magic_skilladdition_attackrating_p3
add_attackrating_p4	0	1			增加指定技能的基础命中百分比	技能id;命中加成百分比	magic_skilladdition_attackrating_p4
add_attackrating_v1	0	1			增加指定技能的基础命中点数	技能id;命中加成点数	magic_skilladdition_attackrating_v1
add_attackrating_v2	0	1			增加指定技能的基础命中点数	技能id;命中加成点数	magic_skilladdition_attackrating_v2
add_attackrating_v3	0	1			增加指定技能的基础命中点数	技能id;命中加成点数	magic_skilladdition_attackrating_v3
add_attackrating_v4	0	1			增加指定技能的基础命中点数	技能id;命中加成点数	magic_skilladdition_attackrating_v4
addcall_npclife1	0	1			增加召唤npc的血量百分比	召唤宠物的技能id;血量加成	magic_skilladdition_call_npclife_p1
addcall_npclife2	0	1			增加召唤npc的血量百分比	召唤宠物的技能id;血量加成	magic_skilladdition_call_npclife_p2
addcall_npclife3	0	1			增加召唤npc的血量百分比	召唤宠物的技能id;血量加成	magic_skilladdition_call_npclife_p3
addcall_npclife4	0	1			增加召唤npc的血量百分比	召唤宠物的技能id;血量加成	magic_skilladdition_call_npclife_p4
addcall_npcdmg1	0	1			增加召唤npc的攻击百分比	召唤宠物的技能id;攻击加成	magic_skilladdition_call_npcdamage_p1
addcall_npcdmg2	0	1			增加召唤npc的攻击百分比	召唤宠物的技能id;攻击加成	magic_skilladdition_call_npcdamage_p2
addcall_npcdmg3	0	1			增加召唤npc的攻击百分比	召唤宠物的技能id;攻击加成	magic_skilladdition_call_npcdamage_p3
addcall_npcdmg4	0	1			增加召唤npc的攻击百分比	召唤宠物的技能id;攻击加成	magic_skilladdition_call_npcdamage_p4
add_recdot_type_p	1				增加(迷心蛊)目标受到毒伤害加成buff的加成系数	???	magic_skilladdition_recdot_type_p
add_dotdamage_metal	0	1	1		增加金系dot伤害	技能ID，增加%，增加点数	magic_skilladdition_dotdamage_metal
add_dotdamage_wood	0	1	1		增加木系dot伤害	技能ID，增加%，增加点数	magic_skilladdition_dotdamage_wood
add_dotdamage_water	0	1	1		增加水系dot伤害	技能ID，增加%，增加点数	magic_skilladdition_dotdamage_water
add_dotdamage_fire	0	1	1		增加火系dot伤害	技能ID，增加%，增加点数	magic_skilladdition_dotdamage_fire
add_dotdamage_earth	0	1	1		增加水系dot伤害	技能ID，增加%，增加点数	magic_skilladdition_dotdamage_earth
add_dotdamage_holy	0	1	1		增加神圣系dot伤害	技能ID，增加%，增加点数	magic_skilladdition_dotdamage_holy
add_callnpc_skill1	0	0	0		给召唤npc增加技能	召唤宠物的的技能id,给宠物的buffid,等级	magic_skilladdition_callnpc_skill1
add_callnpc_skill2	0	0	0		给召唤npc增加技能	召唤宠物的的技能id,给宠物的buffid,等级	magic_skilladdition_callnpc_skill2
add_callnpc_skill3	0	0	0		给召唤npc增加技能	召唤宠物的的技能id,给宠物的buffid,等级	magic_skilladdition_callnpc_skill3
add_callnpc_skill4	0	0	0		给召唤npc增加技能	召唤宠物的的技能id,给宠物的buffid,等级	magic_skilladdition_callnpc_skill4
add_recdot_alldmg1	0	1			增加技能引爆毒伤害的比例	技能id;引爆系数加成	magic_skilladdition_recdot_alldmg1
add_recdot_alldmg2	0	1			增加技能引爆毒伤害的比例	技能id;引爆系数加成	magic_skilladdition_recdot_alldmg2
add_recdot_alldmg3	0	1			增加技能引爆毒伤害的比例	技能id;引爆系数加成	magic_skilladdition_recdot_alldmg3
add_recdot_alldmg4	0	1			增加技能引爆毒伤害的比例	技能id;引爆系数加成	magic_skilladdition_recdot_alldmg4
add_dottype_metal_p	0	1			造成的dottype伤害加成	dotType类型id;加成百分比	magic_skilladdition_dottype_metal_p
add_dottype_wood_p	0	1			造成的dottype伤害加成	dotType类型id;加成百分比	magic_skilladdition_dottype_wood_p
add_dottype_water_p	0	1			造成的dottype伤害加成	dotType类型id;加成百分比	magic_skilladdition_dottype_water_p
add_dottype_fire_p	0	1			造成的dottype伤害加成	dotType类型id;加成百分比	magic_skilladdition_dottype_fire_p
add_dottype_earth_p	0	1			造成的dottype伤害加成	dotType类型id;加成百分比	magic_skilladdition_dottype_earth_p
addvanishskill1	0	0	0		为技能增加消失事件	技能id;事件技能id;事件技能等级	magic_skilladdition_addvanishskill1
addvanishskill2	0	0	0		为技能增加消失事件	技能id;事件技能id;事件技能等级	magic_skilladdition_addvanishskill2
addvanishskill3	0	0	0		为技能增加消失事件	技能id;事件技能id;事件技能等级	magic_skilladdition_addvanishskill3
addvanishskill4	0	0	0		为技能增加消失事件	技能id;事件技能id;事件技能等级	magic_skilladdition_addvanishskill4
add_loselife_dmg_p	0	1			加成根据损血量提高伤害系数	技能id;参数1加成系数	magic_skilladdition_loselife_dmg_p
add_damage_maxlife_p	0	1			加成damage_maxlife_p	技能id;最大生命伤害参数1加成	magic_skilladdition_damage_maxlife_p
add_damage_curlife_p	0	1			加成damage_curlife_p	技能id;当前生命伤害参数1加成	magic_skilladdition_damage_curlife_p
lowhp_damage_att_p	1	1			根据损血量提高造成的伤害	损血加成系数;基础加成	
lowhp_damage_beatt_p	1	1			根据损血量提高受到的伤害	损血加成系数;基础加成	
add_deadlystrike_p1	0	1			提高指定技能的暴击率(固定百分比)	技能id;百分比	
add_deadlystrike_p2	0	1			提高指定技能的暴击率(固定百分比)	技能id;百分比	
add_deadlystrike_p3	0	1			提高指定技能的暴击率(固定百分比)	技能id;百分比	
add_deadlystrike_p4	0	1			提高指定技能的暴击率(固定百分比)	技能id;百分比	
add_check_buff_superpose	0	1			加成技能需求buff层数	技能id;层数加值	
