MissileId	MissileName	MoveKind	Speed	DmgRangeType	DmgRange	DmgRangeY	IgnoreDmgRange	DmgInterval	LifeTime	DelayDeleteFrame	IsDmgVanish	CanRepeatDmg	MissileResID	CollResID	DmgRangeSpeed	IsDrag	PosOffsetLenght	IsNoChangeDir	MissRate	CollSoundID	FlySoundID	VanishSoundID	ColFollowTarget	AcceSpeed	CollBrigth	CollBrigthFrame	IsIgnoreBarrier	AutoExplode	VanishResID	MissileHeight	HeightSpeed	EnemyResID	IsRepresent	IsChildInheritDir	MissileParam1	MissileParam2	MissileParam3	MissileParam1Des	MissileParam2Des	MissileParam3Des	IsChildInheritPowerAdd	IsNotHeightSpeed	InheritPos	IsHitFloat
1224	逍遥枪法4	0	0	0	11				6					3027			140								1000	3	1																	
1233	白虹贯日_子	1	140	0	12				6					3027			110								1000	3	0																	
1234	逍遥枪法1	0	0	0	9				6					3027			120								1000	3	1																	
1235	逍遥枪法2	0	0	0	9				6					3027			120								1000	3	1																	
1236	逍遥枪法3	0	0	0	10				6					3027			130								1000	3	1																	
1237	逍遥枪法4	0	0	0	11				6					3027			140								1000	3	1																	
1239	作废	1	140	0	12				6					3027			110								1000	3	0																	
1261	爪击	0	0	0	1				3					3022																														
1262	奋力爪击	0	0	0	9				25				24				120																											
1263	npc近身群体1_水	0	0	0	9				25				25				120																											
1264	npc近身群体1_火	0	0	0	9				25				26				120																											
1265	npc近身群体1_风	0	0	0	9				25				27				120																											
1266	奋力爪击_子	0	0	0	9				3					3024			120																											
1267	npc近身群体1_水伤害	0	0	0	9				3					3025			120																											
1268	npc近身群体1_火伤害	0	0	0	9				3					3026			120																											
1269	npc近身群体1_风伤害	0	0	0	9				3					3027			120																											
1270	挥砍	0	0	0	1				3					166																														
1271	挥砍	0	0	0	1				3					167																														
1272	挥砍	0	0	0	1				3					168																														
1273	挥砍	0	0	0	1				3					169																														
1274	npc近身单体_地	0	0	0	1				3					3024																														
1275	npc近身单体_水	0	0	0	1				3					3025																														
1276	npc近身单体_火	0	0	0	1				3					3026																														
1277	npc近身单体_风	0	0	0	1				3					3027																														
1278	斩杀	0	0	1	10				20				178				0																											
1279	斩杀_子	0	0	1	10				3								0																											
1280	群体重击	0	0	1	10				3					180																														
1281	萧动尘_普攻	0	0	1	14				3					167			120										1																	
1282	横扫	0	0	0	15				3					4305			120										1																	
1283	惊涛	1	40	1	5				20		1		1350	3027			100										1																	
1284	风来吴山	1	40	1	5				30				1350	3027			100										1																	
1285	风来吴山_子	0	0	0	15			1	30				1350				100										1																	
1286	拳击	0	0	0	8				3					3024			100										1																	
1287	重拳三连击	0	0	0	11				3					3024			100										1																	
1288	重拳三连击_子	0	0	0	11				3					3024			100										1																	
1289	寒冰斩	1	80	0	5				8				3304	342			50																											
1290	连环寒冰斩	1	80	0	8				7					342	1												1																	
1291	连环寒冰斩_效果	1	70	0	6				10				3304				50										1																	
1293	飞斩	1	80	0	10				10				3304	342			50																											
1295	风雪神枪	1	100	0	6				4					4305			120										1																	
1296	黑龙探海	1	60	1	5				18				1296	3615			0										1																	
1301	扇形_横扫	1	80	0	6				4					3407	1																													
1302	扇形_横扫_效果	0	0	0	6				45				92				0							60			1																	
1303	掌击	0	0	0	9				6					4305			120										1																	
1304	连击1	2	60	1	10				6				1303	4303			0										1																	
1305	连击2	2	60	1	10				6				1304	4304			0										1																	
1306	连击3	2	60	1	10				6				1305	4305			0										1																	
1307	地裂	1	180	0	6				3																		1																	
1308	扇形_风浪	1	50	0	6				8					3027	1																													
1309	扇形_风浪_效果	3	0	0	6				30				1308														1																	
1310	扇形_龙卷风	1	25	0	6				28						1																													
1311	扇形_龙卷风_效果	1	30	0	6				40				62				100										1																	
1312	雷动九天	1	60	0	3				15			1					-100																											
1313	雷动九天_子1	1	20	0	3				10			1																																
1314	雷动九天_子2	0	0	0	10			6	25				1314																															
1315	雷动九天_子3	0	0	0	6				38				14																															
1316	地裂_效果	0	0	0	6				30				1307				250										1																	
1317	蝙蝠_普攻	0	0	0	9				3					4317			120																											
1318	雷动九天_子4	0	0	0	10				25				1318																															
1319	姬御天_普攻	0	0	0	9				3					3025			120																											
1320	暴雨梨花	1	60	0	6				13				41				50							40			1																	
1321	豪火球连弹（伤害）	0	0	1	8				3		1																1																	
1323	豪火球连弹	1	50	1	5			4	12		1		1323														1																	
1324	豪火球连弹_子（爆炸）	0	0	1	8				25				4323														1																	
1325	乾坤大挪移_吸	0	0	1	40				3					3401									1																					
1326	乾坤大挪移_弹	0	0	1	40				3																		1																	
1327	火陨	0	0	1	10				26				1327					1									1																	
1328	火陨_地裂效果	0	0	1	15				30				26														1																	
1329	火陨_伤害	0	0	1	34				3					3412													1																	
1331	冲锋	1	140	0	12				6					3027			110										0																	
1332	飞刃	1	60	1	5				15		0		1332	4332										5			1																	
1333	七煞地裂	1	200	1	12				3															30			1																	
1334	七煞地裂_效果	0	0	0	6				30				18				80										1																	
1335	萧动尘_普攻	0	0	1	14				3					167			120										1																	
1336	横扫	0	0	0	15				3					4305			120										1																	
1337	惊雷	0	0	1	6				25				1314																															
1338	惊雷_伤害	0	0	1	34				3																																			
1339	惊雷_地裂效果	0	0	1	10				25				1318																															
1340	龙战天_普攻	1	60	0	5				10				1340	3412						16340																								
1341	萧动尘_冲锋蓄力	1	60	0	5				3											16340																								
1342	七煞使普攻	0	0	0	1				3					168																														
1344	萧动尘_冲锋_伤害	1	140	0	12				6					3027			110										0																	
1345	萧动尘_冲锋_效果	0	0	0	6				30				18				0										1																	
1346	豪火球连弹（伤害）	0	0	1	8				3		1																1																	
1347	豪火球连弹	1	50	1	5			4	12		1		1323														1																	
1348	豪火球连弹_子（爆炸）	0	0	1	8				25				4323														1																	
1349	九尾普攻	0	0	0	1				3					3027																														
1350	五星连珠	1	40	1	2				30				1350	3027			100										1																	
1351	雷灵破	0	0	0	10				30				1314				100										1																	
1352	雷灵破_伤害	0	0	0	10				15		1			3027													1																	
1353	雷灵破_地裂效果	0	0	0	10				25				1318				100										1																	
1354	五星连珠_子	0	0	0	2			1	30				1350				100										1																	
1356	金刚坠_子	0	0	1	25				3					3024													1																	
1357	重拳三连击	0	0	0	11				3					3024			100										1																	
1358	重拳三连击_子	0	0	0	11				3					3024			100										1																	
1359	独臂普攻	0	0	0	8				3					3024			100										1																	
1360	金刚坠_效果	0	0	0	6				30				18				80										1																	
1362	狼王爪击	0	0	0	1				3					3022																														
1364	狂奔突袭_子1	0	0	0	5				2		1			3022																														
1365	狂奔突袭_子2	0	0	0	0				25				6508																															
1368	机关地刺	0	0	1	17				3					3024																														
1369	机关地刺_表现效果1	0	0	1	17				25				1368														1																	
1370	夺魂链	1	350	0	5				3														1		1000	3																		
1371	夺魂链_子1	1	120	0	5				10					3024									1																					
1372	夺魂链_子2	0	0	0	5				30				1370										1																					
1374	雷击	0	0	1	17				3					3027																														
1375	雷击_效果	0	0	1	17				25				1375														1																	
1376	冰锁连环	1	80	0	2				15		1		1376	341													1																	
1377	暴风雪	0	0	1	10				25				1377					1									1																	
1378	暴风雪_伤害	0	0	1	34				3					3025													1																	
1380	星月	1	60	1	5				10				1380	167										5			1																	
1381	连环星月	1	60	1	2				10				1381	167			70							5			1																	
1382	连环星月_子	0	0	1	2			1	7				1381				70										1																	
1383	烈焰枪	0	0	1	7				30				1383				80																											
1384	烈焰枪_伤害	1	40	1	7				11																																			
1385	火墙	0	0	0	6			15	90			1	52					1																										
1386	半月斩	0	0	1	8				3					167			100										1																	
1387	剑裂	1	180	0	6				3																		1																	
1388	剑裂_效果	0	0	0	6				30				1307				250										1																	
1390	旋风斩_子1	0	0	1	20				3					3024																														
1392	旋扇	6	50	0	5				20				1392				100						1	1																				
1393	旋扇_子	6	55	0	10				20					3027									1	1																				
1394	扇形镖	1	40	1	5				25				1394	167			70							5			1																	
1395	扇形镖_子	0	0	1	5			1	7				1394				70										1																	
1396	毒雾	0	0	1	25				90			1	1396					1									1																	
1397	毒雾_子	0	0	1	25			15	90			1						1									1																	
1398	火焰喷射陷阱	0	0	0	6				30				1398														1																	
1399	火焰喷射陷阱_子	0	0	0	6				25					3026													1																	
1451	圆形半径4.5米预警_目标点	0	0	1	34				38				1328																															
1452	通用扇形预警90度6米	0	0	0	11				30				1452														1																	
1453	圆形半径3米预警_目标点	0	0	1	25				38				1453																															
1454	圆形半径1.5米预警_目标点	0	0	1	16				30				1454																															
1456	圆形半径0.8米预警_目标点	0	0	1	25				30				14																															
1459	范围熔岩喷发—预警	0	0	1	34				38				1458																															
1460	闪电链	2	60	1	5				90			1	1460										1																					
1462	旋风_子1	0	0	1	25				3					3024																														
1464	定时炸弹	2	80	1	2				10				1464																															
1465	定时炸弹_子1	2	80	1	5				120				1465																															
1466	定时炸弹_子2	0	0	1	5				15				1466																															
1467	定时炸弹_子3	0	0	1	25				6																																			
1468	雷击	0	0	1	17				3					3027																														
1469	雷击_效果	0	0	1	17				25				1375														1																	
1470	冰锁连环	1	80	0	3				15		1		1376	341													1																	
1472	暴风雪	0	0	1	10				25				1377					1									1																	
1473	暴风雪_伤害	0	0	1	34				3					3025													1																	
1475	金刚坠_子	0	0	1	25				3					3024													1																	
1476	金刚坠_效果	0	0	0	6				30				18				80										1																	
1478	重拳三连击	0	0	0	15				3					3024			100										1																	
1479	重拳三连击_子	0	0	0	15				3					3024			100										1																	
1481	剑雨	0	0	1	6				15								300										1																	
1482	剑雨_伤害	0	0	1	16				3																		1																	
1483	剑雨_落剑效果	0	0	1	6				25				1481														1																	
1484	剑雨_地裂效果	0	0	1	10				25				1865														1																	
1485	飞剑	1	60	1	4				30				1485				100							5			1																	
1486	十字剑	0	0	0	18				3								230																											
1487	十字剑_子1	0	0	0	18				3								230																											
1488	十字剑_效果1	0	0	0	15				15				1488				150																											
1489	十字剑_效果2	0	0	0	15				15				1489				150																											
1490	鼓舞剑阵	3	0	1	25			15	150			1	1492														1																	
1491	鼓舞剑阵_buff	0	0	0	25				8																																			
1492	鼓舞剑阵_效果	3	0	1	25			29	30		1		1485														1																	
1493	鼓舞剑阵_伤害	1	60	1	6				20				1485	3027													1																	
1494	鼓舞剑阵_收招	3	0	1	25				25				4492														1																	
1495	鼓舞剑阵_爆点	3	0	1	25				5				1493														1																	
1496	卓非凡普攻	0	0	0	15				3					167			200																											
1497	徐铁心普攻	0	0	0	15				3					3024			200										1																	
1498	炮车	1	120	0	12				30				132											10			1																	
1499	炮车_子	1	120	0	12				30					3403										10			1																	
1503	治愈光环	0	0	1	42				16																																			
1504	强体光环	0	0	1	42				16																																			
1505	强体光环_子	0	0	1	42				16																																			
1506	治愈光环_子	0	0	1	42				16																																			
1507	buff_回血	0	0	0	5				16					1507																														
1508	buff_攻击力	0	0	0	5				16					1508																														
1509	buff_抗性	0	0	0	5				16					1509																														
1510	buff_跑速	0	0	0	5				16					1510																														
1512	buffball	0	0	0	5				16					1512																														
1513	buffball	0	0	0	5				16					1513																														
1515	出场击退	0	0	1	35				3																		1																	
1531	熊-地裂	0	0	1	11				25				24				120																											
1532	熊-地裂_子	0	0	1	11				5								120																											
1533	迅捷光环	0	0	1	42				16																																			
1534	迅捷光环_子	0	0	1	42				16																																			
1535	鼓舞光环	0	0	1	42				16																																			
1536	鼓舞光环_子	0	0	1	42				16																																			
1539	俯冲_子	1	140	0	12				6					3027			110								1000	3	0																	
1540	九星连环	1	40	1	5				30				1350	3027			100										1																	
1541	九星连环_子	0	0	0	15			1	30				1350				100										1																	
1548	排山倒海	1	50	0	4				8					3027	1																													
1549	排山倒海_效果	0	0	0	4				30				1548				50										1																	
1550	双龙出海	1	50	0	4				8					3027	1																													
1551	双龙出海_效果	0	0	0	4				30				1548				150										1																	
1552	机关-击退	0	0	1	23				25				18																															
1553	机关-击退_子	0	0	1	23				5																																			
1554	机关-冻结	0	0	1	15				25				1554																															
1555	机关-冻结_子	0	0	1	15				5																																			
1556	机关-回复	0	0	1	17				35				9030																															
1559	机关-扇形火墙	0	0	0	6			15	90			1	52					1																										
1560	机关-扇形火墙_子	0	0	0	6			15	90			1	52					1																										
1561	机关-十字火墙	0	0	0	6			15	90			1	52					1																										
1562	机关-十字火墙_子	0	0	0	6			15	90			1	52				300	1																										
1563	机关-圆形火墙	0	0	0	6			15	90			1	52					1																										
1564	机关-圆形火墙_子	0	0	0	11			15	90			1						1																										
1565	天舞法阵	0	0	1	24			15	90			1	313	3312																		6312												
1566	天舞法阵_子	0	0	1	24			7	90			1		3313						5313																								
1567	银针散射	1	60	0	2				15				1394																															
1568	机关-混乱	0	0	1	15				25				1808																															
1569	机关-混乱_子	0	0	1	15				5																																			
1570	花剑	1	80	0	5				30				1570				50																											
1571	落花	0	0	1	15				60				1571																															
1572	落花_子	0	0	1	15				3																																			
1574	燕舞_子1	0	0	1	17				3																																			
1576	花剑扇	1	60	1	2				30				1570				70										1																	
1577	花剑扇_子	0	0	1	2				22				1570				70										1																	
1578	魅惑	0	0	1	10				60				1578														1																	
1579	魅惑_子	0	0	1	10				5																		1																	
1580	九尾普攻	0	0	0	1				3					3027																														
1581	五星连珠	1	40	1	2				30				1350	3027			100										1																	
1582	五星连珠_子	0	0	0	2			1	17				1350				100										1																	
1583	雷灵破	0	0	0	10				30				1314				100										1																	
1584	雷灵破_伤害	0	0	0	10				15		1			3027													1																	
1585	雷灵破_地裂效果	0	0	0	10				25				1318				100										1																	
1586	九星连环	1	40	1	2				30				1350	3027			100										1																	
1587	九星连环_子	0	0	0	2			1	17				1350				100										1																	
1588	萧动尘_普攻	0	0	1	14				3					167			120										1																	
1589	横扫	0	0	0	15				3					4305			120										1																	
1590	惊雷	0	0	1	6				25				1314																															
1591	惊雷_伤害	0	0	1	34				3																																			
1592	惊雷_地裂效果	0	0	1	10				25				1318																															
1595	萧动尘_冲锋_伤害	1	140	0	12				6					3027			110										0																	
1596	萧动尘_冲锋_效果	0	0	0	6				30				18				0										1																	
1597	寒冰斩	1	80	0	5				8				3304	342			50																											
1599	玄冰无敌斩_子1	1	140	0	5				5				3304	342																														
1600	玄冰无敌斩_子2	0	0	0	0				25				6508																															
1601	寒月弯刀	0	0	1	15				3					167			120										1																	
1602	飞斩	1	80	0	10				10				3304	342			50																											
1603	寒冰斩	1	80	0	5				8				3304	342			50																											
1604	机关地刺	0	0	1	17				3					3024																														
1605	机关地刺_表现效果1	0	0	1	17				25				1368														1																	
1606	夺魂链	1	350	0	5				3														1		1000	3																		
1607	夺魂链_子1	1	120	0	5				10					3024									1																					
1608	夺魂链_子2	0	0	0	5				30				1370										1																					
1609	矩形机关地刺	1	50	1	4				13																																			
1610	矩形机关地刺_持续伤害	0	0	1	4				120				1609	3024													1																	
1611	自爆鸟	2	40	0	5				60		1		1611	3412			50																											
1612	劈空掌	0	0	0	14				20				122				250										1																	
1613	毒雾	0	0	1	20				120			1	1396					1									1																	
1614	毒雾_子	0	0	1	20			15	120			1						1									1																	
1615	银针	1	90	0	3				8				41	3027																														
1616	针散	0	0	1	12				5					3027																														
1617	针散_效果	1	20	1	12				8				41																															
1618	弹射球	2	60	1	4				90			1	1460										1																					
1619	沉默之球	1	60	0	2				15				1464																															
1620	紫毒光环	3	0	1	15				150				1620																															
1621	紫毒光环_子	0	0	1	15				3					3027																														
1622	旋扇	6	50	0	5				20				1392				100						1	1																				
1623	旋扇_子	6	55	0	10				20					3027									1	1																				
1624	九宫飞星	1	80	0	5				20				1394				100						1	1																				
1625	九宫飞星_子	1	80	0	10				20					3027									1	1																				
1626	狂暴	0	0	0	5				16					1508																														
1627	火焰掌	1	50	1	2				15				1323				-50							5			1																	
1628	寒冰掌	1	50	1	2				15				2560				-50							5			1																	
1629	毒镖	1	90	0	3				8				41	3027																														
1630	火焰掌_子	1	80	0	6				8					3026	1					5408					1000	3	1																	
1631	寒冰掌_子	1	80	0	6				8					3025	1					5408					1000	3	1																	
1632	火球术	1	60	0	6				15				1835	3026			50										1																	
1633	炸弹	0	0	0	6				30				139														1																	
1634	炸弹_子1	0	0	0	6				25				4139														1																	
1635	炸弹_子2	0	0	0	6				3					3026													1																	
1636	连环炸弹	1	60	0	6				6			1					-100										1																	
1637	连环炸弹_子1	0	0	0	6				30			1	139														1																	
1638	连环炸弹_子2	0	0	0	6				25				4139				50										1																	
1639	连环炸弹_子3	0	0	0	6				3				401	3026			50										1																	
1640	火墙	0	0	0	6			7	90			1	52				150	1																										
1641	飞火	1	50	1	2				15				1323				-50							5			1																	
1642	飞火_子	1	80	0	6				8					3026	1					5408					1000	3	1																	
1643	冰锥	1	60	0	5				30				2560	3025			50																											
1644	光晕	0	0	1	7				20					3025	2																													
1645	弹射球	2	60	1	4				90			1	308	3025									1																					
1646	暴风雪	0	0	1	28			7	45			1		3025													1																	
1647	暴风雪_特效	0	0	1	10				25			1	1377					1									1																	
1648	星月	1	60	1	5				10				1380	167										5			1																	
1649	双星月	1	60	1	8				10				1380											5			1																	
1650	双星月_子	1	60	1	8				10					167										5			1																	
1651	连环星月	1	60	1	2				10				1381				70							5			1																	
1652	连环星月_子1	0	0	1	2			1	7				1381				70										1																	
1653	狂怒	0	0	0	5				16					1508																														
1654	连环星月_子1	1	60	0	6				8					167	2					5408					1000	3	1																	
1655	杨瑛普攻	0	0	0	10				6					4305			120										1																	
1657	玄冰无敌斩_子1	0	0	0	9				5					342			120																											
1658	玄冰无敌斩_子2	0	0	0	0				25				6508																															
1659	太乙生风	1	60	0	8				15				62														1																	
1660	扇形半月	0	0	0	10				6					168			120										1																	
1661	雪块	0	0	0	8				3					3025													1																	
1662	雪块_特效	0	0	0	8				25				1661														1																	
1663	剑魄	0	0	1	4				30				1866				100										1																	
1664	剑魄_子	1	1	1	4				30				1866	3027			100							30			1																	
1665	定时炸弹	2	80	1	2				10				1464																															
1666	定时炸弹_子1	2	80	1	5				45				1465																															
1667	定时炸弹_子2	0	0	1	5				15				1466																															
1668	定时炸弹_子3	0	0	1	25				6																																			
1669	飞斩	1	80	0	10				10				3304	342			50																											
1671	重旋	0	0	1	15				3																																			
1673	重旋散剑_子1	3	0	1	17				91																																			
1674	上官飞龙普攻	0	0	0	9				6					4305			120										1																	
1675	重旋散剑_子2	1	120	1	5				10				1866	3024																														
1680	重锤砸地	0	0	0	15				25				18																															
1681	重锤砸地_子	0	0	0	15				3					3026																														
1682	火炮	0	0	0	15				25				1808																															
1683	火炮_子	0	0	0	15				3					3026		1																												
1685	无形蛊	0	0	1	36				16																		1																	
1686	无形蛊_子	3	100	1	15			5	31			1	401	3027													1																	
1687	反弹卫士	0	0	0	36				16																																			
1689	毒刺	1	40	1	5				25		1		1394	3027			70							5			1																	
1694	圆形半径3米预警_目标点（1秒）	0	0	1	25				23				1453																															
1701	箭塔	4	100	1	5				13				1701				30										1			250	70													
1702	箭塔_特效	0	0	1	17				30				26														1																	
1703	箭塔_子	0	0	1	17				3																		1																	
1704	箭塔-追踪弹	2	120	1	5				100		1		1701	3026													1			250	50													
1705	buff_攻击力	0	0	0	5				16					1508																														
1706	buff_回血	0	0	0	5				16					1507																														
1707	buff_抗性	0	0	0	5				16					1509																														
1718	攻城车撞击	0	0	1	6				20				178														1																	
1719	攻城车撞击_子	1	200	1	6				3					3024													1																	
1721	劲弩车普攻	1	120	0	12				15				132											10			1																	
1722	劲弩车普攻_伤害	1	120	0	12				9					3403										10			1																	
1723	劲弩车扇形弩	1	140	0	8				8					3407	2												1																	
1724	劲弩车扇形弩_效果	1	120	0	8				15				132											10			1																	
1725	铁炮车普攻	0	0	1	13				5					3026													1																	
1726	铁炮车普攻_特效1	0	0	1	13				25				1327					1									1																	
1727	铁炮车普攻_特效2	0	0	1	13				30				26														1																	
1728	铁炮车特殊	0	0	1	26				5					3026													1																	
1729	铁炮车特殊_特效1	0	0	1	26				25				1327					1									1																	
1730	铁炮车特殊_特效2	0	0	1	26				30				26														1																	
1731	神射手普攻	1	120	0	3				9				2722	3401										10			1																	
1732	鼓舞战吼	0	0	1	71				16																																			
1733	鼓舞战吼_子	0	0	1	71				16																																			
1751	苍蓝雨剑	1	60	0	3				15			1					-100										1																	
1752	苍蓝雨剑_子1	1	20	0	3				10			1															1																	
1753	苍蓝雨剑_落剑效果	0	0	0	10			6	40				1481														1																	
1754	苍蓝雨剑_地裂效果	0	0	1	10				25				1865														1																	
1755	苍蓝雨剑_伤害	0	0	0	64			7	30		0	1		3027													1																	
1756	挥砍	0	0	0	10				3					3027			120										1																	
1758	天外飞仙_子	1	140	0	12				6					3027			110																											
1759	雪一刀	1	100	1	14				14				1380	167													1																	
1760	梦蝶剑	1	80	1	12				15				1570											5			1																	
1761	梦蝶剑_子	1	80	1	12				15					3027										5			1																	
1762	绝情断意剑	0	0	0	10				3					167			120										1																	
1763	烈火情天	1	100	1	12				15				56											5			1																	
1764	烈火情天_子1	1	100	1	12				15					3026										5			1																	
1767	镇狱破天劲_子2	0	0	1	20				3					3024													1																	
1768	花飞蝴蝶剑	0	0	1	4				15				1570				100										1																	
1769	花飞蝴蝶剑_子	2	60	1	4				30		1		1570	3027			100							5			1																	
1771	岳家枪	1	70	0	4				12				2564	3601																														
1773	忠贯白日_子	2	70	0	4				13				2564	3601										15			1																	
1774	随意曲_定	0	0	0	1				2																																			
1775	随意曲_残	0	0	0	1				2																																			
1776	随意曲_缓	0	0	0	1				2																																			
1777	随意曲_麻	0	0	0	1				2																																			
1778	随意曲_晕	0	0	0	1				2																																			
1779	荆轲刺	0	0	0	5				3					3701																														
1782	暗影刺_普攻1	0	0	0	8				3					3703			100										1																	
1783	暗影刺_普攻2	0	0	0	8				3					3703			100										1																	
1784	荆轲刺2	0	0	0	5				3					3701																														
1785	唐简普攻	5	80	0	5				16		1		949	34001			50			5929							1																	
1786	唐简普攻_子	1	80	1	4				11		1		949	34001													1																	
1787	九宫飞星	0	0	1	4				7				24012														1																	
1788	九宫飞星_子1	5	100	1	4				15		1		24012	34012										5			1																	
1789	九宫飞星_子2	1	87	1	4				3				24025														1																	
1790	穿心镖	0	0	1	4				5				24012														1																	
1791	穿心镖_子1	1	100	1	4				15				24012	34012										5			1																	
1792	穿心镖_子2	1	87	1	4				3				24025														1																	
1793	鬼谷子普攻	0	0	1	10				5					34002													1																	
1794	鬼谷子普攻_特效	0	0	1	10				30				2842				-250										1						1											
1795	合纵连横	0	0	0	64				3					34002													1																	
1796	合纵连横_特效	0	0	0	64				20				13206														1						1											
1801	强盗刀光重击	0	0	1	8				3																																			
1803	强盗旋风斩_子1	0	0	1	17				3					3024																														
1804	连月斩	1	60	1	5				10				1381	167			70							5			1																	
1805	强盗刀光重击_子	0	0	1	8				15				178																															
1806	锤子重击	0	0	1	10				3					180																														
1807	锤子普攻	0	0	0	1				3					3021																														
1808	重锤裂地	0	0	0	15				25				1808				200																											
1809	重锤裂地_子	0	0	0	15				3					3026			200																											
1810	重锤裂地_预警	0	0	1	15				30				1454				200																											
1811	烈焰半月斩	1	80	0	5				10				1340	3412			50																											
1812	连续烈焰半月斩	1	80	0	5				10				1812	3412			50																											
1813	连续烈焰半月斩_子	1	80	0	5				10				1813	3412			50																											
1814	多重豪火球	1	50	1	2				15				1323	3026			-50							5			1																	
1815	火墙	0	0	0	6			7	90			1	52				150	1																										
1816	寒冰斩	1	80	0	5				8				3304	342			50																											
1818	玄冰无敌斩_子1	1	140	0	5				5				3304	342																														
1819	玄冰无敌斩_子2	0	0	0	0				25				6508																															
1820	寒月弯刀	0	0	1	15				3					167			120										1																	
1821	飞斩	1	80	0	10				10				3304	342			50																											
1823	钉拳三连击	0	0	0	11				3					3024			100										1																	
1824	钉拳三连击_子	0	0	1	20				3					3024			180										1																	
1825	横扫-右至左	0	0	1	15				3					167			120										1																	
1826	狼牙地刺	1	50	1	4				10																		1																	
1827	狼牙地刺_效果	0	0	0	3				20				1827														1																	
1828	狼牙地刺_伤害	0	0	1	32				5																		1																	
1829	狼牙地刺_出现位置	0	0	0	3				3								130										1																	
1830	红缨枪	1	100	0	5				10				401	3401										5			1																	
1831	红缨风	1	40	0	10				25				62														1																	
1832	红缨风_子	1	40	0	10				25					3027													1																	
1834	寒冰箭	1	80	0	6				15				1376	3025			50										1																	
1835	火球术	1	60	0	6				15				1835	3026			50										1																	
1836	寒冰箭扫射	1	50	1	5			4	12		1		1376				50										1																	
1837	寒冰箭扫射（爆炸）	0	0	1	8				25				1837														1																	
1838	寒冰箭扫射（伤害）	0	0	1	8				3		1			3025													1																	
1839	火球术扫射	1	50	1	5			4	12		1		1323				50										1																	
1840	火球术扫射（爆炸）	0	0	1	8				25				4323														1																	
1841	火球术扫射（伤害）	0	0	1	8				3		1																1																	
1842	钉拳三连击_效果	0	0	0	11				25				1808				180										1																	
1843	金色半月斩	1	100	0	6				6				1843	166			50										1																	
1844	连环金色半月斩	1	100	0	6				15				1843	166			50										1																	
1845	枫林卫刀光重击	0	0	1	10				3																																			
1846	枫林卫刀光重击_子	0	0	1	10				15				178																															
1847	金色击退斩	1	100	0	6				15				1843	166			50										1																	
1848	雷击	0	0	1	10				3					3027																														
1849	雷击_效果	0	0	1	10				25				1375														1																	
1850	雷神之怒_预警	0	0	1	3				30				1453				200										1																	
1851	雷神之怒	1	40	1	4				20				1850														1																	
1852	雷神之怒_伤害	0	0	1	7				20						2												1																	
1853	雷神之怒_出现位置	0	0	1	3				3								200										1																	
1854	狂雷	0	0	1	6				25				1314																															
1855	狂雷_伤害	0	0	1	15				3					3027																														
1856	狂雷_地裂效果	0	0	1	10				25				1318																															
1857	狂雷2	0	0	1	6				25				1314																															
1858	狂雷3	0	0	1	6				25				1314																															
1859	狂雷_伤害2	0	0	1	15				24					3027																														
1860	狂雷_伤害3	0	0	1	15				39					3027																														
1863	重剑破尘	0	0	1	34				3																																			
1864	重剑破尘_落剑效果	0	0	1	6				25				1864																															
1865	重剑破尘_地裂效果	0	0	1	10				25				1865																															
1866	剑魄	0	0	1	4				30				1866				100										1																	
1867	剑魄_子	1	1	1	4				30				1866	3027			100							30			1																	
1868	旋剑破土	0	0	1	25				10					3027			100										1																	
1869	剑刺	1	60	1	4				30				1869														1																	
1870	剑刺_子	0	0	1	4				10				1870														1																	
1871	挥剑	0	0	0	14				3					3027			160										1																	
1873	苏墨芸冲刺_子	1	140	0	12				6								110																											
1875	冲锋_子	1	140	0	12				7					3027			110								1000	3	0																	
1878	巨石坑	0	0	1	15				5					3026													1																	
1879	巨石坑_特效	0	0	1	15				25				1327					1									1																	
1880	巨石坑_地裂特效	0	0	1	15				30				1808														1																	
1882	全屏中毒光环_子1	0	0	0	50				3					3027													1																	
1885	光环秒杀	0	0	1	10				16																		1																	
1886	光环秒杀_子	3	0	1	10				45					168													1																	
1888	旋转秒杀_子	0	0	1	29				3					3024																														
1889	全屏中毒光环_子2	0	0	0	50				16																		1																	
1890	喷射陷阱5-龙柱	0	0	1	6				40				1890				100										1																	
1891	喷射陷阱5-龙柱_子	1	40	1	6				13					3026			50										1																	
1892	npc近身单体_木	0	0	0	1				3					1892																														
1893	npc近身单体_水	0	0	0	1				3					1893																														
1894	npc近身单体_火	0	0	0	1				3					1894																														
1895	npc近身单体_土	0	0	0	1				3					1895																														
1896	npc近身单体2_爪子金	0	0	0	1				3					1896																														
1897	npc近身单体2_爪子木	0	0	0	1				3					1897																														
1898	npc近身单体2_爪子水	0	0	0	1				3					1898																														
1899	npc近身单体2_爪子土	0	0	0	1				3					1899																														
1986	初级反击_子	0	0	1	16				3					3027													1																	
1987	初级反击_效果	0	0	1	10				25				2841														1																	
1989	中级反击_子	0	0	1	16				3					3027													1																	
1990	中级反击_效果	0	0	1	10				25				2841														1																	
1992	高级反击_子	0	0	1	16				3					3027													1																	
1993	高级反击_效果	0	0	1	10				25				2841														1																	
2035	致命光环-火	0	0	0	36				16																																			
2036	致命光环-火_子	3	0	0	15			15	31			1		3026																														
