StateEffectId	StateName	EffectResID1	SlotID1	EffectResID2	SlotID2	HeadResID	Alpha	ChangeSize	ChangeSizeSpeed	RunActID	HeadWord	MagicDesc	Icon	IconAtlas	NotShowTime	HideBody	HideHead	ShowSort	HightLightSkill	RequireSuperpose
4119	混元乾坤											吸取生命 +[00ff00]steallife_p1%[-]	Kunlun_bd02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4120	混元乾坤											生命回复效率 [FF3030]降低lifereplenish_p1%[-]\n移动速度 [FF3030]降低runspeed_p1%[-]	Kunlun_bd02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4121	御风行	613										总抵御伤害点数：[00ff00]t_magicshield1[-]	WudangSkill_04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4131	一气三清	613										总抵御伤害点数：[00ff00]t_magicshield1[-]	WudangSkill_04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4134	初级秘籍：仙人指路											基础会心几率 +[00ff00]deadlystrike_p1%[-]\n造成眩晕时间 +[00ff00]state_stun_attacktime1[-]	Kl_mj03_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4140	中级秘籍：仙人指路											免疫迟缓效果\n免疫负面效果	Kl_mj03_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4143	中级秘籍：混沌剑阵											基础全系抗性 [FF3030]降低all_series_resist_p1%[-]	Kl_mj01_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4150	高级秘籍：混沌剑阵											远程伤害抗性 +[00ff00]remote_dmg_p1%[-]	Kl_mj01_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4153	天清地浊											攻击速度-[00ff00]attackspeed_v1[-]点\n基础攻击力-[00ff00]physics_potentialdamage_p1%[-]\n基础抗性 +[00ff00]all_series_resist_p1%[-]\n基础闪避 +[00ff00]defense_p1%[-]	Kunlun_bd08_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4155	高级秘籍：啸风三连击	14432										基础闪避 [FF3030]降低defense_p1%[-]\n抗属性效果几率 [FF3030]降低resist_allseriesstate_rate_v1[-]\n抗负面效果几率 [FF3030]降低resist_allspecialstate_rate_v1[-]	Kunlun_bd08_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4156	高级秘籍：雷动九天											清除并免疫属性效果	Kl_mj03_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4211	醉蝶狂舞	24211								31		移动速度 +[00ff00]runspeed_v1[-]\n基础闪避 +[00ff00]defense_p1%[-]	GaibangSkill_05_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4219	霸王卸甲											忽略最终抗性 +[00ff00]ignore_all_resist2%[-]	Gaibang_bd06_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4223	游龙决											基础攻击力 +[00ff00]physics_potentialdamage_p1%[-]	Gaibang_bd01_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4241	秘籍：醉蝶狂舞											移动速度 +[00ff00]runspeed_v1[-]\n基础闪避 +[00ff00]defense_p1%[-]	Gb_mj04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4250	秘籍：困龙功											基础全系抗性 [FF3030]降低all_series_resist_p1%[-]	Gb_mj02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4301	中毒	14305																		
4312	召唤灵蛇											灵蛇	WuduSkill_02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4314	召唤碧蟾											碧蟾	WuduSkill_02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4316	召唤赤蝎											会心伤害 +[00ff00]deadlystrike_damage_p1%[-]	WuduSkill_02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4318	召唤风蜈											风蜈	WuduSkill_02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4320	召唤墨蜘											墨蜘	WuduSkill_02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4336	迷心蛊					24336						受到毒攻伤害提升[00ff00]recdot_wood_p1%[-]	WuduSkill_04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4341	百毒穿心											基础会心几率 +[00ff00]deadlystrike_p1%[-]	Wudu_bd05_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4342	百毒穿心											基础会心几率 +[00ff00]deadlystrike_p1%[-]	Wudu_bd05_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4348	回魂秘咒	14348										受到伤害转换成生命回复	Wudu_bd07_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4325	碧蟾											木系抗性 [FF3030]降低wood_resist_v1[-]点	WuduSkill_02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4330	风蜈											闪避 [FF3030]降低defense_v1[-]点	WuduSkill_02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4371	秘籍：阴风蚀骨											攻击速度 +[00ff00]attackspeed_v1[-]	Wdu_mj03_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4375	秘籍：碧蟾											木系抗性 [FF3030]降低wood_resist_v1[-]点	Wdu_mj04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4378	秘籍：风蜈											闪避 [FF3030]降低defense_v1[-]点	Wdu_mj04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4381	秘籍：迷心蛊											主动技能冷却时间 +[00ff00]allfactionskill_cd_point1/15[-]秒	Wdu_mj01_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4410	心剑	34410										基础攻击力 +[00ff00]physics_potentialdamage_p1%[-]\n基础会心几率 +[00ff00]deadlystrike_p1%[-]\n对非玩家敌人伤害 +[00ff00]damage4npc_p1%[-]	CangjianSkill_05_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4418	鹤归孤山											基础攻击力 +[00ff00]physics_potentialdamage_p1%[-]	Cangjian_bd02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4419	鹤归孤山											基础攻击力 [FF3030]降低physics_potentialdamage_p1%[-]\n毒攻伤害 [FF3030]降低add_dottype_wood_p2%[-]	Cangjian_bd02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4423	映波锁澜	2849										基础全系抗性提高[00ff00]all_series_resist_p1%[-]\n免疫致缠效果\n免疫负面效果\n	Cangjian_bd04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4439	中级秘籍：断潮											断潮的基础攻击力增加[00ff00]add_usebasedmg_p12%[-]\n断潮有[00ff00]add_fixed_r2%[-]几率定身[00ff00]add_fixed_t2/15[-]秒	Cj_mj02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4443	高级秘籍：心剑	2849										免疫致缠效果\n免疫负面效果	CangjianSkill_05_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4451	初级秘籍：玉泉鱼跃	14432										移动速度 [FF3030]降低runspeed_v1[-]	Cj_mj03_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4462	高级秘籍：峰插云景											会心伤害 [FF3030]降低deadlystrike_damage_p1%[-]	Cj_mj04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4488	心剑	34410										每次普攻命中提升自身属性：\n基础攻击力 +[00ff00]physics_potentialdamage_p1%[-]	CangjianSkill_05_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4489	心剑											基础攻击力 +[00ff00]physics_potentialdamage_p1%[-]	CangjianSkill_05_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4509	云生结海	1008										基础攻击力 +[00ff00]physics_potentialdamage_p1%[-]\n基础全系抗性 +[00ff00]all_series_resist_p1%[-]\n反弹近程伤害 +[00ff00]meleedamagereturn_p1%[-]\n反弹远程伤害 +[00ff00]rangedamagereturn_p1%[-]	ChanggeSkill_03_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4510	云生结海	1008										基础攻击力 +[00ff00]physics_potentialdamage_p1%[-]\n基础全系抗性 +[00ff00]all_series_resist_p1%[-]\n反弹近程伤害 +[00ff00]meleedamagereturn_p1%[-]\n反弹远程伤害 +[00ff00]rangedamagereturn_p1%[-]	ChanggeSkill_03_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4519	江逐月天											基础命中 [FF3030]降低attackrate_p1%[-]\n基础会心 [FF3030]降低deadlystrike_p1%[-]	ChanggeSkill_02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4520	江逐月天											基础攻击力 +[00ff00]physics_potentialdamage_p1%[-]\n攻击速度 +[00ff00]attackspeed_v1[-]\n移动速度 +[00ff00]runspeed_v1[-]	ChanggeSkill_02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4523	夜引风岚											基础闪避 +[00ff00]defense_p1%[-]\n抗属性效果时间 +[00ff00]resist_allseriesstate_time_v1[-]点	Tangmen_bd07_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4528	魔音缠绕	14528										基础攻击力 [FF3030]降低physics_potentialdamage_p1%[-]\n基础命中 [FF3030]降低attackrate_p1%[-]\n基础会心 [FF3030]降低deadlystrike_p1%[-]\n基础全系抗性 [FF3030]降低all_series_resist_p1%[-]	Changge_bd05_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4542	阳春白雪	14542										回复效果无效	Changge_bd02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4572	平沙雁落											基础攻击力 [FF3030]降低physics_potentialdamage_p1%[-]	Changge_bd02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4610	银瓶玉碎					24610						基础攻击力 [FF3030]降低physics_potentialdamage_p1%[-]\n受到攻击失去1层效果	TianshanSkill_03_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4620	凤栖梧桐											基础攻击力 +[00ff00]physics_potentialdamage_p1%[-]	Tianshan_bd03_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4624	水幕天华											忽略敌人最终闪避几率 +[00ff00]ignore_defense_p1%[-]\n会心免伤 +[00ff00]weaken_deadlystrike_damage_p1%[-]	Tianshan_bd04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4625	水幕天华											会心免伤 +[00ff00]weaken_deadlystrike_damage_p1%[-]	Tianshan_bd04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4627	逆水寒	14627										吸取生命 +[00ff00]steallife_p1%[-]\n基础全系抗性 +[00ff00]all_series_resist_p1%[-]\n清除并免疫属性、负面效果	Tianshan_bd07_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4632	空山凝云	24611										基础攻击力 +[00ff00]physics_potentialdamage_p1%[-]\n攻击速度 +[00ff00]attackspeed_v1[-]\n受到攻击失去1层效果	TianshanSkill_04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4650	高级秘籍：飞燕凌波											基础会心几率 +[00ff00]deadlystrike_p1%[-]	TianshanSkill_02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4652	高级秘籍：银瓶玉碎											会心免伤 [FF3030]降低weaken_deadlystrike_damage_p1%[-]	TianshanSkill_03_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4655	高级秘籍：空山凝云											清除并免疫负面效果	TianshanSkill_04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4656	初级秘籍：水龙吟	14656										[00ff00]ignore_dmgskill1/100%[-]几率无法获得部分增益	TianshanSkill_05_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4706	运营_体型放大							150	3			体型放大50%	BUFF_zhuxiudan	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4707	运营_最终伤害放大											最终伤害放大 +[00ff00]enhance_final_damage_p1%[-]	BUFF_zhuxiudan	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4708	运营_基础血量											基础生命上限 +[00ff00]lifemax_p1%[-]	BUFF_zhuxiudan	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4709	运营_当前血量											当前生命 +[00ff00]lifecurmax_p1%[-]	BUFF_zhuxiudan	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4710	门客解封特效1	4710																		
4711	门客解封特效2	4711																		
4712	你是猪吗？							100	10			呼噜呼噜··	PetPig	UI/Atlas/Item/Item/Item19.prefab						
4713	变大至120%							120	10											
4714	变大至140%							140	10											
4715	变大至160%							160	10											
4716	变大至180%							180	10											
4717	变大至200%							200	10											
4718	变大至220%							220	10											
4719	变大至240%							240	10											
4720	变大至260%							260	10											
4721	变大至280%							280	10											
4722	变大至300%							300	10											
4723	变大至320%							320	10											
4724	变大至340%							340	10											
4725	变大至360%							360	10											
4726	变大至380%							380	10											
4727	变大至400%							400	10											
4728	变大至420%							420	10											
4729	变大至440%							440	10											
4730	变大至460%							460	10											
4731	变大至480%							480	10											
4732	变大至500%							500	10											
4743	着手回春					4507						每[00ff00]recover_life_p2/15[-]秒回复[00ff00]recover_life_p1%[-]生命	buff_recover	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4744	不灭剑意					4508						最终伤害放大 +[00ff00]enhance_final_damage_p1%[-]	buff_adddamage	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4745	金刚不坏					4509						最终伤害抵消 +[00ff00]reduce_final_damage_p1%[-]	buff_series	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4751	糖葫芦											酸甜可口，回味无穷	Toys_tanghulu	UI/Atlas/Item/Item/Item17.prefab						
4752	龙头特效	9298																		
4753	龙身特效	9299																		
4754	龙尾特效	9300																		
4808	冲脉·幽门	2849										免疫属性效果与负面效果	buff_jingmai1	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4812	阴跷脉·公孙	14812										生命回复效率 [FF3030]降低lifereplenish_p1%[-]	jm_skill05	UI/Atlas/SkillIcon/MeridianSkill.prefab						
4814	阳维脉·金门	7367	1									忽略基础全抗 +[00ff00]ignore_all_resist_vp1%[-]	jm_skill06	UI/Atlas/SkillIcon/MeridianSkill.prefab						
4902	王座	14902																		
4903	柱子无敌	14903																		
4905	心灵之护	14905										伤害抵挡 +[00ff00]100%[-]	BUFF_zhuxiudan	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4906	家族聚餐											在家族聚餐场景中每隔[00ff00]15[-]秒获取一次经验，[00ff00]每猜对一个成语，获取的经验值增加1倍[-]	Head_jh_zhuozi02	UI/Atlas/Home/HomeScreenAtlas2.prefab						
4951	宠物的祝福											对怪物伤害 +[00ff00]damage4npc_p1%[-]	Buff_dog	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4952	宠物的祝福											打怪经验 +[00ff00]enhance_exp_p1%[-]	Buff_dog	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4953	宠物的祝福											打怪经验 +[00ff00]enhance_exp_p1%[-]\n打怪经验共享 +[00ff00]userdesc_1011%[-]	Buff_dog	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4954	宠物的祝福											银两获得 +[00ff00]exp_coin_contrib2%[-]	Buff_dog	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4955	宠物的祝福											银两获得 +[00ff00]exp_coin_contrib2%[-]\n贡献获得 +[00ff00]exp_coin_contrib3%[-]	Buff_dog	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4956	宠物的祝福											五行相克弱化 +[00ff00]series_abate_v1[-]	Buff_dog	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4957	宠物的祝福											五行相克弱化 +[00ff00]series_abate_v1[-]\n五行相克强化 +[00ff00]series_enhance_v1[-]	Buff_dog	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4958	宠物的祝福											基础全系抗性 +[00ff00]all_series_resist_p1%[-]	Buff_dog	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4959	宠物的祝福											基础全系抗性 +[00ff00]all_series_resist_p1%[-]\n回复效率 +[00ff00]lifereplenish_p1%[-]	Buff_dog	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4960	宠物的祝福											基础生命上限 +[00ff00]lifemax_p1%[-]	Buff_dog	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4961	宠物的祝福											基础生命上限 +[00ff00]lifemax_p1%[-]\n反弹近程伤害 +[00ff00]meleedamagereturn_p1%[-]\n反弹远程伤害 +[00ff00]rangedamagereturn_p1%[-]	Buff_dog	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4962	宠物的祝福											抗属性效果几率 +[00ff00]resist_allseriesstate_rate_v1[-]	Buff_dog	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4963	宠物的祝福											抗属性效果几率 +[00ff00]resist_allseriesstate_rate_v1[-]\n移动速度 +[00ff00]runspeed_v1[-]	Buff_dog	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4964	宠物的祝福											忽略基础全抗 +[00ff00]ignore_all_resist_vp1%[-]	Buff_dog	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4965	宠物的祝福											忽略基础全抗 +[00ff00]ignore_all_resist_vp1%[-]\n吸取生命 +[00ff00]steallife_p1%[-]	Buff_dog	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4966	宠物的祝福											忽略基础闪避 +[00ff00]ignore_defense_vp1%[-]	Buff_dog	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4967	宠物的祝福											忽略基础闪避 +[00ff00]ignore_defense_vp1%[-]\n基础攻击力 +[00ff00]physics_potentialdamage_p1%[-]	Buff_dog	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4968	宠物的祝福											会心伤害 +[00ff00]deadlystrike_damage_p1%[-]	Buff_dog	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4969	宠物的祝福											会心伤害 +[00ff00]deadlystrike_damage_p1%[-]\n基础会心几率 +[00ff00]deadlystrike_p1%[-]	Buff_dog	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4970	宠物的祝福											攻速 +[00ff00]attackspeed_v1[-]	Buff_dog	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4971	宠物的祝福											攻速 +[00ff00]attackspeed_v1[-]\n属性效果几率 +[00ff00]add_seriesstate_rate_v1[-]	Buff_dog	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5015	浴血蹈锋	25015						120	15			免疫属性效果\n免疫负面效果\n基础生命上限 +[00ff00]lifemax_p1%[-]\n基础攻击力 +[00ff00]physics_potentialdamage_p1%[-]\n每[00ff00]2秒[-]减少化血劫光的剩余冷却时间[00ff00]reduce_cd_time_point12/15[-]秒	BadaoSkill_05_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab					5005	
5019	否极泰来	25006										濒死时扣除[00ff00]1[-]层免死并回复[00ff00]dir_recover_life_pp1/100%[-]最大生命同时无敌[00ff00]skill_statetime1/15[-]秒	Badao_bd02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5027	避实就虚											基础全系抗性 [FF3030]降低all_series_resist_p1%[-]	Badao_bd06_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5033	乘胜逐北											会心伤害 +[00ff00]deadlystrike_damage_p1%[-]\n基础全系抗性 +[00ff00]all_series_resist_p1%[-]\n攻击速度 +[00ff00]attackspeed_v1[-]\n移动速度 +[00ff00]runspeed_v1[-]	Badao_bd07_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5035	连环刀.攻击降低											基础攻击力 [FF3030]降低physics_potentialdamage_p1%[-]	Badao_bd04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5036	连环刀.攻击提高											基础攻击力 +[00ff00]physics_potentialdamage_p1%[-]	Badao_bd04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5052	初级秘籍：挟山超海	2849										免疫属性效果	BadaoSkill_03_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5053	高级秘籍：挟山超海	2849										免疫属性效果\n会心免伤 +[00ff00]weaken_deadlystrike_damage_p1%[-]	BadaoSkill_03_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5054	初级秘籍：逆血截脉	14432										基础全系抗性 [FF3030]降低all_series_resist_p1%[-]\n移动速度 [FF3030]降低runspeed_v1[-]	Badao_bd04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5056	高级秘籍：浴血蹈锋	2416										[00ff00]无敌[-]	Bd_mj04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5083	浴血蹈锋	25015						120	15											
5100	抵消伤害											最终伤害抵消 +[00ff00]reduce_final_damage_p1%[-]	Bd_mj04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5102	点名炸弹	1454																		
5104	五行护体_金	15104																		
5105	五行护体_木	15105																		
5106	五行护体_水	15106																		
5107	五行护体_火	15107																		
5108	五行护体_土	15108																		
5109	分					15109														
5110	合					15110														
5111	反弹近战	2708																		
5112	反弹远程	2708																		
5113	吸魂											最终伤害放大 +[00ff00]enhance_final_damage_p1%[-]	Bd_mj04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5114	狂暴噬血	1367										最终伤害放大 +[00ff00]enhance_final_damage_p1%[-]	Bd_mj04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5135	传送金符	15135																		
5136	传送银符	15136																		
5137	伤害抵挡											伤害抵挡 +[00ff00]defuse_damage2%[-]\n(短时间内被多次击为重伤所获得的状态)	BUFF_zhuxiudan	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5138	天龙珠-2颗	25138																		
5139	天龙珠-4颗	25139																		
5140	天龙珠-6颗	25140																		
5144	士气高涨											基础生命上限 +[00ff00]lifemax_p1%[-]\n基础攻击力 +[00ff00]physics_potentialdamage_p1%[-]	BUFF_shiqigaozhang	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5218	剑意											华山剑意	HuashanSkill_04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab					5206	7
5210	天绅倒悬	15210										基础攻击力 [FF3030]降低physics_potentialdamage_p1%[-]	HuashanSkill_03_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5221	破招	15221										破解一切招式	Huashan_bd02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5234	紫霞剑气											增加风送紫霞的伤害次数	HuashanSkill_05_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab					5215	5
5249	中级秘籍：萧史乘龙											免疫属性效果\n免疫负面效果	Hs_mj01_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5251	初级秘籍：朝阳一气剑	14432										移动速度 [FF3030]降低runspeed_p1%[-]	Hs_mj02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5252	中级秘籍：朝阳一气剑											会心伤害 +[00ff00]deadlystrike_damage_p1%[-]	Hs_mj02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5141	冥想中										|Blue_06|Blue_07|Blue_03									
5142	入魔										|Red_01|Red_02									
5359	绝学:火凤燎原											基础闪避值 +[00ff00]defense_p1%[-]	Taohua_jx01_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5362	绝学:大力金刚指											基础攻击力 +[00ff00]physics_potentialdamage_p1%[-]	Shaolin_jx01_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5365	绝学:五毒笛法											会心伤害 +[00ff00]deadlystrike_damage_p1%[-]	Wudu_jx01_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5366	绝学:玉泉鱼跃											会心伤害 +[00ff00]deadlystrike_damage_p1%[-]\n会心免伤 +[00ff00]weaken_deadlystrike_damage_p1%[-]	Cangjian_jx01_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5367	绝学:余音绕梁											[00ff00]清音长啸[-]的基础攻击力增加[00ff00]add_usebasedmg_p12%[-]	Changge_jx01_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab					4511	
5368	绝学:余音绕梁											[00ff00]平沙雁落[-]的基础攻击力增加[00ff00]add_usebasedmg_p22%[-]	Changge_jx01_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab					4506	
5370	绝学:血战八方											[00ff00]血战八方[-]的基础攻击力增加[00ff00]add_usebasedmg_p12%[-]	Tianwang_jx02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5371	绝学:白露凝霜											基础攻击力 +[00ff00]physics_potentialdamage_p1%[-]\n近程伤害抗性 +[00ff00]melee_dmg_p1%[-]\n远程伤害抗性 +[00ff00]remote_dmg_p1%[-]	Emei_jx02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5372	绝学:桃花箭术											基础攻击力 +[00ff00]physics_potentialdamage_p1%[-]\n闪避 +[00ff00]defense_p1[-]	Taohua_jx02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5374	绝学:坐忘无我											近程伤害抗性 +[00ff00]melee_dmg_p1%[-]\n远程伤害抗性 +[00ff00]remote_dmg_p1%[-]	Wudang_jx02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5377	绝学:冰心雪莲											[8dccf7]<翠烟御伞诀>[-]的基础攻击力 +[00ff00]add_usebasedmg_p12%[-]	Cuiyan_jx02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5378	绝学:九宫飞星											会心伤害 +[00ff00]deadlystrike_damage_p1%[-]\n基础会心几率 +[00ff00]deadlystrike_p1%[-]	Tangmen_jx02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5379	绝学:无我无剑	14542										回复效果无效	Changge_bd02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5382	绝学:映波锁澜											基础生命上限 +[00ff00]lifemax_p1%[-]	Cangjian_jx02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5385	绝学:挟山超海											全系抗性 +[00ff00]all_series_resist_p1%[-]	Badao_jx02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5451	不溃					15451						减少天龙珠掉落的数量	buff_bukui	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5452	复苏					4507						每[00ff00]recover_life_p2/15[-]秒回复[00ff00]recover_life_p1%[-]生命	buff_recover	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5453	潜行											(使用技能会立刻打破隐身状态)	hd_changecard_gq	UI/Atlas/Item/Item/Item5.prefab						
5454	疾行					4510						移动速度 +[00ff00]runspeed_v1[-]	buff_runspeed	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5455	无敌	2416										免疫伤害与控制	buff_wudi	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5512	火光残影									31		移动速度 +[00ff00]runspeed_v1[-]\n基础闪避 +[00ff00]defense_p1%[-]	MingjiaoSkill_04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5517	毁天灭地											腾空而起	MingjiaoSkill_05_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab					5515	
5528	引火烧身											忽略最终抗性 +[00ff00]ignore_all_resist2%[-]\n忽略基础全抗 +[00ff00]ignore_all_resist_vp1%[-]	Mingjiao_bd04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5529	引火烧身											忽略基础全抗 +[00ff00]ignore_all_resist_vp1%[-]	Mingjiao_bd04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5531	星火燎原											免疫属性效果\n免疫负面效果	Mingjiao_bd05_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5535	火舞凌天											基础闪避 +[00ff00]defense_p1%[-]\n基础攻击力 +[00ff00]physics_potentialdamage_p1%[-]	Mingjiao_bd07_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5543	秘籍:电光石火											免疫属性效果\n免疫除冰冻外的负面效果	Mj_mj04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5545	秘籍:火光残影											基础全系抗性 [FF3030]降低all_series_resist_p1%[-]\n移动速度 [FF3030]降低runspeed_v1[-]	Mj_mj03	UI/Atlas/SkillIcon/MJ_Skill.prefab						
