SkillId	SkillName	Property	SkillType	MeleeForm	StartPosType	StartDirType	Icon	IconAtlas	WaitTime	ChildID	ChildCount	MissileForm	MSGenerate	MSGenerateParam	Relation	TimePerCast	IsUseAR	Series	CastActionId	ActionEventID	ActionFrontPer	ActionBackPer	StateEffectId	SkillStyle	IsMelee	StatePriority	StateType	StateTime	StartSkillID	FlySkillId	FlyEventInterval	FlyActEventId	FlyActId	HitSkillID	HitSkillID2	VanishedSkillId	EventSkillLevel	AttackRadius	ClassName	MaxUsePoint	UsePointRecover	Param1	Param1Des	Param2	Param2Des	Param3	Param3Des	Param4	Param4Des	Param5	Param5Des	Param6	Param6Des	CostType	CostValue	FlagAddLevel	FactionLimit	ReqLevel	IsLinkSubSkill	IsAura	Desc	SelectorRange	SelectorType	CollisionSkillId	TargetSelf	DeathActEventID	AttackAnger	CastSoundID	AcceSpeedInfo1	AcceSpeedInfo2	AcceSpeedInfo3	InitSpeed	CastEffectRestId	NotChangeActFrame	NotChangeDir	CanDoSkillPri	UseLimitType	IgnoreObstacleJump	IsActPerFrame	IsPeaceCanUse	IsNotJumpObstacle	IsIgnoreInvincible	IsOnlySyncSelf	IsShareDmgRecord	RemoveWhenSelfDead	RemoveWhenTargetDead	SkillStateWeapon
750	中级·死亡回旋	门派中级秘籍	3				Tr_mj03	UI/Atlas/SkillIcon/TR_Skill.prefab							self	0		4	1						1			0											tr_book2																	2	6	1			效果：使[8dccf7]<死亡回旋>[-]可以造成麻痹，且伤害增加；可累计使用次数，敌人当前生命越低造成的伤害越高																										
751	中级·魔焰在天	门派中级秘籍	3				Tianren_bd04	UI/Atlas/SkillIcon/TR_Skill.prefab							self	0		4	1						1			0											tr_book1																	2	6	1			效果：使[8dccf7]<魔焰在天>[-]附带麻痹的效果；击中敌人后短时间内提高自身攻击力，击中次数越多，持续时间越长																										
756	中级·血月之影	门派中级秘籍	3				Tr_mj01	UI/Atlas/SkillIcon/TR_Skill.prefab							self	0		4	1						1			0											tr_book3																	2	6	1			效果：使用[8dccf7]<血月之影>[-]和打破隐身后一段时间内，提升自身闪避值，清除并免疫负面效果；缩短血月之影冷却时间																										
759	中级·摄魂乱心	门派中级秘籍	3				Tr_mj02	UI/Atlas/SkillIcon/TR_Skill.prefab							self	0		4	1						1			0											tr_book4																	2	6	1			效果：提高[8dccf7]<摄魂乱心>[-]伤害威力，对击中的目标，一段时间内降低属性和负面效果几率抗性以及基础闪避																										
761	高级·死亡回旋	门派高级秘籍	3				Tr_mj03	UI/Atlas/SkillIcon/TR_Skill.prefab							self	0		4	1						1			0											tr_book2																	2	6	1			效果：使[8dccf7]<死亡回旋>[-]可以造成麻痹，且伤害增加；可连累计使用次数，敌人当前生命越低造成的伤害越高；释放时重置自身[8dccf7]<魔焰七杀>[-]为最高效果，提高[8dccf7]<死亡回旋>[-]的会心伤害																										
762	高级·死亡回旋.重置魔焰七杀	门派高级秘籍	2		2		Tr_mj03	UI/Atlas/SkillIcon/TR_Skill.prefab			1				self	0		4	23	1				logic				0										1000	tr_book2_child2																		15	1							1											1											
763	高级·魔焰在天	门派高级秘籍	3				Tianren_bd04	UI/Atlas/SkillIcon/TR_Skill.prefab							self	0		4	1						1			0											tr_book1																	2	6	1			效果：使[8dccf7]<魔焰在天>[-]附带麻痹的效果；击中敌人后短时间内提高自身攻击力，击中次数越多，持续时间越长；提高[8dccf7]<魔焰在天>[-]的攻击力																										
764	中级·魔焰在天_子	门派中级秘籍	2		2		Tianren_bd04	UI/Atlas/SkillIcon/TR_Skill.prefab							self	0		4	16	1			764	buff_attack	1			0										1000	tr_book1_child2																		6	1																													
765	高级·血月之影	门派高级秘籍	3				Tr_mj01	UI/Atlas/SkillIcon/TR_Skill.prefab							self	0		4	1						1			0											tr_book3																	2	6	1			效果：使用[8dccf7]<血月之影>[-]和打破隐身后一段时间内，提升自身闪避值，清除并免疫负面效果；缩短血月之影冷却时间；破隐普攻追加目标生命上限伤害																										
766	秘籍·血月之影_隐身闪避免控	门派高级秘籍	2				Tr_mj01	UI/Atlas/SkillIcon/TR_Skill.prefab							self	0		4	16	1			766	logic	1			0										1000	tr_book3_child1_1																		6	1																													
767	秘籍·血月之影_破隐闪避免控	门派高级秘籍	2				Tr_mj01	UI/Atlas/SkillIcon/TR_Skill.prefab							self	0		4	16	1			767	buff_attack	1			0										1000	tr_book3_child1_2																		6	1																													
768	高级·摄魂乱心	门派高级秘籍	3				Tr_mj02	UI/Atlas/SkillIcon/TR_Skill.prefab							self	0		4	1						1			0											tr_book4																	2	6	1			效果：提高[8dccf7]<摄魂乱心>[-]伤害威力，减少冷却时间，对击中的目标，一段时间内降低属性和负面效果几率抗性以及基础闪避																										
769	初级·摄魂乱心_降低目标闪避和效果抗性	门派初级秘籍	2				Tr_mj02	UI/Atlas/SkillIcon/TR_Skill.prefab							enemy	0		4	16	1			769	curse	1			0										1000	tr_book4_child1																		6	1																													
770	飞鸿无迹	门派技能	3				Tianren_bd08	UI/Atlas/SkillIcon/TR_Skill.prefab							self	0		4	1						1			0											tr_90_fhwj																		6	1			[被动辅助] 攻击命中敌方后随机去除其身上的2个增益并造成额外伤害																										
771	飞鸿无迹_子	门派技能	5		1		Tianren_bd08	UI/Atlas/SkillIcon/TR_Skill.prefab		771	1				enemy	0	0	4	16	1				skill_trigger	1			0										1000	tr_90_fhwj_child																		6	1																													
801	翠烟御伞诀	门派技能	5		2		CuiyanSkill_01	UI/Atlas/SkillIcon/CY_Skill.prefab		801	1	1			enemy	0	1	3	16	801				normal_remote				0										650	cy_pg1																		8	1			[普通攻击]  翠烟御伞诀，远程发出冰箭，对目标造成伤害																										
802	翠烟御伞诀2	门派技能	5		2		CuiyanSkill_01	UI/Atlas/SkillIcon/CY_Skill.prefab		802	1	1			enemy	0	1	3	17	802				normal_remote				0										650	cy_pg2																		8	1	1		[普通攻击]  翠烟御伞诀，远程发出冰箭，对目标造成伤害																										
803	翠烟御伞诀3	门派技能	5		2		CuiyanSkill_01	UI/Atlas/SkillIcon/CY_Skill.prefab		803	1	1			enemy	0	1	3	18	803				normal_remote				0										650	cy_pg3																		8	1	1		[普通攻击]  翠烟御伞诀，远程发出冰箭，对目标造成伤害																										
804	翠烟御伞诀4	门派技能	5		2		CuiyanSkill_01	UI/Atlas/SkillIcon/CY_Skill.prefab		804	1	1			enemy	0	1	3	19	804				normal_remote				0										650	cy_pg4																		8	1	1		[普通攻击]  翠烟御伞诀，远程发出冰箭，对目标造成伤害																										
805	璇玑罗舞_子1_子.直线飞镖	门派技能	5		0	0	CuiyanSkill_01	UI/Atlas/SkillIcon/CY_Skill.prefab		805	1				enemy	0	1	3	16	1				skill_remote				0										1000	cy_tlxj_child1c																		8	1	1																												
806	璇玑罗舞	门派技能	5		2		CuiyanSkill_02	UI/Atlas/SkillIcon/CY_Skill.prefab		806	1				enemy	300	0	3	21	806				control,buff_remote				0	807								-1	700	cy_tlxj																		8	1			[远程攻击]  向身前掷出旋伞击退直线上的敌人，伞停留在前方一段时间，过程中会不断发射飞镖攻击直线上的敌人造成伤害和迟缓															1											
807	璇玑罗舞_子1.持续dohitskill	门派技能	5		2		CuiyanSkill_02	UI/Atlas/SkillIcon/CY_Skill.prefab	5	807	1	3			enemy	0	0	3	21	1				logic				0							805		-1	700	cy_tlxj_child1			500															8	1																		1											
808	雨打梨花	门派技能	5		1		CuiyanSkill_03	UI/Atlas/SkillIcon/CY_Skill.prefab		808	1				enemy	450	0	3	22	808				skill_remote				0	809									900	cy_ydlh																		8	1			[远程攻击]  向目标释放寒冰落箭，持续对目标所在区域造成伤害和迟缓效果															1											
809	雨打梨花_特效	门派技能	5		1		CuiyanSkill_03	UI/Atlas/SkillIcon/CY_Skill.prefab		809	1				enemy	0	0	3	22	1				logic				0	829	829	5							900	empty																		8	1																		1											
810	召唤啵啵	门派技能	2				CuiyanSkill_04	UI/Atlas/SkillIcon/CY_Skill.prefab							self	675		3	23	810			810	logic,buff_remote				0										1000	cy_zh																		8	1			[主动召唤]  召唤啵啵出来与你一起战斗一段时间，啵啵免疫伤害和攻击效果															1											
811	召唤啵啵_子	门派技能	2				CuiyanSkill_04	UI/Atlas/SkillIcon/CY_Skill.prefab							self	0		3	23					logic				0										1000	cy_zh_child																		8	1																													
813	冰踪无影_子1.冰冻	门派技能	5				CuiyanSkill_05	UI/Atlas/SkillIcon/CY_Skill.prefab		813	1				enemy	0	0	3	24	1				control				0	817								-1	1000	cy_bzwy_child2																		8	1																		1											
814	雨打梨花_特效3_作废	门派技能	5		1		CuiyanSkill_03	UI/Atlas/SkillIcon/CY_Skill.prefab		814	1				enemy	0		3	22	1				show				0										900	empty																		8	1																		1											
815	冰心倩影	门派技能	3				Cuiyan_bd01	UI/Atlas/SkillIcon/CY_Skill.prefab							self	0		3	1									0											cy_bxqy																		8	1			[被动辅助]  翠烟基础内功，提高基本战斗能力																										
816	冰踪无影	门派技能	5		2		CuiyanSkill_05	UI/Atlas/SkillIcon/CY_Skill.prefab		816	1				enemy	300	0	3	24	816				skill_remote				0								813		1000	cy_bzwy																		8	1			[远程攻击]  朝目标发出追踪的伤害冰球，冰球击中目标爆炸对范围内敌人造成冰冻和伤害															1											
817	冰踪无影_子2.伤害	门派技能	5				CuiyanSkill_05	UI/Atlas/SkillIcon/CY_Skill.prefab		817	1				enemy	0	1	3	24	1				skill_remote				0										1000	cy_bzwy_child																		8	1																		1											
818	雪影	门派技能	4				Cuiyan_bd02	UI/Atlas/SkillIcon/CY_Skill.prefab		818	1				self	0		3	1	1			818	aura				45	819										cy_xy																		8	1		1	[被动辅助]  增加自身及周围一定范围内队友的忽略基础闪避与移动速度																										
819	雪影_队友	门派技能	4				Cuiyan_bd02	UI/Atlas/SkillIcon/CY_Skill.prefab		819	1				teamnoself	0		3	1	1			819	aura_ex				45											cy_xy_team																		8	1		1																											
820	高级御伞诀	门派技能	3				Cuiyan_bd03	UI/Atlas/SkillIcon/CY_Skill.prefab							self	0		3	1									0											cy_gjysj																		8	1			[被动辅助]  提升[翠烟御伞诀]的威力																										
821	高级御伞诀_子	门派技能	5		2		Cuiyan_bd03	UI/Atlas/SkillIcon/CY_Skill.prefab		801	1	1			enemy	0		3	19	1				show				0										550	cy_gjysj_child																		8	1	1																												
822	护体寒冰	门派技能	3				Cuiyan_bd04	UI/Atlas/SkillIcon/CY_Skill.prefab							self	0		3	1									0											cy_hthb																		8	1			[被动辅助]  减少受到的远程伤害，反弹近程伤害																										
824	冰肌玉骨	门派技能	3				Cuiyan_bd05	UI/Atlas/SkillIcon/CY_Skill.prefab							self	0		3	1									0											cy_bjyg																		8	1			[被动辅助]  受到伤害导致生命下降至低于30%时，有一定概率触发，冻结身旁所有敌方，并回复自身生命值																										
825	冰肌玉骨_子1.回血	门派技能	2				Cuiyan_bd05	UI/Atlas/SkillIcon/CY_Skill.prefab							self	0		3	16	1				buff_sp				0	826									1000	cy_bjyg_child1																		8	1																													
826	冰肌玉骨_子2.冰冻	门派技能	5		2		Cuiyan_bd05	UI/Atlas/SkillIcon/CY_Skill.prefab		826	1				enemy	0		3	16	1				control				0	839									1000	cy_bjyg_child2																		8	1																													
827	冰骨雪心	门派技能	3				Cuiyan_bd06	UI/Atlas/SkillIcon/CY_Skill.prefab							self	0		3	1									0											cy_bgxx																		8	1			[被动辅助]  翠烟镇派心法，全面提升战斗能力																										
828	璇玑罗舞_子2.击退_作废	门派技能	5		2		CuiyanSkill_02	UI/Atlas/SkillIcon/CY_Skill.prefab		828	1				enemy	0	0	3	16	1				control				0										700	empty																		8	1																		1											
829	雨打梨花1倍伤害	门派技能	5		1		CuiyanSkill_03	UI/Atlas/SkillIcon/CY_Skill.prefab		829	1				enemy	0	1	3	22	1				skill_remote				0										900	cy_ydlh_child1																		8	1																		1											
830	雨打梨花2倍伤害_作废	门派技能	5		1		CuiyanSkill_03	UI/Atlas/SkillIcon/CY_Skill.prefab	22	830	6		2	7	enemy	0	1	3	22	1				skill_remote				0										900	empty																		8	1																		1											
831	雨打梨花3倍伤害_作废	门派技能	5		1		CuiyanSkill_03	UI/Atlas/SkillIcon/CY_Skill.prefab	39	831	2		2	7	enemy	0	1	3	22	1				skill_remote				0										900	empty																		8	1																		1											
832	啵啵.爪子	门派技能	5		1		SkillUsual			832	1				enemy	15	0		17	6005				normal_remote	1			0										120	cy_xm_normal																													5909																			
833	啵啵.冲顶	门派技能	1	2			SkillUsual			834					enemy	150			21	833		60		logic	1			0										700	empty			6	动作最少帧	100	到目标点的距离													1											5|1|100			80															
834	啵啵.冲顶_子	门派技能	5		2		SkillUsual			834	1				enemy	0	0		16	1				skill_remote	1			0										700	cy_xm_chong																			1																													
835	召唤延缓0.2秒	技能通用	1	5			SkillUsual								enemy	30			1	835				logic				0									-1	1000	empty																						ai中使用，防止npc刚刷出来动作表现还没缓冲好																										
836	啵啵.免疫	门派技能	3				SkillUsual								self	0			1					logic				0											cy_xmmy																			1			免疫伤害和攻击效果																										
837	霜天百华散	门派怒气技能	5		2		Cuiyan_nq01	UI/Atlas/SkillIcon/CY_Skill.prefab		837	1				enemy	0		3	25	837				skill_remote				0										700	cy_nq															3	1000		8	1			[怒气技]  翩翩起舞，调动六把雨伞，对全屏敌人造成大量伤害				1	80002										1											
838	霜天百华散_子2(免疫)	怒气技能	2				Cuiyan_nq01	UI/Atlas/SkillIcon/CY_Skill.prefab							self	0		3	16	1				logic				0										1000	cy_nq_child2																		8	1			[主动技]				1											1											
839	冰肌玉骨_子3_表现	门派技能	5		2		Cuiyan_bd05	UI/Atlas/SkillIcon/CY_Skill.prefab		839	1				self	0		3	16	1				show				0										1000	empty																		8	1																													
840	霜天百华散_子1	门派怒气技能	5		2		Cuiyan_nq01	UI/Atlas/SkillIcon/CY_Skill.prefab		837	1				enemy	0		3	25	1				skill_remote				0										700	cy_nq_child1																		8	1			[怒气技]				1	80002										1											
841	浮云散雪	门派技能	3				Cuiyan_bd07	UI/Atlas/SkillIcon/CY_Skill.prefab							self	0		3	1									0											cy_90_fysx																		8	1			[被动辅助]  提高自身生命回复效率，并且自身当前生命值越高，造成的伤害越高																										
856	初级·冰踪无影.偷buff	门派初级秘籍	2				Cy_mj01	UI/Atlas/SkillIcon/CY_Skill.prefab							enemy	0		3	16	1				control				0										1000	cy_book4_child1																		8	1																													
857	高级·冰踪无影.释放后提高自身攻击和忽闪	门派中级秘籍	2				Cy_mj01	UI/Atlas/SkillIcon/CY_Skill.prefab							self	0		3	16	1			857	buff_attack				0										1000	cy_book4_child3																		8	1																													
858	高级·雨打梨花.叠加提高雨打梨花伤害	门派高级秘籍	2				Cy_mj01	UI/Atlas/SkillIcon/CY_Skill.prefab							self	0		3	16	1				buff_attack				0										1000	cy_book2_child3																		8	1																													
859	中级·璇玑罗舞.击中为自身回血	门派中级秘籍	2				Cy_mj01	UI/Atlas/SkillIcon/CY_Skill.prefab							self	0		3	16	1				heal				0										1000	cy_book1_child2																		8	1																													
860	初级·璇玑罗舞.叠加提高璇玑罗舞伤害	门派初级秘籍	2				Cy_mj01	UI/Atlas/SkillIcon/CY_Skill.prefab							self	0		3	16	1			860	buff_attack				0										1000	cy_book1_child1																		8	1																													
861	初级·璇玑罗舞	门派初级秘籍	3				Cy_mj01	UI/Atlas/SkillIcon/CY_Skill.prefab							self	0		3	1									0											cy_book1																	2	8	1			效果：翠烟御伞诀击中后会叠加提高[8dccf7]<璇玑罗舞>[-]的攻击																										
862	初级·雨打梨花	门派初级秘籍	3				Cy_mj02	UI/Atlas/SkillIcon/CY_Skill.prefab							self	0		3	1									0											cy_book2																	2	8	1			效果：提高[8dccf7]<雨打梨花>[-]会心与忽闪几率																										
863	初级·召唤啵啵	门派初级秘籍	3				Cy_mj03	UI/Atlas/SkillIcon/CY_Skill.prefab							self	0		3	1									0											cy_book3																	2	8	1			效果：提高[8dccf7]<啵啵>[-]的能力																										
864	初级·冰踪无影	门派初级秘籍	3				Cy_mj04	UI/Atlas/SkillIcon/CY_Skill.prefab							self	0		3	1									0											cy_book4																	2	8	1			效果：[8dccf7]<冰踪无影>[-]击中时偷取敌人一个增益																										
865	中级·璇玑罗舞	门派中级秘籍	3				Cy_mj01	UI/Atlas/SkillIcon/CY_Skill.prefab							self	0		3	1									0											cy_book1																	2	8	1			效果：翠烟御伞诀击中后会叠加提高[8dccf7]<璇玑罗舞>[-]的攻击；[8dccf7]<璇玑罗舞>[-]击中每个目标为自身回复生命																										
866	中级·雨打梨花	门派中级秘籍	3				Cy_mj02	UI/Atlas/SkillIcon/CY_Skill.prefab							self	0		3	1									0											cy_book2																	2	8	1			效果：提高[8dccf7]<雨打梨花>[-]会心与忽闪几率；减少[8dccf7]<雨打梨花>[-]冷却时间																										
867	中级·召唤啵啵	门派中级秘籍	3				Cy_mj03	UI/Atlas/SkillIcon/CY_Skill.prefab							self	0		3	1									0											cy_book3																	2	8	1			效果：提高[8dccf7]<啵啵>[-]的能力；使啵啵周围敌人的普攻攻击下降																										
868	中级·冰踪无影	门派中级秘籍	3				Cy_mj04	UI/Atlas/SkillIcon/CY_Skill.prefab							self	0		3	1									0											cy_book4																	2	8	1			效果：[8dccf7]<冰踪无影>[-]击中时偷取敌人一个增益；发招时额外投掷一个[8dccf7]<璇玑罗舞>[-]，增加[8dccf7]<冰踪无影>[-]伤害和范围																										
869	中级·冰踪无影_子.冰冻结束伤害	门派中级秘籍	5		1		Cy_mj04	UI/Atlas/SkillIcon/CY_Skill.prefab		869	1				enemy	0	0	3	16	1				skill_trigger				0										1000	empty																		8	1																													
870	冰踪无影_变大特效	门派中级秘籍	5				CuiyanSkill_05	UI/Atlas/SkillIcon/CY_Skill.prefab		870	1				enemy	0		3	24	1				show				0										1000	empty																		8	1																													
872	高级·璇玑罗舞	门派高级秘籍	3				Cy_mj01	UI/Atlas/SkillIcon/CY_Skill.prefab							self	0		3	1									0											cy_book1																	2	8	1			效果：翠烟御伞诀击中后会叠加提高[8dccf7]<璇玑罗舞>[-]的攻击；[8dccf7]<璇玑罗舞>[-]击中每个目标为自身回复生命；延长璇玑罗舞的持续时间并提高迟缓几率																										
874	高级·雨打梨花	门派高级秘籍	3				Cy_mj02	UI/Atlas/SkillIcon/CY_Skill.prefab							self	0		3	1									0											cy_book2																	2	8	1			效果：提高[8dccf7]<雨打梨花>[-]会心与忽闪几率；减少[8dccf7]<雨打梨花>[-]冷却时间；[8dccf7]<雨打梨花>[-]每次击都会使后续伤害不断提高																										
876	高级·召唤啵啵	门派高级秘籍	3				Cy_mj03	UI/Atlas/SkillIcon/CY_Skill.prefab							self	0		3	1									0											cy_book3																	2	8	1			效果：提高[8dccf7]<啵啵>[-]的能力；使[8dccf7]<啵啵>[-]周围敌人的普攻伤害下降；减少[8dccf7]<召唤啵啵>[-]冷却时间																										
877	中级·召唤啵啵_减普攻光环	门派高级秘籍	3				Cy_mj03	UI/Atlas/SkillIcon/CY_Skill.prefab							self	0		3	1									0											cy_book3_child2																			1																													
878	高级·冰踪无影	门派高级秘籍	3				Cy_mj04	UI/Atlas/SkillIcon/CY_Skill.prefab							self	0		3	1									0											cy_book4																	2	8	1			效果：[8dccf7]<冰踪无影>[-]击中时偷取敌人一个增益；发招时额外投掷一个[8dccf7]<璇玑罗舞>[-]，增加[8dccf7]<冰踪无影>[-]伤害和范围；发招后短时间内提高自身攻击和忽闪																										
879	中级·召唤啵啵_减普攻光环.范围子弹	门派高级秘籍	4		2		Cy_mj03	UI/Atlas/SkillIcon/CY_Skill.prefab		879	1				enemy	0		3	1				879	curse				0										1000	cy_book3_child2c																			1																													
901	无名斩	同伴技能	5		1		skill_gold_huikanshu	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		901	1				enemy	180	1		16	6005				normal_melee	1			0										200	partner_base_normal_gold1																			1			[主动]近程攻击																										
902	寒霜印	同伴技能	5		2		skill_water_bingzhuishu	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		902	1				enemy	180	1		16	6005				normal_remote				0										600	partner_base_normal_water1																			1			[主动]远程攻击目标																										
903	剧毒镖	同伴技能	5		2		skill_wood_feibiaoshu	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		903	1				enemy	180	1		16	6005				normal_remote				0										600	partner_base_normal_wood1																						[主动]远程攻击目标																										
904	霹雳印	同伴技能	5		2		skill_fire_huoqiushu	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		904	1				enemy	180	1		16	6005				normal_remote				0										600	partner_base_normal_fire1																						[主动]远程攻击目标																										
905	雷霆印	同伴技能	5		2		skill_earth_leiguangshu	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		905	1				enemy	180	1		16	6005				normal_remote				0										600	partner_base_normal_earth1																						[主动]远程攻击目标																										
906	破天斩	同伴技能	5		1		skill_gold_potianzhan	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		906	1				enemy	180	1		16	906				normal_melee	1			0										200	partner_base_normal_gold2																			1			[主动]近程攻击，附带受伤效果																										
907	冰封指	同伴技能	5		2		skill_water_bingfengzhi	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		907	1				enemy	180	1		16	6005				normal_remote				0										600	partner_base_normal_water2																			1			[主动]远程攻击目标，附带迟缓效果																										
908	袖里箭	同伴技能	5		2		skill_wood_xiulijian	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		908	1				enemy	180	1		16	6005				normal_remote				0										600	partner_base_normal_wood2																						[主动]远程攻击目标，附带致缠效果																										
909	烈焰指	同伴技能	5		2		skill_fire_lieyanzhi	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		909	1				enemy	180	1		16	6005				normal_remote				0										600	partner_base_normal_fire2																						[主动]远程攻击目标，附带麻痹效果																										
910	怒雷指	同伴技能	5		2		skill_earth_nuleizhi	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		910	1				enemy	180	1		16	6005				normal_remote				0										600	partner_base_normal_earth2																						[主动]远程攻击目标，附带眩晕效果																										
911	半月斩	同伴技能	5		2		skill_gold_banyuezhan	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		911	1				enemy	180	1		16	911				normal_melee	1			0										300	partner_base_normal_gold3																			1			[主动]攻击身前小范围敌人，并吸取生命																										
912	惊涛骇浪	同伴技能	5		2		skill_water_jingtaohailang	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		912	2	7			enemy	180	1		16	912				normal_remote				0	913									600	partner_base_normal_water3			150																1			[主动]发出海浪，攻击身前直线上的敌人																										
913	惊涛骇浪_子	同伴技能	5		2		skill_water_jingtaohailang	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		913	3	1	2	4	enemy	0	1		16	1				normal_remote				0										600	partner_base_normal_water3_zi																			1			[主动]发出海浪，攻击身前直线上的敌人																										
914	穿心刺	同伴技能	5		2		skill_wood_chuanxinci	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		914	1				enemy	180	1		16	6005				normal_remote				0	915									300	partner_base_normal_wood3																			1			[主动]自身周围发出地刺，对敌人造成伤害																										
915	穿心刺_效果	同伴技能	5		2		skill_wood_chuanxinci	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		915	3	5			enemy	0	1		16	1				show				0										300	empty			150																1																													
916	推山填海	同伴技能	5		2		skill_fire_tuishantianhai	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		916	4	1			enemy	180	1		16	6005				normal_remote				0										600	partner_base_normal_fire3			168																1			[主动]火焰燃烧，对身前直线上的敌人每半秒造成一次伤害																										
917	九天狂雷	同伴技能	5		1		skill_earth_jiutiankuanglei	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		917	1	4			enemy	180	1		16	6005				normal_remote				0						918				1000	partner_base_normal_earth3			4	弹射的总次数	1	是否目标位置搜索	800	搜索的范围（直径 cm）	1	每个人重复的次数（填0是不限制）									1			[主动]落雷攻击敌方并继续攻击其身旁的其他目标，连续一定次数																										
918	九天狂雷_伤害	同伴技能	5		0		skill_earth_jiutiankuanglei	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab	8	918	1				enemy	0	1		16	1				normal_remote				0	919									1000	partner_base_normal_earth3_zi																			1																													
919	九天狂雷_地裂效果	同伴技能	5		0		skill_earth_jiutiankuanglei	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab	8	919	1				enemy	0	1		16	1				show				0										1000	empty																			1																													
921	治愈术	同伴技能	5		1		skill_zhiyushu	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		921	1				partnerrecover	300			16	6005								0						922				1000	partner_base_cure																			1			[主动]对单个友方目标进行治疗	1000	1		1																						
922	治愈术_子	同伴技能	2				skill_zhiyushu	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab							partnerrecover	0			16	1								0										1000	partner_base_cure_child																			1				1000	1		1																						
923	群体治愈术	同伴技能	4		2		skill_quntizhiyu	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		923	1				partnerrecover	300			16	6005								0						924				1000	partner_base_mulcure																			1			[主动]对视野范围内友方目标进行治疗				1																						
924	群体治愈术_子	同伴技能	2				skill_quntizhiyu	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab							partnerrecover	0			16	1								0										1000	partner_base_mulcure_child																			1							1																						
925	百草仙露	同伴技能	5		2		skill_baicaoxianlu	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		925	1				partnerrecover	300			16	6005								0						926				1000	partner_base_baicao																			1			[主动]对视野范围内友方目标进行治疗，并清除所有异常属性效果和中毒效果				1																						
926	百草仙露_子	同伴技能	2				skill_baicaoxianlu	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab							partnerrecover	0			16	1								0										1000	partner_base_baicao_child																			1							1																						
927	毒瘴术	同伴技能	2				skill_duzhangshu	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab							enemy	300	1		16	1			927					0										1000	partner_base_poison																			1			[主动]使范围目标中毒，造成回复效果无效，同时护盾效果减弱				1																						
928	群体毒瘴	同伴技能	5		2		skill_quntiduzhang	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		928	1				enemy	300	1		16	6005								0						929				1000	partner_base_mulpoison																			1			[主动]使范围目标中毒，造成回复效果无效，同时护盾效果减弱				1																						
929	群体毒瘴_子	同伴技能	2				skill_quntiduzhang	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab							enemy	0	1		16	1			927					0										1000	partner_base_mulpoison_child																			1							1																						
930	金刚护体	同伴技能	2				skill_jingang	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab							partnerrecover	300			16	1			930			1		0										1000	partner_base_jingang																			1			[主动]使单个友方一定时间内不受任何伤害	1000	1		1																						
931	群体金刚	同伴技能	4		2		skill_jingang_all	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		931	1				partnerrecover	450			16	6005								0						932				1000	partner_base_muljingang																			1			[主动]使视野范围友方一定时间内不受任何伤害				1																						
932	群体金刚_子	同伴技能	2				skill_jingang_all	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab							partnerrecover	0			16	1			930	logic		1		0										1000	partner_base_muljingang_child																			1							1																						
933	不动明王	同伴技能	2				skill_budong	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab							partnerrecover	300			16	1			1504					0										1000	partner_base_mingwang																			1			[主动]使单个友方一定时间内免疫任何属性效果和负面效果	1000	1		1																						
