GroupID	NpcID	Desc	NpcLevel	PosX	PosY	Rate	SoulStoneID	PlayerAwardID	ValueParam	KinItemAwardID	MJSoulStoneID	IsFalse	Mask	OpenTrap	LingPai	CalcValueType	IsRecordDeath	ExtRandomItemID1	ExtRandomItemID2	ExtRandomItemID3	ValueGroupID	NpcMaxLife	LastAwardID	CallEventID
315	2236	项羽		6482	6297	100			1000		4595	1	2	trap_attmsg_in2	1396	2	1				1			
315	2236	项羽		7313	2876	100			1000		4595	1	3	trap_attmsg_in3	1396	2	1				1			
54	2498	项羽		2893	7799	100			1000				1	trap_attmsg_in1	1396	2	1				2	494910000	1	1
54	2498	项羽		7808	8315	100			1000				2	trap_attmsg_in2	1396	2	1				2	494910000	1	1
54	2498	项羽		8081	3984	100			1000				3	trap_attmsg_in3	1396	2	1				2	494910000	1	1
316	2499	项羽		2893	7799	100			1000			1	1	trap_attmsg_in1	1396	2	1				2	494910000		1
316	2499	项羽		7808	8315	100			1000			1	2	trap_attmsg_in2	1396	2	1				2	494910000		1
316	2499	项羽		8081	3984	100			1000			1	3	trap_attmsg_in3	1396	2	1				2	494910000		1
55	2498	项羽		2903	7404	100			1000				1	trap_attmsg_in1	1396	2	1				2	494910000	1	1
55	2498	项羽		6395	6348	100			1000				2	trap_attmsg_in2	1396	2	1				2	494910000	1	1
55	2498	项羽		6504	2464	100			1000				3	trap_attmsg_in3	1396	2	1				2	494910000	1	1
317	2499	项羽		2903	7404	100			1000			1	1	trap_attmsg_in1	1396	2	1				2	494910000		1
317	2499	项羽		6395	6348	100			1000			1	2	trap_attmsg_in2	1396	2	1				2	494910000		1
317	2499	项羽		6504	2464	100			1000			1	3	trap_attmsg_in3	1396	2	1				2	494910000		1
56	2498	项羽		3117	7398	100			1000				1	trap_attmsg_in1	1396	2	1				2	494910000	1	1
56	2498	项羽		6482	6297	100			1000				2	trap_attmsg_in2	1396	2	1				2	494910000	1	1
56	2498	项羽		7313	2876	100			1000				3	trap_attmsg_in3	1396	2	1				2	494910000	1	1
318	2499	项羽		3117	7398	100			1000			1	1	trap_attmsg_in1	1396	2	1				2	494910000		1
318	2499	项羽		6482	6297	100			1000			1	2	trap_attmsg_in2	1396	2	1				2	494910000		1
318	2499	项羽		7313	2876	100			1000			1	3	trap_attmsg_in3	1396	2	1				2	494910000		1
61	130	李广		2893	7799	100	1399		1000		3217		1	trap_attmsg_in1	1395|1396	1		1479	9436					
61	130	李广		7808	8315	100	1399		1000		3217		2	trap_attmsg_in2	1395|1396	1		1479	9436					
61	130	李广		8081	3984	100	1399		1000		3217		3	trap_attmsg_in3	1395|1396	1		1479	9436					
320	1710	李广		2893	7799	100	1399		1000		3217	1	1	trap_attmsg_in1	1395|1396	1		1479	9436					
320	1710	李广		7808	8315	100	1399		1000		3217	1	2	trap_attmsg_in2	1395|1396	1		1479	9436					
320	1710	李广		8081	3984	100	1399		1000		3217	1	3	trap_attmsg_in3	1395|1396	1		1479	9436					
62	1705	赵云		2903	7404	100	1400		1000		3216		1	trap_attmsg_in1	1395|1396	1		1478	9435					
62	1705	赵云		6395	6348	100	1400		1000		3216		2	trap_attmsg_in2	1395|1396	1		1478	9435					
62	1705	赵云		6504	2464	100	1400		1000		3216		3	trap_attmsg_in3	1395|1396	1		1478	9435					
321	1711	赵云		2903	7404	100	1400		1000		3216	1	1	trap_attmsg_in1	1395|1396	1		1478	9435					
321	1711	赵云		6395	6348	100	1400		1000		3216	1	2	trap_attmsg_in2	1395|1396	1		1478	9435					
321	1711	赵云		6504	2464	100	1400		1000		3216	1	3	trap_attmsg_in3	1395|1396	1		1478	9435					
63	1706	李元霸		3117	7398	100	1401		1000		3215		1	trap_attmsg_in1	1395|1396	1		1477	9434					
63	1706	李元霸		6482	6297	100	1401		1000		3215		2	trap_attmsg_in2	1395|1396	1		1477	9434					
63	1706	李元霸		7313	2876	100	1401		1000		3215		3	trap_attmsg_in3	1395|1396	1		1477	9434					
322	1712	李元霸		3117	7398	100	1401		1000		3215	1	1	trap_attmsg_in1	1395|1396	1		1477	9434					
322	1712	李元霸		6482	6297	100	1401		1000		3215	1	2	trap_attmsg_in2	1395|1396	1		1477	9434					
322	1712	李元霸		7313	2876	100	1401		1000		3215	1	3	trap_attmsg_in3	1395|1396	1		1477	9434					
64	2498	项羽		2893	7799	100			1000				1	trap_attmsg_in1	1396|1397	2	1				2	494910000	1	1
64	2498	项羽		7808	8315	100			1000				2	trap_attmsg_in2	1396|1397	2	1				2	494910000	1	1
64	2498	项羽		8081	3984	100			1000				3	trap_attmsg_in3	1396|1397	2	1				2	494910000	1	1
326	2499	项羽		2893	7799	100			1000			1	1	trap_attmsg_in1	1396|1397	2	1				2	494910000		1
326	2499	项羽		7808	8315	100			1000			1	2	trap_attmsg_in2	1396|1397	2	1				2	494910000		1
326	2499	项羽		8081	3984	100			1000			1	3	trap_attmsg_in3	1396|1397	2	1				2	494910000		1
65	2498	项羽		2903	7404	100			1000				1	trap_attmsg_in1	1396|1397	2	1				2	494910000	1	1
65	2498	项羽		6395	6348	100			1000				2	trap_attmsg_in2	1396|1397	2	1				2	494910000	1	1
65	2498	项羽		6504	2464	100			1000				3	trap_attmsg_in3	1396|1397	2	1				2	494910000	1	1
327	2499	项羽		2903	7404	100			1000			1	1	trap_attmsg_in1	1396|1397	2	1				2	494910000		1
327	2499	项羽		6395	6348	100			1000			1	2	trap_attmsg_in2	1396|1397	2	1				2	494910000		1
327	2499	项羽		6504	2464	100			1000			1	3	trap_attmsg_in3	1396|1397	2	1				2	494910000		1
66	2498	项羽		3117	7398	100			1000				1	trap_attmsg_in1	1396|1397	2	1				2	494910000	1	1
66	2498	项羽		6482	6297	100			1000				2	trap_attmsg_in2	1396|1397	2	1				2	494910000	1	1
66	2498	项羽		7313	2876	100			1000				3	trap_attmsg_in3	1396|1397	2	1				2	494910000	1	1
328	2499	项羽		3117	7398	100			1000			1	1	trap_attmsg_in1	1396|1397	2	1				2	494910000		1
328	2499	项羽		6482	6297	100			1000			1	2	trap_attmsg_in2	1396|1397	2	1				2	494910000		1
328	2499	项羽		7313	2876	100			1000			1	3	trap_attmsg_in3	1396|1397	2	1				2	494910000		1
67	127	荆轲		2893	7799	100	1398		1000		2672		1	trap_attmsg_in1	1395|1396	3		1480	9437					
67	127	荆轲		7808	8315	100	1398		1000		2672		2	trap_attmsg_in2	1395|1396	3		1480	9437					
67	127	荆轲		8081	3984	100	1398		1000		2672		3	trap_attmsg_in3	1395|1396	3		1480	9437					
329	1707	荆轲		2893	7799	100	1398		1000		2672	1	1	trap_attmsg_in1	1395|1396	3		1480	9437					
329	1707	荆轲		7808	8315	100	1398		1000		2672	1	2	trap_attmsg_in2	1395|1396	3		1480	9437					
329	1707	荆轲		8081	3984	100	1398		1000		2672	1	3	trap_attmsg_in3	1395|1396	3		1480	9437					
68	128	虞姬		2903	7404	100	2258		1000		2673		1	trap_attmsg_in1	1395|1396	3		1481	9438					
68	128	虞姬		6395	6348	100	2258		1000		2673		2	trap_attmsg_in2	1395|1396	3		1481	9438					
68	128	虞姬		6504	2464	100	2258		1000		2673		3	trap_attmsg_in3	1395|1396	3		1481	9438					
330	1708	虞姬		2903	7404	100	2258		1000		2673	1	1	trap_attmsg_in1	1395|1396	3		1481	9438					
330	1708	虞姬		6395	6348	100	2258		1000		2673	1	2	trap_attmsg_in2	1395|1396	3		1481	9438					
330	1708	虞姬		6504	2464	100	2258		1000		2673	1	3	trap_attmsg_in3	1395|1396	3		1481	9438					
69	129	岳飞		3117	7398	100	2259		1000		2674		1	trap_attmsg_in1	1395|1396	3		1482	9439					
69	129	岳飞		6482	6297	100	2259		1000		2674		2	trap_attmsg_in2	1395|1396	3		1482	9439					
69	129	岳飞		7313	2876	100	2259		1000		2674		3	trap_attmsg_in3	1395|1396	3		1482	9439					
331	1709	岳飞		3117	7398	100	2259		1000		2674	1	1	trap_attmsg_in1	1395|1396	3		1482	9439					
331	1709	岳飞		6482	6297	100	2259		1000		2674	1	2	trap_attmsg_in2	1395|1396	3		1482	9439					
331	1709	岳飞		7313	2876	100	2259		1000		2674	1	3	trap_attmsg_in3	1395|1396	3		1482	9439					
70	127	荆轲		2893	7799	100	1398		1000		2672		1	trap_attmsg_in1	1395|1396	1								
70	127	荆轲		7808	8315	100	1398		1000		2672		2	trap_attmsg_in2	1395|1396	1								
70	127	荆轲		8081	3984	100	1398		1000		2672		3	trap_attmsg_in3	1395|1396	1								
71	128	虞姬		2903	7404	100	2258		1000		2673		1	trap_attmsg_in1	1395|1396	1								
71	128	虞姬		6395	6348	100	2258		1000		2673		2	trap_attmsg_in2	1395|1396	1								
71	128	虞姬		6504	2464	100	2258		1000		2673		3	trap_attmsg_in3	1395|1396	1								
72	129	岳飞		3117	7398	100	2259		1000		2674		1	trap_attmsg_in1	1395|1396	1								
72	129	岳飞		6482	6297	100	2259		1000		2674		2	trap_attmsg_in2	1395|1396	1								
72	129	岳飞		7313	2876	100	2259		1000		2674		3	trap_attmsg_in3	1395|1396	1								
73	130	李广		2893	7799	100	1399		1000		3217		1	trap_attmsg_in1	1395|1396	1		1479	9436					
73	130	李广		7808	8315	100	1399		1000		3217		2	trap_attmsg_in2	1395|1396	1		1479	9436					
73	130	李广		8081	3984	100	1399		1000		3217		3	trap_attmsg_in3	1395|1396	1		1479	9436					
74	1705	赵云		2903	7404	100	1400		1000		3216		1	trap_attmsg_in1	1395|1396	1		1478	9435					
74	1705	赵云		6395	6348	100	1400		1000		3216		2	trap_attmsg_in2	1395|1396	1		1478	9435					
74	1705	赵云		6504	2464	100	1400		1000		3216		3	trap_attmsg_in3	1395|1396	1		1478	9435					
75	1706	李元霸		3117	7398	100	1401		1000		3215		1	trap_attmsg_in1	1395|1396	1		1477	9434					
75	1706	李元霸		6482	6297	100	1401		1000		3215		2	trap_attmsg_in2	1395|1396	1		1477	9434					
75	1706	李元霸		7313	2876	100	1401		1000		3215		3	trap_attmsg_in3	1395|1396	1		1477	9434					
76	2235	项羽		2893	7799	100			1000		4595		1	trap_attmsg_in1	1396	2	1				1			
76	2235	项羽		7808	8315	100			1000		4595		2	trap_attmsg_in2	1396	2	1				1			
76	2235	项羽		8081	3984	100			1000		4595		3	trap_attmsg_in3	1396	2	1				1			
332	2236	项羽		2893	7799	100			1000		4595	1	1	trap_attmsg_in1	1396	2	1				1			
332	2236	项羽		7808	8315	100			1000		4595	1	2	trap_attmsg_in2	1396	2	1				1			
332	2236	项羽		8081	3984	100			1000		4595	1	3	trap_attmsg_in3	1396	2	1				1			
77	2235	项羽		2903	7404	100			1000		4595		1	trap_attmsg_in1	1396	2	1				1			
77	2235	项羽		6395	6348	100			1000		4595		2	trap_attmsg_in2	1396	2	1				1			
77	2235	项羽		6504	2464	100			1000		4595		3	trap_attmsg_in3	1396	2	1				1			
333	2236	项羽		2903	7404	100			1000		4595	1	1	trap_attmsg_in1	1396	2	1				1			
333	2236	项羽		6395	6348	100			1000		4595	1	2	trap_attmsg_in2	1396	2	1				1			
333	2236	项羽		6504	2464	100			1000		4595	1	3	trap_attmsg_in3	1396	2	1				1			
78	2235	项羽		3117	7398	100			1000		4595		1	trap_attmsg_in1	1396	2	1				1			
78	2235	项羽		6482	6297	100			1000		4595		2	trap_attmsg_in2	1396	2	1				1			
78	2235	项羽		7313	2876	100			1000		4595		3	trap_attmsg_in3	1396	2	1				1			
334	2236	项羽		3117	7398	100			1000		4595	1	1	trap_attmsg_in1	1396	2	1				1			
334	2236	项羽		6482	6297	100			1000		4595	1	2	trap_attmsg_in2	1396	2	1				1			
334	2236	项羽		7313	2876	100			1000		4595	1	3	trap_attmsg_in3	1396	2	1				1			
79	130	李广		2893	7799	100	1399		1000		3217		1	trap_attmsg_in1	1395|1396	1		1479	9436	11121				
79	130	李广		7808	8315	100	1399		1000		3217		2	trap_attmsg_in2	1395|1396	1		1479	9436	11121				
79	130	李广		8081	3984	100	1399		1000		3217		3	trap_attmsg_in3	1395|1396	1		1479	9436	11121				
335	1710	李广		2893	7799	100	1399		1000		3217	1	1	trap_attmsg_in1	1395|1396	1		1479	9436	11121				
335	1710	李广		7808	8315	100	1399		1000		3217	1	2	trap_attmsg_in2	1395|1396	1		1479	9436	11121				
335	1710	李广		8081	3984	100	1399		1000		3217	1	3	trap_attmsg_in3	1395|1396	1		1479	9436	11121				
80	1705	赵云		2903	7404	100	1400		1000		3216		1	trap_attmsg_in1	1395|1396	1		1478	9435	11121				
80	1705	赵云		6395	6348	100	1400		1000		3216		2	trap_attmsg_in2	1395|1396	1		1478	9435	11121				
80	1705	赵云		6504	2464	100	1400		1000		3216		3	trap_attmsg_in3	1395|1396	1		1478	9435	11121				
336	1711	赵云		2903	7404	100	1400		1000		3216	1	1	trap_attmsg_in1	1395|1396	1		1478	9435	11121				
336	1711	赵云		6395	6348	100	1400		1000		3216	1	2	trap_attmsg_in2	1395|1396	1		1478	9435	11121				
336	1711	赵云		6504	2464	100	1400		1000		3216	1	3	trap_attmsg_in3	1395|1396	1		1478	9435	11121				
81	1706	李元霸		3117	7398	100	1401		1000		3215		1	trap_attmsg_in1	1395|1396	1		1477	9434	11121				
81	1706	李元霸		6482	6297	100	1401		1000		3215		2	trap_attmsg_in2	1395|1396	1		1477	9434	11121				
81	1706	李元霸		7313	2876	100	1401		1000		3215		3	trap_attmsg_in3	1395|1396	1		1477	9434	11121				
337	1712	李元霸		3117	7398	100	1401		1000		3215	1	1	trap_attmsg_in1	1395|1396	1		1477	9434	11121				
337	1712	李元霸		6482	6297	100	1401		1000		3215	1	2	trap_attmsg_in2	1395|1396	1		1477	9434	11121				
337	1712	李元霸		7313	2876	100	1401		1000		3215	1	3	trap_attmsg_in3	1395|1396	1		1477	9434	11121				
82	2498	项羽		2893	7799	100			1000				1	trap_attmsg_in1	1397	2	1				2	494910000	1	1
82	2498	项羽		7808	8315	100			1000				2	trap_attmsg_in2	1397	2	1				2	494910000	1	1
82	2498	项羽		8081	3984	100			1000				3	trap_attmsg_in3	1397	2	1				2	494910000	1	1
338	2499	项羽		2893	7799	100			1000			1	1	trap_attmsg_in1	1397	2	1				2	494910000		1
338	2499	项羽		7808	8315	100			1000			1	2	trap_attmsg_in2	1397	2	1				2	494910000		1
338	2499	项羽		8081	3984	100			1000			1	3	trap_attmsg_in3	1397	2	1				2	494910000		1
83	2498	项羽		2903	7404	100			1000				1	trap_attmsg_in1	1397	2	1				2	494910000	1	1
83	2498	项羽		6395	6348	100			1000				2	trap_attmsg_in2	1397	2	1				2	494910000	1	1
83	2498	项羽		6504	2464	100			1000				3	trap_attmsg_in3	1397	2	1				2	494910000	1	1
339	2499	项羽		2903	7404	100			1000			1	1	trap_attmsg_in1	1397	2	1				2	494910000		1
339	2499	项羽		6395	6348	100			1000			1	2	trap_attmsg_in2	1397	2	1				2	494910000		1
339	2499	项羽		6504	2464	100			1000			1	3	trap_attmsg_in3	1397	2	1				2	494910000		1
84	2498	项羽		3117	7398	100			1000				1	trap_attmsg_in1	1397	2	1				2	494910000	1	1
84	2498	项羽		6482	6297	100			1000				2	trap_attmsg_in2	1397	2	1				2	494910000	1	1
84	2498	项羽		7313	2876	100			1000				3	trap_attmsg_in3	1397	2	1				2	494910000	1	1
340	2499	项羽		3117	7398	100			1000			1	1	trap_attmsg_in1	1397	2	1				2	494910000		1
340	2499	项羽		6482	6297	100			1000			1	2	trap_attmsg_in2	1397	2	1				2	494910000		1
340	2499	项羽		7313	2876	100			1000			1	3	trap_attmsg_in3	1397	2	1				2	494910000		1
85	127	荆轲		2893	7799	100	1398		1000		2672		1	trap_attmsg_in1	1395|1396	3		1480	9437	11121				
85	127	荆轲		7808	8315	100	1398		1000		2672		2	trap_attmsg_in2	1395|1396	3		1480	9437	11121				
85	127	荆轲		8081	3984	100	1398		1000		2672		3	trap_attmsg_in3	1395|1396	3		1480	9437	11121				
341	1707	荆轲		2893	7799	100	1398		1000		2672	1	1	trap_attmsg_in1	1395|1396	3		1480	9437	11121				
341	1707	荆轲		7808	8315	100	1398		1000		2672	1	2	trap_attmsg_in2	1395|1396	3		1480	9437	11121				
341	1707	荆轲		8081	3984	100	1398		1000		2672	1	3	trap_attmsg_in3	1395|1396	3		1480	9437	11121				
86	128	虞姬		2903	7404	100	2258		1000		2673		1	trap_attmsg_in1	1395|1396	3		1481	9438	11121				
86	128	虞姬		6395	6348	100	2258		1000		2673		2	trap_attmsg_in2	1395|1396	3		1481	9438	11121				
86	128	虞姬		6504	2464	100	2258		1000		2673		3	trap_attmsg_in3	1395|1396	3		1481	9438	11121				
342	1708	虞姬		2903	7404	100	2258		1000		2673	1	1	trap_attmsg_in1	1395|1396	3		1481	9438	11121				
342	1708	虞姬		6395	6348	100	2258		1000		2673	1	2	trap_attmsg_in2	1395|1396	3		1481	9438	11121				
342	1708	虞姬		6504	2464	100	2258		1000		2673	1	3	trap_attmsg_in3	1395|1396	3		1481	9438	11121				
87	129	岳飞		3117	7398	100	2259		1000		2674		1	trap_attmsg_in1	1395|1396	3		1482	9439	11121				
87	129	岳飞		6482	6297	100	2259		1000		2674		2	trap_attmsg_in2	1395|1396	3		1482	9439	11121				
87	129	岳飞		7313	2876	100	2259		1000		2674		3	trap_attmsg_in3	1395|1396	3		1482	9439	11121				
343	1709	岳飞		3117	7398	100	2259		1000		2674	1	1	trap_attmsg_in1	1395|1396	3		1482	9439	11121				
343	1709	岳飞		6482	6297	100	2259		1000		2674	1	2	trap_attmsg_in2	1395|1396	3		1482	9439	11121				
343	1709	岳飞		7313	2876	100	2259		1000		2674	1	3	trap_attmsg_in3	1395|1396	3		1482	9439	11121				
501	119	定海金刚	60	12686	4053	1		16																
501	119	定海金刚	60	8601	3804	1		16																
501	119	定海金刚	60	10270	5913	1		16																
502	119	定海金刚	60	14390	6103	1		16																
502	119	定海金刚	60	11651	7148	1		16																
502	119	定海金刚	60	12875	8377	1		16																
503	119	定海金刚	60	12206	9378	1		16																
503	119	定海金刚	60	12676	10625	1		16																
503	119	定海金刚	60	12922	12092	1		16																
504	119	定海金刚	60	9217	12217	1		16																
504	119	定海金刚	60	8485	14259	1		16																
504	119	定海金刚	60	9433	13125	1		16																
505	119	定海金刚	60	6195	13854	1		16																
505	119	定海金刚	60	5810	12845	1		16																
505	119	定海金刚	60	4566	12251	1		16																
506	119	定海金刚	60	5530	11814	1		16																
506	119	定海金刚	60	5742	10783	1		16																
506	119	定海金刚	60	5283	9954	1		16																
507	119	定海金刚	60	3961	10290	1		16																
507	119	定海金刚	60	3975	8502	1		16																
507	119	定海金刚	60	5149	7397	1		16																
508	119	定海金刚	60	3975	6471	1		16																
508	119	定海金刚	60	4638	5628	1		16																
508	119	定海金刚	60	6241	5214	1		16																
509	120	金翅鹏皇	60	12248	4872	1		17																
509	120	金翅鹏皇	60	10718	5118	1		17																
509	120	金翅鹏皇	60	9651	4348	1		17																
510	120	金翅鹏皇	60	10732	6333	1		17																
510	120	金翅鹏皇	60	12079	6824	1		17																
510	120	金翅鹏皇	60	11804	7874	1		17																
511	120	金翅鹏皇	60	7904	4533	1		17																
511	120	金翅鹏皇	60	4942	4299	1		17																
511	120	金翅鹏皇	60	5845	5761	1		17																
512	120	金翅鹏皇	60	4202	5003	1		17																
512	120	金翅鹏皇	60	5087	6809	1		17																
512	120	金翅鹏皇	60	5809	8018	1		17																
513	120	金翅鹏皇	60	3769	8632	1		17																
513	120	金翅鹏皇	60	3931	10293	1		17																
513	120	金翅鹏皇	60	5051	11413	1		17																
514	120	金翅鹏皇	60	4684	12820	1		17																
514	120	金翅鹏皇	60	6476	10811	1		17																
514	120	金翅鹏皇	60	9028	12209	1		17																
515	120	金翅鹏皇	60	9937	11272	1		17																
515	120	金翅鹏皇	60	9788	10119	1		17																
515	120	金翅鹏皇	60	11105	12236	1		17																
516	120	金翅鹏皇	60	11173	9779	1		17																
516	120	金翅鹏皇	60	12245	10580	1		17																
516	120	金翅鹏皇	60	12206	11827	1		17																
517	121	银角犀皇	60	13833	3216	1		18																
517	121	银角犀皇	60	11634	3089	1		18																
517	121	银角犀皇	60	13918	4696	1		18																
518	121	银角犀皇	60	11291	5039	1		18																
518	121	银角犀皇	60	12125	6007	1		18																
518	121	银角犀皇	60	13632	5967	1		18																
519	121	银角犀皇	60	12180	7555	1		18																
519	121	银角犀皇	60	13149	8900	1		18																
519	121	银角犀皇	60	13010	11609	1		18																
520	121	银角犀皇	60	11369	10442	1		18																
520	121	银角犀皇	60	11290	12519	1		18																
520	121	银角犀皇	60	9450	12658	1		18																
521	121	银角犀皇	60	7552	11946	1		18																
521	121	银角犀皇	60	6642	10878	1		18																
521	121	银角犀皇	60	5575	13046	1		18																
522	121	银角犀皇	60	4386	13588	1		18																
522	121	银角犀皇	60	3814	12248	1		18																
522	121	银角犀皇	60	4883	9448	1		18																
523	121	银角犀皇	60	4521	8168	1		18																
523	121	银角犀皇	60	3468	7792	1		18																
523	121	银角犀皇	60	4567	6858	1		18																
524	121	银角犀皇	60	6810	5955	1		18																
524	121	银角犀皇	60	8300	4465	1		18																
524	121	银角犀皇	60	4536	4540	1		18																
525	119	定海金刚	60	12686	4053	1		19																
525	119	定海金刚	60	8601	3804	1		19																
525	119	定海金刚	60	10270	5913	1		19																
526	119	定海金刚	60	14390	6103	1		19																
526	119	定海金刚	60	11651	7148	1		19																
526	119	定海金刚	60	12875	8377	1		19																
527	119	定海金刚	60	12206	9378	1		19																
527	119	定海金刚	60	12676	10625	1		19																
527	119	定海金刚	60	12922	12092	1		19																
528	119	定海金刚	60	9217	12217	1		19																
528	119	定海金刚	60	8485	14259	1		19																
528	119	定海金刚	60	9433	13125	1		19																
529	119	定海金刚	60	6195	13854	1		19																
529	119	定海金刚	60	5810	12845	1		19																
529	119	定海金刚	60	4566	12251	1		19																
530	119	定海金刚	60	5530	11814	1		19																
530	119	定海金刚	60	5742	10783	1		19																
530	119	定海金刚	60	5283	9954	1		19																
531	119	定海金刚	60	3961	10290	1		19																
531	119	定海金刚	60	3975	8502	1		19																
531	119	定海金刚	60	5149	7397	1		19																
532	119	定海金刚	60	3975	6471	1		19																
532	119	定海金刚	60	4638	5628	1		19																
532	119	定海金刚	60	6241	5214	1		19																
533	120	金翅鹏皇	60	12248	4872	1		20																
533	120	金翅鹏皇	60	10718	5118	1		20																
533	120	金翅鹏皇	60	9651	4348	1		20																
534	120	金翅鹏皇	60	10732	6333	1		20																
534	120	金翅鹏皇	60	12079	6824	1		20																
534	120	金翅鹏皇	60	11804	7874	1		20																
535	120	金翅鹏皇	60	7904	4533	1		20																
535	120	金翅鹏皇	60	4942	4299	1		20																
535	120	金翅鹏皇	60	5845	5761	1		20																
536	120	金翅鹏皇	60	4202	5003	1		20																
536	120	金翅鹏皇	60	5087	6809	1		20																
536	120	金翅鹏皇	60	5809	8018	1		20																
537	120	金翅鹏皇	60	3769	8632	1		20																
537	120	金翅鹏皇	60	3931	10293	1		20																
537	120	金翅鹏皇	60	5051	11413	1		20																
538	120	金翅鹏皇	60	4684	12820	1		20																
538	120	金翅鹏皇	60	6476	10811	1		20																
538	120	金翅鹏皇	60	9028	12209	1		20																
539	120	金翅鹏皇	60	9937	11272	1		20																
539	120	金翅鹏皇	60	9788	10119	1		20																
539	120	金翅鹏皇	60	11105	12236	1		20																
540	120	金翅鹏皇	60	11173	9779	1		20																
540	120	金翅鹏皇	60	12245	10580	1		20																
540	120	金翅鹏皇	60	12206	11827	1		20																
541	121	银角犀皇	60	13833	3216	1		21																
541	121	银角犀皇	60	11634	3089	1		21																
541	121	银角犀皇	60	13918	4696	1		21																
542	121	银角犀皇	60	11291	5039	1		21																
542	121	银角犀皇	60	12125	6007	1		21																
542	121	银角犀皇	60	13632	5967	1		21																
543	121	银角犀皇	60	12180	7555	1		21																
543	121	银角犀皇	60	13149	8900	1		21																
543	121	银角犀皇	60	13010	11609	1		21																
544	121	银角犀皇	60	11369	10442	1		21																
544	121	银角犀皇	60	11290	12519	1		21																
544	121	银角犀皇	60	9450	12658	1		21																
545	121	银角犀皇	60	7552	11946	1		21																
545	121	银角犀皇	60	6642	10878	1		21																
545	121	银角犀皇	60	5575	13046	1		21																
546	121	银角犀皇	60	4386	13588	1		21																
546	121	银角犀皇	60	3814	12248	1		21																
546	121	银角犀皇	60	4883	9448	1		21																
547	121	银角犀皇	60	4521	8168	1		21																
547	121	银角犀皇	60	3468	7792	1		21																
547	121	银角犀皇	60	4567	6858	1		21																
548	121	银角犀皇	60	6810	5955	1		21																
548	121	银角犀皇	60	8300	4465	1		21																
548	121	银角犀皇	60	4536	4540	1		21																
597	119	定海金刚	60	12686	4053	1		22																
597	119	定海金刚	60	8601	3804	1		22																
597	119	定海金刚	60	10270	5913	1		22																
598	119	定海金刚	60	14390	6103	1		22																
598	119	定海金刚	60	11651	7148	1		22																
598	119	定海金刚	60	12875	8377	1		22																
599	119	定海金刚	60	12206	9378	1		22																
599	119	定海金刚	60	12676	10625	1		22																
599	119	定海金刚	60	12922	12092	1		22																
600	119	定海金刚	60	9217	12217	1		22																
600	119	定海金刚	60	8485	14259	1		22																
600	119	定海金刚	60	9433	13125	1		22																
601	119	定海金刚	60	6195	13854	1		22																
601	119	定海金刚	60	5810	12845	1		22																
601	119	定海金刚	60	4566	12251	1		22																
602	119	定海金刚	60	5530	11814	1		22																
602	119	定海金刚	60	5742	10783	1		22																
602	119	定海金刚	60	5283	9954	1		22																
603	119	定海金刚	60	3961	10290	1		22																
603	119	定海金刚	60	3975	8502	1		22																
603	119	定海金刚	60	5149	7397	1		22																
604	119	定海金刚	60	3975	6471	1		22																
604	119	定海金刚	60	4638	5628	1		22																
604	119	定海金刚	60	6241	5214	1		22																
605	120	金翅鹏皇	60	12248	4872	1		23																
605	120	金翅鹏皇	60	10718	5118	1		23																
605	120	金翅鹏皇	60	9651	4348	1		23																
606	120	金翅鹏皇	60	10732	6333	1		23																
606	120	金翅鹏皇	60	12079	6824	1		23																
606	120	金翅鹏皇	60	11804	7874	1		23																
607	120	金翅鹏皇	60	7904	4533	1		23																
607	120	金翅鹏皇	60	4942	4299	1		23																
607	120	金翅鹏皇	60	5845	5761	1		23																
608	120	金翅鹏皇	60	4202	5003	1		23																
608	120	金翅鹏皇	60	5087	6809	1		23																
608	120	金翅鹏皇	60	5809	8018	1		23																
609	120	金翅鹏皇	60	3769	8632	1		23																
609	120	金翅鹏皇	60	3931	10293	1		23																
609	120	金翅鹏皇	60	5051	11413	1		23																
610	120	金翅鹏皇	60	4684	12820	1		23																
610	120	金翅鹏皇	60	6476	10811	1		23																
610	120	金翅鹏皇	60	9028	12209	1		23																
611	120	金翅鹏皇	60	9937	11272	1		23																
611	120	金翅鹏皇	60	9788	10119	1		23																
611	120	金翅鹏皇	60	11105	12236	1		23																
612	120	金翅鹏皇	60	11173	9779	1		23																
612	120	金翅鹏皇	60	12245	10580	1		23																
612	120	金翅鹏皇	60	12206	11827	1		23																
613	121	银角犀皇	60	13833	3216	1		24																
613	121	银角犀皇	60	11634	3089	1		24																
613	121	银角犀皇	60	13918	4696	1		24																
614	121	银角犀皇	60	11291	5039	1		24																
614	121	银角犀皇	60	12125	6007	1		24																
614	121	银角犀皇	60	13632	5967	1		24																
615	121	银角犀皇	60	12180	7555	1		24																
615	121	银角犀皇	60	13149	8900	1		24																
615	121	银角犀皇	60	13010	11609	1		24																
616	121	银角犀皇	60	11369	10442	1		24																
616	121	银角犀皇	60	11290	12519	1		24																
616	121	银角犀皇	60	9450	12658	1		24																
617	121	银角犀皇	60	7552	11946	1		24																
617	121	银角犀皇	60	6642	10878	1		24																
617	121	银角犀皇	60	5575	13046	1		24																
618	121	银角犀皇	60	4386	13588	1		24																
618	121	银角犀皇	60	3814	12248	1		24																
618	121	银角犀皇	60	4883	9448	1		24																
