GroupID	NpcID	Desc	NpcLevel	PosX	PosY	Rate	SoulStoneID	PlayerAwardID	ValueParam	KinItemAwardID	MJSoulStoneID	IsFalse	Mask	OpenTrap	LingPai	CalcValueType
611	1766	金翅鹏皇	60	9788	10119	1		23								
611	1766	金翅鹏皇	60	11105	12236	1		23								
612	1766	金翅鹏皇	60	11173	9779	1		23								
612	1766	金翅鹏皇	60	12245	10580	1		23								
612	1766	金翅鹏皇	60	12206	11827	1		23								
613	1767	银角犀皇	60	13833	3216	1		24								
613	1767	银角犀皇	60	11634	3089	1		24								
613	1767	银角犀皇	60	13918	4696	1		24								
614	1767	银角犀皇	60	11291	5039	1		24								
614	1767	银角犀皇	60	12125	6007	1		24								
614	1767	银角犀皇	60	13632	5967	1		24								
615	1767	银角犀皇	60	12180	7555	1		24								
615	1767	银角犀皇	60	13149	8900	1		24								
615	1767	银角犀皇	60	13010	11609	1		24								
616	1767	银角犀皇	60	11369	10442	1		24								
616	1767	银角犀皇	60	11290	12519	1		24								
616	1767	银角犀皇	60	9450	12658	1		24								
617	1767	银角犀皇	60	7552	11946	1		24								
617	1767	银角犀皇	60	6642	10878	1		24								
617	1767	银角犀皇	60	5575	13046	1		24								
618	1767	银角犀皇	60	4386	13588	1		24								
618	1767	银角犀皇	60	3814	12248	1		24								
618	1767	银角犀皇	60	4883	9448	1		24								
619	1767	银角犀皇	60	4521	8168	1		24								
619	1767	银角犀皇	60	3468	7792	1		24								
619	1767	银角犀皇	60	4567	6858	1		24								
620	1767	银角犀皇	60	6810	5955	1		24								
620	1767	银角犀皇	60	8300	4465	1		24								
620	1767	银角犀皇	60	4536	4540	1		24								
549	2195	赤睛虎皇	80	2789	12310	1		25								
549	2195	赤睛虎皇	80	4611	10533	1		25								
549	2195	赤睛虎皇	80	8173	11198	1		25								
550	2195	赤睛虎皇	80	11518	11644	1		25								
550	2195	赤睛虎皇	80	12566	11209	1		25								
550	2195	赤睛虎皇	80	10727	8768	1		25								
551	2195	赤睛虎皇	80	10782	4190	1		25								
551	2195	赤睛虎皇	80	13453	2205	1		25								
551	2195	赤睛虎皇	80	10467	2993	1		25								
552	2195	赤睛虎皇	80	10139	1931	1		25								
552	2195	赤睛虎皇	80	5083	4508	1		25								
552	2195	赤睛虎皇	80	7293	9468	1		25								
553	2195	赤睛虎皇	80	9866	10871	1		25								
553	2195	赤睛虎皇	80	7115	4289	1		25								
553	2195	赤睛虎皇	80	2631	3233	1		25								
554	2195	赤睛虎皇	80	4628	2705	1		25								
554	2195	赤睛虎皇	80	5029	6434	1		25								
554	2195	赤睛虎皇	80	2743	7831	1		25								
555	2195	赤睛虎皇	80	12190	4321	1		25								
555	2195	赤睛虎皇	80	9582	4639	1		25								
555	2195	赤睛虎皇	80	8257	2429	1		25								
556	2195	赤睛虎皇	80	11255	6673	1		25								
556	2195	赤睛虎皇	80	9985	7250	1		25								
556	2195	赤睛虎皇	80	12683	8945	1		25								
557	2196	撼天熊皇	80	3145	14743	1		26								
557	2196	撼天熊皇	80	6004	14357	1		26								
557	2196	撼天熊皇	80	7995	14375	1		26								
558	2196	撼天熊皇	80	8691	12159	1		26								
558	2196	撼天熊皇	80	13645	13372	1		26								
558	2196	撼天熊皇	80	12803	12444	1		26								
559	2196	撼天熊皇	80	10510	12928	1		26								
559	2196	撼天熊皇	80	12110	8161	1		26								
559	2196	撼天熊皇	80	7044	4808	1		26								
560	2196	撼天熊皇	80	5507	5127	1		26								
560	2196	撼天熊皇	80	11940	11682	1		26								
560	2196	撼天熊皇	80	4020	2906	1		26								
561	2196	撼天熊皇	80	6267	2538	1		26								
561	2196	撼天熊皇	80	11889	3254	1		26								
561	2196	撼天熊皇	80	10232	3434	1		26								
562	2196	撼天熊皇	80	14814	13183	1		26								
562	2196	撼天熊皇	80	5117	11933	1		26								
562	2196	撼天熊皇	80	5509	10438	1		26								
563	2196	撼天熊皇	80	10454	7982	1		26								
563	2196	撼天熊皇	80	11161	6001	1		26								
563	2196	撼天熊皇	80	5694	5828	1		26								
564	2196	撼天熊皇	80	13713	3629	1		26								
564	2196	撼天熊皇	80	12418	10331	1		26								
564	2196	撼天熊皇	80	11715	11056	1		26								
565	2197	紫背鳄皇	80	3349	9233	1		27								
565	2197	紫背鳄皇	80	8629	3901	1		27								
565	2197	紫背鳄皇	80	10996	4794	1		27								
566	2197	紫背鳄皇	80	11733	8588	1		27								
566	2197	紫背鳄皇	80	12632	2386	1		27								
566	2197	紫背鳄皇	80	9287	11864	1		27								
567	2197	紫背鳄皇	80	15722	11849	1		27								
567	2197	紫背鳄皇	80	14898	10039	1		27								
567	2197	紫背鳄皇	80	3887	15149	1		27								
568	2197	紫背鳄皇	80	6501	13256	1		27								
568	2197	紫背鳄皇	80	3857	10535	1		27								
568	2197	紫背鳄皇	80	2637	6614	1		27								
569	2197	紫背鳄皇	80	7352	3369	1		27								
569	2197	紫背鳄皇	80	8677	2966	1		27								
569	2197	紫背鳄皇	80	4717	4445	1		27								
570	2197	紫背鳄皇	80	14314	12141	1		27								
570	2197	紫背鳄皇	80	12566	12113	1		27								
570	2197	紫背鳄皇	80	11313	6587	1		27								
571	2197	紫背鳄皇	80	8141	13643	1		27								
571	2197	紫背鳄皇	80	5208	13469	1		27								
571	2197	紫背鳄皇	80	11452	10141	1		27								
572	2197	紫背鳄皇	80	12423	10424	1		27								
572	2197	紫背鳄皇	80	13749	4840	1		27								
572	2197	紫背鳄皇	80	5301	8143	1		27								
573	2195	赤睛虎皇	80	2789	12310	1		28								
573	2195	赤睛虎皇	80	4611	10533	1		28								
573	2195	赤睛虎皇	80	8173	11198	1		28								
574	2195	赤睛虎皇	80	11518	11644	1		28								
574	2195	赤睛虎皇	80	12566	11209	1		28								
574	2195	赤睛虎皇	80	10727	8768	1		28								
575	2195	赤睛虎皇	80	10782	4190	1		28								
575	2195	赤睛虎皇	80	13453	2205	1		28								
575	2195	赤睛虎皇	80	10467	2993	1		28								
576	2195	赤睛虎皇	80	10139	1931	1		28								
576	2195	赤睛虎皇	80	5083	4508	1		28								
576	2195	赤睛虎皇	80	7293	9468	1		28								
577	2195	赤睛虎皇	80	9866	10871	1		28								
577	2195	赤睛虎皇	80	7115	4289	1		28								
577	2195	赤睛虎皇	80	2631	3233	1		28								
578	2195	赤睛虎皇	80	4628	2705	1		28								
578	2195	赤睛虎皇	80	5029	6434	1		28								
578	2195	赤睛虎皇	80	2743	7831	1		28								
579	2195	赤睛虎皇	80	12190	4321	1		28								
579	2195	赤睛虎皇	80	9582	4639	1		28								
579	2195	赤睛虎皇	80	8257	2429	1		28								
580	2195	赤睛虎皇	80	11255	6673	1		28								
580	2195	赤睛虎皇	80	9985	7250	1		28								
580	2195	赤睛虎皇	80	12683	8945	1		28								
581	2196	撼天熊皇	80	3145	14743	1		29								
581	2196	撼天熊皇	80	6004	14357	1		29								
581	2196	撼天熊皇	80	7995	14375	1		29								
582	2196	撼天熊皇	80	8691	12159	1		29								
582	2196	撼天熊皇	80	13645	13372	1		29								
582	2196	撼天熊皇	80	12803	12444	1		29								
583	2196	撼天熊皇	80	10510	12928	1		29								
583	2196	撼天熊皇	80	12110	8161	1		29								
583	2196	撼天熊皇	80	7044	4808	1		29								
584	2196	撼天熊皇	80	5507	5127	1		29								
584	2196	撼天熊皇	80	11940	11682	1		29								
584	2196	撼天熊皇	80	4020	2906	1		29								
585	2196	撼天熊皇	80	6267	2538	1		29								
585	2196	撼天熊皇	80	11889	3254	1		29								
585	2196	撼天熊皇	80	10232	3434	1		29								
586	2196	撼天熊皇	80	14814	13183	1		29								
586	2196	撼天熊皇	80	5117	11933	1		29								
586	2196	撼天熊皇	80	5509	10438	1		29								
587	2196	撼天熊皇	80	10454	7982	1		29								
587	2196	撼天熊皇	80	11161	6001	1		29								
587	2196	撼天熊皇	80	5694	5828	1		29								
588	2196	撼天熊皇	80	13713	3629	1		29								
588	2196	撼天熊皇	80	12418	10331	1		29								
588	2196	撼天熊皇	80	11715	11056	1		29								
589	2197	紫背鳄皇	80	3349	9233	1		30								
589	2197	紫背鳄皇	80	8629	3901	1		30								
589	2197	紫背鳄皇	80	10996	4794	1		30								
590	2197	紫背鳄皇	80	11733	8588	1		30								
590	2197	紫背鳄皇	80	12632	2386	1		30								
590	2197	紫背鳄皇	80	9287	11864	1		30								
591	2197	紫背鳄皇	80	15722	11849	1		30								
591	2197	紫背鳄皇	80	14898	10039	1		30								
591	2197	紫背鳄皇	80	3887	15149	1		30								
592	2197	紫背鳄皇	80	6501	13256	1		30								
592	2197	紫背鳄皇	80	3857	10535	1		30								
592	2197	紫背鳄皇	80	2637	6614	1		30								
593	2197	紫背鳄皇	80	7352	3369	1		30								
593	2197	紫背鳄皇	80	8677	2966	1		30								
593	2197	紫背鳄皇	80	4717	4445	1		30								
594	2197	紫背鳄皇	80	14314	12141	1		30								
594	2197	紫背鳄皇	80	12566	12113	1		30								
594	2197	紫背鳄皇	80	11313	6587	1		30								
595	2197	紫背鳄皇	80	8141	13643	1		30								
595	2197	紫背鳄皇	80	5208	13469	1		30								
595	2197	紫背鳄皇	80	11452	10141	1		30								
596	2197	紫背鳄皇	80	12423	10424	1		30								
596	2197	紫背鳄皇	80	13749	4840	1		30								
596	2197	紫背鳄皇	80	5301	8143	1		30								
645	2297	冰鳞蜥皇	100	10606	4809	1		34								
645	2297	冰鳞蜥皇	100	9521	3932	1		34								
645	2297	冰鳞蜥皇	100	8614	3658	1		34								
646	2297	冰鳞蜥皇	100	7531	3806	1		34								
646	2297	冰鳞蜥皇	100	5405	4219	1		34								
646	2297	冰鳞蜥皇	100	2021	2573	1		34								
647	2297	冰鳞蜥皇	100	2421	4507	1		34								
647	2297	冰鳞蜥皇	100	2303	4957	1		34								
647	2297	冰鳞蜥皇	100	5001	4669	1		34								
648	2297	冰鳞蜥皇	100	4119	7412	1		34								
648	2297	冰鳞蜥皇	100	2955	7903	1		34								
648	2297	冰鳞蜥皇	100	2881	10104	1		34								
649	2297	冰鳞蜥皇	100	4896	10138	1		34								
649	2297	冰鳞蜥皇	100	4095	12320	1		34								
649	2297	冰鳞蜥皇	100	1562	14922	1		34								
650	2297	冰鳞蜥皇	100	8542	11723	1		34								
650	2297	冰鳞蜥皇	100	8821	14740	1		34								
650	2297	冰鳞蜥皇	100	10471	14627	1		34								
651	2297	冰鳞蜥皇	100	11372	12210	1		34								
651	2297	冰鳞蜥皇	100	14017	13723	1		34								
651	2297	冰鳞蜥皇	100	12591	10195	1		34								
652	2297	冰鳞蜥皇	100	10241	8452	1		34								
652	2297	冰鳞蜥皇	100	11268	7864	1		34								
652	2297	冰鳞蜥皇	100	11345	5897	1		34								
653	2298	银钩蝎皇	100	3903	2366	1		35								
653	2298	银钩蝎皇	100	4096	3233	1		35								
653	2298	银钩蝎皇	100	4426	4554	1		35								
654	2298	银钩蝎皇	100	4753	3695	1		35								
654	2298	银钩蝎皇	100	7974	4192	1		35								
654	2298	银钩蝎皇	100	7242	3562	1		35								
655	2298	银钩蝎皇	100	13369	1676	1		35								
655	2298	银钩蝎皇	100	12400	4211	1		35								
655	2298	银钩蝎皇	100	11243	4006	1		35								
656	2298	银钩蝎皇	100	11282	6873	1		35								
656	2298	银钩蝎皇	100	11915	6607	1		35								
656	2298	银钩蝎皇	100	13158	9511	1		35								
657	2298	银钩蝎皇	100	13499	14154	1		35								
657	2298	银钩蝎皇	100	12654	13674	1		35								
657	2298	银钩蝎皇	100	11752	13149	1		35								
658	2298	银钩蝎皇	100	13394	11339	1		35								
658	2298	银钩蝎皇	100	7709	12961	1		35								
658	2298	银钩蝎皇	100	8749	12330	1		35								
659	2298	银钩蝎皇	100	7540	12133	1		35								
659	2298	银钩蝎皇	100	7533	10940	1		35								
659	2298	银钩蝎皇	100	3546	11701	1		35								
660	2298	银钩蝎皇	100	1559	14038	1		35								
660	2298	银钩蝎皇	100	2039	9601	1		35								
660	2298	银钩蝎皇	100	2767	8101	1		35								
661	2299	狂鬃獒皇	100	16185	2560	1		36								
661	2299	狂鬃獒皇	100	15884	4413	1		36								
661	2299	狂鬃獒皇	100	16371	5307	1		36								
662	2299	狂鬃獒皇	100	14777	8195	1		36								
662	2299	狂鬃獒皇	100	14104	8697	1		36								
662	2299	狂鬃獒皇	100	14472	10011	1		36								
663	2299	狂鬃獒皇	100	15863	11084	1		36								
663	2299	狂鬃獒皇	100	15980	13371	1		36								
663	2299	狂鬃獒皇	100	15739	14431	1		36								
664	2299	狂鬃獒皇	100	17706	17857	1		36								
664	2299	狂鬃獒皇	100	16671	17394	1		36								
664	2299	狂鬃獒皇	100	14949	16960	1		36								
665	2299	狂鬃獒皇	100	13627	14451	1		36								
665	2299	狂鬃獒皇	100	10102	13680	1		36								
665	2299	狂鬃獒皇	100	8584	14471	1		36								
666	2299	狂鬃獒皇	100	7652	14788	1		36								
666	2299	狂鬃獒皇	100	5383	14919	1		36								
666	2299	狂鬃獒皇	100	2768	16396	1		36								
667	2299	狂鬃獒皇	100	6350	11977	1		36								
667	2299	狂鬃獒皇	100	7474	12104	1		36								
667	2299	狂鬃獒皇	100	6254	8547	1		36								
668	2299	狂鬃獒皇	100	6947	7297	1		36								
668	2299	狂鬃獒皇	100	5923	5506	1		36								
668	2299	狂鬃獒皇	100	10706	8219	1		36								
669	2297	冰鳞蜥皇	110	10606	4809	1		37								
669	2297	冰鳞蜥皇	110	9521	3932	1		37								
669	2297	冰鳞蜥皇	110	8614	3658	1		37								
670	2297	冰鳞蜥皇	110	7531	3806	1		37								
670	2297	冰鳞蜥皇	110	5405	4219	1		37								
670	2297	冰鳞蜥皇	110	2021	2573	1		37								
671	2297	冰鳞蜥皇	110	2421	4507	1		37								
671	2297	冰鳞蜥皇	110	2303	4957	1		37								
671	2297	冰鳞蜥皇	110	5001	4669	1		37								
672	2297	冰鳞蜥皇	110	4119	7412	1		37								
672	2297	冰鳞蜥皇	110	2955	7903	1		37								
672	2297	冰鳞蜥皇	110	2881	10104	1		37								
673	2297	冰鳞蜥皇	110	4896	10138	1		37								
673	2297	冰鳞蜥皇	110	4095	12320	1		37								
673	2297	冰鳞蜥皇	110	1562	14922	1		37								
674	2297	冰鳞蜥皇	110	8542	11723	1		37								
674	2297	冰鳞蜥皇	110	8821	14740	1		37								
674	2297	冰鳞蜥皇	110	10471	14627	1		37								
675	2297	冰鳞蜥皇	110	11372	12210	1		37								
675	2297	冰鳞蜥皇	110	14017	13723	1		37								
675	2297	冰鳞蜥皇	110	12591	10195	1		37								
676	2297	冰鳞蜥皇	110	10241	8452	1		37								
676	2297	冰鳞蜥皇	110	11268	7864	1		37								
676	2297	冰鳞蜥皇	110	11345	5897	1		37								
677	2298	银钩蝎皇	110	3903	2366	1		38								
677	2298	银钩蝎皇	110	4096	3233	1		38								
677	2298	银钩蝎皇	110	4426	4554	1		38								
678	2298	银钩蝎皇	110	4753	3695	1		38								
678	2298	银钩蝎皇	110	7974	4192	1		38								
678	2298	银钩蝎皇	110	7242	3562	1		38								
679	2298	银钩蝎皇	110	13369	1676	1		38								
679	2298	银钩蝎皇	110	12400	4211	1		38								
679	2298	银钩蝎皇	110	11243	4006	1		38								
680	2298	银钩蝎皇	110	11282	6873	1		38								
680	2298	银钩蝎皇	110	11915	6607	1		38								
680	2298	银钩蝎皇	110	13158	9511	1		38								
681	2298	银钩蝎皇	110	13499	14154	1		38								
681	2298	银钩蝎皇	110	12654	13674	1		38								
681	2298	银钩蝎皇	110	11752	13149	1		38								
682	2298	银钩蝎皇	110	13394	11339	1		38								
682	2298	银钩蝎皇	110	7709	12961	1		38								
682	2298	银钩蝎皇	110	8749	12330	1		38								
683	2298	银钩蝎皇	110	7540	12133	1		38								
683	2298	银钩蝎皇	110	7533	10940	1		38								
683	2298	银钩蝎皇	110	3546	11701	1		38								
684	2298	银钩蝎皇	110	1559	14038	1		38								
684	2298	银钩蝎皇	110	2039	9601	1		38								
684	2298	银钩蝎皇	110	2767	8101	1		38								
685	2299	狂鬃獒皇	110	16185	2560	1		39								
685	2299	狂鬃獒皇	110	15884	4413	1		39								
685	2299	狂鬃獒皇	110	16371	5307	1		39								
686	2299	狂鬃獒皇	110	14777	8195	1		39								
686	2299	狂鬃獒皇	110	14104	8697	1		39								
686	2299	狂鬃獒皇	110	14472	10011	1		39								
687	2299	狂鬃獒皇	110	15863	11084	1		39								
687	2299	狂鬃獒皇	110	15980	13371	1		39								
687	2299	狂鬃獒皇	110	15739	14431	1		39								
688	2299	狂鬃獒皇	110	17706	17857	1		39								
688	2299	狂鬃獒皇	110	16671	17394	1		39								
688	2299	狂鬃獒皇	110	14949	16960	1		39								
689	2299	狂鬃獒皇	110	13627	14451	1		39								
689	2299	狂鬃獒皇	110	10102	13680	1		39								
689	2299	狂鬃獒皇	110	8584	14471	1		39								
690	2299	狂鬃獒皇	110	7652	14788	1		39								
690	2299	狂鬃獒皇	110	5383	14919	1		39								
690	2299	狂鬃獒皇	110	2768	16396	1		39								
691	2299	狂鬃獒皇	110	6350	11977	1		39								
691	2299	狂鬃獒皇	110	7474	12104	1		39								
691	2299	狂鬃獒皇	110	6254	8547	1		39								
692	2299	狂鬃獒皇	110	6947	7297	1		39								
692	2299	狂鬃獒皇	110	5923	5506	1		39								
692	2299	狂鬃獒皇	110	10706	8219	1		39								
