nDialogId	szDialogIndex	nLookNpcTemplateId	nNpcTemplateId	szNpcSay	szPlayerSay	szStoryBefore	szStoryAfter	nSoundId	szAction
123	123		415	天下之大真是无奇不有！人吃鱼不过寻常事，鱼吃人当真稀罕！我定要亲眼看看！若是寻回发钗，你定要与我一同回去！一言为定！					
123	123		415		（杨兄还真是艺高人胆大……）杨兄自己小心些！				
124	124		1098	为什么要下去？若不是你功力深厚……唉，没见过象你这样的人！从小大家都说我任性，没人肯陪我玩，只有你和他们不一样……					
124	124		415	呵呵，区区小事，何足挂齿！					
124	124		1098	你这个人真有意思！好，我们回去罢！					
124	124				（总算是让这个刁蛮丫头回家了……）				
125	125		1102	你是不是又淘气了？					
125	125		1098	哪有呀，爹！我要先回房一下，杨大哥，我待会再出来找你玩，不许偷偷走了噢！					
125	125		415	晚辈久仰前辈大名，不胜景仰，今日特来拜访，晚辈虽然自知功力粗浅，但还是斗胆希望前辈能够指点一二，望前辈成全！					
125	125		1103	哈哈，明知山有虎，偏向虎山行，我最喜欢有勇气的年轻人，既然你敢向我挑战，我就成全你罢！只是你我比武，须寻找一处静僻之地，单独决斗！					
125	125				杨兄，我先回悲魔山庄替你向纳兰姑娘报个平安，晚辈就先行告辞了！				
126	126		415	可含，看到真儿姑娘了吗？					
126	126		1112	真儿小姐昨晚跟我说她睡不着，要出去散散心，于是整个晚上都没回来。公子快去找找吧。					
126	126		415	你知道她去哪里了吗？					
126	126		1112	真儿小姐在公子不在时，常从偏门去东面的树林散步，公子可以去那儿找找看。					
126	126		415	（与你对望一眼）我们现在就去找。					
127	127		415	多谢孟前辈指点，前辈武功高强，令人敬佩！					
127	127		1102	嗯，年轻人，好好考虑我的建议，机会不是人人都能遇上的，你可不要错过了！					
127	127		415	……是，$N，走吧，我们回悲魔山庄。					
127	127				（不知道孟前辈提了什么建议……）				
128	128		415	紫轩！你怎么会在这里？					
128	128		1091	杨大哥……你是来找一位纳兰姑娘的吗？					
128	128		415	不错！你是怎么知道的？					
128	128		1091	那日杨大哥弃我而去，我本想一死了之，却被飞龙堡的少堡主月眉儿姑娘救起，并把我带回飞龙堡……经月姑娘开导，我放弃了求死的念头，但也不想长留飞龙堡，于是准备回往芭蕉小筑……					
128	128		1091	就在早时经过一片树林时，遇到了十几个黑衣蒙面人胁持一个姑娘，在和他们的对话中我得知那个姑娘复姓纳兰，而且她还提及了杨大哥的名字。					
128	128		1091	我想这位纳兰姑娘和杨大哥必定有密切的关系，于是出手相救，怎奈他们人多势众，而且个个身手不俗，我没有救下纳兰姑娘，但从他们的打扮装束来看很像飞龙堡的人。					
128	128		415	紫轩……你怎么能……唉，对不起，如今真儿是我最重要的人。不过飞龙堡的人为什么要绑架真儿呢？难道月眉儿她……不行，我还是去飞龙堡走一趟吧。					
129	129		415	在下悲魔山庄杨影枫，快叫你们堡主月眉儿出来见我！					
129	129		1113	杨兄，真不巧，月少堡主昨日出去办事，还没回来，杨兄如果有事找少堡主，不如在飞龙堡暂住几日，等少堡主回来。					
129	129		415	哼！分明是做了见不得人的事，不敢出来见我了。哼！你们绑架了我的真儿，是不是想要我的《武道德经》呀？实话告诉你我根本就没有什么《武道德经》，今日我是来要人的。					
129	129		1113	杨兄，鄙堡武学虽然浅薄，但也不需要于用如此卑鄙的手段来夺取什么《武道德经》，何况我们根本没有绑架什么真儿姑娘。					
129	129		415	哼！有人亲眼看见的还能有假？今日你们如果不交出真儿，休怪我杨影枫拆了你们的飞龙堡。					
129	129		1113	杨兄，飞龙堡虽然在江湖上没什么名气，但也不是被别人说拆就拆的。来啊，弟兄们，既然杨兄一心要闯飞龙堡，我们说不得要动手护堡了！弟兄们，快来护堡！					
129	129				（此事有蹊跷，不过杨兄如今心急如焚，只怕是不会听劝了，看来只能动手了！）				
6135	6135		1098	杨大哥，谢谢你救了我。你会向我爹求亲吗？					
6135	6135		415	我不能这么做……					
6135	6135		1098	杨大哥，你是不是已经有心上人了？					
6135	6135		415	蔷薇姑娘，我先送去回落叶谷吧。					
6137	6137		1103	杨影枫，老夫一生从不受人恩惠，你这次救了小女一命，可算是对老夫有恩，你想让老夫怎么报答你呢？					
6137	6137		415	一点小事，谈不上什么报答，这是我应该做的。					
6137	6137		1103	你不是很想学我的武功吗？你为什么不让我传你绝世武功呢？					
6137	6137		415	杨影枫：晚辈的确很钦佩前辈的绝世武功，但是……晚辈救蔷薇小姐绝不是为了这个目的。					
6137	6137		1103	不知有多少人想拜在我的门下都求之不得，而你有恩于我却……杨影枫，你果然是与众不同啊，怪不得蔷薇这孩子对你情有独钟。					
6137	6137		1103	杨少侠，不知飞龙堡和我落叶谷有什么过节，为什么要绑架我的女儿？想当初上官飞龙创立飞龙堡时，对堡内弟子要求极其严格，如今怎么会做起这种勾当了？					
6137	6137		415	晚辈也很奇怪，他们不但绑架了蔷薇，还绑架了我的朋友纳兰真。其中蹊跷晚辈一定会查个水落石出的。					
6138	6138		1210	庄主，你总算是回来了！					
6139	6139		1210	庄主，你不在的时候飞龙堡的少堡主月眉儿来找过你。					
6139	6139		415	啊！？她现在哪里？我正想找她。					
6139	6139		1210	她看你不在，就留了个口信说约你在凌绝峰顶见面。					
6139	6139		415	凌绝峰顶！？那不是我爹和她爹当年决斗的地方吗？看来今天我要和月眉儿之间又要有一场决战……					
131	131		1113	杨影枫，算你厉害，好汉不吃眼前亏，等我们少堡主回来再找你算帐。					
131	131		415	不知道真儿被关在哪里，让我四处找找看。					
131	131				（方才一路闯来，看来纳兰姑娘确实不在此处）杨兄，方才我已观察过，纳兰姑娘和月姑娘似乎都不在此处，我们还是赶紧去别的地方寻找，以免耽误！				
131	131		415	……好吧！还是先回悲魔山庄再做打算吧。					
132	132		415	月眉儿！你为什么要绑架我的真儿？上一代的恩怨……我爹是有些不对……但你如果想给你爹报仇……也不必用如此卑鄙的手段！					
132	132		1097	杨影枫！你好大的胆子！我不去找你报仇，你反倒来闯我飞龙堡来了？哼！杨影枫，你欺人太甚，我爹当年本不愿和你爹比武，但是你爹却苦苦相逼，结果害得我家破人亡……					
132	132		1097	如今，你又不分青红皂白跑到飞龙堡，打死打伤我无数弟子，哼！若不是我刚巧回来，你是不是准备把我的手下都给收拾了？我告诉你，纳兰真已经被我解决了！我今天就和你做个了断。					
132	132		415	什么！？……真儿！你！月眉儿……我要解决你……给我的真儿报仇！					
132	132		1097	好！我倒要看看，你杨影枫到底有什么大本事，来我飞龙堡大肆捣乱！卢总管，你先退下！我一个人应付此事！					
134	134		415	真儿！原来你没死！可是你为什么要阻止我？不是月眉儿把你绑架了吗？……这到底是怎么回事？					
134	134		1101	影枫哥！你太糊涂了！你怎么能……唉！					
134	134				两位……事情详细经过就先别说了，月姑娘受了重伤，命悬一线，先救月姑娘要紧！				
134	134		415	走！我们立刻回忘忧岛找胡神医！					
135	135		1101	胡神医！这位月姑娘受了重伤，求求你救救她！					
135	135		417	这位姑娘的伤势很重，我只能暂时保住她的性命。要想彻底医好她，必须以先天无极真气打通她全身的经脉，然后用银丝草十二株煎服三日方能痊愈。当世能有如此功力的，只有孟知秋。					
135	135				事不宜迟，我们兵分两路，我和杨兄带着月姑娘前去找孟前辈，胡神医，劳烦你与纳兰姑娘再去采摘一些银丝草来！				
136	136		1103	杨兄，要老夫救人也可以，不过你得答应我一件事——和蔷薇成亲，怎么样？不难办吧。你救过小女，我本不该再提什么条件，但是为了薇儿的幸福，只好出此下策，望少侠理解。					
136	136		415	这个……前辈……晚辈恕难从命……					
136	136		1103	杨影枫，论相貌、论武功、小女有哪点配不上你？你为何总是推三阻四呢？我给你一天的时间，你好好考虑一下吧。					
136	136		719	孟知秋甩袖就走进屋中					
6136	6136				杨兄，看来要说动孟前辈，还是得蔷薇姑娘出面，你我不如去见见蔷薇姑娘，看看她是否愿意帮我们。				
6136	6136		415	你说得对，为今之计，只有希望蔷薇能说动他了。					
137	137		415	蔷薇！终于找到你了！					
137	137		719	杨影枫给蔷薇讲了事情的经过……					
137	137		1099	影枫哥，我爹太不讲理了！让我跟他说去……我们走！					
138	138		1099	爹……你怎么能这样难为影枫哥呢？?					
138	138		1103	薇儿，我这还不都是为了你着想吗？?					
138	138		1099	我和影枫哥之间的事用不着你管，你快帮影枫哥救人吧。					
138	138		1103	唉……真是女大不由爷呀……也罢……你们先回去休息吧，我今晚救人就是了。					
138	138		415	晚辈代月姑娘多谢前辈的救命之恩了。					
139	139				蔷薇姑娘，月姑娘怎么样了？				
139	139		1099	爹说月姑娘已经没事了，要你们早点用银丝草给她进行治疗。他需要闭关修炼一段时间，如果你们要走就不必向他告辞了。					
139	139		415	薇儿，这一次多谢你了……					
139	139		1099	嗯，杨大哥，希望你好好保存我送给你的东西。好了，月姑娘伤势很重，你们快去吧。					
140	140		413	影枫哥，你们回来了，孟前辈答应替月姑娘疗伤了吗？草药早就已经采摘好了！					
140	140				孟前辈已经帮月姑娘疗伤！				
140	140		413	太好了！你们先将眉儿姐交给我，我熬制完药物后就喂她喝下，还有一些需要外敷的草药，你们就别跟来啦，先帮我把药材拿给胡神医吧。					
6140	6140				胡神医，这是纳兰姑娘让我交给你的药材。				
6140	6140		417	嗯，有了这些药，再加上孟知秋传功，月眉儿这条命算是保住了。					
6141	6141				咦，纳兰姑娘你怎么来了？莫非是月姑娘出什么事了？				
141	141				纳兰姑娘，月姑娘怎么样了？				
141	141		413	眉儿姐没事了，不过还要好好休养一阵，对了，告诉你们一个秘密，上官飞龙生前和我爹原本是师兄弟，我和眉儿姐更是姐妹！她身上有一块和我正好相反的玉佩。					
141	141				什么？竟有这样的事……这未免也太凑巧了！				
141	141		413	娘临死前对眉儿姐说，她在忘忧岛禁地的密室里留下了一封书信，上面写明了当时发生的一切，两枚玉佩就是打开密室的钥匙。你们留在这儿照顾眉儿姐，我要去密室看看！					
141	141				（忘忧岛是纳兰姑娘自小生长的地方，应该不会有什么问题）纳兰姑娘多加小心。				
142	142		1097	杨影枫，你虽然救了我，但是我们之间的恩怨不会从此一笔勾销的。					
142	142		415	……月眉儿，你知道是谁冒充飞龙堡的人绑架了真儿和蔷薇吗？我觉得这些人好像在故意制造我们之间的误会。					
142	142		1097	原来你也不是很笨呀。不过我也不知道！我本来也在调查此事……但你却趁我不在跑到飞龙堡……					
142	142		415	（脸红）对不起……我是担心真儿……对了，真儿呢，她拿着玉佩去了忘忧岛禁地，怎么去了这么久还没回来？难道出事了！我们去看看！					
142	142		1097	等一下，如果你们遇见纳兰潜凛，要小心一点。					
142	142				小心岛主？这却又是为什么？				
142	142		1097	真儿跟你说过了吧，我和她是亲姐妹，我爹和纳兰潜凛都是无忧教主月重天的徒弟，纳兰潜凛为了「武道德经」不惜加害自己师父，真儿这次去，就是为了毁掉「武道德经」！					
142	142				竟然有这样的事情？若他真是这般狠辣，真儿恐怕不会这么顺利！我去看看！				
143	143				嗯？刚才好像有一道人影一闪而过，难道是我的错觉？				
143	143				咦？又有人出来了！看起来似乎受了伤！好像……是纳兰姑娘？				
144	144		413	影枫哥……					
144	144		415	真儿，你怎么了？是谁打伤你的？					
144	144		413	是孟……咳……孟知秋…我在密室中发现了娘留下的遗书和「武道德经」…我觉得那是一本不祥之书……咳咳……想把它毁掉…想不到孟知秋突然出现，打伤了我，抢走了「武道德经」……					
144	144		415	想不到……原来孟知秋这么阴险。不行……我要去找他要回秘笈，也给真儿讨个公道！眉儿，你留在这里帮我照顾一下真儿！					
145	145		415	孟知秋！想不到你竟如此卑鄙无耻！不但抢走了「武道德经」，还打伤真儿！					
145	145		1099	这怎么可能？我爹他一直都没有离开过落叶谷。影枫哥，我爹不会这么做的，你一定是看错了！					
145	145		1103	胡言乱语！老夫何时抢过「武道德经」？又何时打伤了纳兰姑娘？真是笑话，自从你离开落叶谷后，我一直在闭关修炼恢复元气。					
145	145		1103	出关后恰逢武当天星道长前来拜访，之后我和他一直在切磋武功，这中间怎么可能去夺经伤人呢？不信你可以去向天星道长求证，他此刻应该还未走远。					
145	145		415	好，我就去一趟，一定会把这件事查个水落石出的。					
145	145		1099	影枫哥，我要跟你一起去。爹，我相信你一定是被人陷害的，我要给你讨回清白。					
146	146		415	天星道长，在下此次前来是特地向道长求证一件事的。请问道长日前可曾去过天山落叶谷？					
146	146		1392	不错，贫道去过。贫道得知数十年前已经绝迹江湖的魔教——无忧教又重新崛起，目前在各处活动频繁，于是找孟盟主商讨对策。					
146	146		415	原来如此，多谢道长相告，晚辈告辞了。					
147	147		1092	杨大哥！我正在到处找你呢！					
148	148		1092	杨大哥，你还记得张仲天吗？原来他没死。上次在客栈之时，他被卓非凡盯上，不得不诈死脱身，那本秘笈实际上是一本假的。原来他是魔教中人！					
148	148		415	我已经知道了，那本假秘笈害我好惨哪。不过我倒是没想到张兄原来是忘忧教中人。					
148	148		1099	魔教教主纳兰潜凛早年在中原武林散布关于「武道德经」的谣言，意在挑起纷争，为魔教再次进入中原做准备。日前他不知从何处得到了真正的「武道德经」，被张仲天无意中发现……					
148	148		415	啊！原来是他？是他抢走了「武道德经」!					
148	148		1099	张仲天对纳兰潜凛一片忠心，但纳兰潜凛为了不使秘密泄漏，却欲将他灭口，他心中着实不甘，拼着重伤来告诉我们，魔教在中原的势力越来越大，杨大哥你也是主要目标，你要多加小心！					
148	148		415	紫轩，多谢你通知我。原来是他打伤了真儿！他怎的连自己的亲生女儿都不放过？					
148	148		1099	看来纳兰潜凛是想挑拨你和我爹之间的关系，然后从中渔利。					
148	148		415	薇儿，在天星道长证实你爹的清白之后，我便开始怀疑纳兰潜凛了，只是还不敢确定，毕竟虎毒不食子，现在看来，多半不会错了。纳兰潜凛假扮成孟前辈，抢走了秘笈并且打伤了真儿！					
148	148		1099	那真儿姐和眉儿姐现在岂不是很危险？我们赶紧回忘忧岛吧！					
151	151				可恶！看来我们还是来晚了一步！得闯进无忧教禁地救出她们！				
151	151		1146	果然来送死了！抓活的！教主对这两个人很感兴趣！					
152	152		415	眉儿和真儿一定就在无忧禁地深处的地牢，我们走！					
153	153		415	走！我们这就去救出她们！					
155	155				杨大哥，此处危险，我们还是尽早离开为好！				
155	155		415	嗯，眉儿，真儿，你们忍着点，我们先离开这里。					
156	156		1147	杨影枫！教主命我带你们回去，这次你逃不掉了。既然来了，就别想走了！兄弟们上，一个也不能放走！					
156	156				（杨兄失魂落魄，得赶紧击退他们想方法离开）				
157	157		1147	杨影枫！你再往前我就先收拾了蔷薇。你还是乖乖的束手就擒，回去等候教主发落。					
157	157				你以为我们会束手就擒吗？				
157	157		1147	（凭这里的人要对付他们恐怕损失不小）把她们先带回摘星楼。想救她们的话就来摘星楼吧。					
157	157		415	真儿，眉儿，蔷薇……我一定要救你们出来！					
158	158				杨大哥，这分明是个陷阱，若我们贸然前去，恐怕也是有去无回！				
158	158		415	我们还是先回去找孟老前辈帮忙吧。					
159	159		415	前辈……怎么会这样？					
159	159		1103	魔教教主纳兰潜凛……他想要称霸中原武林，自然不肯放过我……薇儿呢……她不是和你在一起吗？					
159	159		415	薇儿她……被魔教的人抓走了。唉……我真没用。					
159	159		1103	以你现在的功力，还不是纳兰潜凛的敌手，我要传功给你。我已经活不长了……但薇儿她还小，我死之后，她便再无亲人，希望你能好好照顾她。					
159	159		415	前辈你放心，我一定会的。					
160	160		415	就是此处了！走！我们就来闯上一闯！					
161	161		1148	大侠饶命！放过我们！我们告诉你紫轩姑娘被关押在哪里！					
161	161				（竟然连紫轩姑娘都被抓来了？我们都还没逼供，这些人就直接说了出来，真是没用）不想死的就快说！				
164	164		1092	杨大哥！$N，真的是你们？我以为再也见不到你们了。					
164	164		415	紫轩，你的伤势怎么样？你找到月眉儿了吗？					
164	164		1092	不要紧，休息一段时间就会好的。我打听到她们可能被关在飞龙堡的某个地方。					
164	164				这里十分危险，我们先送紫轩姑娘离开这儿，然后再去飞龙堡救人！				
165	165		1092	好了，出了这个门口就安全了，你们先别管我了，快去救月眉儿吧。我自己会照顾自己的……咳咳……纳兰潜凛的武功非常厉害，你们千万要小心。					
165	165		415	你回去以后安心养伤，我们先去飞龙堡救她们出来，再回来找你。					
165	165				紫轩姑娘，不必担心，我们会把她们都救出来的！你先好生休养吧！				
165	165		1092	你们保重，一定要回来……					
166	166				糟糕！看来飞龙堡也已经被攻破了！我们得赶紧了！				
166	166				看来这里经历了一场大战！要想知道她们在哪，又不想引起骚动，还真是有些困……				
167	167		1149	（远处突然传来声音）月眉儿，你已经被包围了，乖乖的跟我们回去见教主吧。我知道你已经身受重伤了，还是乖乖的束手就擒吧，省得我们费事。					
167	167		1097	哼，你们有本事就抓我回去。我死也不会跟你们回去的。					
167	167		415	是眉儿！你们住手！眉儿，不要害怕，我来了。					
168	168		415	眉儿！你是怎么逃出来的？你知道纳兰真和蔷薇的下落吗？					
168	168		1097	我被关在飞龙堡的通天塔里，幸亏总管卢肇颢舍命把我救了出来，但是他却……她们也被关在通天塔里，我本想救她们出来，但通天塔高手如云，我只好先出来，没想到在这见到了你。					
168	168		415	我看你伤得不轻，还是先去寒波谷养伤吧，紫轩正好也在寒波谷。					
168	168		1097	我的伤势不要紧，我自己前往就可以了，好了，我不耽误你的时间了，你快去救人吧。					
170	170		415	薇儿！让你受苦了。真儿呢？					
170	170		1099	影枫哥！我终于把你给盼来了，呜……你不知道你不在的时候，我有多想你，你要是再不来，我就准备跳塔了。真儿姐姐好像又和他父亲和好了，他们一起离开了飞龙堡，不知去了哪里。					
170	170		415	薇儿！你怎么这么傻……现在没事了，我们快些离开这儿吧。					
170	170		1099	影枫哥……我想回落叶谷，你能带我回去看看吗？					
170	170		415	好……					
171	171		1099	影枫哥……我害怕……我怕再也见不到你了……你对我真好……就算明天我就死了，也心满意足了。					
171	171		415	薇儿，你怎么了？好好的哭什么。你好像有什么事在瞒着我？					
171	171		1099	影枫哥……我恐怕就快要死了……在飞龙堡时，魔教护法“黑煞瘟神”卜风想非礼我，幸亏真儿姐姐及时赶到收拾了他，但我已中了一种叫穿肠雪蛛毒的西域奇毒，十日内就会全身腐烂而死。					
171	171		415	那卜风的身上没有解药吗？真儿呢？她又在哪里？不行，我们现在就去找解药。					
171	171		1099	不要啊……影枫哥……我只要你这样静静的陪着我。					
171	171		415	薇儿，我带你回忘忧岛找胡神医，说不定他有办法救你。					
171	171		1099	影枫哥……只要能和你在一起，去哪里都行。					
172	172		417	噫？这不是杨老弟吗？怎么又有空儿到我这里来作客了。					
172	172		415	胡神医，我是来找你救人的。就是我身后这位姑娘，她是武林盟主孟知秋的女儿。她中了“黑煞瘟神”卜风的穿肠雪蛛之毒，今天已经是第五天了。					
172	172		417	穿肠雪蛛毒……这种毒药来自西域，相传是用西域穿肠草加上西域雪蛛之毒配制而成。只有用另外一种毒才能解。据我诊断，再不出五日，雪蛛之毒就会发作，到时全身会逐渐溃烂……					
172	172		417	穿肠草和雪蛛远在西域，中原罕有。就算你能取得来，也为时已晚了。杨兄，我这里有十颗“天心锁命丹”，待她毒发之时可以暂时镇住毒性，每日服一粒，可延她十日性命。					
172	172		1099	影枫哥……算了吧……还记得当初我们是怎么认识的吗？你带我去那儿走走好不好？					
172	172		415	好，我们这就去……多谢胡神医……					
173	173		1099	影枫哥，你还记得这里吗？					
173	173		415	当然记得，那只扁……苍鹰，你的发钗……还有那可怖的鱼……					
173	173		1099	（微微一笑）影枫哥！你可不许叫它扁毛畜生！那时候我与你比武，你不是有心连带着把我也绕进去骂了吗？					
173	173		415	（勉强挤出一丝笑容）都是我的错，我以后再也不这么叫了。					
173	173		1099	才不是呢！我只是觉得你很好……想和你多待一会……影枫哥，我有点累了，你带我回你建立的悲魔山庄好不好？					
173	173		415	好……					
174	174				嗯？是纳兰姑娘？她怎么会在这里？				
175	175		415	真儿，终于又见到你了，你还好吧。薇儿她……					
175	175		1099	真儿姐姐……再见到你我真高兴。					
175	175		413	影枫哥，我还好，我在这里等你们已经三天了。					
175	175		413	蔷薇妹妹，我已经给你拿到“穿肠雪蛛”得解药了！我假意和爹和好，然后从司空情那里骗来的。别耽误了，我这就进去给蔷薇妹妹解毒，你们在这里等我。					
176	176		415	真儿！薇儿怎么样了？					
176	176		413	她的毒已经解开了，现在正在休息，我们暂时先不要打扰她。					blush
176	176		415	嗯，那就好。真儿，我打算去忘忧岛归隐，你有什么打算吗？					
176	176		413	……影枫哥……不管你去哪里……我都跟着你。影枫哥……你是不是也很喜欢眉儿姐姐、蔷薇姑娘还有紫轩姑娘？					happy
176	176		415	这个……我……					
176	176		413	喜欢就是喜欢……干嘛还吞吞吐吐的？					sad
176	176		415	……不过我最喜欢的还是你……					
176	176		413	影枫哥……唉，她们都是很好的人，我与她们也相处融洽，只是我……					angry
176	176		415	（沉默片刻）我明白，我先去寒波谷看看眉儿和紫轩她们，你在这里等我好吗？我回来一定给你们一个交代。					
176	176		413	嗯……我们就在这里等你。一路小心，早去早回……					think
177	177		415	眉儿！紫轩！					
177	177		1097	杨大哥！你来了。					
177	177		1092	杨大哥……					
177	177		719	杨影枫给紫轩和月眉儿讲了事情的经过……					
177	177		415	事不宜迟，我们这就出发吧。					
178	178		954	哈哈……杨影枫，你让老夫找得好辛苦啊！看在我两个女儿这么喜欢你的份上，我今天给你最后一次机会，你要是肯加入我教，我不但把她们都许配给你，而且让你继承我的教主之位。					
178	178		415	纳兰潜凛，你不用再费心机了，我是不会答应你的。					
178	178		954	好……很好……既然如此，可就别管我翻脸无情了！					
178	178		415	这里地方太小，我们到比武场一决高下吧。					
178	178		954	哼……就老夫领教一下……看你到底有什么高招。					
180	180		719	杨影枫等人将纳兰潜凛的尸体就地安葬……众人分别祭拜纳兰潜凛过后……					
180	180		415	真儿、眉儿、轩儿、薇儿，你们先回忘忧岛吧。对了，$N，你有何打算？是否要与我们一同前往？					
180	180				杨大哥，我还想再看看这个江湖。此行一别，再见已不知是何时，你们要好好保重！				
180	180		415	嗯，你年纪尚轻，将来前途不可限量，「武道德经」你要收好，切莫忘记，无论如何，心中要存有一丝正气！若是你对武林旧事感兴趣，不妨去了解一下昔日独孤大侠的过往事迹。					
180	180				是，我定当谨记，杨大哥，她们四位姑娘，你打算如何……				
180	180		415	嗯，对这江湖，我已有些厌倦，唉，我心中最爱的，终归是真儿……说不得只能辜负她们三人了。至于眉儿、轩儿、薇儿，唉，但愿她们找到能够托付一生的人。					
180	180				当断不断，必受其害。杨大哥你想清楚便好，那我就此告辞了，将来若有机会，你我再相聚！保重！				
181	181				老板娘，不知……				
181	181		99	（撇了你一眼）你先前打听的事情，已有了些着落，传闻昔日大名鼎鼎的「山河社稷图」又重现江湖了，此物可比「武道德经」更令人痴狂……					
181	181				山河社稷图？当年不是已经落入独孤剑大侠之手了吗？他现在怎么样了？				
181	181		99	如今又已过了数十载，谁知道独孤剑那老家伙现在怎么样了，唉，昔日他来我这小酒馆喝酒的时候，我还是个小女孩呢。你若想知道，便去找卢青问问吧。					
181	181				好！顺着这条线索，兴许能够见到独孤大侠，说不定还有和他携手抗敌的机会！我这就去了！				
182	182				卢大侠，晚辈慕名前来，听闻昔日独孤剑大侠乃是衡山剑派掌门，特来听闻他的事迹。				
182	182	1160	1160	（微微一笑）原来如此，近年来也有不少年轻侠客前来，有的是为了增长见闻，也有的为寻找秘籍，也罢，我就带你去昔日他与五色教交手的地方看看。					
182	182				有劳卢大侠了。				
183	183		1160	便是此处了，来，随我上去。					
184	184		1160	当年家师刘轻舟身受重伤，体内的奇经八脉均已被震断，就此逝去，他将把一份很重要的书信放在山下的一块石头下，此后，大师兄就肩负重任。					
184	184				当时究竟发生了什么？				
184	184		1160	（我倒要看看，你究竟是为什么而来的）等我慢慢与你道来。					
186	186				原来当年是五色教下的狠手，独孤大侠当年初次对敌，竟能全灭五色教徒，真是厉害！不知道当年那封信上都写了些什么？				
186	186		1160	（看来真是慕名而来的，如今「山河社稷图」重现于世的消息不胫而走，只怕会给大师兄引来不少麻烦，也许他能帮的上忙。）					
186	186		1160	信中是一张名单，上书柳中原、顾枫、无虚、韩……但名单被撕去了一角，“韩”后面的字和另外一个人的名字看不到，你若是想知道，不妨去武夷剑派一问。					
186	186				（看来卢大侠似乎有所隐瞒，不愿提起）好！多谢卢大侠！				
187	187				那边有一位樵夫，问问看如何前往武夷剑派。				
188	188				请问您是否知道怎么去武夷剑派呢？				
188	188		1163	怎地近日那么多人来！又是一位！呐，我告诉你，东北方向的路呢，是通向临安的；如果你要去武夷山，就往东南方向走。路上有个九猴洞，九猴洞里有很多恶猴，记好了没有？					
188	188				多谢。				
189	189				看来这就是九猴洞了，我就不信区区猴子还能拦得住我！				
191	191				师兄，我来询问关于当年独孤大侠前来拜见柳前辈的事，不知……				
191	191		1165	（回礼）少侠，你说的这些事，恐怕只有掌门师兄知道，不巧得很，掌门师兄前几天去了其他地方，现在不在山上。					
191	191				（看来白跑一趟了，只能先回襄阳找老板问问了）多谢师兄。				
192	192		99	怎么垂头丧气的？看来是没有得到想要的消息？					
192	192		719	你将事情的经过说了一遍……					
192	192		99	无妨，我这里倒有一个线索，昔日独孤剑曾经被一个名为赵七娘的小姑娘缠住，后来他撮合了这姑娘和一个木匠，成了一段好事。喏，给你，她现在就住这儿。					
192	192				（大喜）多谢老板娘！我这就去看看能不能得到什么线索！				
193	193		1013	嘿嘿嘿，小姑娘，跟我们走吧，大爷保证让你欲仙欲死！					
193	193		1176	你们……你们不要过来！再过来！我……我就要喊人了！					
193	193				住手！光天化日之下竟敢调戏少女！看我怎么收拾你们！				
195	195				姑娘，你没事吧？没受伤吧？				
195	195		1176	（沉默）唉，多谢相救……小女子感激不尽……若没其他事，小女子可要先行一步了，告辞……					
195	195				（咦！真是奇了怪了，我救了这姑娘，怎地反而她好像不太高兴的样子！等等，那边好像有人！去看看是谁！）				
196	196				奇怪，方才明明感觉这里有人，可能是我看错了？算了，先去周木匠家吧！				
197	197				两位可是周木匠与赵七娘？				
197	197		1170	（两人对望一眼）我们就是，你是？					
197	197				太好了！你可还记得昔日的独孤剑大侠？能否讲讲他的事迹？				
197	197		1171	呵呵，原来你是来问这个的，当年独孤剑路过临安，当时年轻，被他的风采吸引，后来他就撮合了我和这死鬼，幸好选对了人……					
197	197		1170	呵呵，如今我儿子也已经长大啦，唉，只是他喜欢的人……怕是有些难……独孤大侠撮合我们之后也不知道去哪儿了！我们已有十数年未见过他了！					
197	197				（奇怪，这个青年为何一直看着我，好像认识我一样，既然这里没消息，我还是早点离开好了）谢谢两位相告，在下就先行告辞了！				
198	198		1178	你们给我站住！你们……你们竟然抢劫！					
198	198		1188	小子，怀璧其罪，谁让你自己武功不行，想拿回宝玉，只管来找我们兄弟讨教！我们随时奉陪！					
198	198				（前面似乎发生了什么事情，去看看怎么回事）				
199	199				怎么了？发生什么事情了？				
199	199		1178	唉，都怨我自己武功低微，家传宝玉被抢走了也没办法，若是我也有独孤大侠那样的武功就好了！					
199	199				咦？你认识独孤大侠？				
199	199		1178	我自小听我娘谈起独孤大侠，可惜我天资鲁钝，别说成为独孤大侠那样的高手了！连这些小流氓、小贼匪都打不过！					
199	199				你在这等着，我替你将宝玉讨回来，然后你要跟我说说独孤大侠的事迹。				
199	199		1178	真的吗？太谢谢你了！一言为定！					
200	200				就是你们将剑云的家传宝玉抢走了？识相的就快快交出来，否则别怪我不客气！				
200	200		1187	大胆！敢这么对我们大哥说话！你是不是活得不耐烦了！弟兄们！上！					
201	201		1188	看不出来你还有两下子，哼，看来我不出手是不行了！					
202	202		1188	大侠饶命！饶命啊！给！宝玉给你！我身上的钱财都给你！求你饶命啊！					
202	202				（咦，这块玉竟然通体赤红，真是神奇）谁要你的钱财！滚吧！不要让我再看到你们行凶！				
203	203				剑云，你看看家传的宝玉是否这块？				
