nTaskId	szTaskIndex	szTaskTitle	szDetailDesc	szTaskDesc	szFinishDesc	szTrackInfo	szFinishTrackInfo	Require_FinishTask	nAutoNextTaskId	nFinishDialogId	nFinishTaskNpcId	Target_PersonalFuben	Target_Achievement	Target_KillNpc	bNotAutoNext	bKillNpcToAllPlayer	bAutoFinish	Target_ExtPoint	szAwardInfo	nTaskType	bShowFinish	nNeedConfirmFinish	Target_ExtInfo	nTaskItemId	szOnFinishTrack	Target_EnterMap	Target_CollectItem	nAcceptTaskNpcId	Target_MinLevel	Require_MinLevel	Require_MaxLevel	bCanRepeat	nAcceptDialogId	IsFinishGuide	DeleteClientNpc	ShowClientNpc	Target_OnTrap
3075	PedagogicalTask1_75	[支]五行相克	江湖中有五行一说，天下各大门派武功尽皆源于此，五行间存[FFFE0D] 相克 [-]一说，[FFFE0D] 金克木[-]、[FFFE0D]木克土[-]、[FFFE0D]水克火[-]、[FFFE0D]火克金[-]、[FFFE0D]土克水[-]，门派间相互牵制，若克制对方则伤害增加，且受到的伤害减少。	回答关于[FFFE0D]五行[-]的问题	回答关于[FFFE0D]五行[-]的问题	[url=openwnd:test, ActivityQuestion, "Task"]	[url=npc:testtt,$F,482]	3074		3075	1101								Exp|40000	2	1	1	Task_DaTi		[url=openwnd:test, FiveElements]												
3080	PedagogicalTask1_80	[支]五行相克	江湖中有五行一说，天下各大门派武功尽皆源于此，五行间存[FFFE0D] 相克 [-]一说，[FFFE0D] 金克木[-]、[FFFE0D]木克土[-]、[FFFE0D]水克火[-]、[FFFE0D]火克金[-]、[FFFE0D]土克水[-]，门派间相互牵制，若克制对方则伤害增加，且受到的伤害减少。	找[FFFE0D]纳兰姑娘[-]了解五行	找[FFFE0D]纳兰姑娘[-]了解五行	[url=npc:testtt,$F,482]	[url=npc:testtt,$F,482]		3081	3080	1101				1					2																	
3081	PedagogicalTask1_81	[支]五行相克	江湖中有五行一说，天下各大门派武功尽皆源于此，五行间存[FFFE0D] 相克 [-]一说，[FFFE0D] 金克木[-]、[FFFE0D]木克土[-]、[FFFE0D]水克火[-]、[FFFE0D]火克金[-]、[FFFE0D]土克水[-]，门派间相互牵制，若克制对方则伤害增加，且受到的伤害减少。	击败[FFFE0D]天机制式傀儡·木[-]	击败[FFFE0D]天机制式傀儡·木[-]	[url=npcanddosomething:test, 1375, 482, autofight, 1]		3080	3082					1375|3	1	1	1			2					[url=dialog:test, 3081]												
3082	PedagogicalTask1_82	[支]五行相克	江湖中有五行一说，天下各大门派武功尽皆源于此，五行间存[FFFE0D] 相克 [-]一说，[FFFE0D] 金克木[-]、[FFFE0D]木克土[-]、[FFFE0D]水克火[-]、[FFFE0D]火克金[-]、[FFFE0D]土克水[-]，门派间相互牵制，若克制对方则伤害增加，且受到的伤害减少。	击败[FFFE0D]天机制式傀儡·金[-]	击败[FFFE0D]天机制式傀儡·金[-]	[url=npcanddosomething:test, 1374, 482, autofight, 1]		3081	3083					1374|3	1	1	1			2					[url=dialog:test, 3082]												
3083	PedagogicalTask1_83	[支]五行相克	江湖中有五行一说，天下各大门派武功尽皆源于此，五行间存[FFFE0D] 相克 [-]一说，[FFFE0D] 金克木[-]、[FFFE0D]木克土[-]、[FFFE0D]水克火[-]、[FFFE0D]火克金[-]、[FFFE0D]土克水[-]，门派间相互牵制，若克制对方则伤害增加，且受到的伤害减少。	击败[FFFE0D]天机制式傀儡·水[-]	击败[FFFE0D]天机制式傀儡·水[-]	[url=npcanddosomething:test, 1376, 482, autofight, 1]		3082	3084					1376|3	1	1	1			2					[url=dialog:test, 3083]												
3084	PedagogicalTask1_84	[支]五行相克	江湖中有五行一说，天下各大门派武功尽皆源于此，五行间存[FFFE0D] 相克 [-]一说，[FFFE0D] 金克木[-]、[FFFE0D]木克土[-]、[FFFE0D]水克火[-]、[FFFE0D]火克金[-]、[FFFE0D]土克水[-]，门派间相互牵制，若克制对方则伤害增加，且受到的伤害减少。	回去找[FFFE0D]纳兰姑娘[-]	回去找[FFFE0D]纳兰姑娘[-]	[url=npc:testtt,$F,482]	[url=npc:testtt,$F,482]	3083	3085	3084	1101				1					2																	
3085	PedagogicalTask1_85	[支]五行相克	江湖中有五行一说，天下各大门派武功尽皆源于此，五行间存[FFFE0D] 相克 [-]一说，[FFFE0D] 金克木[-]、[FFFE0D]木克土[-]、[FFFE0D]水克火[-]、[FFFE0D]火克金[-]、[FFFE0D]土克水[-]，门派间相互牵制，若克制对方则伤害增加，且受到的伤害减少。	回答关于[FFFE0D]五行[-]的问题	回答关于[FFFE0D]五行[-]的问题	[url=openwnd:test, ActivityQuestion, "Task"]	[url=npc:testtt,$F,482]	3084		3085	1101								Exp|40000	2	1	1	Task_DaTi		[url=openwnd:test, FiveElements]												
3090	PedagogicalTask1_90	[支]五行相克	江湖中有五行一说，天下各大门派武功尽皆源于此，五行间存[FFFE0D] 相克 [-]一说，[FFFE0D] 金克木[-]、[FFFE0D]木克土[-]、[FFFE0D]水克火[-]、[FFFE0D]火克金[-]、[FFFE0D]土克水[-]，门派间相互牵制，若克制对方则伤害增加，且受到的伤害减少。	找[FFFE0D]纳兰姑娘[-]了解五行	找[FFFE0D]纳兰姑娘[-]了解五行	[url=npc:testtt,$F,482]	[url=npc:testtt,$F,482]		3091	3090	1101				1					2																	
3091	PedagogicalTask1_91	[支]五行相克	江湖中有五行一说，天下各大门派武功尽皆源于此，五行间存[FFFE0D] 相克 [-]一说，[FFFE0D] 金克木[-]、[FFFE0D]木克土[-]、[FFFE0D]水克火[-]、[FFFE0D]火克金[-]、[FFFE0D]土克水[-]，门派间相互牵制，若克制对方则伤害增加，且受到的伤害减少。	击败[FFFE0D]天机制式傀儡·火[-]	击败[FFFE0D]天机制式傀儡·火[-]	[url=npcanddosomething:test, 1377, 482, autofight, 1]		3090	3092					1377|3	1	1	1			2					[url=dialog:test, 3091]												
3092	PedagogicalTask1_92	[支]五行相克	江湖中有五行一说，天下各大门派武功尽皆源于此，五行间存[FFFE0D] 相克 [-]一说，[FFFE0D] 金克木[-]、[FFFE0D]木克土[-]、[FFFE0D]水克火[-]、[FFFE0D]火克金[-]、[FFFE0D]土克水[-]，门派间相互牵制，若克制对方则伤害增加，且受到的伤害减少。	击败[FFFE0D]天机制式傀儡·水[-]	击败[FFFE0D]天机制式傀儡·水[-]	[url=npcanddosomething:test, 1376, 482, autofight, 1]		3091	3093					1376|3	1	1	1			2					[url=dialog:test, 3092]												
3093	PedagogicalTask1_93	[支]五行相克	江湖中有五行一说，天下各大门派武功尽皆源于此，五行间存[FFFE0D] 相克 [-]一说，[FFFE0D] 金克木[-]、[FFFE0D]木克土[-]、[FFFE0D]水克火[-]、[FFFE0D]火克金[-]、[FFFE0D]土克水[-]，门派间相互牵制，若克制对方则伤害增加，且受到的伤害减少。	击败[FFFE0D]天机制式傀儡·木[-]	击败[FFFE0D]天机制式傀儡·木[-]	[url=npcanddosomething:test, 1375, 482, autofight, 1]		3092	3094					1375|3	1	1	1			2					[url=dialog:test, 3093]												
3094	PedagogicalTask1_94	[支]五行相克	江湖中有五行一说，天下各大门派武功尽皆源于此，五行间存[FFFE0D] 相克 [-]一说，[FFFE0D] 金克木[-]、[FFFE0D]木克土[-]、[FFFE0D]水克火[-]、[FFFE0D]火克金[-]、[FFFE0D]土克水[-]，门派间相互牵制，若克制对方则伤害增加，且受到的伤害减少。	回去找[FFFE0D]纳兰姑娘[-]	回去找[FFFE0D]纳兰姑娘[-]	[url=npc:testtt,$F,482]	[url=npc:testtt,$F,482]	3093	3095	3094	1101				1					2																	
3095	PedagogicalTask1_95	[支]五行相克	江湖中有五行一说，天下各大门派武功尽皆源于此，五行间存[FFFE0D] 相克 [-]一说，[FFFE0D] 金克木[-]、[FFFE0D]木克土[-]、[FFFE0D]水克火[-]、[FFFE0D]火克金[-]、[FFFE0D]土克水[-]，门派间相互牵制，若克制对方则伤害增加，且受到的伤害减少。	回答关于[FFFE0D]五行[-]的问题	回答关于[FFFE0D]五行[-]的问题	[url=openwnd:test, ActivityQuestion, "Task"]	[url=npc:testtt,$F,482]	3094		3095	1101								Exp|40000	2	1	1	Task_DaTi		[url=openwnd:test, FiveElements]												
3100	HomeworldTask1_1	[支]温馨小家	阁下在江湖中已历练多日，行侠仗义，快意恩仇固然是人生快事，但夜深人静时，侠士是否想一人拥抱一片星空？如今武林批地建造家园，只要自掏腰包建造，诸位，还等什么，快去开拓一方只属于自己的小天地吧！	找[FFFE0D]颖宝宝[-]了解家园	找[FFFE0D]颖宝宝[-]了解家园	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]		3101	3100	2279				1		1			2																	
3101	HomeworldTask2_2	[支]温馨小家	恭喜侠士购买了地契以及提供了建造房子所需的花费，现在去找颖宝宝姑娘了解房屋的建造情况吧！	找[FFFE0D]颖宝宝[-]建造家园	找[FFFE0D]颖宝宝[-]建造家园	[url=npc:testtt,2279,15]	[url=npc:testtt,2279,15]	3100	3102						1		1	1		2					[url=dialog:test, 3101]												
3102	HomeworldTask2_3	[支]温馨小家	尊敬的侠士，房屋正在按部就班的建设中，只是如今房屋急缺一些优质木材，近日我已托人运来一批木材，就在点苍山，只是路途遥远，风霜漫天，赶路有些困难，少侠脚程较快，不知能否劳烦侠士去拿回木材，也好加快房屋的建造速度。	前去搬运[FFFE0D]优质木材[-]	前去搬运[FFFE0D]优质木材[-]	[url=npc:testtt,2214,405]	[url=npc:testtt,2214,405]	3101	3103						1		1	1		2																	
3103	HomeworldTask2_4	[支]温馨小家	尊敬的侠士，房屋正在按部就班的建设中，只是如今房屋急缺一些优质木材，近日我已托人运来一批木材，就在点苍山，只是路途遥远，风霜漫天，赶路有些困难，少侠脚程较快，不知能否劳烦侠士去拿回木材，也好加快房屋的建造速度。	将木材带给[FFFE0D]颖宝宝[-]	将木材带给[FFFE0D]颖宝宝[-]	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]	3102	3104	3103	2279				1		1			2																	
3104	HomeworldTask2_5	[支]温馨小家	尊敬的侠士，房屋已经修葺完毕了哦，目前正在进行庭院的建设，还请侠士去采集一些自己喜爱的花草，以便于装饰自己的庭院。	去移植一些[FFFE0D]绿草[-]	去移植一些[FFFE0D]绿草[-]	[url=npc:testtt,2213,403]	[url=npc:testtt,2213,403]	3103	3105						1		1	1		2																	
3105	HomeworldTask2_6	[支]温馨小家	尊敬的侠士，房屋已经修葺完毕了哦，目前正在进行庭院的建设，还请侠士去采集一些自己喜爱的花草，以便于装饰自己的庭院。	将青叶草带给[FFFE0D]颖宝宝[-]	将青叶草带给[FFFE0D]颖宝宝[-]	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]	3104	3106	3105	2279				1				Item|4058|1	2	1	1															
3106	HomeworldTask2_7	[支]温馨小家	恭喜侠士获得了自己的家园，不过现在看上去它还有一些空荡荡的，接下来就去学习如何摆放家具吧！	前往家园摆放[FFFE0D]家具[-]	前往家园摆放[FFFE0D]家具[-]	[url=openwnd:test, MiniMap]	[url=openwnd:test, MiniMap]	3105	3107						1		1			2			UseFurniture		[url=dialog:test, 3106]												
3107	HomeworldTask2_8	[支]温馨小家	侠士的家园现在已经越来越有家的感觉了，我这儿还有一些较为基础的家具制造材料，快来我这儿领取吧！	接过[FFFE0D]颖宝宝[-]手中的材料	接过[FFFE0D]颖宝宝[-]手中的材料	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]	3106		3107	2279				1				Item|4435|1;Item|4443|1	2	1	1															
3108	HomeworldTask3_1	[支]商会少当家	幸会幸会，我是「商会少当家」林更新。商会这些年来能有如此发展，一来是万叔经营得当，二来离不开各路侠士的相助支持。倘若不嫌弃，请侠士到寒舍「新颖小筑」做客，畅饮闲谈……	拜访[FFFE0D]林更新[-]	拜访[FFFE0D]林更新[-]	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]		3109	3108	2326				1		1			2																	
3109	HomeworldTask3_2	[支]商会少当家	小林身为我们商会少当家，常年在外奔波行商。商会能有现在这般规模，其功不可没。（大笑）后生可畏，后生可畏啊……	找[FFFE0D]林更新[-]前往「新颖小筑」	向[FFFE0D]万金财[-]汇报情况	[url=npc:testtt,2326,15]	[url=npc:testtt,190,15]	3108			190				1				Item|4187|1	2	1	1				4006											
3150	FactionTask1	[支]门派转换	如今武林处于危难之中，须得江湖中各大门派同仇敌忾，不拘小节，方能成大事！	找[FFFE0D]$NF[-]询问武学之事	找[FFFE0D]$NF[-]询问武学之事	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]		3151	3150	88				1					2																	
3151	FactionTask2	[支]门派转换	如今武林处于危难之中，须得江湖中各大门派同仇敌忾，不拘小节，方能成大事！	前往练功场找[FFFE0D]$NF[-]	前往练功场找[FFFE0D]$NF[-]	[url=npc:testtt,$F,482]	[url=npc:testtt,$F,482]	3150	3152	3151	1101				1					2																	
3152	FactionTask3	[支]门派转换	如今武林处于危难之中，须得江湖中各大门派同仇敌忾，不拘小节，方能成大事！	到前方拜见[FFFE0D]各派翘楚[-]	到前方拜见[FFFE0D]各派翘楚[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	3151	3153						1		1	1		2				3152	[url=dialog:test, 3152]												
3153	FactionTask4	[支]门派转换	如今武林处于危难之中，须得江湖中各大门派同仇敌忾，不拘小节，方能成大事！	回到[FFFE0D]$NF[-]身边	回到[FFFE0D]$NF[-]身边	[url=npc:testtt,$F,482]	[url=npc:testtt,$F,482]	3152	3154	3153	1101				1					2																	
3154	FactionTask5	[支]门派转换	如今武林处于危难之中，须得江湖中各大门派同仇敌忾，不拘小节，方能成大事！	回去拜见[FFFE0D]$NF[-]	回去拜见[FFFE0D]$NF[-]	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]	3153	3155	3154	88				1				Item|6883|1	2	1	1															
3200	JingMai_1	[支]经脉绝学	近日来武功进境甚是缓慢，兴许是练武之法有所偏差，不知有何良法能够改进，老板娘见多识广，兴许知道能够指点我武学的人！	找[FFFE0D]$NF[-]询问	找[FFFE0D]$NF[-]询问	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]		3201	3200	99				1					2																	
3201	JingMai_2	[支]经脉绝学	老板娘这话倒是提点我了！玄天道人的来历神秘莫测，且一身武艺无人能比，何不向他请教一番，兴许能够有前所未有的领悟！	找[FFFE0D]$NF[-]询问	找[FFFE0D]$NF[-]询问	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]	3200	3202	3201	626				1					2																	
3202	JingMai_3	[支]经脉绝学	不知此处是什么地方，看起来倒是颇为的神秘，到处看看好了！	到[FFFE0D]响水洞[-]看看	到[FFFE0D]响水洞[-]看看	[url=pos:test,406,13500,6650]	[url=pos:test,406,13500,6650]	3201	3203			1000|1|1			1		1			2																	
3203	JingMai_4	[支]经脉绝学	这本残卷高深莫测，还是先带回去给玄天道长看看，其中究竟有何玄奥之处！	找[FFFE0D]$NF[-]询问	找[FFFE0D]$NF[-]询问	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]	3202	3204	3203	626				1					2																	
3204	JingMai_5	[支]经脉绝学	独孤大侠武功卓绝，且根基扎实，看来玄天道长是希望我先将根基打扎实！	找[FFFE0D]$NF[-]询问	找[FFFE0D]$NF[-]询问	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]	3203	3205	3204	88				1					2																	
3205	JingMai_6	[支]经脉绝学	回到玄天道人修炼的场所，击败心魔，就能够开启一番新的修为！	击败自己的[FFFE0D]心魔[-]	击败自己的[FFFE0D]心魔[-]	[url=pos:test,406,13500,6650]	[url=gotofuben:test, 1000, 2, 1]	3204	3206			1000|2|1			1		1			2																	
3206	JingMai_7	[支]经脉绝学	终于成功通过了玄天道长的考验，江湖失传已久的经脉修行之法，我一定要将它修习成功！	找[FFFE0D]$NF[-]询问	找[FFFE0D]$NF[-]询问	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]	3205		3206	626				1				ZhenQi|1000;Coin|3000	2	1	1															
3250	WaiZhuang1_1	[支]初出江湖	出来闯荡多时，方才想起已有许久为曾回到忘忧岛，也不知道真儿姑娘如今过得如何，趁着如今暂时无事，何不回去看看真儿姑娘？	回忘忧岛看望[FFFE0D]纳兰真[-]	回忘忧岛看望[FFFE0D]纳兰真[-]	[url=npc:testtt,$F,1000]	[url=npc:testtt,$F,1000]		3251	3250	418				1					2																	
3251	WaiZhuang1_2	[支]初出江湖	难怪真儿姑娘愁眉苦脸的，想不到竟还有这等事情，简直可恶！绝不能轻易绕过他们！老板娘见多识广，兴许有线索！	询问[FFFE0D]公孙惜花[-]消息	询问[FFFE0D]公孙惜花[-]消息	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]	3250	3252	3251	99				1					2																	
3252	WaiZhuang1_3	[支]初出江湖	也是，赃物必须出手，或许万金财有消息也说不定！	询问[FFFE0D]万金财[-]贼匪踪迹	询问[FFFE0D]万金财[-]贼匪踪迹	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]	3251	3253	3252	190				1					2																	
3253	WaiZhuang1_4	[支]初出江湖	小殷方时常在各种游玩，也许他知道也说不定！	询问[FFFE0D]小殷方[-]有否线索	询问[FFFE0D]小殷方[-]有否线索	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]	3252	3254	3253	623				1					2																	
3254	WaiZhuang1_5	[支]初出江湖	哼，这些贼人倒是精明得很，想跑？没那么容易！	前往[FFFE0D]城门处[-]查看	前往[FFFE0D]城门处[-]查看	[url=taskitem:test, $T]	[url=taskitem:test, $T]	3253	3255						1		1	1		2				3254	[url=dialog:test, 3254]												
3255	WaiZhuang1_6	[支]初出江湖	竟然敢欺负真儿姑娘，只怕是失了智，今日便叫你们知道我的厉害！	追赶[FFFE0D]贼匪[-]	追赶[FFFE0D]贼匪[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	3254	3256						1		1	1		2				3255	[url=dialog:test, 3255]												
3256	WaiZhuang1_7	[支]初出江湖	总算是逮着他们了，狠狠教训教训他们！	教训教训[FFFE0D]他们[-]	教训教训[FFFE0D]他们[-]	[url=goanddosomething:test, 407, 13000, 5000, autofight, 1]	[url=goanddosomething:test, 407, 13000, 5000, autofight, 1]	3255	3257					1025|5	1		1			2																	
3257	WaiZhuang1_8	[支]初出江湖	这确实是上等的衣衫布料、金属甲片，不知真儿姑娘要这些做什么？先把东西带回去给真儿姑娘吧！	将东西交给[FFFE0D]纳兰真[-]	将东西交给[FFFE0D]纳兰真[-]	[url=goanddosomething:test, 407, 6800, 6200, npc, $F,1000]	[url=goanddosomething:test, 407, 6800, 6200, npc, $F,1000]	3256	3258	3257	418				1					2																	
3258	WaiZhuang1_9	[支]初出江湖	据闻这七彩小花神秘异常，平常看来只是一片绿叶，需用特殊方法才能够激活其花色，到附近找找看没有绿色草叶！	找找[FFFE0D]看似绿叶的七彩小花[-]	找找[FFFE0D]看似绿叶的七彩小花[-]	[url=npc:testtt,2732,403]	[url=npc:testtt,2732,403]	3257	3259						1		1	1		2																	
3259	WaiZhuang1_10	[支]初出江湖	这么多花应该足够真儿姑娘用了，带过去给她吧！	将花交给[FFFE0D]纳兰真[-]	将花交给[FFFE0D]纳兰真[-]	[url=npc:testtt,$F,1000]	[url=npc:testtt,$F,1000]	3258	3260	3259	418				1					2																	
3260	WaiZhuang1_11	[支]初出江湖	真儿姑娘这是做什么？不管了，先听她的到远处去稍微等待一番吧！	先到远处[FFFE0D]等待片刻[-]	先到远处[FFFE0D]等待片刻[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	3259	3261						1		1	1		2				3260	[url=dialog:test, 3260]												
3261	WaiZhuang1_12	[支]初出江湖	是时候回去找真儿姑娘啦！看看她葫芦里到底在捣什么药！	回去找[FFFE0D]纳兰真[-]	回去找[FFFE0D]纳兰真[-]	[url=npc:testtt,$F,1000]	[url=npc:testtt,$F,1000]	3260		3261	418				1				Item|6996|1;Item|6885|1	2	1	1															
3270	WaiZhuang2_1	[支]门派新秀	已有许久未曾拜访过老板娘了，是时候去问候一下“她老人家”了，免得下回见了面，又要挨一顿口舌	去临安拜访[FFFE0D]公孙惜花[-]	去临安拜访[FFFE0D]公孙惜花[-]	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]		3271	3270	99				1					2																	
3271	WaiZhuang2_2	[支]门派新秀	奇怪，张姑娘不知有何事需要我帮忙，何不找独孤盟主？罢了，先去问问	询问[FFFE0D]张琳心[-]要办之事	询问[FFFE0D]张琳心[-]要办之事	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]	3270	3272	3271	621				1					2																	
3272	WaiZhuang2_3	[支]门派新秀	依照张姑娘所说，应当是这个方向无疑，追上去！我倒是要看看是谁胆子这么大！	根据线索前去[FFFE0D]找回失物[-]	根据线索前去[FFFE0D]找回失物[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	3271	3273						1		1	1		2				3272	[url=dialog:test, 3272]												
3273	WaiZhuang2_4	[支]门派新秀	不过是一些偷鸡摸狗的小贼，仗着自己有几分轻功本事就来偷盗，看我怎么教训你们！	教训教训[FFFE0D]他们[-]	教训教训[FFFE0D]他们[-]	[url=goanddosomething:test, 411, 9200, 5600, autofight, 1]	[url=goanddosomething:test, 411, 13000, 5000, autofight, 1]	3272	3274					1037|5	1		1			2																	
3274	WaiZhuang2_5	[支]门派新秀	听闻那附近有许多流窜的逃兵出没，伤及不少无辜旅人，也罢，就当作是为民除害了！	将失物带给[FFFE0D]张琳心[-]	将失物带给[FFFE0D]张琳心[-]	[url=goanddosomething:test, 411, 8300, 8500, npc, $F,15]	[url=goanddosomething:test, 411, 8300, 8500, npc, $F,15]	3273	3275	3274	621				1					2																	
3275	WaiZhuang2_6	[支]门派新秀	这些士兵非但临阵逃脱，还占地为王，简直可恶！教训他们！	击败[FFFE0D]士兵[-]夺取材料	击败[FFFE0D]士兵[-]夺取材料	[url=goanddosomething:test, 410, 8400, 11100, autofight, 1]	[url=goanddosomething:test, 410, 13000, 5000, autofight, 1]	3274	3276					1034|5	1		1			2																	
3276	WaiZhuang2_7	[支]门派新秀	张姑娘看来是打算给独孤盟主做一件衣裳，按照她指示的方位去收集一些浆果。	收集一些[FFFE0D]染色浆果[-]	收集一些[FFFE0D]染色浆果[-]	[url=goanddosomething:test, 410, 8400, 8300, npc, 2733, 412]	[url=goanddosomething:test, 410, 8400, 8300, npc, 2733, 412]	3275	3277						1		1	1		2																	
3277	WaiZhuang2_8	[支]门派新秀	如此之多的浆果，应当足够用了，带回去交给张姑娘	把东西带给[FFFE0D]张琳心[-]	把东西带给[FFFE0D]张琳心[-]	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]	3276	3278	3277	621				1					2																	
3278	WaiZhuang2_9	[支]门派新秀	看来张姑娘要认真缝制衣裳，我到不远的地方稍候片刻吧！	到不远处[FFFE0D]稍候片刻[-]	到不远处[FFFE0D]稍候片刻[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	3277	3279						1		1	1		2				3278	[url=dialog:test, 3278]												
3279	WaiZhuang2_10	[支]门派新秀	张姑娘真是细心，独孤盟主得此贤内助，想必能够全身心投入抗金事业之中！	取走[FFFE0D]张琳心[-]手中的包裹	取走[FFFE0D]张琳心[-]手中的包裹	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]	3278	3280	3279	621				1					2																	
3280	WaiZhuang2_11	[支]门派新秀	这一套衣服怎地如此之沉？莫非其中还藏有护心镜不成？	将衣服带给[FFFE0D]独孤剑[-]	将衣服带给[FFFE0D]独孤剑[-]	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]	3279	3281	3280	88				1					2																	
3281	WaiZhuang2_12	[支]门派新秀	这……想不到张姑娘竟为我也做了一套衣裳，莫非这是他们早就串通好的？老板娘竟如此关心我。快去向老板娘道谢！	回去向[FFFE0D]公孙惜花[-]道谢	回去向[FFFE0D]公孙惜花[-]道谢	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]	3280		3281	99				1				Item|6997|1;Item|6886|1	2	1	1															
3282	ZhenFa1_1	[支]了解阵法	听闻诀要组合精妙绝伦，阵法本身更是武学身法精进大成之所在，快去向独孤剑前辈请教！	找[FFFE0D]独孤剑[-]了解阵法	向[FFFE0D]独孤剑[-]汇报情况	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]			50013	88				1				Item|7322|1;Item|7288|1	2	1	1			[url=openwnd:test, SkillPanel, 'PracticePanel']												
3301	MyZone1_1	[支]我的空间	大侠闯荡江湖已久，是不是有很多武侠心声想要告诉大家呢。在空间里，可将你的心路旅程、沿途风光、剑侠八卦、自拍美图与生活中的点点滴滴都记录起来，其他大侠也可以看到你所记录的心情哦	找颖宝宝了解我的[FFFE0D]空间[-]	找[FFFE0D]颖宝宝[-]了解我的空间	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]		3302	3301	2279				1		1			2																	
3302	MyZone1_2	[支]我的空间	点击头像打开角色信息界面，点击[FFFE0D]空间[-]。在这里面，可将你的心路旅程，沿途风光，剑侠八卦，自拍美图，生活中的点点滴滴你都可以记录在个人空间里面，其他大侠也可以看到你所记录的心情哦	打开我的[FFFE0D]空间[-]	打开我的[FFFE0D]空间[-]	[url=openwnd:test,TaskNotice,1,3302]		3301	3303						1		1	1		2					[url=dialog:test, 3302]												
3303	MyZone1_3	[支]我的空间	点击对方头像，在弹出的选项菜单里面选择[FFFE0D]玩家空间[-]，就可进入其他侠士的空间啦，在这里面，你能看到对方所记录的点点滴滴哦，还可以送礼物给对方哦！	进入其他侠士的[FFFE0D]空间[-]	进入其他侠士的[FFFE0D]空间[-]	[url=openwnd:test,TaskNotice,1,3303]		3302	3304						1		1	1		2					[url=dialog:test, 3303]												
3304	MyZone1_4	[支]我的空间	点击头像打开角色信息界面，点击[FFFE0D]空间[-]，再点击[FFFE0D]江湖广场[-]或者在游戏主界面直接点击[FFFE0D]江湖广场[-]按钮进入。在这里，你可以看到其他侠士的发布的美照，更有本服与全服人气榜、贡献榜	打开[FFFE0D]江湖广场[-]	打开[FFFE0D]江湖广场[-]	[url=openwnd:test,TaskNotice,1,3304]		3303	3305						1		1	1		2																	
3305	MyZone1_5	[支]我的空间	赶紧在空间发布自己的美照与抒写心情吧，剑侠生活，因你而更加精彩！找颖宝宝提交任务。	找[FFFE0D]颖宝宝[-]交任务	找[FFFE0D]颖宝宝[-]交任务	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]	3304			2279				1		1		Coin|5000	2	1	1			[url=dialog:test, 3305]												
3306	MyGuest_1	[支]广收门客	如今大侠在江湖上名声日盛，许多江湖同伴，文人墨客都想拜入门下。大侠何不效仿战国四君子，招揽一些门客，策马欢歌，共饮江湖，岂不快哉！	找[FFFE0D]颖宝宝[-]询问	找[FFFE0D]颖宝宝[-]询问	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]		3307	3306	2279				1		0		Coin|5000	2	0																
3307	MyGuest_2	[支]广收门客	招揽门客，虽不等同于开门立派，但身处乱世，凡事皆需谨慎，你和颖宝宝商量后，决定去问问独孤前辈的意思。	找[FFFE0D]独孤剑[-]询问	找[FFFE0D]独孤剑[-]询问	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]	3306	3308	3307	88				1		0		item|1969|10|0|1	2	1	1															
3308	MyGuest_3	[支]广收门客	打开同伴界面，在同伴图鉴里可以将某个[FFFE0D]已招募[-]的同伴招揽为门客。目前只开放了[FFFE0D]乙级和丙级[-]门客的招募。	在[FFFE0D]同伴图鉴[-]界面招揽一个[FFFE0D]门客[-]	找[FFFE0D]颖宝宝[-]交任务	[url=openwnd:test, Partner, "PartnerGralleryPanel"]	[url=npc:testtt,$F,15]	3307	3309		2279				1		0	1	item|8363|1	2	1	1															
