TemplateId	Name	Kind	ShowType	ItemType	BigIcon	CDType	ClassName	DetailType	Icon	Intro	ItemValue	Level	ObjID	Price	Quality	RequireLevel	Sellable	Stack	ExtParam1	ExtParam2	ExtParam3	ExtParam4	ExtParam5	ExtParam6	ExtParam7	ExtParam8	ExtParam9	ExtParam10
5791	11阶稀有玉佩碎片	T11_Pendant_Q2_piece		34	4931		EquipMeterial	99	4931	残缺不全的稀有玉佩碎片，需要  [FFFE0D]10块[-]才能打造成1块[FFFE0D]11阶【稀有】[-]玉佩	1250000	8	1	1250000	6	1		999										
5792	12阶稀有玉佩碎片	T12_Pendant_Q2_piece		34	4932		EquipMeterial	99	4932	残缺不全的稀有玉佩碎片，需要  [FFFE0D]10块[-]才能打造成1块[FFFE0D]12阶【稀有】[-]玉佩	1368000	9	1	1368000	6	1		999										
5793	13阶稀有玉佩碎片	T13_Pendant_Q2_piece		34	4933		EquipMeterial	99	4933	残缺不全的稀有玉佩碎片，需要  [FFFE0D]10块[-]才能打造成1块[FFFE0D]13阶【稀有】[-]玉佩	1424000	10	1	1424000	6	1		999										
5794	14阶稀有玉佩碎片	T14_Pendant_Q2_piece		34	4934		EquipMeterial	99	4934	残缺不全的稀有玉佩碎片，需要  [FFFE0D]10块[-]才能打造成1块[FFFE0D]14阶【稀有】[-]玉佩	1566000	11	1	1566000	6	1		999										
5795	15阶稀有玉佩碎片	T15_Pendant_Q2_piece		34	4935		EquipMeterial	99	4935	残缺不全的稀有玉佩碎片，需要  [FFFE0D]10块[-]才能打造成1块[FFFE0D]15阶【稀有】[-]玉佩	1725600	12	1	1726000	6	1		999										
10346	16阶稀有玉佩碎片	T16_Pendant_Q2_piece		34	4936		EquipMeterial	99	4936	残缺不全的稀有玉佩碎片，需要  [FFFE0D]10块[-]才能打造成1块[FFFE0D]16阶【稀有】[-]玉佩	1900000	13	1	1900000	6	1		999										
10347	17阶稀有玉佩碎片	T17_Pendant_Q2_piece		34	4937		EquipMeterial	99	4937	残缺不全的稀有玉佩碎片，需要  [FFFE0D]10块[-]才能打造成1块[FFFE0D]17阶【稀有】[-]玉佩	2090000	14	1	2090000	6	1		999										
10348	18阶稀有玉佩碎片	T18_Pendant_Q2_piece		34	4938		EquipMeterial	99	4938	残缺不全的稀有玉佩碎片，需要  [FFFE0D]10块[-]才能打造成1块[FFFE0D]18阶【稀有】[-]玉佩	2300000	15	1	2300000	6	1		999										
10349	19阶稀有玉佩碎片	T19_Pendant_Q2_piece		34	4939		EquipMeterial	99	4939	残缺不全的稀有玉佩碎片，需要  [FFFE0D]10块[-]才能打造成1块[FFFE0D]19阶【稀有】[-]玉佩	800000	16	1	800000	6	1		999										
10350	20阶稀有玉佩碎片	T20_Pendant_Q2_piece		34	4940		EquipMeterial	99	4940	残缺不全的稀有玉佩碎片，需要  [FFFE0D]10块[-]才能打造成1块[FFFE0D]20阶【稀有】[-]玉佩	1000000	17	1	1000000	6	1		999										
2109	4阶传承玉佩碎片	T4_Pendant_Q3_piece		34	34		EquipMeterial	99	34	残缺不全的传承玉佩碎片，需要  [FFFE0D]5块[-]才能打造成1块[FFFE0D]4阶【传承】[-]玉佩	80000	1	1	80000	4	1		999										
2110	5阶传承玉佩碎片	T5_Pendant_Q3_piece		34	35		EquipMeterial	99	35	残缺不全的传承玉佩碎片，需要  [FFFE0D]5块[-]才能打造成1块[FFFE0D]5阶【传承】[-]玉佩	180000	2	1	180000	4	1		999										
2111	6阶传承玉佩碎片	T6_Pendant_Q3_piece		34	36		EquipMeterial	99	36	残缺不全的传承玉佩碎片，需要  [FFFE0D]5块[-]才能打造成1块[FFFE0D]6阶【传承】[-]玉佩	240000	3	1	240000	4	1		999										
2964	7阶传承玉佩碎片	T7_Pendant_Q3_piece		34	37		EquipMeterial	99	37	残缺不全的传承玉佩碎片，需要  [FFFE0D]5块[-]才能打造成1块[FFFE0D]7阶【传承】[-]玉佩	320000	4	1	320000	4	1		999										
2965	8阶传承玉佩碎片	T8_Pendant_Q3_piece		34	38		EquipMeterial	99	38	残缺不全的传承玉佩碎片，需要  [FFFE0D]5块[-]才能打造成1块[FFFE0D]8阶【传承】[-]玉佩	480000	5	1	480000	4	1		999										
2966	9阶传承玉佩碎片	T9_Pendant_Q3_piece		34	39		EquipMeterial	99	39	残缺不全的传承玉佩碎片，需要  [FFFE0D]5块[-]才能打造成1块[FFFE0D]9阶【传承】[-]玉佩	720000	6	1	720000	4	1		999										
3674	10阶传承玉佩碎片	T10_Pendant_Q3_piece		34	40		EquipMeterial	99	40	残缺不全的传承玉佩碎片，需要  [FFFE0D]5块[-]才能打造成1块[FFFE0D]10阶【传承】[-]玉佩	960000	7	1	960000	4	1		999										
5796	11阶传承玉佩碎片	T11_Pendant_Q3_piece		34	4931		EquipMeterial	99	4931	残缺不全的传承玉佩碎片，需要  [FFFE0D]5块[-]才能打造成1块[FFFE0D]11阶【传承】[-]玉佩	1280000	8	1	1280000	4	1		999										
5797	12阶传承玉佩碎片	T12_Pendant_Q3_piece		34	4932		EquipMeterial	99	4932	残缺不全的传承玉佩碎片，需要  [FFFE0D]5块[-]才能打造成1块[FFFE0D]12阶【传承】[-]玉佩	1440000	9	1	1536000	4	1		999										
5798	13阶传承玉佩碎片	T13_Pendant_Q3_piece		34	4933		EquipMeterial	99	4933	残缺不全的传承玉佩碎片，需要  [FFFE0D]5块[-]才能打造成1块[FFFE0D]13阶【传承】[-]玉佩	1584000	10	1	1584000	4	1		999										
5799	14阶传承玉佩碎片	T14_Pendant_Q3_piece		34	4934		EquipMeterial	99	4934	残缺不全的传承玉佩碎片，需要  [FFFE0D]5块[-]才能打造成1块[FFFE0D]14阶【传承】[-]玉佩	1740000	11	1	1740000	4	1		999										
5800	15阶传承玉佩碎片	T15_Pendant_Q3_piece		34	4935		EquipMeterial	99	4935	残缺不全的传承玉佩碎片，需要  [FFFE0D]5块[-]才能打造成1块[FFFE0D]15阶【传承】[-]玉佩	1923600	12	1	1920000	4	1		999										
10351	16阶传承玉佩碎片	T16_Pendant_Q3_piece		34	4936		EquipMeterial	99	4936	残缺不全的传承玉佩碎片，需要  [FFFE0D]5块[-]才能打造成1块[FFFE0D]16阶【传承】[-]玉佩	2120000	13	1	2120000	4	1		999										
10352	17阶传承玉佩碎片	T17_Pendant_Q3_piece		34	4937		EquipMeterial	99	4937	残缺不全的传承玉佩碎片，需要  [FFFE0D]5块[-]才能打造成1块[FFFE0D]17阶【传承】[-]玉佩	2320000	14	1	2320000	4	1		999										
10353	18阶传承玉佩碎片	T18_Pendant_Q3_piece		34	4938		EquipMeterial	99	4938	残缺不全的传承玉佩碎片，需要  [FFFE0D]5块[-]才能打造成1块[FFFE0D]18阶【传承】[-]玉佩	2552000	15	1	2552000	4	1		999										
10354	19阶传承玉佩碎片	T19_Pendant_Q3_piece		34	4939		EquipMeterial	99	4939	残缺不全的传承玉佩碎片，需要  [FFFE0D]5块[-]才能打造成1块[FFFE0D]19阶【传承】[-]玉佩	720000	16	1	720000	4	1		999										
10355	20阶传承玉佩碎片	T20_Pendant_Q3_piece		34	4940		EquipMeterial	99	4940	残缺不全的传承玉佩碎片，需要  [FFFE0D]5块[-]才能打造成1块[FFFE0D]20阶【传承】[-]玉佩	960000	17	1	960000	4	1		999										
2112	4阶稀有护身符碎片	T4_Amulet_Q2_piece		34	44		EquipMeterial	99	44	残缺不全的稀有护身符碎片，需要  [FFFE0D]10块[-]才能打造成1块[FFFE0D]4阶【稀有】[-]护身符	120000	1	1	120000	6	1		999										
2113	5阶稀有护身符碎片	T5_Amulet_Q2_piece		34	45		EquipMeterial	99	45	残缺不全的稀有护身符碎片，需要  [FFFE0D]10块[-]才能打造成1块[FFFE0D]5阶【稀有】[-]护身符	250000	2	1	250000	6	1		999										
2114	6阶稀有护身符碎片	T6_Amulet_Q2_piece		34	46		EquipMeterial	99	46	残缺不全的稀有护身符碎片，需要  [FFFE0D]10块[-]才能打造成1块[FFFE0D]6阶【稀有】[-]护身符	300000	3	1	300000	6	1		999										
2967	7阶稀有护身符碎片	T7_Amulet_Q2_piece		34	47		EquipMeterial	99	47	残缺不全的稀有护身符碎片，需要  [FFFE0D]10块[-]才能打造成1块[FFFE0D]7阶【稀有】[-]护身符	400000	4	1	400000	6	1		999										
2968	8阶稀有护身符碎片	T8_Amulet_Q2_piece		34	48		EquipMeterial	99	48	残缺不全的稀有护身符碎片，需要  [FFFE0D]10块[-]才能打造成1块[FFFE0D]8阶【稀有】[-]护身符	540000	5	1	600000	6	1		999										
2969	9阶稀有护身符碎片	T9_Amulet_Q2_piece		34	49		EquipMeterial	99	49	残缺不全的稀有护身符碎片，需要  [FFFE0D]10块[-]才能打造成1块[FFFE0D]9阶【稀有】[-]护身符	800000	6	1	800000	6	1		999										
3675	10阶稀有护身符碎片	T10_Amulet_Q2_piece		34	50		EquipMeterial	99	50	残缺不全的稀有护身符碎片，需要  [FFFE0D]10块[-]才能打造成1块[FFFE0D]10阶【稀有】[-]护身符	1000000	7	1	1000000	6	1		999										
5801	11阶稀有护身符碎片	T11_Amulet_Q2_piece		34	4941		EquipMeterial	99	4941	残缺不全的稀有护身符碎片，需要  [FFFE0D]10块[-]才能打造成1块[FFFE0D]11阶【稀有】[-]护身符	1250000	8	1	1250000	6	1		999										
5802	12阶稀有护身符碎片	T12_Amulet_Q2_piece		34	4942		EquipMeterial	99	4942	残缺不全的稀有护身符碎片，需要  [FFFE0D]10块[-]才能打造成1块[FFFE0D]12阶【稀有】[-]护身符	1368000	9	1	1368000	6	1		999										
5803	13阶稀有护身符碎片	T13_Amulet_Q2_piece		34	4943		EquipMeterial	99	4943	残缺不全的稀有护身符碎片，需要  [FFFE0D]10块[-]才能打造成1块[FFFE0D]13阶【稀有】[-]护身符	1424000	10	1	1424000	6	1		999										
5804	14阶稀有护身符碎片	T14_Amulet_Q2_piece		34	4944		EquipMeterial	99	4944	残缺不全的稀有护身符碎片，需要  [FFFE0D]10块[-]才能打造成1块[FFFE0D]14阶【稀有】[-]护身符	1566000	11	1	1566000	6	1		999										
5805	15阶稀有护身符碎片	T15_Amulet_Q2_piece		34	4945		EquipMeterial	99	4945	残缺不全的稀有护身符碎片，需要  [FFFE0D]10块[-]才能打造成1块[FFFE0D]15阶【稀有】[-]护身符	1725600	12	1	1726000	6	1		999										
10356	16阶稀有护身符碎片	T16_Amulet_Q2_piece		34	4946		EquipMeterial	99	4946	残缺不全的稀有护身符碎片，需要  [FFFE0D]10块[-]才能打造成1块[FFFE0D]16阶【稀有】[-]护身符	1900000	13	1	1900000	6	1		999										
10357	17阶稀有护身符碎片	T17_Amulet_Q2_piece		34	4947		EquipMeterial	99	4947	残缺不全的稀有护身符碎片，需要  [FFFE0D]10块[-]才能打造成1块[FFFE0D]17阶【稀有】[-]护身符	2090000	14	1	2090000	6	1		999										
10358	18阶稀有护身符碎片	T18_Amulet_Q2_piece		34	4948		EquipMeterial	99	4948	残缺不全的稀有护身符碎片，需要  [FFFE0D]10块[-]才能打造成1块[FFFE0D]18阶【稀有】[-]护身符	2300000	15	1	2300000	6	1		999										
10359	19阶稀有护身符碎片	T19_Amulet_Q2_piece		34	4949		EquipMeterial	99	4949	残缺不全的稀有护身符碎片，需要  [FFFE0D]10块[-]才能打造成1块[FFFE0D]19阶【稀有】[-]护身符	800000	16	1	800000	6	1		999										
10360	20阶稀有护身符碎片	T20_Amulet_Q2_piece		34	4950		EquipMeterial	99	4950	残缺不全的稀有护身符碎片，需要  [FFFE0D]10块[-]才能打造成1块[FFFE0D]20阶【稀有】[-]护身符	1000000	17	1	1000000	6	1		999										
2115	4阶传承护身符碎片	T4_Amulet_Q3_piece		34	44		EquipMeterial	99	44	残缺不全的传承护身符碎片，需要  [FFFE0D]5块[-]才能打造成1块[FFFE0D]4阶【传承】[-]护身符	80000	1	1	80000	4	1		999										
2116	5阶传承护身符碎片	T5_Amulet_Q3_piece		34	45		EquipMeterial	99	45	残缺不全的传承护身符碎片，需要  [FFFE0D]5块[-]才能打造成1块[FFFE0D]5阶【传承】[-]护身符	180000	2	1	180000	4	1		999										
2117	6阶传承护身符碎片	T6_Amulet_Q3_piece		34	46		EquipMeterial	99	46	残缺不全的传承护身符碎片，需要  [FFFE0D]5块[-]才能打造成1块[FFFE0D]6阶【传承】[-]护身符	240000	3	1	240000	4	1		999										
2970	7阶传承护身符碎片	T7_Amulet_Q3_piece		34	47		EquipMeterial	99	47	残缺不全的传承护身符碎片，需要  [FFFE0D]5块[-]才能打造成1块[FFFE0D]7阶【传承】[-]护身符	320000	4	1	320000	4	1		999										
2971	8阶传承护身符碎片	T8_Amulet_Q3_piece		34	48		EquipMeterial	99	48	残缺不全的传承护身符碎片，需要  [FFFE0D]5块[-]才能打造成1块[FFFE0D]8阶【传承】[-]护身符	480000	5	1	480000	4	1		999										
2972	9阶传承护身符碎片	T9_Amulet_Q3_piece		34	49		EquipMeterial	99	49	残缺不全的传承护身符碎片，需要  [FFFE0D]5块[-]才能打造成1块[FFFE0D]9阶【传承】[-]护身符	720000	6	1	720000	4	1		999										
3676	10阶传承护身符碎片	T10_Amulet_Q3_piece		34	50		EquipMeterial	99	50	残缺不全的传承护身符碎片，需要  [FFFE0D]5块[-]才能打造成1块[FFFE0D]10阶【传承】[-]护身符	960000	7	1	960000	4	1		999										
5806	11阶传承护身符碎片	T11_Amulet_Q3_piece		34	4941		EquipMeterial	99	4941	残缺不全的传承护身符碎片，需要  [FFFE0D]5块[-]才能打造成1块[FFFE0D]11阶【传承】[-]护身符	1280000	8	1	1280000	4	1		999										
5807	12阶传承护身符碎片	T12_Amulet_Q3_piece		34	4942		EquipMeterial	99	4942	残缺不全的传承护身符碎片，需要  [FFFE0D]5块[-]才能打造成1块[FFFE0D]12阶【传承】[-]护身符	1440000	9	1	1536000	4	1		999										
5808	13阶传承护身符碎片	T13_Amulet_Q3_piece		34	4943		EquipMeterial	99	4943	残缺不全的传承护身符碎片，需要  [FFFE0D]5块[-]才能打造成1块[FFFE0D]13阶【传承】[-]护身符	1584000	10	1	1584000	4	1		999										
5809	14阶传承护身符碎片	T14_Amulet_Q3_piece		34	4944		EquipMeterial	99	4944	残缺不全的传承护身符碎片，需要  [FFFE0D]5块[-]才能打造成1块[FFFE0D]14阶【传承】[-]护身符	1740000	11	1	1740000	4	1		999										
5810	15阶传承护身符碎片	T15_Amulet_Q3_piece		34	4945		EquipMeterial	99	4945	残缺不全的传承护身符碎片，需要  [FFFE0D]5块[-]才能打造成1块[FFFE0D]15阶【传承】[-]护身符	1923600	12	1	1920000	4	1		999										
10361	16阶传承护身符碎片	T16_Amulet_Q3_piece		34	4946		EquipMeterial	99	4946	残缺不全的传承护身符碎片，需要  [FFFE0D]5块[-]才能打造成1块[FFFE0D]16阶【传承】[-]护身符	2120000	13	1	2120000	4	1		999										
10362	17阶传承护身符碎片	T17_Amulet_Q3_piece		34	4947		EquipMeterial	99	4947	残缺不全的传承护身符碎片，需要  [FFFE0D]5块[-]才能打造成1块[FFFE0D]17阶【传承】[-]护身符	2320000	14	1	2320000	4	1		999										
10363	18阶传承护身符碎片	T18_Amulet_Q3_piece		34	4948		EquipMeterial	99	4948	残缺不全的传承护身符碎片，需要  [FFFE0D]5块[-]才能打造成1块[FFFE0D]18阶【传承】[-]护身符	2552000	15	1	2552000	4	1		999										
10364	19阶传承护身符碎片	T19_Amulet_Q3_piece		34	4949		EquipMeterial	99	4949	残缺不全的传承护身符碎片，需要  [FFFE0D]5块[-]才能打造成1块[FFFE0D]19阶【传承】[-]护身符	720000	16	1	720000	4	1		999										
10365	20阶传承护身符碎片	T20_Amulet_Q3_piece		34	4950		EquipMeterial	99	4950	残缺不全的传承护身符碎片，需要  [FFFE0D]5块[-]才能打造成1块[FFFE0D]20阶【传承】[-]护身符	960000	17	1	960000	4	1		999										
2118	4阶稀有帽子碎片	T4_Helm_Q2_piece	5704	34	10204		EquipMeterial	99	10204	残缺不全的稀有帽子碎片，需要  [FFFE0D]10块[-]才能打造成1顶[FFFE0D]4阶【稀有】[-]帽子	60000	1	1	60000	6	1		999										
2119	5阶稀有帽子碎片	T5_Helm_Q2_piece	5705	34	10205		EquipMeterial	99	10205	残缺不全的稀有帽子碎片，需要  [FFFE0D]10块[-]才能打造成1顶[FFFE0D]5阶【稀有】[-]帽子	125000	2	1	125000	6	1		999										
2120	6阶稀有帽子碎片	T6_Helm_Q2_piece	5706	34	10206		EquipMeterial	99	10206	残缺不全的稀有帽子碎片，需要  [FFFE0D]10块[-]才能打造成1顶[FFFE0D]6阶【稀有】[-]帽子	150000	3	1	150000	6	1		999										
2973	7阶稀有帽子碎片	T7_Helm_Q2_piece	5707	34	10207		EquipMeterial	99	10207	残缺不全的稀有帽子碎片，需要  [FFFE0D]10块[-]才能打造成1顶[FFFE0D]7阶【稀有】[-]帽子	200000	4	1	200000	6	1		999										
2974	8阶稀有帽子碎片	T8_Helm_Q2_piece	5708	34	10208		EquipMeterial	99	10208	残缺不全的稀有帽子碎片，需要  [FFFE0D]10块[-]才能打造成1顶[FFFE0D]8阶【稀有】[-]帽子	270000	5	1	270000	6	1		999										
2975	9阶稀有帽子碎片	T9_Helm_Q2_piece	5709	34	10209		EquipMeterial	99	10209	残缺不全的稀有帽子碎片，需要  [FFFE0D]10块[-]才能打造成1顶[FFFE0D]9阶【稀有】[-]帽子	400000	6	1	400000	6	1		999										
3677	10阶稀有帽子碎片	T10_Helm_Q2_piece	5710	34	10210		EquipMeterial	99	10210	残缺不全的稀有帽子碎片，需要  [FFFE0D]10块[-]才能打造成1顶[FFFE0D]10阶【稀有】[-]帽子	500000	7	1	500000	6	1		999										
5811	11阶稀有帽子碎片	T11_Helm_Q2_piece	5711	34			EquipMeterial	99		残缺不全的稀有帽子碎片，需要  [FFFE0D]10块[-]才能打造成1顶[FFFE0D]11阶【稀有】[-]帽子	625000	8	1	625000	6	1		999										
5812	12阶稀有帽子碎片	T12_Helm_Q2_piece	5712	34			EquipMeterial	99		残缺不全的稀有帽子碎片，需要  [FFFE0D]10块[-]才能打造成1顶[FFFE0D]12阶【稀有】[-]帽子	684000	9	1	684000	6	1		999										
5813	13阶稀有帽子碎片	T13_Helm_Q2_piece	5713	34			EquipMeterial	99		残缺不全的稀有帽子碎片，需要  [FFFE0D]10块[-]才能打造成1顶[FFFE0D]13阶【稀有】[-]帽子	712000	10	1	712000	6	1		999										
5814	14阶稀有帽子碎片	T14_Helm_Q2_piece	5714	34			EquipMeterial	99		残缺不全的稀有帽子碎片，需要  [FFFE0D]10块[-]才能打造成1顶[FFFE0D]14阶【稀有】[-]帽子	783000	11	1	783000	6	1		999										
5815	15阶稀有帽子碎片	T15_Helm_Q2_piece	5715	34			EquipMeterial	99		残缺不全的稀有帽子碎片，需要  [FFFE0D]10块[-]才能打造成1顶[FFFE0D]15阶【稀有】[-]帽子	862800	12	1	863000	6	1		999										
10366	16阶稀有帽子碎片	T16_Helm_Q2_piece	5716	34			EquipMeterial	99	10206	残缺不全的稀有帽子碎片，需要  [FFFE0D]10块[-]才能打造成1顶[FFFE0D]16阶【稀有】[-]帽子	950000	13	1	950000	6	1		999										
10367	17阶稀有帽子碎片	T17_Helm_Q2_piece	5717	34			EquipMeterial	99	10207	残缺不全的稀有帽子碎片，需要  [FFFE0D]10块[-]才能打造成1顶[FFFE0D]17阶【稀有】[-]帽子	1045000	14	1	1045000	6	1		999										
10368	18阶稀有帽子碎片	T18_Helm_Q2_piece	5718	34			EquipMeterial	99	10208	残缺不全的稀有帽子碎片，需要  [FFFE0D]10块[-]才能打造成1顶[FFFE0D]18阶【稀有】[-]帽子	1150000	15	1	1150000	6	1		999										
10369	19阶稀有帽子碎片	T19_Helm_Q2_piece	5719	34			EquipMeterial	99	10209	残缺不全的稀有帽子碎片，需要  [FFFE0D]10块[-]才能打造成1顶[FFFE0D]19阶【稀有】[-]帽子	400000	16	1	400000	6	1		999										
10370	20阶稀有帽子碎片	T20_Helm_Q2_piece	5720	34			EquipMeterial	99	10210	残缺不全的稀有帽子碎片，需要  [FFFE0D]10块[-]才能打造成1顶[FFFE0D]20阶【稀有】[-]帽子	500000	17	1	500000	6	1		999										
2121	4阶传承帽子碎片	T4_Helm_Q3_piece	5804	34	10204		EquipMeterial	99	10204	残缺不全的传承帽子碎片，需要  [FFFE0D]5块[-]才能打造成1顶[FFFE0D]4阶【传承】[-]帽子	40000	1	1	40000	4	1		999										
2122	5阶传承帽子碎片	T5_Helm_Q3_piece	5805	34	10205		EquipMeterial	99	10205	残缺不全的传承帽子碎片，需要  [FFFE0D]5块[-]才能打造成1顶[FFFE0D]5阶【传承】[-]帽子	90000	2	1	90000	4	1		999										
2123	6阶传承帽子碎片	T6_Helm_Q3_piece	5806	34	10206		EquipMeterial	99	10206	残缺不全的传承帽子碎片，需要  [FFFE0D]5块[-]才能打造成1顶[FFFE0D]6阶【传承】[-]帽子	120000	3	1	120000	4	1		999										
2976	7阶传承帽子碎片	T7_Helm_Q3_piece	5807	34	10207		EquipMeterial	99	10207	残缺不全的传承帽子碎片，需要  [FFFE0D]5块[-]才能打造成1顶[FFFE0D]7阶【传承】[-]帽子	160000	4	1	160000	4	1		999										
2977	8阶传承帽子碎片	T8_Helm_Q3_piece	5808	34	10208		EquipMeterial	99	10208	残缺不全的传承帽子碎片，需要  [FFFE0D]5块[-]才能打造成1顶[FFFE0D]8阶【传承】[-]帽子	240000	5	1	240000	4	1		999										
2978	9阶传承帽子碎片	T9_Helm_Q3_piece	5809	34	10209		EquipMeterial	99	10209	残缺不全的传承帽子碎片，需要  [FFFE0D]5块[-]才能打造成1顶[FFFE0D]9阶【传承】[-]帽子	360000	6	1	360000	4	1		999										
3678	10阶传承帽子碎片	T10_Helm_Q3_piece	5810	34	10210		EquipMeterial	99	10210	残缺不全的传承帽子碎片，需要  [FFFE0D]5块[-]才能打造成1顶[FFFE0D]10阶【传承】[-]帽子	480000	7	1	480000	4	1		999										
5816	11阶传承帽子碎片	T11_Helm_Q3_piece	5811	34			EquipMeterial	99		残缺不全的传承帽子碎片，需要  [FFFE0D]5块[-]才能打造成1顶[FFFE0D]11阶【传承】[-]帽子	640000	8	1	640000	4	1		999										
5817	12阶传承帽子碎片	T12_Helm_Q3_piece	5812	34			EquipMeterial	99		残缺不全的传承帽子碎片，需要  [FFFE0D]5块[-]才能打造成1顶[FFFE0D]12阶【传承】[-]帽子	720000	9	1	768000	4	1		999										
5818	13阶传承帽子碎片	T13_Helm_Q3_piece	5813	34			EquipMeterial	99		残缺不全的传承帽子碎片，需要  [FFFE0D]5块[-]才能打造成1顶[FFFE0D]13阶【传承】[-]帽子	792000	10	1	792000	4	1		999										
5819	14阶传承帽子碎片	T14_Helm_Q3_piece	5814	34			EquipMeterial	99		残缺不全的传承帽子碎片，需要  [FFFE0D]5块[-]才能打造成1顶[FFFE0D]14阶【传承】[-]帽子	870000	11	1	870000	4	1		999										
5820	15阶传承帽子碎片	T15_Helm_Q3_piece	5815	34			EquipMeterial	99		残缺不全的传承帽子碎片，需要  [FFFE0D]5块[-]才能打造成1顶[FFFE0D]15阶【传承】[-]帽子	961800	12	1	960000	4	1		999										
10371	16阶传承帽子碎片	T16_Helm_Q3_piece	5816	34			EquipMeterial	99	10206	残缺不全的传承帽子碎片，需要  [FFFE0D]5块[-]才能打造成1顶[FFFE0D]16阶【传承】[-]帽子	1060000	13	1	1060000	4	1		999										
10372	17阶传承帽子碎片	T17_Helm_Q3_piece	5817	34			EquipMeterial	99	10207	残缺不全的传承帽子碎片，需要  [FFFE0D]5块[-]才能打造成1顶[FFFE0D]17阶【传承】[-]帽子	1160000	14	1	1160000	4	1		999										
10373	18阶传承帽子碎片	T18_Helm_Q3_piece	5818	34			EquipMeterial	99	10208	残缺不全的传承帽子碎片，需要  [FFFE0D]5块[-]才能打造成1顶[FFFE0D]18阶【传承】[-]帽子	1276000	15	1	1276000	4	1		999										
10374	19阶传承帽子碎片	T19_Helm_Q3_piece	5819	34			EquipMeterial	99	10209	残缺不全的传承帽子碎片，需要  [FFFE0D]5块[-]才能打造成1顶[FFFE0D]19阶【传承】[-]帽子	360000	16	1	360000	4	1		999										
10375	20阶传承帽子碎片	T20_Helm_Q3_piece	5820	34			EquipMeterial	99	10210	残缺不全的传承帽子碎片，需要  [FFFE0D]5块[-]才能打造成1顶[FFFE0D]20阶【传承】[-]帽子	480000	17	1	480000	4	1		999										
2124	4阶稀有衣服碎片	T4_Armor_Q2_piece	6704	34	10404		EquipMeterial	99	10404	残缺不全的稀有衣服碎片，需要  [FFFE0D]10块[-]才能打造成1件[FFFE0D]4阶【稀有】[-]衣服	180000	1	1	180000	6	1		999										
2125	5阶稀有衣服碎片	T5_Armor_Q2_piece	6705	34	10405		EquipMeterial	99	10405	残缺不全的稀有衣服碎片，需要  [FFFE0D]10块[-]才能打造成1件[FFFE0D]5阶【稀有】[-]衣服	375000	2	1	375000	6	1		999										
2126	6阶稀有衣服碎片	T6_Armor_Q2_piece	6706	34	10406		EquipMeterial	99	10406	残缺不全的稀有衣服碎片，需要  [FFFE0D]10块[-]才能打造成1件[FFFE0D]6阶【稀有】[-]衣服	450000	3	1	450000	6	1		999										
2979	7阶稀有衣服碎片	T7_Armor_Q2_piece	6707	34	10407		EquipMeterial	99	10407	残缺不全的稀有衣服碎片，需要  [FFFE0D]10块[-]才能打造成1件[FFFE0D]7阶【稀有】[-]衣服	600000	4	1	600000	6	1		999										
2980	8阶稀有衣服碎片	T8_Armor_Q2_piece	6708	34	10408		EquipMeterial	99	10408	残缺不全的稀有衣服碎片，需要  [FFFE0D]10块[-]才能打造成1件[FFFE0D]8阶【稀有】[-]衣服	810000	5	1	810000	6	1		999										
2981	9阶稀有衣服碎片	T9_Armor_Q2_piece	6709	34	10409		EquipMeterial	99	10409	残缺不全的稀有衣服碎片，需要  [FFFE0D]10块[-]才能打造成1件[FFFE0D]9阶【稀有】[-]衣服	1200000	6	1	1200000	6	1		999										
3679	10阶稀有衣服碎片	T10_Armor_Q2_piece	6710	34	10410		EquipMeterial	99	10410	残缺不全的稀有衣服碎片，需要  [FFFE0D]10块[-]才能打造成1件[FFFE0D]10阶【稀有】[-]衣服	1500000	7	1	1500000	6	1		999										
5821	11阶稀有衣服碎片	T11_Armor_Q2_piece	6711	34			EquipMeterial	99		残缺不全的稀有衣服碎片，需要  [FFFE0D]10块[-]才能打造成1件[FFFE0D]11阶【稀有】[-]衣服	1875000	8	1	1875000	6	1		999										
5822	12阶稀有衣服碎片	T12_Armor_Q2_piece	6712	34			EquipMeterial	99		残缺不全的稀有衣服碎片，需要  [FFFE0D]10块[-]才能打造成1件[FFFE0D]12阶【稀有】[-]衣服	2052000	9	1	2052000	6	1		999										
5823	13阶稀有衣服碎片	T13_Armor_Q2_piece	6713	34			EquipMeterial	99		残缺不全的稀有衣服碎片，需要  [FFFE0D]10块[-]才能打造成1件[FFFE0D]13阶【稀有】[-]衣服	2136000	10	1	2136000	6	1		999										
5824	14阶稀有衣服碎片	T14_Armor_Q2_piece	6714	34			EquipMeterial	99		残缺不全的稀有衣服碎片，需要  [FFFE0D]10块[-]才能打造成1件[FFFE0D]14阶【稀有】[-]衣服	2350000	11	1	2350000	6	1		999										
5825	15阶稀有衣服碎片	T15_Armor_Q2_piece	6715	34			EquipMeterial	99		残缺不全的稀有衣服碎片，需要  [FFFE0D]10块[-]才能打造成1件[FFFE0D]15阶【稀有】[-]衣服	2589000	12	1	2589000	6	1		999										
10376	16阶稀有衣服碎片	T16_Armor_Q2_piece	6716	34			EquipMeterial	99	10406	残缺不全的稀有衣服碎片，需要  [FFFE0D]10块[-]才能打造成1件[FFFE0D]16阶【稀有】[-]衣服	2850000	13	1	2850000	6	1		999										
