TemplateId	NextTemplateId	Name	Debris	InsetType	FightPower	Weapon	Helm	Cuff	Armor	Belt	Boots	Necklace	Ring	Pendant	Amulet	AttribType1	Value11	Value21	Value31	AttribType2	Value12	Value22	Value32
1830	1908	中级魂石·鳌拜		0	1350	1										physical_metaldamage_v	84			attackrate_v	112		
1831	1909	中级魂石·韩世忠		0	1350	1										physical_wooddamage_v	84			attackrate_v	112		
1832	1910	中级魂石·赤睛虎皇		22	4000			1								metal_resist_v	120			lifemax_v	1450		
1833	1911	中级魂石·撼天熊皇		23	4000			1								wood_resist_v	120			lifemax_v	1450		
1834	1912	中级魂石·紫背鳄皇		24	4000										1	all_series_resist_v	40			lifemax_v	1450		
1835	1913	中级魂石·定海金刚		25	4000			1								water_resist_v	120			lifemax_v	1450		
1836	1914	中级魂石·金翅鹏皇		26	4000			1								earth_resist_v	120			lifemax_v	1450		
1837	1915	中级魂石·银角犀皇		27	4000			1								fire_resist_v	120			lifemax_v	1450		
2543	2552	中级魂石·孟知秋(唯一)		33	4000								1			strength_v	80			wood_resist_v	60		
2544	2553	中级魂石·李显忠(唯一)		36	4000					1						all_series_resist_v	40			recover_life_v	200	75	
2545	2554	中级魂石·徒单克宁(唯一)		37	4000										1	dexterity_v	80			resist_allseriesstate_rate_v	20		
2669	2670	中级魂石·独孤剑(唯一)		39	4000		1									ignore_all_resist_v	100	40		basic_damage_v	60		60
2882	2884	中级魂石·南宫飞云(唯一)		51	4000								1			energy_v	80			ignore_all_resist_v	100	20	
2883	2885	中级魂石·杨影枫(唯一)		52	4000					1						vitality_v	80			defense_v	80		
2675	2678	中级魂石·荆轲(唯一)		42	4000						1					ignore_all_resist_v	100	40		defense_v	80		
2676	2679	中级魂石·虞姬(唯一)		41	4000									1		fire_resist_v	120			state_palsy_resistrate	60		
2677	2680	中级魂石·岳飞(唯一)		40	4000							1				water_resist_v	120			state_slowall_resistrate	60		
2697	2698	中级魂石·完颜洪烈(唯一)		43	4000										1	basic_damage_v	120		120	lifemax_p	9		
2829	2834	中级魂石·玄天武机(唯一)		46	4000							1				dexterity_v	120						
2830	2835	中级魂石·白起(唯一)		47	4000				1							all_series_resist_v	60						
2831	2836	中级魂石·李斯(唯一)		48	4000									1		weaken_deadlystrike_v	120						
3023	3024	中级魂石·雷(唯一)		54	4000				1							defense_v	336						
2832	2837	中级魂石·秦始皇(阴)(唯一)		44	12000		1									series_abate_v	420			basic_damage_v	84		84
2833	2838	中级魂石·秦始皇(阳)(唯一)		45	12000					1						series_enhance_v	420			lifemax_p	12		
1838	1916	中级魂石·张风		0	450	1										strength_v	38			lifemax_v	384		
1839	1917	中级魂石·月眉儿		0	450						1					dexterity_v	38			lifemax_v	384		
1840	1918	中级魂石·天星道长		0	1350								1			ignore_defense_v	112			lifemax_v	1000		
1841	1919	中级魂石·燕若雪		0	1350									1		defense_v	112			lifemax_v	1000		
1842	1920	中级魂石·杨熙烈		0	1350			1								add_seriesstate_time_v	28			lifemax_v	1000		
1843	1921	中级魂石·上官飞龙		28	1350									1		weaken_deadlystrike_v	56			lifemax_v	1000		
1844	1922	中级魂石·纳兰潜凛		29	1350						1					ignore_all_resist_v	100	28		lifemax_v	1000		
1845	1923	中级魂石·方勉		0	1350		1									resist_allseriesstate_time_v	28			lifemax_v	1000		
1846	1924	中级魂石·南宫灭		0	1350					1						lifemax_p	12			recover_life_v	140	75	
1848	1925	中级魂石·唐影		0	1350							1				ignore_defense_v	112			lifemax_v	1000		
1847	1926	中级魂石·秋依水		0	1350						1					defense_v	112			lifemax_v	1000		
3218	3221	中级魂石·李元霸		56	4000						1					vitality_v	120						
3219	3222	中级魂石·赵云		55	4000								1			ignore_defense_v	240						
3220	3223	中级魂石·李广		57	4000			1								energy_v	120						
3374	3377	中级魂石·尹含烟(唯一)		58	4000					1						lifemax_v	4320						
3375	3378	中级魂石·璇玑子(唯一)		59	4000		1									basic_damage_v	150		150				
3376	3379	中级魂石·玄天道人(唯一)		60	4000	1										deadlystrike_v	120						
3710	3711	中级魂石·年兽(唯一)		61	4000						1					all_series_resist_v	60						
3857	3860	中级魂石·黑面郎君(唯一)		63	4000	1										strength_v	80			attackrate_v	160		
3858	3861	中级魂石·何人我(唯一)		65	4000									1		weaken_deadlystrike_damage_p	10						
3859	3862	中级魂石·唐仇(唯一)		64	4000							1				add_seriesstate_rate_v	60						
3898	3899	中级魂石·唐简(唯一)		62	12000								1			strength_v	112			dexterity_v	56		
4054	4055	中级魂石·完颜洪烈(真)(唯一)		66	12000				1							all_series_resist_p	35						
4543	4546	中级魂石·冰鳞蜥皇(唯一)		67	4000										1	meleedamagereturn_p	9			recover_life_v	200	75	
4544	4547	中级魂石·银钩蝎皇(唯一)		68	4000										1	defense_p	9			lifemax_v	1450		
4545	4548	中级魂石·狂鬃獒皇(唯一)		69	4000										1	rangedamagereturn_p	9			recover_life_v	200	75	
4596	4597	中级魂石·项羽(唯一)		70	12000	1										enhance_final_damage_p	9						
4850	4851	中级魂石·唐晓(唯一)		71	12000							1				deadlystrike_p	35						
4875	4877	中级魂石·宋秋石(唯一)		73	4000								1			basic_damage_v	120		120	earth_resist_v	60		
4876	4878	中级魂石·古嫣然(唯一)		74	4000				1							lifemax_v	3450			resist_allseriesstate_time_v	40		
5434	5436	中级魂石·尹筱雨(唯一)		75	4000		1									ignore_defense_vp	15						
5435	5437	中级魂石·石轩辕(唯一)		72	4000					1						ignore_all_resist_vp	20						
6071	6075	中级魂石·叶青阳(唯一)		76	4000							1				weaken_deadlystrike_v	96			lifemax_v	1450		
6072	6076	中级魂石·冰仪(唯一)		77	4000						1					dexterity_v	80			lifemax_v	1450		
6073	6077	中级魂石·杨再兴(唯一)		78	4000								1			ignore_defense_v	160			basic_damage_v	75		75
6074	6078	中级魂石·完颜娄室(唯一)		79	4000									1		weaken_deadlystrike_damage_p	6			lifemax_v	1450		
6102	6104	中级魂石·萧玉竹(唯一)		80	4000		1									resist_allseriesstate_rate_v	40			lifemax_v	1450		
6103	6105	中级魂石·金兀术(唯一)		81	4000					1						all_series_resist_v	40			add_seriesstate_time_v	40		
6113	6114	中级魂石·绝世虞姬(唯一)		82	12000						1					reduce_final_damage_p	9						
6131	6136	中级魂石·武则天(阴)(唯一)		83	12000										1	steallife_resist_p	15			basic_damage_v	84		84
6132	6137	中级魂石·武则天(阳)(唯一)		84	12000									1		steallife_resist_p	15			lifemax_p	12		
6133	6138	中级魂石·狄仁杰(唯一)		85	4000	1										basic_damage_v	150		150				
6134	6139	中级魂石·李元芳(唯一)		86	4000			1								all_series_resist_v	40			lifemax_v	1450		
6135	6140	中级魂石·无字碑(唯一)		87	4000				1							add_seriesstate_rate_v	40			recover_life_v	200	75	
6286	6287	中级魂石·韩蒙(唯一)		88	4000					1						lifemax_p	18			ignore_defense_v	80		
7375	7376	中级魂石·何怜飘(唯一)		89	4000			1								energy_v	80			lifemax_v	1450		
7378	7379	中级魂石·虞允文(唯一)		90	12000			1								physics_potentialdamage_p	9			resist_allseriesstate_time_v	56		
7430	7431	中级魂石·龙纹狮王(唯一)		91	4000									1		ignore_deadlystrike_vp	15			state_palsy_resisttime	60		
7433	7434	中级魂石·巨螯蜂后(唯一)		92	4000							1				ignore_defense_vp	9			lifemax_v	1450		
7651	7654	中级魂石·王腾(唯一)		93	12000				1							vitality_v	112			energy_v	56		
7652	7655	中级魂石·王云潇(唯一)		94	4000		1									resist_allseriesstate_time_v	90						
7653	7656	中级魂石·惊雪(唯一)		95	4000								1			deadlystrike_damage_p	6			lifemax_v	1450		
7742	7743	中级魂石·空相(唯一)		96	4000	1										ignore_all_resist_v	100	40		strength_v	40		
9399	9400	中级魂石·林青羽(唯一)		97	4000				1							meleedamagereturn_p	9			resist_allseriesstate_rate_v	40		
9402	9403	中级魂石·孟苍岚(唯一)		98	12000		1									dexterity_v	112			energy_v	56		
9972	9973	中级魂石·风行周(唯一)		99	4000						1					lifemax_v	3500			ignore_all_resist_v	100	40	
9978	9979	中级魂石·鬼谷子(阴)(唯一)		100	12000					1						return_resist_p	15			deadlystrike_v	60		
9981	9982	中级魂石·鬼谷子(阳)(唯一)		101	12000			1								return_resist_p	15			all_series_resist_v	30		
9975	9976	中级魂石·方公望(唯一)		102	12000										1	reduce_final_damage_p	9						
10129	10132	中级魂石·玄冰貂皇(唯一)		103	12000							1				lifemax_p	35						
10130	10133	中级魂石·万毒棘皇(唯一)		104	12000						1					ignore_all_resist_vp	35						
10131	10134	中级魂石·完颜宗翰(唯一)		105	12000								1			ignore_defense_vp	12			physics_potentialdamage_p	5		
10150	10151	中级魂石·叶无心(唯一)		106	12000									1		defense_p	12			add_seriesstate_rate_v	56		
10450	10451	中级魂石·天音(唯一)		107	12000				1							defense_v	500			resist_allseriesstate_time_v	78		
10476	10477	中级魂石·云浩然(唯一)		108	12000								1			energy_v	112			ignore_defense_v	112		
1849		高级魂石·李三		0	450	1										attackrate_v	192						
1850		高级魂石·卢青		0	450							1				water_resist_v	72						
1851		高级魂石·莺儿		0	450				1							recover_life_v	240	75					
1852		高级魂石·顾武		0	450			1								attackrate_v	192						
1853		高级魂石·小武		0	1350										1	earth_resist_v	84			lifemax_v	560		
1854		高级魂石·苏墨芸		0	450				1							lifemax_v	960						
1855		高级魂石·萧动尘		0	450										1	earth_resist_v	72						
1856		高级魂石·胡神医		0	450									1		state_palsy_resistrate	72						
1857		高级魂石·秦沐白		0	450							1				state_slowall_resistrate	72						
1858		高级魂石·张仲天		0	450										1	state_stun_resistrate	72						
1859		高级魂石·路达		0	450								1			state_zhican_resistrate	72						
1860		高级魂石·白眉猴王		1	1350					1						metal_resist_v	105						
1861		高级魂石·大地狼王		2	1350					1						wood_resist_v	105						
1862		高级魂石·寒玉鹿王		3	1350					1						fire_resist_v	105						
1863		高级魂石·蔷薇		0	450					1						vitality_v	48						
1864		高级魂石·紫轩		0	450						1					dexterity_v	48						
1865		高级魂石·卓非凡		4	1350							1				deadlystrike_v	70						
1866		高级魂石·月明瑶		0	1350		1									metal_resist_v	84			lifemax_v	560		
1867		高级魂石·龙傲天		0	1350				1							state_zhican_resisttime	84			lifemax_v	560		
1868		高级魂石·沫天然		0	1350				1							state_hurt_resisttime	84			lifemax_v	560		
1869		高级魂石·少年杨影枫		5	4000				1							meleedamagereturn_p	9			lifemax_v	1450		
1870		高级魂石·南宫彩虹		0	450			1								energy_v	48						
1871		高级魂石·林海		0	450						1					lifemax_v	960						
1873		高级魂石·陆文龙		0	450		1									state_zhican_resisttime	72						
1872		高级魂石·赵无双		0	450									1		fire_resist_v	72						
1874		高级魂石·无相		0	450					1						lifemax_v	960						
1875		高级魂石·唐潇		0	1350			1								energy_v	56			lifemax_v	560		
1876		高级魂石·张如梦		0	450	1										strength_v	48						
1877		高级魂石·张琳心		0	1350				1							recover_life_v	280	75		lifemax_v	560		
1878		高级魂石·封玉书		0	1350								1			wood_resist_v	84			lifemax_v	560		
1879		高级魂石·赵节		0	450								1			wood_resist_v	72						
1880		高级魂石·邵骑风		0	450		1									metal_resist_v	72						
1881		高级魂石·何暮雪		0	1350									1		fire_resist_v	84			lifemax_v	560		
1882		高级魂石·赵升权		0	1350			1								energy_v	56			attackrate_v	112		
1883		高级魂石·纳兰真		0	1350					1						vitality_v	56			lifemax_v	560		
1884		高级魂石·柴嵩		0	1350							1				water_resist_v	84			lifemax_v	560		
1885		高级魂石·曲霞		0	4000										1	lifemax_p	18			recover_life_v	200	75	
1886		高级魂石·耶律辟离(唯一)		53	4000	1										basic_damage_v	150		150				
1887		高级魂石·杨铁心		6	4000								1			basic_damage_v	120		120	state_zhican_resistrate	60		
1888		高级魂石·无想		0	4000				1							all_series_resist_v	40			recover_life_v	200	75	
1889		高级魂石·柳潇庭		7	4000										1	resist_allseriesstate_rate_v	40			state_stun_resisttime	60		
1890		高级魂石·李恬儿		8	4000					1						rangedamagereturn_p	9			lifemax_v	1450		
1891		高级魂石·李天目		9	4000			1								attackspeed_v	10			attackrate_v	200		
1892		高级魂石·完颜襄		10	4000		1									deadlystrike_damage_p	6			state_hurt_resistrate	60		
2851		高级魂石·玄慈(唯一)		49	4000										1	lifemax_p	27						
1893		高级魂石·邵宏渊		0	1350	1										strength_v	56			attackrate_v	112		
1894		高级魂石·白彦敬		0	1350					1						vitality_v	56			attackrate_v	112		
1895		高级魂石·耶律楚材		11	4000									1		weaken_deadlystrike_damage_p	6			state_palsy_resistrate	60		
1896		高级魂石·雷风		0	1350				1							state_stun_resistrate	84			lifemax_v	560		
1897		高级魂石·雷同		0	1350				1							state_slowall_resistrate	84			lifemax_v	560		
1898		高级魂石·唐娟娟		0	1350				1							state_palsy_resistrate	84			lifemax_v	560		
1899		高级魂石·雷震天		12	4000							1				add_seriesstate_rate_v	40			state_slowall_resistrate	60		
1900		高级魂石·夺宝贼		0	1350						1					dexterity_v	56			attackrate_v	112		
1901		高级魂石·双兽异兽		13	1350					1						earth_resist_v	105						
1902		高级魂石·奔焰豹王		14	1350						1					all_series_resist_v	35						
1903		高级魂石·九尾狐王		15	1350					1						water_resist_v	105						
2546		高级魂石·杨瑛(唯一)		30	12000	1										steallife_p	13			strength_v	56		
2547		高级魂石·清晓师太(唯一)		34	12000				1							vitality_v	112			all_series_resist_v	28		
2548		高级魂石·祝子虚(唯一)		35	12000									1		energy_v	112			defense_v	112		
2549		高级魂石·黄玉英(唯一)		32	12000							1				deadlystrike_v	112			ignore_defense_v	112		
2550		高级魂石·道一真人(唯一)		38	12000						1					ignore_all_resist_v	100	56		dexterity_v	56		
2551		高级魂石·端木睿(唯一)		31	12000		1									deadlystrike_damage_p	7			metal_resist_v	112		
2852		高级魂石·玄因(唯一)		50	12000	1										ignore_defense_v	224			strength_v	56		
1904		高级魂石·高长恭		0	4000	1										physical_firedamage_v	120			attackrate_v	160		
1905		高级魂石·哲别		17	4000	1										deadlystrike_v	80			attackrate_v	160		
1906		高级魂石·秦良玉		0	4000	1										physical_waterdamage_v	120			attackrate_v	160		
1907		高级魂石·袁承志		0	4000	1										physical_earthdamage_v	120			attackrate_v	160		
1908		高级魂石·鳌拜		0	4000	1										physical_metaldamage_v	120			attackrate_v	160		
1909		高级魂石·韩世忠		0	4000	1										physical_wooddamage_v	120			attackrate_v	160		
1910		高级魂石·赤睛虎皇		22	12000			1								metal_resist_v	168			lifemax_v	2000		
1911		高级魂石·撼天熊皇		23	12000			1								wood_resist_v	168			lifemax_v	2000		
1912		高级魂石·紫背鳄皇		24	12000										1	all_series_resist_v	56			lifemax_v	2000		
1913		高级魂石·定海金刚		25	12000			1								water_resist_v	168			lifemax_v	2000		
1914		高级魂石·金翅鹏皇		26	12000			1								earth_resist_v	168			lifemax_v	2000		
1915		高级魂石·银角犀皇		27	12000			1								fire_resist_v	168			lifemax_v	2000		
2552		高级魂石·孟知秋(唯一)		33	12000								1			strength_v	112			wood_resist_v	84		
2553		高级魂石·李显忠(唯一)		36	12000					1						all_series_resist_v	56			recover_life_v	280	75	
2554		高级魂石·徒单克宁(唯一)		37	12000										1	dexterity_v	112			resist_allseriesstate_rate_v	28		
2670		高级魂石·独孤剑(唯一)		39	12000		1									ignore_all_resist_v	100	56		basic_damage_v	84		84
2884		高级魂石·南宫飞云(唯一)		51	12000								1			energy_v	112			ignore_all_resist_v	100	29	
2885		高级魂石·杨影枫(唯一)		52	12000					1						vitality_v	112			defense_v	112		
2678		高级魂石·荆轲(唯一)		42	12000						1					ignore_all_resist_v	100	56		defense_v	112		
2679		高级魂石·虞姬(唯一)		41	12000									1		fire_resist_v	168			state_palsy_resistrate	84		
2680		高级魂石·岳飞(唯一)		40	12000							1				water_resist_v	168			state_slowall_resistrate	84		
2698		高级魂石·完颜洪烈(唯一)		43	12000										1	basic_damage_v	168		168	lifemax_p	12		
2834		高级魂石·玄天武机(唯一)		46	12000							1				dexterity_v	168						
2835		高级魂石·白起(唯一)		47	12000				1							all_series_resist_v	84						
2836		高级魂石·李斯(唯一)		48	12000									1		weaken_deadlystrike_v	168						
3024		高级魂石·雷(唯一)		54	12000				1							defense_v	480						
2837		高级魂石·秦始皇(阴)(唯一)		44	36000		1									series_abate_v	600			basic_damage_v	120		120
2838		高级魂石·秦始皇(阳)(唯一)		45	36000					1						series_enhance_v	600			lifemax_p	18		
1916		高级魂石·张风		0	1350	1										strength_v	56			lifemax_v	560		
1917		高级魂石·月眉儿		0	1350						1					dexterity_v	56			lifemax_v	560		
1918		高级魂石·天星道长		0	4000								1			ignore_defense_v	160			lifemax_v	1450		
1919		高级魂石·燕若雪		0	4000									1		defense_v	160			lifemax_v	1450		
1920		高级魂石·杨熙烈		0	4000			1								add_seriesstate_time_v	40			lifemax_v	1450		
1921		高级魂石·上官飞龙		28	4000									1		weaken_deadlystrike_v	80			lifemax_v	1450		
1922		高级魂石·纳兰潜凛		29	4000						1					ignore_all_resist_v	100	40		lifemax_v	1450		
1923		高级魂石·方勉		0	4000		1									resist_allseriesstate_time_v	40			lifemax_v	1450		
1924		高级魂石·南宫灭		0	4000					1						lifemax_p	18			recover_life_v	200	75	
1925		高级魂石·唐影		0	4000							1				ignore_defense_v	160			lifemax_v	1450		
1926		高级魂石·秋依水		0	4000						1					defense_v	160			lifemax_v	1450		
3221		高级魂石·李元霸		56	12000						1					vitality_v	168						
3222		高级魂石·赵云		55	12000								1			ignore_defense_v	336						
3223		高级魂石·李广		57	12000			1								energy_v	168						
3377		高级魂石·尹含烟(唯一)		58	12000					1						lifemax_v	6050						
3378		高级魂石·璇玑子(唯一)		59	12000		1									basic_damage_v	210		210				
3379		高级魂石·玄天道人(唯一)		60	12000	1										deadlystrike_v	168						
3711		高级魂石·年兽(唯一)		61	12000						1					all_series_resist_v	84						
3860		高级魂石·黑面郎君(唯一)		63	12000	1										strength_v	112			attackrate_v	224		
3861		高级魂石·何人我(唯一)		65	12000									1		weaken_deadlystrike_damage_p	12						
3862		高级魂石·唐仇(唯一)		64	12000							1				add_seriesstate_rate_v	84						
3899		高级魂石·唐简(唯一)		62	36000								1			strength_v	160			dexterity_v	80		
4055		高级魂石·完颜洪烈(真)(唯一)		66	36000				1							all_series_resist_p	45						
4546		高级魂石·冰鳞蜥皇(唯一)		67	12000										1	meleedamagereturn_p	12			recover_life_v	280	75	
4547		高级魂石·银钩蝎皇(唯一)		68	12000										1	defense_p	12			lifemax_v	2000		
4548		高级魂石·狂鬃獒皇(唯一)		69	12000										1	rangedamagereturn_p	12			recover_life_v	280	75	
4597		高级魂石·项羽(唯一)		70	36000	1										enhance_final_damage_p	12						
4851		高级魂石·唐晓(唯一)		71	36000							1				deadlystrike_p	45						
4877		高级魂石·宋秋石(唯一)		73	12000								1			basic_damage_v	168		168	earth_resist_v	84		
4878		高级魂石·古嫣然(唯一)		74	12000				1							lifemax_v	4800			resist_allseriesstate_time_v	56		
5436		高级魂石·尹筱雨(唯一)		75	12000		1									ignore_defense_vp	20						
5437		高级魂石·石轩辕(唯一)		72	12000					1						ignore_all_resist_vp	35						
6075		高级魂石·叶青阳(唯一)		76	12000							1				weaken_deadlystrike_v	135			lifemax_v	2000		
6076		高级魂石·冰仪(唯一)		77	12000						1					dexterity_v	112			lifemax_v	2000		
6077		高级魂石·杨再兴(唯一)		78	12000								1			ignore_defense_v	224			basic_damage_v	105		105
6078		高级魂石·完颜娄室(唯一)		79	12000									1		weaken_deadlystrike_damage_p	7			lifemax_v	2000		
6104		高级魂石·萧玉竹(唯一)		80	12000		1									resist_allseriesstate_rate_v	56			lifemax_v	2000		
6105		高级魂石·金兀术(唯一)		81	12000					1						all_series_resist_v	56			add_seriesstate_time_v	56		
6114		高级魂石·绝世虞姬(唯一)		82	36000						1					reduce_final_damage_p	12						
6136		高级魂石·武则天(阴)(唯一)		83	36000										1	steallife_resist_p	20			basic_damage_v	120		120
6137		高级魂石·武则天(阳)(唯一)		84	36000									1		steallife_resist_p	20			lifemax_p	18		
6138		高级魂石·狄仁杰(唯一)		85	12000	1										basic_damage_v	210		210				
6139		高级魂石·李元芳(唯一)		86	12000			1								all_series_resist_v	56			lifemax_v	2000		
6140		高级魂石·无字碑(唯一)		87	12000				1							add_seriesstate_rate_v	56			recover_life_v	280	75	
6287		高级魂石·韩蒙(唯一)		88	12000					1						lifemax_p	27			ignore_defense_v	112		
7376		高级魂石·何怜飘(唯一)		89	12000			1								energy_v	112			lifemax_v	2000		
7379		高级魂石·虞允文(唯一)		90	36000			1								physics_potentialdamage_p	13			resist_allseriesstate_time_v	80		
7431		高级魂石·龙纹狮王(唯一)		91	12000									1		ignore_deadlystrike_vp	22			state_palsy_resisttime	84		
7434		高级魂石·巨螯蜂后(唯一)		92	12000							1				ignore_defense_vp	12			lifemax_v	2000		
7654		高级魂石·王腾(唯一)		93	36000				1							vitality_v	160			energy_v	80		
7655		高级魂石·王云潇(唯一)		94	12000		1									resist_allseriesstate_time_v	120						
7656		高级魂石·惊雪(唯一)		95	12000								1			deadlystrike_damage_p	7			lifemax_v	2000		
7743		高级魂石·空相(唯一)		96	12000	1										ignore_all_resist_v	100	56		strength_v	56		
9400		高级魂石·林青羽(唯一)		97	12000				1							meleedamagereturn_p	12			resist_allseriesstate_rate_v	56		
9403		高级魂石·孟苍岚(唯一)		98	36000		1									dexterity_v	160			energy_v	80		
9973		高级魂石·风行周(唯一)		99	12000						1					lifemax_v	4850			ignore_all_resist_v	100	56	
9979		高级魂石·鬼谷子(阴)(唯一)		100	36000					1						return_resist_p	20			deadlystrike_v	84		
9982		高级魂石·鬼谷子(阳)(唯一)		101	36000			1								return_resist_p	20			all_series_resist_v	42		
9976		高级魂石·方公望(唯一)		102	36000										1	reduce_final_damage_p	12						
10132		高级魂石·玄冰貂皇(唯一)		103	36000							1				lifemax_p	45						
10133		高级魂石·万毒棘皇(唯一)		104	36000						1					ignore_all_resist_vp	45						
10134		高级魂石·完颜宗翰(唯一)		105	36000								1			ignore_defense_vp	15			physics_potentialdamage_p	7		
10151		高级魂石·叶无心(唯一)		106	36000									1		defense_p	15			add_seriesstate_rate_v	80		
10451		高级魂石·天音(唯一)		107	36000				1							defense_v	720			resist_allseriesstate_time_v	115		
10477		高级魂石·云浩然(唯一)		108	36000								1			energy_v	160			ignore_defense_v	160		
10626	10628	初级魂石·本尘(唯一)		109	4000	1										deadlystrike_damage_p	10
10627	10629	初级魂石·段智兴(唯一)		110	4000		1									ignore_all_resist_v	100	100		resist_allseriesstate_rate_v	40
10628	10630	中级魂石·本尘(唯一)		109	12000	1										deadlystrike_damage_p	12
10629	10631	中级魂石·段智兴(唯一)		110	12000		1									ignore_all_resist_v	100	140		resist_allseriesstate_rate_v	56
10630		高级魂石·本尘(唯一)		109	36000	1										deadlystrike_damage_p	15
10631		高级魂石·段智兴(唯一)		110	36000		1									ignore_all_resist_v	100	200		resist_allseriesstate_rate_v	80
10912	10913	初级魂石·本因(唯一)		111	4000					1						add_allspecialstate_rate_v	56			rangedamagereturn_p	5
10913	10914	中级魂石·本因(唯一)		111	12000					1						add_allspecialstate_rate_v	80			rangedamagereturn_p	7
10914		高级魂石·本因(唯一)		111	36000					1						add_allspecialstate_rate_v	112			rangedamagereturn_p	9
10946	10947	初级魂石·本观(唯一)		112	4000			1								add_allspecialstate_time_v	56			meleedamagereturn_p	5
10947	10948	中级魂石·本观(唯一)		112	12000			1								add_allspecialstate_time_v	80			meleedamagereturn_p	7
10948		高级魂石·本观(唯一)		112	36000			1								add_allspecialstate_time_v	112			meleedamagereturn_p	9
11061	11062	初级魂石·本相(唯一)		113	4000										1	lifemax_p	16			dexterity_v	40
11062	11063	中级魂石·本相(唯一)		113	12000										1	lifemax_p	28			dexterity_v	56
11063		高级魂石·本相(唯一)		113	36000										1	lifemax_p	36			dexterity_v	80
11315	11317	初级魂石·磐石牛王（唯一）		114	4000						1					dexterity_v	80			defense_v	80
11316	11318	初级魂石·炙炎牛后（唯一）		115	4000									1		weaken_deadlystrike_v	100			energy_v	40
11317	11319	中级魂石·磐石牛王（唯一）		114	12000						1					dexterity_v	112			defense_v	112
11318	11320	中级魂石·炙炎牛后（唯一）		115	12000									1		weaken_deadlystrike_v	150			energy_v	56
11319		高级魂石·磐石牛王（唯一）		114	36000						1					dexterity_v	160			defense_v	160
11320		高级魂石·炙炎牛后（唯一）		115	36000									1		weaken_deadlystrike_v	200			energy_v	80
11700	11701	初级魂石·张承素（唯一）		116	4000							1				ignore_deadlystrike_vp	20
11701	11702	中级魂石·张承素（唯一）		116	12000							1				ignore_deadlystrike_vp	35
11702		高级魂石·张承素（唯一）		116	36000							1				ignore_deadlystrike_vp	45
11897	11900	初级魂石·武安君（唯一）		5	4000				1							meleedamagereturn_p	8			lifemax_v	1740
11898	11901	初级魂石·丞相李斯（唯一）		119	4000								1			physics_potentialdamage_p	6			add_seriesstate_time_v	40
11899	11902	初级魂石·狄梁公（唯一）		38	4000						1					ignore_all_resist_v	100	40		dexterity_v	80
11900	11903	中级魂石·武安君（唯一）		5	12000				1							meleedamagereturn_p	11			lifemax_v	2400
11901	11904	中级魂石·丞相李斯（唯一）		119	12000								1			physics_potentialdamage_p	9			add_seriesstate_time_v	56
11902	11905	中级魂石·狄梁公（唯一）		38	12000						1					ignore_all_resist_v	100	56		dexterity_v	112
11903		高级魂石·武安君（唯一）		5	36000				1							meleedamagereturn_p	14			lifemax_v	3450
11904		高级魂石·丞相李斯（唯一）		119	36000								1			physics_potentialdamage_p	13			add_seriesstate_time_v	80
11905		高级魂石·狄梁公（唯一）		38	36000						1					ignore_all_resist_v	100	80		dexterity_v	160
11978	11983	初级魂石·达摩（唯一）		117	4000	1										strength_v	80			steallife_v	280
11979	11982	初级魂石·达摩护卫（唯一）		118	4000							1				weaken_deadlystrike_damage_p	6			ignore_defense_v	160
11980	11984	初级魂石·护洞卫士（唯一）		10	4000		1									deadlystrike_damage_p	6			resist_allseriesstate_rate_v	40
11981	11985	初级魂石·杨荩忱（唯一）		9	4000			1								attackspeed_v	10			add_seriesstate_rate_v	40
11982	11987	中级魂石·达摩护卫（唯一）		118	12000							1				weaken_deadlystrike_damage_p	7			ignore_defense_v	224
11983	11986	中级魂石·达摩（唯一）		117	12000	1										strength_v	112			steallife_v	392
11984	11988	中级魂石·护洞卫士（唯一）		10	12000		1									deadlystrike_damage_p	7			resist_allseriesstate_rate_v	56
11985	11989	中级魂石·杨荩忱（唯一）		9	12000			1								attackspeed_v	12			add_seriesstate_rate_v	56
11986		高级魂石·达摩（唯一）		117	36000	1										strength_v	160			steallife_v	560
11987		高级魂石·达摩护卫（唯一）		118	36000							1				weaken_deadlystrike_damage_p	9			ignore_defense_v	320
11988		高级魂石·护洞卫士（唯一）		10	36000		1									deadlystrike_damage_p	9			resist_allseriesstate_rate_v	80
11989		高级魂石·杨荩忱（唯一）		9	36000			1								attackspeed_v	14			add_seriesstate_rate_v	80
12020	12021	初级魂石·杨继周（唯一）		72	4000					1						ignore_all_resist_vp	20
12021	12022	中级魂石·杨继周（唯一）		72	12000					1						ignore_all_resist_vp	35
12022		高级魂石·杨继周（唯一）		72	36000					1						ignore_all_resist_vp	45
