TemplateId	Faction	ChooseItem	Num	TimeFrame	Level	CheckLimit	szCheckTip	ThisNeedCount	Desc	NotVersion_vn	NotVersion_hk	NotVersion_xm	NotVersion_en	NotVersion_kor	NotVersion_th
6414		6432	1						祁连山分卷碎片						
6414		6433	1						沙漠遗迹分卷碎片						
6414		6434	1						敦煌古城分卷碎片						
6414		6435	1						昆虚脉藏分卷碎片						
6414		6436	1						药王谷分卷碎片						
6414		6437	1						漠北草原分卷碎片						
6414		6438	1						长白山分卷碎片						
6414		6439	1						残桓铁城分卷碎片						
6443		1471	1						独孤剑·巨阙剑						
6443		1472	1						南宫飞云·剑中之剑						
6443		1473	1						杨影枫·悲魔之刃						
6443		1480	1	OpenDay52					荆轲·麒麟匕						
6443		1481	1	OpenDay52					虞姬·绕梁琴						
6443		1482	1	OpenDay52					岳飞·沥泉神矛						
6443		1479	1	OpenDay128					李广·射虎弓						
6443		1478	1	OpenDay128					赵云·龙胆亮银枪						
6443		1477	1	OpenDay128					李元霸·擂鼓瓮金锤						
6443		1474	1	OpenLevel109					唐简·玄雨双星						
6537		6149	1					1	任脉·曲骨通穴秘卷						
6537		6150	1					1	督脉·长强通穴秘卷						
6537		6276	1					1	冲脉·幽门通穴秘卷						
6533		6188	1					1	20000真气						
6533		6536	1					1	20000元气						
6533		7070	1					1	20000贡献						
6534		6187	1					1	10000真气						
6534		5418	1					1	10000元气						
6534		5417	1					1	10000贡献						
6535		6467	1					1	5000真气						
6535		6538	1					1	5000元气						
6535		7071	1					1	5000贡献						
7936		6186	1					1	3000真气						
7936		5419	1					1	3000元气						
7936		5416	1					1	3000贡献						
2799		2796	1						黄金图谱（帽子）						
2799		2797	1						黄金图谱（腰带）						
6740		6757	1						【天王】流星水果锤·30天						
6740		6758	1						【峨眉】蔷薇风霜剑·30天						
6740		6759	1						【桃花】晴天落花弓·30天						
6740		6760	1						【逍遥】飞天流彗枪·30天						
6740		6761	1						【武当】太岳金桔剑·30天						
6740		6762	1						【天忍】破月春花刺·30天						
6740		6763	1						【少林】扶风破梦杖·30天						
6740		6764	1						【翠烟】梦幻芙蕖枝·30天						
6740		6765	1						【唐门】神弩木生花·30天						
6740		6766	1						【昆仑】桃花笑春风·30天						
6740		6767	1						【丐帮】翠玉青竹杖·30天						
6740		6768	1						【五毒】苗疆朝颜笛·30天						
6740		6769	1						【藏剑】冷杉翠芽枝·30天						
6740		6770	1						【长歌】摇曳百合束·30天						
6740		6988	1						【天山】玉音海棠枝·30天						
7073		6795	1						同伴·林更新						
7073		6796	1						同伴·颖宝宝						
7129		6149	1					1	任脉·曲骨通穴秘卷						
7129		6150	1					1	督脉·长强通穴秘卷						
7420		3714	1						洗髓经（上）						
7420		3715	1						洗髓经（中）						
7420		3716	1						洗髓经（下）						
7966		3462	1						赤金驭天绳碎片						
7966		3469	1						赤金驭天鞍碎片						
7966		3476	1						赤金驭天蹬碎片						
8499		8322	1						《荆轲歌》						
8499		8325	1						《田家元日》						
8499		8329	1						《风雨》						
8499		8331	1						《兵车行（残卷）》						
8499		8334	1						《秋山晚翠图》						
8499		8338	1						《霹雳雷霆斩》						
8499		8343	1						《独孤无意剑》						
8499		8344	1						《重刀八式》						
8499		8351	1						《岳家拳》						
8499		8497	1						《汉宫秋月》						
8500		8326	1						《元日》						
8500		8327	1						《相思》						
8500		8328	1						《野望》						
8500		8335	1						《晴峦萧寺图》						
8500		8337	1						《笼袖骄民图》						
8500		8339	1						《越女剑法》						
8500		8340	1						《黑铁剑法》						
8500		8345	1						《反八卦刀法》						
8500		8346	1						《无虚刀法》						
8500		8352	1						《镜山拳》						
8500		8353	1						《美女拳》						
8500		8354	1						《七断七绝掌》						
8500		8355	1						《魔煞掌》						
8500		8356	1						《千丝万毒掌》						
8500		8479	1						《关雎》						
8500		8480	1						《木瓜》						
8500		8481	1						《夕阳萧鼓》						
8500		8482	1						《清明》						
8500		8483	1						《清明夜》						
8500		8484	1						《问刘十九》						
8500		8491	1						《广陵散》	1	1	1	1	1	1
8500		8492	1						《梅花三弄》	1	1	1	1	1	1
8500		8493	1						《平沙落雁》						
8500		8494	1						《十面埋伏》						
8500		8495	1						《渔樵问答》						
9473		7294	1						绒雪华冠						
9473		7295	1						云梦之犄						
9473		7311	1						福运兴旺						
9473		7954	1						玉丝千缕						
9473		9779	1						敛邪断魂						
9473		10583	1						玉面灵狐						
9703		6149	1					1	任脉·曲骨通穴秘卷						
9703		6150	1					1	督脉·长强通穴秘卷						
9703		6276	1					1	冲脉·幽门通穴秘卷						
9703		6277	1					1	阳跷脉·睛明通穴秘卷						
9705		9430	1				CheckPartnerCardTip|12		【门客】独孤剑						
9705		9431	1				CheckPartnerCardTip|13		【门客】南宫飞云						
9705		9432	1				CheckPartnerCardTip|14		【门客】杨影枫						
9705		9433	1				CheckPartnerCardTip|15		【门客】唐简						
9705		9434	1				CheckPartnerCardTip|18		【门客】李元霸						
9705		9435	1				CheckPartnerCardTip|19		【门客】赵云						
9705		9436	1				CheckPartnerCardTip|20		【门客】李广						
9705		9437	1				CheckPartnerCardTip|21		【门客】荆轲						
9705		9438	1				CheckPartnerCardTip|22		【门客】虞姬						
9705		9439	1				CheckPartnerCardTip|23		【门客】岳飞						
9856		2796	1	OpenDay89					黄金图谱（帽子）						
9856		2797	1	OpenDay89					黄金图谱（腰带）						
9856		2798	1	OpenLevel129Add30					黄金图谱（护腕）						
9856		2799	1	OpenLevel139Add30					黄金图谱（鞋子）						
10237		10144	1						【门客】鬼谷子						
10237		10145	1						【门客】项羽						
10237		10146	1						【门客】秦始皇						
10237		10147	1						【门客】完颜洪烈						
10237		10148	1						【门客】武则天						
10439		6149	1					1	任脉·曲骨通穴秘卷						
10439		6150	1	OpenLevel89				1	督脉·长强通穴秘卷						
10439		6276	1	OpenLevel99				1	冲脉·幽门通穴秘卷						
10439		6277	1	OpenLevel109				1	阳跷脉·睛明通穴秘卷						
10439		6278	1	OpenLevel119				1	阴跷脉·睛明通穴秘卷						
10439		6279	1	OpenLevel129					阳维脉·金门通穴秘卷
10489		10170	1	OpenLevel119				1	初级魂石·叶无心（唯一）碎片						
10489		10478	1	OpenLevel129				1	初级魂石·云浩然（唯一）碎片						
10589		10586	1						【卓越】绝学断篇·踏雪寻梅						
10589		10587	1						【卓越】绝学断篇·云雾敛						
10589		10588	1						【卓越】绝学断篇·惊涛拍岸						
10589		11723	1	OpenLevel129Add45					【卓越】绝学断篇·握风捕影
10635		3544	1						秦始皇·泰阿剑						
10635		4057	1	OpenDay279					完颜洪烈·金龙御鹰手						
10635		3543	1	OpenDay353					项羽·霸王戟						
10635		3545	1	OpenLevel129Add10					武则天·明空栖凤指						
10635		3542	1	OpenLevel139					鬼谷子·铁力木杖						
10738		2591	1						八宝粽						
10738		8251	1						彩缕碧筠粽						
10738		2876	1						月满西楼						
10738		2877	1						彩云追月						
10738		9570	1						簪星曳月						
10738		6444	1						千里月明						
10777		10778	1						<寒霜倩影>坐骑时装						
10777		7291	1						<炽影>坐骑时装						
10777		8283	1						<血瞳·月绝>坐骑时装						
10777		10780	1						<血瞳·清穹>坐骑时装						
10777		10199	1						<汉月碎银>坐骑时装						
10777		10260	1						<炽羽灼心>坐骑时装						
10777		10533	1						<凛冬咆哮>坐骑时装						
10883		10850	1				CheckPartnerCardTip|24		【门客】月眉儿						
10883		10851	1				CheckPartnerCardTip|25		【门客】杨瑛						
10883		10852	1				CheckPartnerCardTip|26		【门客】祝子虚						
10883		10853	1				CheckPartnerCardTip|27		【门客】清晓师太						
10883		10854	1				CheckPartnerCardTip|28		【门客】黄暮云						
10883		10855	1				CheckPartnerCardTip|29		【门客】道一真人						
10883		10856	1				CheckPartnerCardTip|30		【门客】端木睿						
10883		10857	1				CheckPartnerCardTip|39		【门客】孟知秋						
10883		10858	1				CheckPartnerCardTip|40		【门客】高长恭						
10883		10859	1				CheckPartnerCardTip|41		【门客】哲别						
10883		10860	1				CheckPartnerCardTip|42		【门客】秦良玉						
10883		10861	1				CheckPartnerCardTip|43		【门客】袁承志						
10883		10862	1				CheckPartnerCardTip|44		【门客】鳌拜						
10883		10863	1				CheckPartnerCardTip|45		【门客】韩世忠						
10883		10864	1				CheckPartnerCardTip|46		【门客】冰鳞蜥皇						
10883		10865	1				CheckPartnerCardTip|47		【门客】银钩蝎皇						
10883		10866	1				CheckPartnerCardTip|48		【门客】狂鬃獒皇						
10883		10867	1				CheckPartnerCardTip|49		【门客】赤睛虎皇						
10883		10868	1				CheckPartnerCardTip|50		【门客】撼天熊皇						
10883		10869	1				CheckPartnerCardTip|51		【门客】紫背鳄皇						
10883		10870	1				CheckPartnerCardTip|52		【门客】定海金刚						
10883		10871	1				CheckPartnerCardTip|53		【门客】金翅鹏皇						
10883		10872	1				CheckPartnerCardTip|54		【门客】银角犀皇						
10883		10873	1				CheckPartnerCardTip|55		【门客】张风						
10883		10874	1				CheckPartnerCardTip|56		【门客】南宫灭						
10883		10875	1				CheckPartnerCardTip|57		【门客】方勉						
10883		10876	1				CheckPartnerCardTip|58		【门客】唐影						
10883		10877	1				CheckPartnerCardTip|59		【门客】秋依水						
10883		10878	1				CheckPartnerCardTip|60		【门客】天星道长						
10883		10879	1				CheckPartnerCardTip|61		【门客】燕若雪						
10883		10880	1				CheckPartnerCardTip|62		【门客】杨熙烈						
10883		10881	1				CheckPartnerCardTip|63		【门客】上官飞龙						
10883		10882	1				CheckPartnerCardTip|64		【门客】纳兰潜凛						
10910		6149	1	OpenLevel79				1	任脉·曲骨通穴秘卷						
10910		6150	1	OpenLevel89				1	督脉·长强通穴秘卷						
10910		6276	1	OpenLevel99				1	冲脉·幽门通穴秘卷						
10910		6277	1	OpenLevel109				1	阳跷脉·睛明通穴秘卷						
10910		6278	1	OpenLevel119				1	阴跷脉·公孙通穴秘卷						
10910		6279	1	OpenLevel129				1	阳维脉·金门通穴秘卷						
10911		7913	1	OpenLevel109					易骨经·卷二						
10911		7912	1	OpenLevel109					易骨经·卷一						
10911		7914	1	OpenLevel139					易骨经·卷三						
10911		7915	1	OpenLevel149					易骨经·卷四						
10971		6867	1						浮光若梦豪华宝箱						
10971		6868	1						邪魅狷狂豪华宝箱						
10971		7068	1						丝路流纱豪华宝箱						
10971		8521	1						盛夏风情豪华宝箱						
10971		10135	1						秋叶流歌豪华宝箱						
10971		10251	1						缀芳沐雪豪华宝箱						
10971		10602	1						翩燕流云豪华宝箱						
10972		9492	1						T1背部挂件（灵犬行箧）						
10972		9493	1						T2背部挂件（玉兔行箧）						
10972		10185	1						T3背部挂件（绒雪礼袜）						
10972		10239	1						T4背部挂件（新年金猪）						
10993		6466	1					1	2000真气						
10993		6665	1					1	2000元气						
10993		10995	1					1	2000贡献						
11065		10170	1	OpenLevel119				1	初级魂石·叶无心（唯一）碎片						
11065		10478	1	OpenLevel129				1	初级魂石·云浩然（唯一）碎片						
11065		11064	1	OpenDay492				1	初级魂石·本相（唯一）碎片						
11305		9450	1						头像框·金风玉露一相逢						
11305		6445	1						头像框·荷塘月色						
11305		6005	1						头像框·夏树苍翠						
11305		9938	1						头像框·镶金连叶摘						
11305		10255	1						头像框·繁荣兴旺						
11305		3699	1						头像框·如意吉祥						
11699		10170	1	OpenLevel119				1	初级魂石·叶无心（唯一）碎片
11699		10478	1	OpenLevel129				1	初级魂石·云浩然（唯一）碎片
11699		11064	1	OpenDay492				1	初级魂石·本相（唯一）碎片
11699		11698	1	OpenLevel139Add86				1	初级魂石·张承素（唯一）碎片
11779		10257	1						小捌
11779		11272	1						小白兔
11779		11777	1						小白犬
11779		11778	1						小黑猫
11780		11781	1						头像框·夏树苍翠
11780		11782	1						头像框·荷塘月色
11780		11783	1						头像框·泛舟江湖情人结
11780		11784	1						头像框·金风玉露一相逢
11780		11785	1						头像框·镶金连叶摘
11780		11786	1						头像框·冬日寄情
11780		11787	1						头像框·繁荣兴旺
11780		11788	1						头像框·叠翠流金
11890		11882	1				CheckPortraitTip|207|208		佳人绘卷
11890		11883	1				CheckPortraitTip|73|130		元宵人物绘卷
11890		11884	1				CheckPortraitTip|75|135		元宵人物绘卷
11890		11885	1				CheckPortraitTip|74		女神绘卷
11890		11886	1				CheckPortraitTip|76|136		情人节人物绘卷
11890		11887	1				CheckPortraitTip|231|230		水龙吟人物绘卷
11890		11888	1				CheckPortraitTip|77|137		七夕人物绘卷
11890		11889	1				CheckPortraitTip|79|139		翩燕人物绘卷
12024		10170	1	OpenLevel119				1	初级魂石·叶无心（唯一）碎片
12024		10478	1	OpenLevel129				1	初级魂石·云浩然（唯一）碎片
12024		11064	1	OpenDay492				1	初级魂石·本相（唯一）碎片
12024		11698	1	OpenLevel139Add86				1	初级魂石·张承素（唯一）碎片
12024		12023	1	OpenLevel149Add65				1	初级魂石·杨继周（唯一）碎片
10007		3543	1						SSS同伴武器						
10007		3544	1						SSS同伴武器						
10007		4057	1						SSS同伴武器						
10007		3545	1						SSS同伴武器						
998000		3543	1						项羽·霸王戟						
998000		3544	1						秦始皇·泰阿剑						
998000		4057	1						完颜洪烈·金龙御鹰手						
998000		3545	1						武则天·明空栖凤指						
998083		7420	1						洗髓经任选礼盒						
998083		3238	1						江翻海沸诀要						
998083		2877	1						彩云追月						
998083		6444	1						千里月明						
998090		995310	2						兑换卡-和氏璧						
998090		995305	2						兑换卡-传说令						
998090		995306	2						兑换卡-帝皇令						
998090		995311	2						兑换卡-马牌						
994297		994298	1						名将令500个						
994297		994299	1						涿鹿令300个						
994297		994300	1						帝皇令150个						
994297		994301	1						和氏璧500个						
994297		994302	1						三阶随机马具箱子100个						
994311		994307	1						名将令60个						
994311		994308	1						涿鹿令50个						
994311		994309	1						帝皇令20个						
994311		994310	1						传说令2个						
994312		994303	1						和氏璧50个						
994312		994304	1						三阶随机马具箱子30个						
994312		994305	1						马牌1000个						
994312		994306	1						青铜大鼎2000个						
994313		994314	1						真气丹·小500个						
994313		994315	1						元气瓶中88个						
994313		994316	1						十亿经验书10个						
994313		2400	1						乌云踏雪						
994320		994312	1						真气丹·小500个						
994320		994311	1						元气瓶中88个						
994320		994321	1						四维任选任选箱*2						
995270		230	1						宝石任选礼包
995270		240	1						宝石任选礼包
995270		250	1						宝石任选礼包
995270		260	1						宝石任选礼包
995270		270	1						宝石任选礼包
995270		280	1						宝石任选礼包
995270		290	1						宝石任选礼包
995270		300	1						宝石任选礼包
995270		310	1						宝石任选礼包
995270		320	1						宝石任选礼包
998103		995310	2						兑换卡-和氏璧						
998103		995305	2						兑换卡-传说令						
998103		995306	2						兑换卡-帝皇令						
998103		995307	2						兑换卡-逐鹿令						
993072		995402	1						如意兑换卡-转生果						
993072		995403	1						如意兑换卡-和氏璧						
993072		995305	1	OpenLevel99					兑换卡-传说令						
993072		995306	1	OpenLevel89					兑换卡-帝皇令						
993072		995307	1	OpenLevel79					兑换卡-逐鹿令						
993072		995308	1	OpenLevel69					兑换卡-名将令						
993072		995309	1	OpenLevel39					兑换卡-盟主令						
993072		995371	1						兑换卡-山贼信物						
993072		995372	1						兑换卡-战场信物						
993072		995373	1						兑换卡-杀手信物						
993072		995374	1						兑换卡-家族信物						
993072		995375	1						兑换卡-惩恶信物						
993072		995404	1						如意兑换卡-金蛋						
993072		995405	1						如意兑换卡-银蛋						
993072		995406	1						如意兑换卡-门票						
993073		995389	1						兑换卡-VIP经验			1			
993073		995390	1						兑换卡-黎饰礼盒			1			
993073		995391	1						兑换卡-元宝礼盒			1			
993073		995392	1						兑换卡-帮贡礼盒			1			
993073		995393	1						兑换卡-SSS级同伴			1			
993073		995394	1						兑换卡-5级附魔石			1			
993073		995395	1						兑换卡-幸运宝箱			1			
993073		995396	1						兑换卡-宝石箱子			1			
993073		995397	1						兑换卡-潮流超级礼盒			1			
993073		995398	1						兑换卡-贪玩超级礼盒 			1			
993073		995399	1						兑换卡-神之墓地门票			1			
993073		995400	1						兑换卡-随侯珠			1			
993073		995401	1						兑换卡-钛金礼盒			1			
993073		995310	1						兑换卡-和氏璧						
993073		995318	1						兑换卡-转生果						
