TemplateId	Name	Kind	ItemType	Icon	BigIcon	CDType	ClassName	DetailType	Intro	ItemValue	Level	ObjID	Price	Quality	RequireLevel	Sellable	Stack	ExtParam1	ExtParam2	ExtParam3	ExtParam4	ExtParam5	ExtParam6	ExtParam7	ExtParam8	ExtParam9	ExtParam10	ShowType
7120	饮水思源礼包	LoverCelebration_Box444_XM	34	786	786		RandomItem	1	使用获得：\n[FFFE0D]橙水晶、真气*3000、银两*50000[-]		1	1	1000	4	1	0	99999	7120	1									
6224	情窦初开礼包	XM_LoverCelebration_Box1	34	786	786		RandomItem	1	使用获得：\n[FFFE0D]橙水晶、3000贡献元气任选礼盒、银两*50000[-]		1	1	1000	4	1	0	99999	6224	1									
6225	一见钟情礼包	XM_LoverCelebration_Box2	34	786	786		RandomItem	1	使用获得：\n[FFFE0D]橙水晶、4级魂石任选箱、10000贡献元气任选礼盒、银两*100000[-]		1	1	1000	5	1	0	99999	6225	1									
6226	情意绵绵礼包	XM_LoverCelebration_Box3	34	786	786		RandomItem	1	使用获得：\n[FFFE0D]橙水晶、4级魂石任选箱*2、璀璨的神秘矿石、随机4级同伴技能书、头像框·夏树苍翠（永久）[-]		1	1	1000	6	1	0	99999	6226	1									
6227	百年好合礼包	XM_LoverCelebration_Box4	34	786	786		RandomItem	1	使用获得：\n[FFFE0D]橙水晶*3、地级同伴挑选礼盒、地级本命武器挑选礼盒、璀璨的神秘矿石、寒霜坐骑外装（30天）[-]		1	1	1000	7	1	0	99999	6227	1									
6116	欣欣向荣礼包	Qixiguoqing_Box1	34	786	786		RandomItem	1			1	1	1000	4	1	0	99999	6116	1									
6117	一见倾心礼包	Qixiguoqing_Box2	34	786	786		RandomItem	1			1	1	1000	4	1	0	99999	6117	1									
6118	欣欣向荣礼包	Qixiguoqing_Box3	34	786	786		RandomItem	1			1	1	1000	4	1	0	99999	6118	1									
6119	一见倾心礼包	Qixiguoqing_Box4	34	786	786		RandomItem	1			1	1	1000	4	1	0	99999	6119	1									
1256	魂石	Partner_Soul	35	1256	1256		AddPartnerStoneItem	1	使用后，可获得1点魂石		1	1	100	5	1	0	99999	0	1									
1257	精魄	Partner_Spirit	35	1257	1257		AddPartnerStoneItem	1	使用后，可获得1点精魄		1	1	100	5	1	0	99999	1	1									
1258	武神战牌	RankBattle_Item1	34	1258	1258		CountAddProp	1	使用后增加10次武神殿挑战次数		1	1	100	2	1	0	99999											
1259	夺宝令	Debris_Item3	34	1259	1259		CountAddProp	1	使用后增加10次夺宝次数		1	1	100	2	1	0	99999											
1260	白虎之爪（1级）	Drug_Item1	33	100	100		AddBuffItem	1	属性伤害+12；持续2小时		1	1	100	5	1	0	99999	2301	1	108000	1							
1261	麒麟之目（1级）	Drug_Item2	33	100	100		AddBuffItem	1	忽略闪避+12；会心几率+6；持续2小时		1	1	100	5	1	0	99999	2304	1	108000	1							
1262	青龙之鳞（1级）	Drug_Item3	33	100	100		AddBuffItem	1	生命点数+240；持续2小时		1	1	100	5	1	0	99999	2302	1	108000	1							
1263	朱雀之羽（1级）	Drug_Item4	33	100	100		AddBuffItem	1	闪避+12；抗会心几率+6；持续2小时		1	1	100	5	1	0	99999	2303	1	108000	1							
1264	玄武之甲（1级）	Drug_Item5	33	100	100		AddBuffItem	1	全系防御+6；持续2小时		1	1	100	5	1	0	99999	2305	1	108000	1							
1265	白虎之爪（2级）	Drug_Item6	33	100	100		AddBuffItem	1	属性伤害+24；持续2小时		1	1	100	5	1	0	99999	2301	2	108000	1							
1266	麒麟之目（2级）	Drug_Item7	33	100	100		AddBuffItem	1	忽略闪避+24；会心几率+12；持续2小时		1	1	100	5	1	0	99999	2304	2	108000	1							
1267	青龙之鳞（2级）	Drug_Item8	33	100	100		AddBuffItem	1	生命点数+480；持续2小时		1	1	100	5	1	0	99999	2302	2	108000	1							
1268	朱雀之羽（2级）	Drug_Item9	33	100	100		AddBuffItem	1	闪避+24；抗会心几率+12；持续2小时		1	1	100	5	1	0	99999	2303	2	108000	1							
1269	玄武之甲（2级）	Drug_Item10	33	100	100		AddBuffItem	1	全系防御+12；持续2小时		1	1	100	5	1	0	99999	2305	2	108000	1							
1270	白虎之爪（3级）	Drug_Item11	33	100	100		AddBuffItem	1	属性伤害+42；持续2小时		1	1	100	5	1	0	99999	2301	3	108000	1							
1271	麒麟之目（3级）	Drug_Item12	33	100	100		AddBuffItem	1	忽略闪避+42；会心几率+21；持续2小时		1	1	100	5	1	0	99999	2304	3	108000	1							
1272	青龙之鳞（3级）	Drug_Item13	33	100	100		AddBuffItem	1	生命点数+840；持续2小时		1	1	100	5	1	0	99999	2302	3	108000	1							
1273	朱雀之羽（3级）	Drug_Item14	33	100	100		AddBuffItem	1	闪避+42；抗会心几率+21；持续2小时		1	1	100	5	1	0	99999	2303	3	108000	1							
1274	玄武之甲（3级）	Drug_Item15	33	100	100		AddBuffItem	1	全系防御+21；持续2小时		1	1	100	5	1	0	99999	2305	3	108000	1							
1275	白虎之爪（4级）	Drug_Item16	33	100	100		AddBuffItem	1	属性伤害+60；持续2小时		1	1	100	5	1	0	99999	2301	4	108000	1							
1276	麒麟之目（4级）	Drug_Item17	33	100	100		AddBuffItem	1	忽略闪避+60；会心几率+30；持续2小时		1	1	100	5	1	0	99999	2304	4	108000	1							
1277	青龙之鳞（4级）	Drug_Item18	33	100	100		AddBuffItem	1	生命点数+1200；持续2小时		1	1	100	5	1	0	99999	2302	4	108000	1							
1278	朱雀之羽（4级）	Drug_Item19	33	100	100		AddBuffItem	1	闪避+60；抗会心几率+30；持续2小时		1	1	100	5	1	0	99999	2303	4	108000	1							
1279	玄武之甲（4级）	Drug_Item20	33	100	100		AddBuffItem	1	全系防御+30；持续2小时		1	1	100	5	1	0	99999	2305	4	108000	1							
1280	白虎之爪（5级）	Drug_Item21	33	100	100		AddBuffItem	1	属性伤害+80；持续2小时		1	1	100	5	1	0	99999	2301	5	108000	1							
1281	麒麟之目（5级）	Drug_Item22	33	100	100		AddBuffItem	1	忽略闪避+80；会心几率+40；持续2小时		1	1	100	5	1	0	99999	2304	5	108000	1							
1282	青龙之鳞（5级）	Drug_Item23	33	100	100		AddBuffItem	1	生命点数+1600；持续2小时		1	1	100	5	1	0	99999	2302	5	108000	1							
1283	朱雀之羽（5级）	Drug_Item24	33	100	100		AddBuffItem	1	闪避+80；抗会心几率+40；持续2小时		1	1	100	5	1	0	99999	2303	5	108000	1							
1284	玄武之甲（5级）	Drug_Item25	33	100	100		AddBuffItem	1	全系防御+40；持续2小时		1	1	100	5	1	0	99999	2305	5	108000	1							
1285	白虎之爪（6级）	Drug_Item26	33	100	100		AddBuffItem	1	属性伤害+100；持续2小时		1	1	100	5	1	0	99999	2301	6	108000	1							
1286	麒麟之目（6级）	Drug_Item27	33	100	100		AddBuffItem	1	忽略闪避+100；会心几率+50；持续2小时		1	1	100	5	1	0	99999	2304	6	108000	1							
1287	青龙之鳞（6级）	Drug_Item28	33	100	100		AddBuffItem	1	生命点数+2000；持续2小时		1	1	100	5	1	0	99999	2302	6	108000	1							
1288	朱雀之羽（6级）	Drug_Item29	33	100	100		AddBuffItem	1	闪避+100；抗会心几率+50；持续2小时		1	1	100	5	1	0	99999	2303	6	108000	1							
1289	玄武之甲（6级）	Drug_Item30	33	100	100		AddBuffItem	1	全系防御+50；持续2小时		1	1	100	5	1	0	99999	2305	6	108000	1							
1290	白虎之爪（7级）	Drug_Item31	33	100	100		AddBuffItem	1	属性伤害+150；持续2小时		1	1	100	5	1	0	99999	2301	7	108000	1							
1291	麒麟之目（7级）	Drug_Item32	33	100	100		AddBuffItem	1	忽略闪避+150；会心几率+75；持续2小时		1	1	100	5	1	0	99999	2304	7	108000	1							
1292	青龙之鳞（7级）	Drug_Item33	33	100	100		AddBuffItem	1	生命点数+3000；持续2小时		1	1	100	5	1	0	99999	2302	7	108000	1							
1293	朱雀之羽（7级）	Drug_Item34	33	100	100		AddBuffItem	1	闪避+150；抗会心几率+75；持续2小时		1	1	100	5	1	0	99999	2303	7	108000	1							
1294	玄武之甲（7级）	Drug_Item35	33	100	100		AddBuffItem	1	全系防御+75；持续2小时		1	1	100	5	1	0	99999	2305	7	108000	1							
1295	白虎之爪（8级）	Drug_Item36	33	100	100		AddBuffItem	1	属性伤害+200；持续2小时		1	1	100	5	1	0	99999	2301	8	108000	1							
1296	麒麟之目（8级）	Drug_Item37	33	100	100		AddBuffItem	1	忽略闪避+200；会心几率+100；持续2小时		1	1	100	5	1	0	99999	2304	8	108000	1							
1297	青龙之鳞（8级）	Drug_Item38	33	100	100		AddBuffItem	1	生命点数+4000；持续2小时		1	1	100	5	1	0	99999	2302	8	108000	1							
1298	朱雀之羽（8级）	Drug_Item39	33	100	100		AddBuffItem	1	闪避+200；抗会心几率+100；持续2小时		1	1	100	5	1	0	99999	2303	8	108000	1							
1299	玄武之甲（8级）	Drug_Item40	33	100	100		AddBuffItem	1	全系防御+100；持续2小时		1	1	100	5	1	0	99999	2305	8	108000	1							
1300	月卡	Month_Card	34	777	777		AlphaChargeAward	1	封测福利，使用后获得月卡特权		1	1	100	6	1	0	99999	2	3000									
1453	周卡	Week_Card	34	928	928		AlphaChargeAward	1	封测福利，使用后获得周卡特权		1	1	100	6	1	0	99999	4	1500									
1301	30元充值卡	Recharge_Card1	34	781	781		AlphaChargeAward	1	封测福利，使用后充值30元		1	1	100	3	1	0	99999	1	3000									
1302	98元充值卡	Recharge_Card2	34	782	782		AlphaChargeAward	1	封测福利，使用后充值98元		1	1	100	4	1	0	99999	1	9800									
1303	198元充值卡	Recharge_Card3	34	783	783		AlphaChargeAward	1	封测福利，使用后充值198元		1	1	100	5	1	0	99999	1	19800									
1304	328元充值卡	Recharge_Card4	34	784	784		AlphaChargeAward	1	封测福利，使用后充值328元		1	1	100	6	1	0	99999	1	32800									
1305	648元充值卡	Recharge_Card5	34	785	785		AlphaChargeAward	1	封测福利，使用后充值648元		1	1	100	7	1	0	99999	1	64800									
1306	一本万利卡	Grow_Invest_Card	34	780	780		AlphaChargeAward	1	使用后开启一本万利活动，达到相应等级后可在活动界面领取元宝		1	1	100	6	1	0	99999	3	6000									
1308	封测礼包（第1天）	FirshTest_Gift_Bag1	34	786	786		TimeCase	1	开服第1天可开启，持续7天\n使用等级：13级\n使用后获得：[FFFE0D]\n月卡\n周卡[-]		1	1	100	7	13	0	99999	1037										
1309	封测礼包（第2天）	FirshTest_Gift_Bag2	34	786	786		TimeCase	1	开服第2天可开启，持续7天\n使用获得：[FFFE0D]\n一本万利卡\n30个白水晶[-]		1	1	100	7	13	0	99999	1038										
1310	封测礼包（第3天）	FirshTest_Gift_Bag3	34	786	786		TimeCase	1	开服第3天可开启，持续7天\n使用获得：[FFFE0D]\n98元充值卡\n3000友情点[-]		1	1	100	7	13	0	99999	1039										
1311	封测礼包（第4天）	FirshTest_Gift_Bag4	34	786	786		TimeCase	1	开服第4天可开启，持续7天\n使用获得：[FFFE0D]\n198元充值卡\n20个1级宝石[-]		1	1	100	7	13	0	99999	1040										
1312	封测礼包（第5天）	FirshTest_Gift_Bag5	34	786	786		TimeCase	1	开服第5天可开启，持续7天\n使用获得：[FFFE0D]\n328元充值卡\n30个强效同伴经验药水[-]		1	1	100	7	13	0	99999	1041										
1313	封测礼包（第6天）	FirshTest_Gift_Bag6	34	786	786		TimeCase	1	开服第6天可开启，持续7天\n使用获得：[FFFE0D]\n一套十件稀有装备\n100000银两[-]		1	1	100	7	13	0	99999	1042										
1314	封测礼包（第7天）	FirshTest_Gift_Bag7	34	786	786		TimeCase	1	开服第7天可开启，持续7天\n使用获得：[FFFE0D]\n648元充值卡[-]		1	1	100	7	13	0	99999	1043										
1307	家族宝箱	Punish_Crystal_Box2	34	792	792		RandomItemByLevel	1	打开后随机获得一个物品\n有可能获得[FFFE0D]资质丹、随机1级同伴技能书、随机2级同伴技能书、随机3级同伴技能书、随机4级同伴技能书[-]等奖励	20000	1	1	1000		1	0	99999	18										
1317	剑侠尊享0特权礼包	Vip_Award_Bag0	34	786	786		RandomItem	1	使用获得：[FFFE0D]黄金宝箱*5、黄金钥匙*5[-]	20000	1	1	1000	1	1	0	99999	1044										
1318	剑侠尊享1特权礼包	Vip_Award_Bag1	34	786	786		RandomItem	1	使用获得：[FFFE0D]一袋白水晶*2、30000银两[-]	20000	1	1	1000	2	1	0	99999	1045										
1319	剑侠尊享2特权礼包	Vip_Award_Bag2	34	786	786		RandomItem	1	使用获得：[FFFE0D]随机1级魂石*4、强效同伴经验药水*36、洗髓丹*2[-]	20000	1	1	1000	2	1	0	99999	1046										
1320	剑侠尊享3特权礼包	Vip_Award_Bag3	34	786	786		RandomItem	1	使用获得：[FFFE0D]盟主令、一袋白水晶、100元宝[-]	20000	1	1	1000	2	1	0	99999	1047										
1321	剑侠尊享4特权礼包	Vip_Award_Bag4	34	786	786		RandomItem	1	使用获得：[FFFE0D]5000贡献、资质丹*6、40000银两、随机1级同伴技能书*2[-]	20000	1	1	1000	3	1	0	99999	1048										
1322	剑侠尊享5特权礼包	Vip_Award_Bag5	34	786	786		RandomItem	1	使用获得：[FFFE0D]随机3级魂石*2、一袋白水晶*2、黄金宝箱*20、洗髓丹*3[-]	20000	1	1	1000	3	1	0	99999	1049										
1323	剑侠尊享6特权礼包	Vip_Award_Bag6	34	786	786		RandomItem	1	使用获得：[FFFE0D]8000贡献、盟主令、初级修为书*15、强效同伴经验药水*5、洗髓丹*2[-]	20000	1	1	1000	3	1	0	99999	1050										
1324	剑侠尊享7特权礼包	Vip_Award_Bag7	34	786	786		RandomItem	1	使用获得：[FFFE0D]随机3级同伴技能书*2、随机2级魂石*4、一袋绿水晶*2、资质丹*4、25000银两[-]	20000	1	1	1000	4	1	0	99999	1051										
1325	剑侠尊享8特权礼包	Vip_Award_Bag8	34	786	786		RandomItem	1	使用获得：[FFFE0D]随机3级魂石*8、名将令、黄金宝箱*30、随机3级同伴技能书*2、洗髓丹*3[-]	20000	1	1	1000	4	1	0	99999	1052										
1326	剑侠尊享9特权礼包	Vip_Award_Bag9	34	786	786		RandomItem	1	使用获得：[FFFE0D]同伴·南宫飞云（地级)、资质丹*8、洗髓丹*10、20000银两、强效同伴经验药水*20[-]	20000	1	1	1000	4	1	0	99999	1053										
1327	剑侠尊享10特权礼包	Vip_Award_Bag10	34	786	786		RandomItem	1	使用获得：[FFFE0D]60000贡献、名将令、普通的神秘矿石*5、随机3级同伴技能书、琉璃灯[-]	20000	1	1	1000	5	1	0	99999	1054										
1328	剑侠尊享11特权礼包	Vip_Award_Bag11	34	786	786		RandomItem	1	使用获得：[FFFE0D]一袋蓝水晶*8、名将令、黄金宝箱*10、20000银两、坐骑外装：小黑（永久）[-]	20000	1	1	1000	5	1	0	99999	1055										
1329	剑侠尊享12特权礼包	Vip_Award_Bag12	34	786	786		RandomItem	1	使用获得：[FFFE0D]随机3级魂石*15、名将令、资质丹*5、洗髓丹*5、黄金宝箱*10[-]	20000	1	1	1000	5	1	0	99999	1056										
1330	剑侠尊享13特权礼包	Vip_Award_Bag13	34	786	786		RandomItem	1	使用获得：[FFFE0D]40000贡献、2400元宝、随机3级同伴技能书*2、初级修为书*20、40000银两[-]	20000	1	1	1000	5	1	0	99999	1057										
1331	剑侠尊享14特权礼包	Vip_Award_Bag14	34	786	786		RandomItem	1	使用获得：[FFFE0D]4级魂石任选箱*4、一袋紫水晶*2、逐鹿令、强效同伴经验药水*30、黄金宝箱*10[-]	20000	1	1	1000	6	1	0	99999	1058										
1332	剑侠尊享15特权礼包	Vip_Award_Bag15	34	786	786		RandomItem	1	使用获得：[FFFE0D]4级魂石任选箱*6、逐鹿令、洗髓丹*100、随机4级同伴技能书、黄金宝箱*15[-]	20000	1	1	1000	6	1	0	99999	1059										
1333	剑侠尊享16特权礼包	Vip_Award_Bag16	34	786	786		RandomItem	1	使用获得：[FFFE0D]4级魂石任选箱*6、逐鹿令*2、随机5级同伴技能书、资质丹*20、黄金宝箱*20[-]	20000	1	1	1000	6	1	0	99999	1060										
3076	剑侠尊享17特权礼包	Vip_Award_Bag17	34	786	786		RandomItem	1	使用获得：[FFFE0D]100000贡献、帝皇令*2、高级修为书*1、资质丹*20、100000银两[-]	20000	1	1	1000	6	1	0	99999	3076										
3077	剑侠尊享18特权礼包	Vip_Award_Bag18	34	786	786		RandomItem	1	使用获得：[FFFE0D]一袋橙水晶、帝皇令*2、随机5级同伴技能书、资质丹*20、特效同伴经验药水*20[-]	20000	1	1	1000	6	1	0	99999	3077										
1334	一袋白水晶	Crystal_Bag1	34	1400	1400		RandomItem	1	使用获得：[FFFE0D]白水晶*10[-]	20000	1	1	1000	3	1	0	99999	1061										
1335	一袋绿水晶	Crystal_Bag2	34	1401	1401		RandomItem	1	使用获得：[FFFE0D]绿水晶*10[-]	20000	1	1	1000	4	1	0	99999	1062										
1336	一袋蓝水晶	Crystal_Bag3	34	1402	1402		RandomItem	1	使用获得：[FFFE0D]蓝水晶*10[-]	20000	1	1	1000	5	1	0	99999	1063										
1337	一袋紫水晶	Crystal_Bag4	34	1403	1403		RandomItem	1	使用获得：[FFFE0D]紫水晶*10[-]	20000	1	1	1000	6	1	0	99999	1064										
3078	一袋橙水晶	Crystal_Bag5	34	1405	1405		RandomItem	1	使用获得：[FFFE0D]橙水晶*10[-]	20000	1	1	1000	6	1	0	99999	3078										
1343	古董	Antique_Template	34	740	740			10	珍贵的器物，万金财商会长期收集该类物品	100	1	1	1000		1	1	99999											
1344	装备碎片	Equip_Debris_Template	34	771	771			10	凑齐一套装备碎片可以合成一件完整的装备	100	1	1	1000		1	1	99999											
1346	经验值	Exp_Template	34	770	770			10	经验值用以提升角色等级	100	1	1	1000		1	1	99999											
1345	扫荡券	saodangjuan	34	769	769				可以代替元宝进行关卡扫荡，每次消耗1张，【剑侠V】等级越高，每日可领取更多免费扫荡券！		1	1	1000		0	0	99999											
1347	甲级同伴碎片	Partner_piece_s	34	99	99				[ff578c]甲级[-]同伴碎片		1	1	1000		0	0	99999											
1455	甲级同伴	BOSS_Show_s	34	99	99				击败历代名将，将获得对应的[ff578c] 甲级 [-]同伴	2000000	1	1	1000	5	0	0	99999											
4604	地级同伴	BOSS_Show_ss	34	4604	4604				击败历代名将，将获得对应的[ff8f06] 地级 [-]同伴	2000000	1	1	1000	6	0	0	99999											
4605	天级同伴	BOSS_Show_sss	34	4605	4605				击败历代名将，将获得对应的[e6d012] 天级 [-]同伴	2000000	1	1	1000	7	0	0	99999											
1457	稀有首饰	Jewelry_Show	34	1457	1457				将获得[FFFE0D] 稀有 [-]首饰		1	1	1000	6	0	0	99999											
2240	【稀有】护身符	Amulet_Show	34	45	45				将获得[FFFE0D] 【稀有】 [-]护身符		1	1	1000	6	0	0	99999											
1349	道具发光_1	Itemlight1	34	10111	10111			2	道具发光		1	3	1000	6	1	1	99999											
1350	道具发光_2	Itemlight2	34	10112	10112			2	道具发光		1	3	1000	7	1	1	99999											
1351	道具发光_3	Itemlight3	34	10113	10113			2	道具发光		1	3	1000	11	1	1	99999											
1352	道具发光_4	Itemlight4	34	10114	10114			2	道具发光		1	3	1000	12	1	1	99999											
1353	道具发光_5	Itemlight5	34	10115	10115			2	道具发光		1	3	1000	13	1	1	99999											
1354	道具发光_6	Itemlight6	34	10116	10116			2	道具发光		1	3	1000	14	1	1	99999											
1355	道具发光_7	Itemlight7	34	10117	10117			2	道具发光		1	3	1000	15	1	1	99999											
1356	道具发光_8	Itemlight8	34	10118	10118			2	道具发光		1	3	1000	16	1	1	99999											
1357	道具发光_9	Itemlight9	34	10119	10119			2	道具发光		1	3	1000	17	1	1	99999											
1358	道具发光_10	Itemlight10	34	10120	10120			2	道具发光		1	3	1000	18	1	1	99999											
1359	道具获得_1	Itemget1	34	222	222			2	道具发光		1	3	1000	19	1	1	99999											
1348	秘境线索(废弃)	Yuruyi	34	1348	1348		AdventureFubenItem	1	进入[6cdd00]惩恶秘境[-]的凭证\n需组成3人以上队伍，由队长使用后进入惩恶秘境		1	1	1000		1	0	99999											
1360	惩恶秘境宝箱	Chengemijing	34	100	100		RandomItemByLevel	1	惩恶秘境宝箱		1	1	1000		1	0	99999	19										
1361	初级体力药水	PhysicalPower_60	34	1361	1361		RandomItem	1	使用后增加体力值[FFFE0D]60点[-]	20000	1	1	1000	1	1	0	99999	1361										
1362	中级体力药水	PhysicalPower_100	34	1362	1362		RandomItem	1	使用后增加体力值[FFFE0D]100点[-]	20000	2	1	1000	1	1	0	99999	1362										
1363	侠客岛宝箱	Kin_Nest_Box	34	792	792		RandomItemByLevel	1	从侠客岛获得的宝箱，打开后随机获得一份奖励	20000	1	1	1000		1	0	99999	20										
1364	体力值	Physical_Template	34	1406	1406			10	参加[FFFE0D]关卡[-]和[FFFE0D]精英关卡[-]都将消耗一定的体力值	100	1	1	1000		1	1	99999											
1365	探索令牌	MapExplore_Item1	34	1260	1260		CountAddProp	1	使用后增加10次探索次数		1	1	100	2	1	0	99999											
1366	首领荣誉令	Leader_brand	34	1366	1366		RandomItem	1	使用后增加400首领荣誉	40000	1	1	100	2	1	0	99999	1366										
1367	名将荣誉令	Boss_brand	34	1367	1367		RandomItem	1	使用后增加400名将荣誉	40000	1	1	100	2	1	0	99999	1367										
1373	盟主荣誉令	Mengzhu_brand	34	1373	1373		RandomItem	1	使用后增加400盟主荣誉	40000	1	1	100	2	1	0	99999	1373										
1379	宝石袋	Random_Stone_Bag	34	100	100		RandomItemByLevel	1	打开后随机获得1颗宝石	20000	1	2	1000		1	0	99999	27	1									
1380	宝石	Stone_Template	34	222	222			1	可以用于装备镶嵌，提升角色战力	20000	1	2	1000		1	0	99999	27	1									
1381	水晶	Crystal_Template	34	222	222			1	可以用于装备强化，增加角色战力	20000	1	2	1000		1	0	99999	27	1									
1382	丙级同伴	PartnerA_Template	34	880	880			1	诸多侠士将出现在凌绝峰，击败他们将有机会获得对应的[11adf6] 丙级 [-]同伴	20000	1	2	1000	3	1	0	99	27	1									
1383	乙级同伴	PartnerB_Template	34	880	880			1	诸多超凡侠士将出现在凌绝峰，击败他们将有机会获得对应的[aa62fc] 乙级 [-]同伴	20000	1	2	1000	4	1	0	99	27	1									
1384	甲级同伴	PartnerS_Template	34	880	880			1	诸多武林至尊将出现在凌绝峰，击败他们将有机会获得对应的[ff578c] 甲级 [-]同伴	2000000	1	2	1000	5	1	0	99	27	1									
1386	中原大侠	TestActivity_Title_Item1	34	790	790		AddTitleItem	11	战力榜排名[FFFE0D]第1名[-]获得此称号		1	1	1000	6	1	0	99999	2000	-1									
1387	江南名侠	TestActivity_Title_Item2	34	790	790		AddTitleItem	11	战力榜排名[FFFE0D]第2~10名[-]获得此称号		1	1	1000	5	1	0	99999	2001	-1									
1388	武林翘楚	TestActivity_Title_Item3	34	790	790		AddTitleItem	11	战力榜排名[FFFE0D]第11~50名[-]获得此称号		1	1	1000	4	1	0	99999	2002	-1									
1389	江湖新秀	TestActivity_Title_Item4	34	790	790		AddTitleItem	11	战力榜排名[FFFE0D]第51~200名[-]获得此称号		1	1	1000	3	1	0	99999	2003	-1									
1412	喇叭·世界频道	Chat_Speaker1	34	1006	1006		Speaker	1	使用后增加[FFFE0D]10次[-]在世界频道的发言机会	2000000	1	1	100	2	1	0	9999	10	1									
1413	千里传音	Chat_Speaker2	34	1007	1007		Speaker	1	使用后增加[FFFE0D]2次[-]在彩聊频道的发言机会	2000000	1	1	100	3	1	0	9999	2	2									
1422	修炼珠	XiuLian_Item1	34	1008	1008		XiuLianZhu	1	开启后进入修炼状态，获得[FFFE0D]10倍[-]经验和掉宝率。修炼时间每天4点恢复[FFFE0D]1小时[-]，最多累积[FFFE0D]7小时[-]\n修炼状态只在[FFFE0D]野外地图[-]生效，点击使用查看详细规则		1	1	100		5	0	1											
1424	罗盘	ShanHeSheJiTu_Item1	34	1012	1012		ComposeMeterial	1	高级藏宝图材料，集齐[FFFE0D]罗盘、龟甲、绢帛、狼毫、朱砂[-]可合成高级藏宝图[FFFE0D]（高级藏宝图需等级达40级）[-]	30000	1	1	1000	2	1	0	99999											
1425	龟甲	ShanHeSheJiTu_Item2	34	1010	1010		ComposeMeterial	1	高级藏宝图材料，集齐[FFFE0D]罗盘、龟甲、绢帛、狼毫、朱砂[-]可合成高级藏宝图[FFFE0D]（高级藏宝图需等级达40级）[-]	30000	1	1	1000	2	1	0	99999											
1426	绢帛	ShanHeSheJiTu_Item3	34	1013	1013		ComposeMeterial	1	高级藏宝图材料，集齐[FFFE0D]罗盘、龟甲、绢帛、狼毫、朱砂[-]可合成高级藏宝图[FFFE0D]（高级藏宝图需等级达40级）[-]	30000	1	1	1000	2	1	0	99999											
1427	狼毫	ShanHeSheJiTu_Item4	34	1014	1014		ComposeMeterial	1	高级藏宝图材料，集齐[FFFE0D]罗盘、龟甲、绢帛、狼毫、朱砂[-]可合成高级藏宝图[FFFE0D]（高级藏宝图需等级达40级）[-]	30000	1	1	1000	2	1	0	99999											
1428	朱砂	ShanHeSheJiTu_Item5	34	1011	1011		ComposeMeterial	1	高级藏宝图材料，集齐[FFFE0D]罗盘、龟甲、绢帛、狼毫、朱砂[-]可合成高级藏宝图[FFFE0D]（高级藏宝图需等级达40级）[-]	30000	1	1	1000	2	1	0	99999											
4742	端午材料包	DuanWuFestival_Materials	34	2586	2586		RandomItem	1	包粽子所需的材料，包含[FFFE0D]粽叶、稻米、鲜肉、麻绳[-]，开启后随机获得一种	15000	1	1	1000	1	1	0	99999	4742	1									
2586	粽叶	DuanWuFestival_Item1	34	2586	2586		ComposeMeterial	1	包粽子所需的材料，集齐[FFFE0D]粽叶、稻米、鲜肉、麻绳[-]后即可随机合成一种粽子，需消耗一定银两	15000	1	1	1000	1	1	0	99999											
2587	稻米	DuanWuFestival_Item2	34	2587	2587		ComposeMeterial	1	包粽子所需的材料，集齐[FFFE0D]粽叶、稻米、鲜肉、麻绳[-]后即可随机合成一种粽子，需消耗一定银两	15000	1	1	1000	1	1	0	99999											
2588	鲜肉	DuanWuFestival_Item3	34	2588	2588		ComposeMeterial	1	包粽子所需的材料，集齐[FFFE0D]粽叶、稻米、鲜肉、麻绳[-]后即可随机合成一种粽子，需消耗一定银两	15000	1	1	1000	1	1	0	99999											
2589	麻绳	DuanWuFestival_Item4	34	2589	2589		ComposeMeterial	1	包粽子所需的材料，集齐[FFFE0D]粽叶、稻米、鲜肉、麻绳[-]后即可随机合成一种粽子，需消耗一定银两	15000	1	1	1000	1	1	0	99999											
2590	五香粽	DuanWuFestival_ZongZi1	34	2590	2590		AddBuffItem	1	服用后获得佳节的祝福，获得以下属性，持续[FFFE0D]2小时[-]：\n属性伤害+60\n生命点数+1200\n全系抗性+60\n\n同样的增益效果只能同时存在一个	60000	1	1	1000	2	1	0	99999	2307	1	108000	1							
2591	八宝粽	DuanWuFestival_ZongZi2	34	2591	2591		SkillPointBook	1	服用后获得龙神的眷顾，永久得到[FFFE0D]1[-]个技能点，每人只能服用[FFFE0D]1[-]个。	500000	1	1	1000	3	1	0	99999											
2592	粽子	DuanWuFestival_ZongZiItem	34	2592	2592		RandomItem	1	打开后获得一份随机奖励，据闻其中蕴藏着神秘的物件！	30000	1	1	1000	3	1	0	99999	2592	1									
2593	角色更名令	ChangeName	34	2593	2593			1	若拥有该道具，则可免费进行一次角色更名。		1	1	1000	4	1	0	99999											
1429	山河社稷图残卷	ShanHeSheJiTu_Canjuan	34	100	100			1	山河社稷图残卷		1	1	1000	2	1	0	99999											
1454	武道德经	wudaodejing	34	1454	1454		SkillPointBook	1	昔日玄天道人仗之以名动武林的武学秘籍，记载了玄奥莫测的内功心法，研习后将获得[FFFE0D]3个技能点[-]。	360000				3														
