AttribType	Level	Value1	Value2	Value3
runspeed_v	7	7		
runspeed_v	8	8		
runspeed_v	9	9		
runspeed_v	10	10		
runspeed_v	11	11		
runspeed_v	12	12		
runspeed_v	13	13		
runspeed_v	14	14		
runspeed_v	15	15		
runspeed_v	16	16		
runspeed_v	17	17		
runspeed_v	18	18		
runspeed_v	19	19		
runspeed_v	20	20		
runspeed_v	21	21		
runspeed_v	22	22		
runspeed_v	23	23		
runspeed_v	24	24		
runspeed_v	25	25		
runspeed_v	26	26		
runspeed_v	27	27		
runspeed_v	28	28		
runspeed_v	29	29		
runspeed_v	30	30		
runspeed_v	31	31		
runspeed_v	32	32		
runspeed_v	33	33		
runspeed_v	34	34		
runspeed_v	35	35		
runspeed_v	36	36		
runspeed_v	37	37		
runspeed_v	38	38		
runspeed_v	39	39		
runspeed_v	40	40		
runspeed_v	41	41		
runspeed_v	42	42		
runspeed_v	43	43		
runspeed_v	44	44		
runspeed_v	45	45		
runspeed_v	46	46		
runspeed_v	47	47		
runspeed_v	48	48		
runspeed_v	49	49		
runspeed_v	50	50		
runspeed_v	51	51		
runspeed_v	52	52		
runspeed_v	53	53		
runspeed_v	54	54		
runspeed_v	55	55		
runspeed_v	56	56		
runspeed_v	57	57		
runspeed_v	58	58		
runspeed_v	59	59		
runspeed_v	60	60		
runspeed_v	61	61		
runspeed_v	62	62		
runspeed_v	63	63		
runspeed_v	64	64		
runspeed_v	65	65		
runspeed_v	66	66		
runspeed_v	67	67		
runspeed_v	68	68		
runspeed_v	69	69		
runspeed_v	70	70		
runspeed_v	71	71		
runspeed_v	72	72		
runspeed_v	73	73		
runspeed_v	74	74		
runspeed_v	75	75		
runspeed_v	76	76		
runspeed_v	77	77		
runspeed_v	78	78		
runspeed_v	79	79		
runspeed_v	80	80		
runspeed_v	81	81		
runspeed_v	82	82		
runspeed_v	83	83		
runspeed_v	84	84		
runspeed_v	85	85		
runspeed_v	86	86		
runspeed_v	87	87		
runspeed_v	88	88		
runspeed_v	89	89		
runspeed_v	90	90		
runspeed_v	91	91		
runspeed_v	92	92		
runspeed_v	93	93		
runspeed_v	94	94		
runspeed_v	95	95		
runspeed_v	96	96		
runspeed_v	97	97		
runspeed_v	98	98		
runspeed_v	99	99		
runspeed_v	100	100		
runspeed_v	101	101		
runspeed_v	102	102		
runspeed_v	103	103		
runspeed_v	104	104		
runspeed_v	105	105		
runspeed_v	106	106		
runspeed_v	107	107		
runspeed_v	108	108		
runspeed_v	109	109		
runspeed_v	110	110		
runspeed_v	111	111		
runspeed_v	112	112		
runspeed_v	113	113		
runspeed_v	114	114		
runspeed_v	115	115		
runspeed_v	116	116		
runspeed_v	117	117		
runspeed_v	118	118		
runspeed_v	119	119		
runspeed_v	120	120		
runspeed_v	121	121		
runspeed_v	122	122		
runspeed_v	123	123		
runspeed_v	124	124		
runspeed_v	125	125		
runspeed_v	126	126		
runspeed_v	127	127		
runspeed_v	128	128		
runspeed_v	129	129		
runspeed_v	130	130		
runspeed_v	131	130		
runspeed_v	132	130		
runspeed_v	133	130		
runspeed_v	134	130		
runspeed_v	135	130		
runspeed_v	136	130		
runspeed_v	137	130		
runspeed_v	138	130		
runspeed_v	139	130		
runspeed_v	140	130		
runspeed_v	141	130		
runspeed_v	142	130		
runspeed_v	143	130		
runspeed_v	144	130		
runspeed_v	145	130		
runspeed_v	146	130		
runspeed_v	147	130		
runspeed_v	148	130		
runspeed_v	149	130		
runspeed_v	150	130		
attackspeed_v	1	1		
attackspeed_v	2	1		
attackspeed_v	3	1		
attackspeed_v	4	1		
attackspeed_v	5	1		
attackspeed_v	6	1		
attackspeed_v	7	1		
attackspeed_v	8	1		
attackspeed_v	9	1		
attackspeed_v	10	1		
attackspeed_v	11	1		
attackspeed_v	12	1		
attackspeed_v	13	1		
attackspeed_v	14	1		
attackspeed_v	15	1		
attackspeed_v	16	1		
attackspeed_v	17	1		
attackspeed_v	18	1		
attackspeed_v	19	1		
attackspeed_v	20	1		
attackspeed_v	21	1		
attackspeed_v	22	1		
attackspeed_v	23	1		
attackspeed_v	24	1		
attackspeed_v	25	1		
attackspeed_v	26	1		
attackspeed_v	27	1		
attackspeed_v	28	1		
attackspeed_v	29	1		
attackspeed_v	30	1		
attackspeed_v	31	1		
attackspeed_v	32	1		
attackspeed_v	33	1		
attackspeed_v	34	1		
attackspeed_v	35	1		
attackspeed_v	36	1		
attackspeed_v	37	1		
attackspeed_v	38	1		
attackspeed_v	39	1		
attackspeed_v	40	1		
attackspeed_v	41	1		
attackspeed_v	42	1		
attackspeed_v	43	1		
attackspeed_v	44	1		
attackspeed_v	45	1		
attackspeed_v	46	1		
attackspeed_v	47	1		
attackspeed_v	48	1		
attackspeed_v	49	1		
attackspeed_v	50	1		
attackspeed_v	51	1		
attackspeed_v	52	1		
attackspeed_v	53	1		
attackspeed_v	54	1		
attackspeed_v	55	1		
attackspeed_v	56	1		
attackspeed_v	57	1		
attackspeed_v	58	1		
attackspeed_v	59	1		
attackspeed_v	60	1		
attackspeed_v	61	1		
attackspeed_v	62	1		
attackspeed_v	63	1		
attackspeed_v	64	1		
attackspeed_v	65	1		
attackspeed_v	66	1		
attackspeed_v	67	1		
attackspeed_v	68	1		
attackspeed_v	69	1		
attackspeed_v	70	1		
attackspeed_v	71	1		
attackspeed_v	72	1		
attackspeed_v	73	1		
attackspeed_v	74	1		
attackspeed_v	75	1		
attackspeed_v	76	1		
attackspeed_v	77	1		
attackspeed_v	78	1		
attackspeed_v	79	1		
attackspeed_v	80	1		
attackspeed_v	81	1		
attackspeed_v	82	1		
attackspeed_v	83	1		
attackspeed_v	84	1		
attackspeed_v	85	1		
attackspeed_v	86	1		
attackspeed_v	87	1		
attackspeed_v	88	1		
attackspeed_v	89	1		
attackspeed_v	90	1		
attackspeed_v	91	1		
attackspeed_v	92	1		
attackspeed_v	93	1		
attackspeed_v	94	1		
attackspeed_v	95	1		
attackspeed_v	96	1		
attackspeed_v	97	1		
attackspeed_v	98	1		
attackspeed_v	99	1		
attackspeed_v	100	1		
attackspeed_v	101	1		
attackspeed_v	102	1		
attackspeed_v	103	1		
attackspeed_v	104	1		
attackspeed_v	105	1		
attackspeed_v	106	1		
attackspeed_v	107	1		
attackspeed_v	108	1		
attackspeed_v	109	1		
attackspeed_v	110	1		
attackspeed_v	111	1		
attackspeed_v	112	1		
attackspeed_v	113	1		
attackspeed_v	114	1		
attackspeed_v	115	1		
attackspeed_v	116	1		
attackspeed_v	117	1		
attackspeed_v	118	1		
attackspeed_v	119	1		
attackspeed_v	120	1		
attackspeed_v	121	1		
attackspeed_v	122	1		
attackspeed_v	123	1		
attackspeed_v	124	1		
attackspeed_v	125	1		
attackspeed_v	126	1		
attackspeed_v	127	1		
attackspeed_v	128	1		
attackspeed_v	129	1		
attackspeed_v	130	1		
attackspeed_v	131	1		
attackspeed_v	132	1		
attackspeed_v	133	1		
attackspeed_v	134	1		
attackspeed_v	135	1		
attackspeed_v	136	1		
attackspeed_v	137	1		
attackspeed_v	138	1		
attackspeed_v	139	1		
attackspeed_v	140	1		
attackspeed_v	141	1		
attackspeed_v	142	1		
attackspeed_v	143	1		
attackspeed_v	144	1		
attackspeed_v	145	1		
attackspeed_v	146	1		
attackspeed_v	147	1		
attackspeed_v	148	1		
attackspeed_v	149	1		
attackspeed_v	150	1		
add_seriesstate_time_v	1	1		
add_seriesstate_time_v	2	3		
add_seriesstate_time_v	3	4		
add_seriesstate_time_v	4	6		
add_seriesstate_time_v	5	7		
add_seriesstate_time_v	6	9		
add_seriesstate_time_v	7	10		
add_seriesstate_time_v	8	12		
add_seriesstate_time_v	9	13		
add_seriesstate_time_v	10	15		
add_seriesstate_time_v	11	16		
add_seriesstate_time_v	12	18		
add_seriesstate_time_v	13	19		
add_seriesstate_time_v	14	21		
add_seriesstate_time_v	15	22		
add_seriesstate_time_v	16	24		
add_seriesstate_time_v	17	25		
add_seriesstate_time_v	18	27		
add_seriesstate_time_v	19	28		
add_seriesstate_time_v	20	30		
add_seriesstate_time_v	21	31		
add_seriesstate_time_v	22	33		
add_seriesstate_time_v	23	34		
add_seriesstate_time_v	24	36		
add_seriesstate_time_v	25	37		
add_seriesstate_time_v	26	39		
add_seriesstate_time_v	27	40		
add_seriesstate_time_v	28	42		
add_seriesstate_time_v	29	43		
add_seriesstate_time_v	30	45		
add_seriesstate_time_v	31	46		
add_seriesstate_time_v	32	48		
add_seriesstate_time_v	33	49		
add_seriesstate_time_v	34	51		
add_seriesstate_time_v	35	52		
add_seriesstate_time_v	36	54		
add_seriesstate_time_v	37	55		
add_seriesstate_time_v	38	57		
add_seriesstate_time_v	39	58		
add_seriesstate_time_v	40	60		
add_seriesstate_time_v	41	61		
add_seriesstate_time_v	42	63		
add_seriesstate_time_v	43	64		
add_seriesstate_time_v	44	66		
add_seriesstate_time_v	45	67		
add_seriesstate_time_v	46	69		
add_seriesstate_time_v	47	70		
add_seriesstate_time_v	48	72		
add_seriesstate_time_v	49	73		
add_seriesstate_time_v	50	75		
add_seriesstate_time_v	51	76		
add_seriesstate_time_v	52	78		
add_seriesstate_time_v	53	79		
add_seriesstate_time_v	54	81		
add_seriesstate_time_v	55	82		
add_seriesstate_time_v	56	84		
add_seriesstate_time_v	57	85		
add_seriesstate_time_v	58	87		
add_seriesstate_time_v	59	88		
add_seriesstate_time_v	60	90		
add_seriesstate_time_v	61	91		
add_seriesstate_time_v	62	93		
add_seriesstate_time_v	63	94		
add_seriesstate_time_v	64	96		
add_seriesstate_time_v	65	97		
add_seriesstate_time_v	66	99		
add_seriesstate_time_v	67	100		
add_seriesstate_time_v	68	102		
add_seriesstate_time_v	69	103		
add_seriesstate_time_v	70	105		
add_seriesstate_time_v	71	106		
add_seriesstate_time_v	72	108		
add_seriesstate_time_v	73	109		
add_seriesstate_time_v	74	111		
add_seriesstate_time_v	75	112		
add_seriesstate_time_v	76	114		
add_seriesstate_time_v	77	115		
add_seriesstate_time_v	78	117		
add_seriesstate_time_v	79	118		
add_seriesstate_time_v	80	120		
add_seriesstate_time_v	81	123		
add_seriesstate_time_v	82	126		
add_seriesstate_time_v	83	129		
add_seriesstate_time_v	84	132		
add_seriesstate_time_v	85	135		
add_seriesstate_time_v	86	138		
add_seriesstate_time_v	87	141		
add_seriesstate_time_v	88	144		
add_seriesstate_time_v	89	147		
add_seriesstate_time_v	90	150		
add_seriesstate_time_v	91	153		
add_seriesstate_time_v	92	157		
add_seriesstate_time_v	93	161		
add_seriesstate_time_v	94	165		
add_seriesstate_time_v	95	168		
add_seriesstate_time_v	96	172		
add_seriesstate_time_v	97	176		
add_seriesstate_time_v	98	180		
add_seriesstate_time_v	99	183		
add_seriesstate_time_v	100	187		
add_seriesstate_time_v	101	195		
add_seriesstate_time_v	102	202		
add_seriesstate_time_v	103	210		
add_seriesstate_time_v	104	217		
add_seriesstate_time_v	105	225		
add_seriesstate_time_v	106	232		
add_seriesstate_time_v	107	240		
add_seriesstate_time_v	108	247		
add_seriesstate_time_v	109	255		
add_seriesstate_time_v	110	263		
add_seriesstate_time_v	111	274		
add_seriesstate_time_v	112	285		
add_seriesstate_time_v	113	296		
add_seriesstate_time_v	114	308		
add_seriesstate_time_v	115	319		
add_seriesstate_time_v	116	330		
add_seriesstate_time_v	117	341		
add_seriesstate_time_v	118	353		
add_seriesstate_time_v	119	364		
add_seriesstate_time_v	120	375		
add_seriesstate_time_v	121	386		
add_seriesstate_time_v	122	397		
add_seriesstate_time_v	123	408		
add_seriesstate_time_v	124	420		
add_seriesstate_time_v	125	431		
add_seriesstate_time_v	126	442		
add_seriesstate_time_v	127	453		
add_seriesstate_time_v	128	465		
add_seriesstate_time_v	129	476		
add_seriesstate_time_v	130	487		
add_seriesstate_time_v	131	502		
add_seriesstate_time_v	132	517		
add_seriesstate_time_v	133	532		
add_seriesstate_time_v	134	547		
add_seriesstate_time_v	135	562		
add_seriesstate_time_v	136	577		
add_seriesstate_time_v	137	592		
add_seriesstate_time_v	138	607		
add_seriesstate_time_v	139	622		
add_seriesstate_time_v	140	637		
add_seriesstate_time_v	141	652		
add_seriesstate_time_v	142	667		
add_seriesstate_time_v	143	682		
add_seriesstate_time_v	144	697		
add_seriesstate_time_v	145	712		
add_seriesstate_time_v	146	727		
add_seriesstate_time_v	147	742		
add_seriesstate_time_v	148	757		
add_seriesstate_time_v	149	772		
add_seriesstate_time_v	150	787		
add_seriesstate_rate_v	1	1		
add_seriesstate_rate_v	2	3		
add_seriesstate_rate_v	3	4		
add_seriesstate_rate_v	4	6		
add_seriesstate_rate_v	5	7		
add_seriesstate_rate_v	6	9		
add_seriesstate_rate_v	7	10		
add_seriesstate_rate_v	8	12		
add_seriesstate_rate_v	9	13		
add_seriesstate_rate_v	10	15		
add_seriesstate_rate_v	11	16		
add_seriesstate_rate_v	12	18		
add_seriesstate_rate_v	13	19		
add_seriesstate_rate_v	14	21		
add_seriesstate_rate_v	15	22		
add_seriesstate_rate_v	16	24		
add_seriesstate_rate_v	17	25		
add_seriesstate_rate_v	18	27		
add_seriesstate_rate_v	19	28		
add_seriesstate_rate_v	20	30		
add_seriesstate_rate_v	21	31		
add_seriesstate_rate_v	22	33		
add_seriesstate_rate_v	23	34		
add_seriesstate_rate_v	24	36		
add_seriesstate_rate_v	25	37		
add_seriesstate_rate_v	26	39		
add_seriesstate_rate_v	27	40		
add_seriesstate_rate_v	28	42		
add_seriesstate_rate_v	29	43		
add_seriesstate_rate_v	30	45		
add_seriesstate_rate_v	31	46		
add_seriesstate_rate_v	32	48		
add_seriesstate_rate_v	33	49		
add_seriesstate_rate_v	34	51		
add_seriesstate_rate_v	35	52		
add_seriesstate_rate_v	36	54		
add_seriesstate_rate_v	37	55		
add_seriesstate_rate_v	38	57		
add_seriesstate_rate_v	39	58		
add_seriesstate_rate_v	40	60		
add_seriesstate_rate_v	41	61		
add_seriesstate_rate_v	42	63		
add_seriesstate_rate_v	43	64		
add_seriesstate_rate_v	44	66		
add_seriesstate_rate_v	45	67		
add_seriesstate_rate_v	46	69		
add_seriesstate_rate_v	47	70		
add_seriesstate_rate_v	48	72		
add_seriesstate_rate_v	49	73		
add_seriesstate_rate_v	50	75		
add_seriesstate_rate_v	51	76		
add_seriesstate_rate_v	52	78		
add_seriesstate_rate_v	53	79		
add_seriesstate_rate_v	54	81		
add_seriesstate_rate_v	55	82		
add_seriesstate_rate_v	56	84		
add_seriesstate_rate_v	57	85		
add_seriesstate_rate_v	58	87		
add_seriesstate_rate_v	59	88		
add_seriesstate_rate_v	60	90		
add_seriesstate_rate_v	61	91		
add_seriesstate_rate_v	62	93		
add_seriesstate_rate_v	63	94		
add_seriesstate_rate_v	64	96		
add_seriesstate_rate_v	65	97		
add_seriesstate_rate_v	66	99		
add_seriesstate_rate_v	67	100		
add_seriesstate_rate_v	68	102		
add_seriesstate_rate_v	69	103		
add_seriesstate_rate_v	70	105		
add_seriesstate_rate_v	71	106		
add_seriesstate_rate_v	72	108		
add_seriesstate_rate_v	73	109		
add_seriesstate_rate_v	74	111		
add_seriesstate_rate_v	75	112		
add_seriesstate_rate_v	76	114		
add_seriesstate_rate_v	77	115		
add_seriesstate_rate_v	78	117		
add_seriesstate_rate_v	79	118		
add_seriesstate_rate_v	80	120		
add_seriesstate_rate_v	81	123		
add_seriesstate_rate_v	82	126		
add_seriesstate_rate_v	83	129		
add_seriesstate_rate_v	84	132		
add_seriesstate_rate_v	85	135		
add_seriesstate_rate_v	86	138		
add_seriesstate_rate_v	87	141		
add_seriesstate_rate_v	88	144		
add_seriesstate_rate_v	89	147		
add_seriesstate_rate_v	90	150		
add_seriesstate_rate_v	91	153		
add_seriesstate_rate_v	92	157		
add_seriesstate_rate_v	93	161		
add_seriesstate_rate_v	94	165		
add_seriesstate_rate_v	95	168		
add_seriesstate_rate_v	96	172		
add_seriesstate_rate_v	97	176		
add_seriesstate_rate_v	98	180		
add_seriesstate_rate_v	99	183		
add_seriesstate_rate_v	100	187		
add_seriesstate_rate_v	101	195		
add_seriesstate_rate_v	102	202		
add_seriesstate_rate_v	103	210		
add_seriesstate_rate_v	104	217		
add_seriesstate_rate_v	105	225		
add_seriesstate_rate_v	106	232		
add_seriesstate_rate_v	107	240		
add_seriesstate_rate_v	108	247		
add_seriesstate_rate_v	109	255		
add_seriesstate_rate_v	110	263		
add_seriesstate_rate_v	111	274		
add_seriesstate_rate_v	112	285		
add_seriesstate_rate_v	113	296		
add_seriesstate_rate_v	114	308		
add_seriesstate_rate_v	115	319		
add_seriesstate_rate_v	116	330		
add_seriesstate_rate_v	117	341		
add_seriesstate_rate_v	118	353		
add_seriesstate_rate_v	119	364		
add_seriesstate_rate_v	120	375		
add_seriesstate_rate_v	121	386		
add_seriesstate_rate_v	122	397		
add_seriesstate_rate_v	123	408		
add_seriesstate_rate_v	124	420		
add_seriesstate_rate_v	125	431		
add_seriesstate_rate_v	126	442		
add_seriesstate_rate_v	127	453		
add_seriesstate_rate_v	128	465		
add_seriesstate_rate_v	129	476		
add_seriesstate_rate_v	130	487		
add_seriesstate_rate_v	131	502		
add_seriesstate_rate_v	132	517		
add_seriesstate_rate_v	133	532		
add_seriesstate_rate_v	134	547		
add_seriesstate_rate_v	135	562		
add_seriesstate_rate_v	136	577		
add_seriesstate_rate_v	137	592		
add_seriesstate_rate_v	138	607		
add_seriesstate_rate_v	139	622		
add_seriesstate_rate_v	140	637		
add_seriesstate_rate_v	141	652		
add_seriesstate_rate_v	142	667		
add_seriesstate_rate_v	143	682		
add_seriesstate_rate_v	144	697		
add_seriesstate_rate_v	145	712		
add_seriesstate_rate_v	146	727		
add_seriesstate_rate_v	147	742		
add_seriesstate_rate_v	148	757		
add_seriesstate_rate_v	149	772		
add_seriesstate_rate_v	150	787		
resist_allseriesstate_rate_v	1	1		
resist_allseriesstate_rate_v	2	3		
resist_allseriesstate_rate_v	3	4		
resist_allseriesstate_rate_v	4	6		
resist_allseriesstate_rate_v	5	7		
resist_allseriesstate_rate_v	6	9		
resist_allseriesstate_rate_v	7	10		
resist_allseriesstate_rate_v	8	12		
resist_allseriesstate_rate_v	9	13		
resist_allseriesstate_rate_v	10	15		
resist_allseriesstate_rate_v	11	16		
resist_allseriesstate_rate_v	12	18		
resist_allseriesstate_rate_v	13	19		
resist_allseriesstate_rate_v	14	21		
resist_allseriesstate_rate_v	15	22		
resist_allseriesstate_rate_v	16	24		
resist_allseriesstate_rate_v	17	25		
resist_allseriesstate_rate_v	18	27		
resist_allseriesstate_rate_v	19	28		
resist_allseriesstate_rate_v	20	30		
resist_allseriesstate_rate_v	21	31		
resist_allseriesstate_rate_v	22	33		
resist_allseriesstate_rate_v	23	34		
resist_allseriesstate_rate_v	24	36		
resist_allseriesstate_rate_v	25	37		
resist_allseriesstate_rate_v	26	39		
resist_allseriesstate_rate_v	27	40		
resist_allseriesstate_rate_v	28	42		
resist_allseriesstate_rate_v	29	43		
resist_allseriesstate_rate_v	30	45		
resist_allseriesstate_rate_v	31	46		
resist_allseriesstate_rate_v	32	48		
resist_allseriesstate_rate_v	33	49		
resist_allseriesstate_rate_v	34	51		
resist_allseriesstate_rate_v	35	52		
resist_allseriesstate_rate_v	36	54		
resist_allseriesstate_rate_v	37	55		
resist_allseriesstate_rate_v	38	57		
resist_allseriesstate_rate_v	39	58		
resist_allseriesstate_rate_v	40	60		
resist_allseriesstate_rate_v	41	61		
resist_allseriesstate_rate_v	42	63		
resist_allseriesstate_rate_v	43	64		
resist_allseriesstate_rate_v	44	66		
resist_allseriesstate_rate_v	45	67		
resist_allseriesstate_rate_v	46	69		
resist_allseriesstate_rate_v	47	70		
resist_allseriesstate_rate_v	48	72		
resist_allseriesstate_rate_v	49	73		
resist_allseriesstate_rate_v	50	75		
resist_allseriesstate_rate_v	51	76		
resist_allseriesstate_rate_v	52	78		
resist_allseriesstate_rate_v	53	79		
resist_allseriesstate_rate_v	54	81		
resist_allseriesstate_rate_v	55	82		
resist_allseriesstate_rate_v	56	84		
resist_allseriesstate_rate_v	57	85		
resist_allseriesstate_rate_v	58	87		
resist_allseriesstate_rate_v	59	88		
resist_allseriesstate_rate_v	60	90		
resist_allseriesstate_rate_v	61	91		
resist_allseriesstate_rate_v	62	93		
resist_allseriesstate_rate_v	63	94		
resist_allseriesstate_rate_v	64	96		
resist_allseriesstate_rate_v	65	97		
resist_allseriesstate_rate_v	66	99		
resist_allseriesstate_rate_v	67	100		
resist_allseriesstate_rate_v	68	102		
resist_allseriesstate_rate_v	69	103		
resist_allseriesstate_rate_v	70	105		
resist_allseriesstate_rate_v	71	106		
resist_allseriesstate_rate_v	72	108		
resist_allseriesstate_rate_v	73	109		
resist_allseriesstate_rate_v	74	111		
resist_allseriesstate_rate_v	75	112		
resist_allseriesstate_rate_v	76	114		
resist_allseriesstate_rate_v	77	115		
resist_allseriesstate_rate_v	78	117		
resist_allseriesstate_rate_v	79	118		
resist_allseriesstate_rate_v	80	120		
resist_allseriesstate_rate_v	81	123		
resist_allseriesstate_rate_v	82	126		
resist_allseriesstate_rate_v	83	129		
resist_allseriesstate_rate_v	84	132		
resist_allseriesstate_rate_v	85	135		
resist_allseriesstate_rate_v	86	138		
resist_allseriesstate_rate_v	87	141		
resist_allseriesstate_rate_v	88	144		
resist_allseriesstate_rate_v	89	147		
resist_allseriesstate_rate_v	90	150		
resist_allseriesstate_rate_v	91	153		
resist_allseriesstate_rate_v	92	157		
resist_allseriesstate_rate_v	93	161		
resist_allseriesstate_rate_v	94	165		
resist_allseriesstate_rate_v	95	168		
resist_allseriesstate_rate_v	96	172		
resist_allseriesstate_rate_v	97	176		
resist_allseriesstate_rate_v	98	180		
resist_allseriesstate_rate_v	99	183		
resist_allseriesstate_rate_v	100	187		
resist_allseriesstate_rate_v	101	195		
resist_allseriesstate_rate_v	102	202		
resist_allseriesstate_rate_v	103	210		
resist_allseriesstate_rate_v	104	217		
resist_allseriesstate_rate_v	105	225		
resist_allseriesstate_rate_v	106	232		
resist_allseriesstate_rate_v	107	240		
resist_allseriesstate_rate_v	108	247		
resist_allseriesstate_rate_v	109	255		
resist_allseriesstate_rate_v	110	263		
resist_allseriesstate_rate_v	111	274		
resist_allseriesstate_rate_v	112	285		
resist_allseriesstate_rate_v	113	296		
resist_allseriesstate_rate_v	114	308		
resist_allseriesstate_rate_v	115	319		
resist_allseriesstate_rate_v	116	330		
resist_allseriesstate_rate_v	117	341		
resist_allseriesstate_rate_v	118	353		
resist_allseriesstate_rate_v	119	364		
resist_allseriesstate_rate_v	120	375		
resist_allseriesstate_rate_v	121	386		
resist_allseriesstate_rate_v	122	397		
resist_allseriesstate_rate_v	123	408		
resist_allseriesstate_rate_v	124	420		
resist_allseriesstate_rate_v	125	431		
resist_allseriesstate_rate_v	126	442		
resist_allseriesstate_rate_v	127	453		
resist_allseriesstate_rate_v	128	465		
resist_allseriesstate_rate_v	129	476		
resist_allseriesstate_rate_v	130	487		
resist_allseriesstate_rate_v	131	502		
resist_allseriesstate_rate_v	132	517		
resist_allseriesstate_rate_v	133	532		
resist_allseriesstate_rate_v	134	547		
resist_allseriesstate_rate_v	135	562		
resist_allseriesstate_rate_v	136	577		
resist_allseriesstate_rate_v	137	592		
resist_allseriesstate_rate_v	138	607		
resist_allseriesstate_rate_v	139	622		
resist_allseriesstate_rate_v	140	637		
resist_allseriesstate_rate_v	141	652		
resist_allseriesstate_rate_v	142	667		
resist_allseriesstate_rate_v	143	682		
resist_allseriesstate_rate_v	144	697		
resist_allseriesstate_rate_v	145	712		
resist_allseriesstate_rate_v	146	727		
resist_allseriesstate_rate_v	147	742		
resist_allseriesstate_rate_v	148	757		
resist_allseriesstate_rate_v	149	772		
resist_allseriesstate_rate_v	150	787		
metal_resist_v	1	3		
metal_resist_v	2	6		
metal_resist_v	3	9		
metal_resist_v	4	12		
metal_resist_v	5	15		
metal_resist_v	6	18		
metal_resist_v	7	21		
metal_resist_v	8	24		
metal_resist_v	9	27		
metal_resist_v	10	30		
metal_resist_v	11	33		
metal_resist_v	12	36		
metal_resist_v	13	39		
metal_resist_v	14	42		
metal_resist_v	15	45		
metal_resist_v	16	48		
metal_resist_v	17	51		
metal_resist_v	18	54		
metal_resist_v	19	57		
metal_resist_v	20	60		
metal_resist_v	21	63		
metal_resist_v	22	66		
metal_resist_v	23	69		
metal_resist_v	24	72		
metal_resist_v	25	75		
metal_resist_v	26	78		
metal_resist_v	27	81		
metal_resist_v	28	84		
metal_resist_v	29	87		
metal_resist_v	30	90		
metal_resist_v	31	93		
metal_resist_v	32	96		
metal_resist_v	33	99		
metal_resist_v	34	102		
metal_resist_v	35	105		
metal_resist_v	36	108		
metal_resist_v	37	111		
metal_resist_v	38	114		
metal_resist_v	39	117		
metal_resist_v	40	120		
metal_resist_v	41	123		
metal_resist_v	42	126		
metal_resist_v	43	129		
metal_resist_v	44	132		
metal_resist_v	45	135		
metal_resist_v	46	138		
metal_resist_v	47	141		
metal_resist_v	48	144		
metal_resist_v	49	147		
metal_resist_v	50	150		
metal_resist_v	51	153		
metal_resist_v	52	156		
metal_resist_v	53	159		
metal_resist_v	54	162		
metal_resist_v	55	165		
metal_resist_v	56	168		
metal_resist_v	57	171		
metal_resist_v	58	174		
metal_resist_v	59	177		
metal_resist_v	60	180		
metal_resist_v	61	183		
metal_resist_v	62	186		
metal_resist_v	63	189		
metal_resist_v	64	192		
metal_resist_v	65	195		
metal_resist_v	66	198		
metal_resist_v	67	201		
metal_resist_v	68	204		
metal_resist_v	69	207		
metal_resist_v	70	210		
metal_resist_v	71	213		
metal_resist_v	72	216		
metal_resist_v	73	219		
metal_resist_v	74	222		
metal_resist_v	75	225		
metal_resist_v	76	228		
metal_resist_v	77	231		
metal_resist_v	78	234		
metal_resist_v	79	237		
metal_resist_v	80	240		
metal_resist_v	81	246		
metal_resist_v	82	252		
metal_resist_v	83	258		
metal_resist_v	84	264		
metal_resist_v	85	270		
metal_resist_v	86	276		
metal_resist_v	87	282		
metal_resist_v	88	288		
metal_resist_v	89	294		
metal_resist_v	90	300		
metal_resist_v	91	308		
metal_resist_v	92	315		
metal_resist_v	93	323		
metal_resist_v	94	330		
metal_resist_v	95	338		
metal_resist_v	96	345		
metal_resist_v	97	353		
metal_resist_v	98	360		
metal_resist_v	99	368		
metal_resist_v	100	375		
metal_resist_v	101	390		
metal_resist_v	102	405		
metal_resist_v	103	420		
metal_resist_v	104	435		
metal_resist_v	105	450		
metal_resist_v	106	465		
metal_resist_v	107	480		
metal_resist_v	108	495		
metal_resist_v	109	510		
metal_resist_v	110	525		
metal_resist_v	111	548		
metal_resist_v	112	570		
metal_resist_v	113	593		
metal_resist_v	114	593		
metal_resist_v	115	638		
metal_resist_v	116	660		
metal_resist_v	117	683		
metal_resist_v	118	705		
metal_resist_v	119	728		
metal_resist_v	120	750		
metal_resist_v	121	772		
metal_resist_v	122	795		
metal_resist_v	123	817		
metal_resist_v	124	840		
metal_resist_v	125	862		
metal_resist_v	126	885		
metal_resist_v	127	907		
metal_resist_v	128	930		
metal_resist_v	129	952		
metal_resist_v	130	975		
metal_resist_v	131	1005		
metal_resist_v	132	1035		
metal_resist_v	133	1065		
metal_resist_v	134	1095		
metal_resist_v	135	1125		
metal_resist_v	136	1155		
metal_resist_v	137	1185		
metal_resist_v	138	1215		
metal_resist_v	139	1245		
metal_resist_v	140	1275		
metal_resist_v	141	1305		
metal_resist_v	142	1335		
metal_resist_v	143	1365		
metal_resist_v	144	1395		
metal_resist_v	145	1425		
metal_resist_v	146	1455		
metal_resist_v	147	1485		
metal_resist_v	148	1515		
metal_resist_v	149	1545		
metal_resist_v	150	1575		
earth_resist_v	1	3		
earth_resist_v	2	6		
earth_resist_v	3	9		
earth_resist_v	4	12		
earth_resist_v	5	15		
earth_resist_v	6	18		
