TemplateId	Name	Kind	ShowType	ItemType	DetailType	Level	RequireLevel	RealLevel	Icon	BigIcon	ObjID	Intro	Price	Quality	ItemValue	Sellable	ClassName	ResEffect	FightPower	ExtParam1	ExtParam2	ExtParam3	Attrib1Type	Attrib1Value1	Attrib1Value2	Attrib1Value3	Attrib2Type	Attrib2Value1	Attrib2Value2	Attrib2Value3	Attrib3Type	Attrib3Value1	Attrib3Value2	Attrib3Value3	Attrib4Type	Attrib4Value1	Attrib4Value2	Attrib4Value3	Attrib5Type	Attrib5Value1	Attrib5Value2	Attrib5Value3	Attrib6Type	Attrib6Value1	Attrib6Value2	Attrib6Value3	Attrib7Type	Attrib7Value1	Attrib7Value2	Attrib7Value3	Attrib8Type	Attrib8Value1	Attrib8Value2	Attrib8Value3	Attrib9Type	Attrib9Value1	Attrib9Value2	Attrib9Value3	Attrib10Type	Attrib10Value1	Attrib10Value2	Attrib10Value3	Attrib9Value1	Attrib9Value2	Attrib9Value3	Attrib10Type	Attrib10Value1	Attrib10Value2	Attrib10Value3
11286	绝学·墨守成规	Juexue_Faction20_02		22		4	100		111286	111286				6	4600000		JuexueBook		4600																																																		
11287	万花绝学3	Juexue_Faction20_03		22		4	100		111287	111287				6	4600000		JuexueBook		4600																																																		
11288	万花绝学4	Juexue_Faction20_04		22		4	100		111288	111288				6	4600000		JuexueBook		4600																																																		
11289	万花绝学5	Juexue_Faction20_05		22		4	100		111289	111289				6	4600000		JuexueBook		4600																																																		
11290	万花绝学6	Juexue_Faction20_06		22		4	100		111290	111290				6	4600000		JuexueBook		4600																																																		
11291	万花绝学7	Juexue_Faction20_07		22		4	100		111291	111291				6	4600000		JuexueBook		4600																																																		
11292	万花绝学8	Juexue_Faction20_08		22		4	100		111292	111292				6	4600000		JuexueBook		4600																																																		
11293	万花绝学9	Juexue_Faction20_09		22		4	100		111293	111293				6	4600000		JuexueBook		4600																																																		
11294	万花绝学10	Juexue_Faction20_10		22		4	100		111294	111294				6	4600000		JuexueBook		4600																																																		
11964	绝学·奇门盾	Juexue_Faction21_01		22		4	100		111965	111965				6	4600000		JuexueBook		4600																																																		
11965	绝学·横枪跃马	Juexue_Faction21_02		22		4	100		111964	111964				6	4600000		JuexueBook		4600																																																		
11966	杨门绝学3	Juexue_Faction21_03		22		4	100		111966	111966				6	4600000		JuexueBook		4600																																																		
11967	杨门绝学4	Juexue_Faction21_04		22		4	100		111967	111967				6	4600000		JuexueBook		4600																																																		
11968	杨门绝学5	Juexue_Faction21_05		22		4	100		111968	111968				6	4600000		JuexueBook		4600																																																		
11969	杨门绝学6	Juexue_Faction21_06		22		4	100		111969	111969				6	4600000		JuexueBook		4600																																																		
11970	杨门绝学7	Juexue_Faction21_07		22		4	100		111970	111970				6	4600000		JuexueBook		4600																																																		
11971	杨门绝学8	Juexue_Faction21_08		22		4	100		111971	111971				6	4600000		JuexueBook		4600																																																		
11972	杨门绝学9	Juexue_Faction21_09		22		4	100		111972	111972				6	4600000		JuexueBook		4600																																																		
11973	杨门绝学10	Juexue_Faction21_10		22		4	100		111973	111973				6	4600000		JuexueBook		4600																																																		
