nTemplateId	szInfo	szType	szSubType	szResPath	nDepth	nWidth	nLength	nHeight	bCanOperation	bHasObstacle	nBarrierType	szLimitRotation	szScale	bShowDir	nAllowRelation	nNpcResAttribID
4005	金玉满堂	长歌大师姐		Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_chuanglian01_02s.prefab	1	2	8	380		1	200	90|180				
4018	掩卷红灯			Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_chuanglian01_04.prefab	1	2	12	380		1	200	90|180				
4006	半透纱帘			Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_chuanglian01_03s.prefab	1	2	8	380		1	200	90|180				
4007	落霞映山图			Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_guahua01s.prefab	1	2	8	350		1	200	90|180				
4019	落日余晖图			Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_guahua05.prefab	1	2	8	350		1	200	90|180				
4020	秋叶黄山图			Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_guahua06.prefab	1	2	8	350		1	200	90|180				
4008	翠笛			Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_hulu01s.prefab	1	2	3	290		1	200	90|180				
4009	满月阮			Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_qin02s.prefab	1	2	4	290		1	200	90|180				
4010	浣花琵琶			Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_qin03s.prefab	1	2	4	290		1	200	90|180				
4011	独幽			Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_qin01s.prefab	1	2	3	320		1	200	90|180				
4012	大圣遗音			Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_qin04s.prefab	1	2	4	320		1	200	90|180				
4013	红鸾星动			Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_xiangbao01s.prefab	1	2	3	290		1	200	90|180				
4014	祥云纸鸢			Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_fengzheng01s.prefab	1	2	7	320		1	200	90|180				
4015	紫珠号角			Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_haojiao01s.prefab	1	2	4	290		1	200	90|180				
4016	山水绘卷			Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_guahua02s.prefab	1	2	4	350		1	200	90|180				
4017	银翎柘木弓			Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_gong01s.prefab	1	2	4	320		1	200	90|180				
4021	丹桂飘香			Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_guahua03.prefab	1	2	4	350		1	200	90|180				
4022	紫日东升			Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_guahua04.prefab	1	2	4	350		1	200	90|180				
4501	孩童秋千	DoCmd	QiuQian	Scenes/Meshes/sn_jiayuan/Prefabs/sy_qiuqian01.prefab	1	8	14	270	1	1		90|180				
4502	铜木兵器架			Scenes/Meshes/sn_jiayuan/Prefabs/sy_wuqijia01.prefab	1	5	10	230		1		90|180				
4503	百花缭乱			Scenes/Meshes/sn_jiayuan/Prefabs/sy_huatan03.prefab	1	6	8	90		1		90|180				
4504	万紫千红			Scenes/Meshes/sn_jiayuan/Prefabs/sy_huatan01.prefab	1	3	3	190		1		90|180				
4505	月明花影	DoCmd	QiuQian	Scenes/Meshes/sn_jiayuan/Prefabs/sy_qiuqian02.prefab	1	8	14	320	1	1		90|180				
4506	青石圆桌			Scenes/Meshes/sn_jiayuan/Prefabs/sy_shizhuo02.prefab	1	5	5	100		1		90|180				
4507	三人行			Scenes/Meshes/sn_jiayuan/Prefabs/sy_shizhuo01.prefab	1	12	7	63		1		90|180				
4508	海角奇石			Scenes/Meshes/sn_jiayuan/Prefabs/sy_jiashan02.prefab	1	11	15	340		1		90|180				
4509	群峰耸翠			Scenes/Meshes/sn_jiayuan/Prefabs/sy_jiashan01.prefab	1	11	15	340		1		90|180				
4510	三生三世			Scenes/Meshes/sn_jiayuan/Prefabs/sy_pengzhai01.prefab	1	7	10	270		1		90|180				
4511	青石古井			Scenes/Meshes/sn_jiayuan/Prefabs/sy_shuijing01.prefab	1	7	7	150		1		90|180				
4512	桦木鼓架	DoCmd		Scenes/Meshes/sn_jiayuan/Prefabs/sy_yueqi04.prefab	1	3	7	240	1	1		90|180				
4513	燕语	DoCmd		Scenes/Meshes/sn_jiayuan/Prefabs/sy_yueqi01.prefab	1	3	7	240	1	1		90|180				
4514	编钟	DoCmd		Scenes/Meshes/sn_jiayuan/Prefabs/sy_yueqi02.prefab	1	3	7	240	1	1		90|180				
4515	遏云	DoCmd		Scenes/Meshes/sn_jiayuan/Prefabs/sy_yueqi03.prefab	1	3	7	240	1	1		90|180				
4516	朝颜花栏			Scenes/Meshes/sn_jiayuan/Prefabs/sy_mumen02.prefab	1	5	8	100		1		90|180				
4517	小绿阴			Scenes/Meshes/sn_jiayuan/Prefabs/sy_lvshu01.prefab	1	13	13	530		0		90|180				
4518	十里桃花			Scenes/Meshes/sn_jiayuan/Prefabs/sy_yinghuashu01.prefab	1	13	13	530		0		90|180				
4519	朝颜花棚架			Scenes/Meshes/sn_jiayuan/Prefabs/sy_mumen01.prefab	1	6	16	390		0		90|180				
4520	银石双人椅		DengZi	Scenes/Meshes/sn_jiayuan/Prefabs/sy_shuangrenyi01.prefab	1	5	9	140	1	1				1		
4521	鎏金双人椅		DengZi	Scenes/Meshes/sn_jiayuan/Prefabs/sy_shuangrenyi02.prefab	1	3	11	140	1	1				1		
4522	浮雕照壁			Scenes/Meshes/sn_jiayuan/Prefabs/sy_zhaobi01.prefab	1	4	22	480		1		90|180				
4523	荷花小池			Scenes/Meshes/sn_jiayuan/Prefabs/sy_jiashan03.prefab	1	13	13	220		1		90|180|270				
5001	青石圆凳		DengZi	Scenes/Meshes/sn_jiayuan/Prefabs/sy_shideng01.prefab	1	2	2	60	1	1				1		
5002	陈年老酒坛			Scenes/Meshes/sn_jiayuan/Prefabs/sy_tanzi01.prefab	1	2	2	75		1		90|180				
5003	赤铜壶			Scenes/Meshes/sn_jiayuan/Prefabs/sy_tanzi02.prefab	1	2	2	75		1		90|180				
5004	湛蓝纹金象耳罐			Scenes/Meshes/sn_jiayuan/Prefabs/sy_tanzi03.prefab	1	3	3	90		1		90|180				
5005	海纳百川			Scenes/Meshes/sn_jiayuan/Prefabs/sy_tanzi04.prefab	1	4	4	100		1		90|180				
5006	青石护栏			Scenes/Meshes/sn_jiayuan/Prefabs/sy_langan01.prefab	1	1	9	110		1		90|180				
5007	稻草人			Scenes/Meshes/sn_jiayuan/Prefabs/sy_caoren01.prefab	1	2	2	230		1		90|180				
5008	百花盏			Scenes/Meshes/sn_jiayuan/Prefabs/sy_huatan04.prefab	1	3	3	60		1		90|180				
5009	姹紫嫣红			Scenes/Meshes/sn_jiayuan/Prefabs/sy_huatan02.prefab	1	3	3	190		1		90|180				
5010	月上柳梢头	DoCmd	Deng	Scenes/Meshes/sn_jiayuan/Prefabs/sy_ludeng01.prefab	1	5	1	360	1	1						
5011	石狮子			Scenes/Meshes/sn_jiayuan/Prefabs/sy_shizi01.prefab	1	6	4	230		1		90|180				
5012	花岗石灯	DoCmd	Deng	Scenes/Meshes/sn_jiayuan/Prefabs/sy_ludeng03.prefab	1	3	3	140	1	1		90|180|270				
5013	云纹镶金石灯	DoCmd	Deng	Scenes/Meshes/sn_jiayuan/Prefabs/sy_ludeng02.prefab	1	3	3	140	1	1		90|180|270				
5014	金碧貔貅			Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_yulong01s.prefab	1	4	2	55		1		90|180				
5015	翠玉雕龙			Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_yulong02s.prefab	1	6	3	90		1		90|180				
5016	蓝朝颜			Scenes/Meshes/sn_jiayuan/Prefabs/sy_guanmu02.prefab	1	7	7	160		0						
5017	午时花			Scenes/Meshes/sn_jiayuan/Prefabs/sy_huaduo01.prefab	1	3	3	60		0						
5018	紫蝴蝶			Scenes/Meshes/sn_jiayuan/Prefabs/sy_guanmu01.prefab	1	7	7	190		0						
5019	帝女花			Scenes/Meshes/sn_jiayuan/Prefabs/sy_huaduo02.prefab	1	3	3	80		0						
10000	首席弟子	BlackBoardMsg		Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_chengjiu_mpjj01s.prefab	1	3	3	250	1	1		90|180				
10001	独孤求败	BlackBoardMsg		Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_chengjiu_hslj01s.prefab	1	3	3	250	1	1		90|180				
10002	武极天下	BlackBoardMsg		Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_chengjiu_wsd01s.prefab	1	3	3	250	1	1		90|180				
10003	神兵利器	BlackBoardMsg		Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_chengjiu_qh01s.prefab	1	3	3	250	1	1		90|180				
10004	技压群雄	BlackBoardMsg		Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_chengjiu_wlmz01s.prefab	1	3	3	250	1	1		90|180				
10005	如虎添翼	BlackBoardMsg		Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_chengjiu_xq01s.prefab	1	3	3	250	1	1		90|180				
10006	富可敌国	BlackBoardMsg		Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_chengjiu_jzjx01s.prefab	1	3	3	250	1	1		90|180				
10007	登峰造极	BlackBoardMsg		Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_chengjiu_ttt01s.prefab	1	3	3	250	1	1		90|180				
10008	吉光凤羽	BlackBoardMsg		Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_fenghuang01.prefab	1	6	13	260	1	1						
10009	火凤金鸾地衣（心形）	BlackBoardMsg		Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_jiehunditan01.prefab	0	23	26	5	1	0						
10010	武林至尊	BlackBoardMsg		Scenes/Meshes/sn_jiayuan/Prefabs/sy_hslj01.prefab	1	4	7	400	1	1		90|180				
10011	金童	BlackBoardMsg		Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_chengjiu_jiehunnan.prefab	1	4	4	180	1	1						
10012	玉女	BlackBoardMsg		Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_chengjiu_jiehunnv.prefab	1	4	4	180	1	1						
10013	婚床·晚樱连理	NormalAddRes	Chuang	Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_jiehunchuang01.prefab	1	13	13	120	1	1		90|180			1	
10014	婚床·红鸾揽月	NormalAddRes	Chuang	Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_jiehunchuang02.prefab	1	15	14	150	1	1		90|180			1	
10015	婚床·乘龙配凤	NormalAddRes	Chuang	Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_jiehunchuang03.prefab	1	15	15	160	1	1		90|180			1	
10016	浴盆·晚樱连理	NormalAddRes	YuGang	Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_jiehunyugang01.prefab	1	10	12	170	1	1		90|180			1	
10017	浴盆·红鸾揽月	NormalAddRes	YuGang	Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_jiehunyugang02.prefab	1	10	15	220	1	1		90|180			1	
10018	浴盆·乘龙配凤	NormalAddRes	YuGang	Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_jiehunyugang03.prefab	1	11	16	220	1	1		90|180			1	
10019	永结同心			Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_xizi01.prefab	1	2	4	350		1	200	90|180				
10020	新颖图屏风	BlackBoardMsg		Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_jiehunpinfeng01.prefab	1	4	19	300	1	1		90|180				
10021	结婚-普通椅子		DengZi	Scenes/Meshes/fb_jiehun/prefab/sn_jiehun_dengzi01.prefab	1	2	5	50	1	1						
10022	结婚-普通空桌			Scenes/Meshes/fb_jiehun/prefab/sn_jiehun_zhuozi01_01.prefab	1	7	7	85	1	1						
10023	结婚-普通满桌			Scenes/Meshes/fb_jiehun/prefab/sn_jiehun_zhuozi01_02.prefab	1	7	7	85	1	1						
10024	结婚-隆重椅子		DengZi	Scenes/Meshes/fb_jiehun/prefab/sn_jiehun_dengzi02.prefab	1	2	2	40	1	1						
10025	结婚-隆重空桌			Scenes/Meshes/fb_jiehun/prefab/sn_jiehun_zhuozi02_01.prefab	1	8	8	85	1	1						
10026	结婚-隆重满桌			Scenes/Meshes/fb_jiehun/prefab/sn_jiehun_zhuozi02_02.prefab	1	8	8	85	1	1						
10027	结婚-豪华椅子		DengZi	Scenes/Meshes/fb_jiehun/prefab/sn_jiehun_dengzi03.prefab	1	3	3	95	1	1						
10028	结婚-豪华空桌			Scenes/Meshes/fb_jiehun/prefab/sn_jiehun_zhuozi03_01.prefab	1	8	8	85	1	1						
10029	结婚-豪华满桌			Scenes/Meshes/fb_jiehun/prefab/sn_jiehun_zhuozi03_02.prefab	1	8	8	85	1	1						
10030	跨服攻城战-王座		DengZi	Player/critter/prefab/zc_wangzuo01.prefab 	1	7	12	360	1	1						
10031	音乐盒	DoCmd		Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_chengjiu_haoshengyin01.prefab	1	3	3	250	1	1		90|180				
10032	琵琶	DoCmd		Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_chengjiu_haoshengyin03.prefab	1	3	3	250	1	1		90|180				
10033	助威造势	DoCmd		Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_chengjiu_haoshengyin02.prefab	1	3	3	250	1	1		90|180				
10034	天音鸣凤	DoCmd		Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_chengjiu_haoshengyin04.prefab	1	4	12	360	1	1		90|180				
10035	普通长凳		DengZi	Scenes/Meshes/sn_jiuguan01/Prefabs/sn_jiuguan01_dengzi01.prefab	1	2	5	55	1	1				1		
10036	阴阳无极			Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_taiji01.prefab	0	16	10	5		0		90|180				
10037	侠骨柔情			Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_38ditan01.prefab	0	16	10	5		0		90|180				
10038	华清池	NormalAddRes	YuGang	Scenes/Meshes/sn_jiayuan/Prefabs/sy_wenquan01.prefab	1	25	25	350	1	1		90|180				
10039	鹦鹉		YingWu	Player/Npcs/Prefabs/npc_270.prefab	1	2	4	280	1	1		90|180				
10040	义博青云	BlackBoardMsg		Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_jzpx1 .prefab	1	4	7	400	1	1		90|180				
10041	琼花金杯	BlackBoardMsg		Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_chengjiu_qhb01.prefab	1	3	3	250	1	1		90|180				
10042	琼花银杯	BlackBoardMsg		Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_chengjiu_qhb02.prefab	1	3	3	250	1	1		90|180				
20000	苗圃	Land		Scenes/Meshes/sn_jiayuan/Prefabs/sy_huatan05.prefab	1	21	16	13	1	0		90|180				
20001	桃花树苗圃	Peach		Scenes/Meshes/sn_jiayuan/Prefabs/taoshu04_a.prefab	1	8	8	13	1	0		90|180				
20002	灶台		ZaoTai	Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_zaotai.prefab	1	12	18	170	1	1		90|180				
30000	主座		DengZi	Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_zhuzuoweizhi01.prefab	1	3	9	140	1	0	255			1		
11001	1级聚宝盆		JuBaoPen	Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_huopen03s.prefab	1	3	3	250	1	1		90|180				
11002	2级聚宝盆		JuBaoPen	Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_huopen03s.prefab	1	3	3	250	1	1		90|180				
11003	3级聚宝盆		JuBaoPen	Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_huopen03s.prefab	1	3	3	250	1	1		90|180				
11004	4级聚宝盆		JuBaoPen	Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_huopen03s.prefab	1	3	3	250	1	1		90|180				
11005	5级聚宝盆		JuBaoPen	Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_huopen03s.prefab	1	3	3	250	1	1		90|180				
12001	星芒·云魅灵鹿			Player/Horse/Prefabs/Horse16_a.prefab	0	3	8	360		1						
12002	粉黛掠影			Player/Horse/Prefabs/Wolf02_c.prefab	0	3	12	125		1						
12003	凛冬咆哮			Player/Horse/Prefabs/Bear01.prefab	0	5	12	200		1						
12004	踢金毛犀			Player/Horse/Prefabs/Cattle01.prefab	0	5	12	200		1						
12005	汉月碎银			Player/Horse/Prefabs/elephant01.prefab	0	5	12	250		1						
12006	寒霜			Player/Horse/Prefabs/Horse09.prefab	0	3	8	360		1						
12007	寒霜倩影			Player/Horse/Prefabs/Horse09_a.prefab	0	3	8	360		1						
12008	炽影			Player/Horse/Prefabs/Horse09.prefab	0	3	8	360		1						807
12009	小黑			Player/Horse/Prefabs/Horse07.prefab	0	3	8	360		1						
12010	紫幽灵鹿			Player/Horse/Prefabs/Horse15.prefab	0	3	8	360		1						
12011	云魅灵鹿			Player/Horse/Prefabs/Horse16.prefab	0	3	8	360		1						
12012	福瑞灵鹿			Player/Horse/Prefabs/Horse18.prefab	0	3	8	360		1						
12013	踢金·蓝湛灵鹿			Player/Horse/Prefabs/Horse16_b.prefab	0	3	8	360		1						
12014	螭魅雪狐			Player/Horse/Prefabs/Wolf02.prefab	0	3	12	125		1						
12015	幽炎·螭魅雪狐			Player/Horse/Prefabs/Wolf02_a.prefab	0	3	12	125		1						
12016	血瞳·月绝			Player/Horse/Prefabs/Wolf01.prefab	0	3	12	125		1						812
12017	血瞳·啸霜			Player/Horse/Prefabs/Wolf01.prefab	0	3	12	125		1						808
12018	血瞳·荒尘			Player/Horse/Prefabs/Wolf01.prefab	0	3	12	125		1						809
12019	血瞳·清穹			Player/Horse/Prefabs/Wolf01.prefab	0	3	12	125		1						810
12020	炽羽灼心			Player/Horse/Prefabs/Wolf03.prefab	0	3	12	125		1						
12021	雷霆怒吼			Player/Horse/Prefabs/Bear01_b.prefab	0	5	12	200		1						
12022	冰魂雪魄			Player/Horse/Prefabs/elephant01_a.prefab	0	5	12	250		1						
12023	追风			Player/Horse/Prefabs/Alpaca01.prefab	0	3	12	200		1						
12024	追风			Player/Horse/Prefabs/Alpaca01_b.prefab	0	3	12	200		1						
12025	昆仑玄影			Player/Horse/Prefabs/Crane01.prefab	0	3	12	250		1						
12026	昆仑玄影			Player/Horse/Prefabs/Crane01_b.prefab	0	3	12	250		1						
12027	幽魂·踏霜			Player/Horse/Prefabs/Wolf04_b.prefab	0	3	12	250		1						
