Desc	ActEventID	EventType	Frame	EventName	EventParam1	EventParam2	EventParam3	EventParam4	EventParam5	EventParamStr
峨眉剑术2	1141	1		LinkSkillInit	20	1142				
峨眉剑术2	1141	1		PlayEffect	302					
峨眉剑术2	1141	2	1	CanDoSkill						
峨眉剑术2	1141	2	2	CastSkill	1141					
峨眉剑术2	1141	2	7	CastLinkSkill						
峨眉剑术2	1141	2	5	CanDoRun						
峨眉剑术3	1142	1		CrossFade	1					
峨眉剑术3	1142	1		InstantDir	1000					
峨眉剑术3	1142	1		LinkSkillInit	20	1143				
峨眉剑术3	1142	1		PlayEffect	303					
峨眉剑术3	1142	2	1	CanDoSkill						
峨眉剑术3	1142	2	3	CastSkill	1142					
峨眉剑术3	1142	2	10	CastLinkSkill						
峨眉剑术3	1142	2	8	CanDoRun						
峨眉剑术4	1143	1		CrossFade	1					
峨眉剑术4	1143	1		InstantDir	1000					
峨眉剑术4	1143	1		PlayEffect						
峨眉剑术4	1143	2	1	CanDoSkill						
峨眉剑术4	1143	2	3	CastSkill	1143					
峨眉剑术4	1143	2	6	CanDoRun						
峨眉剑术4	1143	3		CrossFade	500					
天舞宝轮	1144	1		CrossFade	1					
天舞宝轮	1144	1		InstantDir	1000					
天舞宝轮	1144	1		CastSkill	1144					
天舞宝轮	1144	1		PlayEffect	312					
天舞宝轮	1144	3		CrossFade	850					
天舞宝轮_子	1145	1		CastSkill	1145					
桃花箭术	1181	1		CrossFade	1					
桃花箭术	1181	1		InstantDir	1000					
桃花箭术	1181	2	1	CanDoSkill						
桃花箭术	1181	2	1	CastSkill	1181					
桃花箭术	1181	1	0	LinkSkillInit	20	1182				
桃花箭术	1181	1	0	PlayEffect	6401					
桃花箭术	1181	2	5	CanDoRun						
桃花箭术	1181	2	5	CastLinkSkill	1					
桃花箭术	1181	3		UnbindEffect	6401					
桃花箭术2	1182	1		CrossFade	500					
桃花箭术2	1182	1		InstantDir	1000					
桃花箭术2	1182	2	1	CanDoSkill						
桃花箭术2	1182	2	3	CastSkill	1182					
桃花箭术2	1182	1	0	LinkSkillInit	20	1183				
桃花箭术2	1182	2	1	PlayEffect	6402					
桃花箭术2	1182	2	6	CanDoRun						
桃花箭术2	1182	2	5	CastLinkSkill	1					
桃花箭术2	1182	3		UnbindEffect	6402					
桃花箭术3	1183	1		CrossFade	500					
桃花箭术3	1183	1		InstantDir	1000					
桃花箭术3	1183	2	1	CanDoSkill						
桃花箭术3	1183	2	3	CastSkill	1183					
桃花箭术3	1183	1	0	LinkSkillInit	20	1184				
桃花箭术3	1183	2	1	PlayEffect	6402					
桃花箭术3	1183	2	8	CanDoRun						
桃花箭术3	1183	2	7	CastLinkSkill	1					
桃花箭术3	1183	3		UnbindEffect	6402					
桃花箭术4	1184	1		CrossFade	500					
桃花箭术4	1184	1		InstantDir	1000					
桃花箭术4	1184	2	1	CanDoSkill						
桃花箭术4	1184	2	5	CastSkill	1184					
桃花箭术4	1184	1	0	PlayEffect	6403					
桃花箭术4	1184	2	8	CanDoRun						
桃花箭术4	1184	3		UnbindEffect	6403					
飞火流星	1188	1		CrossFade	1					
飞火流星	1188	1		InstantDir	1000					
飞火流星	1188	1		PlayEffect	6407					
飞火流星	1188	2	11	CastSkill	1188					
飞火流星	1188	2	11	PlayShake	60	160	1	1		
飞火流星_效果	1189	2	3	CastSkill	1189					
桃花箭术	1191	1		CrossFade	1					
桃花箭术	1191	1		InstantDir	1000					
桃花箭术	1191	2	1	CanDoSkill						
桃花箭术	1191	2	1	CastSkill	1191					
桃花箭术	1191	1	0	LinkSkillInit	20	1192				
桃花箭术	1191	1	0	PlayEffect	6401					
桃花箭术	1191	2	5	CanDoRun						
桃花箭术	1191	2	5	CastLinkSkill	1					
桃花箭术	1191	3		UnbindEffect	6401					
桃花箭术2	1192	1		CrossFade	500					
桃花箭术2	1192	1		InstantDir	1000					
桃花箭术2	1192	2	1	CanDoSkill						
桃花箭术2	1192	2	3	CastSkill	1192					
桃花箭术2	1192	1	0	LinkSkillInit	20	1193				
桃花箭术2	1192	2	1	PlayEffect	6402					
桃花箭术2	1192	2	6	CanDoRun						
桃花箭术2	1192	2	5	CastLinkSkill	1					
桃花箭术2	1192	3		UnbindEffect	6402					
桃花箭术3	1193	1		CrossFade	500					
桃花箭术3	1193	1		InstantDir	1000					
桃花箭术3	1193	2	1	CanDoSkill						
桃花箭术3	1193	2	3	CastSkill	1193					
桃花箭术3	1193	1	0	LinkSkillInit	20	1194				
桃花箭术3	1193	2	1	PlayEffect	6402					
桃花箭术3	1193	2	8	CanDoRun						
桃花箭术3	1193	2	7	CastLinkSkill	1					
桃花箭术3	1193	3		UnbindEffect	6402					
桃花箭术4	1194	1		CrossFade	500					
桃花箭术4	1194	1		InstantDir	1000					
桃花箭术4	1194	2	1	CanDoSkill						
桃花箭术4	1194	2	5	CastSkill	1194					
桃花箭术4	1194	1	0	PlayEffect	6403					
桃花箭术4	1194	2	8	CanDoRun						
桃花箭术4	1194	3		UnbindEffect	6403					
火凤燎原	1195	1		CastSkill	1195					
火凤燎原	1195	1		PlayEffect	6406					
逍遥枪法1	1221	1		CrossFade	1					
逍遥枪法1	1221	1		InstantDir	1000					
逍遥枪法1	1221	2	3	CastSkill	1221					
逍遥枪法1	1221	1	0	LinkSkillInit	20	1222				
逍遥枪法1	1221	2	1	CanDoSkill						
逍遥枪法1	1221	2	0	PlayEffect	501					
逍遥枪法1	1221	2	5	CanDoRun						
逍遥枪法1	1221	2	5	CastLinkSkill						
逍遥枪法2	1222	1		CrossFade	1					
逍遥枪法2	1222	1		InstantDir	1000					
逍遥枪法2	1222	2	4	CastSkill	1222					
逍遥枪法2	1222	1	0	LinkSkillInit	20	1223				
逍遥枪法2	1222	2	1	CanDoSkill						
逍遥枪法2	1222	2	0	PlayEffect	502					
逍遥枪法2	1222	2	6	CanDoRun						
逍遥枪法2	1222	2	6	CastLinkSkill						
逍遥枪法3	1223	1		CrossFade	1					
逍遥枪法3	1223	1		InstantDir	1000					
逍遥枪法3	1223	1		LinkSkillInit	20	1224				
逍遥枪法3	1223	2	1	CanDoSkill						
逍遥枪法3	1223	2	0	PlayEffect	503					
逍遥枪法3	1223	2	4	CastSkill	1223					
逍遥枪法3	1223	2	6	CanDoRun						
逍遥枪法3	1223	2	8	CastLinkSkill						
逍遥枪法3	1223	2	4	MovePos	60	25	150			
逍遥枪法4	1224	1		CrossFade	1					
逍遥枪法4	1224	1		InstantDir	1000					
逍遥枪法4	1224	2	1	CanDoSkill						
逍遥枪法4	1224	2	4	CastSkill	1224					
逍遥枪法4	1224	2	0	PlayEffect	504					
逍遥枪法4	1224	2	8	CanDoRun						
逍遥枪法4	1224	2	4	MovePos	60	25	150			
白虹贯日	1232	1		CrossFade	1					
白虹贯日	1232	1		InstantDir	1000					
白虹贯日	1232	2	1	CastSkill	1233					
白虹贯日	1232	2	1	PlayEffect	510	1				
白虹贯日	1232	2	8	ClearEffect	510					
白虹贯日	1232	3		ClearEffect	510					
白虹贯日_子1	1233	1		CastSkill	1233					
逍遥枪法1	1234	1		CrossFade	1					
逍遥枪法1	1234	1		InstantDir	1000					
逍遥枪法1	1234	2	3	CastSkill	1234					
逍遥枪法1	1234	1	0	LinkSkillInit	20	1235				
逍遥枪法1	1234	2	1	CanDoSkill						
逍遥枪法1	1234	2	0	PlayEffect	501					
逍遥枪法1	1234	2	5	CanDoRun						
逍遥枪法1	1234	2	5	CastLinkSkill						
逍遥枪法2	1235	1		CrossFade	1					
逍遥枪法2	1235	1		InstantDir	1000					
逍遥枪法2	1235	2	4	CastSkill	1235					
逍遥枪法2	1235	1	0	LinkSkillInit	20	1236				
逍遥枪法2	1235	2	1	CanDoSkill						
逍遥枪法2	1235	2	0	PlayEffect	502					
逍遥枪法2	1235	2	6	CanDoRun						
逍遥枪法2	1235	2	6	CastLinkSkill						
逍遥枪法3	1236	1		CrossFade	1					
逍遥枪法3	1236	1		InstantDir	1000					
逍遥枪法3	1236	1		LinkSkillInit	20	1237				
逍遥枪法3	1236	2	1	CanDoSkill						
逍遥枪法3	1236	2	0	PlayEffect	503					
逍遥枪法3	1236	2	4	CastSkill	1236					
逍遥枪法3	1236	2	6	CanDoRun						
逍遥枪法3	1236	2	8	CastLinkSkill						
逍遥枪法3	1236	2	4	MovePos	60	25	150			
逍遥枪法4	1237	1		CrossFade	1					
逍遥枪法4	1237	1		InstantDir	1000					
逍遥枪法4	1237	2	1	CanDoSkill						
逍遥枪法4	1237	2	4	CastSkill	1237					
逍遥枪法4	1237	2	0	PlayEffect	504					
逍遥枪法4	1237	2	8	CanDoRun						
逍遥枪法4	1237	2	4	MovePos	60	25	150			
七探蛇盘	1238	1		PlayEffect	6507				10	
七探蛇盘	1238	1		CrossFade	1					
七探蛇盘	1238	1		InstantDir	1000					
七探蛇盘_子1	1239	1		CastSkill	531					
七探蛇盘_子1	1239	1		PlaySound	5508					
七探蛇盘_子1	1239	1		RetsetPos						
七探蛇盘_子1	1239	1		CrossFade	1					
七探蛇盘_子1	1239	1		InstantDir	1000					
七探蛇盘_子1	1239	1		CastSkill	1239					
七探蛇盘_子1	1239	3		RemoveBuff	531					
七探蛇盘_子2	1240	1		CrossFade	1					
七探蛇盘_子2	1240	1		InstantDir	1000					
七探蛇盘_子2	1240	3		CastSkill	1240					
七探蛇盘_子3	1241	1		PlaySound	5509					
七探蛇盘_子3	1241	2	3	PlayEffect	508					
七探蛇盘_子3	1241	3		CrossFade	1					
七探蛇盘_子3	1241	3		UnbindEffect	508					
白虹贯日	1238	1		CrossFade	1					
白虹贯日	1238	1		InstantDir	1000					
白虹贯日	1238	2	1	CastSkill	1239					
白虹贯日	1238	2	1	PlayEffect	510	1				
白虹贯日	1238	2	8	ClearEffect	510					
白虹贯日	1238	3		ClearEffect	510					
白虹贯日_子1	1239	1		CastSkill	1239					
挥砍	1270	2	5	CastSkill	1270					
挥砍	1271	2	5	CastSkill	1271					
挥砍	1272	2	5	CastSkill	1272					
挥砍	1273	2	5	CastSkill	1273					
群体刀光重击	1278	2	5	CastSkill	1278					
萧动尘_普攻	1281	1		CrossFade	1					
萧动尘_普攻	1281	1		InstantDir	1000					
萧动尘_普攻	1281	2	8	CastSkill	1281					
横扫	1282	1		CrossFade	1					
横扫	1282	1		InstantDir	1000					
横扫	1282	1		PlayEffect	1336					
横扫	1282	2	12	CastSkill	1282					
横扫	1282	3		DoCommonAct	7			15		
九溪弥烟	1284	2	6	CastSkill	1284					
九溪弥烟	1284	3		DoCommonAct	7			15		
九溪弥烟_子	1285	2	8	CastSkill	1285					
九溪弥烟_子	1285	3		DoCommonAct	7			13		
独臂普攻	1286	1		CrossFade	1					
独臂普攻	1286	1		InstantDir	1000					
独臂普攻	1286	2	7	CastSkill	1286					
重拳三连击	1287	1		CrossFade	1					
重拳三连击	1287	1		InstantDir	1000					
重拳三连击	1287	2	4	PlayEffect	1479				3	
重拳三连击	1287	2	6	CastSkill	1287					
重拳三连击	1287	2	7	MovePos	80	80	80			
重拳三连击	1287	2	16	PlayEffect	1478					
重拳三连击	1287	2	18	CastSkill	1287					
重拳三连击	1287	2	18	MovePos	30	40	100			
重拳三连击	1287	2	21	PlayEffect	1479					
重拳三连击	1287	2	23	CastSkill	1288					
重拳三连击	1287	2	23	MovePos	30	40	100			
重拳三连击_子	1288	1		CrossFade	1					
重拳三连击_子	1288	1		InstantDir	1000					
重拳三连击_子	1288	2	6	CastSkill	1288					
寒冰斩	1289	1		CrossFade	1					
寒冰斩	1289	2	6	CastSkill	1289					
连环寒冰斩	1290	1		CrossFade	1					
连环寒冰斩	1290	1		InstantDir	1000					
连环寒冰斩	1290	2	11	CastSkill	1290					
连环寒冰斩_效果	1291	1		CastSkill	1291					
飞斩	1293	1		CrossFade	1					
飞斩	1293	2	4	CastSkill	1293					
飞斩	1293	2	7	CastSkill	1293					
掌击	1294	1		CrossFade	1					
掌击	1294	1		InstantDir	1000					
掌击	1294	2	5	PlayEffect	1305				5	
掌击	1294	2	8	CastSkill	1294					
风雪神枪	1295	1		PlayEffect	1295				-1	
风雪神枪	1295	2	5	CastSkill	1295					
连击_动作	11296	1		DoCommonAct	16	1296		25		
连击1	1296	1		CrossFade	1					
连击1	1296	1		InstantDir	1000					
连击1	1296	2	8	CastSkill	1296					
连击1	1296	3		DoCommonAct	7			15		
连击2	1297	1		CrossFade	1					
连击2	1297	1		InstantDir	1000					
连击2	1297	2	8	CastSkill	1297					
连击3	1298	1		CrossFade	1					
连击3	1298	1		InstantDir	1000					
连击3	1298	2	8	CastSkill	1298					
排山倒海	11300	1		DoCommonAct	17	1300		70		
排山倒海	1300	1		CrossFade	1					
排山倒海	1300	1		InstantDir	1000					
排山倒海	1300	2	10	CastSkill	1549					
排山倒海	1300	2	20	CastSkill	1549					
排山倒海	1300	2	30	CastSkill	1549					
排山倒海	1300	2	8	CastSkill	1300					
排山倒海	1300	2	13	CastSkill	1300					
排山倒海	1300	2	18	CastSkill	1300					
排山倒海	1300	2	23	CastSkill	1300					
排山倒海	1300	2	28	CastSkill	1300					
排山倒海	1300	2	33	CastSkill	1300					
排山倒海	1300	3		DoCommonAct	7			20		
扇形_横扫	1301	1		CrossFade	1					
扇形_横扫	1301	1		InstantDir	1000					
扇形_横扫	1301	1		PlayEffect						
扇形_横扫	1301	2	12	CastSkill	1302					
扇形_横扫	1301	2	26	CastSkill	1301					
掌击	1303	1		CrossFade	1					
掌击	1303	1		InstantDir	1000					
掌击	1303	2	5	PlayEffect	1305				5	
掌击	1303	2	8	CastSkill	1303					
掌击_子	1322	1		DoCommonAct	16	1303		20		
连击_动作	11304	1		DoCommonAct	16	1304		25		
连击1	1304	1		CrossFade	1					
连击1	1304	1		InstantDir	1000					
连击1	1304	2	8	CastSkill	1304					
连击1	1304	3		DoCommonAct	7			15		
连击2	1305	1		CrossFade	1					
连击2	1305	1		InstantDir	1000					
连击2	1305	2	8	CastSkill	1305					
连击3	1306	1		CrossFade	1					
连击3	1306	1		InstantDir	1000					
连击3	1306	2	8	CastSkill	1306					
地裂	1307	1		CrossFade	1					
地裂	1307	1		InstantDir	1000					
地裂	1307	2	20	CastSkill	1307					
地裂	1307	3		DoCommonAct	7			10		
扇形_风浪	1308	1		CrossFade	1					
扇形_风浪	1308	1		InstantDir	1000					
扇形_风浪	1308	2	15	CastSkill	1308					
扇形_风浪_效果	1309	2	3	CastSkill	1309					
扇形_龙卷风	1310	1		CrossFade	1					
扇形_龙卷风	1310	1		InstantDir	1000					
扇形_龙卷风	1310	2	15	CastSkill	1310					
扇形_龙卷风_效果	1311	1		CastSkill	1311					
雷动九天	1312	1		PlayEffect						
雷动九天	1312	1		CastSkill						
雷动九天	1312	3		PlaySound	6312					
地裂_效果	1316	2	3	CastSkill	1316					
蝙蝠_普攻	1317	1		PlayEffect	1317					
蝙蝠_普攻	1317	2	12	CastSkill	1317					
豪火球连弹（伤害）	1321	1		CastSkill	1321					
豪火球连弹	1323	1		CrossFade	1					
豪火球连弹	1323	1		InstantDir	1000					
豪火球连弹	1323	1		PlayEffect	7340			12		
豪火球连弹	1323	2	10	CastSkill	1323					
豪火球连弹_动作	11323	1		DoCommonAct	17	1323		10		
豪火球连弹_子（爆炸）	1324	1		CastSkill	1324					
乾坤大挪移_吸	1325	1		CrossFade	1					
乾坤大挪移_吸	1325	1		InstantDir	1000					
乾坤大挪移_吸	1325	1		CastSkill	1325					
乾坤大挪移_吸	1325	2	10	PlayEffect	208					
乾坤大挪移_吸	1325	2	10	CastSkill	1326					
乾坤大挪移_吸	1325	3		DoCommonAct	7			15		
乾坤大挪移_弹	1326	2	10	CastSkill	1326					
乾坤大挪移_弹	1326	2	10	PlayEffect	208					
乾坤大挪移_弹	1326	3		DoCommonAct	7			15		
火陨	1327	2	5	CastSkill	1327					
火陨	1327	3		DoCommonAct	7			20		
火陨_地裂效果	1328	1		CastSkill	1328					
火陨_伤害	1329	1		CastSkill	1329					
冲锋	1330	1		CrossFade	1					
冲锋	1330	1		InstantDir	1000					
冲锋	1330	1		CastSkill	1331					
冲锋	1330	1		PlayEffect	1330					
冲锋	1330	3		ClearEffect	1330					
冲锋	1330	3		DoCommonAct	7			20		
冲锋_子	1331	1		CastSkill	1331					
飞刃	1332	1		CrossFade	1					
飞刃	1332	1		InstantDir	1000					
飞刃	1332	2	7	CastSkill	1332					
飞刃	1332	3		DoCommonAct	7			20		
七煞地裂	1333	2	12	CastSkill	1333					
七煞地裂	1333	3		DoCommonAct	7			20		
萧动尘_普攻	1335	1		CrossFade	1					
萧动尘_普攻	1335	1		InstantDir	1000					
萧动尘_普攻	1335	1		PlayEffect	1335					
萧动尘_普攻	1335	2	8	CastSkill	1335					
横扫	1336	1		CrossFade	1					
横扫	1336	1		InstantDir	1000					
横扫	1336	1		PlayEffect	1336					
横扫	1336	2	12	CastSkill	1336					
横扫	1336	3		DoCommonAct	7			15		
惊雷	1337	2	10	CastSkill	1337					
惊雷	1337	3		DoCommonAct	7			30		
龙战天_普攻	1340	1		PlayEffect	7323			12		
龙战天_普攻	1340	2	8	CastSkill	1340					
七煞使普攻	11342	1		DoCommonAct	16	1342		20		
七煞使普攻	11342	3		CrossFade	1200					
七煞使普攻	1342	2	5	CastSkill	1342					
萧动尘_冲锋	1341	1		CastSkill	1341					
萧动尘_冲锋	1341	1		PlayEffect	9016					
萧动尘_冲锋	1341	3		ClearEffect	9016					
萧动尘_冲锋	1343	1		CrossFade	1					
萧动尘_冲锋	1343	1		InstantDir	1000					
萧动尘_冲锋	1343	1		CastSkill	1344					
萧动尘_冲锋	1343	1		CastSkill	1345					
萧动尘_冲锋	1343	1		PlayEffect						
萧动尘_冲锋	1343	3		ClearEffect						
萧动尘_冲锋	1343	3		DoCommonAct	7			20		
萧动尘_冲锋_子	1344	1		CastSkill	1344					
豪火球连弹（伤害）	1346	1		CastSkill	1346					
豪火球连弹	1347	1		CrossFade	1					
豪火球连弹	1347	1		InstantDir	1000					
豪火球连弹	1347	1		PlayEffect	7340			12		
豪火球连弹	1347	2	10	CastSkill	1347					
豪火球连弹	1347	3		DoCommonAct	7			30		
豪火球连弹_动作	11347	1		DoCommonAct	17	1347		10		
豪火球连弹_子（爆炸）	1348	1		CastSkill	1348					
九尾普攻	1349	2	8	CastSkill	1349					
五星连珠	1350	2	6	CastSkill	1350					
五星连珠	1350	3		DoCommonAct	7			15		
五星连珠_子	1354	2	8	CastSkill	1354					
五星连珠_子	1354	3		DoCommonAct	7			13		
雷灵破	1351	2	5	CastSkill	1351					
雷灵破	1351	3		DoCommonAct	7			22		
金刚坠	1355	1		CrossFade	1					
金刚坠	1355	1		InstantDir	35					
金刚坠	1355	2	17	PlaySound	6355					
金刚坠	1355	2	18	CastSkill	1356					
金刚坠	1355	2	18	CastSkill	1360					
金刚坠	1355	3		UnbindEffect	206					
金刚坠_子	1356	1		CastSkill	1356					
重拳三连击	1357	1		CrossFade	1					
重拳三连击	1357	1		InstantDir	1000					
重拳三连击	1357	2	4	PlayEffect	1479				3	
重拳三连击	1357	2	6	CastSkill	1357					
重拳三连击	1357	2	7	MovePos	80	80	80			
重拳三连击	1357	2	16	PlayEffect	1478					
重拳三连击	1357	2	18	CastSkill	1357					
重拳三连击	1357	2	18	MovePos	30	40	100			
重拳三连击	1357	2	21	PlayEffect	1479					
重拳三连击	1357	2	23	CastSkill	1358					
重拳三连击	1357	2	23	MovePos	30	40	100			
重拳三连击_子	1358	1		CrossFade	1					
重拳三连击_子	1358	1		InstantDir	1000					
重拳三连击_子	1358	2	6	CastSkill	1358					
独臂普攻	1359	1		CrossFade	1					
独臂普攻	1359	1		InstantDir	1000					
独臂普攻	1359	2	10	CastSkill	1359					
金刚坠_前摇	1361	1		CastSkill	1453					
金刚坠_前摇	1361	1		CastSkill	1361					
金刚坠_前摇	1361	1		PlayEffect	9016				8	
狼王爪击	1362	2	6	CastSkill	1362					
狂奔突袭_子1	1364	1		RetsetPos						
狂奔突袭_子1	1364	1		CrossFade	1					
狂奔突袭_子1	1364	1		InstantDir	1000					
狂奔突袭_子1	1364	1		PlayEffect	508					
狂奔突袭_子1	1364	2	6	CastSkill	1364					
狂奔突袭_子2	1365	2	3	PlayEffect	508					
狂奔突袭_子2	1365	3		CrossFade	1					
狂奔突袭_子2	1365	3		UnbindEffect	508					
狂暴噬血	1367	1		CastSkill	1367					
狂暴噬血	1367	1		PlayEffect	1367	1		16	270	
狂暴噬血	1367	1		PlayEffect	7367	1		15	270	
机关地刺	1368	2	6	CastSkill	1368					
夺魂链	1370	1		CastSkill	1372					
夺魂链	1370	2	10	CastSkill	1371					
夺魂链	1370	2	17	CastSkill	1370					
狂奔突袭_蓄力	1373	1		PlayEffect	1373	1				
狂奔突袭_蓄力	1373	3		ClearEffect	1373					
雷击	1374	2	5	CastSkill	1375					
雷击	1374	2	10	CastSkill	1374					
雷击	1374	3		DoCommonAct	7			15		
冰锁连环	1376	2	6	CastSkill	1376					
暴风雪	1377	2	5	CastSkill	1377					
暴风雪	1377	2	7	CastSkill	1378					
暴风雪	1377	3		DoCommonAct	7			20		
暴风雪_伤害	1378	1		CastSkill	1378					
冰锁连环_蓄力	1379	1		PlayEffect	9017	1			10	
星月	1380	2	12	CastSkill	1380					
星月	1380	3		DoCommonAct	7			20		
连环星月	1381	2	5	CastSkill	1382					
连环星月	1381	2	12	CastSkill	1381					
连环星月	1381	3		DoCommonAct	7			20		
连环星月_子	1382	1		CastSkill	1382					
烈焰枪	11383	1		DoCommonAct	16	1383		25		
烈焰枪	1383	2	7	CastSkill	1383					
烈焰枪	1383	3		DoCommonAct	7			20		
火墙	1385	2	10	CastSkill	1385					
火墙	1385	3		DoCommonAct	7			30		
半月斩	1386	1		CrossFade	1					
半月斩	1386	1		InstantDir	1000					
半月斩	1386	2	3	PlayEffect	1305					
半月斩	1386	2	8	CastSkill	1386					
剑裂	1387	1		CrossFade	1					
剑裂	1387	1		InstantDir	1000					
剑裂	1387	2	8	CastSkill	1387					
剑裂	1387	3		DoCommonAct	7			10		
剑裂_效果	1388	2	3	CastSkill	1388					
旋风斩	1389	1		PlayEffect	1802	1				
旋风斩	1389	1		CastSkill	1390					
旋风斩	1389	2	5	CastSkill	1390					
旋风斩	1389	2	10	CastSkill	1390					
旋风斩	1389	2	15	CastSkill	1390					
旋风斩	1389	2	20	CastSkill	1390					
旋风斩	1389	2	25	CastSkill	1390					
旋风斩	1389	2	30	CastSkill	1390					
旋风斩	1389	2	35	CastSkill	1390					
旋风斩	1389	2	40	CastSkill	1390					
旋风斩	1389	2	45	CastSkill	1390					
旋风斩	1389	2	50	CastSkill	1390					
旋风斩	1389	2	55	CastSkill	1390					
旋风斩	1389	2	60	CastSkill	1390					
旋风斩	1389	2	65	CastSkill	1390					
旋风斩	1389	2	70	CastSkill	1390					
旋风斩	1389	2	75	CastSkill	1390					
旋风斩	1389	3		ClearEffect	1802					
旋风斩_子1	1390	1		CastSkill	1390					
旋风斩_子2	1391	1		CastSkill	1391					
旋扇	1392	2	5	CastSkill	1392					
旋扇_子	1393	1		CastSkill	1393					
扇形镖	1394	2	3	CastSkill	1395					
扇形镖	1394	2	8	CastSkill	1394					
扇形镖	1394	3		DoCommonAct	7			20		
扇形镖_子	1395	1		CastSkill	1395					
毒雾	1396	2	5	CastSkill	1396					
毒雾	1396	3		DoCommonAct	7			20		
毒雾	1397	2	5	CastSkill	1397					
火焰喷射陷阱	1398	1		CrossFade	1					
火焰喷射陷阱	1398	1		InstantDir	1000					
火焰喷射陷阱	1398	1		CastSkill	1398					
火焰喷射陷阱_子	1399	1		CastSkill	1399					
矩形8*2预警_0.2秒	1401	1		DoCommonAct	7	96		3		
矩形8*2预警_0.4秒	1402	1		DoCommonAct	7	96		6		
矩形8*2预警_0.6秒	1403	1		DoCommonAct	7	96		9		
矩形8*2预警_0.8秒	1404	1		DoCommonAct	7	96		12		
矩形8*2预警_1秒	1405	1		DoCommonAct	7	96		15		
矩形8*2预警_1.2秒	1406	1		DoCommonAct	7	96		18		
矩形8*2预警_1.4秒	1407	1		DoCommonAct	7	96		21		
矩形8*2预警_1.6秒	1408	1		DoCommonAct	7	96		24		
矩形8*2预警_1.8秒	1409	1		DoCommonAct	7	96		27		
矩形8*2预警_2秒	1410	1		DoCommonAct	7	96		30		
圆形半径4.9米预警_0.2秒	1411	1		DoCommonAct	7	1451		3		
圆形半径4.9米预警_0.4秒	1412	1		DoCommonAct	7	1451		6		
圆形半径4.9米预警_0.6秒	1413	1		DoCommonAct	7	1451		9		
圆形半径4.9米预警_0.8秒	1414	1		DoCommonAct	7	1451		12		
圆形半径4.9米预警_1秒	1415	1		DoCommonAct	7	1451		15		
圆形半径4.9米预警_1.2秒	1416	1		DoCommonAct	7	1451		18		
圆形半径4.9米预警_1.4秒	1417	1		DoCommonAct	7	1451		21		
圆形半径4.9米预警_1.6秒	1418	1		DoCommonAct	7	1451		24		
圆形半径4.9米预警_1.8秒	1419	1		DoCommonAct	7	1451		27		
圆形半径4.9米预警_2秒	1420	1		DoCommonAct	7	1451		30		
圆形半径4.9米预警_0.2秒	1421	1		DoCommonAct	7	1452		3		
圆形半径4.9米预警_0.4秒	1422	1		DoCommonAct	7	1452		6		
圆形半径4.9米预警_0.6秒	1423	1		DoCommonAct	7	1452		9		
圆形半径4.9米预警_0.8秒	1424	1		DoCommonAct	7	1452		12		
圆形半径4.9米预警_1秒	1425	1		DoCommonAct	7	1452		15		
圆形半径4.9米预警_1.2秒	1426	1		DoCommonAct	7	1452		18		
圆形半径4.9米预警_1.4秒	1427	1		DoCommonAct	7	1452		21		
圆形半径4.9米预警_1.6秒	1428	1		DoCommonAct	7	1452		24		
圆形半径4.9米预警_1.8秒	1429	1		DoCommonAct	7	1452		27		
圆形半径4.9米预警_2秒	1430	1		DoCommonAct	7	1452		30		
圆形半径3米预警_0.2秒	1431	1		DoCommonAct	7	1453		3		
圆形半径3米预警_0.4秒	1432	1		DoCommonAct	7	1453		6		
圆形半径3米预警_0.6秒	1433	1		DoCommonAct	7	1453		9		
圆形半径3米预警_0.8秒	1434	1		DoCommonAct	7	1453		12		
圆形半径3米预警_1秒	1435	1		DoCommonAct	7	1694		15		
圆形半径3米预警_1.2秒	1436	1		DoCommonAct	7	1453		18		
圆形半径3米预警_1.4秒	1437	1		DoCommonAct	7	1453		21		
圆形半径3米预警_1.6秒	1438	1		DoCommonAct	7	1453		24		
圆形半径3米预警_1.8秒	1439	1		DoCommonAct	7	1453		27		
圆形半径3米预警_2秒	1440	1		DoCommonAct	7	1453		30		
圆形半径1.5米预警_1.6秒	1441	1		DoCommonAct	7	1454		24		
圆形半径1.5米预警_2秒	1449	1		DoCommonAct	7	1454		30		
圆形半径1.5米预警_2秒_10米施法	1450	1		DoCommonAct	7	1454		30		
扇形预警（小）_2秒	1442	1		DoCommonAct	7	97		30		
蓄力1秒_金	11443	1		DoCommonAct	7	1443		15		
蓄力1秒_金	1443	1		PlayEffect	9016	1			3	
蓄力1秒_蓝	11444	1		DoCommonAct	7	1444		15		
蓄力1秒_蓝	1444	1		PlayEffect	9017	1			3	
蓄力1秒_红	11445	1		DoCommonAct	7	1445		15		
蓄力1秒_红	1445	1		PlayEffect	9018	1			3	
蓄力1秒_绿	11446	1		DoCommonAct	7	1446		15		
蓄力1秒_绿	1446	1		PlayEffect	9019	1			3	
圆形半径0.8米预警_1.6秒	1447	1		DoCommonAct	7	1456		24		
圆形半径0.8米预警_2秒	1448	1		DoCommonAct	7	1456		30		
圆形半径4.9米预警_目标点	1451	1		CastSkill	1451					
通用扇形预警90度6米	1452	1		CastSkill	1452					
圆形半径3米预警_目标点	1453	1		CastSkill	1453					
圆形半径1.5米预警_目标点	1454	1		CastSkill	1454					
