GoodsId	TemplateId	Name	Price	MoneyType	ShopType	SubType	Sort	Discount	LimitType	LimitNum	HotTip	TimeFrame	CloseTimeFrame	MinLevel	ShowLevel	ShowVipLevel	OpenTime	CloseTime	ForbidStall	version_tx	version_vn	version_hk	version_xm	version_en	version_kor	version_th
2098	11844	T18时装（2019冬季锦鲤）·颜色1	130106	SilverBoard	Dress	tabDressWaiyiShop	102													1	1	1	1	1	1	1
2099	11851	T19时装（2019秋季盛典）·颜色1	130125	SilverBoard	Dress	tabDressWaiyiShop	103													1	1	1	1	1	1	1
2100	11920	T8时装(轻纱)·颜色7（图谱）	130144	SilverBoard	Dress	tabDressWaiyiShop	104													1	1	1	1	1	1	1
2101	11921	T17时装（2019夏季风华绝代）·颜色7（未用）	130163	SilverBoard	Dress	tabDressWaiyiShop	105													1	1	1	1	1	1	1
2102	11830	T9独立头饰（狮子帽）·颜色1	130182	SilverBoard	Dress	tabDressWaiyiShop	106													1	1	1	1	1	1	1
2103	11860	T18时装（2019冬季锦鲤）·颜色1	130201	SilverBoard	Dress	tabDressWaiyiShop	107													1	1	1	1	1	1	1
2104	11867	T19时装（2019秋季盛典）·颜色1	130220	SilverBoard	Dress	tabDressWaiyiShop	108													1	1	1	1	1	1	1
2105	11922	T8时装(轻纱)·颜色7（图谱）	130239	SilverBoard	Dress	tabDressWaiyiShop	109													1	1	1	1	1	1	1
2106	11923	T17时装（2019夏季风华绝代）·颜色7（未用）	130258	SilverBoard	Dress	tabDressWaiyiShop	110													1	1	1	1	1	1	1
3001	10137	明教武器外装T1	50002	SilverBoard	Dress	tabDressWeaponShop	1													1	1	1	1	1	1	1
3002	5331	T16武器	70005	SilverBoard	Dress	tabDressWeaponShop	2													1	1	1	1	1	1	1
3003	9719	【明教】梅盛繁星环	70006	SilverBoard	Dress	tabDressWeaponShop	3													1	1	1	1	1	1	1
3004	10600	【段氏】羞玉芙蓉莲	40000	SilverBoard	Dress	tabDressWeaponShop	4													1	1	1	1	1	1	1
3005	4746	天王武器外装T1	8709	SilverBoard	Dress	tabDressWeaponShop	5													1	1	1	1	1	1	1
3006	4747	峨嵋武器外装T1	8710	SilverBoard	Dress	tabDressWeaponShop	6													1	1	1	1	1	1	1
3007	4748	桃花武器外装T1	8711	SilverBoard	Dress	tabDressWeaponShop	7													1	1	1	1	1	1	1
3008	4749	逍遥武器外装T1	8712	SilverBoard	Dress	tabDressWeaponShop	8													1	1	1	1	1	1	1
3009	4750	武当武器外装T1	8713	SilverBoard	Dress	tabDressWeaponShop	9													1	1	1	1	1	1	1
3010	4751	天忍武器外装T1	8714	SilverBoard	Dress	tabDressWeaponShop	10													1	1	1	1	1	1	1
3011	4752	少林武器外装T1	8715	SilverBoard	Dress	tabDressWeaponShop	11													1	1	1	1	1	1	1
3012	4753	翠烟武器外装T1	8716	SilverBoard	Dress	tabDressWeaponShop	12													1	1	1	1	1	1	1
3013	4754	唐门武器外装T1	8717	SilverBoard	Dress	tabDressWeaponShop	13													1	1	1	1	1	1	1
3014	4755	昆仑武器外装T1	8718	SilverBoard	Dress	tabDressWeaponShop	14													1	1	1	1	1	1	1
3015	4756	丐帮武器外装T1	8719	SilverBoard	Dress	tabDressWeaponShop	15													1	1	1	1	1	1	1
3016	4757	五毒武器外装T1	8720	SilverBoard	Dress	tabDressWeaponShop	16													1	1	1	1	1	1	1
3017	7679	霸刀武器外装T1	8724	SilverBoard	Dress	tabDressWeaponShop	17													1	1	1	1	1	1	1
3018	8527	华山武器外装T1	8725	SilverBoard	Dress	tabDressWeaponShop	18													1	1	1	1	1	1	1
3019	6206	【藏剑】冷杉翠芽枝	8813	SilverBoard	Dress	tabDressWeaponShop	19													1	1	1	1	1	1	1
3020	6207	【长歌】摇曳百合束	8814	SilverBoard	Dress	tabDressWeaponShop	20													1	1	1	1	1	1	1
3021	6987	【天山】玉音海棠枝	8815	SilverBoard	Dress	tabDressWeaponShop	21													1	1	1	1	1	1	1
3022	5410	【武器外观】园艺系列	8816	SilverBoard	Dress	tabDressWeaponShop	22													1	1	1	1	1	1	1
3023	7278	T2武器外装过度道具	19004	SilverBoard	Dress	tabDressWeaponShop	23													1	1	1	1	1	1	1
3024	6203	江湖侠少武器	2000	SilverBoard	Dress	tabDressWeaponShop	24													1	1	1	1	1	1	1
3025	10250	T3武器外装·20天	70015	SilverBoard	Dress	tabDressWeaponShop	25													1	1	1	1	1	1	1
3026	10448	T3B仙羽特效武器外装	170016	SilverBoard	Dress	tabDressWeaponShop	26													1	1	1	1	1	1	1
3027	11729	T4武器外装过度道具	70012	SilverBoard	Dress	tabDressWeaponShop	27													1	1	1	1	1	1	1
3028	11731	T4B武器外装过度道具	170013	SilverBoard	Dress	tabDressWeaponShop	28													1	1	1	1	1	1	1
3029	11751	T3武器外装	70016	SilverBoard	Dress	tabDressWeaponShop	29													1	1	1	1	1	1	1
3030	11365	【万花】风骨黄槿玉	70000	SilverBoard	Dress	tabDressWeaponShop	30													1	1	1	1	1	1	1
3031	12009	【杨门】傲阳葡萄藤	160124	SilverBoard	Dress	tabDressWeaponShop	31													1	1	1	1	1	1	1
3032	11838	杨门武器外装T1·颜色1	160136	SilverBoard	Dress	tabDressWeaponShop	32							999	999	25				1	1	1	1	1	1	1
6001	4049	小黑（外装）	1000	SilverBoard	Dress	tabDressHorseShop	999													1	1	1	1	1	1	1
6002	4738	<寒霜>坐骑时装·30天	1000	SilverBoard	Dress	tabDressHorseShop	998													1	1	1	1	1	1	1
6003	4865	紫幽灵鹿（外装1年）	2000	SilverBoard	Dress	tabDressHorseShop	997													1	1	1	1	1	1	1
6004	4866	云魅灵鹿（外装1年）	4000	SilverBoard	Dress	tabDressHorseShop	996													1	1	1	1	1	1	1
6005	7291	<炽影>坐骑时装	6000	SilverBoard	Dress	tabDressHorseShop	995													1	1	1	1	1	1	1
6006	4048	寒霜倩影（外装）	8000	SilverBoard	Dress	tabDressHorseShop	994													1	1	1	1	1	1	1
6007	4868	星芒·云魅灵鹿（外装1年）	10000	SilverBoard	Dress	tabDressHorseShop	993													1	1	1	1	1	1	1
6008	7296	福瑞灵鹿	30005	SilverBoard	Dress	tabDressHorseShop	992													1	1	1	1	1	1	1
6009	7712	螭魅雪狐	50000	SilverBoard	Dress	tabDressHorseShop	991													1	1	1	1	1	1	1
6010	7713	幽炎·螭魅雪狐	60000	SilverBoard	Dress	tabDressHorseShop	990													1	1	1	1	1	1	1
6011	8282	血瞳·月绝	60000	SilverBoard	Dress	tabDressHorseShop	989													1	1	1	1	1	1	1
6012	8252	血瞳·啸霜	60000	SilverBoard	Dress	tabDressHorseShop	988													1	1	1	1	1	1	1
6013	8253	血瞳·荒尘	60000	SilverBoard	Dress	tabDressHorseShop	987													1	1	1	1	1	1	1
6014	8273	蓝狼	50000	SilverBoard	Dress	tabDressHorseShop	986													1	1	1	1	1	1	1
6015	10258	炽羽灼心	170001	SilverBoard	Dress	tabDressHorseShop	985													1	1	1	1	1	1	1
6016	10153	踢金·蓝湛灵鹿（外装半年）	70002	SilverBoard	Dress	tabDressHorseShop	984													1	1	1	1	1	1	1
6017	10197	汉月碎银	70003	SilverBoard	Dress	tabDressHorseShop	983													1	1	1	1	1	1	1
6018	10533	<凛冬咆哮>坐骑时装	70020	SilverBoard	Dress	tabDressHorseShop	982													1	1	1	1	1	1	1
6019	10639	<粉黛掠影>坐骑时装	50026	SilverBoard	Dress	tabDressHorseShop	981													1	1	1	1	1	1	1
6020	10950	<雷霆怒吼>坐骑时装	60028	SilverBoard	Dress	tabDressHorseShop	980													1	1	1	1	1	1	1
6021	10952	<冰魂雪魄>坐骑时装	60029	SilverBoard	Dress	tabDressHorseShop	979													1	1	1	1	1	1	1
6022	11909	<幽魂·踏霜>坐骑时装	160026	SilverBoard	Dress	tabDressHorseShop	978													1	1	1	1	1	1	1
6023	11797	<追风>坐骑时装	60006	SilverBoard	Dress	tabDressHorseShop	977													1	1	1	1	1	1	1
6024	11798	<追风>坐骑时装（特效）	160007	SilverBoard	Dress	tabDressHorseShop	976													1	1	1	1	1	1	1
6025	11799	<昆仑玄影>坐骑时装	60008	SilverBoard	Dress	tabDressHorseShop	975													1	1	1	1	1	1	1
6026	11800	<昆仑玄影>坐骑时装（特效）	160009	SilverBoard	Dress	tabDressHorseShop	974													1	1	1	1	1	1	1
6027	7933	灵犬行箧	20001	SilverBoard	Dress	tabDressHorseShop	973													1	1	1	1	1	1	1
6028	9488	玉兔行箧	20002	SilverBoard	Dress	tabDressHorseShop	972													1	1	1	1	1	1	1
6029	9825	圣诞袜子A	30001	SilverBoard	Dress	tabDressHorseShop	971													1	1	1	1	1	1	1
6030	9829	圣诞袜子B	40001	SilverBoard	Dress	tabDressHorseShop	970													1	1	1	1	1	1	1
6031	10241	珠光宝气	50001	SilverBoard	Dress	tabDressHorseShop	969							999	999					1	1	1	1	1	1	1
6032	11091	T4背部挂件（新年金猪）·30天	30031	SilverBoard	Dress	tabDressHorseShop	968													1	1	1	1	1	1	1
6033	10840	T5背部挂件（赤麟纸鸢）	30027	SilverBoard	Dress	tabDressHorseShop	967													1	1	1	1	1	1	1
6034	11724	T6背部挂件（燕鸣枝头）	70011	SilverBoard	Dress	tabDressHorseShop	966													1	1	1	1	1	1	1
6045	11247	莺鸣枝头	10000	SilverBoard	Dress	tabDressHorseShop	955							999	999	25				1	1	1	1	1	1	1
6035	11759	T7背部挂件（翩跹汝梦）	170017	SilverBoard	Dress	tabDressHorseShop	965													1	1	1	1	1	1	1
6036	11943	限时背挂随机箱	160051	SilverBoard	Dress	tabDressHorseShop	964													1	1	1	1	1	1	1
6037	6990	主题·春意闹	5000	SilverBoard	Dress	tabDressHorseShop	963													1	1	1	1	1	1	1
6038	6991	主题·枫林晚	10000	SilverBoard	Dress	tabDressHorseShop	962													1	1	1	1	1	1	1
6039	6992	主题·花未稀	15000	SilverBoard	Dress	tabDressHorseShop	961													1	1	1	1	1	1	1
6040	9571	主题·共婵娟	30000	SilverBoard	Dress	tabDressHorseShop	960													1	1	1	1	1	1	1
6041	11775	主题·寒江雪	160004	SilverBoard	Dress	tabDressHorseShop	959													1	1	1	1	1	1	1
6042	11880	主题·夏日醺	160011	SilverBoard	Dress	tabDressHorseShop	958													1	1	1	1	1	1	1
6043	11192	鹦鹉	50000	SilverBoard	Dress	tabDressHorseShop	957													1	1	1	1	1	1	1
6044	11066	华清池	10000	SilverBoard	Dress	tabDressHorseShop	956													1	1	1	1	1	1	1
6046	11738	鸾凤和鸣	160001	SilverBoard	Dress	tabDressHorseShop	954							999	999	25				1	1	1	1	1	1	1
6047	11974	神谕令	660060	SilverBoard	Dress	tabDressHorseShop	953							999	999	25				1	1	1	1	1	1	1
6048	11877	银杏叶	160010	SilverBoard	Dress	tabDressHorseShop	952							999	999	25				1	1	1	1	1	1	1
6049	11906	入微镜	160023	SilverBoard	Dress	tabDressHorseShop	951							999	999	25				1	1	1	1	1	1	1
6050	11907	金蚕丝	160024	SilverBoard	Dress	tabDressHorseShop	950							999	999	25				1	1	1	1	1	1	1
6051	11908	离云丝	160025	SilverBoard	Dress	tabDressHorseShop	949							999	999	25				1	1	1	1	1	1	1
6052	11914	武勋令牌	160028	SilverBoard	Dress	tabDressHorseShop	948							999	999	25				1	1	1	1	1	1	1
6053	11950	立夏福禄宝箱	160058	SilverBoard	Dress	tabDressHorseShop	947							999	999	25				1	1	1	1	1	1	1
6054	11951	奇趣百宝箱	160059	SilverBoard	Dress	tabDressHorseShop	946													1	1	1	1	1	1	1
6055	11993	故梦星辰豪华宝箱	160067	SilverBoard	Dress	tabDressHorseShop	945													1	1	1	1	1	1	1
6056	11942	奇趣百宝箱	160050	SilverBoard	Dress	tabDressHorseShop	944							999	999	25				1	1	1	1	1	1	1
6057	12024	虎头枪魂石碎片箱	160086	SilverBoard	Dress	tabDressHorseShop	943							999	999	25				1	1	1	1	1	1	1
6058	11805	翅膀	460093	SilverBoard	Dress	tabDressHorseShop	942													1	1	1	1	1	1	1
6059	11896	披风原胚（1阶）	860127	SilverBoard	Dress	tabDressHorseShop	941													1	1	1	1	1	1	1
5000	6155	缘定今生	666666	Gold	WeddingShop		1													1	1	1	1	1	1	1
5001	5247	烟花·百年好合	6666	Gold	WeddingShop		3													1	1	1	1	1	1	1
5002	5248	烟花·吉祥如意	6666	Gold	WeddingShop		4													1	1	1	1	1	1	1
5003	5249	烟花·嫁给我吧	6666	Gold	WeddingShop		5													1	1	1	1	1	1	1
5004	5250	烟花·双喜临门	6666	Gold	WeddingShop		6													1	1	1	1	1	1	1
5005	5251	烟花·心心相印	6666	Gold	WeddingShop		7													1	1	1	1	1	1	1
5006	6231	三生石	6666	Gold	WeddingShop		2													1	1	1	1	1	1	1
7001	4587	背包拓展道具1	5000	SilverBoard	Dress	tabDressOtherShop	1													1	1	1	1	1	1	1
7002	4588	背包拓展道具2	8000	SilverBoard	Dress	tabDressOtherShop	2													1	1	1	1	1	1	1
7003	4589	背包拓展道具3	10000	SilverBoard	Dress	tabDressOtherShop	3													1	1	1	1	1	1	1
7004	4590	背包拓展道具4	15000	SilverBoard	Dress	tabDressOtherShop	4													1	1	1	1	1	1	1
7005	7455	小白犬	5000	SilverBoard	Dress	tabDressOtherShop	5													1	1	1	1	1	1	1
7006	9509	情缘猫	10000	SilverBoard	Dress	tabDressOtherShop	6													1	1	1	1	1	1	1
7007	11774	小松鼠	160003	SilverBoard	Dress	tabDressOtherShop	7													1	1	1	1	1	1	1
7008	10257	小捌	20000	SilverBoard	Dress	tabDressOtherShop	8													1	1	1	1	1	1	1
7009	11272	小白兔	30000	SilverBoard	Dress	tabDressOtherShop	9													1	1	1	1	1	1	1
7010	11932	小捌	60040	SilverBoard	Dress	tabDressOtherShop	10							999	999	25				1	1	1	1	1	1	1
7011	11933	小白兔	60041	SilverBoard	Dress	tabDressOtherShop	11							999	999	25				1	1	1	1	1	1	1
7012	11778	小黑猫	30000	SilverBoard	Dress	tabDressOtherShop	12							999	999	25				1	1	1	1	1	1	1
7013	11779	家园宠物任选箱	30000	SilverBoard	Dress	tabDressOtherShop	13							999	999	25				1	1	1	1	1	1	1
7014	3564	双倍重置令	10000	SilverBoard	Dress	tabDressOtherShop	14							999	999	25				1	1	1	1	1	1	1
7015	2640	家族更名令	10000	SilverBoard	Dress	tabDressOtherShop	15							999	999	25				1	1	1	1	1	1	1
7016	3564	双倍重置令	10000	SilverBoard	Dress	tabDressOtherShop	16							999	999	25				1	1	1	1	1	1	1
7017	2878	沧海月明	5000	SilverBoard	Dress	tabDressOtherShop	17													1	1	1	1	1	1	1
7018	3931	女神礼盒    限购100	500	SilverBoard	Dress	tabDressOtherShop	18							999	999	25				1	1	1	1	1	1	1
7019	4890	名师礼盒    限购100	500	SilverBoard	Dress	tabDressOtherShop	19							999	999	25				1	1	1	1	1	1	1
7020	3692	人物绘卷	10000	SilverBoard	Dress	tabDressOtherShop	20							999	999	25				1	1	1	1	1	1	1
7021	4824	佳人绘卷	10000	SilverBoard	Dress	tabDressOtherShop	21							999	999	25				1	1	1	1	1	1	1
7022	4814	枫哥绘卷	20000	SilverBoard	Dress	tabDressOtherShop	22							999	999	25				1	1	1	1	1	1	1
7023	4818	新心向颖绘卷	198000	SilverBoard	Dress	tabDressOtherShop	23							999	999	25				1	1	1	1	1	1	1
7024	4815	真妹绘卷	20000	SilverBoard	Dress	tabDressOtherShop	24							999	999	25				1	1	1	1	1	1	1
7025	11881	故梦人物绘卷	160012	SilverBoard	Dress	tabDressOtherShop	25							999	999	25				1	1	1	1	1	1	1
7026	11882	佳人绘卷	160013	SilverBoard	Dress	tabDressOtherShop	26							999	999	25				1	1	1	1	1	1	1
7027	11883	元宵人物绘卷	160014	SilverBoard	Dress	tabDressOtherShop	27							999	999	25				1	1	1	1	1	1	1
7028	11884	元宵人物绘卷	160015	SilverBoard	Dress	tabDressOtherShop	28							999	999	25				1	1	1	1	1	1	1
7029	11885	女神绘卷	160016	SilverBoard	Dress	tabDressOtherShop	29							999	999	25				1	1	1	1	1	1	1
7030	11736	人物绘卷	170015	SilverBoard	Dress	tabDressOtherShop	30							999	999	25				1	1	1	1	1	1	1
7031	11886	情人节人物绘卷	160017	SilverBoard	Dress	tabDressOtherShop	31							999	999	25				1	1	1	1	1	1	1
7032	11887	水龙吟人物绘卷	160018	SilverBoard	Dress	tabDressOtherShop	32							999	999	25				1	1	1	1	1	1	1
7033	11888	七夕人物绘卷	160019	SilverBoard	Dress	tabDressOtherShop	33							999	999	25				1	1	1	1	1	1	1
7034	11889	翩燕人物绘卷	160020	SilverBoard	Dress	tabDressOtherShop	34							999	999	25				1	1	1	1	1	1	1
7035	11938	情人节人物绘卷	160046	SilverBoard	Dress	tabDressOtherShop	35							999	999	25				1	1	1	1	1	1	1
7036	11939	水龙吟人物绘卷	160047	SilverBoard	Dress	tabDressOtherShop	36							999	999	25				1	1	1	1	1	1	1
7037	11940	七夕人物绘卷	160048	SilverBoard	Dress	tabDressOtherShop	37							999	999	25				1	1	1	1	1	1	1
7038	11941	翩燕人物绘卷	160049	SilverBoard	Dress	tabDressOtherShop	38							999	999	25				1	1	1	1	1	1	1
7039	11890	人物绘卷任选箱	160021	SilverBoard	Dress	tabDressOtherShop	39													1	1	1	1	1	1	1
7040	3905	三灵丹	5000	SilverBoard	Dress	tabDressOtherShop	40					OpenLevel59	OpenLevel69							1	1	1	1	1	1	1
7041	3906	四玄丹	5000	SilverBoard	Dress	tabDressOtherShop	41					OpenLevel69	OpenLevel79							1	1	1	1	1	1	1
7042	3907	五行丹	5000	SilverBoard	Dress	tabDressOtherShop	42					OpenLevel79	OpenLevel89							1	1	1	1	1	1	1
7043	3559	五灵炼肌丹	5000	SilverBoard	Dress	tabDressOtherShop	43					OpenLevel89	OpenLevel99							1	1	1	1	1	1	1
7044	3560	六合锻骨丹	5000	SilverBoard	Dress	tabDressOtherShop	44					OpenLevel99	OpenLevel109							1	1	1	1	1	1	1
7045	3561	七星玄龙丹	5000	SilverBoard	Dress	tabDressOtherShop	45					OpenLevel109	OpenLevel119							1	1	1	1	1	1	1
7046	3562	八荒渡厄丹	5000	SilverBoard	Dress	tabDressOtherShop	46					OpenLevel119	OpenLevel129							1	1	1	1	1	1	1
7047	3563	九转造化丹	5000	SilverBoard	Dress	tabDressOtherShop	47					OpenLevel129								1	1	1	1	1	1	1
7048	995121	大夜明珠	9999999	SilverBoard	Dress	tabDressOtherShop	48							999	999	25				1	1	1	1	1	1	1
7049	7364	称号·武林先行客	10000	SilverBoard	Dress	tabDressOtherShop	49							999	999	25				1	1	1	1	1	1	1
7050	6373	称号·邪魅狷狂	10000	SilverBoard	Dress	tabDressOtherShop	50							999	999	25				1	1	1	1	1	1	1
7051	2709	称号·开拓者	10000	SilverBoard	Dress	tabDressOtherShop	51							999	999	25				1	1	1	1	1	1	1
7052	2708	称号·王者归来	20000	SilverBoard	Dress	tabDressOtherShop	52							999	999	25				1	1	1	1	1	1	1
7053	2809	称号·金牌打手（30天）	8000	SilverBoard	Dress	tabDressOtherShop	53							999	999	25				1	1	1	1	1	1	1
7054	2810	称号·古惑仔（30天）	8000	SilverBoard	Dress	tabDressOtherShop	54							999	999	25				1	1	1	1	1	1	1
7055	2812	称号·天下第一帮（30天）	8000	SilverBoard	Dress	tabDressOtherShop	55							999	999	25				1	1	1	1	1	1	1
7056	2814	称号·纵贯江湖（30天）	8000	SilverBoard	Dress	tabDressOtherShop	56							999	999	25				1	1	1	1	1	1	1
7057	2815	称号·傲视群雄（30天）	8000	SilverBoard	Dress	tabDressOtherShop	57							999	999	25				1	1	1	1	1	1	1
7058	2817	称号·独孤求败（30天）	8000	SilverBoard	Dress	tabDressOtherShop	58							999	999	25				1	1	1	1	1	1	1
7059	7159	称号·枫华绝代（30天）	8000	SilverBoard	Dress	tabDressOtherShop	59							999	999	25				1	1	1	1	1	1	1
7060	6050	称号·浮光若梦（30天）	8000	SilverBoard	Dress	tabDressOtherShop	60							999	999	25				1	1	1	1	1	1	1
7061	2864	称号·惊鸿侠影	10000	SilverBoard	Dress	tabDressOtherShop	61							999	999	25				1	1	1	1	1	1	1
7062	2865	称号·名镇中原 	10000	SilverBoard	Dress	tabDressOtherShop	62							999	999	25				1	1	1	1	1	1	1
7063	2866	称号·震古铄今 	10000	SilverBoard	Dress	tabDressOtherShop	63							999	999	25				1	1	1	1	1	1	1
7064	7365	称号·江湖领航人	10000	SilverBoard	Dress	tabDressOtherShop	64							999	999	25				1	1	1	1	1	1	1
7065	3297	称号·卧虎藏龙	10000	SilverBoard	Dress	tabDressOtherShop	65							999	999	25				1	1	1	1	1	1	1
7066	3298	称号·乱世英雄	10000	SilverBoard	Dress	tabDressOtherShop	66							999	999	25				1	1	1	1	1	1	1
7067	7372	称号·襄阳守尉	10000	SilverBoard	Dress	tabDressOtherShop	67							999	999	25				1	1	1	1	1	1	1
7068	7373	称号·临安新贵	10000	SilverBoard	Dress	tabDressOtherShop	68							999	999	25				1	1	1	1	1	1	1
7069	2892	称号·盖世无双	10000	SilverBoard	Dress	tabDressOtherShop	69							999	999	25				1	1	1	1	1	1	1
7070	2893	称号·绝顶高手	10000	SilverBoard	Dress	tabDressOtherShop	70							999	999	25				1	1	1	1	1	1	1
7071	2894	称号·难逢敌手	10000	SilverBoard	Dress	tabDressOtherShop	71							999	999	25				1	1	1	1	1	1	1
7072	2895	称号·月满乾坤	10000	SilverBoard	Dress	tabDressOtherShop	72							999	999	25				1	1	1	1	1	1	1
7073	2896	称号·花好月圆	10000	SilverBoard	Dress	tabDressOtherShop	73							999	999	25				1	1	1	1	1	1	1
7074	3288	称号·义薄云天	10000	SilverBoard	Dress	tabDressOtherShop	74							999	999	25				1	1	1	1	1	1	1
7075	3289	称号·仗剑天涯	10000	SilverBoard	Dress	tabDressOtherShop	75							999	999	25				1	1	1	1	1	1	1
7076	3290	称号·猛龙过江	10000	SilverBoard	Dress	tabDressOtherShop	76							999	999	25				1	1	1	1	1	1	1
7077	3291	称号·只手遮天	10000	SilverBoard	Dress	tabDressOtherShop	77							999	999	25				1	1	1	1	1	1	1
7078	3292	称号·战无不胜	10000	SilverBoard	Dress	tabDressOtherShop	78							999	999	25				1	1	1	1	1	1	1
7079	3293	称号·胜者为王	10000	SilverBoard	Dress	tabDressOtherShop	79							999	999	25				1	1	1	1	1	1	1
7080	3294	称号·盖世英雄	10000	SilverBoard	Dress	tabDressOtherShop	80							999	999	25				1	1	1	1	1	1	1
7081	3295	称号·人剑合一	10000	SilverBoard	Dress	tabDressOtherShop	81							999	999	25				1	1	1	1	1	1	1
7082	3296	称号·侠肝义胆	10000	SilverBoard	Dress	tabDressOtherShop	82							999	999	25				1	1	1	1	1	1	1
7083	3903	称号·沉鱼落雁（60天）	10000	SilverBoard	Dress	tabDressOtherShop	83							999	999	25				1	1	1	1	1	1	1
7084	3901	称号·众星捧月（60天）	10000	SilverBoard	Dress	tabDressOtherShop	84							999	999	25				1	1	1	1	1	1	1
7085	3902	称号·玉树临风（60天）	10000	SilverBoard	Dress	tabDressOtherShop	85							999	999	25				1	1	1	1	1	1	1
7086	6007	称号·武林至尊（1年）	10000	SilverBoard	Dress	tabDressOtherShop	86							999	999	25				1	1	1	1	1	1	1
7087	7674	称号·起舞弄清影	15000	SilverBoard	Dress	tabDressOtherShop	87							999	999	25				1	1	1	1	1	1	1
7088	8522	称号·沧笙踏歌	15000	SilverBoard	Dress	tabDressOtherShop	88							999	999	25				1	1	1	1	1	1	1
7089	10605	称号·翩燕流云	30024	SilverBoard	Dress	tabDressOtherShop	89							999	999	25				1	1	1	1	1	1	1
7090	10831	称号·三生有幸有特效	30033	SilverBoard	Dress	tabDressOtherShop	90							999	999	25				1	1	1	1	1	1	1
7091	4844	称号·武林第一美女（1年）	20000	SilverBoard	Dress	tabDressOtherShop	91							999	999	25				1	1	1	1	1	1	1
7092	11747	称号·杨门第一（30天）	160002	SilverBoard	Dress	tabDressOtherShop	92							999	999	25				1	1	1	1	1	1	1
7093	11895	称号·神仙眷侣（一年）	160022	SilverBoard	Dress	tabDressOtherShop	93							999	999	25				1	1	1	1	1	1	1
7094	11924	称号·堆金积玉（30天）	160033	SilverBoard	Dress	tabDressOtherShop	94							999	999	25				1	1	1	1	1	1	1
7095	11925	称号·腰缠万贯（30天）	160034	SilverBoard	Dress	tabDressOtherShop	95							999	999	25				1	1	1	1	1	1	1
7096	11926	称号·挥金如土（30天）	160035	SilverBoard	Dress	tabDressOtherShop	96							999	999	25				1	1	1	1	1	1	1
7097	12026	称号·首席体验官（一年）	160088	SilverBoard	Dress	tabDressOtherShop	97							999	999	25				1	1	1	1	1	1	1
7098	12027	称号·超核玩家	160089	SilverBoard	Dress	tabDressOtherShop	98							999	999	25				1	1	1	1	1	1	1
7099	12029	称号·超核玩家（30天）	160091	SilverBoard	Dress	tabDressOtherShop	99							999	999	25				1	1	1	1	1	1	1
7100	12030	称号·一梦又一载（60天）	160092	SilverBoard	Dress	tabDressOtherShop	100							999	999	25				1	1	1	1	1	1	1
7101	11975	称号·盛典使者（一年）	160061	SilverBoard	Dress	tabDressOtherShop	101							999	999	25				1	1	1	1	1	1	1
7102	11990	称号·掌乾坤（90天）	160064	SilverBoard	Dress	tabDressOtherShop	102							999	999	25				1	1	1	1	1	1	1
7103	12002	称号·故梦星辰（30天）	160076	SilverBoard	Dress	tabDressOtherShop	103							999	999	25				1	1	1	1	1	1	1
7104	12014	称号·踏雪定八方（90天）	160079	SilverBoard	Dress	tabDressOtherShop	104							999	999	25				1	1	1	1	1	1	1
7105	12015	称号·雪战宗师（90天）	160080	SilverBoard	Dress	tabDressOtherShop	105							999	999	25				1	1	1	1	1	1	1
7106	12016	称号·雪战专家（90天）	160081	SilverBoard	Dress	tabDressOtherShop	106							999	999	25				1	1	1	1	1	1	1
7107	12017	称号·雪战群豪（90天）	160082	SilverBoard	Dress	tabDressOtherShop	107							999	999	25				1	1	1	1	1	1	1
7108	12018	称号·雪战高手（90天）	160083	SilverBoard	Dress	tabDressOtherShop	108							999	999	25				1	1	1	1	1	1	1
7109	11781	头像框·夏树苍翠	30000	SilverBoard	Dress	tabDressOtherShop	109							999	999	25				1	1	1	1	1	1	1
7110	11782	头像框·荷塘月色	30000	SilverBoard	Dress	tabDressOtherShop	110							999	999	25				1	1	1	1	1	1	1
7111	11783	头像框·泛舟江湖情人结	30000	SilverBoard	Dress	tabDressOtherShop	111							999	999	25				1	1	1	1	1	1	1
7112	11784	头像框·金风玉露一相逢	30000	SilverBoard	Dress	tabDressOtherShop	112							999	999	25				1	1	1	1	1	1	1
7113	11785	头像框·镶金连叶摘	30000	SilverBoard	Dress	tabDressOtherShop	113							999	999	25				1	1	1	1	1	1	1
7114	11786	头像框·冬日寄情	30000	SilverBoard	Dress	tabDressOtherShop	114							999	999	25				1	1	1	1	1	1	1
7115	11787	头像框·繁荣兴旺	30000	SilverBoard	Dress	tabDressOtherShop	115							999	999	25				1	1	1	1	1	1	1
7116	11788	头像框·叠翠流金	30000	SilverBoard	Dress	tabDressOtherShop	116							999	999	25				1	1	1	1	1	1	1
7117	11734	头像框·宠物宝宝	170014	SilverBoard	Dress	tabDressOtherShop	117							999	999	25				1	1	1	1	1	1	1
7118	11776	头像框·银装素裹	160005	SilverBoard	Dress	tabDressOtherShop	118							999	999	25				1	1	1	1	1	1	1
7119	6005	头像框·夏树苍翠	8000	SilverBoard	Dress	tabDressOtherShop	119							999	999	25				1	1	1	1	1	1	1
7120	6010	头像框·武林至尊（1年）	8000	SilverBoard	Dress	tabDressOtherShop	120							999	999	25				1	1	1	1	1	1	1
7121	6011	头像框·武林大会亚军（1年）	8000	SilverBoard	Dress	tabDressOtherShop	121							999	999	25				1	1	1	1	1	1	1
