TemplateId	Name	Price	MoneyType	PlayerLevel	TimeFrameLimit	NeedForbitStall
5905	T7外装【五毒】浮光·梦蝶	150000	Coin			
5909	T7外装【藏剑】浮光·梦缘	150000	Coin			
5913	T7外装【长歌】浮光·梦缘	150000	Coin			
6663	T7外装【天山】浮光·梦缘	150000	Coin			
5866	T7外装【峨眉】浮光·梦缘	150000	Coin			
5870	T7外装【桃花】浮光·梦蝶	150000	Coin			
5874	T7外装【逍遥】浮光·梦羽	150000	Coin			
5878	T7外装【武当】浮光·梦缘	150000	Coin			
5882	T7外装【天忍】浮光·梦羽	150000	Coin			
5886	T7外装【少林】浮光·梦缘	150000	Coin			
5890	T7外装【翠烟】浮光·梦蝶	150000	Coin			
5894	T7外装【唐门】浮光·梦羽	150000	Coin			
5898	T7外装【昆仑】浮光·梦缘	150000	Coin			
5902	T7外装【丐帮】浮光·梦缘	150000	Coin			
5906	T7外装【五毒】浮光·梦蝶	150000	Coin			
5910	T7外装【藏剑】浮光·梦缘	150000	Coin			
5914	T7外装【长歌】浮光·梦缘	150000	Coin			
6664	T7外装【天山】浮光·梦缘	150000	Coin			
6293	T5时装峨眉（黑帮）	150000	Coin			
6297	T5时装桃花（黑帮）	150000	Coin			
6301	T5时装逍遥（黑帮）	150000	Coin			
6305	T5时装武当（黑帮）	150000	Coin			
6309	T5时装天忍（黑帮）	150000	Coin			
6313	T5时装少林（黑帮）	150000	Coin			
6317	T5时装翠烟（黑帮）	150000	Coin			
6321	T5时装唐门（黑帮）	150000	Coin			
6325	T5时装昆仑（黑帮）	150000	Coin			
6329	T5时装丐帮（黑帮）	150000	Coin			
6333	T5时装五毒（黑帮）	150000	Coin			
6337	T5时装藏剑（黑帮）	150000	Coin			
6341	T5时装长歌（黑帮）	150000	Coin			
6652	T5时装天山（黑帮）	150000	Coin			
6294	T5时装峨眉（黑帮）	150000	Coin			
6298	T5时装桃花（黑帮）	150000	Coin			
6302	T5时装逍遥（黑帮）	150000	Coin			
6306	T5时装武当（黑帮）	150000	Coin			
6310	T5时装天忍（黑帮）	150000	Coin			
6314	T5时装少林（黑帮）	150000	Coin			
6318	T5时装翠烟（黑帮）	150000	Coin			
6322	T5时装唐门（黑帮）	150000	Coin			
6326	T5时装昆仑（黑帮）	150000	Coin			
6330	T5时装丐帮（黑帮）	150000	Coin			
6334	T5时装五毒（黑帮）	150000	Coin			
6338	T5时装藏剑（黑帮）	150000	Coin			
6342	T5时装长歌（黑帮）	150000	Coin			
6653	T5时装天山（黑帮）	150000	Coin			
6295	T5时装峨眉（黑帮）	150000	Coin			
6299	T5时装桃花（黑帮）	150000	Coin			
6303	T5时装逍遥（黑帮）	150000	Coin			
6307	T5时装武当（黑帮）	150000	Coin			
6311	T5时装天忍（黑帮）	150000	Coin			
6315	T5时装少林（黑帮）	150000	Coin			
6319	T5时装翠烟（黑帮）	150000	Coin			
6323	T5时装唐门（黑帮）	150000	Coin			
6327	T5时装昆仑（黑帮）	150000	Coin			
6331	T5时装丐帮（黑帮）	150000	Coin			
6335	T5时装五毒（黑帮）	150000	Coin			
6339	T5时装藏剑（黑帮）	150000	Coin			
6343	T5时装长歌（黑帮）	150000	Coin			
6654	T5时装天山（黑帮）	150000	Coin			
6540	T5时装峨眉（黑帮）	150000	Coin			
6541	T5时装桃花（黑帮）	150000	Coin			
6542	T5时装逍遥（黑帮）	150000	Coin			
6543	T5时装武当（黑帮）	150000	Coin			
6544	T5时装天忍（黑帮）	150000	Coin			
6545	T5时装少林（黑帮）	150000	Coin			
6546	T5时装翠烟（黑帮）	150000	Coin			
6547	T5时装唐门（黑帮）	150000	Coin			
6548	T5时装昆仑（黑帮）	150000	Coin			
6549	T5时装丐帮（黑帮）	150000	Coin			
6550	T5时装五毒（黑帮）	150000	Coin			
6551	T5时装藏剑（黑帮）	150000	Coin			
6552	T5时装长歌（黑帮）	150000	Coin			
6655	T5时装天山（黑帮）	150000	Coin			
5983	T8外装天王（韩服）	800	Coin			
3882	T8外装天王（韩服）	800	Coin			
3883	韩服·颜色2	150000	Coin			
3884	韩服·颜色3	150000	Coin			
3885	韩服·颜色4	150000	Coin			
6146	韩服·3天	150000	Coin			
6145	韩服·3天	150000	Coin			
4740	小黑	1000	Contrib			
7347	封印的许愿符	1000	Coin			
7689	铭文石1	1000	Coin			
7690	铭文石2	1000	Coin			
7691	铭文石3	1000	Coin			
7692	铭文石4	1000	Coin			
7693	铭文石5	1000	Coin			
3714	洗髓经·上卷	5000	Contrib			
3715	洗髓经·中卷	7500	Contrib			
3716	洗髓经·下卷	10000	Contrib			
1430	武林秘籍·上卷	5000	Contrib			
1431	武林秘籍·中卷	7500	Contrib			
1432	武林秘籍·下卷	10000	Contrib			
1393	盟主令	3000	Contrib		OpenLevel99	
1394	名将令	5000	Contrib		OpenLevel109	
1395	逐鹿令	10000	Contrib		OpenLevel119	
1396	帝皇令	30000	Contrib		OpenLevel139	
8396	残损的票券	1000	Coin			
8397	残损的票券	1000	Coin			
8398	残损的票券	1000	Coin			
9310	【普通】绝学秘本	1296	SkillExp			
9311	【优秀】绝学秘本	1296	SkillExp			
9312	【精良】绝学秘本	1296	SkillExp			
9313	【传承】绝学秘本	1296	SkillExp			
9314	【卓越】绝学秘本	1296	SkillExp			
9315	【稀有】绝学秘本	1296	SkillExp			
9316	【黄金】绝学秘本	1296	SkillExp			
9317	【普通】绝学断篇	324	SkillExp			
9318	【优秀】绝学断篇	324	SkillExp			
9319	【精良】绝学断篇	324	SkillExp			
9320	【传承】绝学断篇	324	SkillExp			
9321	【卓越】绝学断篇	324	SkillExp			
9322	【稀有】绝学断篇	324	SkillExp			
9323	【黄金】绝学断篇	324	SkillExp			
7981	江湖绝学·风虎云龙	3000	SkillExp			
7982	公用绝学2	3000	SkillExp			
7983	公用绝学3	3000	SkillExp			
7984	公用绝学4	3000	SkillExp			
7985	公用绝学5	3000	SkillExp			
7986	公用绝学6	3000	SkillExp			
7987	公用绝学7	3000	SkillExp			
7988	公用绝学8	3000	SkillExp			
7989	公用绝学9	3000	SkillExp			
7990	公用绝学10	3000	SkillExp			
7991	绝学·金钟罩	3000	SkillExp			
7992	绝学·血战八方	3000	SkillExp			
7993	天王绝学3	3000	SkillExp			
7994	天王绝学4	3000	SkillExp			
7995	天王绝学5	3000	SkillExp			
7996	天王绝学6	3000	SkillExp			
7997	天王绝学7	3000	SkillExp			
7998	天王绝学8	3000	SkillExp			
7999	天王绝学9	3000	SkillExp			
8000	天王绝学10	3000	SkillExp			
8001	绝学·慈航普度	3000	SkillExp			
8002	绝学·白露凝霜	3000	SkillExp			
8003	峨眉绝学3	3000	SkillExp			
8004	峨眉绝学4	3000	SkillExp			
8005	峨眉绝学5	3000	SkillExp			
8006	峨眉绝学6	3000	SkillExp			
8007	峨眉绝学7	3000	SkillExp			
8008	峨眉绝学8	3000	SkillExp			
8009	峨眉绝学9	3000	SkillExp			
8010	峨眉绝学10	3000	SkillExp			
8011	绝学·火凤燎原	3000	SkillExp			
8012	绝学·桃花箭术	3000	SkillExp			
8013	桃花绝学3	3000	SkillExp			
8014	桃花绝学4	3000	SkillExp			
8015	桃花绝学5	3000	SkillExp			
8016	桃花绝学6	3000	SkillExp			
8017	桃花绝学7	3000	SkillExp			
8018	桃花绝学8	3000	SkillExp			
8019	桃花绝学9	3000	SkillExp			
8020	桃花绝学10	3000	SkillExp			
8021	绝学·白虹贯日	3000	SkillExp			
8022	绝学·七探蛇盘	3000	SkillExp			
8023	逍遥绝学3	3000	SkillExp			
8024	逍遥绝学4	3000	SkillExp			
8025	逍遥绝学5	3000	SkillExp			
8026	逍遥绝学6	3000	SkillExp			
8027	逍遥绝学7	3000	SkillExp			
8028	逍遥绝学8	3000	SkillExp			
8029	逍遥绝学9	3000	SkillExp			
8030	逍遥绝学10	3000	SkillExp			
8031	绝学·无我无剑	3000	SkillExp			
8032	绝学·坐忘无我	3000	SkillExp			
8033	武当绝学3	3000	SkillExp			
8034	武当绝学4	3000	SkillExp			
8035	武当绝学5	3000	SkillExp			
8036	武当绝学6	3000	SkillExp			
8037	武当绝学7	3000	SkillExp			
8038	武当绝学8	3000	SkillExp			
8039	武当绝学9	3000	SkillExp			
8040	武当绝学10	3000	SkillExp			
8041	绝学·死亡回旋	3000	SkillExp			
8042	绝学·血月之影	3000	SkillExp			
8043	天忍绝学3	3000	SkillExp			
8044	天忍绝学4	3000	SkillExp			
8045	天忍绝学5	3000	SkillExp			
8046	天忍绝学6	3000	SkillExp			
8047	天忍绝学7	3000	SkillExp			
8048	天忍绝学8	3000	SkillExp			
8049	天忍绝学9	3000	SkillExp			
8050	天忍绝学10	3000	SkillExp			
8051	绝学·大力金刚指	3000	SkillExp			
8052	绝学·罗汉阵	3000	SkillExp			
8053	少林绝学3	3000	SkillExp			
8054	少林绝学4	3000	SkillExp			
8055	少林绝学5	3000	SkillExp			
8056	少林绝学6	3000	SkillExp			
8057	少林绝学7	3000	SkillExp			
8058	少林绝学8	3000	SkillExp			
8059	少林绝学9	3000	SkillExp			
8060	少林绝学10	3000	SkillExp			
8061	绝学·召唤啵啵	3000	SkillExp			
8062	绝学·冰心雪莲	3000	SkillExp			
8063	翠烟绝学3	3000	SkillExp			
8064	翠烟绝学4	3000	SkillExp			
8065	翠烟绝学5	3000	SkillExp			
8066	翠烟绝学6	3000	SkillExp			
8067	翠烟绝学7	3000	SkillExp			
8068	翠烟绝学8	3000	SkillExp			
8069	翠烟绝学9	3000	SkillExp			
8070	翠烟绝学10	3000	SkillExp			
8071	绝学·暴雨梨花	3000	SkillExp			
8072	绝学·九宫飞星	3000	SkillExp			
8073	唐门绝学3	3000	SkillExp			
8074	唐门绝学4	3000	SkillExp			
8075	唐门绝学5	3000	SkillExp			
8076	唐门绝学6	3000	SkillExp			
8077	唐门绝学7	3000	SkillExp			
8078	唐门绝学8	3000	SkillExp			
8079	唐门绝学9	3000	SkillExp			
8080	唐门绝学10	3000	SkillExp			
8081	绝学·混沌剑阵	3000	SkillExp			
8082	绝学·啸风三连击	3000	SkillExp			
8083	昆仑绝学3	3000	SkillExp			
8084	昆仑绝学4	3000	SkillExp			
8085	昆仑绝学5	3000	SkillExp			
8086	昆仑绝学6	3000	SkillExp			
8087	昆仑绝学7	3000	SkillExp			
8088	昆仑绝学8	3000	SkillExp			
8089	昆仑绝学9	3000	SkillExp			
8090	昆仑绝学10	3000	SkillExp			
8091	绝学·亢龙有悔	3000	SkillExp			
8092	绝学·龙战于野	3000	SkillExp			
8093	丐帮绝学3	3000	SkillExp			
8094	丐帮绝学4	3000	SkillExp			
8095	丐帮绝学5	3000	SkillExp			
8096	丐帮绝学6	3000	SkillExp			
8097	丐帮绝学7	3000	SkillExp			
8098	丐帮绝学8	3000	SkillExp			
8099	丐帮绝学9	3000	SkillExp			
8100	丐帮绝学10	3000	SkillExp			
8101	绝学·五毒笛法	3000	SkillExp			
8102	绝学·驭蛊心经	3000	SkillExp			
8103	五毒绝学3	3000	SkillExp			
8104	五毒绝学4	3000	SkillExp			
8105	五毒绝学5	3000	SkillExp			
8106	五毒绝学6	3000	SkillExp			
8107	五毒绝学7	3000	SkillExp			
8108	五毒绝学8	3000	SkillExp			
8109	五毒绝学9	3000	SkillExp			
8110	五毒绝学10	3000	SkillExp			
8111	绝学·玉泉鱼跃	3000	SkillExp			
8112	绝学·映波锁澜	3000	SkillExp			
8113	藏剑绝学3	3000	SkillExp			
8114	藏剑绝学4	3000	SkillExp			
8115	藏剑绝学5	3000	SkillExp			
8116	藏剑绝学6	3000	SkillExp			
8117	藏剑绝学7	3000	SkillExp			
8118	藏剑绝学8	3000	SkillExp			
8119	藏剑绝学9	3000	SkillExp			
8120	藏剑绝学10	3000	SkillExp			
8121	绝学·余音绕梁	3000	SkillExp			
8122	绝学·云生结海	3000	SkillExp			
8123	长歌绝学3	3000	SkillExp			
8124	长歌绝学4	3000	SkillExp			
8125	长歌绝学5	3000	SkillExp			
8126	长歌绝学6	3000	SkillExp			
8127	长歌绝学7	3000	SkillExp			
8128	长歌绝学8	3000	SkillExp			
8129	长歌绝学9	3000	SkillExp			
8130	长歌绝学10	3000	SkillExp			
8131	绝学·琴瑟和鸣	3000	SkillExp			
8132	绝学·梅花三弄	3000	SkillExp			
8133	天山绝学3	3000	SkillExp			
8134	天山绝学4	3000	SkillExp			
8135	天山绝学5	3000	SkillExp			
8136	天山绝学6	3000	SkillExp			
8137	天山绝学7	3000	SkillExp			
8138	天山绝学8	3000	SkillExp			
8139	天山绝学9	3000	SkillExp			
8140	天山绝学10	3000	SkillExp			
8141	绝学·浴血蹈锋	3000	SkillExp			
8142	绝学·挟山超海	3000	SkillExp			
8143	霸刀绝学3	3000	SkillExp			
8144	霸刀绝学4	3000	SkillExp			
8145	霸刀绝学5	3000	SkillExp			
8146	霸刀绝学6	3000	SkillExp			
8147	霸刀绝学7	3000	SkillExp			
8148	霸刀绝学8	3000	SkillExp			
8149	霸刀绝学9	3000	SkillExp			
8150	霸刀绝学10	3000	SkillExp			
8151	绝学·风送紫霞	3000	SkillExp			
8152	绝学·萧史乘龙	3000	SkillExp			
8153	华山绝学3	3000	SkillExp			
8154	华山绝学4	3000	SkillExp			
8155	华山绝学5	3000	SkillExp			
8156	华山绝学6	3000	SkillExp			
8157	华山绝学7	3000	SkillExp			
8158	华山绝学8	3000	SkillExp			
8159	华山绝学9	3000	SkillExp			
8160	华山绝学10	3000	SkillExp			
9988	绝学·火光残影	3000	SkillExp			
9989	绝学·不灭之光	3000	SkillExp			
9990	明教绝学3	3000	SkillExp			
9991	明教绝学4	3000	SkillExp			
9992	明教绝学5	3000	SkillExp			
9993	明教绝学6	3000	SkillExp			
9994	明教绝学7	3000	SkillExp			
9995	明教绝学8	3000	SkillExp			
9996	明教绝学9	3000	SkillExp			
9997	明教绝学10	3000	SkillExp			
10170	初级魂石·叶无心(唯一)碎片	200	Contrib		OpenLevel129
2400	乌云踏雪	48000	Contrib		OpenLevel129	
9445	五彩线	1000	Coin			
9448	九孔针	1000	Coin			
9510	晴雪符	1000	Coin			
9511	流云符	1000	Coin			
9505	水壶	1000	Coin			
9506	肥料	1000	Coin			
9479	镇尺	200	Coin			
9480	沉香木	200	Coin			
9481	竹钉	200	Coin			
9482	琉璃杯	200	Coin			
9483	琉璃盏	200	Coin			
9917	资料收集板	1000	Coin			
9958	双十一充值返利宝箱	1000	Coin			
9959	双十一充值返利宝箱	1000	Coin			
9960	双十一充值返利宝箱	1000	Coin			
9850	江湖盛典·我字帛书	200	Coin			
9851	江湖盛典·要字帛书	200	Coin			
9852	江湖盛典·上字帛书	200	Coin			
9853	江湖盛典·盛字帛书	200	Coin			
9854	江湖盛典·典字帛书	200	Coin			
9855	盛典令	200	Coin			
2700	T0外装	2000	Coin			
6995	T0头饰	2000	Coin			
6203	T0武器	2000	Coin			
10253	外装折扣券	1000	Contrib			
10254	锦绣流光羽	1000	Contrib			
10472	外装折扣券	1000	Contrib
10478	初级魂石·云浩然(唯一)碎片	200	Contrib		OpenDay492
10557	绝学·一阳指	3000	SkillExp
10558	绝学·水龙狱	3000	SkillExp
10559	段氏绝学3	3000	SkillExp
10560	段氏绝学4	3000	SkillExp
10561	段氏绝学5	3000	SkillExp
10562	段氏绝学6	3000	SkillExp
10563	段氏绝学7	3000	SkillExp
10564	段氏绝学8	3000	SkillExp
10565	段氏绝学9	3000	SkillExp
10566	段氏绝学10	3000	SkillExp
10894	朝食餐牌	1000	Coin
11017	外装折扣券	1000	Contrib
11285	绝学·执颖点墨	3000	SkillExp
11286	绝学·兰摧玉折	3000	SkillExp
11287	万花绝学3	3000	SkillExp
11288	万花绝学4	3000	SkillExp
11289	万花绝学5	3000	SkillExp
11290	万花绝学6	3000	SkillExp
11291	万花绝学7	3000	SkillExp
11292	万花绝学8	3000	SkillExp
11293	万花绝学9	3000	SkillExp
11294	万花绝学10	3000	SkillExp
11767	红袖残卷·一	200	Coin
11768	红袖残卷·二	200	Coin
11769	红袖残卷·三	200	Coin
11770	红袖残卷·四	200	Coin
11771	红袖残卷·五	200	Coin
11772	红袖残卷·六	200	Coin
11964	绝学·杨门1	3000	SkillExp
11965	绝学·杨门2	3000	SkillExp
11966	杨门绝学3	3000	SkillExp
11967	杨门绝学4	3000	SkillExp
11968	杨门绝学5	3000	SkillExp
11969	杨门绝学6	3000	SkillExp
11970	杨门绝学7	3000	SkillExp
11971	杨门绝学8	3000	SkillExp
11972	杨门绝学9	3000	SkillExp
11973	杨门绝学10	3000	SkillExp
2794	黄金图谱（武器）	90000	Contrib			1
2795	黄金图谱（衣服）	54000	Contrib			1
2796	黄金图谱（帽子）	18000	Contrib			1
2797	黄金图谱（腰带）	18000	Contrib			1
2798	黄金图谱（护腕）	18000	Contrib			1
2799	黄金图谱（鞋子）	18000	Contrib			1
2800	黄金图谱（项链）	36000	Contrib			1
2801	黄金图谱（戒指）	36000	Contrib			1
2802	黄金图谱（玉佩）	36000	Contrib			1
2803	黄金图谱（护身符）	36000	Contrib			1
1423	照夜玉狮子	200	Contrib			
3012	绝影	200	Contrib			
3021	里飞沙	200	Contrib			
3392	红骊	200	Contrib			
3393	绿踪	200	Contrib			
2507	逐日	200	Contrib			
2508	追星逐日	200	Contrib			
2870	奔宵	200	Contrib			
3516	乌骓	200	Contrib			
3364	寒霜	200	Contrib			
3365	寒霜倩影	200	Contrib			
3366	小黑	200	Contrib			
3367	白羽	200	Contrib			
3598	万里烟云照	200	Contrib			
3639	追星逐日	200	Contrib			
4045	圣蹄	200	Contrib			
4046	追风呼雷豹	200	Contrib			
4583	抱月拥星驹	200	Contrib			
4050	龙马	200	Contrib			
4051	梦魇	200	Contrib			
4859	龙鳞凤羽	200	Contrib			
5359	大天使之驹	200	Contrib			
7152	宝蓝	200	Contrib			
3015	测试马1	200	Contrib			
3016	测试马2	200	Contrib			
3017	测试马3	200	Contrib			
3018	测试马4	200	Contrib			
3019	测试马5	200	Contrib			
3020	测试马6	200	Contrib			
1393	盟主令	8000	Contrib			
1394	名将令	12000	Contrib			
1395	逐鹿令	18000	Contrib			
1396	帝皇令	200	Contrib			
1397	传说令	200	Contrib			
