GradeType	Info	GradeLevel	Attrib1Type	Attrib1Value1	Attrib1Value2	Attrib1Value3	Attrib2Type	Attrib2Value1	Attrib2Value2	Attrib2Value3	Attrib3Type	Attrib3Value1	Attrib3Value2	Attrib3Value3	Attrib4Type	Attrib4Value1	Attrib4Value2	Attrib4Value3	Attrib5Type	Attrib5Value1	Attrib5Value2	Attrib5Value3	Attrib6Type	Attrib6Value1	Attrib6Value2	Attrib6Value3	Attrib7Type	Attrib7Value1	Attrib7Value2	Attrib7Value3	Attrib8Type	Attrib8Value1	Attrib8Value2	Attrib8Value3	Attrib9Type	Attrib9Value1	Attrib9Value2	Attrib9Value3	Attrib10Type	Attrib10Value1	Attrib10Value2	Attrib10Value3	Attrib11Type	Attrib11Value1	Attrib11Value2	Attrib11Value3	Attrib12Type	Attrib12Value1	Attrib12Value2	Attrib12Value3
5		15	weaken_deadlystrike_v	80	0	0	recover_life_v	320	75	0	lifemax_v	2400	0	0	basic_damage_v	120	0	120	all_series_resist_v	60	0	0	resist_allseriesstate_rate_v	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5		16	lifemax_v	2400	0	0	basic_damage_v	120	0	120	all_series_resist_v	60	0	0	attackrate_v	480	0	0	defense_v	240	0	0	deadlystrike_v	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5		17	lifemax_v	2400	0	0	basic_damage_v	120	0	120	all_series_resist_v	60	0	0	attackrate_v	480	0	0	recover_life_v	480	75	0	deadlystrike_v	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5		18	lifemax_v	2400	0	0	basic_damage_v	120	0	120	basic_damage_v	120	0	120	defense_v	240	0	0	all_series_resist_v	100	0	0	add_seriesstate_rate_v	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5		19	deadlystrike_v	120	0	0	weaken_deadlystrike_v	120	0	0	lifemax_v	4000	0	0	basic_damage_v	200	0	200	attackrate_v	800	0	0	ignore_defense_v	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5		20	lifemax_v	4000	0	0	basic_damage_v	200	0	200	basic_damage_v	200	0	200	all_series_resist_v	100	0	0	defense_v	400	0	0	resist_allseriesstate_rate_v	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	天忍	1	lifemax_v	600	0	0	basic_damage_v	30	0	30	all_series_resist_v	15	0	0	attackrate_v	120	0	0	deadlystrike_v	30	0	0	weaken_deadlystrike_v	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6		2	lifemax_v	600	0	0	basic_damage_v	30	0	30	attackrate_v	120	0	0	defense_v	60	0	0	deadlystrike_v	30	0	0	add_seriesstate_rate_v	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6		3	lifemax_v	600	0	0	basic_damage_v	30	0	30	all_series_resist_v	15	0	0	attackrate_v	120	0	0	deadlystrike_v	30	0	0	basic_damage_v	40	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6		4	attackrate_v	120	0	0	resist_allseriesstate_rate_v	15	0	0	recover_life_v	120	75	0	lifemax_v	800	0	0	basic_damage_v	40	0	40	all_series_resist_v	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6		5	lifemax_v	800	0	0	basic_damage_v	40	0	40	attackrate_v	160	0	0	deadlystrike_v	40	0	0	ignore_defense_v	80	0	0	add_seriesstate_rate_v	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6		6	lifemax_v	800	0	0	attackrate_v	160	0	0	defense_v	80	0	0	deadlystrike_v	40	0	0	weaken_deadlystrike_v	40	0	0	ignore_defense_v	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6		7	attackrate_v	160	0	0	deadlystrike_v	40	0	0	resist_allseriesstate_rate_v	20	0	0	lifemax_v	1200	0	0	basic_damage_v	60	0	60	deadlystrike_v	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6		8	lifemax_v	1200	0	0	basic_damage_v	60	0	60	all_series_resist_v	30	0	0	attackrate_v	240	0	0	defense_v	120	0	0	deadlystrike_v	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6		9	lifemax_v	1200	0	0	basic_damage_v	60	0	60	all_series_resist_v	30	0	0	attackrate_v	240	0	0	deadlystrike_v	60	0	0	ignore_defense_v	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6		10	lifemax_v	1200	0	0	basic_damage_v	60	0	60	attackrate_v	240	0	0	defense_v	120	0	0	deadlystrike_v	80	0	0	add_seriesstate_rate_v	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6		11	weaken_deadlystrike_v	60	0	0	recover_life_v	240	75	0	lifemax_v	1600	0	0	basic_damage_v	80	0	80	attackrate_v	320	0	0	deadlystrike_v	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6		12	lifemax_v	1600	0	0	basic_damage_v	80	0	80	all_series_resist_v	40	0	0	attackrate_v	320	0	0	defense_v	160	0	0	deadlystrike_v	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6		13	lifemax_v	1600	0	0	basic_damage_v	80	0	80	all_series_resist_v	40	0	0	attackrate_v	320	0	0	resist_allseriesstate_rate_v	40	0	0	deadlystrike_v	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6		14	lifemax_v	1600	0	0	basic_damage_v	80	0	80	attackrate_v	320	0	0	deadlystrike_v	80	0	0	defense_v	240	0	0	ignore_defense_v	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6		15	defense_v	160	0	0	recover_life_v	320	75	0	lifemax_v	2400	0	0	basic_damage_v	120	0	120	attackrate_v	480	0	0	deadlystrike_v	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6		16	lifemax_v	2400	0	0	basic_damage_v	120	0	120	all_series_resist_v	60	0	0	attackrate_v	480	0	0	deadlystrike_v	120	0	0	add_seriesstate_rate_v	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6		17	lifemax_v	2400	0	0	basic_damage_v	120	0	120	all_series_resist_v	60	0	0	attackrate_v	480	0	0	deadlystrike_v	120	0	0	ignore_defense_v	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6		18	lifemax_v	2400	0	0	basic_damage_v	120	0	120	attackrate_v	480	0	0	defense_v	240	0	0	deadlystrike_v	200	0	0	add_seriesstate_rate_v	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6		19	weaken_deadlystrike_v	120	0	0	recover_life_v	480	75	0	lifemax_v	4000	0	0	basic_damage_v	200	0	200	attackrate_v	800	0	0	deadlystrike_v	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6		20	lifemax_v	4000	0	0	basic_damage_v	200	0	200	all_series_resist_v	100	0	0	attackrate_v	800	0	0	defense_v	400	0	0	deadlystrike_v	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	少林	1	lifemax_v	600	0	0	lifemax_v	600	0	0	lifemax_v	600	0	0	basic_damage_v	30	0	30	defense_v	60	0	0	ignore_defense_v	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7		2	lifemax_v	600	0	0	lifemax_v	600	0	0	basic_damage_v	30	0	30	attackrate_v	120	0	0	deadlystrike_v	30	0	0	weaken_deadlystrike_v	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7		3	lifemax_v	600	0	0	basic_damage_v	30	0	30	all_series_resist_v	15	0	0	deadlystrike_v	30	0	0	add_seriesstate_rate_v	15	0	0	lifemax_v	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7		4	lifemax_v	600	0	0	attackrate_v	120	0	0	resist_allseriesstate_rate_v	15	0	0	lifemax_v	800	0	0	basic_damage_v	40	0	40	all_series_resist_v	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7		5	lifemax_v	800	0	0	lifemax_v	800	0	0	lifemax_v	800	0	0	basic_damage_v	40	0	40	attackrate_v	160	0	0	add_seriesstate_rate_v	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7		6	lifemax_v	800	0	0	lifemax_v	800	0	0	basic_damage_v	40	0	40	deadlystrike_v	40	0	0	ignore_defense_v	80	0	0	basic_damage_v	60	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7		7	defense_v	80	0	0	resist_allseriesstate_rate_v	20	0	0	recover_life_v	160	75	0	lifemax_v	1200	0	0	lifemax_v	1200	0	0	weaken_deadlystrike_v	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7		8	lifemax_v	1200	0	0	lifemax_v	1200	0	0	basic_damage_v	60	0	60	attackrate_v	240	0	0	deadlystrike_v	60	0	0	recover_life_v	240	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7		9	lifemax_v	1200	0	0	lifemax_v	1200	0	0	basic_damage_v	60	0	60	all_series_resist_v	30	0	0	defense_v	120	0	0	lifemax_v	1600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7		10	lifemax_v	1200	0	0	basic_damage_v	60	0	60	attackrate_v	240	0	0	deadlystrike_v	60	0	0	lifemax_v	1600	0	0	weaken_deadlystrike_v	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7		11	lifemax_v	1200	0	0	resist_allseriesstate_rate_v	30	0	0	lifemax_v	1600	0	0	basic_damage_v	80	0	80	ignore_defense_v	160	0	0	recover_life_v	320	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7		12	lifemax_v	1600	0	0	lifemax_v	1600	0	0	basic_damage_v	80	0	80	attackrate_v	320	0	0	deadlystrike_v	80	0	0	add_seriesstate_rate_v	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7		13	lifemax_v	1600	0	0	lifemax_v	1600	0	0	lifemax_v	1600	0	0	basic_damage_v	80	0	80	defense_v	160	0	0	attackrate_v	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7		14	lifemax_v	1600	0	0	basic_damage_v	80	0	80	all_series_resist_v	40	0	0	deadlystrike_v	80	0	0	lifemax_v	2400	0	0	weaken_deadlystrike_v	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7		15	attackrate_v	320	0	0	add_seriesstate_rate_v	40	0	0	lifemax_v	2400	0	0	lifemax_v	2400	0	0	basic_damage_v	120	0	120	recover_life_v	480	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7		16	lifemax_v	2400	0	0	lifemax_v	2400	0	0	basic_damage_v	120	0	120	deadlystrike_v	120	0	0	ignore_defense_v	240	0	0	resist_allseriesstate_rate_v	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7		17	lifemax_v	2400	0	0	lifemax_v	2400	0	0	basic_damage_v	120	0	120	all_series_resist_v	60	0	0	defense_v	240	0	0	lifemax_v	4000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7		18	lifemax_v	2400	0	0	basic_damage_v	120	0	120	attackrate_v	480	0	0	deadlystrike_v	120	0	0	lifemax_v	4000	0	0	weaken_deadlystrike_v	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7		19	lifemax_v	2400	0	0	resist_allseriesstate_rate_v	60	0	0	lifemax_v	4000	0	0	basic_damage_v	200	0	200	ignore_defense_v	400	0	0	recover_life_v	800	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7		20	lifemax_v	4000	0	0	lifemax_v	4000	0	0	basic_damage_v	200	0	200	attackrate_v	800	0	0	deadlystrike_v	200	0	0	add_seriesstate_rate_v	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	翠烟	1	lifemax_v	600	0	0	lifemax_v	600	0	0	basic_damage_v	30	0	30	all_series_resist_v	15	0	0	defense_v	60	0	0	ignore_defense_v	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8		2	lifemax_v	600	0	0	lifemax_v	600	0	0	all_series_resist_v	15	0	0	attackrate_v	120	0	0	deadlystrike_v	30	0	0	weaken_deadlystrike_v	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8		3	lifemax_v	600	0	0	attackrate_v	120	0	0	defense_v	60	0	0	add_seriesstate_rate_v	15	0	0	recover_life_v	120	75	0	lifemax_v	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8		4	defense_v	60	0	0	deadlystrike_v	30	0	0	resist_allseriesstate_rate_v	15	0	0	lifemax_v	800	0	0	basic_damage_v	40	0	40	all_series_resist_v	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8		5	lifemax_v	800	0	0	basic_damage_v	40	0	40	all_series_resist_v	20	0	0	attackrate_v	160	0	0	defense_v	80	0	0	deadlystrike_v	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8		6	lifemax_v	800	0	0	lifemax_v	800	0	0	all_series_resist_v	20	0	0	attackrate_v	160	0	0	defense_v	80	0	0	ignore_defense_v	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8		7	attackrate_v	160	0	0	weaken_deadlystrike_v	40	0	0	resist_allseriesstate_rate_v	20	0	0	lifemax_v	1200	0	0	deadlystrike_v	60	0	0	recover_life_v	240	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8		8	lifemax_v	1200	0	0	basic_damage_v	60	0	60	all_series_resist_v	30	0	0	attackrate_v	240	0	0	defense_v	120	0	0	add_seriesstate_rate_v	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8		9	lifemax_v	1200	0	0	basic_damage_v	60	0	60	all_series_resist_v	30	0	0	attackrate_v	240	0	0	weaken_deadlystrike_v	60	0	0	defense_v	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8		10	lifemax_v	1200	0	0	lifemax_v	1200	0	0	defense_v	120	0	0	resist_allseriesstate_rate_v	30	0	0	all_series_resist_v	40	0	0	deadlystrike_v	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8		11	deadlystrike_v	60	0	0	recover_life_v	240	75	0	lifemax_v	1600	0	0	attackrate_v	320	0	0	defense_v	160	0	0	ignore_defense_v	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8		12	lifemax_v	1600	0	0	lifemax_v	1600	0	0	basic_damage_v	80	0	80	all_series_resist_v	40	0	0	attackrate_v	320	0	0	add_seriesstate_rate_v	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8		13	lifemax_v	1600	0	0	basic_damage_v	80	0	80	all_series_resist_v	40	0	0	defense_v	160	0	0	resist_allseriesstate_rate_v	40	0	0	deadlystrike_v	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8		14	lifemax_v	1600	0	0	lifemax_v	1600	0	0	deadlystrike_v	80	0	0	recover_life_v	320	75	0	attackrate_v	480	0	0	ignore_defense_v	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8		15	attackrate_v	320	0	0	weaken_deadlystrike_v	80	0	0	lifemax_v	2400	0	0	all_series_resist_v	60	0	0	defense_v	240	0	0	add_seriesstate_rate_v	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8		16	lifemax_v	2400	0	0	lifemax_v	2400	0	0	basic_damage_v	120	0	120	all_series_resist_v	60	0	0	defense_v	240	0	0	deadlystrike_v	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8		17	lifemax_v	2400	0	0	basic_damage_v	120	0	120	all_series_resist_v	60	0	0	attackrate_v	480	0	0	weaken_deadlystrike_v	120	0	0	defense_v	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8		18	lifemax_v	2400	0	0	lifemax_v	2400	0	0	defense_v	240	0	0	resist_allseriesstate_rate_v	60	0	0	all_series_resist_v	100	0	0	deadlystrike_v	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8		19	deadlystrike_v	120	0	0	recover_life_v	480	75	0	lifemax_v	4000	0	0	attackrate_v	800	0	0	defense_v	400	0	0	ignore_defense_v	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8		20	lifemax_v	4000	0	0	lifemax_v	4000	0	0	basic_damage_v	200	0	200	all_series_resist_v	100	0	0	attackrate_v	800	0	0	add_seriesstate_rate_v	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	丐帮	1	lifemax_v	600	0	0	basic_damage_v	30	0	30	all_series_resist_v	15	0	0	attackrate_v	120	0	0	defense_v	60	0	0	add_seriesstate_rate_v	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9		2	lifemax_v	600	0	0	basic_damage_v	30	0	30	all_series_resist_v	15	0	0	defense_v	60	0	0	deadlystrike_v	30	0	0	ignore_defense_v	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9		3	lifemax_v	600	0	0	basic_damage_v	30	0	30	all_series_resist_v	15	0	0	attackrate_v	120	0	0	resist_allseriesstate_rate_v	15	0	0	all_series_resist_v	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9		4	defense_v	60	0	0	deadlystrike_v	30	0	0	recover_life_v	120	75	0	lifemax_v	800	0	0	basic_damage_v	40	0	40	all_series_resist_v	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9		5	lifemax_v	800	0	0	basic_damage_v	40	0	40	all_series_resist_v	20	0	0	attackrate_v	160	0	0	defense_v	80	0	0	add_seriesstate_rate_v	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9		6	lifemax_v	800	0	0	basic_damage_v	40	0	40	defense_v	80	0	0	deadlystrike_v	40	0	0	resist_allseriesstate_rate_v	20	0	0	defense_v	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9		7	defense_v	80	0	0	ignore_defense_v	80	0	0	recover_life_v	160	75	0	lifemax_v	1200	0	0	basic_damage_v	60	0	60	all_series_resist_v	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9		8	lifemax_v	1200	0	0	basic_damage_v	60	0	60	all_series_resist_v	30	0	0	attackrate_v	240	0	0	defense_v	120	0	0	deadlystrike_v	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9		9	lifemax_v	1200	0	0	basic_damage_v	60	0	60	all_series_resist_v	30	0	0	attackrate_v	240	0	0	resist_allseriesstate_rate_v	30	0	0	deadlystrike_v	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9		10	lifemax_v	1200	0	0	basic_damage_v	60	0	60	all_series_resist_v	30	0	0	weaken_deadlystrike_v	60	0	0	defense_v	160	0	0	ignore_defense_v	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9		11	defense_v	120	0	0	deadlystrike_v	60	0	0	lifemax_v	1600	0	0	basic_damage_v	80	0	80	all_series_resist_v	40	0	0	add_seriesstate_rate_v	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9		12	lifemax_v	1600	0	0	basic_damage_v	80	0	80	all_series_resist_v	40	0	0	attackrate_v	320	0	0	defense_v	160	0	0	recover_life_v	320	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9		13	lifemax_v	1600	0	0	basic_damage_v	80	0	80	all_series_resist_v	40	0	0	attackrate_v	320	0	0	deadlystrike_v	80	0	0	defense_v	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9		14	lifemax_v	1600	0	0	basic_damage_v	80	0	80	all_series_resist_v	40	0	0	weaken_deadlystrike_v	80	0	0	all_series_resist_v	60	0	0	ignore_defense_v	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9		15	defense_v	160	0	0	recover_life_v	320	75	0	lifemax_v	2400	0	0	basic_damage_v	120	0	120	deadlystrike_v	120	0	0	add_seriesstate_rate_v	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9		16	lifemax_v	2400	0	0	basic_damage_v	120	0	120	all_series_resist_v	60	0	0	attackrate_v	480	0	0	defense_v	240	0	0	resist_allseriesstate_rate_v	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9		17	lifemax_v	2400	0	0	basic_damage_v	120	0	120	all_series_resist_v	60	0	0	attackrate_v	480	0	0	resist_allseriesstate_rate_v	60	0	0	deadlystrike_v	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9		18	lifemax_v	2400	0	0	basic_damage_v	120	0	120	all_series_resist_v	60	0	0	weaken_deadlystrike_v	120	0	0	defense_v	400	0	0	ignore_defense_v	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9		19	defense_v	240	0	0	deadlystrike_v	120	0	0	lifemax_v	4000	0	0	basic_damage_v	200	0	200	all_series_resist_v	100	0	0	add_seriesstate_rate_v	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9		20	lifemax_v	4000	0	0	basic_damage_v	200	0	200	all_series_resist_v	100	0	0	attackrate_v	800	0	0	defense_v	400	0	0	recover_life_v	800	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	昆仑	1	lifemax_v	600	0	0	basic_damage_v	30	0	30	basic_damage_v	30	0	30	basic_damage_v	30	0	30	attackrate_v	120	0	0	deadlystrike_v	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10		2	basic_damage_v	30	0	30	basic_damage_v	30	0	30	basic_damage_v	30	0	30	all_series_resist_v	15	0	0	defense_v	60	0	0	ignore_defense_v	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10		3	lifemax_v	600	0	0	basic_damage_v	30	0	30	all_series_resist_v	15	0	0	weaken_deadlystrike_v	30	0	0	add_seriesstate_rate_v	15	0	0	basic_damage_v	40	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10		4	basic_damage_v	30	0	30	defense_v	60	0	0	resist_allseriesstate_rate_v	15	0	0	basic_damage_v	40	0	40	basic_damage_v	40	0	40	all_series_resist_v	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10		5	lifemax_v	800	0	0	basic_damage_v	40	0	40	attackrate_v	160	0	0	deadlystrike_v	40	0	0	defense_v	80	0	0	add_seriesstate_rate_v	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10		6	basic_damage_v	40	0	40	basic_damage_v	40	0	40	attackrate_v	160	0	0	deadlystrike_v	40	0	0	resist_allseriesstate_rate_v	20	0	0	basic_damage_v	60	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10		7	basic_damage_v	40	0	40	weaken_deadlystrike_v	40	0	0	recover_life_v	160	75	0	basic_damage_v	60	0	60	defense_v	120	0	0	ignore_defense_v	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10		8	lifemax_v	1200	0	0	basic_damage_v	60	0	60	basic_damage_v	60	0	60	all_series_resist_v	30	0	0	attackrate_v	240	0	0	deadlystrike_v	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10		9	lifemax_v	1200	0	0	basic_damage_v	60	0	60	basic_damage_v	60	0	60	attackrate_v	240	0	0	deadlystrike_v	60	0	0	basic_damage_v	80	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10		10	basic_damage_v	60	0	60	all_series_resist_v	30	0	0	defense_v	120	0	0	add_seriesstate_rate_v	30	0	0	basic_damage_v	80	0	80	ignore_defense_v	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10		11	basic_damage_v	60	0	60	recover_life_v	240	75	0	basic_damage_v	80	0	80	attackrate_v	320	0	0	deadlystrike_v	80	0	0	resist_allseriesstate_rate_v	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
